https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BVOL,Volume BTC
1652832000000.0,2022-05-18 00:00:00,BVOL/BTC,0.0178,0.0178,0.0178,0.0178,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,BVOL/BTC,0.01905,0.0194,0.0178,0.0178,0.10575898876404495,0.00188251
1652659200000.0,2022-05-16 00:00:00,BVOL/BTC,0.01765,0.0195,0.01755,0.01905,0.3978944881889763,0.00757989
1652572800000.0,2022-05-15 00:00:00,BVOL/BTC,0.0196,0.0197,0.01765,0.01765,0.41124929178470254,0.00725855
1652486400000.0,2022-05-14 00:00:00,BVOL/BTC,0.0186,0.021,0.01855,0.0196,0.02275280612244898,0.000445955
1652400000000.0,2022-05-13 00:00:00,BVOL/BTC,0.02185,0.0221,0.01805,0.0186,0.7717502688172043,0.014354555
1652313600000.0,2022-05-12 00:00:00,BVOL/BTC,0.02215,0.02555,0.02025,0.02185,0.9420647597254004,0.020584115
1652227200000.0,2022-05-11 00:00:00,BVOL/BTC,0.01635,0.0225,0.01585,0.02215,5.832303386004515,0.12918552
1652140800000.0,2022-05-10 00:00:00,BVOL/BTC,0.0169,0.01755,0.01525,0.01635,1.3416244648318043,0.02193556
1652054400000.0,2022-05-09 00:00:00,BVOL/BTC,0.01245,0.0169,0.01215,0.0169,7.578856508875741,0.128082675
1651968000000.0,2022-05-08 00:00:00,BVOL/BTC,0.0116,0.01255,0.01155,0.01245,3.441186746987952,0.042842775
1651881600000.0,2022-05-07 00:00:00,BVOL/BTC,0.0114,0.0118,0.01125,0.0116,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,BVOL/BTC,0.01165,0.0118,0.01095,0.0114,0.390578947368421,0.0044526
1651708800000.0,2022-05-05 00:00:00,BVOL/BTC,0.0104,0.012,0.00995,0.01165,10.850800858369098,0.12641183
1651622400000.0,2022-05-04 00:00:00,BVOL/BTC,0.0109,0.01095,0.0104,0.0104,0.8589644230769231,0.00893323
1651536000000.0,2022-05-03 00:00:00,BVOL/BTC,0.01085,0.01105,0.01065,0.0109,0.4999403669724771,0.00544935
1651449600000.0,2022-05-02 00:00:00,BVOL/BTC,0.0105,0.0109,0.01035,0.01085,3.5230580645161287,0.03822518
1651363200000.0,2022-05-01 00:00:00,BVOL/BTC,0.01075,0.011,0.01045,0.0105,0.553605238095238,0.005812855
1651276800000.0,2022-04-30 00:00:00,BVOL/BTC,0.01065,0.01075,0.0104,0.01075,1.4577153488372094,0.01567044
1651190400000.0,2022-04-29 00:00:00,BVOL/BTC,0.01065,0.01085,0.0105,0.01065,0.012967605633802816,0.000138105
1651104000000.0,2022-04-28 00:00:00,BVOL/BTC,0.011,0.011,0.0106,0.01065,0.23667887323943662,0.00252063
