https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHHALF,Volume USD
1663545600000.0,2022-09-19 00:00:00,ETHHALF/USD,19563.0,19601.0,19540.0,19548.0,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,ETHHALF/USD,20469.0,20473.0,19515.0,19563.0,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,ETHHALF/USD,20246.0,20512.0,20075.0,20469.0,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,ETHHALF/USD,20512.0,20561.0,20079.0,20246.0,0.008074681418551811,163.48
1663200000000.0,2022-09-15 00:00:00,ETHHALF/USD,21462.0,21667.0,20432.0,20512.0,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,ETHHALF/USD,21020.0,21507.0,20917.0,21462.0,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,ETHHALF/USD,21918.0,22143.0,20964.0,21020.0,0.18691962607040916,3929.05054
1662940800000.0,2022-09-12 00:00:00,ETHHALF/USD,22226.0,22324.0,21395.0,21918.0,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,ETHHALF/USD,22269.0,22356.0,21395.0,22226.0,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,ETHHALF/USD,21922.0,22360.0,21750.0,22269.0,0.0,0.0
1662681600000.0,2022-09-09 00:00:00,ETHHALF/USD,21395.0,22082.0,21383.0,21922.0,0.0,0.0
1662595200000.0,2022-09-08 00:00:00,ETHHALF/USD,21388.0,21632.0,21165.0,21395.0,0.00467,99.91465
1662508800000.0,2022-09-07 00:00:00,ETHHALF/USD,20888.0,21632.0,20444.0,21388.0,0.0,0.0
1662422400000.0,2022-09-06 00:00:00,ETHHALF/USD,21239.0,21681.0,20878.0,20888.0,0.0014602221371122176,30.50112
1662336000000.0,2022-09-05 00:00:00,ETHHALF/USD,20985.0,21304.0,20871.0,21239.0,0.0,0.0
1662249600000.0,2022-09-04 00:00:00,ETHHALF/USD,20864.0,20989.0,20755.0,20985.0,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,ETHHALF/USD,20986.0,21010.0,20714.0,20864.0,0.008935832055214723,186.4372
1662076800000.0,2022-09-02 00:00:00,ETHHALF/USD,21021.0,21419.0,20803.0,20986.0,0.0014372781854569713,30.16272
1661990400000.0,2022-09-01 00:00:00,ETHHALF/USD,20841.0,21090.0,20578.0,21021.0,0.0,0.0
1661904000000.0,2022-08-31 00:00:00,ETHHALF/USD,20638.0,21225.0,20638.0,20841.0,0.0,0.0
1661817600000.0,2022-08-30 00:00:00,ETHHALF/USD,20829.0,21141.0,20323.0,20638.0,0.0,0.0
1661731200000.0,2022-08-29 00:00:00,ETHHALF/USD,19941.0,21000.0,19921.0,20829.0,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,ETHHALF/USD,20384.0,21000.0,19928.0,19941.0,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,ETHHALF/USD,20530.0,21000.0,20099.0,20384.0,0.0,0.0
1661472000000.0,2022-08-26 00:00:00,ETHHALF/USD,21667.0,21707.0,20402.0,20530.0,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,ETHHALF/USD,21320.0,21830.0,21000.0,21667.0,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,ETHHALF/USD,21370.0,21633.0,21000.0,21320.0,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,ETHHALF/USD,21170.0,21470.0,20869.0,21370.0,0.0,0.0
1661126400000.0,2022-08-22 00:00:00,ETHHALF/USD,21190.0,21294.0,20618.0,21170.0,0.007935758148323098,168.0
1661040000000.0,2022-08-21 00:00:00,ETHHALF/USD,20915.0,21869.0,20824.0,21190.0,0.0,0.0
1660953600000.0,2022-08-20 00:00:00,ETHHALF/USD,21139.0,21463.0,20582.0,20915.0,0.0,0.0
1660867200000.0,2022-08-19 00:00:00,ETHHALF/USD,22546.0,22557.0,21112.0,21161.0,0.0,0.0
1660780800000.0,2022-08-18 00:00:00,ETHHALF/USD,22465.0,22759.0,21869.0,22546.0,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,ETHHALF/USD,22712.0,23211.0,22332.0,22465.0,0.0,0.0
1660608000000.0,2022-08-16 00:00:00,ETHHALF/USD,22872.0,22957.0,21869.0,22731.0,0.0,0.0
1660521600000.0,2022-08-15 00:00:00,ETHHALF/USD,23091.0,23545.0,22395.0,22872.0,0.0,0.0
1660435200000.0,2022-08-14 00:00:00,ETHHALF/USD,23383.0,23640.0,21869.0,23091.0,0.0,0.0
