https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCH,Volume USDT
1663383600,2022-09-17 03:00:00,XCH/USDT,34.44,34.548,34.391,34.391,50.1718,1731.7038544
1663380000,2022-09-17 02:00:00,XCH/USDT,34.51,34.578,34.318,34.318,82.2108,2835.9158357
1663376400,2022-09-17 01:00:00,XCH/USDT,34.654,34.689,34.518,34.562,146.5801,5070.1433436
1663372800,2022-09-17 00:00:00,XCH/USDT,34.642,34.781,34.642,34.664,34.384,1193.5876414
1663369200,2022-09-16 23:00:00,XCH/USDT,34.716,34.716,34.51,34.652,16.7596,579.277275
1663365600,2022-09-16 22:00:00,XCH/USDT,34.76,34.789,34.644,34.733,116.0601,4026.2431278
1663362000,2022-09-16 21:00:00,XCH/USDT,34.586,34.76,34.586,34.76,2.511,87.2142931
1663358400,2022-09-16 20:00:00,XCH/USDT,34.612,34.739,34.496,34.739,54.0015,1869.9787942
1663354800,2022-09-16 19:00:00,XCH/USDT,34.374,34.628,34.327,34.491,63.7373,2197.871747
1663351200,2022-09-16 18:00:00,XCH/USDT,34.345,34.48,34.11,34.341,135.5842,4664.5537456
1663347600,2022-09-16 17:00:00,XCH/USDT,34.371,34.382,34.11,34.23,340.8272,11663.3443781
1663344000,2022-09-16 16:00:00,XCH/USDT,34.89,34.89,34.26,34.371,370.3682,12758.5667409
1663340400,2022-09-16 15:00:00,XCH/USDT,34.768,34.9,34.677,34.803,150.1625,5234.1015095
1663336800,2022-09-16 14:00:00,XCH/USDT,34.67,34.924,34.67,34.878,85.7523,2986.2543556
1663333200,2022-09-16 13:00:00,XCH/USDT,34.99,35.117,34.671,34.671,146.9867,5126.4370925
1663329600,2022-09-16 12:00:00,XCH/USDT,35.193,35.269,34.99,34.99,129.859,4556.3721906
1663326000,2022-09-16 11:00:00,XCH/USDT,35.275,35.329,35.192,35.193,58.4931,2062.0129298
1663322400,2022-09-16 10:00:00,XCH/USDT,35.243,35.37,35.086,35.276,96.3734,3401.6964642
1663318800,2022-09-16 09:00:00,XCH/USDT,34.696,35.243,34.696,35.243,121.6038,4259.2376476
1663315200,2022-09-16 08:00:00,XCH/USDT,35,35,34.64,34.64,105.4485,3671.9859273
1663311600,2022-09-16 07:00:00,XCH/USDT,35.319,35.329,35.001,35.117,60.1833,2115.4197318
1663308000,2022-09-16 06:00:00,XCH/USDT,35.487,35.616,35.319,35.319,62.0159,2196.8691199
1663304400,2022-09-16 05:00:00,XCH/USDT,35.545,35.546,35.489,35.489,21.221,753.9079101
1663300800,2022-09-16 04:00:00,XCH/USDT,35.438,35.546,35.424,35.545,12.3466,438.5652258
1663297200,2022-09-16 03:00:00,XCH/USDT,35.31,35.438,35.31,35.437,36.0183,1275.4282631
1663293600,2022-09-16 02:00:00,XCH/USDT,35.438,35.438,35.302,35.318,96.4987,3408.8032578
1663290000,2022-09-16 01:00:00,XCH/USDT,35.574,35.574,35.32,35.32,14.8895,526.9614337
1663286400,2022-09-16 00:00:00,XCH/USDT,35.623,35.641,35.407,35.608,76.3087,2711.9680044
1663282800,2022-09-15 23:00:00,XCH/USDT,35.655,35.656,35.549,35.549,13.0769,466.0348617
1663279200,2022-09-15 22:00:00,XCH/USDT,35.727,35.832,35.55,35.656,80.9374,2888.0848142
1663275600,2022-09-15 21:00:00,XCH/USDT,35.973,36.086,35.657,35.867,202.1792,7246.5667842
1663272000,2022-09-15 20:00:00,XCH/USDT,36.053,36.216,35.956,35.956,101.659,3671.0091836
1663268400,2022-09-15 19:00:00,XCH/USDT,35.689,36.211,35.689,36.052,101.4511,3645.1032091
1663264800,2022-09-15 18:00:00,XCH/USDT,35.895,35.903,35.549,35.639,460.1029,16432.4353428
1663261200,2022-09-15 17:00:00,XCH/USDT,35.689,35.921,35.619,35.921,106.0651,3796.0605443
1663257600,2022-09-15 16:00:00,XCH/USDT,35.593,35.756,35.548,35.564,85.844,3060.8458209
1663254000,2022-09-15 15:00:00,XCH/USDT,35.2,35.689,35.12,35.548,334.2408,11801.6483911
1663250400,2022-09-15 14:00:00,XCH/USDT,35.725,35.808,35.2,35.2,130.8964,4673.1832195
1663246800,2022-09-15 13:00:00,XCH/USDT,35.355,35.728,35.137,35.712,107.5359,3806.6884708
1663243200,2022-09-15 12:00:00,XCH/USDT,35.194,35.368,35.194,35.356,156.3481,5517.8342091
1663239600,2022-09-15 11:00:00,XCH/USDT,35.083,35.239,35.083,35.162,26.9789,948.1251631
1663236000,2022-09-15 10:00:00,XCH/USDT,35.083,35.084,34.993,35.083,21.8976,768.1211608
1663232400,2022-09-15 09:00:00,XCH/USDT,35.048,35.049,34.944,34.965,46.3526,1622.5916173
1663228800,2022-09-15 08:00:00,XCH/USDT,35.155,35.221,34.851,35.048,70.3507,2465.3563076
1663225200,2022-09-15 07:00:00,XCH/USDT,35.013,35.262,35.013,35.207,411.3373,14491.2448527
1663221600,2022-09-15 06:00:00,XCH/USDT,34.897,35.079,34.57,34.98,77.4041,2692.9813171
1663218000,2022-09-15 05:00:00,XCH/USDT,34.768,34.889,34.601,34.889,32.349,1125.0815989
1663214400,2022-09-15 04:00:00,XCH/USDT,34.706,34.895,34.685,34.758,20.8836,726.4991541
1663210800,2022-09-15 03:00:00,XCH/USDT,34.964,34.964,34.715,34.715,19.198,669.0160773
1663207200,2022-09-15 02:00:00,XCH/USDT,35.155,35.155,34.964,34.965,29.2415,1025.0005628
1663203600,2022-09-15 01:00:00,XCH/USDT,35.303,35.368,35.171,35.171,31.3892,1105.6152851
1663200000,2022-09-15 00:00:00,XCH/USDT,35.227,35.367,35.092,35.301,116.6701,4107.3092758
1663196400,2022-09-14 23:00:00,XCH/USDT,35.331,35.44,35.249,35.301,18.0079,635.7645087
1663192800,2022-09-14 22:00:00,XCH/USDT,35.156,35.331,35.156,35.331,34.1717,1204.3530051
1663189200,2022-09-14 21:00:00,XCH/USDT,35.049,35.277,34.924,35.277,23.2144,814.1548685
1663185600,2022-09-14 20:00:00,XCH/USDT,35.078,35.11,34.934,34.946,275.3414,9636.1121679
1663182000,2022-09-14 19:00:00,XCH/USDT,34.945,35.049,34.891,35.049,265.773,9288.7497562
1663178400,2022-09-14 18:00:00,XCH/USDT,35.093,35.17,34.941,34.944,340.5988,11933.3931969
1663174800,2022-09-14 17:00:00,XCH/USDT,35.073,35.318,35.017,35.086,221.6288,7789.8842855
1663171200,2022-09-14 16:00:00,XCH/USDT,35.288,35.288,35.017,35.088,62.9196,2210.1263573
1663167600,2022-09-14 15:00:00,XCH/USDT,35.421,35.545,35.153,35.247,280.6657,9903.1364465
1663164000,2022-09-14 14:00:00,XCH/USDT,35.502,35.6,35.334,35.421,430.2227,15285.8185052
1663160400,2022-09-14 13:00:00,XCH/USDT,35.64,35.758,35.297,35.386,79.3764,2817.582179
1663156800,2022-09-14 12:00:00,XCH/USDT,35.244,35.724,35.155,35.583,386.8155,13775.5186053
1663153200,2022-09-14 11:00:00,XCH/USDT,35.573,35.573,35.162,35.162,60.7871,2146.1140174
1663149600,2022-09-14 10:00:00,XCH/USDT,35.6,35.663,35.523,35.537,172.8738,6151.7514922
1663146000,2022-09-14 09:00:00,XCH/USDT,35.54,35.614,35.415,35.614,201.9577,7178.6529551
1663142400,2022-09-14 08:00:00,XCH/USDT,35.984,35.984,35.539,35.636,225.2112,8017.1178679
1663138800,2022-09-14 07:00:00,XCH/USDT,36.013,36.135,35.931,35.931,211.4613,7620.5717207
1663135200,2022-09-14 06:00:00,XCH/USDT,36.102,36.102,36.002,36.002,59.3641,2140.9991383
1663131600,2022-09-14 05:00:00,XCH/USDT,36.098,36.169,35.908,36.099,52.1223,1876.609923
1663128000,2022-09-14 04:00:00,XCH/USDT,36.051,36.334,36.016,36.118,112.2682,4063.4847374
1663124400,2022-09-14 03:00:00,XCH/USDT,35.955,36.083,35.906,35.94,20.4332,736.046733
1663120800,2022-09-14 02:00:00,XCH/USDT,35.726,35.955,35.726,35.955,21.6475,776.4464151
1663117200,2022-09-14 01:00:00,XCH/USDT,35.63,35.796,35.63,35.726,7.3551,262.8199979
1663113600,2022-09-14 00:00:00,XCH/USDT,35.589,35.725,35.551,35.699,51.801,1842.8825633
1663110000,2022-09-13 23:00:00,XCH/USDT,35.801,35.801,35.588,35.589,76.5775,2732.9472659
1663106400,2022-09-13 22:00:00,XCH/USDT,35.76,36.048,35.626,35.852,127.0828,4556.7655354
1663102800,2022-09-13 21:00:00,XCH/USDT,36.066,36.066,35.629,35.761,249.6797,8955.3829524
1663099200,2022-09-13 20:00:00,XCH/USDT,35.984,36.195,35.984,36.066,33.0681,1195.7741719
1663095600,2022-09-13 19:00:00,XCH/USDT,35.943,35.98,35.617,35.98,148.8192,5322.9939214
1663092000,2022-09-13 18:00:00,XCH/USDT,36.178,36.408,35.943,35.944,374.1687,13540.8154969
1663088400,2022-09-13 17:00:00,XCH/USDT,35.905,36.357,35.851,36.068,179.733,6466.4606633
1663084800,2022-09-13 16:00:00,XCH/USDT,35.979,36.023,35.698,35.897,243.8412,8743.7350659
1663081200,2022-09-13 15:00:00,XCH/USDT,36.187,36.268,35.911,36.106,444.4277,16009.0020286
1663077600,2022-09-13 14:00:00,XCH/USDT,36.453,36.67,36.148,36.19,298.8413,10850.5829204
1663074000,2022-09-13 13:00:00,XCH/USDT,36.593,36.597,36.324,36.454,305.6606,11160.2903566
1663070400,2022-09-13 12:00:00,XCH/USDT,37.456,37.614,36.544,36.544,396.1226,14648.1956627
1663066800,2022-09-13 11:00:00,XCH/USDT,37.258,37.599,37.153,37.317,49.3458,1843.3074147
1663063200,2022-09-13 10:00:00,XCH/USDT,37.338,37.473,37.036,37.25,248.4672,9251.659245
1663059600,2022-09-13 09:00:00,XCH/USDT,37.036,37.6,37.036,37.345,103.4137,3867.6518316
1663056000,2022-09-13 08:00:00,XCH/USDT,37.128,37.155,37.02,37.154,16.9755,629.9248392
1663052400,2022-09-13 07:00:00,XCH/USDT,37.27,37.27,37.019,37.094,71.9656,2671.0081274
1663048800,2022-09-13 06:00:00,XCH/USDT,37.381,37.644,37.271,37.305,44.9506,1687.0633088
1663045200,2022-09-13 05:00:00,XCH/USDT,37.307,37.381,37.232,37.381,3.583,133.5422215
1663041600,2022-09-13 04:00:00,XCH/USDT,37.381,37.4,37.214,37.314,77.7247,2899.1785619
1663038000,2022-09-13 03:00:00,XCH/USDT,37.286,37.342,37.25,37.342,4.9903,186.2335115
1663034400,2022-09-13 02:00:00,XCH/USDT,37.435,37.435,37.286,37.309,95.3574,3564.39268
1663030800,2022-09-13 01:00:00,XCH/USDT,37.54,37.568,37.401,37.457,27.0171,1012.9347882
1663027200,2022-09-13 00:00:00,XCH/USDT,37.763,37.816,37.527,37.531,46.1726,1739.7492643
1663023600,2022-09-12 23:00:00,XCH/USDT,37.673,37.912,37.67,37.733,60.0775,2271.7643391
1663020000,2022-09-12 22:00:00,XCH/USDT,37.68,37.795,37.663,37.675,7.0424,265.5025934
1663016400,2022-09-12 21:00:00,XCH/USDT,37.947,37.982,37.68,37.68,88.9912,3366.9141525
1663012800,2022-09-12 20:00:00,XCH/USDT,37.685,37.949,37.626,37.947,152.8126,5792.4441509
1663009200,2022-09-12 19:00:00,XCH/USDT,37.331,41.217,37.207,37.685,1517.2228,58180.0459724
1663005600,2022-09-12 18:00:00,XCH/USDT,37.344,37.382,37.17,37.33,18.259,680.1037395
1663002000,2022-09-12 17:00:00,XCH/USDT,37.216,37.399,37.157,37.354,44.9353,1676.9119521
1662998400,2022-09-12 16:00:00,XCH/USDT,37.08,37.48,36.967,37.169,124.0198,4627.545138
1662994800,2022-09-12 15:00:00,XCH/USDT,37.543,37.543,36.934,36.973,67.0928,2493.4807329
1662991200,2022-09-12 14:00:00,XCH/USDT,37.691,37.749,37.55,37.55,105.0977,3955.9880607
1662987600,2022-09-12 13:00:00,XCH/USDT,37.607,37.718,37.588,37.706,31.2317,1175.7876714
1662984000,2022-09-12 12:00:00,XCH/USDT,37.707,37.719,37.57,37.718,16.7751,632.1451576
1662980400,2022-09-12 11:00:00,XCH/USDT,37.456,37.711,37.445,37.711,89.8397,3379.8358174
1662976800,2022-09-12 10:00:00,XCH/USDT,37.33,37.797,37.302,37.418,177.2314,6636.9572226
1662973200,2022-09-12 09:00:00,XCH/USDT,37.264,37.4,37.245,37.389,65.7391,2451.7039066
1662969600,2022-09-12 08:00:00,XCH/USDT,37.083,37.285,37.071,37.285,31.5529,1171.4011448
1662966000,2022-09-12 07:00:00,XCH/USDT,37.043,37.2,36.953,37.081,22.5982,838.7248828
1662962400,2022-09-12 06:00:00,XCH/USDT,36.89,37.044,36.838,37.043,25.1942,930.5812372
1662958800,2022-09-12 05:00:00,XCH/USDT,36.788,36.875,36.694,36.857,109.1983,4013.2901795
1662955200,2022-09-12 04:00:00,XCH/USDT,36.919,36.919,36.765,36.766,16.304,599.7460655
1662951600,2022-09-12 03:00:00,XCH/USDT,37.324,37.324,36.918,36.918,63.7995,2363.5678604
1662948000,2022-09-12 02:00:00,XCH/USDT,37.836,37.836,37.209,37.279,73.0182,2727.4767712
1662944400,2022-09-12 01:00:00,XCH/USDT,37.495,38.059,37.371,37.889,194.031,7358.612678
1662940800,2022-09-12 00:00:00,XCH/USDT,37.756,37.756,37.495,37.495,146.9413,5518.4707063
1662937200,2022-09-11 23:00:00,XCH/USDT,37.626,37.778,37.557,37.714,5.8558,220.7939001
1662933600,2022-09-11 22:00:00,XCH/USDT,37.61,37.703,37.551,37.551,14.4593,543.2896986
1662930000,2022-09-11 21:00:00,XCH/USDT,37.527,37.832,37.527,37.628,136.3036,5138.2295569
1662926400,2022-09-11 20:00:00,XCH/USDT,37.513,37.626,37.508,37.527,32.2029,1210.5869169
1662922800,2022-09-11 19:00:00,XCH/USDT,37.58,37.581,37.496,37.509,14.9298,560.177565
1662919200,2022-09-11 18:00:00,XCH/USDT,37.563,37.645,37.535,37.536,23.4537,881.6259957
1662915600,2022-09-11 17:00:00,XCH/USDT,37.53,37.716,37.397,37.533,42.3464,1589.3670767
1662912000,2022-09-11 16:00:00,XCH/USDT,37.682,37.721,37.349,37.382,180.069,6742.0919555
1662908400,2022-09-11 15:00:00,XCH/USDT,37.643,37.703,37.501,37.602,41.5576,1562.7074826
1662904800,2022-09-11 14:00:00,XCH/USDT,37.646,37.646,37.502,37.643,25.5794,962.2935077
1662901200,2022-09-11 13:00:00,XCH/USDT,37.858,37.858,37.646,37.65,18.695,704.5338569
1662897600,2022-09-11 12:00:00,XCH/USDT,37.8,37.854,37.626,37.854,26.0938,983.1474522
1662894000,2022-09-11 11:00:00,XCH/USDT,37.871,37.975,37.799,37.929,62.1527,2354.0340367
1662890400,2022-09-11 10:00:00,XCH/USDT,37.722,37.85,37.646,37.773,76.135,2871.88302
1662886800,2022-09-11 09:00:00,XCH/USDT,37.981,37.981,37.687,37.722,146.5897,5542.4620005
1662883200,2022-09-11 08:00:00,XCH/USDT,38.01,38.01,37.874,37.981,69.815,2648.9440419
1662879600,2022-09-11 07:00:00,XCH/USDT,37.661,38.009,37.661,37.995,18.1023,686.3142104
1662876000,2022-09-11 06:00:00,XCH/USDT,37.791,37.876,37.6,37.715,13.548,510.9923161
1662872400,2022-09-11 05:00:00,XCH/USDT,37.848,37.946,37.778,37.778,18.0302,682.4970577
1662868800,2022-09-11 04:00:00,XCH/USDT,37.759,37.863,37.723,37.778,25.2957,957.0719679
1662865200,2022-09-11 03:00:00,XCH/USDT,37.742,37.843,37.722,37.77,13.482,509.2149819
1662861600,2022-09-11 02:00:00,XCH/USDT,37.857,37.858,37.619,37.619,44.3409,1671.7152322
1662858000,2022-09-11 01:00:00,XCH/USDT,38,38,37.857,37.857,23.7106,898.8558976
1662854400,2022-09-11 00:00:00,XCH/USDT,38.059,38.1,38,38.1,36.3598,1384.2035312
1662850800,2022-09-10 23:00:00,XCH/USDT,38.334,38.334,38.059,38.059,27.0477,1035.3122912
1662847200,2022-09-10 22:00:00,XCH/USDT,38.161,38.51,37.928,38.373,874.0564,33407.8004937
1662843600,2022-09-10 21:00:00,XCH/USDT,37.957,38.313,37.953,38.161,53.3455,2032.383815
1662840000,2022-09-10 20:00:00,XCH/USDT,37.874,38.057,37.712,38.057,53.914,2040.9550787
1662836400,2022-09-10 19:00:00,XCH/USDT,37.915,38.051,37.874,37.874,85.4401,3248.6990589
1662832800,2022-09-10 18:00:00,XCH/USDT,37.671,38.001,37.387,38.001,174.0186,6564.5715296
1662829200,2022-09-10 17:00:00,XCH/USDT,37.534,37.691,37.335,37.691,375.7781,14100.4891358
1662825600,2022-09-10 16:00:00,XCH/USDT,37.485,37.681,37.485,37.646,17.0193,640.5102227
1662822000,2022-09-10 15:00:00,XCH/USDT,37.035,37.575,37.035,37.458,74.2707,2775.2224646
1662818400,2022-09-10 14:00:00,XCH/USDT,36.988,37.314,36.877,37.054,74.1129,2750.2098791
1662814800,2022-09-10 13:00:00,XCH/USDT,37.313,37.317,36.999,37.006,34.4529,1281.4441995
1662811200,2022-09-10 12:00:00,XCH/USDT,37.044,37.311,36.74,37.252,77.8384,2886.677954
1662807600,2022-09-10 11:00:00,XCH/USDT,36.9,37.043,36.837,37.043,53.4005,1975.2969479
1662804000,2022-09-10 10:00:00,XCH/USDT,36.931,37.02,36.767,36.965,24.4707,903.893904
1662800400,2022-09-10 09:00:00,XCH/USDT,36.934,36.934,36.71,36.931,39.6273,1458.987384
1662796800,2022-09-10 08:00:00,XCH/USDT,37.081,37.58,36.8,36.934,310.625,11564.8107692
1662793200,2022-09-10 07:00:00,XCH/USDT,37.494,37.727,36.97,37.01,140.5651,5266.967815
1662789600,2022-09-10 06:00:00,XCH/USDT,37.131,37.64,37.131,37.494,259.399,9690.5479442
1662786000,2022-09-10 05:00:00,XCH/USDT,37.161,37.363,37.115,37.115,47.8677,1781.6249016
1662782400,2022-09-10 04:00:00,XCH/USDT,37.27,37.364,37.163,37.163,59.118,2202.8182949
1662778800,2022-09-10 03:00:00,XCH/USDT,37.475,37.483,37.274,37.274,39.1738,1466.5795124
1662775200,2022-09-10 02:00:00,XCH/USDT,37.291,37.483,37.221,37.483,66.8846,2503.3016806
1662771600,2022-09-10 01:00:00,XCH/USDT,37.481,37.616,37.29,37.29,26.4055,989.6263633
1662768000,2022-09-10 00:00:00,XCH/USDT,37.57,37.664,37.155,37.544,191.0762,7150.2180768
1662764400,2022-09-09 23:00:00,XCH/USDT,37.285,37.707,37.279,37.656,248.1163,9296.2467061
1662760800,2022-09-09 22:00:00,XCH/USDT,37.346,37.351,37.169,37.187,132.52,4932.0023545
1662757200,2022-09-09 21:00:00,XCH/USDT,37.141,37.705,37.12,37.348,186.2673,6968.7975385
1662753600,2022-09-09 20:00:00,XCH/USDT,37.204,37.257,37.124,37.141,261.2537,9707.0164761
1662750000,2022-09-09 19:00:00,XCH/USDT,36.71,37.204,36.71,37.204,460.309,17025.4181956
1662746400,2022-09-09 18:00:00,XCH/USDT,36.665,36.783,36.569,36.705,155.8076,5713.5694296
1662742800,2022-09-09 17:00:00,XCH/USDT,36.672,37.1,36.636,36.774,425.8479,15686.3686293
1662739200,2022-09-09 16:00:00,XCH/USDT,36.382,37.051,36.322,36.672,1622.1655,59507.3014439
1662735600,2022-09-09 15:00:00,XCH/USDT,36.45,36.881,36.3,36.399,369.1409,13540.465838
1662732000,2022-09-09 14:00:00,XCH/USDT,36.56,36.747,36.408,36.43,74.2129,2711.5248416
1662728400,2022-09-09 13:00:00,XCH/USDT,36.442,36.6,36,36.6,484.9593,17533.1228484
1662724800,2022-09-09 12:00:00,XCH/USDT,36.156,36.52,36.056,36.379,93.2034,3394.953836
1662721200,2022-09-09 11:00:00,XCH/USDT,36.123,36.3,36,36.049,78.9179,2852.9130025
1662717600,2022-09-09 10:00:00,XCH/USDT,35.723,36.156,35.723,36.069,196.4132,7065.4411874
1662714000,2022-09-09 09:00:00,XCH/USDT,35.924,35.924,35.7,35.761,164.6794,5883.6723232
1662710400,2022-09-09 08:00:00,XCH/USDT,36.087,36.123,35.7,35.852,602.533,21549.5888395
1662706800,2022-09-09 07:00:00,XCH/USDT,36.299,36.299,35.64,35.971,322.4257,11557.8134091
1662703200,2022-09-09 06:00:00,XCH/USDT,36.257,36.526,36.151,36.197,67.6536,2457.8533265
1662699600,2022-09-09 05:00:00,XCH/USDT,36.317,36.317,36.13,36.257,218.4828,7929.9112922
1662696000,2022-09-09 04:00:00,XCH/USDT,35.905,36.322,35.905,36.322,506.9965,18359.8779555
1662692400,2022-09-09 03:00:00,XCH/USDT,35.764,35.904,35.7,35.885,23.8311,853.5847239
1662688800,2022-09-09 02:00:00,XCH/USDT,35.692,35.699,35.692,35.699,0.0156,0.5568498
1662685200,2022-09-09 01:00:00,XCH/USDT,35.762,35.797,35.667,35.691,27.2219,972.7618004
1662681600,2022-09-09 00:00:00,XCH/USDT,35.82,35.894,35.75,35.763,80.7701,2891.580126
1662678000,2022-09-08 23:00:00,XCH/USDT,35.69,35.833,35.645,35.833,2.3608,84.2453084
1662674400,2022-09-08 22:00:00,XCH/USDT,35.642,35.833,35.642,35.691,43.706,1563.2624382
1662670800,2022-09-08 21:00:00,XCH/USDT,35.748,35.796,35.64,35.64,45.2688,1616.5103018
1662667200,2022-09-08 20:00:00,XCH/USDT,35.331,35.76,35.331,35.76,84.2061,2989.9001943
1662663600,2022-09-08 19:00:00,XCH/USDT,35.327,35.472,35.224,35.331,130.8012,4625.2586993
1662660000,2022-09-08 18:00:00,XCH/USDT,35.418,35.46,35.238,35.238,55.7279,1972.2303212
1662656400,2022-09-08 17:00:00,XCH/USDT,35.23,35.472,35.23,35.373,70.0403,2475.8554964
1662652800,2022-09-08 16:00:00,XCH/USDT,35.155,35.283,34.927,35.238,279.6939,9826.5777501
1662649200,2022-09-08 15:00:00,XCH/USDT,35.059,35.26,35.059,35.155,42.022,1476.0021944
1662645600,2022-09-08 14:00:00,XCH/USDT,34.664,35.058,34.63,35.058,69.5591,2424.3121171
1662642000,2022-09-08 13:00:00,XCH/USDT,34.479,34.731,34.332,34.719,103.0606,3550.0856597
1662638400,2022-09-08 12:00:00,XCH/USDT,34.665,34.69,34.479,34.479,30.9304,1068.898669
1662634800,2022-09-08 11:00:00,XCH/USDT,34.71,34.743,34.512,34.685,133.87890167,4632.21162007071
1662631200,2022-09-08 10:00:00,XCH/USDT,34.591,34.708,34.562,34.625,23.6758,820.1648944
1662627600,2022-09-08 09:00:00,XCH/USDT,34.532,34.658,34.504,34.545,178.4494,6174.9343174
1662624000,2022-09-08 08:00:00,XCH/USDT,34.551,34.594,34.523,34.533,72.8148,2515.5426392
1662620400,2022-09-08 07:00:00,XCH/USDT,34.698,34.698,34.542,34.542,66.4693,2301.0654208
1662616800,2022-09-08 06:00:00,XCH/USDT,34.737,34.815,34.698,34.712,9.704,337.7748816
1662613200,2022-09-08 05:00:00,XCH/USDT,34.768,34.862,34.699,34.742,25.2184,876.2116527
1662609600,2022-09-08 04:00:00,XCH/USDT,34.768,34.901,34.744,34.822,10.8074,376.0710441
1662606000,2022-09-08 03:00:00,XCH/USDT,34.872,34.872,34.634,34.707,4.5234,156.9601873
1662602400,2022-09-08 02:00:00,XCH/USDT,34.693,34.886,34.693,34.872,18.946,658.8136215
1662598800,2022-09-08 01:00:00,XCH/USDT,35.014,35.014,34.625,34.692,22.4513,779.6146784
1662595200,2022-09-08 00:00:00,XCH/USDT,35.116,35.116,35.039,35.039,22.6503,795.0900249
1662591600,2022-09-07 23:00:00,XCH/USDT,35.269,35.269,35.114,35.224,31.2097,1096.7509568
1662588000,2022-09-07 22:00:00,XCH/USDT,35.485,35.488,35.197,35.201,81.7352,2887.3672304
1662584400,2022-09-07 21:00:00,XCH/USDT,35.754,35.792,35.42,35.451,295.4051,10507.6574388
1662580800,2022-09-07 20:00:00,XCH/USDT,35.2,35.858,35.2,35.857,182.3262,6502.5387217
1662577200,2022-09-07 19:00:00,XCH/USDT,35.24,35.316,35.201,35.223,65.4705,2310.6215248
1662573600,2022-09-07 18:00:00,XCH/USDT,35.068,35.234,34.913,35.183,138.6731,4853.4771892
1662570000,2022-09-07 17:00:00,XCH/USDT,34.873,35.218,34.873,34.972,192.3298,6738.6371608
1662566400,2022-09-07 16:00:00,XCH/USDT,34.55,34.954,34.437,34.954,129.8456,4507.5404769
1662562800,2022-09-07 15:00:00,XCH/USDT,34.565,34.61,34.482,34.482,35.9192,1240.9744549
1662559200,2022-09-07 14:00:00,XCH/USDT,34.545,34.594,34.514,34.569,12.2752,423.930417
1662555600,2022-09-07 13:00:00,XCH/USDT,34.17,34.668,34.166,34.622,90.1512,3112.901129
1662552000,2022-09-07 12:00:00,XCH/USDT,34.341,34.356,34.074,34.267,56.0253,1912.9207333
1662548400,2022-09-07 11:00:00,XCH/USDT,34.172,34.418,34.04,34.345,101.9178,3489.3790064
1662544800,2022-09-07 10:00:00,XCH/USDT,34.205,34.205,34.05,34.122,23.8761,814.0554508
1662541200,2022-09-07 09:00:00,XCH/USDT,34.232,34.277,34.072,34.215,126.1438,4305.7087439
1662537600,2022-09-07 08:00:00,XCH/USDT,34.11,34.241,34.05,34.241,14.7762,505.0183881
1662534000,2022-09-07 07:00:00,XCH/USDT,34.158,34.227,34.087,34.215,43.5033,1485.6580827
