https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume PAX
1655078400,2022-06-13 00:00:00,ETH/PAX,1446.38,1446.38,1400.94,1409.54,1.411266,2000.077194221
1655074800,2022-06-12 23:00:00,ETH/PAX,1452.94,1452.94,1447.53,1447.53,0.154857,224.330846825
1655071200,2022-06-12 22:00:00,ETH/PAX,1473.56,1473.56,1453.29,1460.54,0.271164,394.634339058
1655067600,2022-06-12 21:00:00,ETH/PAX,1473.15,1478.18,1473.15,1478.18,0.1937689,286.100930961
1655064000,2022-06-12 20:00:00,ETH/PAX,1478.66,1478.66,1478.66,1478.66,0.008,11.82928
1655060400,2022-06-12 19:00:00,ETH/PAX,1512.74,1512.74,1480.16,1488.85,0.8544774,1269.572632697
1655056800,2022-06-12 18:00:00,ETH/PAX,1510.49,1510.49,1510.47,1510.47,0.659925,996.802823271
1655053200,2022-06-12 17:00:00,ETH/PAX,1520.98,1521.63,1520.98,1521.63,0.3963102,602.872372921
1655049600,2022-06-12 16:00:00,ETH/PAX,1519.19,1523.24,1497.41,1497.41,1.1738613,1781.29440935
1655046000,2022-06-12 15:00:00,ETH/PAX,1513.12,1537.72,1513.12,1517.96,1.1144085,1699.3368441
1655042400,2022-06-12 14:00:00,ETH/PAX,1448.24,1522.52,1441.71,1507.83,1.44710034,2180.1746538076
1655038800,2022-06-12 13:00:00,ETH/PAX,1446.48,1446.71,1446.37,1446.71,0.3540892,512.182385853
1655035200,2022-06-12 12:00:00,ETH/PAX,1469.94,1469.94,1460.2,1464.4,0.55324948,809.136766514
1655031600,2022-06-12 11:00:00,ETH/PAX,1455.54,1463.01,1454.45,1463.01,0.4771522,695.235862359
1655028000,2022-06-12 10:00:00,ETH/PAX,1468.28,1468.28,1468.28,1468.28,0,0
1655024400,2022-06-12 09:00:00,ETH/PAX,1470.85,1470.89,1468.28,1468.28,3.4741377,5102.509848937
1655020800,2022-06-12 08:00:00,ETH/PAX,1466.83,1481.27,1466.83,1481.26,0.7515769,1106.409089966
1655017200,2022-06-12 07:00:00,ETH/PAX,1456.54,1463.38,1456.54,1463.38,0.3199503,467.819766354
1655013600,2022-06-12 06:00:00,ETH/PAX,1450.74,1459.36,1450.74,1456.51,0.5712978,832.628081578
1655010000,2022-06-12 05:00:00,ETH/PAX,1447.38,1447.38,1425.85,1427.22,0.8691852,1246.002308489
1655006400,2022-06-12 04:00:00,ETH/PAX,1473.58,1473.58,1472.94,1472.94,2.7378311,4032.91954733
1655002800,2022-06-12 03:00:00,ETH/PAX,1450,1471.83,1450,1471.83,0.0616683,90.765042238
1654999200,2022-06-12 02:00:00,ETH/PAX,1500,1500,1450,1450,1.16429911,1701.1145608027
1654995600,2022-06-12 01:00:00,ETH/PAX,1536.7,1536.7,1536.7,1536.7,0,0
1654992000,2022-06-12 00:00:00,ETH/PAX,1532.6,1537.52,1532.59,1536.7,0.14725555,225.724067759
1654988400,2022-06-11 23:00:00,ETH/PAX,1532.57,1532.57,1527.11,1527.11,0.0023173,3.544498451
1654984800,2022-06-11 22:00:00,ETH/PAX,1535.39,1535.39,1535.39,1535.39,0,0
1654981200,2022-06-11 21:00:00,ETH/PAX,1531.81,1535.39,1531.81,1535.39,0.0203382,31.155365078
1654977600,2022-06-11 20:00:00,ETH/PAX,1537.78,1538.7,1531.81,1531.81,0.6094099,937.312961629
1654974000,2022-06-11 19:00:00,ETH/PAX,1554.07,1554.07,1554.07,1554.07,0.2484428,386.097502196
1654970400,2022-06-11 18:00:00,ETH/PAX,1545.02,1547.35,1545.02,1547.35,1.6266594,2516.579670754
1654966800,2022-06-11 17:00:00,ETH/PAX,1536.14,1536.2,1536.14,1536.2,0.0251635,38.656101872
1654963200,2022-06-11 16:00:00,ETH/PAX,1520.76,1540.72,1512.7,1540.72,0.5956665,903.753057006
1654959600,2022-06-11 15:00:00,ETH/PAX,1506.08,1521.22,1502.25,1502.79,0.455731,689.096328792
1654956000,2022-06-11 14:00:00,ETH/PAX,1563.16,1563.16,1529.26,1529.54,2.11987169,3280.6720070739
1654952400,2022-06-11 13:00:00,ETH/PAX,1550.01,1569.85,1550,1568.72,0.2783676,435.982092995
1654948800,2022-06-11 12:00:00,ETH/PAX,1574.38,1574.38,1555.76,1555.76,0.8042133,1255.00464852
1654945200,2022-06-11 11:00:00,ETH/PAX,1584.19,1584.19,1565.24,1573.99,1.4364227,2255.835942518
1654941600,2022-06-11 10:00:00,ETH/PAX,1584.52,1584.52,1584.52,1584.52,0.0139634,22.125286568
1654938000,2022-06-11 09:00:00,ETH/PAX,1572.33,1605.33,1572.33,1605.33,2.6272356,4180.353348787
1654934400,2022-06-11 08:00:00,ETH/PAX,1667.93,1670.55,1600,1600,8.00665498,13274.544976869
1654930800,2022-06-11 07:00:00,ETH/PAX,1665.17,1669,1662.21,1663.76,0.32909842,548.15578079
1654927200,2022-06-11 06:00:00,ETH/PAX,1668.4,1668.4,1668.4,1668.4,0,0
1654923600,2022-06-11 05:00:00,ETH/PAX,1673.26,1673.26,1668.4,1668.4,12.0584371,20130.595523198
1654920000,2022-06-11 04:00:00,ETH/PAX,1672.85,1672.85,1672.85,1672.85,2.2767677,3808.690846945
1654916400,2022-06-11 03:00:00,ETH/PAX,1671.32,1671.32,1670.96,1670.96,2.1421892,3580.23846982
1654912800,2022-06-11 02:00:00,ETH/PAX,1667.42,1673.14,1667.42,1673.14,0.2793184,466.761886722
1654909200,2022-06-11 01:00:00,ETH/PAX,1676.08,1676.08,1676.08,1676.08,0.2963556,496.715694048
1654905600,2022-06-11 00:00:00,ETH/PAX,1671.82,1671.82,1671.82,1671.82,2.6752242,4472.493322044
1654902000,2022-06-10 23:00:00,ETH/PAX,1663.73,1666.16,1661.09,1666.16,0.3863856,643.128323361
1654898400,2022-06-10 22:00:00,ETH/PAX,1679.48,1679.48,1678.65,1678.65,6.55942078,11011.1678903414
1654894800,2022-06-10 21:00:00,ETH/PAX,1676.09,1682.64,1675.6,1677.73,3.37380446,5662.0859814284
1654891200,2022-06-10 20:00:00,ETH/PAX,1676.72,1676.72,1676.72,1676.72,0.0176492,29.592766624
1654887600,2022-06-10 19:00:00,ETH/PAX,1675.6,1675.6,1675.6,1675.6,0,0
1654884000,2022-06-10 18:00:00,ETH/PAX,1686.09,1686.09,1672.72,1675.6,3.69049551,6183.7351442569
1654880400,2022-06-10 17:00:00,ETH/PAX,1666.11,1666.11,1666.11,1666.11,0,0
1654876800,2022-06-10 16:00:00,ETH/PAX,1725.81,1725.81,1666.11,1666.11,4.8140449,8185.093772824
1654873200,2022-06-10 15:00:00,ETH/PAX,1723.56,1723.56,1723.56,1723.56,0.1163711,200.572573116
1654869600,2022-06-10 14:00:00,ETH/PAX,1740.18,1742.26,1737.08,1741.61,2.66646136,4640.4705178126
1654866000,2022-06-10 13:00:00,ETH/PAX,1730.35,1732.96,1718.84,1727.65,0.24701614,425.6900178294
1654862400,2022-06-10 12:00:00,ETH/PAX,1774.93,1774.93,1724.5,1729.15,2.3554563,4123.845294487
1654858800,2022-06-10 11:00:00,ETH/PAX,1762.85,1762.85,1762.85,1762.85,0,0
1654855200,2022-06-10 10:00:00,ETH/PAX,1762.86,1762.86,1762.85,1762.85,0.2882281,508.105783977
1654851600,2022-06-10 09:00:00,ETH/PAX,1782.92,1782.92,1772.02,1772.02,1.9924577,3530.679372364
1654848000,2022-06-10 08:00:00,ETH/PAX,1791.15,1791.15,1785.19,1785.48,0.1364734,244.247962796
1654844400,2022-06-10 07:00:00,ETH/PAX,1788.73,1788.73,1788.73,1788.73,0,0
1654840800,2022-06-10 06:00:00,ETH/PAX,1788.73,1788.73,1788.73,1788.73,0.2295824,410.660926352
1654837200,2022-06-10 05:00:00,ETH/PAX,1790.1,1790.1,1790.1,1790.1,0,0
1654833600,2022-06-10 04:00:00,ETH/PAX,1790.1,1790.1,1790.1,1790.1,0.1171812,209.76606612
1654830000,2022-06-10 03:00:00,ETH/PAX,1793.91,1793.91,1793.89,1793.89,0.3110692,558.027039439
1654826400,2022-06-10 02:00:00,ETH/PAX,1785.19,1785.19,1785.19,1785.19,0.0129191,23.063048129
1654822800,2022-06-10 01:00:00,ETH/PAX,1775.56,1775.56,1775.56,1775.56,0.0012457,2.211815092
1654819200,2022-06-10 00:00:00,ETH/PAX,1783.41,1783.41,1745.56,1773.78,5.3313859,9422.076152908
1654815600,2022-06-09 23:00:00,ETH/PAX,1783.2,1783.2,1783.2,1783.2,0.2158829,384.96238728
1654812000,2022-06-09 22:00:00,ETH/PAX,1796.49,1796.49,1796.49,1796.49,0,0
1654808400,2022-06-09 21:00:00,ETH/PAX,1796.49,1796.49,1796.49,1796.49,0.1169905,210.172263345
1654804800,2022-06-09 20:00:00,ETH/PAX,1783.2,1783.2,1783.2,1783.2,0,0
1654801200,2022-06-09 19:00:00,ETH/PAX,1789.45,1789.45,1783.2,1783.2,0.2916294,521.838351552
1654797600,2022-06-09 18:00:00,ETH/PAX,1797.29,1797.29,1794.2,1794.2,0.0050595,9.085564566
1654794000,2022-06-09 17:00:00,ETH/PAX,1804.18,1804.18,1804.18,1804.18,0.3803212,686.167902616
1654790400,2022-06-09 16:00:00,ETH/PAX,1792.14,1792.14,1792.14,1792.14,0.2148059,384.962245626
1654786800,2022-06-09 15:00:00,ETH/PAX,1787.13,1797.96,1787.13,1795.65,0.2231047,400.191977108
1654783200,2022-06-09 14:00:00,ETH/PAX,1794.51,1795.02,1786.89,1786.89,0.2834064,507.194962152
1654779600,2022-06-09 13:00:00,ETH/PAX,1792.39,1798.79,1784.12,1784.12,3.2241429,5765.770818872
1654776000,2022-06-09 12:00:00,ETH/PAX,1795.18,1795.18,1795.18,1795.18,0.6709004,1204.386980072
1654772400,2022-06-09 11:00:00,ETH/PAX,1811.32,1811.32,1811.32,1811.32,0,0
1654768800,2022-06-09 10:00:00,ETH/PAX,1811.32,1811.32,1811.32,1811.32,0.3565231,645.777421492
1654765200,2022-06-09 09:00:00,ETH/PAX,1820.5,1820.5,1817.89,1817.89,0.014201,25.831931924
1654761600,2022-06-09 08:00:00,ETH/PAX,1813.51,1813.51,1806.38,1806.38,0.0782937,141.446095774
1654758000,2022-06-09 07:00:00,ETH/PAX,1797.1,1800.79,1797.1,1800.79,0.0183016,32.956969264
1654754400,2022-06-09 06:00:00,ETH/PAX,1794.29,1794.29,1794.29,1794.29,0,0
1654750800,2022-06-09 05:00:00,ETH/PAX,1794.29,1794.29,1794.29,1794.29,0,0
1654747200,2022-06-09 04:00:00,ETH/PAX,1794.29,1794.29,1794.29,1794.29,0.0014798,2.655190342
1654743600,2022-06-09 03:00:00,ETH/PAX,1793.48,1793.48,1791.52,1791.52,0.0196895,35.28214801
1654740000,2022-06-09 02:00:00,ETH/PAX,1796.06,1796.06,1796.06,1796.06,0,0
1654736400,2022-06-09 01:00:00,ETH/PAX,1796.06,1796.06,1796.06,1796.06,0,0
1654732800,2022-06-09 00:00:00,ETH/PAX,1796.06,1796.06,1796.06,1796.06,0,0
1654729200,2022-06-08 23:00:00,ETH/PAX,1797.37,1797.37,1796.06,1796.06,0.1102835,198.12572676
1654725600,2022-06-08 22:00:00,ETH/PAX,1798.85,1798.85,1797.36,1798,0.2189958,393.619518616
1654722000,2022-06-08 21:00:00,ETH/PAX,1795.73,1795.76,1795.73,1795.76,0.2176946,390.920823601
1654718400,2022-06-08 20:00:00,ETH/PAX,1794.02,1799.08,1794.02,1799.08,0.2338753,420.167306153
1654714800,2022-06-08 19:00:00,ETH/PAX,1790.15,1790.15,1789.85,1789.85,0.2093957,374.787541945
1654711200,2022-06-08 18:00:00,ETH/PAX,1799.12,1799.12,1777.47,1789.67,1.1813038,2114.638666658
1654707600,2022-06-08 17:00:00,ETH/PAX,1794.57,1794.57,1794.57,1794.57,0,0
1654704000,2022-06-08 16:00:00,ETH/PAX,1805.16,1805.16,1794.57,1794.57,0.1418111,255.939324834
1654700400,2022-06-08 15:00:00,ETH/PAX,1807.62,1807.62,1804.64,1804.64,0.0134363,24.255217276
1654696800,2022-06-08 14:00:00,ETH/PAX,1823.27,1823.27,1797.32,1797.6,0.05769503,104.0371587391
1654693200,2022-06-08 13:00:00,ETH/PAX,1808.58,1834.54,1808.58,1823.91,1.9721581,3593.425082229
1654689600,2022-06-08 12:00:00,ETH/PAX,1804.92,1804.92,1791.18,1791.18,0.157439,283.751699052
1654686000,2022-06-08 11:00:00,ETH/PAX,1803.21,1803.21,1803.21,1803.21,0.0027968,5.043217728
1654682400,2022-06-08 10:00:00,ETH/PAX,1814.18,1814.18,1806.08,1806.08,0.05629396,101.9929652768
1654678800,2022-06-08 09:00:00,ETH/PAX,1803.01,1809.71,1803.01,1809.71,0.0611912,110.347054592
1654675200,2022-06-08 08:00:00,ETH/PAX,1797.12,1805.1,1797.12,1805.1,0.1421733,256.428970866
1654671600,2022-06-08 07:00:00,ETH/PAX,1792.04,1798.63,1792.04,1798.63,0.0100266,17.99362021
1654668000,2022-06-08 06:00:00,ETH/PAX,1798.39,1800.63,1796.99,1800.63,0.1278097,229.993940507
1654664400,2022-06-08 05:00:00,ETH/PAX,1785.55,1806.18,1785.55,1806.18,0.0115578,20.713203247
1654660800,2022-06-08 04:00:00,ETH/PAX,1770.21,1789.12,1770.21,1789.12,0.538697,958.360404606
1654657200,2022-06-08 03:00:00,ETH/PAX,1820.3,1820.3,1778.86,1778.86,2.8570272,5164.208979924
1654653600,2022-06-08 02:00:00,ETH/PAX,1802.64,1802.64,1802.64,1802.64,0,0
1654650000,2022-06-08 01:00:00,ETH/PAX,1807.01,1807.01,1789.12,1802.64,0.0670387,120.897069038
1654646400,2022-06-08 00:00:00,ETH/PAX,1821.09,1821.09,1821.09,1821.09,0.06698147,121.9792852023
1654642800,2022-06-07 23:00:00,ETH/PAX,1796.16,1828.65,1796.16,1828.55,0.0087032,15.791696423
1654639200,2022-06-07 22:00:00,ETH/PAX,1842.92,1842.92,1746.24,1805.45,11.6850166,20992.969897531
1654635600,2022-06-07 21:00:00,ETH/PAX,1835.25,1842.14,1835.25,1842.14,1.5741294,2891.732612844
1654632000,2022-06-07 20:00:00,ETH/PAX,1857.61,1863.32,1839.31,1839.31,1.4606322,2695.166596742
1654628400,2022-06-07 19:00:00,ETH/PAX,1825.95,1869.01,1825.78,1840,2.6837758,4915.210808365
1654624800,2022-06-07 18:00:00,ETH/PAX,1783.18,1810.37,1783.18,1810.37,0.38748277,697.4950061654
1654621200,2022-06-07 17:00:00,ETH/PAX,1778.94,1782.15,1778.94,1782.15,0.1197102,213.14893293
1654617600,2022-06-07 16:00:00,ETH/PAX,1782.54,1784,1782.54,1784,0.9775047,1743.325161642
1654614000,2022-06-07 15:00:00,ETH/PAX,1787.16,1788.5,1775.16,1778.91,0.88905673,1584.2116080338
1654610400,2022-06-07 14:00:00,ETH/PAX,1773.73,1773.73,1773.73,1773.73,0.0025687,4.556180251
1654606800,2022-06-07 13:00:00,ETH/PAX,1752.09,1756.25,1752.09,1756.25,0.0161739,28.344866819
1654603200,2022-06-07 12:00:00,ETH/PAX,1747.92,1747.92,1740.16,1740.16,0.0862089,150.411476977
1654599600,2022-06-07 11:00:00,ETH/PAX,1752.44,1752.44,1749.45,1749.45,0.2422672,424.116352725
1654596000,2022-06-07 10:00:00,ETH/PAX,1763.07,1768.72,1763.07,1768.72,0.0292447,51.601630429
1654592400,2022-06-07 09:00:00,ETH/PAX,1771.76,1771.76,1771.76,1771.76,0,0
1654588800,2022-06-07 08:00:00,ETH/PAX,1770.08,1772.15,1770.08,1771.76,1.1875389,2104.386852837
1654585200,2022-06-07 07:00:00,ETH/PAX,1747,1747,1747,1747,0,0
1654581600,2022-06-07 06:00:00,ETH/PAX,1747,1747,1747,1747,0,0
1654578000,2022-06-07 05:00:00,ETH/PAX,1747,1747,1747,1747,0,0
1654574400,2022-06-07 04:00:00,ETH/PAX,1753.36,1753.36,1747,1747,0.0051905,9.084283532
