https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TFUEL,Volume USDT
1663459200,2022-09-18 00:00:00,TFUEL/USDT,0.056,0.05647,0.0556,0.05613,25460.4539,1428.854561157
1663372800,2022-09-17 00:00:00,TFUEL/USDT,0.05499,0.06167,0.05482,0.05581,805083.0978,45299.354024839
1663286400,2022-09-16 00:00:00,TFUEL/USDT,0.05475,0.05603,0.0539,0.05492,366717.5323,20130.293148264
1663200000,2022-09-15 00:00:00,TFUEL/USDT,0.0583,0.0583,0.054,0.05463,1563059.6522,85090.440790523
1663113600,2022-09-14 00:00:00,TFUEL/USDT,0.05656,0.06,0.05588,0.05839,1146689.4935,66507.943183881
1663027200,2022-09-13 00:00:00,TFUEL/USDT,0.06019,0.0656,0.05612,0.05647,4648249.2694,288844.299010025
1662940800,2022-09-12 00:00:00,TFUEL/USDT,0.05882,0.0634,0.05781,0.0602,1156877.1656,70077.98592665
1662854400,2022-09-11 00:00:00,TFUEL/USDT,0.05852,0.05981,0.05747,0.05888,507915.1048,29752.490801606
1662768000,2022-09-10 00:00:00,TFUEL/USDT,0.05896,0.06039,0.05747,0.05881,775919.6182,45424.495557816
1662681600,2022-09-09 00:00:00,TFUEL/USDT,0.05578,0.06,0.0557,0.05896,1515598.9036,88132.489113732
1662595200,2022-09-08 00:00:00,TFUEL/USDT,0.05467,0.05734,0.05343,0.0556,757969.7804,41829.525874863
1662508800,2022-09-07 00:00:00,TFUEL/USDT,0.05216,0.05596,0.05144,0.05462,1949694.7135,104834.128121546
1662422400,2022-09-06 00:00:00,TFUEL/USDT,0.05645,0.05794,0.0522,0.0522,856540.7877,47432.27148637
1662336000,2022-09-05 00:00:00,TFUEL/USDT,0.05728,0.05768,0.0547,0.05674,737403.1606,41168.805703695
1662249600,2022-09-04 00:00:00,TFUEL/USDT,0.05671,0.0573,0.05596,0.05728,314209.9362,17838.275466423
1662163200,2022-09-03 00:00:00,TFUEL/USDT,0.05781,0.0585,0.05631,0.05668,621140.8513,35521.966501922
1662076800,2022-09-02 00:00:00,TFUEL/USDT,0.0591,0.0599,0.0574,0.05811,689358.9267,40326.307858097
1661990400,2022-09-01 00:00:00,TFUEL/USDT,0.0598,0.06125,0.057,0.0591,899361.459,52341.598991417
1661904000,2022-08-31 00:00:00,TFUEL/USDT,0.05779,0.06416,0.0576,0.0596,1532669.5633,92980.614932268
1661817600,2022-08-30 00:00:00,TFUEL/USDT,0.05958,0.0598,0.05617,0.05794,844420.7224,49317.720069791
1661731200,2022-08-29 00:00:00,TFUEL/USDT,0.05725,0.05995,0.0548,0.05958,1351364.9411,77685.122032758
1661644800,2022-08-28 00:00:00,TFUEL/USDT,0.06172,0.065,0.05709,0.05722,1718763.5751,105165.325880347
1661558400,2022-08-27 00:00:00,TFUEL/USDT,0.06415,0.06665,0.05959,0.06172,2580644.4547,159441.674931528
1661472000,2022-08-26 00:00:00,TFUEL/USDT,0.06209,0.0742,0.06118,0.06415,7080135.6702,483407.542980572
