https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SCLP,Volume USDT
1643846400,2022-02-03 00:00:00,SCLP/USDT,0.9083,0.9412,0.874,0.9269,239328.24188833,215582.243906378665
1643760000,2022-02-02 00:00:00,SCLP/USDT,0.9818,1.0113,0.902,0.9115,276815.80325129,264103.286241736752
1643673600,2022-02-01 00:00:00,SCLP/USDT,0.9578,1.0596,0.9246,0.9849,409941.42263288,414898.19838430134
1643587200,2022-01-31 00:00:00,SCLP/USDT,0.9859,1.0085,0.887,0.9544,370678.24279382,348521.251013711586
1643500800,2022-01-30 00:00:00,SCLP/USDT,1.1113,1.1503,0.8839,0.9861,373629.07315127,384445.193198659661
1643414400,2022-01-29 00:00:00,SCLP/USDT,1.0645,1.19,1.04,1.1161,343359.61725677,383612.513739407192
1643328000,2022-01-28 00:00:00,SCLP/USDT,1.0226,1.09,0.99,1.0641,232125.54424872,239707.091631055142
1643241600,2022-01-27 00:00:00,SCLP/USDT,1.0518,1.1,0.9856,1.0273,256602.45479831,264422.730040320889
1643155200,2022-01-26 00:00:00,SCLP/USDT,1.0773,1.17,1.031,1.057,356929.82750254,394922.225026768978
1643068800,2022-01-25 00:00:00,SCLP/USDT,0.9968,1.17,0.9836,1.0828,405478.6892027,430894.060447584671
1642982400,2022-01-24 00:00:00,SCLP/USDT,1.0858,1.1156,0.92,0.9965,412852.80469169,411257.572479993127
1642896000,2022-01-23 00:00:00,SCLP/USDT,1.0666,1.1998,1.03,1.0861,331360.74891827,366957.539022235341
1642809600,2022-01-22 00:00:00,SCLP/USDT,1.1,1.1523,0.95,1.0669,480550.52605923,513761.252234598882
1642723200,2022-01-21 00:00:00,SCLP/USDT,1.514,1.5655,1.0915,1.1066,699108.97885249,913672.091355466972
1642636800,2022-01-20 00:00:00,SCLP/USDT,1.6035,1.7118,1.5003,1.5146,273447.97073428,437712.70329515182
1642550400,2022-01-19 00:00:00,SCLP/USDT,1.6901,1.726,1.55,1.6081,287345.91842034,465561.500357131884
1642464000,2022-01-18 00:00:00,SCLP/USDT,1.788,1.8356,1.6,1.6946,347038.5908169,594846.417270866105
1642377600,2022-01-17 00:00:00,SCLP/USDT,1.9604,1.98,1.7068,1.7894,283494.05479978,521316.67743535468
1642291200,2022-01-16 00:00:00,SCLP/USDT,1.9954,2.0438,1.9508,1.9612,211094.51666829,419840.807569729524
1642204800,2022-01-15 00:00:00,SCLP/USDT,2.0409,2.0658,1.95,1.9954,270207.07462962,539521.659364907518
1642118400,2022-01-14 00:00:00,SCLP/USDT,1.9641,2.2,1.8929,2.0411,450074.7913876,918735.827046648592
1642032000,2022-01-13 00:00:00,SCLP/USDT,2.0755,2.1,1.91,1.9574,304680.81018368,614201.52596787282
1641945600,2022-01-12 00:00:00,SCLP/USDT,2.017,2.21,1.9395,2.0717,405555.16826981,844378.549501813191
1641859200,2022-01-11 00:00:00,SCLP/USDT,1.9251,2.2438,1.9251,2.021,641400.97819094,1324305.227184255712
1641772800,2022-01-10 00:00:00,SCLP/USDT,1.9714,2.0579,1.6501,1.925,698217.86267244,1306197.336809767948
1641686400,2022-01-09 00:00:00,SCLP/USDT,1.9875,2.1027,1.844,1.9771,442943.85276931,873281.453504103328
1641600000,2022-01-08 00:00:00,SCLP/USDT,2.3688,2.4459,1.7828,1.9921,977671.54425752,2025800.627295102833
1641513600,2022-01-07 00:00:00,SCLP/USDT,2.4124,2.446,2.2222,2.3693,380222.20854268,885217.483581832975
1641427200,2022-01-06 00:00:00,SCLP/USDT,2.4501,2.4586,2.2171,2.4131,509954.81400088,1195104.598564047878
1641340800,2022-01-05 00:00:00,SCLP/USDT,2.8964,2.932,2.2934,2.4492,937851.28921672,2479993.143603711907
1641254400,2022-01-04 00:00:00,SCLP/USDT,2.8272,3.119,2.7131,2.8964,579998.43843565,1671723.271406774133
1641168000,2022-01-03 00:00:00,SCLP/USDT,3.1229,3.1891,2.7185,2.8269,684954.60547264,1989982.114391974762
1641081600,2022-01-02 00:00:00,SCLP/USDT,2.7773,3.31,2.54,3.13,1310963.48706134,3948746.702626113553
1640995200,2022-01-01 00:00:00,SCLP/USDT,2.1883,2.9991,2.1426,2.7713,1221167.49819061,3247635.42713492413
1640908800,2021-12-31 00:00:00,SCLP/USDT,2.1398,2.4082,2.0942,2.1822,519442.33148134,1151238.681604792974
1640822400,2021-12-30 00:00:00,SCLP/USDT,2.3078,2.32,2.0737,2.1419,681473.38725386,1517125.069574903192
1640736000,2021-12-29 00:00:00,SCLP/USDT,2.375,2.44,2.3,2.3012,582991.44391775,1369592.723710880687
1640649600,2021-12-28 00:00:00,SCLP/USDT,2.6029,2.6122,2.31,2.375,519437.11387054,1265676.235810915927
