https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume ETH
1660176000,2022-08-11 00:00:00,LINK/ETH,0.00499722,0.00499722,0.00499722,0.00499722,0.00000000,0.0
1660089600,2022-08-10 00:00:00,LINK/ETH,0.00501108,0.00530000,0.00490728,0.00499722,54.63852824,0.2730407460914928
1660003200,2022-08-09 00:00:00,LINK/ETH,0.00488912,0.00522365,0.00488912,0.00512023,2330.64871982,11.93345749468396
1659916800,2022-08-08 00:00:00,LINK/ETH,0.00491067,0.00491067,0.00480388,0.00480388,6.25480524,0.030047333796331198
1659830400,2022-08-07 00:00:00,LINK/ETH,0.00461155,0.00489367,0.00460584,0.00489367,6.83739187,0.0334599394724629
1659744000,2022-08-06 00:00:00,LINK/ETH,0.00458168,0.00458168,0.00458167,0.00458167,6.00007974,0.027490385342365805
1659657600,2022-08-05 00:00:00,LINK/ETH,0.00454152,0.00465613,0.00452626,0.00464939,197.20775581,0.9168957677854559
1659571200,2022-08-04 00:00:00,LINK/ETH,0.00443600,0.00443600,0.00443600,0.00443600,0.00000000,0.0
1659484800,2022-08-03 00:00:00,LINK/ETH,0.00443600,0.00443600,0.00443600,0.00443600,0.00000000,0.0
1659398400,2022-08-02 00:00:00,LINK/ETH,0.00445396,0.00445396,0.00443600,0.00443600,300.00000000,1.3308
1659312000,2022-08-01 00:00:00,LINK/ETH,0.00458838,0.00463565,0.00454195,0.00463565,9.05627900,0.04198173974635
1659225600,2022-07-31 00:00:00,LINK/ETH,0.00468013,0.00468013,0.00459208,0.00459208,1.12199300,0.00515228161544
1659139200,2022-07-30 00:00:00,LINK/ETH,0.00460694,0.00460694,0.00460694,0.00460694,0.00000000,0.0
1659052800,2022-07-29 00:00:00,LINK/ETH,0.00430870,0.00460694,0.00430870,0.00460694,184.77684788,0.8512558515722872
1658966400,2022-07-28 00:00:00,LINK/ETH,0.00421700,0.00421700,0.00409478,0.00414755,1442.57177559,5.983138567848305
1658880000,2022-07-27 00:00:00,LINK/ETH,0.00430000,0.00430301,0.00422722,0.00422722,2330.71137065,9.852429720239094
1658793600,2022-07-26 00:00:00,LINK/ETH,0.00446522,0.00446522,0.00446388,0.00446388,7.15139200,0.03192295572096
1658707200,2022-07-25 00:00:00,LINK/ETH,0.00443813,0.00443813,0.00443813,0.00443813,3.71245500,0.01647635790915
1658620800,2022-07-24 00:00:00,LINK/ETH,0.00442000,0.00442000,0.00438537,0.00439200,64.09431427,0.28150222827383997
1658534400,2022-07-23 00:00:00,LINK/ETH,0.00443000,0.00443000,0.00443000,0.00443000,8.13008500,0.03601627655
1658448000,2022-07-22 00:00:00,LINK/ETH,0.00446381,0.00446408,0.00441116,0.00443708,53.58387562,0.2377559428359896
1658361600,2022-07-21 00:00:00,LINK/ETH,0.00453205,0.00456467,0.00446018,0.00451946,87.31045700,0.39459611799322003
1658275200,2022-07-20 00:00:00,LINK/ETH,0.00472227,0.00478250,0.00450868,0.00450868,157.80641333,0.7114986196527044
1658188800,2022-07-19 00:00:00,LINK/ETH,0.00452603,0.00467333,0.00443486,0.00467333,622.91291736,2.911077624086009
1658102400,2022-07-18 00:00:00,LINK/ETH,0.00463856,0.00463856,0.00450000,0.00450000,89.98318658,0.40492433960999996
1658016000,2022-07-17 00:00:00,LINK/ETH,0.00480516,0.00481099,0.00476263,0.00476263,227.42085211,1.0831213728846494
1657929600,2022-07-16 00:00:00,LINK/ETH,0.00515180,0.00515180,0.00462232,0.00477799,563.52208186,2.692502871906261
1657843200,2022-07-15 00:00:00,LINK/ETH,0.00501163,0.00504383,0.00500000,0.00504383,1679.32723877,8.470241106725288
1657756800,2022-07-14 00:00:00,LINK/ETH,0.00559962,0.00559962,0.00525561,0.00525561,46.98682612,0.24694443322453322
1657670400,2022-07-13 00:00:00,LINK/ETH,0.00572497,0.00572497,0.00560361,0.00567374,268.93661297,1.5258764184724078
1657584000,2022-07-12 00:00:00,LINK/ETH,0.00576970,0.00586014,0.00576970,0.00581075,95.49127860,0.55487594712495
1657497600,2022-07-11 00:00:00,LINK/ETH,0.00548837,0.00556874,0.00548837,0.00556874,14.27699866,0.0795048935178884
1657411200,2022-07-10 00:00:00,LINK/ETH,0.00533154,0.00533154,0.00528382,0.00528382,5.72174498,0.0302326705602236
1657324800,2022-07-09 00:00:00,LINK/ETH,0.00526571,0.00533838,0.00526571,0.00533838,31.86753056,0.1701209877908928
1657238400,2022-07-08 00:00:00,LINK/ETH,0.00530000,0.00530476,0.00515540,0.00518221,2394.69562977,12.40981563955039
1657152000,2022-07-07 00:00:00,LINK/ETH,0.00534467,0.00548818,0.00534467,0.00534467,2934.07360290,15.681655163211543
1657065600,2022-07-06 00:00:00,LINK/ETH,0.00549387,0.00549387,0.00548599,0.00548599,14.58327300,0.08000368984527
1656979200,2022-07-05 00:00:00,LINK/ETH,0.00555000,0.00560687,0.00552000,0.00552000,823.79748722,4.5473621294544
1656892800,2022-07-04 00:00:00,LINK/ETH,0.00573823,0.00573931,0.00555000,0.00555000,1996.98609260,11.08327281393
1656806400,2022-07-03 00:00:00,LINK/ETH,0.00576927,0.00576927,0.00576794,0.00576794,58.87573964,0.3395917336991416
1656720000,2022-07-02 00:00:00,LINK/ETH,0.00567007,0.00567007,0.00567007,0.00567007,0.00000000,0.0
1656633600,2022-07-01 00:00:00,LINK/ETH,0.00580844,0.00580844,0.00567007,0.00567007,14.68346115,0.0832562525627805
1656547200,2022-06-30 00:00:00,LINK/ETH,0.00574658,0.00589731,0.00567070,0.00588126,202.49914729,1.1909501349907854
1656460800,2022-06-29 00:00:00,LINK/ETH,0.00567436,0.00571379,0.00567436,0.00571379,52.32976662,0.2990012972156898
1656374400,2022-06-28 00:00:00,LINK/ETH,0.00546712,0.00567961,0.00545425,0.00550994,291.73995475,1.6074696462752147
1656288000,2022-06-27 00:00:00,LINK/ETH,0.00561573,0.00562413,0.00544474,0.00544474,663.47744365,3.612462176538901
1656201600,2022-06-26 00:00:00,LINK/ETH,0.00560001,0.00560001,0.00560000,0.00560000,1002.65828632,5.614886403392
1656115200,2022-06-25 00:00:00,LINK/ETH,0.00599371,0.00599371,0.00569700,0.00569700,162.36805643,0.92501081748171
1656028800,2022-06-24 00:00:00,LINK/ETH,0.00590227,0.00600000,0.00590003,0.00597062,1884.84588377,11.253698530554837
1655942400,2022-06-23 00:00:00,LINK/ETH,0.00630311,0.00633801,0.00626317,0.00632998,4.80085763,0.030389332780747402
1655856000,2022-06-22 00:00:00,LINK/ETH,0.00605746,0.00626475,0.00605746,0.00622887,221.66988419,1.3807528915345653
1655769600,2022-06-21 00:00:00,LINK/ETH,0.00622542,0.00636726,0.00597000,0.00606341,152.34895520,0.923754178449232
1655683200,2022-06-20 00:00:00,LINK/ETH,0.00584888,0.00638946,0.00583173,0.00631170,124.08746543,0.783202855554531
1655596800,2022-06-19 00:00:00,LINK/ETH,0.00625639,0.00636793,0.00596677,0.00596677,185.60852586,1.1074833838456721
1655510400,2022-06-18 00:00:00,LINK/ETH,0.00572096,0.00610009,0.00568462,0.00597341,1409.34707722,8.41860792453672
1655424000,2022-06-17 00:00:00,LINK/ETH,0.00595395,0.00598235,0.00567320,0.00598235,174.57834300,1.04438875024605
