https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume EOS
1663545600000,2022-09-19 00:00:00,EOS/EUR,1.2705,1.2838,1.2694146,1.2838,8612.260782160965,6708.41313457
1663459200000,2022-09-18 00:00:00,EOS/EUR,1.4695,1.4695,1.2362,1.2722,108412.8492906861,85216.82855737
1663372800000,2022-09-17 00:00:00,EOS/EUR,1.423,1.4889,1.4152,1.4724,73046.00124391014,49610.16112735
1663286400000,2022-09-16 00:00:00,EOS/EUR,1.384,1.4534,1.3836,1.4177,325885.35887891153,229869.05472167
1663200000000,2022-09-15 00:00:00,EOS/EUR,1.4742,1.4848,1.3718,1.3817,187990.90277133617,136057.6845707
1663113600000,2022-09-14 00:00:00,EOS/EUR,1.469,1.50437812,1.4168,1.4779,306183.46749187395,207174.68535887
1663027200000,2022-09-13 00:00:00,EOS/EUR,1.6385,1.66570197,1.4774,1.4795,619820.7600151071,418939.34438331
1662940800000,2022-09-12 00:00:00,EOS/EUR,1.6996,1.7422,1.6138,1.6352,289837.0951155028,177248.71276633
1662854400000,2022-09-11 00:00:00,EOS/EUR,1.7419,1.8237,1.6531,1.7,223010.01993670498,131182.36466865
1662768000000,2022-09-10 00:00:00,EOS/EUR,1.63951722,1.8276,1.61288885,1.7522,368604.331072081,210366.58547659
1662681600000,2022-09-09 00:00:00,EOS/EUR,1.6032,1.7268,1.5669,1.63892619,673749.6322834545,411092.11408932
1662595200000,2022-09-08 00:00:00,EOS/EUR,1.6747,1.7292,1.5894,1.596,741652.8217989895,464694.75050062
1662508800000,2022-09-07 00:00:00,EOS/EUR,1.4173,1.7,1.3789,1.664,938144.45063872,563788.732355
1662422400000,2022-09-06 00:00:00,EOS/EUR,1.5819,1.5928,1.40387993,1.4094,384875.60116762354,273077.62251144
1662336000000,2022-09-05 00:00:00,EOS/EUR,1.5092,1.59994427,1.4355,1.5842,430210.70139172877,271563.37671489
1662249600000,2022-09-04 00:00:00,EOS/EUR,1.5241,1.5515,1.4742,1.5036,185007.7144337842,123043.17267477
1662163200000,2022-09-03 00:00:00,EOS/EUR,1.5584,1.6041,1.518426,1.5251,316638.9517785657,207618.48520003
1662076800000,2022-09-02 00:00:00,EOS/EUR,1.489,1.588,1.489,1.5549,404491.8689277187,260140.11764597
1661990400000,2022-09-01 00:00:00,EOS/EUR,1.3678,1.493,1.3398,1.4868,657486.0721434184,442215.54489065
1661904000000,2022-08-31 00:00:00,EOS/EUR,1.3906,1.4414,1.3576,1.3681,487884.27048842923,356614.48029269
1661817600000,2022-08-30 00:00:00,EOS/EUR,1.4944,1.5148,1.3503,1.39,486066.65174682415,349688.23866678
1661731200000,2022-08-29 00:00:00,EOS/EUR,1.432,1.5029,1.4146,1.489,490313.69548417826,329290.5946838
1661644800000,2022-08-28 00:00:00,EOS/EUR,1.5432,1.5717,1.4249,1.431,175286.63736576153,122492.40906063
1661558400000,2022-08-27 00:00:00,EOS/EUR,1.5522,1.5612,1.4792,1.5448,259498.9004029494,167982.19860367
1661472000000,2022-08-26 00:00:00,EOS/EUR,1.737,1.7751,1.529,1.5482,456535.5187381215,294881.48736476
1661385600000,2022-08-25 00:00:00,EOS/EUR,1.7766,1.7896,1.6686,1.7391,504761.8029991833,290243.11597906
1661299200000,2022-08-24 00:00:00,EOS/EUR,1.8021,1.8187,1.69056615,1.7804,682310.2287379332,383234.23317116
1661212800000,2022-08-23 00:00:00,EOS/EUR,1.843,1.9086,1.7246,1.8132,699189.2909368406,385610.68328747
1661126400000,2022-08-22 00:00:00,EOS/EUR,1.56429071,1.9415,1.4726,1.8518,845755.366075659,456720.68586006
1661040000000,2022-08-21 00:00:00,EOS/EUR,1.4056,1.581,1.3727,1.5643,315628.8236733485,201770.00810161
1660953600000,2022-08-20 00:00:00,EOS/EUR,1.2674,1.4187,1.2641,1.4067,218907.67276930978,155617.88069191
1660867200000,2022-08-19 00:00:00,EOS/EUR,1.4651,1.4734,1.24,1.2683,752104.7007815886,593002.20829582
1660780800000,2022-08-18 00:00:00,EOS/EUR,1.4483,1.5456,1.3916,1.4635,632496.4078081965,432180.66812996
1660694400000,2022-08-17 00:00:00,EOS/EUR,1.352,1.6292,1.352,1.4553,778652.3954458239,535045.96677374
1660608000000,2022-08-16 00:00:00,EOS/EUR,1.2528,1.357,1.2234,1.3552,396474.38252647204,292557.83834598
1660521600000,2022-08-15 00:00:00,EOS/EUR,1.2718,1.3207,1.2276,1.2545,388845.40195484733,309960.46389386
1660435200000,2022-08-14 00:00:00,EOS/EUR,1.3277,1.3439,1.261,1.2693,39003.4544608131,30728.31833358
1660348800000,2022-08-13 00:00:00,EOS/EUR,1.295,1.3545,1.2907,1.3173,57540.91496152285,43680.94964057
1660262400000,2022-08-12 00:00:00,EOS/EUR,1.2733,1.295,1.234,1.295,123903.31482198215,95678.23538377
1660176000000,2022-08-11 00:00:00,EOS/EUR,1.2425,1.2881,1.2425,1.2726,183365.78528986248,144087.52576604
1660089600000,2022-08-10 00:00:00,EOS/EUR,1.1484,1.2508,1.126,1.24,142842.6763516728,115195.70673522
1660003200000,2022-08-09 00:00:00,EOS/EUR,1.2282,1.2323,1.1293,1.1527,66111.85563790867,57353.91310654
1659916800000,2022-08-08 00:00:00,EOS/EUR,1.2202,1.2608,1.209,1.2271,89838.86223649999,73212.33985535
1659830400000,2022-08-07 00:00:00,EOS/EUR,1.2,1.2298,1.1805,1.2151,37540.24714022254,30894.77996891
1659744000000,2022-08-06 00:00:00,EOS/EUR,1.2463,1.2463,1.2011,1.202,17867.00784468646,14864.39920523
1659657600000,2022-08-05 00:00:00,EOS/EUR,1.1644,1.2415,1.1606,1.2368,921713.6495821874,745240.6610464
1659571200000,2022-08-04 00:00:00,EOS/EUR,1.1615,1.18650408,1.127,1.1598,113965.76123227397,98263.28783607
1659484800000,2022-08-03 00:00:00,EOS/EUR,1.1675,1.2138,1.1324,1.152,229126.9558733222,198894.92697337
1659398400000,2022-08-02 00:00:00,EOS/EUR,1.2225,1.2286,1.12536508,1.1662,261786.8211966322,224478.49528094
1659312000000,2022-08-01 00:00:00,EOS/EUR,1.3007,1.3323,1.2027,1.2192,108022.2110253577,88600.89486988
1659225600000,2022-07-31 00:00:00,EOS/EUR,1.2764,1.4109,1.262,1.303,61299.986282571655,47045.26959522
1659139200000,2022-07-30 00:00:00,EOS/EUR,1.2728,1.3501,1.2445,1.2764,35236.48380478393,27606.14525602
1659052800000,2022-07-29 00:00:00,EOS/EUR,1.2916,1.2973,1.2287,1.271,161308.8411001365,126914.90251781
1658966400000,2022-07-28 00:00:00,EOS/EUR,1.2287,1.3293,1.2112,1.2954,265307.4083402234,204807.32464121
1658880000000,2022-07-27 00:00:00,EOS/EUR,1.0987,1.2342,1.0758,1.2311,1177583.886146076,956529.84009916
1658793600000,2022-07-26 00:00:00,EOS/EUR,1.081,1.0988,1.0524,1.0977,99695.33982889164,90822.02772059
1658707200000,2022-07-25 00:00:00,EOS/EUR,1.1778,1.1803,1.0794,1.0794,242883.3185149726,225016.97101628
1658620800000,2022-07-24 00:00:00,EOS/EUR,1.1465,1.237,1.1414,1.1877,99872.34403674256,84088.86422223
1658534400000,2022-07-23 00:00:00,EOS/EUR,1.1406,1.1727,1.1053,1.143,71411.24538629776,62477.03008425
1658448000000,2022-07-22 00:00:00,EOS/EUR,1.0263,1.18101595,1.02,1.1546,484866.39133437746,419943.17628129
1658361600000,2022-07-21 00:00:00,EOS/EUR,1.0254,1.0333,0.98757,1.0261,306920.70716291165,299113.83604221
1658275200000,2022-07-20 00:00:00,EOS/EUR,1.0508,1.0797,1.0141,1.0208,86229.65363487834,84472.62307492
1658188800000,2022-07-19 00:00:00,EOS/EUR,1.0416,1.0685,1.0027,1.0503,87430.17265107254,83243.04736844
1658102400000,2022-07-18 00:00:00,EOS/EUR,0.97504,1.0516,0.97504,1.0427,170273.36458466775,163300.4359688
1658016000000,2022-07-17 00:00:00,EOS/EUR,1.0004,1.015,0.97038,0.97317,59492.85274527604,61133.05254506
1657929600000,2022-07-16 00:00:00,EOS/EUR,0.9667,1.0045,0.94578,1.0005,43677.76568471793,43655.937715860004
1657843200000,2022-07-15 00:00:00,EOS/EUR,0.97087,0.98288,0.95725,0.96678,134365.85191360273,138982.86260949
1657756800000,2022-07-14 00:00:00,EOS/EUR,0.94884,0.97505,0.91593,0.96978,194649.72588008002,200715.34356254
1657670400000,2022-07-13 00:00:00,EOS/EUR,0.90343,0.94944,0.88825,0.94844,118281.48956894547,124711.62073399
1657584000000,2022-07-12 00:00:00,EOS/EUR,0.92812,0.94462,0.91331,0.91331,1086150.3464100151,1189246.08994757
1657497600000,2022-07-11 00:00:00,EOS/EUR,0.98435,0.98746,0.92773753,0.92873938,886934.62581991,954987.6369191
1657411200000,2022-07-10 00:00:00,EOS/EUR,1.0191,1.0191,0.97711,0.98322263,51770.26869308419,52653.65860536
1657324800000,2022-07-09 00:00:00,EOS/EUR,1.0028,1.0279,0.99923,1.0192,16920.89223629896,16602.13131505
1657238400000,2022-07-08 00:00:00,EOS/EUR,1.0145,1.0499,0.98891,1.0022,1246761.281371608,1244024.42763082
1657152000000,2022-07-07 00:00:00,EOS/EUR,0.9812,1.0215,0.96971,1.0143,334137.8870257429,329427.07978482
1657065600000,2022-07-06 00:00:00,EOS/EUR,0.94959,0.98793,0.93707,0.98095,424488.4596419417,432732.00432432
1656979200000,2022-07-05 00:00:00,EOS/EUR,0.94091,0.97299,0.90642,0.94433,157510.32195696083,166795.84674527
1656892800000,2022-07-04 00:00:00,EOS/EUR,0.9048,0.94302,0.88169,0.94236,96284.45051809652,102173.7451909
1656806400000,2022-07-03 00:00:00,EOS/EUR,0.89549,0.90976,0.87751,0.904,27801.15366831056,30753.48857114
1656720000000,2022-07-02 00:00:00,EOS/EUR,0.87581,0.9039,0.86629,0.8967,25917.950285946517,28903.70278348
1656633600000,2022-07-01 00:00:00,EOS/EUR,0.88497,0.90996,0.85346,0.87394,103455.22330583549,118377.9473486
1656547200000,2022-06-30 00:00:00,EOS/EUR,0.89551,0.89669,0.83992,0.88226,129188.81736067863,146429.41690735
1656460800000,2022-06-29 00:00:00,EOS/EUR,0.89671,0.91271,0.87763,0.89321,126676.1701262232,141821.26277832
1656374400000,2022-06-28 00:00:00,EOS/EUR,0.9378,0.95295,0.89316,0.89316,109904.01281169351,123050.75553282
1656288000000,2022-06-27 00:00:00,EOS/EUR,0.93921,0.97047,0.9198,0.92881,108224.51621641782,116519.54244293
1656201600000,2022-06-26 00:00:00,EOS/EUR,0.95285,0.98334023,0.93673,0.93673,136948.18640471206,146198.1429064
1656115200000,2022-06-25 00:00:00,EOS/EUR,0.95142,0.97027,0.9196,0.95482,59220.4181466892,62022.59917753
1656028800000,2022-06-24 00:00:00,EOS/EUR,0.92608,0.96431,0.92564,0.95077,77461.75106802634,81472.64960824
1655942400000,2022-06-23 00:00:00,EOS/EUR,0.875,0.92615,0.875,0.92487,131320.48027738888,141988.04186252
1655856000000,2022-06-22 00:00:00,EOS/EUR,0.9064,0.9087,0.86619,0.87767922,89981.33690561281,102521.89507872
1655769600000,2022-06-21 00:00:00,EOS/EUR,0.9145,0.9494,0.8997,0.9199,100704.6070786817,109473.42871908
1655683200000,2022-06-20 00:00:00,EOS/EUR,0.92094,0.9353,0.87738,0.91687,159825.18318529121,174316.07881738
1655596800000,2022-06-19 00:00:00,EOS/EUR,0.84461,0.93055,0.82054,0.9186,39503.50186461512,43004.02989834
1655510400000,2022-06-18 00:00:00,EOS/EUR,0.8915,0.9019,0.77878,0.84515,29868.69773158978,35341.29767685
1655424000000,2022-06-17 00:00:00,EOS/EUR,0.86021,0.9178,0.86021,0.89189,103492.81145545768,116037.64080263
1655337600000,2022-06-16 00:00:00,EOS/EUR,0.97182,0.97182,0.8549,0.8641,135309.37345277055,156589.9472894
1655251200000,2022-06-15 00:00:00,EOS/EUR,0.89786,0.96473,0.81417,0.9641,122130.8903764983,126678.65405715
1655164800000,2022-06-14 00:00:00,EOS/EUR,0.875,0.92068,0.8227,0.9016,58405.396038620565,64779.72053973
1655078400000,2022-06-13 00:00:00,EOS/EUR,0.9839,0.99554,0.84849,0.88002,151998.00378469005,172721.07882172
1654992000000,2022-06-12 00:00:00,EOS/EUR,1.0599,1.0699,0.98918,0.98918,42923.857468924514,43393.37377315
1654905600000,2022-06-11 00:00:00,EOS/EUR,1.1258,1.1521,1.0517,1.0594,28408.176050372083,26815.34458219
1654819200000,2022-06-10 00:00:00,EOS/EUR,1.1685,1.1784,1.1085,1.1251,122706.51572214767,109062.76395178
1654732800000,2022-06-09 00:00:00,EOS/EUR,1.1708,1.19279574,1.1599,1.1672,96815.32808692403,82946.64846378
