https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UBX,Volume USDT
1656028800,2022-06-24 00:00:00,UBX/USDT,0.0000647,0.0000698,0.000063,0.0000637,1813174120.43006481,119436.354116523219099
1655942400,2022-06-23 00:00:00,UBX/USDT,0.0000624,0.0000678,0.000061,0.0000647,961810016.12501585,61620.353412867577035
1655856000,2022-06-22 00:00:00,UBX/USDT,0.000066,0.0000666,0.0000592,0.0000624,1351593624.62821146,84475.121166276113077
1655769600,2022-06-21 00:00:00,UBX/USDT,0.0000655,0.0000714,0.000064,0.0000661,1172803950.97041168,79740.780621251775792
1655683200,2022-06-20 00:00:00,UBX/USDT,0.0000679,0.0000736,0.0000626,0.0000657,1585572862.75237926,107048.114907552960305
1655596800,2022-06-19 00:00:00,UBX/USDT,0.0000608,0.0000699,0.00006,0.000068,1537294180.25306979,98878.685590423984917
1655510400,2022-06-18 00:00:00,UBX/USDT,0.0000713,0.0000749,0.0000543,0.0000611,2933276022.7678576,181638.111999845486479
1655424000,2022-06-17 00:00:00,UBX/USDT,0.0000705,0.0000741,0.0000675,0.0000711,1599287417.22659681,112553.717457048294718
1655337600,2022-06-16 00:00:00,UBX/USDT,0.0000838,0.0000855,0.0000685,0.0000704,1943404614.3062927,148684.438448090952568
1655251200,2022-06-15 00:00:00,UBX/USDT,0.000081,0.0000929,0.000067,0.0000839,2557710665.52212742,195974.559182721441271
1655164800,2022-06-14 00:00:00,UBX/USDT,0.0000647,0.000097,0.0000601,0.000081,4002287424.54299798,301974.91066267397712
1655078400,2022-06-13 00:00:00,UBX/USDT,0.0000777,0.0000812,0.0000623,0.0000648,3371343108.51506485,232907.999117387681804
1654992000,2022-06-12 00:00:00,UBX/USDT,0.0000858,0.0000887,0.000075,0.0000779,1777828842.13894562,143416.31806907415665
1654905600,2022-06-11 00:00:00,UBX/USDT,0.0000958,0.0000984,0.0000841,0.0000855,1608938775.15401009,145506.999974249300534
1654819200,2022-06-10 00:00:00,UBX/USDT,0.0001114,0.00012,0.0000921,0.0000959,1889917759.93081593,194195.524147266634442
1654732800,2022-06-09 00:00:00,UBX/USDT,0.0001101,0.000125,0.000109,0.0001116,1614913875.51102584,181519.775500005744173
1654646400,2022-06-08 00:00:00,UBX/USDT,0.0001115,0.000117,0.000108,0.00011,1364183731.29919937,151969.421315083044824
1654560000,2022-06-07 00:00:00,UBX/USDT,0.0001135,0.0001219,0.000108,0.0001116,2012263917.38676734,228730.275265867052874
1654473600,2022-06-06 00:00:00,UBX/USDT,0.00011,0.000123,0.0001096,0.0001136,1600062027.24775299,186067.779704763494099
1654387200,2022-06-05 00:00:00,UBX/USDT,0.0001085,0.0001156,0.000101,0.00011,1259825416.10268495,136915.98439636780728
1654300800,2022-06-04 00:00:00,UBX/USDT,0.0001073,0.00011,0.000105,0.0001085,894035752.82418182,95943.255805009406604
1654214400,2022-06-03 00:00:00,UBX/USDT,0.0001128,0.0001169,0.0001047,0.0001074,1371991576.67919653,149600.122088354842698
1654128000,2022-06-02 00:00:00,UBX/USDT,0.0001047,0.000115,0.0001017,0.0001127,1746843270.60682056,189548.653454266492187
1654041600,2022-06-01 00:00:00,UBX/USDT,0.0001096,0.0001187,0.0001001,0.0001046,2514611587.647214,274437.974011279304134
1653955200,2022-05-31 00:00:00,UBX/USDT,0.0001164,0.00012,0.0001079,0.0001095,3047629640.24276387,346257.791359803286994
1653868800,2022-05-30 00:00:00,UBX/USDT,0.00011,0.0001194,0.0000965,0.0001164,4137143170.63380378,435561.804947691347699
1653782400,2022-05-29 00:00:00,UBX/USDT,0.0000936,0.0001249,0.000091,0.0001101,3657832763.91486132,382874.461348435074646
1653696000,2022-05-28 00:00:00,UBX/USDT,0.0000918,0.0000952,0.0000887,0.000094,2499528963.99523275,228469.578211703766878
1653609600,2022-05-27 00:00:00,UBX/USDT,0.0001081,0.0001097,0.000091,0.000092,4951025673.55599298,488979.638158160351283
1653523200,2022-05-26 00:00:00,UBX/USDT,0.0001258,0.0001325,0.0001011,0.000108,3898912044.78420641,443843.970528611450872
1653436800,2022-05-25 00:00:00,UBX/USDT,0.0001229,0.000134,0.0001212,0.0001257,3615408778.08964857,452223.425378272647425
1653350400,2022-05-24 00:00:00,UBX/USDT,0.0001218,0.000128,0.000116,0.0001232,2534674971.16753713,307246.162829834327975
1653264000,2022-05-23 00:00:00,UBX/USDT,0.0001305,0.0001341,0.0001141,0.0001224,3787788727.50991713,477269.707132261318534
1653177600,2022-05-22 00:00:00,UBX/USDT,0.0001157,0.0001369,0.0001154,0.0001305,2960183491.18120893,376808.53621107627472
1653091200,2022-05-21 00:00:00,UBX/USDT,0.0001105,0.000124,0.0001087,0.0001159,1644080253.2182696,186155.151272362877406
1653004800,2022-05-20 00:00:00,UBX/USDT,0.0001279,0.000134,0.000105,0.0001105,3955970292.01973136,481879.385574578046194
1652918400,2022-05-19 00:00:00,UBX/USDT,0.0000994,0.0001425,0.0000992,0.0001275,5668775481.81632381,711046.73807446583273
1652832000,2022-05-18 00:00:00,UBX/USDT,0.0001332,0.000145,0.0000911,0.0000997,6050115616.31676596,652481.120283270316688
1652745600,2022-05-17 00:00:00,UBX/USDT,0.0000843,0.0001523,0.0000838,0.0001334,6693023858.33845395,751708.33807958584306
1652659200,2022-05-16 00:00:00,UBX/USDT,0.0001007,0.0001049,0.0000803,0.0000843,3724417902.16054303,333506.854368843180636
1652572800,2022-05-15 00:00:00,UBX/USDT,0.0000646,0.000115,0.0000627,0.0001002,8341739691.20475209,743023.131448759711564
1652486400,2022-05-14 00:00:00,UBX/USDT,0.0000695,0.0000718,0.000052,0.0000646,2661109625.28960743,162828.025579894085889
1652400000,2022-05-13 00:00:00,UBX/USDT,0.0000468,0.0000845,0.0000461,0.0000693,4076342101.01613436,273150.29639795196289
1652313600,2022-05-12 00:00:00,UBX/USDT,0.0000751,0.0000755,0.0000458,0.0000467,5932629064.59556555,372371.846457563837656
1652227200,2022-05-11 00:00:00,UBX/USDT,0.0001089,0.0001127,0.0000701,0.0000749,6049753045.4668333,510338.579474147274145
1652140800,2022-05-10 00:00:00,UBX/USDT,0.000107,0.0001179,0.0001052,0.0001088,4754370803.22532936,530194.199274040735369
1652054400,2022-05-09 00:00:00,UBX/USDT,0.0001224,0.0001248,0.000105,0.000107,7591360488.42037384,882771.822024505935406
1651968000,2022-05-08 00:00:00,UBX/USDT,0.0001215,0.0001312,0.0001151,0.0001225,7527186340.64852181,935077.826340501098194
1651881600,2022-05-07 00:00:00,UBX/USDT,0.0001309,0.0001327,0.0001176,0.0001214,3922717099.76569505,488257.961135756827404
1651795200,2022-05-06 00:00:00,UBX/USDT,0.0001268,0.0001394,0.0001203,0.0001309,5254583212.82332609,672308.482731270179394
1651708800,2022-05-05 00:00:00,UBX/USDT,0.0001491,0.0001533,0.0001224,0.0001268,3392532116.36301276,462772.760464504038718
1651622400,2022-05-04 00:00:00,UBX/USDT,0.0001154,0.0001673,0.0001145,0.0001492,5818454809.14426425,821366.066738030107011
1651536000,2022-05-03 00:00:00,UBX/USDT,0.0001197,0.0001245,0.0001075,0.0001157,3043739491.98196685,352578.937996015717379
1651449600,2022-05-02 00:00:00,UBX/USDT,0.00013,0.0001342,0.0001129,0.0001198,2987941728.38593154,362969.223252053200121
1651363200,2022-05-01 00:00:00,UBX/USDT,0.0001281,0.0001383,0.0001192,0.0001298,2954494701.73228905,371703.190259210263449
1651276800,2022-04-30 00:00:00,UBX/USDT,0.0001456,0.0001495,0.0001271,0.0001278,2521012477.19471289,354256.859313332228107
1651190400,2022-04-29 00:00:00,UBX/USDT,0.0001642,0.000177,0.0001388,0.0001455,3599409329.55414921,550805.320468048337689
1651104000,2022-04-28 00:00:00,UBX/USDT,0.0001559,0.0001722,0.0001458,0.0001639,4286980584.33598134,677436.275394695035654
1651017600,2022-04-27 00:00:00,UBX/USDT,0.0001559,0.0001597,0.0001502,0.0001559,3497394766.17062497,543765.153232177965171
1650931200,2022-04-26 00:00:00,UBX/USDT,0.0001791,0.0001851,0.0001444,0.0001557,3682025614.30485062,622840.472012510331646
1650844800,2022-04-25 00:00:00,UBX/USDT,0.0001805,0.0001825,0.000174,0.0001791,2431412740.70258158,433443.031601655766428
1650758400,2022-04-24 00:00:00,UBX/USDT,0.0001883,0.0001933,0.0001802,0.0001805,2254299150.78676089,422999.115879192614283
1650672000,2022-04-23 00:00:00,UBX/USDT,0.0001957,0.000198,0.0001844,0.0001881,2215499929.48893464,418771.57280304546458
1650585600,2022-04-22 00:00:00,UBX/USDT,0.0001901,0.0002191,0.0001891,0.0001957,3979863487.21076542,782754.589583890323598
1650499200,2022-04-21 00:00:00,UBX/USDT,0.0001987,0.0001996,0.000189,0.0001903,3934171548.72279152,764655.43000130995011
1650412800,2022-04-20 00:00:00,UBX/USDT,0.0001934,0.000207,0.0001893,0.0001988,4041189088.88621356,791923.290182186243716
1650326400,2022-04-19 00:00:00,UBX/USDT,0.0001846,0.0001952,0.000183,0.0001932,3324424504.98680028,629292.772685670697218
1650240000,2022-04-18 00:00:00,UBX/USDT,0.0001902,0.000192,0.0001801,0.0001844,2544076233.86895012,468962.115408917138772
1650153600,2022-04-17 00:00:00,UBX/USDT,0.000192,0.0001981,0.0001866,0.0001905,2010915960.08316363,384577.424886247104024
1650067200,2022-04-16 00:00:00,UBX/USDT,0.0001969,0.0002002,0.0001896,0.000192,2198523234.62199707,426172.228864600935412
1649980800,2022-04-15 00:00:00,UBX/USDT,0.0001957,0.0001996,0.0001934,0.0001969,1884987887.69846917,369220.971787010375147
1649894400,2022-04-14 00:00:00,UBX/USDT,0.0002039,0.00021,0.0001936,0.0001959,2317261197.78754152,464016.504096271155211
1649808000,2022-04-13 00:00:00,UBX/USDT,0.0001989,0.000206,0.0001938,0.0002038,1401645172.39060846,280015.012681282540679
1649721600,2022-04-12 00:00:00,UBX/USDT,0.0001933,0.0002011,0.0001874,0.0001989,2446601457.85355993,475583.588586503794259
1649635200,2022-04-11 00:00:00,UBX/USDT,0.0002145,0.0002207,0.0001915,0.0001933,2259976842.73196187,454353.03995341711141
1649548800,2022-04-10 00:00:00,UBX/USDT,0.0002272,0.0002272,0.0002075,0.0002141,2981790954.1458459,644731.075430793022163
1649462400,2022-04-09 00:00:00,UBX/USDT,0.0002056,0.0002278,0.0002022,0.0002267,3214531353.93445596,681111.356146923671284
1649376000,2022-04-08 00:00:00,UBX/USDT,0.0002325,0.0002385,0.0002042,0.0002059,3994479195.6213171,906538.702233187434934
1649289600,2022-04-07 00:00:00,UBX/USDT,0.0002306,0.0002385,0.0002224,0.0002326,2877658852.67857286,657127.374578843750167
1649203200,2022-04-06 00:00:00,UBX/USDT,0.0002509,0.000255,0.000227,0.0002305,3440849765.16339664,834319.413657919465551
1649116800,2022-04-05 00:00:00,UBX/USDT,0.0002696,0.0002739,0.0002489,0.0002506,2174248964.56030892,569106.471566719354888
1649030400,2022-04-04 00:00:00,UBX/USDT,0.0002795,0.0002809,0.0002661,0.0002697,3727361612.01193539,1010744.864034250093857
1648944000,2022-04-03 00:00:00,UBX/USDT,0.0002612,0.000287,0.0002571,0.0002795,3272213829.93880894,884555.003864957739392
1648857600,2022-04-02 00:00:00,UBX/USDT,0.0002792,0.0002816,0.0002569,0.0002612,2221185129.10743759,600882.32656324547513
1648771200,2022-04-01 00:00:00,UBX/USDT,0.0002531,0.0002871,0.000242,0.0002789,4104979290.02262507,1050275.627547356581822
1648684800,2022-03-31 00:00:00,UBX/USDT,0.0002509,0.0002685,0.0002385,0.0002532,3103569682.36240378,782142.902816511629841
1648598400,2022-03-30 00:00:00,UBX/USDT,0.0002512,0.0002568,0.00024,0.0002504,1256930346.28748573,312123.965920277752017
1648512000,2022-03-29 00:00:00,UBX/USDT,0.0002616,0.000292,0.000251,0.0002515,1405824303.65297851,383063.577365468187432
1648425600,2022-03-28 00:00:00,UBX/USDT,0.0002707,0.00032,0.0002613,0.0002616,2935395041.44056002,848426.276574798354643
1648339200,2022-03-27 00:00:00,UBX/USDT,0.0002561,0.000319,0.0002368,0.0002709,5922899775.3262794,1574738.376753778468996
1648252800,2022-03-26 00:00:00,UBX/USDT,0.0002027,0.0002595,0.000201,0.0002561,2524978163.30536343,561064.35592430835932
1648166400,2022-03-25 00:00:00,UBX/USDT,0.0002109,0.0002179,0.0002001,0.0002024,1400956619.29025251,291117.230192246146516
1648080000,2022-03-24 00:00:00,UBX/USDT,0.0002087,0.0002179,0.0002,0.0002109,2256385395.20668809,468108.562536013758864
1647993600,2022-03-23 00:00:00,UBX/USDT,0.0001985,0.0002096,0.000189,0.0002089,1780497349.63855006,356183.337602856974371
1647907200,2022-03-22 00:00:00,UBX/USDT,0.0001867,0.0002049,0.0001843,0.0001988,1862022135.37567059,364774.644735090855319
1647820800,2022-03-21 00:00:00,UBX/USDT,0.0001859,0.0001902,0.0001802,0.0001864,1964062081.78475797,365703.022488328069749
1647734400,2022-03-20 00:00:00,UBX/USDT,0.0001935,0.0001976,0.0001802,0.0001858,1963426353.654434,366734.928001990495793
1647648000,2022-03-19 00:00:00,UBX/USDT,0.000185,0.0002069,0.0001835,0.0001937,1785836131.04490596,346218.653568654289154
1647561600,2022-03-18 00:00:00,UBX/USDT,0.0001829,0.0001875,0.0001769,0.0001848,1287149977.33468465,234295.052169439414904
1647475200,2022-03-17 00:00:00,UBX/USDT,0.0001838,0.0001857,0.0001758,0.0001827,1095444194.4010861,197261.76054103817063
1647388800,2022-03-16 00:00:00,UBX/USDT,0.0001807,0.0001869,0.0001735,0.0001838,1837415110.08404336,333084.474009349372147
1647302400,2022-03-15 00:00:00,UBX/USDT,0.0001839,0.0001846,0.0001726,0.0001806,1661058797.32008595,297101.019348934107175
1647216000,2022-03-14 00:00:00,UBX/USDT,0.0001769,0.000188,0.000175,0.0001835,1582539210.78577303,287340.902693052300962
1647129600,2022-03-13 00:00:00,UBX/USDT,0.0001839,0.000195,0.000175,0.0001769,2924396323.22236181,540222.463514485948618
1647043200,2022-03-12 00:00:00,UBX/USDT,0.0001849,0.0001878,0.0001802,0.0001842,979525727.6297832,180940.183012053617481
1646956800,2022-03-11 00:00:00,UBX/USDT,0.0001947,0.0001962,0.0001832,0.0001849,1364719456.2637799,260452.357597457629503
1646870400,2022-03-10 00:00:00,UBX/USDT,0.0002041,0.000205,0.0001875,0.0001947,1591246688.26196336,308565.490231694193801
1646784000,2022-03-09 00:00:00,UBX/USDT,0.0001999,0.0002284,0.0001979,0.0002046,2174454359.73923958,450109.662756368149552
1646697600,2022-03-08 00:00:00,UBX/USDT,0.0001921,0.0002066,0.0001911,0.0002,3171134348.90078483,630296.511909962846229
1646611200,2022-03-07 00:00:00,UBX/USDT,0.000194,0.0002023,0.000189,0.0001919,3722303905.16161645,728828.668847346859885
1646524800,2022-03-06 00:00:00,UBX/USDT,0.0002048,0.000208,0.000193,0.000194,1825117080.12201997,364394.102104360043102
1646438400,2022-03-05 00:00:00,UBX/USDT,0.0001938,0.00021,0.0001929,0.0002048,2328563361.3762246,460496.383943295215172
1646352000,2022-03-04 00:00:00,UBX/USDT,0.000204,0.0002113,0.0001898,0.0001938,1055281228.34417868,208927.709688252171937
1646265600,2022-03-03 00:00:00,UBX/USDT,0.000226,0.000226,0.0002,0.000204,771170805.05702283,163417.53012664955994
1646179200,2022-03-02 00:00:00,UBX/USDT,0.000248,0.000249,0.000223,0.000226,821026079.86916303,193618.79163105173014
1646092800,2022-03-01 00:00:00,UBX/USDT,0.000239,0.000251,0.000232,0.000247,999973126.00474684,240888.58958586126106
1646006400,2022-02-28 00:00:00,UBX/USDT,0.000199,0.000251,0.000198,0.000239,1011939733.93368211,225473.73019333385318
1645920000,2022-02-27 00:00:00,UBX/USDT,0.00022,0.000223,0.000192,0.000199,910290803.2699595,191929.16430942281864
1645833600,2022-02-26 00:00:00,UBX/USDT,0.000224,0.000247,0.000215,0.00022,907087143.35126092,204466.68576738365805
1645747200,2022-02-25 00:00:00,UBX/USDT,0.000204,0.000226,0.000204,0.000223,1264704560.02975934,272809.89210001593935
1645660800,2022-02-24 00:00:00,UBX/USDT,0.000222,0.000226,0.000182,0.000205,1766415812.43474926,350075.49595876703817
1645574400,2022-02-23 00:00:00,UBX/USDT,0.000222,0.000245,0.000214,0.000223,1044220453.11988048,239131.16382986310626
1645488000,2022-02-22 00:00:00,UBX/USDT,0.000224,0.000229,0.00021,0.000221,923241496.91139414,202494.79536084305938
