https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume PAX
1663545600,2022-09-19 00:00:00,BTC/PAX,20077,20077,20077,20077,0.00000000,0.0
1663459200,2022-09-18 00:00:00,BTC/PAX,20077,20077,20077,20077,0.00000000,0.0
1663372800,2022-09-17 00:00:00,BTC/PAX,20077,20077,20077,20077,0.00000000,0.0
1663286400,2022-09-16 00:00:00,BTC/PAX,20077,20077,20077,20077,0.00000000,0.0
1663200000,2022-09-15 00:00:00,BTC/PAX,20077,20077,20077,20077,0.00437053,87.74713081
1663113600,2022-09-14 00:00:00,BTC/PAX,19761,19761,19761,19761,0.00062914,12.43243554
1663027200,2022-09-13 00:00:00,BTC/PAX,22350,22350,22350,22350,0.00050000,11.175
1662940800,2022-09-12 00:00:00,BTC/PAX,21065,21065,21065,21065,0.00000000,0.0
1662854400,2022-09-11 00:00:00,BTC/PAX,21065,21065,21065,21065,0.00000000,0.0
1662768000,2022-09-10 00:00:00,BTC/PAX,21065,21065,21065,21065,0.00000000,0.0
1662681600,2022-09-09 00:00:00,BTC/PAX,20897,21065,20897,21065,0.00518000,109.1167
1662595200,2022-09-08 00:00:00,BTC/PAX,19976,19976,19976,19976,0.00000000,0.0
1662508800,2022-09-07 00:00:00,BTC/PAX,19976,19976,19976,19976,0.00000000,0.0
1662422400,2022-09-06 00:00:00,BTC/PAX,19976,19976,19976,19976,0.00907463,181.27480888
1662336000,2022-09-05 00:00:00,BTC/PAX,20999,20999,20999,20999,0.00175882,36.933461179999995
1662249600,2022-09-04 00:00:00,BTC/PAX,20182,20182,20182,20182,0.00000000,0.0
1662163200,2022-09-03 00:00:00,BTC/PAX,20182,20182,20182,20182,0.00000000,0.0
1662076800,2022-09-02 00:00:00,BTC/PAX,20182,20182,20182,20182,0.00900259,181.69027137999998
1661990400,2022-09-01 00:00:00,BTC/PAX,19935,19935,19935,19935,0.00000000,0.0
1661904000,2022-08-31 00:00:00,BTC/PAX,19935,19935,19935,19935,0.00000000,0.0
1661817600,2022-08-30 00:00:00,BTC/PAX,19935,19935,19935,19935,0.00000000,0.0
1661731200,2022-08-29 00:00:00,BTC/PAX,20098,20099,19935,19935,0.24845916,4953.0333546
1661644800,2022-08-28 00:00:00,BTC/PAX,20695,20695,20695,20695,0.00000000,0.0
1661558400,2022-08-27 00:00:00,BTC/PAX,20695,20695,20695,20695,0.00000000,0.0
1661472000,2022-08-26 00:00:00,BTC/PAX,21431,21431,20694,20695,0.41457380,8579.604791
1661385600,2022-08-25 00:00:00,BTC/PAX,21549,21549,21549,21549,0.00000000,0.0
1661299200,2022-08-24 00:00:00,BTC/PAX,21549,21549,21549,21549,0.00000000,0.0
1661212800,2022-08-23 00:00:00,BTC/PAX,21549,21549,21549,21549,0.47405234,10215.35387466
1661126400,2022-08-22 00:00:00,BTC/PAX,21113,21113,21113,21113,0.00000000,0.0
1661040000,2022-08-21 00:00:00,BTC/PAX,21113,21113,21113,21113,0.00000000,0.0
1660953600,2022-08-20 00:00:00,BTC/PAX,21394,24062,21113,21113,0.22596016,4770.69685808
1660867200,2022-08-19 00:00:00,BTC/PAX,24062,24062,24062,24062,0.00000000,0.0
1660780800,2022-08-18 00:00:00,BTC/PAX,24062,24062,24062,24062,0.00000000,0.0
1660694400,2022-08-17 00:00:00,BTC/PAX,23856,24062,23855,24062,0.05512553,1326.43050286
1660608000,2022-08-16 00:00:00,BTC/PAX,23719,23719,23719,23719,0.00419274,99.44760006000001
1660521600,2022-08-15 00:00:00,BTC/PAX,24493,24493,24493,24493,0.01038357,254.32478001
1660435200,2022-08-14 00:00:00,BTC/PAX,24674,24756,24674,24755,0.22938276,5678.3702238
1660348800,2022-08-13 00:00:00,BTC/PAX,26458,26714,24674,24674,0.41600074,10264.40225876
1660262400,2022-08-12 00:00:00,BTC/PAX,25699,25699,25699,25699,0.00614809,157.99976491
1660176000,2022-08-11 00:00:00,BTC/PAX,24313,24313,14445,14445,0.01163395,168.05240775000001
1660089600,2022-08-10 00:00:00,BTC/PAX,23898,24112,23898,24112,0.21330000,5143.089599999999
1660003200,2022-08-09 00:00:00,BTC/PAX,23258,23258,23258,23258,0.00030000,6.977399999999999
1659916800,2022-08-08 00:00:00,BTC/PAX,23196,23196,23196,23196,0.00000000,0.0
1659830400,2022-08-07 00:00:00,BTC/PAX,23196,23196,23196,23196,0.00000000,0.0
1659744000,2022-08-06 00:00:00,BTC/PAX,23196,23196,23196,23196,0.00000000,0.0
1659657600,2022-08-05 00:00:00,BTC/PAX,23181,23196,23181,23196,0.22000000,5103.12
1659571200,2022-08-04 00:00:00,BTC/PAX,23001,23001,23001,23001,0.00043739,10.06040739
1659484800,2022-08-03 00:00:00,BTC/PAX,22884,24492.4,14400,20000,0.01029936,205.9872
1659398400,2022-08-02 00:00:00,BTC/PAX,22819.57,22819.57,22819.57,22819.57,0.00045446,10.3705817822
1659312000,2022-08-01 00:00:00,BTC/PAX,23306.64,23306.64,23306.64,23306.64,0.00126306,29.4376847184
1659225600,2022-07-31 00:00:00,BTC/PAX,24024.9,24024.9,24024.9,24024.9,0.00050822,12.209934678
1659139200,2022-07-30 00:00:00,BTC/PAX,23894.17,23894.17,23894.17,23894.17,0.00000000,0.0
1659052800,2022-07-29 00:00:00,BTC/PAX,23419.58,23894.17,23419.58,23894.17,0.31254805,7468.0762398685
1658966400,2022-07-28 00:00:00,BTC/PAX,23183.24,23183.24,22819.57,22819.57,0.08498573,1939.3378147361
1658880000,2022-07-27 00:00:00,BTC/PAX,22805.08,22805.09,22805.08,22805.09,0.01426059,325.2140384031
1658793600,2022-07-26 00:00:00,BTC/PAX,21250.48,21250.48,20962.7,21026.71,0.09969997,2096.3623561986997
1658707200,2022-07-25 00:00:00,BTC/PAX,21771.32,21771.32,21771.32,21771.32,0.00366258,79.7392012056
1658620800,2022-07-24 00:00:00,BTC/PAX,22911.17,22911.17,22911.17,22911.17,0.00000000,0.0
1658534400,2022-07-23 00:00:00,BTC/PAX,22911.17,22911.17,22911.17,22911.17,0.00000000,0.0
1658448000,2022-07-22 00:00:00,BTC/PAX,22911.17,22911.17,22911.17,22911.17,0.00000000,0.0
1658361600,2022-07-21 00:00:00,BTC/PAX,22911.17,22911.17,22911.17,22911.17,0.00505024,115.70690718079999
1658275200,2022-07-20 00:00:00,BTC/PAX,23020.60,23266.23,23020.60,23266.23,0.25371682,5903.0338889886
1658188800,2022-07-19 00:00:00,BTC/PAX,22520.87,22977.24,22520.87,22977.24,0.01298737,298.41391745880003
1658102400,2022-07-18 00:00:00,BTC/PAX,20876.06,20876.06,20876.06,20876.06,0.00000000,0.0
1658016000,2022-07-17 00:00:00,BTC/PAX,20876.06,20876.06,20876.06,20876.06,0.00000000,0.0
1657929600,2022-07-16 00:00:00,BTC/PAX,20876.06,20876.06,20876.06,20876.06,0.00000000,0.0
1657843200,2022-07-15 00:00:00,BTC/PAX,20876.06,20876.06,20876.06,20876.06,0.00359996,75.15298095760001
1657756800,2022-07-14 00:00:00,BTC/PAX,20165.49,20165.49,19819.56,19819.56,0.36912511,7315.8972651516
1657670400,2022-07-13 00:00:00,BTC/PAX,19706.48,19706.48,19706.48,19706.48,0.00507681,100.0460547288
1657584000,2022-07-12 00:00:00,BTC/PAX,21242.62,21242.62,21242.62,21242.62,0.00000000,0.0
1657497600,2022-07-11 00:00:00,BTC/PAX,21242.62,21242.62,21242.62,21242.62,0.00000000,0.0
1657411200,2022-07-10 00:00:00,BTC/PAX,21242.62,21242.62,21242.62,21242.62,0.00384147,81.6028874514
1657324800,2022-07-09 00:00:00,BTC/PAX,21570.89,21743.48,21570.89,21619.09,0.30118764,6511.402696047599
1657238400,2022-07-08 00:00:00,BTC/PAX,22235.10,22235.10,21877.41,21965.53,0.01017246,223.44347530379997
1657152000,2022-07-07 00:00:00,BTC/PAX,20851.53,20851.53,20851.53,20851.53,0.01490000,310.687797
1657065600,2022-07-06 00:00:00,BTC/PAX,19964.97,19964.97,19964.97,19964.97,0.00000000,0.0
1656979200,2022-07-05 00:00:00,BTC/PAX,19964.97,19964.97,19964.97,19964.97,0.00075588,15.091121523600002
1656892800,2022-07-04 00:00:00,BTC/PAX,20034.54,20034.54,19909.44,19909.44,0.00308113,61.343572867199995
1656806400,2022-07-03 00:00:00,BTC/PAX,19210.28,19210.28,19210.28,19210.28,0.00000000,0.0
1656720000,2022-07-02 00:00:00,BTC/PAX,19210.28,19210.28,19210.28,19210.28,0.00080000,15.368224
1656633600,2022-07-01 00:00:00,BTC/PAX,18924.26,18924.26,18924.26,18924.26,0.00000000,0.0
1656547200,2022-06-30 00:00:00,BTC/PAX,19767.38,19767.38,18924.26,18924.26,0.01713745,324.31355953699995
1656460800,2022-06-29 00:00:00,BTC/PAX,20062.94,20062.94,20062.94,20062.94,0.00000000,0.0
1656374400,2022-06-28 00:00:00,BTC/PAX,20826.60,20826.60,20062.94,20062.94,0.11496158,2306.4672818451995
1656288000,2022-06-27 00:00:00,BTC/PAX,20543.21,20543.21,20543.21,20543.21,0.00876576,180.07684848959997
1656201600,2022-06-26 00:00:00,BTC/PAX,21063.85,21063.85,21063.85,21063.85,0.00000000,0.0
1656115200,2022-06-25 00:00:00,BTC/PAX,21063.85,21063.85,21063.85,21063.85,0.00000000,0.0
1656028800,2022-06-24 00:00:00,BTC/PAX,21063.85,21063.85,21063.85,21063.85,0.00000000,0.0
1655942400,2022-06-23 00:00:00,BTC/PAX,21028.66,21063.85,21028.66,21063.85,0.00246555,51.9339753675
1655856000,2022-06-22 00:00:00,BTC/PAX,20512.73,20743.94,20237.17,20237.17,0.00791312,160.13915467039996
1655769600,2022-06-21 00:00:00,BTC/PAX,21354.78,21368.82,20994.27,20994.27,0.10539209,2212.6299933243
1655683200,2022-06-20 00:00:00,BTC/PAX,20551.26,20551.26,20551.26,20551.26,0.09376573,1927.0038963197999
