https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume HAI
1658275200000,2022-07-20 00:00:00,HAI/BTC,8.9e-07,8.9e-07,8.6e-07,8.8e-07,0.82849448,941471
1658188800000,2022-07-19 00:00:00,HAI/BTC,8.9e-07,8.9e-07,8.5e-07,8.8e-07,0.45374380032768163,515617.95491782
1658102400000,2022-07-18 00:00:00,HAI/BTC,8.8e-07,8.8e-07,8.8e-07,8.8e-07,2.2887404619200002e-05,26.00841434
1657929600000,2022-07-16 00:00:00,HAI/BTC,8.9e-07,8.9e-07,8.8e-07,8.9e-07,0.2073186899628543,232942.34827287
1657843200000,2022-07-15 00:00:00,HAI/BTC,8.8e-07,8.9e-07,8.7e-07,8.9e-07,0.32400693169190903,364052.7322381
1657756800000,2022-07-14 00:00:00,HAI/BTC,8.8e-07,9e-07,8.6e-07,8.8e-07,0.6873562413008104,781086.63784183
1657670400000,2022-07-13 00:00:00,HAI/BTC,8.8e-07,8.9e-07,8.6e-07,8.8e-07,0.6299269856343465,715826.12003903
1657584000000,2022-07-12 00:00:00,HAI/BTC,9e-07,9e-07,8.7e-07,8.7e-07,0.6701043561622351,770234.8921405
1657497600000,2022-07-11 00:00:00,HAI/BTC,8.9e-07,9e-07,8.6e-07,8.9e-07,0.8313667067802786,934119.89525874
1657411200000,2022-07-10 00:00:00,HAI/BTC,9.5e-07,9.8e-07,8.5e-07,8.9e-07,0.6202030022183903,696857.30586336
1657324800000,2022-07-09 00:00:00,HAI/BTC,8.4e-07,1.45e-06,8e-07,9.4e-07,0.8218194052514243,874275.96303343
1657238400000,2022-07-08 00:00:00,HAI/BTC,8.1e-07,8.5e-07,8e-07,8.3e-07,0.775493585755941,934329.6213927
1657152000000,2022-07-07 00:00:00,HAI/BTC,8.1e-07,8.2e-07,7.9e-07,8.1e-07,0.77287608,954168
1657065600000,2022-07-06 00:00:00,HAI/BTC,8.7e-07,8.7e-07,8e-07,8e-07,0.69796446536588,872455.58170735
1656979200000,2022-07-05 00:00:00,HAI/BTC,9e-07,9e-07,7.5e-07,8.5e-07,0.813792511641795,957402.9548727
1656892800000,2022-07-04 00:00:00,HAI/BTC,8.4e-07,9.6e-07,8.4e-07,8.7e-07,0.7760487544078774,892010.06253779
1656806400000,2022-07-03 00:00:00,HAI/BTC,7.6e-07,9.8e-07,7.4e-07,8.6e-07,0.6986108016987377,812338.14151016
1656720000000,2022-07-02 00:00:00,HAI/BTC,7.4e-07,7.6e-07,6.8e-07,7.5e-07,0.39998707296503255,533316.09728671
1656633600000,2022-07-01 00:00:00,HAI/BTC,7.7e-07,7.7e-07,7.3e-07,7.4e-07,0.45970340570648716,621220.81852228
1656547200000,2022-06-30 00:00:00,HAI/BTC,7.6e-07,7.7e-07,7.5e-07,7.5e-07,0.72046875,960625
1656460800000,2022-06-29 00:00:00,HAI/BTC,7.8e-07,7.8e-07,7.5e-07,7.7e-07,0.7140952408979081,927396.41675053
1656374400000,2022-06-28 00:00:00,HAI/BTC,7.1e-07,7.4e-07,7.1e-07,7.3e-07,0.02133371703284,29224.269908
1656288000000,2022-06-27 00:00:00,HAI/BTC,7.3e-07,7.8e-07,7.2e-07,7.3e-07,0.6921437923292972,948142.18127301
1656201600000,2022-06-26 00:00:00,HAI/BTC,7.3e-07,7.4e-07,7.1e-07,7.3e-07,0.65154252,892524
1656115200000,2022-06-25 00:00:00,HAI/BTC,6.8e-07,8.1e-07,6.6e-07,7.3e-07,0.6576962484984648,900953.76506639
1656028800000,2022-06-24 00:00:00,HAI/BTC,6.7e-07,7e-07,6.7e-07,6.9e-07,0.3415005292246773,494928.30322417
1655942400000,2022-06-23 00:00:00,HAI/BTC,6.5e-07,6.7e-07,6.2e-07,6.6e-07,0.30796301218594563,466610.62452416
1655856000000,2022-06-22 00:00:00,HAI/BTC,6e-07,6.6e-07,5.8e-07,6.3e-07,0.5656983744542823,897933.92770521
1655769600000,2022-06-21 00:00:00,HAI/BTC,6.4e-07,6.5e-07,5.7e-07,6.1e-07,0.5883968759641864,964585.04256424
1655683200000,2022-06-20 00:00:00,HAI/BTC,6.8e-07,6.9e-07,6.4e-07,6.5e-07,0.6256883336806115,962597.43643171
1655596800000,2022-06-19 00:00:00,HAI/BTC,6.3e-07,7.1e-07,5.7e-07,6.8e-07,0.6184366019654828,909465.59112571
1655510400000,2022-06-18 00:00:00,HAI/BTC,6.4e-07,6.4e-07,6.1e-07,6.2e-07,0.5759740921991924,928990.47128902
1655424000000,2022-06-17 00:00:00,HAI/BTC,6.3e-07,6.5e-07,6e-07,6.3e-07,0.55605438,882626
1655337600000,2022-06-16 00:00:00,HAI/BTC,6.5e-07,7e-07,5.3e-07,6.3e-07,0.5411327332955229,858940.84650083
1655251200000,2022-06-15 00:00:00,HAI/BTC,6.5e-07,6.7e-07,4.2e-07,6.5e-07,0.6082681351473416,935797.13099591
1655164800000,2022-06-14 00:00:00,HAI/BTC,5.6e-07,7.2e-07,5.3e-07,6.5e-07,0.592728041586512,911889.29474848
1655078400000,2022-06-13 00:00:00,HAI/BTC,6.4e-07,6.5e-07,5.2e-07,5.7e-07,0.5274741069000001,925393.17
1654992000000,2022-06-12 00:00:00,HAI/BTC,7e-07,7e-07,6.3e-07,6.4e-07,0.601744026331008,940225.0411422
1654905600000,2022-06-11 00:00:00,HAI/BTC,6.8e-07,7.2e-07,6.7e-07,6.8e-07,0.5186904560428256,762780.08241592
1654819200000,2022-06-10 00:00:00,HAI/BTC,6.9e-07,7.1e-07,6.5e-07,6.7e-07,0.409877605211261,611757.6197183
1654732800000,2022-06-09 00:00:00,HAI/BTC,6.6e-07,7e-07,6.5e-07,6.9e-07,0.64309863,932027
1654646400000,2022-06-08 00:00:00,HAI/BTC,7e-07,7e-07,5e-07,6.6e-07,0.5902425692054695,894306.92303859
1654560000000,2022-06-07 00:00:00,HAI/BTC,6.9e-07,7e-07,6.9e-07,6.9e-07,0.65181402,944658
1654473600000,2022-06-06 00:00:00,HAI/BTC,7e-07,7e-07,6.9e-07,6.9e-07,0.28627755,414895
1654387200000,2022-06-05 00:00:00,HAI/BTC,7e-07,7e-07,6.9e-07,6.9e-07,0.5663844299999999,820847
1654300800000,2022-06-04 00:00:00,HAI/BTC,7e-07,7.4e-07,6.9e-07,6.9e-07,0.4324757283493991,626776.41789768
1654214400000,2022-06-03 00:00:00,HAI/BTC,6.9e-07,7.2e-07,6.9e-07,7e-07,0.110649096316486,158070.13759498
1654128000000,2022-06-02 00:00:00,HAI/BTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,4.16499999996e-05,60.36231884
1654041600000,2022-06-01 00:00:00,HAI/BTC,6.8e-07,6.8e-07,6.6e-07,6.8e-07,0.49946951999999994,734514
1653955200000,2022-05-31 00:00:00,HAI/BTC,6.7e-07,7e-07,6.3e-07,6.7e-07,0.5082244363023655,758543.93477965
1653868800000,2022-05-30 00:00:00,HAI/BTC,6.6e-07,7.3e-07,6.6e-07,6.8e-07,0.5978586491211384,879203.89576638
1653782400000,2022-05-29 00:00:00,HAI/BTC,5.5e-07,7.5e-07,4.9e-07,6.9e-07,0.44701610766633115,647849.43140048
1653696000000,2022-05-28 00:00:00,HAI/BTC,7.2e-07,7.4e-07,4e-07,5e-07,0.35376228910901,707524.57821802
1653609600000,2022-05-27 00:00:00,HAI/BTC,7.7e-07,7.8e-07,7.2e-07,7.3e-07,0.2472057405227603,338638.00071611
1653523200000,2022-05-26 00:00:00,HAI/BTC,7.6e-07,7.9e-07,7.5e-07,7.8e-07,0.6409002584400001,821666.998
1653436800000,2022-05-25 00:00:00,HAI/BTC,7.4e-07,7.8e-07,7.4e-07,7.5e-07,0.29752434095482505,396699.1212731
1653350400000,2022-05-24 00:00:00,HAI/BTC,8.4e-07,8.5e-07,7.9e-07,7.9e-07,0.00018216781504259999,230.59217094
1653264000000,2022-05-23 00:00:00,HAI/BTC,8e-07,8.4e-07,8e-07,8.4e-07,0.0006835299999948,813.72619047
1653177600000,2022-05-22 00:00:00,HAI/BTC,8.9e-07,8.9e-07,8.9e-07,8.9e-07,8.9e-05,100
1653091200000,2022-05-21 00:00:00,HAI/BTC,8.6e-07,8.6e-07,7.3e-07,7.3e-07,0.0023302795733795,3192.16379915
1653004800000,2022-05-20 00:00:00,HAI/BTC,8.6e-07,8.7e-07,8.6e-07,8.7e-07,0.0010465439507397001,1202.92408131
1652918400000,2022-05-19 00:00:00,HAI/BTC,8.5e-07,8.6e-07,7.9e-07,8.6e-07,0.0005053843966118,587.65627513
1652745600000,2022-05-17 00:00:00,HAI/BTC,7.4e-07,8.7e-07,7.4e-07,8.5e-07,0.000829051687916,975.35492696
1652659200000,2022-05-16 00:00:00,HAI/BTC,8.3e-07,8.9e-07,7.3e-07,8.9e-07,0.0028761174305896,3231.59261864
1652572800000,2022-05-15 00:00:00,HAI/BTC,7.7e-07,9.5e-07,7.4e-07,9.5e-07,0.005218372976016,5493.02418528
1652486400000,2022-05-14 00:00:00,HAI/BTC,7.6e-07,9.5e-07,6.5e-07,9.5e-07,0.006170091295964,6494.83294312
1652400000000,2022-05-13 00:00:00,HAI/BTC,7.6e-07,8.2e-07,6.2e-07,8e-07,0.001412558229768,1765.69778721
1652313600000,2022-05-12 00:00:00,HAI/BTC,7.5e-07,7.5e-07,6.2e-07,6.2e-07,0.0019155764595332001,3089.63945086
1652227200000,2022-05-11 00:00:00,HAI/BTC,9.8e-07,9.8e-07,7.8e-07,8.8e-07,0.008265789328755201,9392.94241904
1652140800000,2022-05-10 00:00:00,HAI/BTC,9.8e-07,1.02e-06,9.8e-07,9.8e-07,0.0013498867318369999,1377.43544065
1652054400000,2022-05-09 00:00:00,HAI/BTC,9.9e-07,1.75e-06,7.6e-07,8.7e-07,0.1053868577567046,121134.31926058
1651968000000,2022-05-08 00:00:00,HAI/BTC,9.8e-07,9.9e-07,5e-07,9.9e-07,0.0134387852170968,13574.53052232
1651881600000,2022-05-07 00:00:00,HAI/BTC,9.5e-07,1.07e-06,9.5e-07,1.07e-06,0.0012074734613387,1128.47987041
1651795200000,2022-05-06 00:00:00,HAI/BTC,9.6e-07,9.7e-07,9.5e-07,9.5e-07,0.0008131849591535,855.98416753
1651708800000,2022-05-05 00:00:00,HAI/BTC,9.6e-07,9.6e-07,9.6e-07,9.6e-07,8.498786997119998e-05,88.52903122
1651622400000,2022-05-04 00:00:00,HAI/BTC,1.11e-06,1.11e-06,1e-06,1.04e-06,0.0029266977242984,2814.13242721
1651536000000,2022-05-03 00:00:00,HAI/BTC,1.15e-06,1.15e-06,1.11e-06,1.11e-06,0.0002980730401884,268.53427044
1651276800000,2022-04-30 00:00:00,HAI/BTC,1.22e-06,1.22e-06,1.2e-06,1.2e-06,0.0017480741804879998,1456.72848374
1650931200000,2022-04-26 00:00:00,HAI/BTC,1.21e-06,1.21e-06,1.21e-06,1.21e-06,0.00010147568201210001,83.86420001
1650412800000,2022-04-20 00:00:00,HAI/BTC,1.2e-06,1.3e-06,1.2e-06,1.3e-06,0.000187620315753,144.32331981
1650326400000,2022-04-19 00:00:00,HAI/BTC,1.25e-06,1.25e-06,1.2e-06,1.2e-06,0.000794088851376,661.74070948
1650240000000,2022-04-18 00:00:00,HAI/BTC,1.26e-06,1.26e-06,1.25e-06,1.25e-06,0.00018125986852500001,145.00789482
1650153600000,2022-04-17 00:00:00,HAI/BTC,1.3e-06,1.3e-06,1.26e-06,1.26e-06,3.56127590826e-05,28.26409451
1650067200000,2022-04-16 00:00:00,HAI/BTC,1.27e-06,1.3e-06,1.25e-06,1.3e-06,8.308778817300001e-05,63.91368321
1649808000000,2022-04-13 00:00:00,HAI/BTC,1.27e-06,1.35e-06,1.26e-06,1.35e-06,0.0003068597828205,227.30354283
1649721600000,2022-04-12 00:00:00,HAI/BTC,1.25e-06,1.37e-06,1.25e-06,1.25e-06,0.00021493504955,171.94803964
1649635200000,2022-04-11 00:00:00,HAI/BTC,1.36e-06,1.36e-06,1.25e-06,1.25e-06,0.0047196215473125,3775.69723785
1649376000000,2022-04-08 00:00:00,HAI/BTC,1.38e-06,1.38e-06,1.25e-06,1.26e-06,0.0061377813714168,4871.25505668
1649289600000,2022-04-07 00:00:00,HAI/BTC,1.44e-06,1.44e-06,1.38e-06,1.38e-06,0.00027185999999999996,197
1649203200000,2022-04-06 00:00:00,HAI/BTC,1.56e-06,1.56e-06,1.44e-06,1.44e-06,0.0036465705507888,2532.34066027
1649116800000,2022-04-05 00:00:00,HAI/BTC,1.63e-06,1.65e-06,1.43e-06,1.5e-06,0.012711879963135001,8474.58664209
