https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume HAI
1663545600000,2022-09-19 00:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.04499274,57683.0
1663459200000,2022-09-18 00:00:00,HAI/BTC,8.1e-07,8.5e-07,7.7e-07,7.8e-07,0.2842852668811428,364468.29087326
1663372800000,2022-09-17 00:00:00,HAI/BTC,7.8e-07,8.1e-07,7.7e-07,8e-07,0.738794764455352,923493.45556919
1663286400000,2022-09-16 00:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.74453076,942444.0
1663200000000,2022-09-15 00:00:00,HAI/BTC,7.8e-07,7.9e-07,7.7e-07,7.9e-07,0.6997450754,885753.26
1663113600000,2022-09-14 00:00:00,HAI/BTC,8e-07,8e-07,7.7e-07,7.8e-07,0.5074712657037191,650604.18679964
1663027200000,2022-09-13 00:00:00,HAI/BTC,7.7e-07,8.1e-07,7.7e-07,7.8e-07,0.45634289823559326,585054.99773794
1662940800000,2022-09-12 00:00:00,HAI/BTC,7.8e-07,7.8e-07,7.5e-07,7.8e-07,0.3543494305804752,454294.14176984
1662854400000,2022-09-11 00:00:00,HAI/BTC,7.8e-07,8.1e-07,7.7e-07,7.8e-07,0.2997246254397564,384262.34030738
1662768000000,2022-09-10 00:00:00,HAI/BTC,8.1e-07,8.1e-07,7.7e-07,7.8e-07,0.7181584077851665,920715.90741688
1662681600000,2022-09-09 00:00:00,HAI/BTC,8.1e-07,8.4e-07,7.9e-07,7.9e-07,0.3481862039172895,440742.03027505
1662595200000,2022-09-08 00:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.1482302047839246,183000.25281966
1662508800000,2022-09-07 00:00:00,HAI/BTC,8.1e-07,8.1e-07,8e-07,8.1e-07,0.15639804,193084
1662336000000,2022-09-05 00:00:00,HAI/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0002999999999946,365.85365853
1662163200000,2022-09-03 00:00:00,HAI/BTC,8.3e-07,8.3e-07,8e-07,8.1e-07,0.3223812944124081,398001.59804001
1662076800000,2022-09-02 00:00:00,HAI/BTC,8.2e-07,8.3e-07,8.2e-07,8.2e-07,0.70330908,857694
1661990400000,2022-09-01 00:00:00,HAI/BTC,8.4e-07,8.6e-07,8.1e-07,8.3e-07,0.7548604398430435,909470.40944945
1661904000000,2022-08-31 00:00:00,HAI/BTC,8.8e-07,8.8e-07,8.1e-07,8.5e-07,0.7493992079836855,881646.12703963
1661817600000,2022-08-30 00:00:00,HAI/BTC,8.2e-07,9e-07,8.2e-07,8.7e-07,0.6797341889117546,781303.66541581
1661731200000,2022-08-29 00:00:00,HAI/BTC,8.3e-07,8.5e-07,8.1e-07,8.2e-07,0.7097647329729108,865566.74752794
1661644800000,2022-08-28 00:00:00,HAI/BTC,8.2e-07,8.9e-07,8.1e-07,8.3e-07,0.7348630523029854,885377.17144938
1661558400000,2022-08-27 00:00:00,HAI/BTC,8.3e-07,8.8e-07,7.7e-07,8.2e-07,0.6201062789094022,756227.16940171
1661472000000,2022-08-26 00:00:00,HAI/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.2768031068780079,333497.71913013
1661385600000,2022-08-25 00:00:00,HAI/BTC,8.6e-07,8.6e-07,8.3e-07,8.4e-07,0.76229538,907494.5
1661299200000,2022-08-24 00:00:00,HAI/BTC,8.7e-07,8.7e-07,8.5e-07,8.6e-07,0.75658586,879751
1661212800000,2022-08-23 00:00:00,HAI/BTC,8.7e-07,8.8e-07,8.5e-07,8.7e-07,0.7831479,900170
1661040000000,2022-08-21 00:00:00,HAI/BTC,8.7e-07,8.8e-07,8.5e-07,8.6e-07,0.7062169917248522,821182.54851727
1660953600000,2022-08-20 00:00:00,HAI/BTC,8.7e-07,8.9e-07,8.4e-07,8.7e-07,0.7612352711202753,874983.07025319
1660867200000,2022-08-19 00:00:00,HAI/BTC,8.7e-07,9e-07,8.2e-07,8.5e-07,0.7444558303846045,875830.38868777
1660780800000,2022-08-18 00:00:00,HAI/BTC,8.6e-07,9e-07,8.3e-07,8.7e-07,0.7649129629276329,879210.30221567
1660694400000,2022-08-17 00:00:00,HAI/BTC,8.7e-07,9.1e-07,8.5e-07,8.7e-07,0.4890567001680888,562134.13812424
1660608000000,2022-08-16 00:00:00,HAI/BTC,8.2e-07,8.8e-07,8.1e-07,8.7e-07,0.6928902174067083,796425.53724909
1660521600000,2022-08-15 00:00:00,HAI/BTC,8.2e-07,8.3e-07,8e-07,8.2e-07,0.7069227903614443,862100.96385542
1660435200000,2022-08-14 00:00:00,HAI/BTC,8.4e-07,8.4e-07,7.9e-07,8.2e-07,0.7057380959100572,860656.21452446
1660348800000,2022-08-13 00:00:00,HAI/BTC,8.5e-07,8.9e-07,8.3e-07,8.4e-07,0.738121877167038,878716.52043695
1660262400000,2022-08-12 00:00:00,HAI/BTC,8.5e-07,8.6e-07,8.4e-07,8.4e-07,0.6942264,826460
1660176000000,2022-08-11 00:00:00,HAI/BTC,8.4e-07,8.7e-07,8.3e-07,8.6e-07,0.701561221626203,815768.86235605
1660089600000,2022-08-10 00:00:00,HAI/BTC,8.4e-07,8.7e-07,8.2e-07,8.4e-07,0.3834603714160128,456500.44216192
1660003200000,2022-08-09 00:00:00,HAI/BTC,8.4e-07,8.5e-07,8.2e-07,8.4e-07,0.03563552012496,42423.238244
1659916800000,2022-08-08 00:00:00,HAI/BTC,8.5e-07,8.6e-07,8.2e-07,8.4e-07,0.75997742724666,904735.0324365
1659830400000,2022-08-07 00:00:00,HAI/BTC,8.5e-07,8.9e-07,8.4e-07,8.5e-07,0.6983223251437111,821555.67663966
1659744000000,2022-08-06 00:00:00,HAI/BTC,8.6e-07,8.9e-07,8.4e-07,8.5e-07,0.7887058560349596,927889.24239407
1659657600000,2022-08-05 00:00:00,HAI/BTC,8.5e-07,8.6e-07,8.5e-07,8.6e-07,0.76141218,885363
1659571200000,2022-08-04 00:00:00,HAI/BTC,8.5e-07,8.8e-07,8.4e-07,8.5e-07,0.768786944072578,904455.22832068
1659484800000,2022-08-03 00:00:00,HAI/BTC,8.3e-07,9.1e-07,8.2e-07,8.4e-07,0.7453243245777672,887290.86259258
1659398400000,2022-08-02 00:00:00,HAI/BTC,7.9e-07,8.5e-07,7.9e-07,8.3e-07,0.7523542896880868,906450.95143143
1659312000000,2022-08-01 00:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,8e-07,0.33612178017199995,420152.225215
1659225600000,2022-07-31 00:00:00,HAI/BTC,8.2e-07,8.3e-07,7.3e-07,8e-07,0.7174416409922559,896802.05124032
1659139200000,2022-07-30 00:00:00,HAI/BTC,8.2e-07,8.3e-07,8.1e-07,8.2e-07,0.146699715019791,178902.09148755
1659052800000,2022-07-29 00:00:00,HAI/BTC,8.1e-07,8.4e-07,8e-07,8.2e-07,0.6068377853657342,740046.07971431
1658966400000,2022-07-28 00:00:00,HAI/BTC,8.7e-07,8.7e-07,8e-07,8.1e-07,0.5544634423170627,684522.76829267
1658880000000,2022-07-27 00:00:00,HAI/BTC,8.3e-07,1.04e-06,8.3e-07,8.7e-07,0.3628771695816528,417100.19492144
1658793600000,2022-07-26 00:00:00,HAI/BTC,8.2e-07,8.5e-07,8.1e-07,8.2e-07,0.49250814218425093,600619.68559055
1658707200000,2022-07-25 00:00:00,HAI/BTC,8.3e-07,8.4e-07,7.8e-07,8.1e-07,0.6291756577153917,776760.07125357
1658620800000,2022-07-24 00:00:00,HAI/BTC,8.4e-07,8.6e-07,8.1e-07,8.4e-07,0.74781700206549,890258.33579225
1658534400000,2022-07-23 00:00:00,HAI/BTC,8.3e-07,8.8e-07,8.2e-07,8.5e-07,0.7509981625000001,883527.25
1658448000000,2022-07-22 00:00:00,HAI/BTC,7.9e-07,8.9e-07,7.9e-07,8.5e-07,0.7229386931985305,850516.10964533
1658361600000,2022-07-21 00:00:00,HAI/BTC,8.7e-07,8.9e-07,5.1e-07,7.9e-07,0.7121166855514075,901413.52601444
