https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLOW,Volume USDT
1643068800,2022-01-25 00:00:00,FLOW/USDT,4.858,5.047,4.53,4.915,696570.63593314,3335241.80428400789
1642982400,2022-01-24 00:00:00,FLOW/USDT,5.218,5.225,4.305,4.851,771602.33841222,3579997.8674461046
1642896000,2022-01-23 00:00:00,FLOW/USDT,5.071,5.329,4.895,5.216,390921.16164883,1997409.6121073655
1642809600,2022-01-22 00:00:00,FLOW/USDT,5.817,5.895,4.501,5.065,610905.68519903,3122605.7005415931
1642723200,2022-01-21 00:00:00,FLOW/USDT,6.613,6.714,5.579,5.817,613756.58110898,3814956.58955959925
1642636800,2022-01-20 00:00:00,FLOW/USDT,7.18,7.582,6.54,6.61,331990.44946063,2340997.51280779726
1642550400,2022-01-19 00:00:00,FLOW/USDT,6.976,7.593,6.895,7.171,281629.94170818,2041863.37333541014
1642464000,2022-01-18 00:00:00,FLOW/USDT,7.342,7.39,6.742,6.978,139716.30471826,980961.57700743123
1642377600,2022-01-17 00:00:00,FLOW/USDT,7.625,7.626,7.25,7.342,68395.56576973,506255.16651122841
1642291200,2022-01-16 00:00:00,FLOW/USDT,7.718,7.8,7.416,7.615,103916.67417617,796542.82508538419
1642204800,2022-01-15 00:00:00,FLOW/USDT,7.728,7.789,7.605,7.712,68662.45059282,529327.78891571919
1642118400,2022-01-14 00:00:00,FLOW/USDT,7.717,7.872,7.544,7.711,64404.91228138,498869.15131364578
1642032000,2022-01-13 00:00:00,FLOW/USDT,7.934,8.127,7.707,7.716,54944.37774204,434207.17346874367
1641945600,2022-01-12 00:00:00,FLOW/USDT,7.641,7.956,7.593,7.929,72204.97332043,562397.80095193377
1641859200,2022-01-11 00:00:00,FLOW/USDT,7.485,7.658,7.304,7.633,100405.19520256,752593.26205994309
1641772800,2022-01-10 00:00:00,FLOW/USDT,7.814,7.929,7.178,7.481,123600.07024533,937511.39221919279
1641686400,2022-01-09 00:00:00,FLOW/USDT,7.701,7.92,7.662,7.794,94723.79253674,737978.09649261676
1641600000,2022-01-08 00:00:00,FLOW/USDT,7.983,8.058,7.557,7.712,112014.30526818,874480.93316508498
1641513600,2022-01-07 00:00:00,FLOW/USDT,8.318,8.339,7.828,7.975,84070.52002998,673707.71531270867
1641427200,2022-01-06 00:00:00,FLOW/USDT,8.424,8.461,8.085,8.315,100149.69972663,826151.13306416491
1641340800,2022-01-05 00:00:00,FLOW/USDT,8.93,9.282,8.293,8.431,121877.71589186,1087682.64634967816
1641254400,2022-01-04 00:00:00,FLOW/USDT,8.944,9.248,8.729,8.934,49032.89683987,439720.32670821339
1641168000,2022-01-03 00:00:00,FLOW/USDT,9.254,9.258,8.857,8.947,55773.56091148,504062.41333690644
1641081600,2022-01-02 00:00:00,FLOW/USDT,9.169,9.451,8.996,9.26,49977.58560254,461611.08927304099
1640995200,2022-01-01 00:00:00,FLOW/USDT,8.825,9.178,8.783,9.155,49583.75751256,445210.90684014829
1640908800,2021-12-31 00:00:00,FLOW/USDT,8.736,8.911,8.676,8.814,53984.32333803,474803.71808706917
1640822400,2021-12-30 00:00:00,FLOW/USDT,8.595,8.834,8.501,8.738,56660.41567487,489184.94138852537
1640736000,2021-12-29 00:00:00,FLOW/USDT,8.724,8.835,8.477,8.583,42033.18979723,365209.73037707504
1640649600,2021-12-28 00:00:00,FLOW/USDT,9.423,9.423,8.699,8.724,55492.47950157,499899.54274127267
