https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VELO,Volume USDT
1663459200,2022-09-18 00:00:00,VELO/USDT,0.005928,0.006115,0.005881,0.00589,1072442.01603602,6367.91219538395617
1663372800,2022-09-17 00:00:00,VELO/USDT,0.006419,0.006589,0.005841,0.005915,25000647.57623385,151976.26183946833747
1663286400,2022-09-16 00:00:00,VELO/USDT,0.006221,0.006955,0.005631,0.006426,22094385.76680815,133950.46690235572608
1663200000,2022-09-15 00:00:00,VELO/USDT,0.006507,0.006779,0.006019,0.006205,14318718.10454742,90761.16953021341033
1663113600,2022-09-14 00:00:00,VELO/USDT,0.006824,0.007013,0.006349,0.006511,19351935.16379971,127466.53704809207183
1663027200,2022-09-13 00:00:00,VELO/USDT,0.008136,0.008349,0.006538,0.006798,36072113.71705837,269510.6418876374503
1662940800,2022-09-12 00:00:00,VELO/USDT,0.00798,0.0092,0.00791,0.008146,38576206.64460869,322088.81330362560256
1662854400,2022-09-11 00:00:00,VELO/USDT,0.008054,0.00895,0.007801,0.008009,45459317.16974788,374348.40236984258396
1662768000,2022-09-10 00:00:00,VELO/USDT,0.008117,0.008265,0.007801,0.008021,19675092.18233047,158459.97040597479007
1662681600,2022-09-09 00:00:00,VELO/USDT,0.007824,0.008998,0.007766,0.00812,35878008.09109617,292309.9961628720012
1662595200,2022-09-08 00:00:00,VELO/USDT,0.008197,0.009475,0.007718,0.007801,26979172.70736732,230423.54870529225916
1662508800,2022-09-07 00:00:00,VELO/USDT,0.008577,0.008793,0.008028,0.008247,16448991.82459468,139151.98504773275566
1662422400,2022-09-06 00:00:00,VELO/USDT,0.010006,0.010503,0.008361,0.008554,15911714.32195325,151298.98930335390635
1662336000,2022-09-05 00:00:00,VELO/USDT,0.011221,0.011649,0.010002,0.010006,12405684.68477964,132882.50904064504848
1662249600,2022-09-04 00:00:00,VELO/USDT,0.011992,0.012,0.01075,0.011142,11118260.27721777,126085.44408800530412
1662163200,2022-09-03 00:00:00,VELO/USDT,0.013338,0.013338,0.01155,0.011839,9900490.59862732,122205.02165731348348
1662076800,2022-09-02 00:00:00,VELO/USDT,0.013646,0.013903,0.012958,0.013318,3655330.89790604,48708.27290010341379
1661990400,2022-09-01 00:00:00,VELO/USDT,0.013812,0.013954,0.01325,0.013572,3578664.52654927,48519.09550134774662
1661904000,2022-08-31 00:00:00,VELO/USDT,0.013925,0.014443,0.013529,0.01374,3638462.11902637,50598.74708868124848
1661817600,2022-08-30 00:00:00,VELO/USDT,0.014195,0.014758,0.013511,0.013861,6273747.14585191,87944.3626740058839
1661731200,2022-08-29 00:00:00,VELO/USDT,0.014613,0.01468,0.01328,0.014139,8595878.49905243,120590.61543386765793
1661644800,2022-08-28 00:00:00,VELO/USDT,0.015016,0.015494,0.014352,0.014536,5902159.9456596,88404.55807254551672
1661558400,2022-08-27 00:00:00,VELO/USDT,0.015751,0.01589,0.014703,0.01496,6371939.59735985,96324.73530213283481
1661472000,2022-08-26 00:00:00,VELO/USDT,0.01707,0.01707,0.015546,0.015829,3868666.14520313,63147.57810102083333
1661385600,2022-08-25 00:00:00,VELO/USDT,0.017142,0.017274,0.016622,0.017092,2733042.70559017,46393.78363697882702
1661299200,2022-08-24 00:00:00,VELO/USDT,0.017215,0.017479,0.016693,0.017116,3477903.80541255,59195.09868814362122
1661212800,2022-08-23 00:00:00,VELO/USDT,0.017594,0.017884,0.01685,0.017213,4867256.3096105,84278.3763494385922
1661126400,2022-08-22 00:00:00,VELO/USDT,0.01802,0.018037,0.01711,0.017626,2526944.00624813,44104.93938454386195
1661040000,2022-08-21 00:00:00,VELO/USDT,0.01801,0.018655,0.01765,0.018118,1895888.01377296,33920.55725700729254
1660953600,2022-08-20 00:00:00,VELO/USDT,0.0175,0.018726,0.017473,0.017792,2212497.3977979,39868.24729346720766
1660867200,2022-08-19 00:00:00,VELO/USDT,0.018998,0.019252,0.017213,0.017485,3606815.21129488,64590.78007959744986
1660780800,2022-08-18 00:00:00,VELO/USDT,0.019355,0.019441,0.018523,0.018969,3432549.50177003,65422.75534853350885
1660694400,2022-08-17 00:00:00,VELO/USDT,0.018801,0.019431,0.018418,0.019318,3258667.60437534,61792.43303470485311
1660608000,2022-08-16 00:00:00,VELO/USDT,0.019521,0.019532,0.018394,0.018764,3218406.46091349,61393.96429222162707
1660521600,2022-08-15 00:00:00,VELO/USDT,0.020348,0.0214,0.019233,0.019486,2026650.36756908,40915.6040112390739
1660435200,2022-08-14 00:00:00,VELO/USDT,0.020995,0.0218,0.02028,0.020418,4224377.01360786,88543.891785395934
1660348800,2022-08-13 00:00:00,VELO/USDT,0.021538,0.022198,0.0209,0.020963,3537896.23594386,75907.64758977230729
1660262400,2022-08-12 00:00:00,VELO/USDT,0.021063,0.023314,0.020587,0.021854,7176713.43284834,157346.6831211702
1660176000,2022-08-11 00:00:00,VELO/USDT,0.020879,0.021991,0.020372,0.021009,4562988.45963492,96347.20992719387152
1660089600,2022-08-10 00:00:00,VELO/USDT,0.020424,0.021719,0.01987,0.020863,3503721.47004451,71972.86483048501362
1660003200,2022-08-09 00:00:00,VELO/USDT,0.02117,0.021254,0.02,0.020234,2883397.64238615,59180.97946533494594
1659916800,2022-08-08 00:00:00,VELO/USDT,0.021696,0.022181,0.020412,0.020984,2978099.73589997,63797.78184510087222
1659830400,2022-08-07 00:00:00,VELO/USDT,0.01959,0.023769,0.019363,0.021729,12625029.82531567,276054.44341091160699
1659744000,2022-08-06 00:00:00,VELO/USDT,0.019668,0.020479,0.019334,0.019565,1843106.39366517,36472.21487516312584
1659657600,2022-08-05 00:00:00,VELO/USDT,0.019172,0.020342,0.018998,0.019621,4845236.21812004,96437.15004352535423
1659571200,2022-08-04 00:00:00,VELO/USDT,0.019484,0.019986,0.019001,0.019073,1623752.34230844,31608.50496767166985
1659484800,2022-08-03 00:00:00,VELO/USDT,0.020017,0.02019,0.019228,0.019525,1505536.22869533,29700.43019775560769
1659398400,2022-08-02 00:00:00,VELO/USDT,0.0202,0.020455,0.018703,0.020115,2858326.87686027,55212.68187751339765
1659312000,2022-08-01 00:00:00,VELO/USDT,0.020112,0.020642,0.019838,0.020235,3045293.31557628,61273.13737825207075
1659225600,2022-07-31 00:00:00,VELO/USDT,0.019988,0.020983,0.019825,0.020196,1912291.37400903,39115.25563293268569
1659139200,2022-07-30 00:00:00,VELO/USDT,0.020428,0.021353,0.019963,0.019995,4651621.15213167,95960.81909655879
1659052800,2022-07-29 00:00:00,VELO/USDT,0.020175,0.02115,0.019964,0.020364,3176809.53852537,64616.60769673900978
1658966400,2022-07-28 00:00:00,VELO/USDT,0.018829,0.021152,0.018829,0.020212,5640141.6857055,112390.10590908146331
1658880000,2022-07-27 00:00:00,VELO/USDT,0.018168,0.019542,0.017999,0.018883,2398621.11928895,44504.76839141531847
1658793600,2022-07-26 00:00:00,VELO/USDT,0.019209,0.019235,0.017649,0.018208,3894225.79688187,71399.1113650220469
1658707200,2022-07-25 00:00:00,VELO/USDT,0.020135,0.020135,0.018917,0.019031,1077744.60669478,21027.92184184898323
1658620800,2022-07-24 00:00:00,VELO/USDT,0.020033,0.0204,0.018917,0.020103,2377690.63552656,47145.12192373981369
1658534400,2022-07-23 00:00:00,VELO/USDT,0.020167,0.020424,0.019599,0.020212,1453419.3268434,29021.53223476720934
1658448000,2022-07-22 00:00:00,VELO/USDT,0.020151,0.020993,0.019748,0.020266,3074106.94962264,62385.69914616111402
1658361600,2022-07-21 00:00:00,VELO/USDT,0.020352,0.021133,0.019803,0.020157,2772766.358997,55740.91715725124054
1658275200,2022-07-20 00:00:00,VELO/USDT,0.02122,0.022066,0.020001,0.020448,4182509.48799331,87498.97671082765039
1658188800,2022-07-19 00:00:00,VELO/USDT,0.020862,0.021982,0.020214,0.021149,3912157.00131807,81924.09480777726343
1658102400,2022-07-18 00:00:00,VELO/USDT,0.0204,0.021222,0.020041,0.020857,3260904.90518862,67013.19822105176667
1658016000,2022-07-17 00:00:00,VELO/USDT,0.020375,0.020857,0.020041,0.0204,1972863.67517101,40250.63020203445549
1657929600,2022-07-16 00:00:00,VELO/USDT,0.020081,0.0207,0.019605,0.020296,5696920.63210853,114171.96447424323751
1657843200,2022-07-15 00:00:00,VELO/USDT,0.020127,0.020887,0.019309,0.02008,5704787.19734572,114427.09096289431798
1657756800,2022-07-14 00:00:00,VELO/USDT,0.019636,0.020898,0.018861,0.020006,3132983.52549957,61590.14448984789085
1657670400,2022-07-13 00:00:00,VELO/USDT,0.019009,0.01965,0.01863,0.019621,6105815.2603251,116595.55447768789512
1657584000,2022-07-12 00:00:00,VELO/USDT,0.020914,0.021402,0.018851,0.018956,10350682.5150135,208774.31355543315334
1657497600,2022-07-11 00:00:00,VELO/USDT,0.023186,0.023447,0.020616,0.020891,13695378.76136474,304354.49992608150158
1657411200,2022-07-10 00:00:00,VELO/USDT,0.023398,0.023669,0.022754,0.023204,6801299.29434252,157646.47272581814769
1657324800,2022-07-09 00:00:00,VELO/USDT,0.023945,0.024392,0.0226,0.023393,10647113.0542471,250598.55128149464876
1657238400,2022-07-08 00:00:00,VELO/USDT,0.023717,0.025287,0.022909,0.024061,20091289.41656519,484138.60283629501812
1657152000,2022-07-07 00:00:00,VELO/USDT,0.024983,0.025561,0.021696,0.023832,14664599.65803569,347282.47725796528589
1657065600,2022-07-06 00:00:00,VELO/USDT,0.025107,0.025682,0.024549,0.02508,2625605.1892353,65526.26999432838615
1656979200,2022-07-05 00:00:00,VELO/USDT,0.024062,0.0267,0.02365,0.025069,6565769.63333994,164756.57659515216121
1656892800,2022-07-04 00:00:00,VELO/USDT,0.023468,0.024835,0.022904,0.024096,1932500.34003654,46223.7795401576383
1656806400,2022-07-03 00:00:00,VELO/USDT,0.0234,0.02386,0.022508,0.023466,1181768.02207828,27367.9376999229599
1656720000,2022-07-02 00:00:00,VELO/USDT,0.023319,0.024158,0.022645,0.0234,1502657.31850894,35097.11316171324259
