https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CLH,Volume USDT
1663459200,2022-09-18 00:00:00,CLH/USDT,0.004289,0.004289,0.004155,0.00424,467317.6873,1966.0798455213
1663372800,2022-09-17 00:00:00,CLH/USDT,0.004325,0.005989,0.00413,0.004295,20780575.5659,100317.9403773372
1663286400,2022-09-16 00:00:00,CLH/USDT,0.004481,0.004519,0.004308,0.004371,1117526.1093,4856.8218255977
1663200000,2022-09-15 00:00:00,CLH/USDT,0.004436,0.00459,0.004312,0.004429,2397961.1485,10708.1673487464
1663113600,2022-09-14 00:00:00,CLH/USDT,0.004519,0.004617,0.004165,0.004433,2207194.0517,9588.4833914894
1663027200,2022-09-13 00:00:00,CLH/USDT,0.005114,0.00525,0.0041,0.004589,6038012.9666,27641.0898194833
1662940800,2022-09-12 00:00:00,CLH/USDT,0.005305,0.005534,0.005007,0.00512,3608303.8417,18831.5424098822
1662854400,2022-09-11 00:00:00,CLH/USDT,0.005766,0.006059,0.005301,0.005301,3031141.2574,16854.0154458741
1662768000,2022-09-10 00:00:00,CLH/USDT,0.006601,0.006978,0.00557,0.005706,8486893.4973,51855.5691632914
1662681600,2022-09-09 00:00:00,CLH/USDT,0.006138,0.006851,0.005319,0.0066,18292858.5487,109005.1185752798
1662595200,2022-09-08 00:00:00,CLH/USDT,0.005472,0.0069,0.00514,0.006111,21076179.12225809,124259.22603626956411
1662508800,2022-09-07 00:00:00,CLH/USDT,0.004956,0.005526,0.004923,0.005523,4672701.9982,24520.4854735621
1662422400,2022-09-06 00:00:00,CLH/USDT,0.005154,0.005202,0.004939,0.004953,1618160.525,8261.2217578555
1662336000,2022-09-05 00:00:00,CLH/USDT,0.005354,0.005377,0.005107,0.005153,1581014.0027,8289.067616194
1662249600,2022-09-04 00:00:00,CLH/USDT,0.005356,0.005429,0.005314,0.005364,1877108.3939,10085.6225404093
1662163200,2022-09-03 00:00:00,CLH/USDT,0.005348,0.005381,0.00525,0.005353,1336864.3057,7110.4976302043
1662076800,2022-09-02 00:00:00,CLH/USDT,0.005251,0.005418,0.005246,0.005348,1322643.9139,7027.3822883221
1661990400,2022-09-01 00:00:00,CLH/USDT,0.005189,0.005435,0.005176,0.005252,1593435.3253,8381.8840716613
1661904000,2022-08-31 00:00:00,CLH/USDT,0.00531,0.005315,0.005136,0.005192,926622.99008056,4868.9754423519764
1661817600,2022-08-30 00:00:00,CLH/USDT,0.005383,0.005528,0.005251,0.005308,1672902.6784346,8984.0946212030786
1661731200,2022-08-29 00:00:00,CLH/USDT,0.005157,0.006308,0.005107,0.005384,11258525.9940647,63673.30684509488405
1661644800,2022-08-28 00:00:00,CLH/USDT,0.005109,0.00527,0.005056,0.005158,1411865.45034931,7275.90365213137083
1661558400,2022-08-27 00:00:00,CLH/USDT,0.005244,0.005405,0.005,0.005107,2310657.1804302,12035.34051347742521
1661472000,2022-08-26 00:00:00,CLH/USDT,0.006217,0.006256,0.005201,0.005245,2196700.76060222,12628.6545989315305
1661385600,2022-08-25 00:00:00,CLH/USDT,0.006288,0.00639,0.006151,0.006215,1755204.30740298,10955.0594926268301
1661299200,2022-08-24 00:00:00,CLH/USDT,0.00662,0.006682,0.005778,0.006289,3654872.32222362,22810.62443498497655
1661212800,2022-08-23 00:00:00,CLH/USDT,0.006713,0.006889,0.006443,0.006623,1441044.69489844,9557.68007151711809
1661126400,2022-08-22 00:00:00,CLH/USDT,0.00663,0.006851,0.00642,0.006714,1116062.77243318,7398.92075889958486
1661040000,2022-08-21 00:00:00,CLH/USDT,0.006253,0.007548,0.006248,0.006615,4675460.7375962,32326.56467210776729
1660953600,2022-08-20 00:00:00,CLH/USDT,0.006541,0.006612,0.006097,0.006306,2289328.07841599,14622.98873069059819
1660867200,2022-08-19 00:00:00,CLH/USDT,0.007185,0.00724,0.00652,0.006546,2529888.16542603,17270.11657212508409
1660780800,2022-08-18 00:00:00,CLH/USDT,0.007017,0.007351,0.0069,0.007179,3112756.59952739,22072.45004941785229
1660694400,2022-08-17 00:00:00,CLH/USDT,0.007187,0.007203,0.00695,0.007028,2065414.68981848,14541.53735155805587
1660608000,2022-08-16 00:00:00,CLH/USDT,0.006883,0.0088,0.006865,0.00718,14190614.72588977,106736.15282191496825
1660521600,2022-08-15 00:00:00,CLH/USDT,0.006854,0.007198,0.006701,0.006926,2010166.95320559,13775.15085329240731
1660435200,2022-08-14 00:00:00,CLH/USDT,0.007207,0.0074,0.006473,0.006854,4757638.3943806,32845.91939038568716
1660348800,2022-08-13 00:00:00,CLH/USDT,0.007275,0.007408,0.007011,0.007227,1963279.27776847,14096.9675363070567
1660262400,2022-08-12 00:00:00,CLH/USDT,0.007143,0.007418,0.007031,0.007275,1387468.76591314,10012.98159074717743
1660176000,2022-08-11 00:00:00,CLH/USDT,0.007162,0.00769,0.007051,0.007143,2654941.5353583,19471.54988420352103
1660089600,2022-08-10 00:00:00,CLH/USDT,0.007148,0.007485,0.007,0.007161,2018068.82361299,14512.67892481781288
1660003200,2022-08-09 00:00:00,CLH/USDT,0.007447,0.007511,0.006857,0.007151,3222767.01498401,22780.83365543502154
1659916800,2022-08-08 00:00:00,CLH/USDT,0.00715,0.0085,0.007102,0.007449,6407586.93528481,49500.77992247822702
1659830400,2022-08-07 00:00:00,CLH/USDT,0.007446,0.007446,0.0069,0.007149,3444462.13791004,24337.73810507033076
1659744000,2022-08-06 00:00:00,CLH/USDT,0.006989,0.00799,0.0067,0.007445,4783131.58783409,34476.69101429290369
1659657600,2022-08-05 00:00:00,CLH/USDT,0.006767,0.0078,0.006498,0.006991,5744514.71644261,39866.07383380372266
1659571200,2022-08-04 00:00:00,CLH/USDT,0.00696,0.007179,0.00669,0.00677,3279310.06584227,22524.24379604676666
1659484800,2022-08-03 00:00:00,CLH/USDT,0.007454,0.008277,0.006805,0.006957,9292579.92367045,69345.89436383390216
1659398400,2022-08-02 00:00:00,CLH/USDT,0.0067,0.00789,0.006622,0.00744,6193261.18148222,44698.81729673655446
1659312000,2022-08-01 00:00:00,CLH/USDT,0.006748,0.00711,0.006251,0.006701,4812513.09299335,31954.61142210490654
1659225600,2022-07-31 00:00:00,CLH/USDT,0.006612,0.007065,0.006567,0.006664,3051944.29325325,20617.39681244008082
1659139200,2022-07-30 00:00:00,CLH/USDT,0.006877,0.006948,0.0063,0.006612,4822324.36959249,31952.0891014278288
1659052800,2022-07-29 00:00:00,CLH/USDT,0.006552,0.0077,0.006441,0.006878,8512537.01939882,59981.65457996666196
1658966400,2022-07-28 00:00:00,CLH/USDT,0.007073,0.00723,0.00619,0.006562,5271235.6684815,35273.61122078686356
1658880000,2022-07-27 00:00:00,CLH/USDT,0.007028,0.007335,0.006543,0.007158,4378433.73767605,29947.03925408863871
1658793600,2022-07-26 00:00:00,CLH/USDT,0.00649,0.0084,0.006459,0.007045,17200188.0913146,128081.29734864478737
1658707200,2022-07-25 00:00:00,CLH/USDT,0.006705,0.00709,0.006213,0.006493,3585840.28539478,23803.24655290741578
1658620800,2022-07-24 00:00:00,CLH/USDT,0.006479,0.0071,0.006316,0.006707,4007959.78780301,26588.43467762762321
1658534400,2022-07-23 00:00:00,CLH/USDT,0.006899,0.0073,0.006188,0.006504,4395344.69892706,29619.99980678591177
1658448000,2022-07-22 00:00:00,CLH/USDT,0.006803,0.00765,0.0065,0.006902,4388493.27876301,31103.42739611878679
1658361600,2022-07-21 00:00:00,CLH/USDT,0.007054,0.007466,0.006434,0.006806,4377419.84730972,30657.79183532477608
1658275200,2022-07-20 00:00:00,CLH/USDT,0.008083,0.008391,0.00701,0.007055,9338648.90597368,70814.4092226992598
1658188800,2022-07-19 00:00:00,CLH/USDT,0.007963,0.00887,0.007658,0.008086,3689768.84351429,29902.06539847887388
1658102400,2022-07-18 00:00:00,CLH/USDT,0.007763,0.008544,0.007658,0.007957,3372973.24224587,27325.71207967724927
1658016000,2022-07-17 00:00:00,CLH/USDT,0.007968,0.009187,0.00757,0.007762,5485704.82173724,44862.85051754674449
1657929600,2022-07-16 00:00:00,CLH/USDT,0.00778,0.0083,0.007495,0.007969,4259868.49110315,33314.11624034994391
1657843200,2022-07-15 00:00:00,CLH/USDT,0.008354,0.008787,0.00773,0.007779,6380792.60421463,52573.9804332970242
1657756800,2022-07-14 00:00:00,CLH/USDT,0.00847,0.01267,0.00815,0.008353,28983298.25068879,285448.26323853720083
1657670400,2022-07-13 00:00:00,CLH/USDT,0.007723,0.008549,0.006837,0.008438,9578149.92936893,72653.48888609039809
1657584000,2022-07-12 00:00:00,CLH/USDT,0.00799,0.00901,0.0069,0.007701,8568911.61075133,67036.16147110522164
1657497600,2022-07-11 00:00:00,CLH/USDT,0.00866,0.00878,0.0077,0.00799,4211873.91150042,34523.5743716709219
1657411200,2022-07-10 00:00:00,CLH/USDT,0.01072,0.01105,0.00843,0.00864,9419730.54043914,87764.6201077221811
1657324800,2022-07-09 00:00:00,CLH/USDT,0.00791,0.0126,0.00744,0.01073,36105646.77508678,363595.1772628260804
1657238400,2022-07-08 00:00:00,CLH/USDT,0.00897,0.00946,0.00734,0.00787,8005714.81188548,66209.3155124666898
1657152000,2022-07-07 00:00:00,CLH/USDT,0.01182,0.01236,0.0082,0.00901,19407732.55438145,193837.642065931053
1657065600,2022-07-06 00:00:00,CLH/USDT,0.0062,0.0195,0.0062,0.01181,136261988.7193345,1719561.0387004113277
1656979200,2022-07-05 00:00:00,CLH/USDT,0.00651,0.00666,0.00591,0.0062,20183745.3017269,126161.4027558812013
1656892800,2022-07-04 00:00:00,CLH/USDT,0.00717,0.00717,0.00609,0.00652,21242694.47370042,142165.4136146161434
1656806400,2022-07-03 00:00:00,CLH/USDT,0.00754,0.00783,0.00685,0.00717,22406792.09664766,163103.1336230479566
1656720000,2022-07-02 00:00:00,CLH/USDT,0.00847,0.00853,0.00733,0.00753,33594347.57232774,272700.8126890681339
1656633600,2022-07-01 00:00:00,CLH/USDT,0.00898,0.00931,0.00822,0.00848,38886103.23939777,344310.3261485612414
1656547200,2022-06-30 00:00:00,CLH/USDT,0.00922,0.0093,0.00892,0.00897,37625901.46932841,342596.5124702385634
1656460800,2022-06-29 00:00:00,CLH/USDT,0.00985,0.00998,0.00911,0.00922,18769943.90284812,173366.2937651201399
1656374400,2022-06-28 00:00:00,CLH/USDT,0.01027,0.01041,0.00967,0.00982,3711567.07587595,37371.3904559526325
1656288000,2022-06-27 00:00:00,CLH/USDT,0.01104,0.015,0.01,0.01028,18366539.58695317,221532.3879907332872
1656201600,2022-06-26 00:00:00,CLH/USDT,0.01105,0.01201,0.01084,0.01102,6989100.21351835,77427.8585140494857
1656115200,2022-06-25 00:00:00,CLH/USDT,0.01064,0.01233,0.0105,0.01108,9823975.16129035,108638.0059405598195
1656028800,2022-06-24 00:00:00,CLH/USDT,0.01056,0.01323,0.01028,0.01065,15630456.18918806,174606.3835991641186
1655942400,2022-06-23 00:00:00,CLH/USDT,0.01036,0.01087,0.01003,0.0105,8298084.66746865,85392.0164567901248
