https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STORJ,Volume USDT
1659312000,2022-08-01 00:00:00,STORJ/USDT,0.685,0.78,0.6835,0.7128,659580.54070696,479039.183053098874
1659225600,2022-07-31 00:00:00,STORJ/USDT,0.6752,0.779,0.6624,0.6867,780184.81636784,569349.365731516603
1659139200,2022-07-30 00:00:00,STORJ/USDT,0.6711,0.7493,0.6633,0.6785,525840.27888505,368933.69560406736
1659052800,2022-07-29 00:00:00,STORJ/USDT,0.6758,0.6991,0.6482,0.6695,265800.99971843,179773.403002373313
1658966400,2022-07-28 00:00:00,STORJ/USDT,0.6488,0.6888,0.625,0.6756,214758.58439397,142176.030195231495
1658880000,2022-07-27 00:00:00,STORJ/USDT,0.6067,0.6506,0.5892,0.6506,175444.13665074,109029.036920276871
1658793600,2022-07-26 00:00:00,STORJ/USDT,0.5957,0.607,0.5787,0.6065,128006.01461017,75882.467422579077
1658707200,2022-07-25 00:00:00,STORJ/USDT,0.6574,0.6662,0.5969,0.5969,115880.45886577,72648.237139115586
1658620800,2022-07-24 00:00:00,STORJ/USDT,0.6654,0.6742,0.6515,0.6571,85091.28550015,56396.954237647167
1658534400,2022-07-23 00:00:00,STORJ/USDT,0.6464,0.6764,0.639,0.6623,191331.28334536,126134.346622044053
1658448000,2022-07-22 00:00:00,STORJ/USDT,0.6705,0.6823,0.6384,0.6467,174665.99362362,115793.435221103172
1658361600,2022-07-21 00:00:00,STORJ/USDT,0.6672,0.6804,0.6305,0.6727,155379.36104512,101949.16411964075
1658275200,2022-07-20 00:00:00,STORJ/USDT,0.7133,0.7551,0.6571,0.6688,653939.29455485,469356.42841020284
1658188800,2022-07-19 00:00:00,STORJ/USDT,0.6968,0.7244,0.6688,0.7138,532423.54503152,368904.736525597162
1658102400,2022-07-18 00:00:00,STORJ/USDT,0.6654,0.71,0.661,0.6956,462731.23497157,319100.298380375707
1658016000,2022-07-17 00:00:00,STORJ/USDT,0.6908,0.7125,0.6607,0.6639,253410.20813927,172997.158397640484
1657929600,2022-07-16 00:00:00,STORJ/USDT,0.6836,0.6931,0.6546,0.6907,298748.8558841,201932.729904915128
1657843200,2022-07-15 00:00:00,STORJ/USDT,0.6476,0.71,0.647,0.6836,384260.87567731,261210.387293571371
1657756800,2022-07-14 00:00:00,STORJ/USDT,0.6383,0.653,0.6066,0.6484,132223.77382517,83128.441450814752
1657670400,2022-07-13 00:00:00,STORJ/USDT,0.6112,0.6454,0.561,0.6394,221781.3850982,135077.127476907767
1657584000,2022-07-12 00:00:00,STORJ/USDT,0.642,0.6558,0.6077,0.6091,182730.68109785,116437.541385422346
1657497600,2022-07-11 00:00:00,STORJ/USDT,0.682,0.7126,0.6324,0.6448,248165.09436963,167433.873578667846
1657411200,2022-07-10 00:00:00,STORJ/USDT,0.7345,0.7357,0.6753,0.6821,273332.68003065,190853.973054510952
1657324800,2022-07-09 00:00:00,STORJ/USDT,0.7508,0.7556,0.715,0.7344,351184.1920059,258290.025013128659
1657238400,2022-07-08 00:00:00,STORJ/USDT,0.8074,0.81,0.7369,0.7499,310531.46693145,236757.189515082363
1657152000,2022-07-07 00:00:00,STORJ/USDT,0.704,0.8184,0.7025,0.8074,1658032.90903369,1255155.729807029201
1657065600,2022-07-06 00:00:00,STORJ/USDT,0.6393,0.7051,0.6262,0.7037,365289.09856841,245063.842911411395
1656979200,2022-07-05 00:00:00,STORJ/USDT,0.6672,0.7176,0.626,0.6422,281423.87925783,187767.684676571855
1656892800,2022-07-04 00:00:00,STORJ/USDT,0.6519,0.6752,0.6172,0.6682,197225.11942652,126803.874555280484
1656806400,2022-07-03 00:00:00,STORJ/USDT,0.6757,0.6757,0.6332,0.6518,124103.71399615,81078.801178613299
1656720000,2022-07-02 00:00:00,STORJ/USDT,0.6565,0.7142,0.6446,0.6755,333746.08402707,227642.934685903605
1656633600,2022-07-01 00:00:00,STORJ/USDT,0.7008,0.7174,0.6373,0.6551,161331.42414848,107719.633379912125
1656547200,2022-06-30 00:00:00,STORJ/USDT,0.7236,0.7252,0.6384,0.7008,241232.2157387,161988.815497018834
1656460800,2022-06-29 00:00:00,STORJ/USDT,0.7507,0.84,0.7071,0.7236,462925.55632702,351858.488657897914
1656374400,2022-06-28 00:00:00,STORJ/USDT,0.7874,0.8504,0.7248,0.7502,433101.5959299,332643.347568519944
1656288000,2022-06-27 00:00:00,STORJ/USDT,0.8393,0.8393,0.7599,0.7899,547631.46687128,435386.638588583924
1656201600,2022-06-26 00:00:00,STORJ/USDT,0.9198,0.9226,0.8183,0.8405,448982.32645026,383306.971897429764
1656115200,2022-06-25 00:00:00,STORJ/USDT,0.9834,0.9927,0.8742,0.9196,549665.64149368,499902.202232425614
1656028800,2022-06-24 00:00:00,STORJ/USDT,0.94,1.0002,0.8778,0.9834,1119567.21746097,1040199.583514351812
1655942400,2022-06-23 00:00:00,STORJ/USDT,0.6179,1.0147,0.6161,0.9391,2179024.60882684,1791599.392210582447
1655856000,2022-06-22 00:00:00,STORJ/USDT,0.7146,0.7369,0.616,0.616,390896.96481806,260661.697141176046
1655769600,2022-06-21 00:00:00,STORJ/USDT,0.6428,0.7897,0.6372,0.7153,1153451.90479896,843714.741832369051
1655683200,2022-06-20 00:00:00,STORJ/USDT,0.5288,0.674,0.5286,0.642,955389.67830091,583704.08078664733
1655596800,2022-06-19 00:00:00,STORJ/USDT,0.4322,0.5956,0.4291,0.5304,878315.33833672,469586.838847838793
1655510400,2022-06-18 00:00:00,STORJ/USDT,0.4721,0.4775,0.4014,0.4307,312217.07228442,137471.180096494625
1655424000,2022-06-17 00:00:00,STORJ/USDT,0.4287,0.5341,0.4182,0.4722,1288950.84280544,619455.50177555816
1655337600,2022-06-16 00:00:00,STORJ/USDT,0.4,0.5113,0.3755,0.427,1955469.65950221,878432.967755161623
1655251200,2022-06-15 00:00:00,STORJ/USDT,0.3687,0.3991,0.33,0.3991,146061.92237124,51729.564442412018
1655164800,2022-06-14 00:00:00,STORJ/USDT,0.3685,0.3766,0.3342,0.3702,76295.05740236,27567.848923407829
1655078400,2022-06-13 00:00:00,STORJ/USDT,0.4237,0.4263,0.35,0.3709,132016.13193856,50170.531942275569
1654992000,2022-06-12 00:00:00,STORJ/USDT,0.4715,0.4737,0.4216,0.4226,133743.36411718,59195.144168471404
1654905600,2022-06-11 00:00:00,STORJ/USDT,0.5085,0.5275,0.463,0.4709,95106.92801823,46956.199103568279
1654819200,2022-06-10 00:00:00,STORJ/USDT,0.5605,0.5619,0.5029,0.5104,148858.53665801,79229.728207094711
1654732800,2022-06-09 00:00:00,STORJ/USDT,0.5712,0.5919,0.5564,0.5606,115448.15379716,65889.201056810531
1654646400,2022-06-08 00:00:00,STORJ/USDT,0.5849,0.606,0.5661,0.5731,94415.59610845,54952.599200916407
1654560000,2022-06-07 00:00:00,STORJ/USDT,0.6094,0.6103,0.5551,0.5864,131598.70179581,75966.486052910598
1654473600,2022-06-06 00:00:00,STORJ/USDT,0.5831,0.6291,0.579,0.6095,145367.78016786,88579.01429633097
1654387200,2022-06-05 00:00:00,STORJ/USDT,0.5629,0.5861,0.5473,0.5831,96923.34115284,55312.944232187371
1654300800,2022-06-04 00:00:00,STORJ/USDT,0.5725,0.5726,0.5421,0.5624,47485.17921208,26441.277446990799
1654214400,2022-06-03 00:00:00,STORJ/USDT,0.5993,0.5993,0.5556,0.5712,181435.7156767,104724.741718688926
1654128000,2022-06-02 00:00:00,STORJ/USDT,0.5665,0.6136,0.5578,0.5985,338045.44479787,196546.291305834068
1654041600,2022-06-01 00:00:00,STORJ/USDT,0.5833,0.6109,0.5497,0.5682,384808.79398903,223543.115653510308
1653955200,2022-05-31 00:00:00,STORJ/USDT,0.5966,0.6016,0.5566,0.5837,381408.64606127,222507.368938864914
1653868800,2022-05-30 00:00:00,STORJ/USDT,0.5515,0.6517,0.5373,0.5973,391429.6028235,226069.623576782948
1653782400,2022-05-29 00:00:00,STORJ/USDT,0.5235,0.5565,0.5106,0.5516,271982.15961591,144452.900926852703
1653696000,2022-05-28 00:00:00,STORJ/USDT,0.5091,0.5309,0.4992,0.5241,250263.07872786,129870.741402739871
1653609600,2022-05-27 00:00:00,STORJ/USDT,0.5282,0.5395,0.49,0.5089,423759.86419252,216867.486558413795
1653523200,2022-05-26 00:00:00,STORJ/USDT,0.5621,0.5801,0.4993,0.5264,428060.19967209,230144.46553682124
1653436800,2022-05-25 00:00:00,STORJ/USDT,0.5769,0.5823,0.5447,0.563,387967.24642158,217294.263673209944
1653350400,2022-05-24 00:00:00,STORJ/USDT,0.5622,0.5862,0.5265,0.5786,403296.40996095,224672.811576875515
1653264000,2022-05-23 00:00:00,STORJ/USDT,0.5916,0.6236,0.5544,0.5614,295292.50449369,175133.933195761659
1653177600,2022-05-22 00:00:00,STORJ/USDT,0.5557,0.6489,0.549,0.593,489213.93050277,288226.187717696105
1653091200,2022-05-21 00:00:00,STORJ/USDT,0.539,0.5628,0.5143,0.5561,332469.27392418,178477.889696116371
1653004800,2022-05-20 00:00:00,STORJ/USDT,0.5565,0.577,0.5178,0.5374,407869.32609052,223898.682038153099
1652918400,2022-05-19 00:00:00,STORJ/USDT,0.537,0.5759,0.4953,0.5544,344368.08362517,186096.204562003212
1652832000,2022-05-18 00:00:00,STORJ/USDT,0.6149,0.6221,0.5299,0.5347,228973.65449052,131268.983246398945
1652745600,2022-05-17 00:00:00,STORJ/USDT,0.5368,0.6368,0.5361,0.6163,249530.39221416,145321.950443347348
1652659200,2022-05-16 00:00:00,STORJ/USDT,0.5945,0.5945,0.5227,0.5365,84651.80418676,46481.014826625449
1652572800,2022-05-15 00:00:00,STORJ/USDT,0.5425,0.598,0.5361,0.5956,194760.14819738,108520.744392840337
1652486400,2022-05-14 00:00:00,STORJ/USDT,0.4997,0.5549,0.4769,0.5422,169178.1805831,87358.614470983842
1652400000,2022-05-13 00:00:00,STORJ/USDT,0.4458,0.5412,0.4417,0.4995,197488.23173931,100372.756882600346
1652313600,2022-05-12 00:00:00,STORJ/USDT,0.5029,0.5362,0.3654,0.4454,439892.93162598,192276.766983777451
1652227200,2022-05-11 00:00:00,STORJ/USDT,0.6514,0.6747,0.4536,0.4999,750285.41915861,418670.235885880655
1652140800,2022-05-10 00:00:00,STORJ/USDT,0.6276,0.7153,0.5995,0.654,363075.71904073,241135.098595176391
1652054400,2022-05-09 00:00:00,STORJ/USDT,0.7888,0.8129,0.619,0.6236,400183.02861362,285467.117886271578
1651968000,2022-05-08 00:00:00,STORJ/USDT,0.8085,0.8283,0.7724,0.7878,250546.9615982,199642.891259417268
1651881600,2022-05-07 00:00:00,STORJ/USDT,0.8503,0.8563,0.7883,0.8075,120623.14838999,99636.612736773075
1651795200,2022-05-06 00:00:00,STORJ/USDT,0.8535,0.8605,0.8082,0.8513,133834.27766857,112007.216330046684
1651708800,2022-05-05 00:00:00,STORJ/USDT,0.9562,0.9653,0.8287,0.8562,162631.63695962,143330.170601629985
1651622400,2022-05-04 00:00:00,STORJ/USDT,0.8616,0.9582,0.8589,0.9547,129543.19113187,117424.440910321389
1651536000,2022-05-03 00:00:00,STORJ/USDT,0.8858,0.9112,0.8459,0.863,95785.72805029,84167.815394347006
1651449600,2022-05-02 00:00:00,STORJ/USDT,0.8997,0.9133,0.8446,0.8866,125442.44036101,110397.899288106531
1651363200,2022-05-01 00:00:00,STORJ/USDT,0.8418,0.9156,0.8111,0.9011,128153.78227445,110451.821556082828
1651276800,2022-04-30 00:00:00,STORJ/USDT,0.9424,0.959,0.8008,0.8424,220188.4542884,195371.601915163384
1651190400,2022-04-29 00:00:00,STORJ/USDT,1.0055,1.014,0.9172,0.9424,112780.09163347,108062.418580561715
1651104000,2022-04-28 00:00:00,STORJ/USDT,0.9898,1.0309,0.9787,1.0059,160139.81420429,161301.35101668173
1651017600,2022-04-27 00:00:00,STORJ/USDT,0.9578,1.0022,0.9452,0.9928,153881.15361831,151028.467631437424
1650931200,2022-04-26 00:00:00,STORJ/USDT,1.0544,1.0602,0.9418,0.9598,168485.65084176,169521.708496005202
1650844800,2022-04-25 00:00:00,STORJ/USDT,1.0684,1.0725,0.9843,1.0537,207708.73887464,212777.851883469542
1650758400,2022-04-24 00:00:00,STORJ/USDT,1.0655,1.1648,1.0539,1.0667,657640.29439161,733433.758810587182
1650672000,2022-04-23 00:00:00,STORJ/USDT,1.0871,1.0944,1.0544,1.0688,100878.33046302,108453.673285912586
1650585600,2022-04-22 00:00:00,STORJ/USDT,1.099,1.1419,1.0776,1.0877,121107.57283127,134518.695053143674
1650499200,2022-04-21 00:00:00,STORJ/USDT,1.186,1.205,1.0734,1.1012,367829.74180784,426156.091188239456
1650412800,2022-04-20 00:00:00,STORJ/USDT,1.2593,1.3904,1.1776,1.1857,1505808.39778934,1960569.32878457464
1650326400,2022-04-19 00:00:00,STORJ/USDT,1.0614,1.2597,1.0504,1.2588,404965.70821948,465805.841820486721
1650240000,2022-04-18 00:00:00,STORJ/USDT,1.0376,1.0617,0.9851,1.0617,170900.05372431,173992.751732115025
1650153600,2022-04-17 00:00:00,STORJ/USDT,1.0905,1.1013,1.0361,1.0412,55458.349466,59612.98738123905
1650067200,2022-04-16 00:00:00,STORJ/USDT,1.0815,1.0917,1.0489,1.0908,49390.4415097,52941.475831309953
1649980800,2022-04-15 00:00:00,STORJ/USDT,1.0781,1.1152,1.0536,1.0802,99461.69566669,107915.665375606714
1649894400,2022-04-14 00:00:00,STORJ/USDT,1.1207,1.1375,1.0568,1.0793,120755.88045651,132483.000866482613
1649808000,2022-04-13 00:00:00,STORJ/USDT,1.0464,1.1348,1.0409,1.1226,540455.45969697,587758.498374321105
1649721600,2022-04-12 00:00:00,STORJ/USDT,0.9896,1.1318,0.9747,1.0464,763506.55441448,799477.039808458455
1649635200,2022-04-11 00:00:00,STORJ/USDT,1.0962,1.1021,0.9777,0.9854,260082.16540831,266940.953187772528
1649548800,2022-04-10 00:00:00,STORJ/USDT,1.1475,1.1571,1.0965,1.0965,111240.45960142,125112.022294045014
1649462400,2022-04-09 00:00:00,STORJ/USDT,1.1158,1.1546,1.1039,1.1474,121501.32312667,137591.335311769807
1649376000,2022-04-08 00:00:00,STORJ/USDT,1.1506,1.1838,1.1073,1.1176,302940.52259246,349976.391722700968
1649289600,2022-04-07 00:00:00,STORJ/USDT,1.1137,1.1588,1.08,1.1542,253931.14353428,285702.377553627845
1649203200,2022-04-06 00:00:00,STORJ/USDT,1.2783,1.2783,1.1092,1.1165,528197.97222297,616130.499435412201
1649116800,2022-04-05 00:00:00,STORJ/USDT,1.3413,1.3659,1.2749,1.2805,225751.38052037,300240.866866936659
1649030400,2022-04-04 00:00:00,STORJ/USDT,1.4538,1.6402,1.282,1.3452,812723.9786753,1184705.58812322048
1648944000,2022-04-03 00:00:00,STORJ/USDT,1.4059,1.4865,1.3578,1.4563,379220.16975242,542524.413600560466
1648857600,2022-04-02 00:00:00,STORJ/USDT,1.3779,1.4676,1.3678,1.4056,415633.09431187,588167.515607752127
1648771200,2022-04-01 00:00:00,STORJ/USDT,1.3375,1.3791,1.2647,1.3778,271912.77688274,360872.465894399654
1648684800,2022-03-31 00:00:00,STORJ/USDT,1.4116,1.4658,1.309,1.3374,356709.52044257,500170.047151571103
1648598400,2022-03-30 00:00:00,STORJ/USDT,1.344,1.5266,1.2765,1.4172,776565.05317035,1112700.256372932458
1648512000,2022-03-29 00:00:00,STORJ/USDT,1.2933,1.3782,1.2917,1.3515,161639.16352146,215708.41578547931
1648425600,2022-03-28 00:00:00,STORJ/USDT,1.338,1.3744,1.2738,1.2972,426399.16075824,571684.158957220117
1648339200,2022-03-27 00:00:00,STORJ/USDT,1.251,1.3544,1.2432,1.3376,442129.39238236,575152.653630060216
1648252800,2022-03-26 00:00:00,STORJ/USDT,1.1697,1.2774,1.1663,1.2509,417552.44794406,507094.35449186779
1648166400,2022-03-25 00:00:00,STORJ/USDT,1.1807,1.1996,1.1298,1.1718,173192.33842988,202663.238734832334
1648080000,2022-03-24 00:00:00,STORJ/USDT,1.1616,1.1906,1.1369,1.1823,148209.76855797,173461.471918762493
1647993600,2022-03-23 00:00:00,STORJ/USDT,1.1258,1.1893,1.0961,1.1608,237730.32894633,272545.357838181795
1647907200,2022-03-22 00:00:00,STORJ/USDT,1.1021,1.1554,1.0919,1.1265,130822.92292353,148559.269949558691
1647820800,2022-03-21 00:00:00,STORJ/USDT,1.078,1.1126,1.0422,1.1056,119849.64672894,130335.39546445348
1647734400,2022-03-20 00:00:00,STORJ/USDT,1.0975,1.1384,1.0572,1.076,191281.61260368,209979.304230229008
1647648000,2022-03-19 00:00:00,STORJ/USDT,1.0706,1.1052,1.0621,1.0942,147692.80019607,160656.323579379398
1647561600,2022-03-18 00:00:00,STORJ/USDT,1.0587,1.0736,1.0111,1.0726,65600.37768917,68199.265931259602
1647475200,2022-03-17 00:00:00,STORJ/USDT,1.0539,1.0776,1.0227,1.06,125291.77902869,131573.211940396183
1647388800,2022-03-16 00:00:00,STORJ/USDT,1.0002,1.0533,0.9833,1.0533,150760.16747825,152292.845679315268
1647302400,2022-03-15 00:00:00,STORJ/USDT,0.9982,1.0092,0.9524,1.0001,108091.14930674,106995.371909581054
1647216000,2022-03-14 00:00:00,STORJ/USDT,0.9931,1,0.9619,0.9965,76986.88625516,75613.332368830722
1647129600,2022-03-13 00:00:00,STORJ/USDT,1.0234,1.0792,0.9893,0.9957,174820.9238146,181930.900078575138
1647043200,2022-03-12 00:00:00,STORJ/USDT,0.9654,1.06,0.9646,1.0254,309512.77116297,317030.893213461701
1646956800,2022-03-11 00:00:00,STORJ/USDT,1.0345,1.0665,0.9589,0.9662,644256.44803358,646620.318926727643
1646870400,2022-03-10 00:00:00,STORJ/USDT,0.9852,1.2726,0.8991,1.0373,1438764.87450512,1563679.330487344999
1646784000,2022-03-09 00:00:00,STORJ/USDT,0.936,0.988,0.9292,0.9872,97907.03324394,94142.137085004964
1646697600,2022-03-08 00:00:00,STORJ/USDT,0.8905,0.9427,0.8835,0.936,83335.03491133,76420.4031675634
1646611200,2022-03-07 00:00:00,STORJ/USDT,0.9138,0.9383,0.8645,0.8903,54999.72899496,49344.685380279097
1646524800,2022-03-06 00:00:00,STORJ/USDT,0.9618,0.9785,0.9102,0.9154,66487.83859131,63065.024210223173
1646438400,2022-03-05 00:00:00,STORJ/USDT,0.9456,0.9701,0.918,0.9636,61134.92643202,57642.950325857701
1646352000,2022-03-04 00:00:00,STORJ/USDT,1.0444,1.058,0.9354,0.9467,140784.80344784,140388.184899913902
1646265600,2022-03-03 00:00:00,STORJ/USDT,1.0737,1.0747,1.0091,1.045,87411.79137425,91135.454827630554
1646179200,2022-03-02 00:00:00,STORJ/USDT,1.0869,1.0912,1.0248,1.0763,128507.31402561,136717.101033689361
1646092800,2022-03-01 00:00:00,STORJ/USDT,1.042,1.1135,1.042,1.0864,257118.95070118,276846.278500198904
1646006400,2022-02-28 00:00:00,STORJ/USDT,0.9359,1.0423,0.918,1.042,111489.14446248,110619.436779975503
1645920000,2022-02-27 00:00:00,STORJ/USDT,0.9929,1.008,0.9178,0.9353,77637.840526,75192.908394403153
1645833600,2022-02-26 00:00:00,STORJ/USDT,0.9611,1.0147,0.9573,0.9943,155246.12489261,154094.293207273478
1645747200,2022-02-25 00:00:00,STORJ/USDT,0.8973,0.975,0.884,0.9569,139793.50413413,129829.267384082078
1645660800,2022-02-24 00:00:00,STORJ/USDT,0.8982,0.9111,0.7728,0.8953,157704.32147868,130450.783536028094
1645574400,2022-02-23 00:00:00,STORJ/USDT,0.9292,0.9725,0.897,0.8993,46516.77730501,43307.538059777942
1645488000,2022-02-22 00:00:00,STORJ/USDT,0.8908,0.9329,0.8546,0.929,40087.861035,35842.59808838178
1645401600,2022-02-21 00:00:00,STORJ/USDT,0.978,1.0248,0.8818,0.8848,92238.2878551,88615.703272821401
1645315200,2022-02-20 00:00:00,STORJ/USDT,1.0245,1.0311,0.966,0.9777,100161.96445811,99798.824582055694
1645228800,2022-02-19 00:00:00,STORJ/USDT,1.0391,1.0564,0.9929,1.0261,63201.71182812,65093.102210145758
1645142400,2022-02-18 00:00:00,STORJ/USDT,1.0703,1.1013,1.0206,1.0424,106105.56124968,112112.044810381802
1645056000,2022-02-17 00:00:00,STORJ/USDT,1.1963,1.2063,1.0635,1.0706,133536.9752649,150157.999668530158
1644969600,2022-02-16 00:00:00,STORJ/USDT,1.2244,1.2244,1.1589,1.191,137662.88567622,164393.739699241471
1644883200,2022-02-15 00:00:00,STORJ/USDT,1.1302,1.2255,1.1302,1.2244,133959.23823733,157558.200247264086
1644796800,2022-02-14 00:00:00,STORJ/USDT,1.1383,1.1493,1.0882,1.1291,101108.43198737,113122.077212650682
1644710400,2022-02-13 00:00:00,STORJ/USDT,1.151,1.1723,1.1047,1.1382,90010.74618976,103051.436043465729
1644624000,2022-02-12 00:00:00,STORJ/USDT,1.1561,1.1758,1.1147,1.1544,78443.60940586,89742.90665816481
1644537600,2022-02-11 00:00:00,STORJ/USDT,1.262,1.2856,1.1426,1.1569,100356.13462711,122099.187793738834
1644451200,2022-02-10 00:00:00,STORJ/USDT,1.3508,1.3552,1.2564,1.2642,100469.64874734,131546.482557203075
1644364800,2022-02-09 00:00:00,STORJ/USDT,1.3436,1.3905,1.3195,1.3525,107869.65666819,146212.337876664207
1644278400,2022-02-08 00:00:00,STORJ/USDT,1.3962,1.4147,1.2831,1.3417,139686.91518588,186490.222219070928
1644192000,2022-02-07 00:00:00,STORJ/USDT,1.3482,1.3975,1.3077,1.3951,116784.45610457,159184.952611870123
1644105600,2022-02-06 00:00:00,STORJ/USDT,1.3173,1.3593,1.2691,1.346,124606.30618813,164067.066660173683
