https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAO,Volume USDT
1663459200,2022-09-18 00:00:00,DAO/USDT,1.6505,1.6505,1.64513,1.64658,240.150377,395.9498937305
1663372800,2022-09-17 00:00:00,DAO/USDT,1.65439,1.68727,1.58907,1.65156,137630.79537387,224111.4646009840954
1663286400,2022-09-16 00:00:00,DAO/USDT,1.693,1.7509,1.65011,1.65391,140215.07765517,236831.4154520119782
1663200000,2022-09-15 00:00:00,DAO/USDT,1.70392,1.724,1.67182,1.69161,100020.13869719,169811.5820180132162
1663113600,2022-09-14 00:00:00,DAO/USDT,1.70634,1.745,1.69865,1.70178,87201.08858,149272.7343410694599
1663027200,2022-09-13 00:00:00,DAO/USDT,1.70526,1.85556,1.69876,1.70551,185942.17170782,329874.0310345194067
1662940800,2022-09-12 00:00:00,DAO/USDT,1.75672,1.771,1.70169,1.705,98531.22683321,169859.7335260596259
1662854400,2022-09-11 00:00:00,DAO/USDT,1.76592,1.77861,1.74641,1.75476,71476.37917521,125719.1129652762776
1662768000,2022-09-10 00:00:00,DAO/USDT,1.84082,1.854,1.75969,1.76419,118243.99420975,213576.0532640433845
1662681600,2022-09-09 00:00:00,DAO/USDT,1.764,2.05778,1.7611,1.84082,319046.68559117,617193.3940118817321
1662595200,2022-09-08 00:00:00,DAO/USDT,1.76815,1.82121,1.75481,1.76145,108366.46267012,192415.4387043654676
1662508800,2022-09-07 00:00:00,DAO/USDT,1.74762,1.8579,1.73201,1.76754,140411.83128275,249595.8773956111757
1662422400,2022-09-06 00:00:00,DAO/USDT,1.74398,1.98345,1.721,1.74639,311066.03994176,573089.8946317628653
1662336000,2022-09-05 00:00:00,DAO/USDT,1.74805,1.77903,1.69,1.7425,192354.99953027,331996.2327520719601
1662249600,2022-09-04 00:00:00,DAO/USDT,1.71686,1.81999,1.68863,1.74805,92355.25253107,161090.4453481516412
1662163200,2022-09-03 00:00:00,DAO/USDT,1.71044,1.78392,1.7003,1.71632,97898.25080035,169285.5066688109577
1662076800,2022-09-02 00:00:00,DAO/USDT,1.67467,1.79922,1.67464,1.71503,140671.36094068,243522.2414530185784
1661990400,2022-09-01 00:00:00,DAO/USDT,1.70149,1.73027,1.65031,1.67501,109571.02047717,185206.1737179374855
1661904000,2022-08-31 00:00:00,DAO/USDT,1.71824,1.77588,1.6854,1.70228,123090.0442622,212675.26367043617
1661817600,2022-08-30 00:00:00,DAO/USDT,1.75353,1.81782,1.6937,1.71764,140407.87836562,244633.8061802206413
1661731200,2022-08-29 00:00:00,DAO/USDT,1.70311,1.82498,1.70002,1.75286,162456.15672468,284204.4699256496059
1661644800,2022-08-28 00:00:00,DAO/USDT,1.69975,1.73679,1.69156,1.7001,56400.72865763,96019.9918090261579
1661558400,2022-08-27 00:00:00,DAO/USDT,1.73486,1.77128,1.65205,1.69715,79816.05793726,136570.7076804342018
1661472000,2022-08-26 00:00:00,DAO/USDT,1.75931,1.84926,1.71036,1.73308,332579.07142781,591049.8088498610039
1661385600,2022-08-25 00:00:00,DAO/USDT,1.71749,1.79082,1.70391,1.75931,172563.30116114,300137.0652149096957
1661299200,2022-08-24 00:00:00,DAO/USDT,1.73127,1.88,1.67714,1.71446,204072.69136529,359122.8957456449657
1661212800,2022-08-23 00:00:00,DAO/USDT,1.69654,1.82039,1.67867,1.72871,247041.28452794,431605.2997379148527
1661126400,2022-08-22 00:00:00,DAO/USDT,1.73302,1.74545,1.66782,1.69614,99068.47475061,168407.3347964023528
1661040000,2022-08-21 00:00:00,DAO/USDT,1.7157,1.78789,1.68769,1.73029,248758.18934033,428141.8543000676732
1660953600,2022-08-20 00:00:00,DAO/USDT,1.83583,1.87801,1.71249,1.71598,146703.16241962,264938.9353982830379
1660867200,2022-08-19 00:00:00,DAO/USDT,2.02934,2.03562,1.80191,1.83208,146521.08341033,282177.0523031066063
1660780800,2022-08-18 00:00:00,DAO/USDT,2.05358,2.1751,2.02461,2.02964,172339.41505604,358761.1526160701346
1660694400,2022-08-17 00:00:00,DAO/USDT,2.05464,2.41983,2,2.05358,468738.57881329,1018555.5214991920792
1660608000,2022-08-16 00:00:00,DAO/USDT,2.14013,2.19406,2.05166,2.05167,139069.10671508,293378.6557092585599
1660521600,2022-08-15 00:00:00,DAO/USDT,1.94241,2.33,1.888,2.14011,651305.97233891,1397962.7313788094079
1660435200,2022-08-14 00:00:00,DAO/USDT,1.95262,1.99383,1.88865,1.94241,49992.29589754,97681.2088259700829
1660348800,2022-08-13 00:00:00,DAO/USDT,1.93872,2.07297,1.89316,1.9508,66120.32641454,130333.440517745115
1660262400,2022-08-12 00:00:00,DAO/USDT,1.93521,2.10799,1.9,1.93236,91207.21975642,180621.5987769313798
