https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM3L,Volume USDT
1663459200,2022-09-18 00:00:00,ATOM3L/USDT,0.002971,0.002971,0.00257,0.0026,14112006.2785,38393.3427301579
1663372800,2022-09-17 00:00:00,ATOM3L/USDT,0.003061,0.003219,0.002769,0.002971,130452220.5799,389438.0182486361
1663286400,2022-09-16 00:00:00,ATOM3L/USDT,0.002285,0.003098,0.00217,0.003063,279652656.1321,732294.3013153099
1663200000,2022-09-15 00:00:00,ATOM3L/USDT,0.001929,0.002536,0.001658,0.002285,339256198.7861,733388.9770675175
1663113600,2022-09-14 00:00:00,ATOM3L/USDT,0.001885,0.00212,0.001702,0.001929,166252639.5144,322387.6744521846
1663027200,2022-09-13 00:00:00,ATOM3L/USDT,0.00273,0.003042,0.001821,0.001886,261236744.63710986,640751.56400388812572
1662940800,2022-09-12 00:00:00,ATOM3L/USDT,0.002828,0.003208,0.002486,0.00274,183717645.13231764,515610.16432077871644
1662854400,2022-09-11 00:00:00,ATOM3L/USDT,0.002977,0.00316,0.002584,0.002828,112389835.8934,322739.208959099
1662768000,2022-09-10 00:00:00,ATOM3L/USDT,0.003106,0.00325,0.002751,0.002979,131517833.9944,393893.9211344289
1662681600,2022-09-09 00:00:00,ATOM3L/USDT,0.00207,0.003369,0.002016,0.003106,169006213.69805605,474224.69960481060401
1662595200,2022-09-08 00:00:00,ATOM3L/USDT,0.001732,0.002148,0.0016,0.00207,194135580.06065885,363837.6670259569314
1662508800,2022-09-07 00:00:00,ATOM3L/USDT,0.001337,0.00181,0.001251,0.001733,218960019.4033,321182.4209348656
1662422400,2022-09-06 00:00:00,ATOM3L/USDT,0.00167,0.00181,0.001323,0.001336,257810708.2996,393663.371043674
1662336000,2022-09-05 00:00:00,ATOM3L/USDT,0.001814,0.00191,0.001604,0.001662,126204859.84407995,216028.80748917084535
1662249600,2022-09-04 00:00:00,ATOM3L/USDT,0.00165,0.001815,0.00159,0.001814,108624727.1508,187204.5034201393
1662163200,2022-09-03 00:00:00,ATOM3L/USDT,0.001657,0.001745,0.001471,0.001646,135193545.6626,216439.8539144419
1662076800,2022-09-02 00:00:00,ATOM3L/USDT,0.001697,0.001831,0.001553,0.001669,229636630.5742957,384046.8325149941386
1661990400,2022-09-01 00:00:00,ATOM3L/USDT,0.001402,0.001746,0.001274,0.001688,298229117.35651916,441034.72983289841962
1661904000,2022-08-31 00:00:00,ATOM3L/USDT,0.001432,0.001569,0.001301,0.001396,143483110.99385149,207001.66941217870844
1661817600,2022-08-30 00:00:00,ATOM3L/USDT,0.001279,0.00151,0.001164,0.001432,432403473.16943956,576370.04359496349631
1661731200,2022-08-29 00:00:00,ATOM3L/USDT,0.001016,0.00135,0.000914,0.001277,273035797.57041953,303767.83181414298853
1661644800,2022-08-28 00:00:00,ATOM3L/USDT,0.00122,0.001295,0.000985,0.001018,256710072.43652276,300678.12070870798467
1661558400,2022-08-27 00:00:00,ATOM3L/USDT,0.001341,0.001348,0.001053,0.001221,258969781.02563518,302573.96892623268577
1661472000,2022-08-26 00:00:00,ATOM3L/USDT,0.001961,0.002108,0.001278,0.001349,364671580.3913435,630812.59059415969974
1661385600,2022-08-25 00:00:00,ATOM3L/USDT,0.001995,0.002151,0.001821,0.001963,225136540.26158904,440443.25871857483323
1661299200,2022-08-24 00:00:00,ATOM3L/USDT,0.001671,0.002182,0.001445,0.001995,357561364.83188127,615793.49728999074916
1661212800,2022-08-23 00:00:00,ATOM3L/USDT,0.001312,0.001723,0.00127,0.00167,377863552.70976509,573073.01900070315838
1661126400,2022-08-22 00:00:00,ATOM3L/USDT,0.001164,0.001324,0.000969,0.001313,215414520.63798616,249290.04442216273827
1661040000,2022-08-21 00:00:00,ATOM3L/USDT,0.001039,0.001204,0.001034,0.001154,132298423.09244407,149316.40875837689952
1660953600,2022-08-20 00:00:00,ATOM3L/USDT,0.001215,0.001289,0.000949,0.001035,172768480.734608,195875.29972536835478
1660867200,2022-08-19 00:00:00,ATOM3L/USDT,0.001494,0.001494,0.001,0.001214,330339971.6294945,402561.88181730808257
1660780800,2022-08-18 00:00:00,ATOM3L/USDT,0.001608,0.001812,0.001478,0.001492,246546485.7595084,406984.3238608656006
1660694400,2022-08-17 00:00:00,ATOM3L/USDT,0.001482,0.001666,0.001405,0.001606,227604043.98486414,353926.44200515766773
1660608000,2022-08-16 00:00:00,ATOM3L/USDT,0.001474,0.00158,0.001392,0.001476,138981222.73557161,207721.25978902377537
1660521600,2022-08-15 00:00:00,ATOM3L/USDT,0.001558,0.001691,0.001392,0.001475,131493515.97456658,199387.75619576097021
1660435200,2022-08-14 00:00:00,ATOM3L/USDT,0.001694,0.001815,0.001508,0.001557,118517604.67445818,196369.33573664822138
1660348800,2022-08-13 00:00:00,ATOM3L/USDT,0.001753,0.0019,0.00167,0.001691,124732162.27361594,221947.58587497733118
1660262400,2022-08-12 00:00:00,ATOM3L/USDT,0.001639,0.001759,0.00151,0.001759,92931806.76848803,151027.09508685912052
1660176000,2022-08-11 00:00:00,ATOM3L/USDT,0.001728,0.001863,0.0016,0.001635,154480727.04392056,268139.15281890293381
1660089600,2022-08-10 00:00:00,ATOM3L/USDT,0.001501,0.001757,0.001188,0.001723,306881240.80368025,446950.78705358871528
1660003200,2022-08-09 00:00:00,ATOM3L/USDT,0.001625,0.001908,0.001377,0.001507,149006986.28980561,233433.72364804108522
1659916800,2022-08-08 00:00:00,ATOM3L/USDT,0.001458,0.001787,0.001441,0.001624,148661577.24772534,239881.84987473817836
1659830400,2022-08-07 00:00:00,ATOM3L/USDT,0.001245,0.001573,0.001185,0.001461,193890590.3208876,275827.14903957643749
1659744000,2022-08-06 00:00:00,ATOM3L/USDT,0.001365,0.001384,0.001225,0.00124,77965195.7811427,102298.66373111986741
1659657600,2022-08-05 00:00:00,ATOM3L/USDT,0.001172,0.0014,0.001158,0.001365,165534571.46300401,211077.98510242877699
1659571200,2022-08-04 00:00:00,ATOM3L/USDT,0.001108,0.001262,0.001102,0.001166,167016582.33735492,195390.17457320850664
1659484800,2022-08-03 00:00:00,ATOM3L/USDT,0.001031,0.001237,0.00095,0.001117,156350242.26972808,176009.40238286119252
1659398400,2022-08-02 00:00:00,ATOM3L/USDT,0.001201,0.001219,0.000987,0.001033,166166047.32441607,176640.49909147303578
1659312000,2022-08-01 00:00:00,ATOM3L/USDT,0.001186,0.001334,0.001079,0.001201,180694659.66618769,212622.36233454031448
1659225600,2022-07-31 00:00:00,ATOM3L/USDT,0.001305,0.001458,0.001167,0.001186,105260167.18748819,140218.93680639294915
1659139200,2022-07-30 00:00:00,ATOM3L/USDT,0.001532,0.001599,0.00124,0.001314,265776587.87740583,371448.92484165709057
1659052800,2022-07-29 00:00:00,ATOM3L/USDT,0.00142,0.001624,0.001215,0.00153,366475481.69706887,505516.73184593409909
1658966400,2022-07-28 00:00:00,ATOM3L/USDT,0.001218,0.001504,0.001138,0.00142,444748326.75331252,583489.64467834121343
1658880000,2022-07-27 00:00:00,ATOM3L/USDT,0.000904,0.001224,0.000846,0.001212,539301689.11213248,542601.0602276517528
1658793600,2022-07-26 00:00:00,ATOM3L/USDT,0.000828,0.001044,0.000717,0.000903,422528731.24360173,372505.09212479349602
