https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ONT
1663545600000,2022-09-19 00:00:00,ONT/BTC,1.129e-05,1.137e-05,1.099e-05,1.102e-05,0.0322886,2930.0
1663459200000,2022-09-18 00:00:00,ONT/BTC,1.177e-05,1.182e-05,1.111e-05,1.129e-05,0.8766484238155894,77648.22177286
1663372800000,2022-09-17 00:00:00,ONT/BTC,1.166e-05,1.183e-05,1.155e-05,1.176e-05,0.8448978844918583,71845.05820509
1663286400000,2022-09-16 00:00:00,ONT/BTC,1.187e-05,1.187e-05,1.104e-05,1.166e-05,0.9773386813471864,83819.78399204
1663200000000,2022-09-15 00:00:00,ONT/BTC,1.136e-05,1.177e-05,1.094e-05,1.15e-05,0.960918074641075,83558.09344705
1663113600000,2022-09-14 00:00:00,ONT/BTC,1.149e-05,1.178e-05,1.134e-05,1.164e-05,0.740193260633268,63590.4863087
1663027200000,2022-09-13 00:00:00,ONT/BTC,1.126e-05,1.152e-05,1.085e-05,1.14e-05,0.811103370879366,71149.41849819
1662940800000,2022-09-12 00:00:00,ONT/BTC,1.159e-05,1.214e-05,1.122e-05,1.13e-05,0.8870675352940091,78501.55179593
1662854400000,2022-09-11 00:00:00,ONT/BTC,1.16e-05,1.271e-05,1.154e-05,1.161e-05,0.8831779447549223,76070.45174461
1662768000000,2022-09-10 00:00:00,ONT/BTC,1.205e-05,1.217e-05,1.159e-05,1.163e-05,0.8794589351136302,75619.85684554
1662681600000,2022-09-09 00:00:00,ONT/BTC,1.251e-05,1.27e-05,1.171e-05,1.188e-05,0.95704953597,80559.72525
1662595200000,2022-09-08 00:00:00,ONT/BTC,1.194e-05,1.256e-05,1.192e-05,1.248e-05,0.9092394366526849,72855.72409076
1662508800000,2022-09-07 00:00:00,ONT/BTC,1.189e-05,1.261e-05,1.168e-05,1.196e-05,0.9112684910820401,76193.017649
1662422400000,2022-09-06 00:00:00,ONT/BTC,1.228e-05,1.257e-05,1.185e-05,1.186e-05,0.92784338,78233
1662336000000,2022-09-05 00:00:00,ONT/BTC,1.227e-05,1.242e-05,1.205e-05,1.229e-05,0.9677268899999999,78741
1662249600000,2022-09-04 00:00:00,ONT/BTC,1.215e-05,1.236e-05,1.212e-05,1.221e-05,0.9971009435506845,81662.64893945
1662163200000,2022-09-03 00:00:00,ONT/BTC,1.206e-05,1.226e-05,1.19e-05,1.213e-05,0.9151599800000001,75446
1662076800000,2022-09-02 00:00:00,ONT/BTC,1.242e-05,1.246e-05,1.196e-05,1.205e-05,0.9301636,77192
1661990400000,2022-09-01 00:00:00,ONT/BTC,1.197e-05,1.244e-05,1.19e-05,1.243e-05,0.9815971,78970
1661904000000,2022-08-31 00:00:00,ONT/BTC,1.221e-05,1.24e-05,1.187e-05,1.199e-05,0.918684399119354,76620.88399661
1661817600000,2022-08-30 00:00:00,ONT/BTC,1.212e-05,1.235e-05,1.195e-05,1.219e-05,0.9241724912377393,75813.98615568
1661731200000,2022-08-29 00:00:00,ONT/BTC,1.191e-05,1.228e-05,1.176e-05,1.212e-05,0.9927479335410827,81909.89550669
1661644800000,2022-08-28 00:00:00,ONT/BTC,1.18e-05,1.21e-05,1.176e-05,1.19e-05,0.887158374943358,74551.12394482
1661558400000,2022-08-27 00:00:00,ONT/BTC,1.173e-05,1.204e-05,1.168e-05,1.182e-05,0.8584275,72625
1661472000000,2022-08-26 00:00:00,ONT/BTC,1.203e-05,1.231e-05,1.163e-05,1.173e-05,0.9245364955792095,78818.11556515
1661385600000,2022-08-25 00:00:00,ONT/BTC,1.192e-05,1.233e-05,1.184e-05,1.204e-05,0.9464040506188772,78604.98759293
1661299200000,2022-08-24 00:00:00,ONT/BTC,1.206e-05,1.23e-05,1.167e-05,1.193e-05,0.92309568,77376
1661212800000,2022-08-23 00:00:00,ONT/BTC,1.18e-05,1.221e-05,1.17e-05,1.206e-05,1.014513096897486,84122.1473381
1661126400000,2022-08-22 00:00:00,ONT/BTC,1.19e-05,1.191e-05,1.18e-05,1.181e-05,0.0432319862204747,3660.62542087
1661040000000,2022-08-21 00:00:00,ONT/BTC,1.187e-05,1.198e-05,1.177e-05,1.189e-05,0.8820582547014849,74184.88264941
1660953600000,2022-08-20 00:00:00,ONT/BTC,1.217e-05,1.229e-05,1.158e-05,1.185e-05,0.9509444082292365,80248.47326829
1660867200000,2022-08-19 00:00:00,ONT/BTC,1.188e-05,1.229e-05,1.119e-05,1.222e-05,0.94982121918645,77726.7773475
1660780800000,2022-08-18 00:00:00,ONT/BTC,1.233e-05,1.233e-05,1.144e-05,1.186e-05,0.8928647193148808,75283.70314628
1660694400000,2022-08-17 00:00:00,ONT/BTC,1.202e-05,1.62e-05,1.202e-05,1.237e-05,1.0408271328805838,84141.23952147
1660608000000,2022-08-16 00:00:00,ONT/BTC,1.206e-05,1.224e-05,1.187e-05,1.203e-05,1.0150482427223062,84376.41252887
1660521600000,2022-08-15 00:00:00,ONT/BTC,1.202e-05,1.233e-05,1.158e-05,1.208e-05,1.0058933628931033,83269.31812029
1660435200000,2022-08-14 00:00:00,ONT/BTC,1.222e-05,1.241e-05,1.198e-05,1.201e-05,0.968224891623805,80618.2257805
1660348800000,2022-08-13 00:00:00,ONT/BTC,1.223e-05,1.225e-05,1.207e-05,1.222e-05,0.9842083648856914,80540.78272387
1660262400000,2022-08-12 00:00:00,ONT/BTC,1.213e-05,1.227e-05,1.2e-05,1.222e-05,0.907557390558,74268.1989
1660176000000,2022-08-11 00:00:00,ONT/BTC,1.196e-05,1.219e-05,1.18e-05,1.214e-05,0.7815564426435069,64378.61965762
1660089600000,2022-08-10 00:00:00,ONT/BTC,1.174e-05,1.196e-05,1.168e-05,1.196e-05,0.802820361065216,67125.4482496
1660003200000,2022-08-09 00:00:00,ONT/BTC,1.211e-05,1.219e-05,1.209e-05,1.209e-05,0.0493991934669558,4085.95479462
1659916800000,2022-08-08 00:00:00,ONT/BTC,1.244e-05,1.281e-05,1.202e-05,1.21e-05,0.936414758210569,77389.64943889
1659830400000,2022-08-07 00:00:00,ONT/BTC,1.253e-05,1.258e-05,1.232e-05,1.245e-05,0.9791339688131324,78645.29869985
1659744000000,2022-08-06 00:00:00,ONT/BTC,1.249e-05,1.26e-05,1.236e-05,1.253e-05,1.0240464994781855,81727.57378118
1659657600000,2022-08-05 00:00:00,ONT/BTC,1.215e-05,1.33e-05,1.205e-05,1.252e-05,1.006782101081619,80413.90583719
1659571200000,2022-08-04 00:00:00,ONT/BTC,1.176e-05,1.258e-05,1.172e-05,1.215e-05,0.956543122597617,78727.82902038
1659484800000,2022-08-03 00:00:00,ONT/BTC,1.164e-05,1.248e-05,1.145e-05,1.182e-05,0.9230013420000001,78088.1
1659398400000,2022-08-02 00:00:00,ONT/BTC,1.218e-05,1.223e-05,1.098e-05,1.164e-05,0.9272228462597724,79658.32012541
1659312000000,2022-08-01 00:00:00,ONT/BTC,1.136e-05,1.249e-05,1.136e-05,1.216e-05,0.9741683548127488,80112.52917868
1659225600000,2022-07-31 00:00:00,ONT/BTC,1.17e-05,1.194e-05,1.142e-05,1.166e-05,0.9299841871535204,79758.50661694
1659139200000,2022-07-30 00:00:00,ONT/BTC,1.175e-05,1.199e-05,1.155e-05,1.166e-05,0.958569598575226,82210.0856411
1659052800000,2022-07-29 00:00:00,ONT/BTC,1.152e-05,1.266e-05,1.104e-05,1.172e-05,0.9141653097820975,78000.45305308
1658966400000,2022-07-28 00:00:00,ONT/BTC,1.065e-05,1.187e-05,1.052e-05,1.155e-05,0.917369976272442,79425.97197164
1658880000000,2022-07-27 00:00:00,ONT/BTC,1.065e-05,1.086e-05,1.039e-05,1.062e-05,0.8669006547995791,81629.06354045
1658793600000,2022-07-26 00:00:00,ONT/BTC,1.052e-05,1.084e-05,1.037e-05,1.063e-05,0.818084531602811,76959.97475097
1658707200000,2022-07-25 00:00:00,ONT/BTC,1.079e-05,1.107e-05,1.043e-05,1.057e-05,0.809835348,76616.4
1658620800000,2022-07-24 00:00:00,ONT/BTC,1.096e-05,1.109e-05,1.063e-05,1.078e-05,0.7941277146020372,73666.76387774
1658534400000,2022-07-23 00:00:00,ONT/BTC,1.068e-05,1.113e-05,1.058e-05,1.09e-05,0.8374586536249101,76831.0691399
1658448000000,2022-07-22 00:00:00,ONT/BTC,1.043e-05,1.104e-05,1.039e-05,1.082e-05,0.85544175508979,79061.1603595
1658361600000,2022-07-21 00:00:00,ONT/BTC,1.064e-05,1.089e-05,9.54e-06,1.069e-05,0.8033307358873422,75147.87052267
1658275200000,2022-07-20 00:00:00,ONT/BTC,1.09e-05,1.148e-05,7.77e-06,1.055e-05,0.833252074072519,78981.23924858
1658188800000,2022-07-19 00:00:00,ONT/BTC,1.063e-05,1.145e-05,1.044e-05,1.09e-05,0.906966380843091,83207.92484799
1658102400000,2022-07-18 00:00:00,ONT/BTC,1.038e-05,1.134e-05,9.72e-06,1.112e-05,0.9197845989849313,82714.44235476
1658016000000,2022-07-17 00:00:00,ONT/BTC,1.076e-05,1.09e-05,9.2e-06,1.044e-05,0.8313327990636228,79629.57845437
1657929600000,2022-07-16 00:00:00,ONT/BTC,1.071e-05,1.119e-05,5e-06,1.073e-05,1.0355044650696354,96505.54194498
1657843200000,2022-07-15 00:00:00,ONT/BTC,1.078e-05,1.116e-05,1e-05,1.062e-05,0.8475474694582853,79806.72970417
1657756800000,2022-07-14 00:00:00,ONT/BTC,1.07e-05,1.094e-05,1.016e-05,1.075e-05,0.8814307006979749,81993.5535533
1657670400000,2022-07-13 00:00:00,ONT/BTC,1.064e-05,1.111e-05,9.54e-06,1.068e-05,0.751017506568156,70319.9912517
1657584000000,2022-07-12 00:00:00,ONT/BTC,1.072e-05,1.118e-05,1.037e-05,1.056e-05,0.8092662892799233,76635.06527272
1657497600000,2022-07-11 00:00:00,ONT/BTC,1.117e-05,1.149e-05,1.018e-05,1.067e-05,0.8701383327518046,81549.98432538
1657411200000,2022-07-10 00:00:00,ONT/BTC,1.066e-05,1.18e-05,9e-06,1.105e-05,0.9021142574072135,81639.29931287
1657324800000,2022-07-09 00:00:00,ONT/BTC,1.108e-05,1.2e-05,8.68e-06,1.07e-05,0.8400788777719059,78512.04465158
