https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume USDT
1642982400,2022-01-24 00:00:00,CRV/USDT,3.022,3.023,2.36,2.824,2857084.96795302,7598490.01100633653
1642896000,2022-01-23 00:00:00,CRV/USDT,2.882,3.149,2.824,3.022,2147970.83953875,6395406.28903733985
1642809600,2022-01-22 00:00:00,CRV/USDT,3.31,3.451,2.542,2.882,4966064.69509128,14683251.55597180283
1642723200,2022-01-21 00:00:00,CRV/USDT,3.957,4.058,3.21,3.307,4010784.00960106,14640085.75207836487
1642636800,2022-01-20 00:00:00,CRV/USDT,4.189,4.557,3.935,3.96,1627529.76946323,7003850.50641807578
1642550400,2022-01-19 00:00:00,CRV/USDT,4.553,4.572,4.171,4.185,1793187.34941838,7773806.10544687078
1642464000,2022-01-18 00:00:00,CRV/USDT,4.774,4.848,4.4,4.558,1681070.80467633,7709948.02231073949
1642377600,2022-01-17 00:00:00,CRV/USDT,5.143,5.175,4.6,4.774,2532344.55230952,12347580.71288171778
1642291200,2022-01-16 00:00:00,CRV/USDT,5.277,5.368,5.058,5.143,1594541.00148561,8242682.42697114859
1642204800,2022-01-15 00:00:00,CRV/USDT,5.342,5.481,5.25,5.283,2087154.796864,11185291.76923069402
1642118400,2022-01-14 00:00:00,CRV/USDT,5.025,5.39,4.651,5.342,3434886.8764839,17138958.35493105053
1642032000,2022-01-13 00:00:00,CRV/USDT,4.898,5.19,4.755,5.025,3513547.11249714,17519325.3245604651
1641945600,2022-01-12 00:00:00,CRV/USDT,4.603,5.017,4.573,4.905,2631780.87300659,12676618.56542440054
1641859200,2022-01-11 00:00:00,CRV/USDT,4.319,4.686,4.253,4.602,2412398.75364927,10835070.98195515866
1641772800,2022-01-10 00:00:00,CRV/USDT,4.501,4.618,4.015,4.324,3301160.64055999,14365488.21185609731
1641686400,2022-01-09 00:00:00,CRV/USDT,4.598,4.869,4.496,4.506,2129371.357777,9936344.73840981396
1641600000,2022-01-08 00:00:00,CRV/USDT,4.998,5.268,4.37,4.597,3120122.57394588,14940068.44842514995
1641513600,2022-01-07 00:00:00,CRV/USDT,5.403,5.432,4.722,4.999,3942525.55235577,19787112.57814437154
1641427200,2022-01-06 00:00:00,CRV/USDT,5.397,5.532,5.067,5.399,2579114.17779825,13761514.2457716896
1641340800,2022-01-05 00:00:00,CRV/USDT,6.082,6.426,4.984,5.394,5500207.87078968,32034581.27921544619
1641254400,2022-01-04 00:00:00,CRV/USDT,6.515,6.824,6.052,6.085,3592369.98712577,22962036.53560733377
1641168000,2022-01-03 00:00:00,CRV/USDT,6.04,6.726,5.735,6.514,5177007.10618288,32454992.6229354443
1641081600,2022-01-02 00:00:00,CRV/USDT,6.198,6.45,5.904,6.048,3514857.18467924,21639708.36365439064
1640995200,2022-01-01 00:00:00,CRV/USDT,5.317,6.307,5.317,6.206,3211215.96320407,19224788.05583094338
1640908800,2021-12-31 00:00:00,CRV/USDT,5.107,5.718,5.006,5.319,3753724.25912742,20245603.50358631214
1640822400,2021-12-30 00:00:00,CRV/USDT,4.847,5.301,4.655,5.112,3434600.03436572,17367192.0921608241
1640736000,2021-12-29 00:00:00,CRV/USDT,4.718,5.205,4.68,4.845,4410425.60948569,21902328.7709147283
1640649600,2021-12-28 00:00:00,CRV/USDT,5.274,5.287,4.649,4.718,5469487.39141947,27131910.46360019802
