https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 2CRZ,Volume BTC
1653264000,2022-05-23 00:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000011,0.00000012,110132.4478,0.013323600096
1653177600,2022-05-22 00:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000011,0.00000013,239597.74673076,0.0288081524459988
1653091200,2022-05-21 00:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000011,0.00000012,153783.3231,0.018483883038
1653004800,2022-05-20 00:00:00,2CRZ/BTC,0.00000013,0.00000016,0.00000011,0.00000013,1176093.77680001,0.1600090975470013
1652918400,2022-05-19 00:00:00,2CRZ/BTC,0.00000011,0.00000013,0.00000011,0.00000013,230710.467,0.028329709104
1652832000,2022-05-18 00:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000011,0.00000012,143426.15179999,0.0164050163369987
1652745600,2022-05-17 00:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000011,0.00000011,187406.5877,0.022395859229
1652659200,2022-05-16 00:00:00,2CRZ/BTC,0.00000012,0.00000012,0.0000001,0.00000012,99371.9553,0.010905166399
1652572800,2022-05-15 00:00:00,2CRZ/BTC,0.00000011,0.00000014,0.0000001,0.00000012,648173.30963846,0.0774249863029998
1652486400,2022-05-14 00:00:00,2CRZ/BTC,0.00000012,0.00000013,0.0000001,0.00000011,137814.5157,0.0151790921460909
1652400000,2022-05-13 00:00:00,2CRZ/BTC,0.0000001,0.00000012,0.00000009,0.00000011,971160.4879,0.106140532411
1652313600,2022-05-12 00:00:00,2CRZ/BTC,0.00000011,0.00000012,0.00000009,0.00000011,1920053.15842801,0.1992782213129977
1652227200,2022-05-11 00:00:00,2CRZ/BTC,0.00000013,0.00000014,0.00000011,0.00000011,3872319.91583076,0.4616989845019988
1652140800,2022-05-10 00:00:00,2CRZ/BTC,0.00000014,0.00000015,0.00000013,0.00000013,452472.15189333,0.0635782359599995
1652054400,2022-05-09 00:00:00,2CRZ/BTC,0.00000015,0.00000016,0.00000014,0.00000014,443378.8538,0.066308336316
1651968000,2022-05-08 00:00:00,2CRZ/BTC,0.00000015,0.00000016,0.00000015,0.00000015,368500.3792,0.05554485351
1651881600,2022-05-07 00:00:00,2CRZ/BTC,0.00000015,0.00000016,0.00000015,0.00000016,819872.1235,0.123053199637
1651795200,2022-05-06 00:00:00,2CRZ/BTC,0.00000017,0.00000017,0.00000015,0.00000016,168518.45893529,0.0268760932639993
1651708800,2022-05-05 00:00:00,2CRZ/BTC,0.00000015,0.00000017,0.00000015,0.00000017,365702.3609,0.05883853669
1651622400,2022-05-04 00:00:00,2CRZ/BTC,0.00000017,0.00000018,0.00000015,0.00000017,933037.74625555,0.149970785496999
1651536000,2022-05-03 00:00:00,2CRZ/BTC,0.00000016,0.00000019,0.00000015,0.00000018,883196.9150111,0.150611989819998
1651449600,2022-05-02 00:00:00,2CRZ/BTC,0.00000016,0.00000017,0.00000015,0.00000016,497529.5058,0.0795254493
1651363200,2022-05-01 00:00:00,2CRZ/BTC,0.00000016,0.00000017,0.00000015,0.00000016,644357.1769,0.103229333711
1651276800,2022-04-30 00:00:00,2CRZ/BTC,0.00000016,0.00000018,0.00000016,0.00000017,63676.46496666,0.0108113794269988
1651190400,2022-04-29 00:00:00,2CRZ/BTC,0.00000018,0.00000018,0.00000016,0.00000016,899907.2654,0.15359100609
1651104000,2022-04-28 00:00:00,2CRZ/BTC,0.00000018,0.00000019,0.00000017,0.00000019,691757.42132105,0.1244435739889995
1651017600,2022-04-27 00:00:00,2CRZ/BTC,0.00000019,0.00000019,0.00000017,0.00000018,879405.47375263,0.1587853713069997
1650931200,2022-04-26 00:00:00,2CRZ/BTC,0.00000021,0.00000021,0.00000018,0.00000019,1617763.11445238,0.3100570319729998
1650844800,2022-04-25 00:00:00,2CRZ/BTC,0.0000002,0.00000022,0.0000002,0.00000021,920139.33792855,0.1855523470419955
1650758400,2022-04-24 00:00:00,2CRZ/BTC,0.00000021,0.00000022,0.0000002,0.0000002,283285.46882726,0.0597715074179972
1650672000,2022-04-23 00:00:00,2CRZ/BTC,0.00000021,0.00000022,0.0000002,0.00000022,624795.8035,0.130388342734
1650585600,2022-04-22 00:00:00,2CRZ/BTC,0.00000021,0.00000023,0.00000021,0.00000022,291924.09399603,0.0633542973297233
1650499200,2022-04-21 00:00:00,2CRZ/BTC,0.00000022,0.00000023,0.0000002,0.00000022,813456.92592726,0.1726774941699972
1650412800,2022-04-20 00:00:00,2CRZ/BTC,0.00000025,0.00000026,0.00000022,0.00000023,1000655.24513333,0.2334628302099992
1650326400,2022-04-19 00:00:00,2CRZ/BTC,0.00000021,0.00000028,0.0000002,0.00000026,1306146.62555099,0.3266536034849964
