https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume UNI
1663484400000,2022-09-18 07:00:00,UNI/BTC,0.00029978,0.00030011,0.000298,0.00029869,0.043100967000000004,144.3
1663480800000,2022-09-18 06:00:00,UNI/BTC,0.00029957,0.00030061,0.00029912,0.00029967,0.04333228199999999,144.6
1663477200000,2022-09-18 05:00:00,UNI/BTC,0.00029867,0.00029999,0.00029867,0.00029975,0.0402864,134.4
1663473600000,2022-09-18 04:00:00,UNI/BTC,0.00029871,0.00029921,0.00029827,0.00029921,0.042936635,143.5
1663470000000,2022-09-18 03:00:00,UNI/BTC,0.00029947,0.0002999,0.00029806,0.00029877,0.04371005100000001,146.3
1663466400000,2022-09-18 02:00:00,UNI/BTC,0.00030031,0.0003008,0.00029847,0.00029902,0.039381294857336,131.7012068
1663462800000,2022-09-18 01:00:00,UNI/BTC,0.00029915,0.00030105,0.00029893,0.00030016,0.039230912,130.7
1663459200000,2022-09-18 00:00:00,UNI/BTC,0.00029889,0.00029971,0.00029797,0.00029968,0.041146064,137.3
1663455600000,2022-09-17 23:00:00,UNI/BTC,0.00029822,0.00029994,0.00029792,0.00029925,0.040967325,136.9
1663452000000,2022-09-17 22:00:00,UNI/BTC,0.00029822,0.00029896,0.00029777,0.00029793,0.04230606,142.0
1663448400000,2022-09-17 21:00:00,UNI/BTC,0.00029843,0.00029951,0.00029793,0.00029839,0.041446371,138.9
1663444800000,2022-09-17 20:00:00,UNI/BTC,0.00029846,0.00029869,0.00029783,0.00029829,0.046592897999999994,156.2
1663441200000,2022-09-17 19:00:00,UNI/BTC,0.00029761,0.00029865,0.00029752,0.00029826,0.0425309055096816,142.59674616
1663437600000,2022-09-17 18:00:00,UNI/BTC,0.00029775,0.00029881,0.00029693,0.00029786,0.0484109148456938,162.52909033
1663434000000,2022-09-17 17:00:00,UNI/BTC,0.00029723,0.00029831,0.00029665,0.0002979,0.041020829999999994,137.7
1663430400000,2022-09-17 16:00:00,UNI/BTC,0.00029824,0.00029856,0.00029683,0.00029733,0.054084327,181.9
1663426800000,2022-09-17 15:00:00,UNI/BTC,0.00029938,0.00029954,0.00029756,0.00029764,0.05297992,178.0
1663423200000,2022-09-17 14:00:00,UNI/BTC,0.0002968,0.00029963,0.0002968,0.00029918,0.043770034000000006,146.3
1663419600000,2022-09-17 13:00:00,UNI/BTC,0.00029938,0.00029938,0.00029698,0.00029698,0.038191628,128.6
1663416000000,2022-09-17 12:00:00,UNI/BTC,0.00029536,0.00029873,0.00029525,0.00029872,0.048601743999999995,162.7
1663412400000,2022-09-17 11:00:00,UNI/BTC,0.00029639,0.00029639,0.00029506,0.00029546,0.04378717199999999,148.2
1663408800000,2022-09-17 10:00:00,UNI/BTC,0.00029663,0.00029768,0.00029526,0.00029592,0.03462264,117.0
1663405200000,2022-09-17 09:00:00,UNI/BTC,0.00029604,0.00029746,0.000296,0.00029668,0.042662584,143.8
1663401600000,2022-09-17 08:00:00,UNI/BTC,0.00029733,0.00029759,0.00029611,0.00029616,0.044364768000000006,149.8
1663398000000,2022-09-17 07:00:00,UNI/BTC,0.00029681,0.00029793,0.00029654,0.00029785,0.042443625,142.5
1663394400000,2022-09-17 06:00:00,UNI/BTC,0.00029557,0.00029706,0.00029557,0.00029685,0.037017194999999996,124.7
1663390800000,2022-09-17 05:00:00,UNI/BTC,0.00029659,0.00029761,0.00029436,0.00029602,0.04395896999999999,148.5
1663387200000,2022-09-17 04:00:00,UNI/BTC,0.0002968,0.00029899,0.0002968,0.00029732,0.044211483999999995,148.7
1663383600000,2022-09-17 03:00:00,UNI/BTC,0.00029603,0.00029748,0.00029555,0.00029658,0.044902212000000004,151.4
1663380000000,2022-09-17 02:00:00,UNI/BTC,0.00029625,0.00029908,0.00029548,0.00029586,0.0428997,145.0
1663376400000,2022-09-17 01:00:00,UNI/BTC,0.00029455,0.00029717,0.00029368,0.00029619,0.04700535299999999,158.7
1663372800000,2022-09-17 00:00:00,UNI/BTC,0.00029417,0.00030034,0.00029354,0.00029406,0.047461284000000006,161.4
1663369200000,2022-09-16 23:00:00,UNI/BTC,0.00029364,0.00029479,0.00029364,0.00029398,0.041627568,141.6
1663365600000,2022-09-16 22:00:00,UNI/BTC,0.00029487,0.00029558,0.0002939,0.00029426,0.043226794000000006,146.9
1663362000000,2022-09-16 21:00:00,UNI/BTC,0.000295,0.00029753,0.00029424,0.00029464,0.039717472000000004,134.8
1663358400000,2022-09-16 20:00:00,UNI/BTC,0.00029364,0.0002956,0.00029359,0.00029469,0.0496094077056138,168.34438802
1663354800000,2022-09-16 19:00:00,UNI/BTC,0.00029449,0.00029528,0.00029329,0.00029361,0.04153632905399219,141.46769202
1663351200000,2022-09-16 18:00:00,UNI/BTC,0.00029553,0.00029591,0.0002935,0.00029447,0.034394096,116.8
1663347600000,2022-09-16 17:00:00,UNI/BTC,0.00029428,0.00029651,0.00029333,0.00029536,0.0386433851386336,130.83486301
1663344000000,2022-09-16 16:00:00,UNI/BTC,0.00029609,0.00029609,0.00029098,0.00029411,0.043204759,146.9
1663340400000,2022-09-16 15:00:00,UNI/BTC,0.0002943,0.00029729,0.00029369,0.00029569,0.043969102999999995,148.7
1663336800000,2022-09-16 14:00:00,UNI/BTC,0.00029268,0.00029596,0.00029191,0.00029453,0.04880362099999999,165.7
1663333200000,2022-09-16 13:00:00,UNI/BTC,0.00029477,0.00029579,0.00029203,0.00029203,0.0369921994772902,126.67260034
1663329600000,2022-09-16 12:00:00,UNI/BTC,0.00029672,0.00029672,0.0002943,0.00029485,0.04472874499999999,151.7
1663326000000,2022-09-16 11:00:00,UNI/BTC,0.00029511,0.00029607,0.00029441,0.00029579,0.038985122000000004,131.8
1663322400000,2022-09-16 10:00:00,UNI/BTC,0.00029394,0.00029569,0.00029191,0.00029566,0.035301804,119.4
1663318800000,2022-09-16 09:00:00,UNI/BTC,0.00029435,0.00029559,0.00029368,0.00029375,0.039744375000000005,135.3
1663315200000,2022-09-16 08:00:00,UNI/BTC,0.00029765,0.00029834,0.00029379,0.00029466,0.04113453599999999,139.6
1663311600000,2022-09-16 07:00:00,UNI/BTC,0.00029834,0.00029834,0.000297,0.00029747,0.043609102,146.6
1663308000000,2022-09-16 06:00:00,UNI/BTC,0.00029828,0.00029912,0.00029728,0.00029801,0.04115518099999999,138.1
1663304400000,2022-09-16 05:00:00,UNI/BTC,0.00029787,0.00030414,0.00029748,0.00029779,0.038205037667346196,128.29523378
1663300800000,2022-09-16 04:00:00,UNI/BTC,0.00029759,0.00029929,0.000297,0.00029758,0.041661199999999995,140.0
1663297200000,2022-09-16 03:00:00,UNI/BTC,0.000297,0.00029917,0.00029672,0.00029782,0.048246840000000006,162.0
1663293600000,2022-09-16 02:00:00,UNI/BTC,0.0002986,0.00029862,0.00029542,0.00029718,0.04273448400000001,143.8
1663290000000,2022-09-16 01:00:00,UNI/BTC,0.00029949,0.00029998,0.00029754,0.00029833,0.048060963000000005,161.1
1663286400000,2022-09-16 00:00:00,UNI/BTC,0.00029886,0.0002998,0.0002951,0.0002991,0.04304049,143.9
1663282800000,2022-09-15 23:00:00,UNI/BTC,0.00029957,0.00029957,0.00029768,0.00029868,0.042143748,141.1
1663279200000,2022-09-15 22:00:00,UNI/BTC,0.00029967,0.00030003,0.00029778,0.0002989,0.04486489,150.1
1663275600000,2022-09-15 21:00:00,UNI/BTC,0.0003009,0.00030104,0.00029916,0.0002999,0.04036654,134.6
1663272000000,2022-09-15 20:00:00,UNI/BTC,0.00029995,0.00030123,0.00029949,0.00030089,0.043749406000000005,145.4
1663268400000,2022-09-15 19:00:00,UNI/BTC,0.00029975,0.00030109,0.00029948,0.00030105,0.04202658,139.6
1663264800000,2022-09-15 18:00:00,UNI/BTC,0.0003,0.00030115,0.00029948,0.00029949,0.046331103,154.7
1663261200000,2022-09-15 17:00:00,UNI/BTC,0.00030046,0.00030136,0.00029988,0.00030069,0.039661011,131.9
1663257600000,2022-09-15 16:00:00,UNI/BTC,0.00029944,0.00030206,0.00029944,0.00030086,0.039593176,131.6
1663254000000,2022-09-15 15:00:00,UNI/BTC,0.00029601,0.00029968,0.00029537,0.00029948,0.039740996,132.7
1663250400000,2022-09-15 14:00:00,UNI/BTC,0.00030361,0.00030365,0.00029677,0.00029727,0.039091005,131.5
1663246800000,2022-09-15 13:00:00,UNI/BTC,0.00030339,0.00030429,0.00030145,0.00030347,0.040634633,133.9
1663243200000,2022-09-15 12:00:00,UNI/BTC,0.00030281,0.00030445,0.0003024,0.00030339,0.044745855854060705,147.48625813
1663239600000,2022-09-15 11:00:00,UNI/BTC,0.00030228,0.0003032,0.00030188,0.00030304,0.040274016,132.9
1663236000000,2022-09-15 10:00:00,UNI/BTC,0.00030443,0.00030607,0.00030183,0.00030283,0.042971577000000004,141.9
1663232400000,2022-09-15 09:00:00,UNI/BTC,0.00030167,0.00030441,0.00030114,0.00030401,0.04924962,162.0
1663228800000,2022-09-15 08:00:00,UNI/BTC,0.0003046,0.0003046,0.00030111,0.00030174,0.03651054,121.0
1663225200000,2022-09-15 07:00:00,UNI/BTC,0.00030086,0.00030733,0.00030086,0.00030513,0.039148179,128.3
1663221600000,2022-09-15 06:00:00,UNI/BTC,0.00029849,0.00030943,0.00029453,0.00030112,0.05374992,178.5
1663218000000,2022-09-15 05:00:00,UNI/BTC,0.00029744,0.00030504,0.00029633,0.00029723,0.041106909000000004,138.3
1663214400000,2022-09-15 04:00:00,UNI/BTC,0.00029905,0.00029943,0.00029632,0.0002975,0.04721325,158.7
1663210800000,2022-09-15 03:00:00,UNI/BTC,0.00030059,0.000301,0.00029827,0.00029929,0.047317749,158.1
1663207200000,2022-09-15 02:00:00,UNI/BTC,0.00030153,0.000302,0.00029911,0.00030103,0.044100894999999994,146.5
1663203600000,2022-09-15 01:00:00,UNI/BTC,0.00030322,0.00030387,0.0003017,0.00030222,0.043247682,143.1
1663200000000,2022-09-15 00:00:00,UNI/BTC,0.00030891,0.00030891,0.00029672,0.00030332,0.011859812,39.1
1663196400000,2022-09-14 23:00:00,UNI/BTC,0.0003053,0.00030677,0.00030483,0.00030582,0.044894376,146.8
1663192800000,2022-09-14 22:00:00,UNI/BTC,0.00030566,0.00030674,0.00030482,0.00030539,0.042937834,140.6
1663189200000,2022-09-14 21:00:00,UNI/BTC,0.00030632,0.00030696,0.00030472,0.00030582,0.043976916000000005,143.8
1663185600000,2022-09-14 20:00:00,UNI/BTC,0.00030603,0.0003072,0.00030529,0.00030562,0.040586336,132.8
1663182000000,2022-09-14 19:00:00,UNI/BTC,0.00030694,0.00030768,0.00030526,0.00030645,0.04584492,149.6
1663178400000,2022-09-14 18:00:00,UNI/BTC,0.00030296,0.00030692,0.00030184,0.00030675,0.0435916897395675,142.10819801
1663174800000,2022-09-14 17:00:00,UNI/BTC,0.00030252,0.00030358,0.00030202,0.00030347,0.045702582,150.6
1663171200000,2022-09-14 16:00:00,UNI/BTC,0.00030309,0.00030409,0.00030186,0.0003025,0.042047499999999995,139.0
1663167600000,2022-09-14 15:00:00,UNI/BTC,0.00030281,0.00030441,0.00030281,0.00030358,0.042835138,141.1
1663164000000,2022-09-14 14:00:00,UNI/BTC,0.00030346,0.00030477,0.00030205,0.00030271,0.041410728,136.8
1663160400000,2022-09-14 13:00:00,UNI/BTC,0.00030534,0.00030534,0.00030071,0.00030328,0.044703472,147.4
1663156800000,2022-09-14 12:00:00,UNI/BTC,0.00030092,0.00030616,0.00029968,0.00030526,0.046155312,151.2
1663153200000,2022-09-14 11:00:00,UNI/BTC,0.00030228,0.00030228,0.00030025,0.00030115,0.03926996,130.4
1663149600000,2022-09-14 10:00:00,UNI/BTC,0.00030095,0.00030242,0.00030011,0.00030234,0.048162762000000005,159.3
1663146000000,2022-09-14 09:00:00,UNI/BTC,0.0003009,0.00030165,0.00030022,0.00030113,0.040170742,133.4
1663142400000,2022-09-14 08:00:00,UNI/BTC,0.00030241,0.00030251,0.00029927,0.00030129,0.044199243,146.7
1663138800000,2022-09-14 07:00:00,UNI/BTC,0.00030219,0.0003036,0.00030021,0.00030145,0.0512465,170.0
1663135200000,2022-09-14 06:00:00,UNI/BTC,0.00030264,0.00030554,0.00030233,0.00030233,0.048100703,159.1
1663131600000,2022-09-14 05:00:00,UNI/BTC,0.00030474,0.00030606,0.00030201,0.00030245,0.04373427,144.6
1663128000000,2022-09-14 04:00:00,UNI/BTC,0.0003116,0.00031252,0.00030409,0.00030471,0.012249342,40.2
1663110000000,2022-09-13 23:00:00,UNI/BTC,0.00030053,0.00030107,0.00029807,0.00029903,0.039053318,130.6
1663106400000,2022-09-13 22:00:00,UNI/BTC,0.00030395,0.00031153,0.00030018,0.00030028,0.03468234,115.5
1663095600000,2022-09-13 19:00:00,UNI/BTC,0.00030033,0.00030416,0.0002988,0.00030216,0.040550942637484794,134.20354328
1663092000000,2022-09-13 18:00:00,UNI/BTC,0.00029859,0.00030084,0.00029704,0.00029985,0.048629383764690004,162.1790354
1663088400000,2022-09-13 17:00:00,UNI/BTC,0.00029875,0.000299,0.00029828,0.00029842,0.037481551999999994,125.6
1663084800000,2022-09-13 16:00:00,UNI/BTC,0.0002962,0.00029885,0.00029594,0.0002988,0.050465107308311996,168.89259474
1663081200000,2022-09-13 15:00:00,UNI/BTC,0.00029408,0.00029661,0.00029367,0.00029595,0.045849492747180004,154.9231044
1663077600000,2022-09-13 14:00:00,UNI/BTC,0.00029389,0.00029562,0.00029146,0.00029356,0.044519065345542404,151.65235504
1663074000000,2022-09-13 13:00:00,UNI/BTC,0.00029436,0.00029487,0.00029122,0.0002936,0.06411314212578399,218.36901269
1663070400000,2022-09-13 12:00:00,UNI/BTC,0.00029673,0.00029869,0.00029314,0.00029357,0.068869797951461,234.5941273
1663066800000,2022-09-13 11:00:00,UNI/BTC,0.00029626,0.00029724,0.00029567,0.00029704,0.044615407999999995,150.2
1663063200000,2022-09-13 10:00:00,UNI/BTC,0.00029604,0.00029744,0.00029484,0.00029652,0.039081336,131.8
1663059600000,2022-09-13 09:00:00,UNI/BTC,0.00029919,0.00030017,0.00029427,0.0002956,0.04428088,149.8
1663056000000,2022-09-13 08:00:00,UNI/BTC,0.00029882,0.00030046,0.00029865,0.00029948,0.038213648,127.6
1663052400000,2022-09-13 07:00:00,UNI/BTC,0.00029787,0.00029986,0.00029599,0.00029905,0.043063199999999996,144.0
1663048800000,2022-09-13 06:00:00,UNI/BTC,0.00031735,0.00031809,0.00029646,0.00029775,0.04234005,142.2
1663045200000,2022-09-13 05:00:00,UNI/BTC,0.00029825,0.00031948,0.00029737,0.0003166,0.04783826,151.1
1663041600000,2022-09-13 04:00:00,UNI/BTC,0.00030102,0.00030152,0.00029784,0.00029804,0.0434601907763084,145.81999321
1663038000000,2022-09-13 03:00:00,UNI/BTC,0.00029847,0.00030148,0.00029628,0.00030148,0.037504112000000006,124.4
1663034400000,2022-09-13 02:00:00,UNI/BTC,0.0002955,0.00029868,0.00029449,0.00029868,0.044019853864267204,147.38132404
1663030800000,2022-09-13 01:00:00,UNI/BTC,0.00029555,0.00029595,0.0002942,0.00029567,0.04371764790538969,147.85959991
1663027200000,2022-09-13 00:00:00,UNI/BTC,0.00029736,0.00029736,0.00029307,0.00029584,0.06865672559774241,232.07384261
1663023600000,2022-09-12 23:00:00,UNI/BTC,0.00029648,0.00029758,0.00029609,0.00029752,0.044806512,150.6
1663020000000,2022-09-12 22:00:00,UNI/BTC,0.00029684,0.00029833,0.00029551,0.00029668,0.043582292,146.9
1663016400000,2022-09-12 21:00:00,UNI/BTC,0.00029986,0.00030043,0.00029698,0.00029725,0.044736125,150.5
1663012800000,2022-09-12 20:00:00,UNI/BTC,0.00030042,0.0003007,0.00029919,0.00030016,0.038480511999999994,128.2
1663009200000,2022-09-12 19:00:00,UNI/BTC,0.00030078,0.00030102,0.00029933,0.00029989,0.042344467999999996,141.2
1663005600000,2022-09-12 18:00:00,UNI/BTC,0.00030422,0.00030425,0.00029881,0.00030082,0.042415619999999994,141.0
1663002000000,2022-09-12 17:00:00,UNI/BTC,0.00030291,0.00030453,0.00030091,0.00030453,0.041568345,136.5
1662998400000,2022-09-12 16:00:00,UNI/BTC,0.00030101,0.00030394,0.0002986,0.00030257,0.054644142,180.6
1662994800000,2022-09-12 15:00:00,UNI/BTC,0.00030672,0.00030672,0.00030145,0.0003022,0.043244819999999996,143.1
1662991200000,2022-09-12 14:00:00,UNI/BTC,0.00030564,0.00031018,0.00030533,0.00030615,0.047772745237698,156.04359052
1662987600000,2022-09-12 13:00:00,UNI/BTC,0.00030582,0.00030664,0.00030499,0.00030534,0.038747646,126.9
1662984000000,2022-09-12 12:00:00,UNI/BTC,0.00030857,0.00030899,0.00030534,0.00030593,0.042891386,140.2
1662980400000,2022-09-12 11:00:00,UNI/BTC,0.00031021,0.0003118,0.00030601,0.00030865,0.04592712,148.8
1662976800000,2022-09-12 10:00:00,UNI/BTC,0.00031184,0.00031211,0.00030962,0.00031065,0.042279464999999995,136.1
1662973200000,2022-09-12 09:00:00,UNI/BTC,0.00030943,0.00031335,0.00030924,0.000312,0.041901600000000004,134.3
1662969600000,2022-09-12 08:00:00,UNI/BTC,0.00030189,0.00030943,0.00030033,0.00030943,0.042701340000000004,138.0
1662966000000,2022-09-12 07:00:00,UNI/BTC,0.00030152,0.00030188,0.00030001,0.00030134,0.038300313999999995,127.1
1662962400000,2022-09-12 06:00:00,UNI/BTC,0.00030089,0.00030243,0.0002988,0.00030132,0.048241332,160.1
1662958800000,2022-09-12 05:00:00,UNI/BTC,0.0002992,0.00031029,0.00029729,0.00030023,0.040741211,135.7
1662955200000,2022-09-12 04:00:00,UNI/BTC,0.000297,0.00029936,0.000297,0.00029911,0.0426820743443563,142.69691533
1662951600000,2022-09-12 03:00:00,UNI/BTC,0.00029767,0.00029852,0.00029601,0.00029707,0.04541636590365449,152.88102435
1662948000000,2022-09-12 02:00:00,UNI/BTC,0.00030145,0.00030175,0.00029669,0.00029716,0.041126944,138.4
1662944400000,2022-09-12 01:00:00,UNI/BTC,0.00029561,0.00030255,0.0002938,0.00030117,0.0412488861256692,136.96213476
1662940800000,2022-09-12 00:00:00,UNI/BTC,0.00029708,0.000298,0.00029494,0.00029521,0.040798021999999996,138.2
1662937200000,2022-09-11 23:00:00,UNI/BTC,0.00029834,0.00029885,0.00029745,0.00029785,0.045332769999999994,152.2
1662933600000,2022-09-11 22:00:00,UNI/BTC,0.00029733,0.00030009,0.00029733,0.00029893,0.041670842,139.4
1662930000000,2022-09-11 21:00:00,UNI/BTC,0.00030036,0.00030062,0.00029607,0.00029744,0.0409971598839088,137.83337777
1662926400000,2022-09-11 20:00:00,UNI/BTC,0.00030261,0.00030289,0.00030017,0.00030053,0.044809023,149.1
1662922800000,2022-09-11 19:00:00,UNI/BTC,0.00030464,0.00030553,0.00030132,0.0003025,0.05100284733197499,168.60445399
1662919200000,2022-09-11 18:00:00,UNI/BTC,0.00030612,0.00030671,0.00030398,0.00030398,0.041523668,136.6
1662915600000,2022-09-11 17:00:00,UNI/BTC,0.00030647,0.00030768,0.00030556,0.00030673,0.047880553,156.1
1662912000000,2022-09-11 16:00:00,UNI/BTC,0.00030654,0.00030888,0.00030495,0.00030671,0.04885890300000001,159.3
1662908400000,2022-09-11 15:00:00,UNI/BTC,0.00030427,0.00030705,0.0003033,0.00030649,0.049498135,161.5
1662904800000,2022-09-11 14:00:00,UNI/BTC,0.00030528,0.00030546,0.00030343,0.00030432,0.042817824,140.7
1662901200000,2022-09-11 13:00:00,UNI/BTC,0.00030309,0.00030513,0.00030193,0.00030512,0.04918534399999999,161.2
1662897600000,2022-09-11 12:00:00,UNI/BTC,0.00030309,0.00030384,0.00030186,0.00030325,0.043486050000000005,143.4
1662894000000,2022-09-11 11:00:00,UNI/BTC,0.0003018,0.00030445,0.00030157,0.00030338,0.040743934,134.3
1662890400000,2022-09-11 10:00:00,UNI/BTC,0.00030262,0.00030264,0.000301,0.00030246,0.04219317,139.5
1662886800000,2022-09-11 09:00:00,UNI/BTC,0.00030228,0.00030299,0.00030152,0.00030274,0.042474422000000005,140.3
1662883200000,2022-09-11 08:00:00,UNI/BTC,0.0003038,0.00030388,0.00030155,0.00030237,0.045990476999999995,152.1
1662879600000,2022-09-11 07:00:00,UNI/BTC,0.00030401,0.00030401,0.00030167,0.00030313,0.043438529000000003,143.3
1662876000000,2022-09-11 06:00:00,UNI/BTC,0.00030301,0.0003043,0.00030154,0.00030402,0.041863554,137.7
1662872400000,2022-09-11 05:00:00,UNI/BTC,0.00030411,0.00030442,0.00030244,0.00030281,0.043089863,142.3
1662868800000,2022-09-11 04:00:00,UNI/BTC,0.00030497,0.00030497,0.00030354,0.00030376,0.042192264,138.9
1662865200000,2022-09-11 03:00:00,UNI/BTC,0.00030552,0.00030815,0.0003044,0.00030565,0.047773095,156.3
1662861600000,2022-09-11 02:00:00,UNI/BTC,0.00030321,0.00030533,0.00030321,0.00030459,0.037647323999999996,123.6
1662858000000,2022-09-11 01:00:00,UNI/BTC,0.00030989,0.00031056,0.00030315,0.00030358,0.050819292,167.4
1662854400000,2022-09-11 00:00:00,UNI/BTC,0.00030871,0.00031109,0.00030803,0.00030957,0.046218801000000004,149.3
1662850800000,2022-09-10 23:00:00,UNI/BTC,0.00030682,0.00030918,0.00030626,0.00030838,0.041723814000000005,135.3
1662847200000,2022-09-10 22:00:00,UNI/BTC,0.00030416,0.00030863,0.00030354,0.00030631,0.0572768342310156,186.98976276
1662843600000,2022-09-10 21:00:00,UNI/BTC,0.00030467,0.00030537,0.00030247,0.00030351,0.032900484,108.4
1662840000000,2022-09-10 20:00:00,UNI/BTC,0.00030408,0.0003056,0.0003032,0.0003056,0.044373119999999995,145.2
1662836400000,2022-09-10 19:00:00,UNI/BTC,0.00030515,0.00030538,0.00030285,0.00030345,0.048096824999999996,158.5
1662832800000,2022-09-10 18:00:00,UNI/BTC,0.00030696,0.00030696,0.00030523,0.00030548,0.038977251397993996,127.59346405
1662829200000,2022-09-10 17:00:00,UNI/BTC,0.00030651,0.00030677,0.00030531,0.00030632,0.042088368,137.4
1662825600000,2022-09-10 16:00:00,UNI/BTC,0.00030656,0.00030746,0.000306,0.00030647,0.036224754,118.2
1662822000000,2022-09-10 15:00:00,UNI/BTC,0.00030584,0.00030767,0.00030543,0.00030668,0.04637001599999999,151.2
1662818400000,2022-09-10 14:00:00,UNI/BTC,0.00030675,0.00030805,0.00030552,0.00030563,0.044132972,144.4
1662814800000,2022-09-10 13:00:00,UNI/BTC,0.00030926,0.00031011,0.00030594,0.00030658,0.039426187999999994,128.6
1662811200000,2022-09-10 12:00:00,UNI/BTC,0.00030784,0.00031011,0.00030739,0.000309,0.046349999999999995,150.0
1662807600000,2022-09-10 11:00:00,UNI/BTC,0.00030685,0.00030903,0.0003062,0.00030845,0.048087355,155.9
1662804000000,2022-09-10 10:00:00,UNI/BTC,0.00030733,0.00030779,0.00030575,0.00030699,0.046693178999999994,152.1
1662800400000,2022-09-10 09:00:00,UNI/BTC,0.00030613,0.00030785,0.00030598,0.00030704,0.040713504,132.6
1662796800000,2022-09-10 08:00:00,UNI/BTC,0.00030561,0.00030767,0.0003046,0.00030562,0.050549548,165.4
1662793200000,2022-09-10 07:00:00,UNI/BTC,0.00030915,0.00030915,0.00030406,0.00030482,0.038437802,126.1
1662789600000,2022-09-10 06:00:00,UNI/BTC,0.00030592,0.00030999,0.00030568,0.00030865,0.043056675,139.5
1662786000000,2022-09-10 05:00:00,UNI/BTC,0.00030627,0.00030642,0.00030268,0.00030609,0.041689458,136.2
1662782400000,2022-09-10 04:00:00,UNI/BTC,0.00030809,0.0003106,0.00030528,0.00030571,0.051603848,168.8
1662778800000,2022-09-10 03:00:00,UNI/BTC,0.00031121,0.00031121,0.0003073,0.00030855,0.047701829999999994,154.6
1662775200000,2022-09-10 02:00:00,UNI/BTC,0.00030727,0.00031104,0.00030683,0.00031086,0.044639495999999994,143.6
1662771600000,2022-09-10 01:00:00,UNI/BTC,0.00030773,0.00030887,0.0003067,0.00030694,0.041498288,135.2
1662768000000,2022-09-10 00:00:00,UNI/BTC,0.00030425,0.00030759,0.00030375,0.00030657,0.044544621,145.3
1662764400000,2022-09-09 23:00:00,UNI/BTC,0.00030357,0.00030517,0.00030072,0.00030447,0.053932844756873696,177.13681071
1662760800000,2022-09-09 22:00:00,UNI/BTC,0.00030306,0.00030585,0.00030239,0.00030337,0.04300776018103181,141.76668814
1662757200000,2022-09-09 21:00:00,UNI/BTC,0.00030537,0.00030562,0.00030236,0.00030259,0.0352530197941141,116.50424599
1662753600000,2022-09-09 20:00:00,UNI/BTC,0.00030269,0.00030757,0.00030269,0.00030564,0.042728472,139.8
1662750000000,2022-09-09 19:00:00,UNI/BTC,0.00030224,0.00030321,0.00030028,0.00030297,0.0451506614754537,149.02683921
1662746400000,2022-09-09 18:00:00,UNI/BTC,0.00030096,0.00030282,0.00030058,0.00030242,0.046572680000000005,154.0
1662742800000,2022-09-09 17:00:00,UNI/BTC,0.00030882,0.00030882,0.00030038,0.00030038,0.048030762,159.9
1662739200000,2022-09-09 16:00:00,UNI/BTC,0.00031078,0.00031091,0.00030719,0.00030862,0.051045748,165.4
1662735600000,2022-09-09 15:00:00,UNI/BTC,0.00031464,0.00031505,0.00031079,0.00031096,0.0447997588269192,144.06920127
