https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume BTC
1659225600,2022-07-31 00:00:00,EOS/BTC,5.53e-05,5.532e-05,5.506e-05,5.522e-05,0.01390131,251.90192686
1659139200,2022-07-30 00:00:00,EOS/BTC,5.47e-05,5.661e-05,5.346e-05,5.531e-05,1.11142064,20377.65781816
1659052800,2022-07-29 00:00:00,EOS/BTC,5.511e-05,5.526e-05,5.297e-05,5.471e-05,1.03866384,19205.51279244
1658966400,2022-07-28 00:00:00,EOS/BTC,5.47e-05,5.648e-05,5.4e-05,5.51e-05,0.85210836,15494.19872299
1658880000,2022-07-27 00:00:00,EOS/BTC,5.228e-05,5.505e-05,5.168e-05,5.478e-05,1.47135536,27737.89878529
1658793600,2022-07-26 00:00:00,EOS/BTC,5.197e-05,5.267e-05,5.117e-05,5.224e-05,0.79670459,15356.36090236
1658707200,2022-07-25 00:00:00,EOS/BTC,5.33e-05,5.358e-05,5.185e-05,5.195e-05,0.76986284,14604.16412416
1658620800,2022-07-24 00:00:00,EOS/BTC,5.184e-05,5.619e-05,5.164e-05,5.334e-05,1.56334346,28886.19125657
1658534400,2022-07-23 00:00:00,EOS/BTC,5.17e-05,5.211e-05,5.057e-05,5.185e-05,2.95448953,57474.49668542
1658448000,2022-07-22 00:00:00,EOS/BTC,4.52e-05,5.324e-05,4.52e-05,5.183e-05,0.80120766,16203.20188929
1658361600,2022-07-21 00:00:00,EOS/BTC,4.482e-05,4.55e-05,4.439e-05,4.541e-05,3.9855127,88673.09041521
1658275200,2022-07-20 00:00:00,EOS/BTC,4.601e-05,4.651e-05,4.456e-05,4.478e-05,1.28083035,28310.97934899
1658188800,2022-07-19 00:00:00,EOS/BTC,4.705e-05,4.781e-05,4.569e-05,4.603e-05,0.50076983,10729.23247933
1658102400,2022-07-18 00:00:00,EOS/BTC,4.739e-05,4.825e-05,4.69e-05,4.703e-05,0.40205621,8481.45488591
1658016000,2022-07-17 00:00:00,EOS/BTC,4.759e-05,4.766e-05,4.652e-05,4.735e-05,0.26096614,5547.91992877
1657929600,2022-07-16 00:00:00,EOS/BTC,4.685e-05,4.752e-05,4.644e-05,4.752e-05,0.26506314,5672.49003071
1657843200,2022-07-15 00:00:00,EOS/BTC,4.717e-05,4.762e-05,4.66e-05,4.685e-05,0.31608212,6741.57175743
1657756800,2022-07-14 00:00:00,EOS/BTC,4.698e-05,4.729e-05,4.633e-05,4.716e-05,0.42258591,9036.56589935
1657670400,2022-07-13 00:00:00,EOS/BTC,4.742e-05,4.82e-05,4.639e-05,4.697e-05,0.49134819,10424.99760149
1657584000,2022-07-12 00:00:00,EOS/BTC,4.704e-05,4.773e-05,4.683e-05,4.74e-05,0.37514207,7921.53418282
1657497600,2022-07-11 00:00:00,EOS/BTC,4.813e-05,4.836e-05,4.693e-05,4.712e-05,0.35379285,7396.62956984
1657411200,2022-07-10 00:00:00,EOS/BTC,4.807e-05,4.842e-05,4.777e-05,4.809e-05,0.2912089,6059.20964217
1657324800,2022-07-09 00:00:00,EOS/BTC,4.704e-05,4.821e-05,4.704e-05,4.814e-05,0.23977241,5013.53032198
1657238400,2022-07-08 00:00:00,EOS/BTC,4.768e-05,4.815e-05,4.672e-05,4.681e-05,0.25532081,5391.58729405
1657152000,2022-07-07 00:00:00,EOS/BTC,4.863e-05,4.912e-05,4.73e-05,4.766e-05,0.15365533,3163.90435434
1657065600,2022-07-06 00:00:00,EOS/BTC,4.808e-05,4.897e-05,4.806e-05,4.877e-05,0.2127618,4367.08448504
1656979200,2022-07-05 00:00:00,EOS/BTC,4.873e-05,4.906e-05,4.755e-05,4.813e-05,0.36774334,7612.68083654
1656892800,2022-07-04 00:00:00,EOS/BTC,4.887e-05,4.915e-05,4.816e-05,4.872e-05,0.30179869,6202.44672151
1656806400,2022-07-03 00:00:00,EOS/BTC,4.879e-05,4.905e-05,4.817e-05,4.883e-05,0.30039821,6195.52535123
1656720000,2022-07-02 00:00:00,EOS/BTC,4.733e-05,4.887e-05,4.706e-05,4.885e-05,0.2073007,4349.56504567
1656633600,2022-07-01 00:00:00,EOS/BTC,4.672e-05,4.756e-05,4.595e-05,4.732e-05,0.31509584,6751.00740102
1656547200,2022-06-30 00:00:00,EOS/BTC,4.652e-05,4.765e-05,4.576e-05,4.676e-05,0.3148306,6762.81896794
1656460800,2022-06-29 00:00:00,EOS/BTC,4.665e-05,4.698e-05,4.626e-05,4.651e-05,0.33174639,7120.61679428
1656374400,2022-06-28 00:00:00,EOS/BTC,4.751e-05,4.764e-05,4.649e-05,4.664e-05,0.29020844,6160.22410218
1656288000,2022-06-27 00:00:00,EOS/BTC,4.708e-05,4.789e-05,4.693e-05,4.743e-05,0.39347508,8290.82333002
1656201600,2022-06-26 00:00:00,EOS/BTC,4.685e-05,4.814e-05,4.67e-05,4.709e-05,0.57621452,12165.44653168
1656115200,2022-06-25 00:00:00,EOS/BTC,4.737e-05,4.773e-05,4.626e-05,4.68e-05,0.40982024,8709.87560512
1656028800,2022-06-24 00:00:00,EOS/BTC,4.617e-05,4.844e-05,4.615e-05,4.733e-05,0.47454099,10038.07777153
1655942400,2022-06-23 00:00:00,EOS/BTC,4.658e-05,4.719e-05,4.592e-05,4.615e-05,0.3636702,7802.49014348
1655856000,2022-06-22 00:00:00,EOS/BTC,4.642e-05,4.724e-05,4.584e-05,4.639e-05,0.25446431,5506.07281984
1655769600,2022-06-21 00:00:00,EOS/BTC,4.632e-05,4.764e-05,4.593e-05,4.654e-05,0.2362588,5045.40792644
1655683200,2022-06-20 00:00:00,EOS/BTC,4.705e-05,4.752e-05,4.619e-05,4.67e-05,1.1090283,23539.17177439
1655596800,2022-06-19 00:00:00,EOS/BTC,4.692e-05,4.814e-05,4.658e-05,4.694e-05,0.73791544,15533.87611878
1655510400,2022-06-18 00:00:00,EOS/BTC,4.602e-05,4.747e-05,4.518e-05,4.681e-05,2.4596743,52680.67132342
1655424000,2022-06-17 00:00:00,EOS/BTC,4.473e-05,4.6e-05,4.451e-05,4.591e-05,0.78213505,17210.51930206
1655337600,2022-06-16 00:00:00,EOS/BTC,4.473e-05,4.549e-05,4.367e-05,4.475e-05,0.47772361,10701.84029042
1655251200,2022-06-15 00:00:00,EOS/BTC,4.259e-05,4.489e-05,4.175e-05,4.461e-05,0.65409129,15088.94934259
1655164800,2022-06-14 00:00:00,EOS/BTC,4.052e-05,4.262e-05,4.05e-05,4.247e-05,0.74626709,18010.07181596
1655078400,2022-06-13 00:00:00,EOS/BTC,3.877e-05,4.089e-05,3.655e-05,4.073e-05,0.58153065,15044.11699431
1654992000,2022-06-12 00:00:00,EOS/BTC,3.929e-05,3.967e-05,3.815e-05,3.878e-05,0.28134892,7257.92746637
1654905600,2022-06-11 00:00:00,EOS/BTC,4.07e-05,4.128e-05,3.894e-05,3.932e-05,0.27266624,6736.7419972
1654819200,2022-06-10 00:00:00,EOS/BTC,4.122e-05,4.15e-05,4.018e-05,4.066e-05,0.201942,4922.53773957
1654732800,2022-06-09 00:00:00,EOS/BTC,4.141e-05,4.174e-05,4.121e-05,4.126e-05,0.16366993,3947.72161654
1654646400,2022-06-08 00:00:00,EOS/BTC,4.133e-05,4.209e-05,4.128e-05,4.147e-05,0.17874379,4287.40554849
1654560000,2022-06-07 00:00:00,EOS/BTC,4.152e-05,4.231e-05,4.103e-05,4.12e-05,0.16301573,3892.23360341
1654473600,2022-06-06 00:00:00,EOS/BTC,4.235e-05,4.274e-05,4.108e-05,4.151e-05,0.19879509,4742.24320547
1654387200,2022-06-05 00:00:00,EOS/BTC,4.301e-05,4.321e-05,4.241e-05,4.241e-05,0.12729586,2985.43853653
1654300800,2022-06-04 00:00:00,EOS/BTC,4.263e-05,4.329e-05,4.219e-05,4.312e-05,0.10202259,2387.19657586
1654214400,2022-06-03 00:00:00,EOS/BTC,4.258e-05,4.262e-05,4.178e-05,4.252e-05,0.17405677,4117.74805262
1654128000,2022-06-02 00:00:00,EOS/BTC,4.251e-05,4.284e-05,4.201e-05,4.234e-05,0.13677008,3233.96424429
1654041600,2022-06-01 00:00:00,EOS/BTC,4.331e-05,4.39e-05,4.233e-05,4.249e-05,0.1216632,2826.52812694
