https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TKY,Volume USDT
1651104000,2022-04-28 00:00:00,TKY/USDT,0.0002,0.000202,0.000187,0.00019,61643910.51642569,11862.70015992370437
1651017600,2022-04-27 00:00:00,TKY/USDT,0.000207,0.000216,0.0002,0.0002,688975603.87829981,140641.45201036283273
1650931200,2022-04-26 00:00:00,TKY/USDT,0.000229,0.00025,0.000206,0.000207,769333990.32197247,174695.6851362033932
1650844800,2022-04-25 00:00:00,TKY/USDT,0.000241,0.00032,0.000215,0.00023,4931712258.1514478,1255115.84628405325266
1650758400,2022-04-24 00:00:00,TKY/USDT,0.000192,0.000277,0.000179,0.000241,4044204210.52035667,911932.60203384810745
1650672000,2022-04-23 00:00:00,TKY/USDT,0.000316,0.00032,0.000178,0.000193,3550374775.48352947,855914.03576193888628
1650585600,2022-04-22 00:00:00,TKY/USDT,0.000252,0.00087,0.000231,0.000316,18794848398.39689865,8807336.93600789562409
1650499200,2022-04-21 00:00:00,TKY/USDT,0.00015,0.000329,0.00015,0.00025,3129495893.68718142,729416.71447468250982
1650412800,2022-04-20 00:00:00,TKY/USDT,0.000149,0.000155,0.000145,0.000151,60027234.82211054,8939.00172884595547
1650326400,2022-04-19 00:00:00,TKY/USDT,0.000147,0.000155,0.000144,0.00015,31617544.06318062,4737.99060493996773
1650240000,2022-04-18 00:00:00,TKY/USDT,0.000143,0.00015,0.000135,0.000148,75935159.18882005,10806.84230929452798
1650153600,2022-04-17 00:00:00,TKY/USDT,0.000157,0.000161,0.000137,0.000143,136563165.73234719,20221.57158931129222
1650067200,2022-04-16 00:00:00,TKY/USDT,0.000157,0.000161,0.000154,0.000157,32338424.04245457,5094.27896931319693
1649980800,2022-04-15 00:00:00,TKY/USDT,0.000161,0.000166,0.000155,0.000157,23237335.48886838,3703.8129258686773
1649894400,2022-04-14 00:00:00,TKY/USDT,0.000169,0.000171,0.000156,0.00016,48740424.96685706,7999.11869377976841
1649808000,2022-04-13 00:00:00,TKY/USDT,0.00016,0.000181,0.000154,0.000168,90954329.96552129,15327.95670199461072
1649721600,2022-04-12 00:00:00,TKY/USDT,0.000165,0.000168,0.000156,0.00016,146789088.83139344,23609.84590595070121
1649635200,2022-04-11 00:00:00,TKY/USDT,0.00019,0.000191,0.000159,0.000164,106597244.37158004,18982.51565082188909
1649548800,2022-04-10 00:00:00,TKY/USDT,0.000193,0.000197,0.000181,0.00019,66873023.01254371,12713.77575858283331
1649462400,2022-04-09 00:00:00,TKY/USDT,0.000183,0.000194,0.00018,0.000191,42923235.19346492,8013.07466244133265
1649376000,2022-04-08 00:00:00,TKY/USDT,0.000188,0.000196,0.000182,0.000183,49446545.32789766,9394.76681467264613
1649289600,2022-04-07 00:00:00,TKY/USDT,0.000187,0.000202,0.000176,0.000189,145703569.90346783,27164.05852433095383
1649203200,2022-04-06 00:00:00,TKY/USDT,0.000215,0.000217,0.000185,0.000187,141104309.58126127,28982.40464748263048
1649116800,2022-04-05 00:00:00,TKY/USDT,0.000237,0.000238,0.000212,0.000215,83093706.40600911,18771.71301705932416
1649030400,2022-04-04 00:00:00,TKY/USDT,0.000231,0.000257,0.000221,0.000236,366055918.65668469,88253.45520974056703
1648944000,2022-04-03 00:00:00,TKY/USDT,0.000215,0.000231,0.00021,0.000231,109257281.33868107,23814.67809203470173
1648857600,2022-04-02 00:00:00,TKY/USDT,0.000222,0.000224,0.000211,0.000215,76270359.52689705,16604.2522815070928
1648771200,2022-04-01 00:00:00,TKY/USDT,0.000207,0.000224,0.000204,0.000222,157782662.19170397,33859.03175007762951
1648684800,2022-03-31 00:00:00,TKY/USDT,0.000221,0.000223,0.000204,0.000206,237078721.84989587,50531.92066082749421
1648598400,2022-03-30 00:00:00,TKY/USDT,0.000228,0.000234,0.000214,0.000221,194620269.35045497,43299.33878458552815
1648512000,2022-03-29 00:00:00,TKY/USDT,0.000246,0.000249,0.000227,0.000228,177559374.57419521,42014.00737809161368
1648425600,2022-03-28 00:00:00,TKY/USDT,0.000239,0.000255,0.000238,0.000245,255635337.4152649,62928.13865568335184
1648339200,2022-03-27 00:00:00,TKY/USDT,0.000239,0.000241,0.000227,0.000239,209993065.29838151,49068.02169107217225
1648252800,2022-03-26 00:00:00,TKY/USDT,0.00023,0.000241,0.000226,0.000239,166971005.3576137,38782.06852970008595
1648166400,2022-03-25 00:00:00,TKY/USDT,0.000237,0.000243,0.000226,0.000231,292178452.31844326,69212.8450625694804
1648080000,2022-03-24 00:00:00,TKY/USDT,0.000244,0.000251,0.000224,0.000238,606545895.67304939,144737.70297827067084
1647993600,2022-03-23 00:00:00,TKY/USDT,0.00032,0.00032,0.000221,0.000244,1352922125.08314093,346564.96582705286849
1647907200,2022-03-22 00:00:00,TKY/USDT,0.000309,0.000331,0.000305,0.000322,41905677.22471357,13389.89385178385542
1647820800,2022-03-21 00:00:00,TKY/USDT,0.000301,0.000317,0.000295,0.00031,31323513.33206197,9555.91901086084239
1647734400,2022-03-20 00:00:00,TKY/USDT,0.000305,0.000311,0.000299,0.0003,23443140.47068967,7145.53386392768721
1647648000,2022-03-19 00:00:00,TKY/USDT,0.000304,0.000312,0.000299,0.000306,26811739.85356942,8202.12361423199973
1647561600,2022-03-18 00:00:00,TKY/USDT,0.00031,0.000311,0.000298,0.000304,16229421.45544301,4942.63391082936992
1647475200,2022-03-17 00:00:00,TKY/USDT,0.000325,0.000333,0.000299,0.00031,52788303.58170914,16343.07970431817296
1647388800,2022-03-16 00:00:00,TKY/USDT,0.000306,0.000351,0.000291,0.000324,103178709.48789398,33237.56304002875356
1647302400,2022-03-15 00:00:00,TKY/USDT,0.00031,0.000323,0.000292,0.000306,55343814.01466124,16946.80163398799632
1647216000,2022-03-14 00:00:00,TKY/USDT,0.000292,0.000357,0.00029,0.00031,124667080.97802666,39700.93818864017789
1647129600,2022-03-13 00:00:00,TKY/USDT,0.000295,0.0003,0.000292,0.000292,24586521.72923434,7238.07560729930766
1647043200,2022-03-12 00:00:00,TKY/USDT,0.000304,0.000306,0.000291,0.000297,20024153.84435343,5975.53368581355706
1646956800,2022-03-11 00:00:00,TKY/USDT,0.000305,0.000344,0.000295,0.000304,40507894.83513123,12696.91589120665565
1646870400,2022-03-10 00:00:00,TKY/USDT,0.000312,0.000317,0.000289,0.000305,26795983.48699589,8146.54751973099107
1646784000,2022-03-09 00:00:00,TKY/USDT,0.000289,0.000316,0.000288,0.000312,27196894.64897836,8327.68024553529613
1646697600,2022-03-08 00:00:00,TKY/USDT,0.000287,0.000303,0.000281,0.00029,12488782.14067801,3634.00549553589013
1646611200,2022-03-07 00:00:00,TKY/USDT,0.000286,0.000298,0.00028,0.000288,28505145.24671813,8182.58545956269978
1646524800,2022-03-06 00:00:00,TKY/USDT,0.000306,0.000307,0.00028,0.000286,27816765.96796833,8118.23888795241425
1646438400,2022-03-05 00:00:00,TKY/USDT,0.000295,0.000312,0.000295,0.000306,14573245.54105623,4460.26113366178626
1646352000,2022-03-04 00:00:00,TKY/USDT,0.000344,0.000345,0.000292,0.000294,30322879.34641855,9540.58253821727721
1646265600,2022-03-03 00:00:00,TKY/USDT,0.000358,0.000365,0.000341,0.000342,21363625.99003762,7508.53004189109082
1646179200,2022-03-02 00:00:00,TKY/USDT,0.000366,0.000372,0.000354,0.000358,31740900.52353661,11531.45613143079733
1646092800,2022-03-01 00:00:00,TKY/USDT,0.000333,0.000375,0.000322,0.000367,64592986.45705325,22636.31196765974821
1646006400,2022-02-28 00:00:00,TKY/USDT,0.000314,0.000347,0.000309,0.000333,57109156.74259601,18421.15556377818531
1645920000,2022-02-27 00:00:00,TKY/USDT,0.00033,0.000343,0.00031,0.000316,39896532.73016336,13038.96076429955653
1645833600,2022-02-26 00:00:00,TKY/USDT,0.000323,0.000355,0.000315,0.00033,112761981.7633791,38091.48180147578929
1645747200,2022-02-25 00:00:00,TKY/USDT,0.000289,0.000325,0.000287,0.000322,113948044.60843246,34802.47857379991885
1645660800,2022-02-24 00:00:00,TKY/USDT,0.000319,0.000319,0.000261,0.000287,106551916.60911654,29579.39127536914137
1645574400,2022-02-23 00:00:00,TKY/USDT,0.000288,0.000358,0.000282,0.000319,170613064.52589867,56637.32818096736332
1645488000,2022-02-22 00:00:00,TKY/USDT,0.000293,0.000295,0.000266,0.000289,33690927.97497656,9454.11284586923072
1645401600,2022-02-21 00:00:00,TKY/USDT,0.000305,0.000316,0.000286,0.000292,25744126.64008122,7821.5365304056423
1645315200,2022-02-20 00:00:00,TKY/USDT,0.000336,0.000341,0.000295,0.000304,17819615.78228546,5597.86494724094294
1645228800,2022-02-19 00:00:00,TKY/USDT,0.000356,0.000359,0.000331,0.000333,34654564.50077585,11916.1930597994392
1645142400,2022-02-18 00:00:00,TKY/USDT,0.000329,0.000373,0.000325,0.000356,62867327.25807522,21908.75721102101747
1645056000,2022-02-17 00:00:00,TKY/USDT,0.000356,0.000361,0.000327,0.000331,34187308.59148465,11868.24838318192648
