https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XEM,Volume BTC
1650412800,2022-04-20 00:00:00,XEM/BTC,2.44e-06,2.48e-06,2.4e-06,2.43e-06,0.1523324,62256.7406585
1650326400,2022-04-19 00:00:00,XEM/BTC,2.4e-06,2.45e-06,2.39e-06,2.44e-06,0.08285767,34156.53316187
1650240000,2022-04-18 00:00:00,XEM/BTC,2.45e-06,2.45e-06,2.38e-06,2.39e-06,0.28869642,119357.42003205
1650162114,2022-04-17 02:21:54,XEM/BTC,2.45e-06,2.45e-06,2.45e-06,2.45e-06,0.0,0.0
1650153600,2022-04-17 00:00:00,XEM/BTC,2.51e-06,2.52e-06,2.45e-06,2.45e-06,0.14848618,59372.70281756
1650071505,2022-04-16 01:11:45,XEM/BTC,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,0.0
1650067200,2022-04-16 00:00:00,XEM/BTC,2.5e-06,2.51e-06,2.49e-06,2.5e-06,0.06637837,26549.49143555
1649980800,2022-04-15 00:00:00,XEM/BTC,2.48e-06,2.51e-06,2.47e-06,2.5e-06,0.1223547,49121.40652452
1649894400,2022-04-14 00:00:00,XEM/BTC,2.48e-06,2.49e-06,2.45e-06,2.48e-06,0.08903671,36088.61915362
1649808000,2022-04-13 00:00:00,XEM/BTC,2.46e-06,2.51e-06,2.45e-06,2.47e-06,0.34096318,137904.65486927
1649721600,2022-04-12 00:00:00,XEM/BTC,2.4e-06,2.46e-06,2.38e-06,2.45e-06,0.161085,66320.47029801
1649635200,2022-04-11 00:00:00,XEM/BTC,2.45e-06,2.45e-06,2.38e-06,2.4e-06,0.43826973,182958.08989035
1649548800,2022-04-10 00:00:00,XEM/BTC,2.48e-06,2.48e-06,2.43e-06,2.45e-06,0.03715738,15169.60819847
1649462400,2022-04-09 00:00:00,XEM/BTC,2.41e-06,2.5e-06,2.41e-06,2.45e-06,0.07337636,29816.40427781
1649376000,2022-04-08 00:00:00,XEM/BTC,2.46e-06,2.46e-06,2.39e-06,2.4e-06,0.03378462,13853.24985935
1649289600,2022-04-07 00:00:00,XEM/BTC,2.4e-06,2.47e-06,2.39e-06,2.46e-06,0.13065025,53847.68776208
1649203200,2022-04-06 00:00:00,XEM/BTC,2.53e-06,2.53e-06,2.4e-06,2.4e-06,0.14291091,58367.40146546
1649116800,2022-04-05 00:00:00,XEM/BTC,2.53e-06,2.56e-06,2.51e-06,2.52e-06,0.28496146,112932.17007772
1649030400,2022-04-04 00:00:00,XEM/BTC,2.65e-06,2.65e-06,2.52e-06,2.53e-06,0.1445122,56009.13853246
1648944000,2022-04-03 00:00:00,XEM/BTC,2.66e-06,2.7e-06,2.62e-06,2.65e-06,0.36025681,136354.27531032
1648857600,2022-04-02 00:00:00,XEM/BTC,2.66e-06,2.7e-06,2.63e-06,2.66e-06,0.16336832,61290.19696371
1648771200,2022-04-01 00:00:00,XEM/BTC,2.6e-06,2.69e-06,2.6e-06,2.66e-06,0.48408856,183043.66447234
1648684800,2022-03-31 00:00:00,XEM/BTC,2.62e-06,2.7e-06,2.53e-06,2.6e-06,0.51942031,199027.37529219
1648598400,2022-03-30 00:00:00,XEM/BTC,2.56e-06,2.62e-06,2.54e-06,2.62e-06,0.48220169,186832.58583127
1648512000,2022-03-29 00:00:00,XEM/BTC,2.38e-06,2.61e-06,2.38e-06,2.57e-06,1.07098967,426633.21498627
1648425600,2022-03-28 00:00:00,XEM/BTC,2.51e-06,2.55e-06,2.38e-06,2.38e-06,0.32486491,131167.72617344
1648339200,2022-03-27 00:00:00,XEM/BTC,2.45e-06,2.57e-06,2.44e-06,2.51e-06,0.6183126,245756.87223342
1648252800,2022-03-26 00:00:00,XEM/BTC,2.42e-06,2.45e-06,2.38e-06,2.45e-06,0.24231444,100336.21967458
1648166400,2022-03-25 00:00:00,XEM/BTC,2.49e-06,2.51e-06,2.4e-06,2.42e-06,0.14340112,58412.7144176
1648080000,2022-03-24 00:00:00,XEM/BTC,2.54e-06,2.73e-06,2.47e-06,2.48e-06,0.44891616,173369.21421532
1647993600,2022-03-23 00:00:00,XEM/BTC,2.55e-06,2.58e-06,2.53e-06,2.54e-06,0.24394016,95550.55311163
1647907200,2022-03-22 00:00:00,XEM/BTC,2.59e-06,2.62e-06,2.47e-06,2.55e-06,0.27849921,109756.11517452
1647820800,2022-03-21 00:00:00,XEM/BTC,2.41e-06,2.68e-06,2.38e-06,2.6e-06,0.34681642,136144.89238671
1647734400,2022-03-20 00:00:00,XEM/BTC,2.4e-06,2.42e-06,2.38e-06,2.41e-06,0.17573574,73365.7044585
1647648000,2022-03-19 00:00:00,XEM/BTC,2.4e-06,2.44e-06,2.39e-06,2.4e-06,0.15875751,65511.52662334
1647561600,2022-03-18 00:00:00,XEM/BTC,2.4e-06,2.41e-06,2.38e-06,2.39e-06,0.09807622,40976.22677119
1647475200,2022-03-17 00:00:00,XEM/BTC,2.41e-06,2.42e-06,2.37e-06,2.4e-06,0.1746221,72818.34675928
1647388800,2022-03-16 00:00:00,XEM/BTC,2.4e-06,2.42e-06,2.33e-06,2.4e-06,0.6009671,253991.51016361
1647302400,2022-03-15 00:00:00,XEM/BTC,2.38e-06,2.4e-06,2.37e-06,2.4e-06,0.1387292,58050.68024442
1647216000,2022-03-14 00:00:00,XEM/BTC,2.41e-06,2.41e-06,2.35e-06,2.38e-06,0.1853897,78023.68691326
1647129600,2022-03-13 00:00:00,XEM/BTC,2.41e-06,2.43e-06,2.39e-06,2.42e-06,0.15340114,63737.97342909
1647043200,2022-03-12 00:00:00,XEM/BTC,2.41e-06,2.43e-06,2.4e-06,2.4e-06,0.19414846,80126.60713725
1646956800,2022-03-11 00:00:00,XEM/BTC,2.45e-06,2.45e-06,2.38e-06,2.41e-06,0.22899126,94730.84722949
1646870400,2022-03-10 00:00:00,XEM/BTC,2.41e-06,2.45e-06,2.4e-06,2.45e-06,0.61132606,251558.08585594
1646784000,2022-03-09 00:00:00,XEM/BTC,2.47e-06,2.48e-06,2.37e-06,2.4e-06,0.34338595,142434.47851182
1646697600,2022-03-08 00:00:00,XEM/BTC,2.46e-06,2.49e-06,2.43e-06,2.47e-06,0.35301771,144222.65174958
1646611200,2022-03-07 00:00:00,XEM/BTC,2.48e-06,2.51e-06,2.45e-06,2.47e-06,0.4573699,184384.14127236
1646524800,2022-03-06 00:00:00,XEM/BTC,2.48e-06,2.51e-06,2.45e-06,2.48e-06,0.55600668,223621.42183937
1646438400,2022-03-05 00:00:00,XEM/BTC,2.46e-06,2.49e-06,2.42e-06,2.48e-06,0.27796315,112963.65669393
1646352000,2022-03-04 00:00:00,XEM/BTC,2.43e-06,2.47e-06,2.4e-06,2.46e-06,0.25612796,104936.57060463
1646265600,2022-03-03 00:00:00,XEM/BTC,2.42e-06,2.44e-06,2.38e-06,2.43e-06,0.27876622,115416.49596737
1646179200,2022-03-02 00:00:00,XEM/BTC,2.46e-06,2.47e-06,2.39e-06,2.43e-06,0.23808078,97869.34120477
1646092800,2022-03-01 00:00:00,XEM/BTC,2.51e-06,2.52e-06,2.41e-06,2.47e-06,0.52343243,211970.01258836
1646006400,2022-02-28 00:00:00,XEM/BTC,2.64e-06,2.66e-06,2.35e-06,2.51e-06,0.92848259,364538.16562019
1645920000,2022-02-27 00:00:00,XEM/BTC,2.58e-06,2.67e-06,2.55e-06,2.65e-06,0.8234365,315857.70361239
1645833600,2022-02-26 00:00:00,XEM/BTC,2.52e-06,2.62e-06,2.47e-06,2.58e-06,1.08779712,421701.0596332
1645747200,2022-02-25 00:00:00,XEM/BTC,2.42e-06,2.52e-06,2.39e-06,2.51e-06,0.41350548,169646.85651804
1645660800,2022-02-24 00:00:00,XEM/BTC,2.54e-06,2.56e-06,2.39e-06,2.42e-06,0.90911738,366600.54300477
1645574400,2022-02-23 00:00:00,XEM/BTC,2.57e-06,2.62e-06,2.53e-06,2.54e-06,0.1584262,61284.83521023
1645488000,2022-02-22 00:00:00,XEM/BTC,2.5e-06,2.6e-06,2.49e-06,2.57e-06,0.39672292,156514.36586374
1645401600,2022-02-21 00:00:00,XEM/BTC,2.55e-06,2.6e-06,2.48e-06,2.5e-06,0.48564342,192436.31823059
1645315200,2022-02-20 00:00:00,XEM/BTC,2.54e-06,2.58e-06,2.52e-06,2.56e-06,0.06668198,26100.06759388
1645228800,2022-02-19 00:00:00,XEM/BTC,2.55e-06,2.6e-06,2.52e-06,2.56e-06,0.12264802,47928.76102518
1645142400,2022-02-18 00:00:00,XEM/BTC,2.59e-06,2.62e-06,2.52e-06,2.55e-06,0.20717158,80191.31847875
1645056000,2022-02-17 00:00:00,XEM/BTC,2.62e-06,2.65e-06,2.57e-06,2.59e-06,0.44788632,172734.40646452
1644969600,2022-02-16 00:00:00,XEM/BTC,2.57e-06,2.65e-06,2.56e-06,2.61e-06,0.36984657,141648.34284514
1644883200,2022-02-15 00:00:00,XEM/BTC,2.57e-06,2.6e-06,2.51e-06,2.56e-06,0.27335238,107273.14492022
1644796800,2022-02-14 00:00:00,XEM/BTC,2.61e-06,2.64e-06,2.54e-06,2.56e-06,0.20051895,77727.66857194
1644710400,2022-02-13 00:00:00,XEM/BTC,2.57e-06,2.66e-06,2.52e-06,2.62e-06,0.47547507,182336.83839268
1644624000,2022-02-12 00:00:00,XEM/BTC,2.55e-06,2.62e-06,2.5e-06,2.59e-06,0.37654879,148173.44105847
1644537600,2022-02-11 00:00:00,XEM/BTC,2.63e-06,2.68e-06,2.52e-06,2.56e-06,0.74733674,284700.23872756
1644451200,2022-02-10 00:00:00,XEM/BTC,2.72e-06,2.73e-06,2.59e-06,2.62e-06,0.28556216,107704.42525755
1644364800,2022-02-09 00:00:00,XEM/BTC,2.65e-06,2.75e-06,2.65e-06,2.73e-06,0.41911958,155583.96088379
1644278400,2022-02-08 00:00:00,XEM/BTC,2.68e-06,2.82e-06,2.56e-06,2.65e-06,1.34876309,507868.86240965
1644192000,2022-02-07 00:00:00,XEM/BTC,2.65e-06,2.73e-06,2.63e-06,2.67e-06,0.62330258,231227.01487536
1644105600,2022-02-06 00:00:00,XEM/BTC,2.74e-06,2.77e-06,2.64e-06,2.65e-06,0.54429606,203534.63749155
1644019200,2022-02-05 00:00:00,XEM/BTC,2.65e-06,2.73e-06,2.63e-06,2.73e-06,0.80293438,298026.97478696
1643932800,2022-02-04 00:00:00,XEM/BTC,2.75e-06,2.81e-06,2.64e-06,2.64e-06,0.68390209,250315.05631595
1643846400,2022-02-03 00:00:00,XEM/BTC,2.77e-06,2.78e-06,2.73e-06,2.74e-06,0.59967597,217676.44109352
1643760000,2022-02-02 00:00:00,XEM/BTC,2.68e-06,2.79e-06,2.63e-06,2.77e-06,0.42380052,157022.66285094
1643673600,2022-02-01 00:00:00,XEM/BTC,2.67e-06,2.83e-06,2.65e-06,2.69e-06,0.7305524,268677.28249563
1643587200,2022-01-31 00:00:00,XEM/BTC,2.72e-06,2.72e-06,2.56e-06,2.65e-06,0.72691331,273333.47284661
1643500800,2022-01-30 00:00:00,XEM/BTC,2.75e-06,2.75e-06,2.68e-06,2.71e-06,0.59103553,217724.95375037
1643414400,2022-01-29 00:00:00,XEM/BTC,2.65e-06,2.79e-06,2.65e-06,2.75e-06,0.99402214,366440.99379638
1643328000,2022-01-28 00:00:00,XEM/BTC,2.64e-06,2.68e-06,2.58e-06,2.65e-06,0.44636074,169818.70780031
1643241600,2022-01-27 00:00:00,XEM/BTC,2.63e-06,2.78e-06,2.59e-06,2.63e-06,0.42712493,161825.31802685
1643155200,2022-01-26 00:00:00,XEM/BTC,2.6e-06,2.69e-06,2.58e-06,2.64e-06,0.99754075,378314.76828437
1643068800,2022-01-25 00:00:00,XEM/BTC,2.67e-06,2.73e-06,2.59e-06,2.6e-06,0.39449535,150045.30196344
1642982400,2022-01-24 00:00:00,XEM/BTC,2.7e-06,2.74e-06,2.6e-06,2.68e-06,0.74753233,279970.53037756
1642896000,2022-01-23 00:00:00,XEM/BTC,2.7e-06,2.76e-06,2.64e-06,2.69e-06,0.78440675,290979.96468198
1642809600,2022-01-22 00:00:00,XEM/BTC,2.65e-06,2.82e-06,2.56e-06,2.69e-06,3.15804737,1184184.13651262
1642723200,2022-01-21 00:00:00,XEM/BTC,2.7e-06,2.73e-06,2.61e-06,2.64e-06,1.71843699,645142.44645305
1642636800,2022-01-20 00:00:00,XEM/BTC,2.69e-06,2.71e-06,2.67e-06,2.7e-06,0.55369548,205334.88903108
1642550400,2022-01-19 00:00:00,XEM/BTC,2.7e-06,2.72e-06,2.64e-06,2.69e-06,0.42874121,160057.91343657
1642464000,2022-01-18 00:00:00,XEM/BTC,2.71e-06,2.74e-06,2.64e-06,2.69e-06,0.56420483,209178.17723806
1642377600,2022-01-17 00:00:00,XEM/BTC,2.76e-06,2.77e-06,2.7e-06,2.72e-06,0.30111684,110389.71336452
1642291200,2022-01-16 00:00:00,XEM/BTC,2.75e-06,2.82e-06,2.72e-06,2.77e-06,0.75995288,275483.74177143
1642204800,2022-01-15 00:00:00,XEM/BTC,2.76e-06,2.8e-06,2.74e-06,2.75e-06,0.17221958,62341.33801941
1642118400,2022-01-14 00:00:00,XEM/BTC,2.7e-06,2.79e-06,2.7e-06,2.75e-06,0.521357,189356.20243529
1642032000,2022-01-13 00:00:00,XEM/BTC,2.71e-06,2.75e-06,2.69e-06,2.69e-06,0.38917819,143450.08206123
1641945600,2022-01-12 00:00:00,XEM/BTC,2.69e-06,2.74e-06,2.68e-06,2.72e-06,0.47127565,173655.73942618
1641859200,2022-01-11 00:00:00,XEM/BTC,2.67e-06,2.69e-06,2.63e-06,2.69e-06,0.48431644,181640.91321103
1641772800,2022-01-10 00:00:00,XEM/BTC,2.75e-06,2.79e-06,2.62e-06,2.68e-06,0.80093184,299079.07361655
1641686400,2022-01-09 00:00:00,XEM/BTC,2.74e-06,2.79e-06,2.73e-06,2.76e-06,1.02866611,374849.35441445
1641600000,2022-01-08 00:00:00,XEM/BTC,2.79e-06,2.89e-06,2.72e-06,2.74e-06,0.69958633,250430.92395812
