https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRY,Volume ETH
1606608000000,2020-11-29 00:00:00,ETH/TRY,5099.99,5099.99,5099.99,5099.99,222.9438698543,0.04371457
1606348800000,2020-11-26 00:00:00,ETH/TRY,4160.1,4160.1,4106.76,4106.76,154.83146388359998,0.037701609999999997
1606176000000,2020-11-24 00:00:00,ETH/TRY,4750,5000,4750,5000,4001.1133000000004,0.8002226600000001
1606089600000,2020-11-23 00:00:00,ETH/TRY,4400,4700.59,4400,4700.59,1111.2111559557,0.23639822999999996
1606003200000,2020-11-22 00:00:00,ETH/TRY,4100,4443.0,4100,4443.0,1050.80042328,0.23650696
1605916800000,2020-11-21 00:00:00,ETH/TRY,4090.0,4100.0,4090.0,4100.0,167.73427999999998,0.0409108
1605830400000,2020-11-20 00:00:00,ETH/TRY,3601.07,3601.07,3601.07,3601.07,248.8957313612,0.06911716
1605744000,2020-11-19 00:00:00,ETH/TRY,3829.94,3829.94,3734.81,3734.81,1566.26,0.413
1605657600,2020-11-18 00:00:00,ETH/TRY,3613.6,3949.99,3550.0,3829.94,368487.41,98.54
1605571200,2020-11-17 00:00:00,ETH/TRY,3689.05,3949.99,3523.62,3613.6,464659.0,126.63
1605484800,2020-11-16 00:00:00,ETH/TRY,3727.3,3999.99,3260.32,3689.05,496649.65,137.46
1605398400,2020-11-15 00:00:00,ETH/TRY,3735.2,3849.42,3450.99,3727.3,527704.25,141.19
1605312000,2020-11-14 00:00:00,ETH/TRY,3805.58,4000.0,3555.57,3735.2,525527.94,139.02
1605225600,2020-11-13 00:00:00,ETH/TRY,3872.37,3954.27,3755.04,3805.58,477975.87,124.56
1605139200,2020-11-12 00:00:00,ETH/TRY,3926.33,4008.07,3630.15,3872.37,531720.2,136.45
1605052800,2020-11-11 00:00:00,ETH/TRY,3885.59,4089.99,3752.04,3926.33,543088.37,138.98
1604966400,2020-11-10 00:00:00,ETH/TRY,3942.37,4152.49,3772.4,3885.59,575011.73,146.93
1604880000,2020-11-09 00:00:00,ETH/TRY,4178.32,4220.73,3636.0,3942.37,597176.98,147.01
1604793600,2020-11-08 00:00:00,ETH/TRY,4191.37,4281.4,4140.15,4178.32,639167.18,152.88
1604707200,2020-11-07 00:00:00,ETH/TRY,3822.8,4281.4,3757.94,4191.37,610448.04,151.11
1604620800,2020-11-06 00:00:00,ETH/TRY,3513.97,4000.0,3500.0,3822.8,571776.76,152.44
1604534400,2020-11-05 00:00:00,ETH/TRY,3745.43,3849.99,3352.4,3513.97,556976.9,151.03
1604448000,2020-11-04 00:00:00,ETH/TRY,3484.01,3759.61,3386.84,3745.43,554033.24,156.25
1604361600,2020-11-03 00:00:00,ETH/TRY,3627.97,3640.0,3385.63,3484.01,582841.84,167.08
1604275200,2020-11-02 00:00:00,ETH/TRY,3659.92,3680.15,3277.63,3627.97,608779.72,173.54
1604188800,2020-11-01 00:00:00,ETH/TRY,3536.37,3721.83,3280.0,3659.92,602624.99,171.24
1604102400,2020-10-31 00:00:00,ETH/TRY,3495.08,3677.79,3388.58,3536.37,595855.2,168.18
1604016000,2020-10-30 00:00:00,ETH/TRY,3642.83,3849.99,3301.66,3495.08,616982.09,172.2
1603929600,2020-10-29 00:00:00,ETH/TRY,3666.85,3737.7,3450.0,3642.83,468969.73,129.17
1603843200,2020-10-28 00:00:00,ETH/TRY,3770.12,3848.81,3477.0,3666.85,577433.27,156.01
1603756800,2020-10-27 00:00:00,ETH/TRY,3807.3,3849.3,3626.9,3770.12,666990.75,177.93
1603670400,2020-10-26 00:00:00,ETH/TRY,3824.42,3929.41,3634.63,3807.3,645819.96,172.2
1603584000,2020-10-25 00:00:00,ETH/TRY,3733.24,3841.94,3551.84,3824.42,672204.16,181.2
1603497600,2020-10-24 00:00:00,ETH/TRY,3702.32,3999.0,3439.77,3733.24,553982.45,149.77
1603411200,2020-10-23 00:00:00,ETH/TRY,3598.09,3900.0,3330.33,3702.32,409577.5,112.46
1603324800,2020-10-22 00:00:00,ETH/TRY,3327.44,3728.41,3263.48,3598.09,245874.72,71.4
1603238400,2020-10-21 00:00:00,ETH/TRY,3359.62,3467.99,3178.81,3327.44,240542.83,72.55
1603152000,2020-10-20 00:00:00,ETH/TRY,3302.37,3392.88,3165.48,3359.62,236814.54,72.33
1603065600,2020-10-19 00:00:00,ETH/TRY,3357.69,3435.67,3150.08,3302.37,236030.84,71.55
1602979200,2020-10-18 00:00:00,ETH/TRY,3313.7,3436.05,3120.39,3357.69,236223.28,71.67
1602892800,2020-10-17 00:00:00,ETH/TRY,3400.0,3429.11,3046.53,3313.7,203843.96,62.94
1602806400,2020-10-16 00:00:00,ETH/TRY,3200.0,3400.0,3200.0,3400.0,17.0,0.005
1602720000,2020-10-15 00:00:00,ETH/TRY,3200.0,3200.0,3200.0,3200.0,0.0,0.0
1602633600,2020-10-14 00:00:00,ETH/TRY,3200.0,3200.0,3200.0,3200.0,0.0,0.0
1602547200,2020-10-13 00:00:00,ETH/TRY,3200.0,3200.0,3200.0,3200.0,0.0,0.0
1602460800,2020-10-12 00:00:00,ETH/TRY,3200.0,3200.0,3200.0,3200.0,0.0,0.0
1602374400,2020-10-11 00:00:00,ETH/TRY,3200,3200,3200,3200,0,0.0
1602288000,2020-10-10 00:00:00,ETH/TRY,3023,3200,3023,3200,219.77,0.07211
1602201600,2020-10-09 00:00:00,ETH/TRY,2999,3023,2997.77,3023,36.63,0.0122
1602115200,2020-10-08 00:00:00,ETH/TRY,2999,2999,2999.0,2999,0.0,0.0
1602028800,2020-10-07 00:00:00,ETH/TRY,2999,2999,2999.0,2999,0.0,0.0
1601942400,2020-10-06 00:00:00,ETH/TRY,3023.99,3024.0,2999.0,2999.0,1052.29,0.3485
1601856000,2020-10-05 00:00:00,ETH/TRY,3023.99,3023.99,3023.99,3023.99,243.17,0.08041
1601769600,2020-10-04 00:00:00,ETH/TRY,3199.99,4249.45,820.01,3023.99,3949.91,1.878
1601683200,2020-10-03 00:00:00,ETH/TRY,3199.99,3199.99,3199.99,3199.99,0.0,0.0
1601596800,2020-10-02 00:00:00,ETH/TRY,3199.99,3199.99,3000.0,3199.99,658.8,0.2065
1601510400,2020-10-01 00:00:00,ETH/TRY,3186.0,3199.99,3186.0,3199.99,2489.47,0.778
1601424000,2020-09-30 00:00:00,ETH/TRY,3186.0,3186.0,3186.0,3186.0,0.0,0.0
1601337600,2020-09-29 00:00:00,ETH/TRY,3000.0,3186.0,3000.0,3186.0,99.82,0.03133
1601251200,2020-09-28 00:00:00,ETH/TRY,3186.99,3186.99,3000.0,3000.0,411.55,0.1295
1601164800,2020-09-27 00:00:00,ETH/TRY,2752.82,3187.0,2600.03,3186.99,4679.56,1.645
1601078400,2020-09-26 00:00:00,ETH/TRY,2752.82,2752.82,2752.82,2752.82,0.0,0.0
1600992000,2020-09-25 00:00:00,ETH/TRY,2752.82,2752.82,2752.82,2752.82,0.0,0.0
1600905600,2020-09-24 00:00:00,ETH/TRY,2752.82,2752.82,2752.82,2752.82,0.0,0.0
1600819200,2020-09-23 00:00:00,ETH/TRY,2752.82,2752.82,2752.82,2752.82,0.0,0.0
1600732800,2020-09-22 00:00:00,ETH/TRY,2752.82,2752.82,2752.82,2752.82,0.0,0.0
1600646400,2020-09-21 00:00:00,ETH/TRY,3156.2,3156.2,2752.82,2752.82,667.57,0.2418
1600560000,2020-09-20 00:00:00,ETH/TRY,3156.2,3156.2,3156.2,3156.2,0.0,0.0
1600473600,2020-09-19 00:00:00,ETH/TRY,3156.2,3156.2,3156.2,3156.2,0.0,0.0
1600387200,2020-09-18 00:00:00,ETH/TRY,3156.2,3156.2,3156.2,3156.2,0.0,0.0
1600300800,2020-09-17 00:00:00,ETH/TRY,3199.99,3200.0,3150.0,3156.2,53.36,0.01684
1600214400,2020-09-16 00:00:00,ETH/TRY,3199.99,3199.99,2579.0,3199.99,2166.09,0.6788
1600128000,2020-09-15 00:00:00,ETH/TRY,3150.0,3199.99,3150.0,3199.99,1041.62,0.3255
1600041600,2020-09-14 00:00:00,ETH/TRY,3150.0,3150.0,3150.0,3150.0,0.0,0.0
1599955200,2020-09-13 00:00:00,ETH/TRY,3150.0,3150.0,3150.0,3150.0,0.0,0.0
1599868800,2020-09-12 00:00:00,ETH/TRY,3149.99,3150.0,3149.99,3150.0,959.42,0.3046
1599782400,2020-09-11 00:00:00,ETH/TRY,4499.99,4499.99,2830.0,3149.99,156.02,0.05194
1599696000,2020-09-10 00:00:00,ETH/TRY,4499.99,4499.99,4499.99,4499.99,0.0,0.0
1599609600,2020-09-09 00:00:00,ETH/TRY,3174.0,4798.95,2534.77,4499.99,54460.25,16.57
1599523200,2020-09-08 00:00:00,ETH/TRY,3174.0,3174.0,3174.0,3174.0,0.0,0.0
1599436800,2020-09-07 00:00:00,ETH/TRY,3174.0,3174.0,3174.0,3174.0,0.0,0.0
1599350400,2020-09-06 00:00:00,ETH/TRY,3174.0,3174.0,3174.0,3174.0,0.0,0.0
1599264000,2020-09-05 00:00:00,ETH/TRY,3174.0,3174.0,3174.0,3174.0,0.0,0.0
1599177600,2020-09-04 00:00:00,ETH/TRY,3400.0,3400.0,3174.0,3174.0,223.28,0.06886
1599091200,2020-09-03 00:00:00,ETH/TRY,3700.0,3700.0,3400.0,3400.0,72.14,0.02122
1599004800,2020-09-02 00:00:00,ETH/TRY,3700.0,3700.0,3700.0,3700.0,0.0,0.0
1598918400,2020-09-01 00:00:00,ETH/TRY,4889.58,4889.58,3665.03,3700.0,172.19,0.04666
1598832000,2020-08-31 00:00:00,ETH/TRY,4889.58,4889.58,4889.58,4889.58,0.0,0.0
1598745600,2020-08-30 00:00:00,ETH/TRY,3100.0,4889.58,3100.0,4889.58,183.74,0.0546
1598659200,2020-08-29 00:00:00,ETH/TRY,3100.0,3100.0,3100.0,3100.0,33.87,0.01093
1598572800,2020-08-28 00:00:00,ETH/TRY,3100.0,3100.0,3100.0,3100.0,0.0,0.0
1598486400,2020-08-27 00:00:00,ETH/TRY,3002.31,4889.0,3002.31,3100.0,324.56,0.07355
1598400000,2020-08-26 00:00:00,ETH/TRY,4890.0,4890.0,3001.46,3002.31,8837.37,2.403
1598313600,2020-08-25 00:00:00,ETH/TRY,3999.99,4890.0,3428.0,4890.0,552.78,0.1309
1598227200,2020-08-24 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1598140800,2020-08-23 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1598054400,2020-08-22 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1597968000,2020-08-21 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1597881600,2020-08-20 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1597795200,2020-08-19 00:00:00,ETH/TRY,3999.99,3999.99,3999.99,3999.99,0.0,0.0
1597708800,2020-08-18 00:00:00,ETH/TRY,3498.0,3999.99,3399.32,3999.99,1186.24,0.3307
1597622400,2020-08-17 00:00:00,ETH/TRY,3500.0,3500.0,3498.0,3498.0,97.0,0.02773
1597536000,2020-08-16 00:00:00,ETH/TRY,3500.0,3500.0,3500.0,3500.0,0.0,0.0
1597449600,2020-08-15 00:00:00,ETH/TRY,3500.0,3500.0,3500.0,3500.0,0.0,0.0
1597363200,2020-08-14 00:00:00,ETH/TRY,3200.0,3500.0,3200.0,3500.0,32.95,0.009416
1597276800,2020-08-13 00:00:00,ETH/TRY,3154.99,3200.0,3154.99,3200.0,47.78,0.015
1597190400,2020-08-12 00:00:00,ETH/TRY,3154.99,3154.99,3154.99,3154.99,0.0,0.0
1597104000,2020-08-11 00:00:00,ETH/TRY,3095.0,3154.99,2700.48,3154.99,156.22,0.05266
1597017600,2020-08-10 00:00:00,ETH/TRY,3100.0,3100.0,3000.0,3095.0,74.57,0.02454
1596931200,2020-08-09 00:00:00,ETH/TRY,2937.59,3100.0,2792.45,3100.0,77.56,0.02587
1596844800,2020-08-08 00:00:00,ETH/TRY,2752.76,2937.59,2752.76,2937.59,55.04,0.019
1596758400,2020-08-07 00:00:00,ETH/TRY,2518.52,3021.64,2518.52,2752.76,70.74,0.025
1596672000,2020-08-06 00:00:00,ETH/TRY,2976.82,3154.99,2518.52,2518.52,1451.36,0.4876
1596585600,2020-08-05 00:00:00,ETH/TRY,3154.99,3154.99,2772.65,2976.82,5448.41,1.846
1596499200,2020-08-04 00:00:00,ETH/TRY,2946.78,3154.99,2567.27,3154.99,9935.31,3.429
1596412800,2020-08-03 00:00:00,ETH/TRY,2932.39,2946.78,2577.79,2946.78,48804.6,17.5
1596326400,2020-08-02 00:00:00,ETH/TRY,2517.4,2979.99,2517.4,2932.39,58968.47,21.93
1596240000,2020-08-01 00:00:00,ETH/TRY,2460.0,2787.33,2350.56,2517.4,50966.03,20.3
1596153600,2020-07-31 00:00:00,ETH/TRY,2357.44,2990.0,2300.08,2460.0,110190.69,46.12
1596067200,2020-07-30 00:00:00,ETH/TRY,2325.08,2450.0,2155.0,2357.44,220771.88,95.72
1595980800,2020-07-29 00:00:00,ETH/TRY,2236.52,2499.99,2170.0,2325.08,221491.71,96.28
1595894400,2020-07-28 00:00:00,ETH/TRY,2279.56,2465.32,2155.0,2236.52,215467.04,95.89
1595808000,2020-07-27 00:00:00,ETH/TRY,2119.51,2349.99,2089.73,2279.56,212983.2,95.94
1595721600,2020-07-26 00:00:00,ETH/TRY,2118.83,2499.99,1944.63,2119.51,208987.03,96.81
1595635200,2020-07-25 00:00:00,ETH/TRY,1961.68,2495.0,1842.74,2118.83,188403.77,94.42
1595548800,2020-07-24 00:00:00,ETH/TRY,1898.41,1990.0,1820.44,1961.68,175680.28,91.72
1595462400,2020-07-23 00:00:00,ETH/TRY,1723.38,1989.99,1693.56,1898.41,164401.99,89.67
1595376000,2020-07-22 00:00:00,ETH/TRY,1698.09,1900.0,1641.88,1723.38,155224.21,91.42
1595289600,2020-07-21 00:00:00,ETH/TRY,1723.28,1751.81,1630.26,1698.09,157130.25,92.84
1595203200,2020-07-20 00:00:00,ETH/TRY,1640.29,1787.37,1610.01,1723.28,146723.92,86.45
1595116800,2020-07-19 00:00:00,ETH/TRY,1620.96,1879.99,1456.29,1640.29,132653.36,81.3
1595030400,2020-07-18 00:00:00,ETH/TRY,1672.45,1910.0,900.0,1620.96,131824.26,82.05
1594944000,2020-07-17 00:00:00,ETH/TRY,1623.07,1932.0,1397.0,1672.45,121671.84,74.39
1594857600,2020-07-16 00:00:00,ETH/TRY,1688.46,1694.0,1397.12,1623.07,118988.72,73.45
1594771200,2020-07-15 00:00:00,ETH/TRY,1684.35,1694.0,1669.12,1688.46,131130.99,77.92
1594684800,2020-07-14 00:00:00,ETH/TRY,1698.37,1786.26,1665.0,1684.35,144591.78,85.27
1594598400,2020-07-13 00:00:00,ETH/TRY,1681.86,1720.0,1665.82,1698.37,152223.42,89.74
1594512000,2020-07-12 00:00:00,ETH/TRY,1695.35,1704.0,1651.0,1681.86,154736.63,92.11
1594425600,2020-07-11 00:00:00,ETH/TRY,1621.13,1708.81,1618.74,1695.35,162883.82,97.37
1594339200,2020-07-10 00:00:00,ETH/TRY,1719.61,1752.81,1592.6,1621.13,163165.11,97.72
1594252800,2020-07-09 00:00:00,ETH/TRY,1774.47,1799.99,1634.01,1719.61,169127.13,97.44
1594166400,2020-07-08 00:00:00,ETH/TRY,1720.78,1789.96,1598.41,1774.47,163842.96,96.8
1594080000,2020-07-07 00:00:00,ETH/TRY,1672.83,1723.26,1594.18,1720.78,160335.73,96.76
1593993600,2020-07-06 00:00:00,ETH/TRY,1577.5,1724.99,1564.08,1672.83,157235.99,97.03
1593907200,2020-07-05 00:00:00,ETH/TRY,1584.52,1605.35,1563.78,1577.5,153039.07,96.59
1593820800,2020-07-04 00:00:00,ETH/TRY,1585.46,1620.0,1555.08,1584.52,153571.98,97.2
1593734400,2020-07-03 00:00:00,ETH/TRY,1627.48,1627.48,1541.91,1585.46,85564.11,54.33
1593648000,2020-07-02 00:00:00,ETH/TRY,1600.0,1650.52,1528.15,1627.48,14446.97,9.082
1593561600,2020-07-01 00:00:00,ETH/TRY,1599.99,1600.0,1514.66,1600.0,25913.29,16.66
1593475200,2020-06-30 00:00:00,ETH/TRY,1580.0,1600.0,1467.23,1599.99,28588.58,18.42
1593388800,2020-06-29 00:00:00,ETH/TRY,1468.61,1659.99,1448.59,1580.0,10624.61,6.871
1593302400,2020-06-28 00:00:00,ETH/TRY,1616.3,1670.0,1403.0,1468.61,37504.57,23.38
1593216000,2020-06-27 00:00:00,ETH/TRY,1698.4,1698.4,1574.73,1616.3,16391.76,10.08
1593129600,2020-06-26 00:00:00,ETH/TRY,1661.87,1711.81,1585.3,1698.4,22339.09,13.55
1593043200,2020-06-25 00:00:00,ETH/TRY,1685.97,1713.54,1621.69,1661.87,17195.37,10.32
1592956800,2020-06-24 00:00:00,ETH/TRY,1684.9,1730.37,1626.64,1685.97,12744.44,7.574
1592870400,2020-06-23 00:00:00,ETH/TRY,1700.0,1728.56,1628.75,1684.9,11574.91,6.891
1592784000,2020-06-22 00:00:00,ETH/TRY,1608.6,1700.0,1608.29,1700.0,7526.56,4.577
1592697600,2020-06-21 00:00:00,ETH/TRY,1649.51,1668.46,1590.66,1608.6,7914.72,4.859
1592611200,2020-06-20 00:00:00,ETH/TRY,1652.58,1672.7,1620.05,1649.51,12571.69,7.639
1592524800,2020-06-19 00:00:00,ETH/TRY,1622.82,1655.25,1612.81,1652.58,30487.98,18.63
1592438400,2020-06-18 00:00:00,ETH/TRY,1660.0,1660.0,1617.68,1622.82,92850.35,56.72
1592352000,2020-06-17 00:00:00,ETH/TRY,1639.85,1660.0,1612.81,1660.0,77089.51,47.08
1592265600,2020-06-16 00:00:00,ETH/TRY,1604.87,1655.66,1496.95,1639.85,67989.52,42.48
1592179200,2020-06-15 00:00:00,ETH/TRY,1680.9,1794.58,1477.46,1604.87,123618.57,75.38
1592092800,2020-06-14 00:00:00,ETH/TRY,1690.88,1747.25,1607.89,1680.9,106370.89,63.12
1592006400,2020-06-13 00:00:00,ETH/TRY,1714.47,1749.6,1607.97,1690.88,158880.73,94.31
1591920000,2020-06-12 00:00:00,ETH/TRY,1696.53,1781.67,1599.09,1714.47,163302.46,96.06
1591833600,2020-06-11 00:00:00,ETH/TRY,1685.08,1782.64,1676.19,1696.53,166080.1,96.07
1591747200,2020-06-10 00:00:00,ETH/TRY,1676.96,1783.16,1643.87,1685.08,166100.25,97.3
1591660800,2020-06-09 00:00:00,ETH/TRY,1665.63,1776.99,1611.79,1676.96,162324.16,96.52
1591574400,2020-06-08 00:00:00,ETH/TRY,1707.87,1782.99,1618.07,1665.63,153858.12,90.21
1591488000,2020-06-07 00:00:00,ETH/TRY,1731.34,1799.95,1603.63,1707.87,162839.63,96.63
1591401600,2020-06-06 00:00:00,ETH/TRY,1681.65,1777.78,1610.95,1731.34,163821.65,96.5
1591315200,2020-06-05 00:00:00,ETH/TRY,1694.52,1798.0,1611.51,1681.65,118969.92,70.04
1591228800,2020-06-04 00:00:00,ETH/TRY,1777.53,1779.71,1613.35,1694.52,154842.6,90.95
1591142400,2020-06-03 00:00:00,ETH/TRY,1649.69,1780.79,1611.61,1777.53,111005.12,65.21
1591056000,2020-06-02 00:00:00,ETH/TRY,1649.69,1649.69,1649.69,1649.69,0.0,0.0
1590969600,2020-06-01 00:00:00,ETH/TRY,1642.93,1778.63,1600.82,1649.69,82404.38,49.06
1590883200,2020-05-31 00:00:00,ETH/TRY,1653.91,1778.76,1590.06,1642.93,161444.68,96.49
1590796800,2020-05-30 00:00:00,ETH/TRY,1466.26,1800.0,1459.61,1653.91,92021.89,58.19
1590710400,2020-05-29 00:00:00,ETH/TRY,1501.93,1633.0,1453.72,1466.26,145672.72,95.76
1590624000,2020-05-28 00:00:00,ETH/TRY,1482.17,1553.0,1421.13,1501.93,140442.2,95.81
1590537600,2020-05-27 00:00:00,ETH/TRY,1425.26,1494.65,1407.42,1482.17,140565.74,96.77
1590451200,2020-05-26 00:00:00,ETH/TRY,1506.63,1535.63,1380.0,1425.26,141925.15,96.46
1590364800,2020-05-25 00:00:00,ETH/TRY,1457.12,1550.0,1407.05,1506.63,142767.11,96.22
1590278400,2020-05-24 00:00:00,ETH/TRY,1503.48,1559.76,1420.5,1457.12,143278.54,96.35
1590192000,2020-05-23 00:00:00,ETH/TRY,1503.44,1560.19,1407.0,1503.48,142428.17,95.43
1590105600,2020-05-22 00:00:00,ETH/TRY,1407.42,1560.71,1404.6,1503.44,141445.61,95.86
1590019200,2020-05-21 00:00:00,ETH/TRY,1563.94,1599.97,1400.0,1407.42,142294.25,95.04
1589932800,2020-05-20 00:00:00,ETH/TRY,1493.86,1574.89,1458.11,1563.94,146927.55,96.91
1589846400,2020-05-19 00:00:00,ETH/TRY,1480.77,1575.59,1457.13,1493.86,141009.94,93.07
1589760000,2020-05-18 00:00:00,ETH/TRY,1423.71,1587.0,1414.35,1480.77,143459.43,95.7
1589673600,2020-05-17 00:00:00,ETH/TRY,1510.45,1539.71,1413.13,1423.71,140990.21,95.69
1589587200,2020-05-16 00:00:00,ETH/TRY,1416.49,1520.5,1412.32,1510.45,140281.83,95.84
1589500800,2020-05-15 00:00:00,ETH/TRY,1467.28,1507.93,1400.0,1416.49,140903.33,96.65
1589414400,2020-05-14 00:00:00,ETH/TRY,1422.91,1520.46,1405.96,1467.28,138013.36,95.65
1589328000,2020-05-13 00:00:00,ETH/TRY,1485.87,1514.66,1400.0,1422.91,139096.09,95.4
1589241600,2020-05-12 00:00:00,ETH/TRY,1456.73,1525.0,1376.16,1485.87,137970.52,94.96
1589155200,2020-05-11 00:00:00,ETH/TRY,1452.51,1529.21,1360.03,1456.73,137940.87,94.77
1589068800,2020-05-10 00:00:00,ETH/TRY,1476.69,1577.47,1410.09,1452.51,159493.95,107.56
1588982400,2020-05-09 00:00:00,ETH/TRY,1485.84,1599.97,1437.0,1476.69,145102.13,95.1
1588896000,2020-05-08 00:00:00,ETH/TRY,1530.95,1599.97,1436.07,1485.84,144451.0,95.45
1588809600,2020-05-07 00:00:00,ETH/TRY,1490.41,1539.76,1420.0,1530.95,132208.58,88.69
1588723200,2020-05-06 00:00:00,ETH/TRY,1468.12,1526.09,1420.0,1490.41,140436.44,95.02
