https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SWFTC,Volume USDT
1663459200,2022-09-18 00:00:00,SWFTC/USDT,0.001646,0.001646,0.001605,0.001616,1404719.7503,2268.6024159957
1663372800,2022-09-17 00:00:00,SWFTC/USDT,0.001655,0.00169,0.001584,0.001646,33517274.334,55035.1725274156
1663286400,2022-09-16 00:00:00,SWFTC/USDT,0.002148,0.002346,0.001573,0.001655,147088476.12492137,278483.5805281493417
1663200000,2022-09-15 00:00:00,SWFTC/USDT,0.001569,0.002148,0.001547,0.002148,218995133.6068,397388.78909330841062
1663113600,2022-09-14 00:00:00,SWFTC/USDT,0.001497,0.001609,0.00148,0.001561,18392025.1929,28639.9401688117
1663027200,2022-09-13 00:00:00,SWFTC/USDT,0.001625,0.001669,0.001466,0.001506,16100209.7443,24979.5700463952
1662940800,2022-09-12 00:00:00,SWFTC/USDT,0.001566,0.001682,0.001521,0.001626,50293516.6699,80703.3497788281
1662854400,2022-09-11 00:00:00,SWFTC/USDT,0.001526,0.00158,0.001501,0.001561,13479529.0206,20812.5219244938
1662768000,2022-09-10 00:00:00,SWFTC/USDT,0.001553,0.00158,0.001382,0.001521,20184619.7132,30506.4554478449
1662681600,2022-09-09 00:00:00,SWFTC/USDT,0.001474,0.001594,0.00136,0.001555,22293946.0618,32983.8545564378
1662595200,2022-09-08 00:00:00,SWFTC/USDT,0.001537,0.001539,0.001388,0.001466,28361394.3047,41393.5257893515
1662508800,2022-09-07 00:00:00,SWFTC/USDT,0.001616,0.001616,0.001442,0.001538,32807910.1202,49054.1990359692
1662422400,2022-09-06 00:00:00,SWFTC/USDT,0.001534,0.00165,0.001466,0.00161,25392096.3692,38892.4400676603
1662336000,2022-09-05 00:00:00,SWFTC/USDT,0.001562,0.001564,0.001505,0.001533,10865921.9908,16628.2946510453
1662249600,2022-09-04 00:00:00,SWFTC/USDT,0.001681,0.001681,0.001514,0.001563,24513545.702,38915.0887645814
1662163200,2022-09-03 00:00:00,SWFTC/USDT,0.001578,0.001998,0.001568,0.001683,132955579.2979871,236270.20150692923978
1662076800,2022-09-02 00:00:00,SWFTC/USDT,0.00152,0.001595,0.001444,0.001585,10793293.2437,16116.483922841
1661990400,2022-09-01 00:00:00,SWFTC/USDT,0.001502,0.001544,0.001467,0.001524,7674271.1128,11455.6822175898
