https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ARPA,Volume USDT
1663459200,2022-09-18 00:00:00,ARPA/USDT,0.035924,0.035924,0.035692,0.035692,55797.38714381,1996.04374841203044
1663372800,2022-09-17 00:00:00,ARPA/USDT,0.035224,0.03596,0.035224,0.035916,1480785.62808378,53036.02595128665251
1663286400,2022-09-16 00:00:00,ARPA/USDT,0.035598,0.036581,0.034395,0.035203,2355704.90615341,82381.25281775667212
1663200000,2022-09-15 00:00:00,ARPA/USDT,0.036624,0.036624,0.035134,0.035419,1098035.4888685,39572.36430832936955
1663113600,2022-09-14 00:00:00,ARPA/USDT,0.035925,0.037114,0.035535,0.036666,933934.18034772,33891.80800430254382
1663027200,2022-09-13 00:00:00,ARPA/USDT,0.03947,0.039634,0.03596,0.035997,808321.03099671,30370.83016594483883
1662940800,2022-09-12 00:00:00,ARPA/USDT,0.039001,0.040223,0.038399,0.039637,761676.87983415,30180.71734087684467
1662854400,2022-09-11 00:00:00,ARPA/USDT,0.039386,0.040081,0.0385,0.039268,373166.77226736,14666.28839854684419
1662768000,2022-09-10 00:00:00,ARPA/USDT,0.039352,0.039865,0.038704,0.039212,1891605.2050897,74186.63190601201523
1662681600,2022-09-09 00:00:00,ARPA/USDT,0.038259,0.040817,0.038259,0.039256,2212135.87887252,86618.13254780082794
1662595200,2022-09-08 00:00:00,ARPA/USDT,0.038625,0.038969,0.037192,0.038247,982588.98738379,37476.32496304670324
1662508800,2022-09-07 00:00:00,ARPA/USDT,0.034909,0.040147,0.03458,0.038538,2339114.26435077,89600.25642766884602
1662422400,2022-09-06 00:00:00,ARPA/USDT,0.036701,0.038278,0.034687,0.034893,611658.93009547,22543.39868619005154
1662336000,2022-09-05 00:00:00,ARPA/USDT,0.036504,0.03691,0.035654,0.036822,259013.68983786,9338.60517831768767
1662249600,2022-09-04 00:00:00,ARPA/USDT,0.035538,0.037634,0.035518,0.036582,649818.84607881,23820.41453299812849
1662163200,2022-09-03 00:00:00,ARPA/USDT,0.0352,0.035601,0.034853,0.035538,99349.66086072,3511.01290840116912
1662076800,2022-09-02 00:00:00,ARPA/USDT,0.035302,0.03596,0.034884,0.035067,633933.81719731,22386.43278036654878
1661990400,2022-09-01 00:00:00,ARPA/USDT,0.035187,0.035442,0.034201,0.035232,969386.54662456,33660.81098810573873
1661904000,2022-08-31 00:00:00,ARPA/USDT,0.035437,0.036329,0.034958,0.035074,440385.67011064,15738.54454192403405
1661817600,2022-08-30 00:00:00,ARPA/USDT,0.036552,0.037041,0.034705,0.035437,309052.54025811,11102.26836926200269
1661731200,2022-08-29 00:00:00,ARPA/USDT,0.034677,0.036625,0.034206,0.036523,492003.00841706,17551.03674394934866
1661644800,2022-08-28 00:00:00,ARPA/USDT,0.034789,0.036147,0.03444,0.034519,591340.38029482,20934.37475096718112
1661558400,2022-08-27 00:00:00,ARPA/USDT,0.035788,0.03612,0.034427,0.034714,715682.26885041,25010.73655293668119
1661472000,2022-08-26 00:00:00,ARPA/USDT,0.038849,0.039277,0.035479,0.035794,971964.4695604,36351.60569458850493
1661385600,2022-08-25 00:00:00,ARPA/USDT,0.038032,0.04064,0.038032,0.038898,2010834.91460436,78426.06016044741937
1661299200,2022-08-24 00:00:00,ARPA/USDT,0.038318,0.039069,0.03732,0.037857,1236344.11257238,47088.92506370191584
1661212800,2022-08-23 00:00:00,ARPA/USDT,0.037207,0.039113,0.036644,0.038298,2290163.24827079,87396.64003006906334
1661126400,2022-08-22 00:00:00,ARPA/USDT,0.037989,0.038551,0.035839,0.037207,1516315.09850533,55868.26132558773366
1661040000,2022-08-21 00:00:00,ARPA/USDT,0.039249,0.039485,0.036911,0.037738,4659822.06607043,177389.65662517194218
1660953600,2022-08-20 00:00:00,ARPA/USDT,0.034943,0.051927,0.0347,0.039542,19244301.54313987,783404.58694350479259
1660867200,2022-08-19 00:00:00,ARPA/USDT,0.038738,0.038765,0.034092,0.034653,1270903.74651977,45578.82193248478671
1660780800,2022-08-18 00:00:00,ARPA/USDT,0.043699,0.044322,0.038483,0.038705,3477251.24031414,144262.50616286031417
1660694400,2022-08-17 00:00:00,ARPA/USDT,0.04286,0.05267,0.04056,0.043941,12542638.94457383,592612.02640734969363
1660608000,2022-08-16 00:00:00,ARPA/USDT,0.0426,0.043089,0.041686,0.042557,352001.37242209,14925.85329421802997
1660521600,2022-08-15 00:00:00,ARPA/USDT,0.042774,0.043836,0.041615,0.042588,1775226.3936939,75435.61214059530335
1660435200,2022-08-14 00:00:00,ARPA/USDT,0.044118,0.04551,0.042547,0.042801,788936.77435336,34854.57981083212172
1660348800,2022-08-13 00:00:00,ARPA/USDT,0.044436,0.045239,0.043882,0.044203,504062.74352658,22385.10271237122734
1660262400,2022-08-12 00:00:00,ARPA/USDT,0.043912,0.0446,0.04274,0.044565,572559.93177147,25149.4369301085963
1660176000,2022-08-11 00:00:00,ARPA/USDT,0.044098,0.044906,0.043584,0.044004,812385.45267519,36058.70319410074846
1660089600,2022-08-10 00:00:00,ARPA/USDT,0.042775,0.04493,0.041726,0.044173,1320904.05409347,58144.85183113270652
1660003200,2022-08-09 00:00:00,ARPA/USDT,0.045227,0.047745,0.041287,0.042722,1537028.27082214,68459.97984896436317
1659916800,2022-08-08 00:00:00,ARPA/USDT,0.044,0.04784,0.04393,0.045451,2826391.87458961,129831.90674726206604
1659830400,2022-08-07 00:00:00,ARPA/USDT,0.044393,0.044921,0.042732,0.044093,861139.1703333,37921.04315082979275
1659744000,2022-08-06 00:00:00,ARPA/USDT,0.045081,0.045133,0.043975,0.044403,991577.06855726,44240.25767768200916
1659657600,2022-08-05 00:00:00,ARPA/USDT,0.042303,0.046354,0.042092,0.045056,2024888.05560843,90364.09652734785425
1659571200,2022-08-04 00:00:00,ARPA/USDT,0.041225,0.043432,0.041225,0.042151,2004603.75690908,84793.53189279046241
1659484800,2022-08-03 00:00:00,ARPA/USDT,0.039763,0.044582,0.03872,0.041224,2218556.41417119,94816.63261471605207
1659398400,2022-08-02 00:00:00,ARPA/USDT,0.041318,0.041561,0.038224,0.03947,1080734.20939516,42741.51098720559638
1659312000,2022-08-01 00:00:00,ARPA/USDT,0.038724,0.043523,0.038571,0.041398,2861874.48610167,118677.83292793831303
1659225600,2022-07-31 00:00:00,ARPA/USDT,0.038384,0.04085,0.03826,0.038551,1587042.03356359,63032.07794505687264
1659139200,2022-07-30 00:00:00,ARPA/USDT,0.038917,0.041325,0.038191,0.038524,2356614.83143717,94339.43742631290106
1659052800,2022-07-29 00:00:00,ARPA/USDT,0.038532,0.040236,0.037621,0.038761,2390478.21779123,93371.20222382481512
1658966400,2022-07-28 00:00:00,ARPA/USDT,0.0357,0.04148,0.034952,0.038572,2894274.55230285,110596.23197166116603
1658880000,2022-07-27 00:00:00,ARPA/USDT,0.033164,0.035663,0.032707,0.035663,926562.27401017,31184.78281202490831
1658793600,2022-07-26 00:00:00,ARPA/USDT,0.033665,0.033665,0.031617,0.033164,520746.63836413,16996.07216628322246
1658707200,2022-07-25 00:00:00,ARPA/USDT,0.035871,0.038089,0.033662,0.033754,1643788.45186844,58825.38753939319503
1658620800,2022-07-24 00:00:00,ARPA/USDT,0.036377,0.036761,0.035758,0.035767,421013.85710878,15297.15122371513513
1658534400,2022-07-23 00:00:00,ARPA/USDT,0.036061,0.036921,0.035219,0.036082,429934.35718975,15500.12559768661541
1658448000,2022-07-22 00:00:00,ARPA/USDT,0.036981,0.037687,0.035409,0.036059,816931.86707007,30022.72615793750774
1658361600,2022-07-21 00:00:00,ARPA/USDT,0.03733,0.037731,0.034894,0.037022,913332.66039123,33179.74121799655949
1658275200,2022-07-20 00:00:00,ARPA/USDT,0.039929,0.041294,0.036669,0.037155,1640532.57029208,65291.89114426293712
1658188800,2022-07-19 00:00:00,ARPA/USDT,0.038921,0.0405,0.03815,0.039776,3136714.06631884,124413.97018861186804
1658102400,2022-07-18 00:00:00,ARPA/USDT,0.036266,0.039745,0.036192,0.039132,1393509.27077702,53401.26259472219021
1658016000,2022-07-17 00:00:00,ARPA/USDT,0.036975,0.037919,0.036118,0.03624,2128668.18610273,78498.64439719849728
1657929600,2022-07-16 00:00:00,ARPA/USDT,0.036007,0.037255,0.035481,0.036745,1247610.78509181,45489.78889175939773
1657843200,2022-07-15 00:00:00,ARPA/USDT,0.036161,0.0375,0.035472,0.035957,1085732.27205977,39682.35777989052314
1657756800,2022-07-14 00:00:00,ARPA/USDT,0.036049,0.036925,0.034789,0.036198,747944.84222547,26937.9616935163782
1657670400,2022-07-13 00:00:00,ARPA/USDT,0.034777,0.036043,0.033244,0.036,1011982.91035742,35016.13105993007324
1657584000,2022-07-12 00:00:00,ARPA/USDT,0.035789,0.036762,0.034905,0.034905,1019387.7441959,36261.54220977877365
1657497600,2022-07-11 00:00:00,ARPA/USDT,0.039232,0.039943,0.035539,0.035836,2102810.27114234,79368.6438158680417
1657411200,2022-07-10 00:00:00,ARPA/USDT,0.041702,0.042152,0.03878,0.039385,1507244.9275562,61827.71545695300715
1657324800,2022-07-09 00:00:00,ARPA/USDT,0.039386,0.043429,0.038512,0.041392,1966031.75304219,81026.68467293631838
1657238400,2022-07-08 00:00:00,ARPA/USDT,0.039679,0.040681,0.0382,0.039232,826217.10228077,32784.07142716461543
1657152000,2022-07-07 00:00:00,ARPA/USDT,0.037133,0.041988,0.037093,0.03955,3697226.04613315,144623.08555551429119
1657065600,2022-07-06 00:00:00,ARPA/USDT,0.036584,0.037534,0.036161,0.037203,1386200.9434993,51123.60978298811247
1656979200,2022-07-05 00:00:00,ARPA/USDT,0.038256,0.038807,0.035847,0.036293,1615832.2428939,60180.88746718143278
1656892800,2022-07-04 00:00:00,ARPA/USDT,0.037678,0.038403,0.036371,0.038223,1081368.98231697,40322.24510910243395
1656806400,2022-07-03 00:00:00,ARPA/USDT,0.037489,0.038017,0.03676,0.037588,684624.13021071,25571.56596562585402
1656720000,2022-07-02 00:00:00,ARPA/USDT,0.038641,0.039128,0.037405,0.037405,942891.55354129,36127.99345257180277
1656633600,2022-07-01 00:00:00,ARPA/USDT,0.040488,0.042899,0.038133,0.038551,1310803.30307333,52042.16310669790904
1656547200,2022-06-30 00:00:00,ARPA/USDT,0.044905,0.046108,0.038962,0.040797,2750109.65279734,115192.50878429649639
1656460800,2022-06-29 00:00:00,ARPA/USDT,0.042309,0.04849,0.041895,0.044868,9790308.96758526,444491.37927447243844
1656374400,2022-06-28 00:00:00,ARPA/USDT,0.040913,0.046179,0.040828,0.04224,9960820.39469767,434968.49733610101578
1656288000,2022-06-27 00:00:00,ARPA/USDT,0.040124,0.044069,0.040124,0.040875,3369024.47401785,140772.91989661135528
1656201600,2022-06-26 00:00:00,ARPA/USDT,0.041312,0.041988,0.038736,0.040208,2215230.03165232,89859.24790316057654
1656115200,2022-06-25 00:00:00,ARPA/USDT,0.040394,0.042313,0.038582,0.041254,7893683.86052392,313444.77644811926648
1656028800,2022-06-24 00:00:00,ARPA/USDT,0.031116,0.054712,0.031096,0.04034,52056132.68205504,2226498.03984908305385
1655942400,2022-06-23 00:00:00,ARPA/USDT,0.02763,0.032456,0.027599,0.031246,1619335.63018686,48921.183188541434
1655856000,2022-06-22 00:00:00,ARPA/USDT,0.030071,0.030203,0.027716,0.027716,5043185.46533292,146565.32830519664209
1655769600,2022-06-21 00:00:00,ARPA/USDT,0.029019,0.031289,0.028584,0.030103,6187154.2294862,186330.28733335211522
1655683200,2022-06-20 00:00:00,ARPA/USDT,0.02815,0.029323,0.026905,0.029077,6277026.63941613,180713.47875448030294
1655596800,2022-06-19 00:00:00,ARPA/USDT,0.026924,0.028684,0.025439,0.02809,1396858.74834371,38274.48079024647693
1655510400,2022-06-18 00:00:00,ARPA/USDT,0.028188,0.028402,0.024543,0.026879,1301454.3170905,34729.27135236740903
1655424000,2022-06-17 00:00:00,ARPA/USDT,0.027302,0.029256,0.027282,0.02815,722761.50574886,20548.98633517963675
1655337600,2022-06-16 00:00:00,ARPA/USDT,0.0308,0.031037,0.026924,0.027499,1026083.59389747,28830.78389356196444
1655251200,2022-06-15 00:00:00,ARPA/USDT,0.029068,0.030754,0.026604,0.030754,974644.0850721,28161.04454860688017
1655164800,2022-06-14 00:00:00,ARPA/USDT,0.029083,0.030559,0.026099,0.029152,2079633.38786201,59821.56974399548544
1655078400,2022-06-13 00:00:00,ARPA/USDT,0.0302,0.03032,0.025659,0.029174,2679205.93117837,74435.85531178315601
1654992000,2022-06-12 00:00:00,ARPA/USDT,0.03288,0.033899,0.029922,0.03,2859473.27462383,90142.49043265657141
1654905600,2022-06-11 00:00:00,ARPA/USDT,0.035377,0.036613,0.031693,0.032944,1698947.11792429,57317.21804155935761
1654819200,2022-06-10 00:00:00,ARPA/USDT,0.038386,0.038423,0.034635,0.035443,3076382.45733458,112462.05477256768174
1654732800,2022-06-09 00:00:00,ARPA/USDT,0.038258,0.042424,0.037347,0.03839,9701034.70214282,391256.03843086360999
1654646400,2022-06-08 00:00:00,ARPA/USDT,0.039074,0.042003,0.036638,0.038234,6387463.74580257,252519.07154131581436
1654560000,2022-06-07 00:00:00,ARPA/USDT,0.035039,0.04535,0.032341,0.039327,17853094.32692146,710553.41964643007402
1654473600,2022-06-06 00:00:00,ARPA/USDT,0.034214,0.036762,0.034152,0.035085,1542970.0303526,55289.26232445758911
1654387200,2022-06-05 00:00:00,ARPA/USDT,0.034741,0.034763,0.033674,0.034,556633.41979443,19124.63537163515558
1654300800,2022-06-04 00:00:00,ARPA/USDT,0.034169,0.035373,0.033342,0.034646,481109.39760671,16597.35061590032825
1654214400,2022-06-03 00:00:00,ARPA/USDT,0.035249,0.035249,0.032793,0.034296,735330.10867631,24961.52022895281301
1654128000,2022-06-02 00:00:00,ARPA/USDT,0.034163,0.035513,0.033496,0.035347,962901.39986372,32939.19673234104195
1654041600,2022-06-01 00:00:00,ARPA/USDT,0.038361,0.038361,0.033133,0.034296,2774040.10215031,100691.58960244147974
1653955200,2022-05-31 00:00:00,ARPA/USDT,0.038687,0.042464,0.0375,0.038133,12644846.90413992,498846.97796404139805
1653868800,2022-05-30 00:00:00,ARPA/USDT,0.03791,0.0408,0.0364,0.038795,10044114.72534075,385267.53471350599465
1653782400,2022-05-29 00:00:00,ARPA/USDT,0.030525,0.042166,0.030464,0.037689,18339793.52395659,665919.21965004364718
1653696000,2022-05-28 00:00:00,ARPA/USDT,0.029728,0.030833,0.029145,0.030485,1378429.29912617,41614.52456747827013
1653609600,2022-05-27 00:00:00,ARPA/USDT,0.031184,0.031459,0.028745,0.029257,2944906.61028739,88193.5235541216473
1653523200,2022-05-26 00:00:00,ARPA/USDT,0.034618,0.035102,0.030512,0.031366,3921704.35286109,128755.93976004788104
1653436800,2022-05-25 00:00:00,ARPA/USDT,0.037777,0.03811,0.033752,0.0344,9845896.16513589,351970.55671950800077
1653350400,2022-05-24 00:00:00,ARPA/USDT,0.032841,0.039429,0.032326,0.037817,9938032.84634576,363006.63933190227944
1653264000,2022-05-23 00:00:00,ARPA/USDT,0.034664,0.0365,0.0325,0.032913,2343124.91476242,82239.122918409123
1653177600,2022-05-22 00:00:00,ARPA/USDT,0.033706,0.035291,0.032922,0.034856,2356587.18255536,80547.28892509370661
1653091200,2022-05-21 00:00:00,ARPA/USDT,0.03276,0.036164,0.0318,0.033825,3213542.74177679,109778.91879778849451
1653004800,2022-05-20 00:00:00,ARPA/USDT,0.034525,0.035235,0.031483,0.032672,2214979.14182877,74046.41590212196327
1652918400,2022-05-19 00:00:00,ARPA/USDT,0.031477,0.035567,0.029545,0.034483,7428254.83174692,243002.47293942791318
1652832000,2022-05-18 00:00:00,ARPA/USDT,0.035246,0.0358,0.031264,0.031408,2519110.21317986,82591.58966544720761
1652745600,2022-05-17 00:00:00,ARPA/USDT,0.03213,0.035699,0.032062,0.035246,1661176.08602417,55916.44802662083623
1652659200,2022-05-16 00:00:00,ARPA/USDT,0.035658,0.035658,0.0312,0.03165,2520274.04114029,83006.02767644099821
1652572800,2022-05-15 00:00:00,ARPA/USDT,0.033964,0.03581,0.032268,0.035764,2687803.8055783,91757.49664876944379
1652486400,2022-05-14 00:00:00,ARPA/USDT,0.032879,0.035902,0.029995,0.033963,3744864.37732677,121446.18173712790917
1652400000,2022-05-13 00:00:00,ARPA/USDT,0.030404,0.037097,0.029595,0.032783,2181508.7462559,75083.83874141328403
1652313600,2022-05-12 00:00:00,ARPA/USDT,0.03178,0.033711,0.023937,0.030869,9081998.30540676,260798.30261015116325
1652227200,2022-05-11 00:00:00,ARPA/USDT,0.041072,0.042838,0.02819,0.031573,12975564.06946589,459266.85365002279133
1652140800,2022-05-10 00:00:00,ARPA/USDT,0.038102,0.046075,0.037204,0.041316,5153719.65869763,214084.99408047501689
1652054400,2022-05-09 00:00:00,ARPA/USDT,0.048673,0.049474,0.037524,0.038088,4186025.74333822,186375.55805748105758
1651968000,2022-05-08 00:00:00,ARPA/USDT,0.04942,0.050594,0.047301,0.048486,2089739.32288081,102681.5406245678236
1651881600,2022-05-07 00:00:00,ARPA/USDT,0.052527,0.052869,0.048346,0.049376,1570274.06396342,81372.11635442885926
1651795200,2022-05-06 00:00:00,ARPA/USDT,0.053155,0.053873,0.050869,0.052546,1500051.62395925,78244.84319872215881
1651708800,2022-05-05 00:00:00,ARPA/USDT,0.059875,0.060481,0.051348,0.053499,2396978.0458787,133218.98552049252063
1651622400,2022-05-04 00:00:00,ARPA/USDT,0.057011,0.060218,0.055673,0.059964,3934801.3781811,228104.003946945661
1651536000,2022-05-03 00:00:00,ARPA/USDT,0.052798,0.066723,0.052276,0.057069,35879476.4440845,2186560.39723461878949
1651449600,2022-05-02 00:00:00,ARPA/USDT,0.053388,0.054069,0.050857,0.053023,1876414.85224971,98487.58390419507414
1651363200,2022-05-01 00:00:00,ARPA/USDT,0.051531,0.054526,0.05011,0.053358,1758955.90601778,91907.33749249309166
1651276800,2022-04-30 00:00:00,ARPA/USDT,0.057419,0.059042,0.04837,0.051342,3761164.25869085,199263.96596930899576
1651190400,2022-04-29 00:00:00,ARPA/USDT,0.062,0.062217,0.056071,0.057528,1061391.57437211,63109.07547620340842
1651104000,2022-04-28 00:00:00,ARPA/USDT,0.062287,0.063508,0.06056,0.061953,1611069.30642929,100142.60049455435592
1651017600,2022-04-27 00:00:00,ARPA/USDT,0.060191,0.063339,0.059758,0.062383,1657089.44469561,102232.14676669240968
1650931200,2022-04-26 00:00:00,ARPA/USDT,0.065042,0.067245,0.059245,0.060057,4489022.35161933,291378.21980191299108
1650844800,2022-04-25 00:00:00,ARPA/USDT,0.06613,0.06635,0.060626,0.065042,2912401.96235725,184407.86440874966539
1650758400,2022-04-24 00:00:00,ARPA/USDT,0.067054,0.068357,0.065233,0.066175,2282768.71612221,153037.95987180592685
1650672000,2022-04-23 00:00:00,ARPA/USDT,0.06665,0.070435,0.064939,0.067004,5545937.4487447,373654.10958570638938
1650585600,2022-04-22 00:00:00,ARPA/USDT,0.065872,0.068783,0.065656,0.066507,2232917.53441388,150651.026342047194
1650499200,2022-04-21 00:00:00,ARPA/USDT,0.070514,0.072931,0.064401,0.066149,3105467.07367762,216150.75742414576993
1650412800,2022-04-20 00:00:00,ARPA/USDT,0.069533,0.072241,0.068225,0.070498,3413217.40670482,239451.2046200730019
1650326400,2022-04-19 00:00:00,ARPA/USDT,0.067276,0.070288,0.066746,0.069584,3237273.79357032,221622.02464787804432
1650240000,2022-04-18 00:00:00,ARPA/USDT,0.066196,0.067222,0.062734,0.067076,4236065.41936428,275729.85550455009831
1650153600,2022-04-17 00:00:00,ARPA/USDT,0.068076,0.069039,0.066021,0.066216,2675145.87541516,182577.7754350222918
1650067200,2022-04-16 00:00:00,ARPA/USDT,0.068159,0.068817,0.067,0.068178,1429094.56257754,97388.85372919299233
1649980800,2022-04-15 00:00:00,ARPA/USDT,0.066665,0.069529,0.066633,0.068262,2904541.20123811,197712.59020337141767
1649894400,2022-04-14 00:00:00,ARPA/USDT,0.069264,0.070436,0.06595,0.066547,3181082.06057291,217551.02178991655511
1649808000,2022-04-13 00:00:00,ARPA/USDT,0.067476,0.069965,0.065846,0.06923,1631481.75025026,111727.18793617060129
1649721600,2022-04-12 00:00:00,ARPA/USDT,0.064548,0.069389,0.063963,0.067521,3744284.44976687,251068.84161618458945
1649635200,2022-04-11 00:00:00,ARPA/USDT,0.069927,0.07085,0.063333,0.064476,6362663.18263886,426168.58784041353634
