https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EOS
1663545600000,2022-09-19 00:00:00,EOS/BTC,6.552e-05,6.6e-05,6.552e-05,6.6e-05,0.06117312152424,926.86547764
1663459200000,2022-09-18 00:00:00,EOS/BTC,7.315e-05,7.336e-05,6.358e-05,6.558e-05,8.254734058008859,125872.73647467
1663372800000,2022-09-17 00:00:00,EOS/BTC,7.185e-05,7.431e-05,7.145e-05,7.312e-05,4.19195047672532,57329.73846725
1663286400000,2022-09-16 00:00:00,EOS/BTC,7.008e-05,7.368e-05,7.004e-05,7.18e-05,8.64795254751258,120445.0215531
1663200000000,2022-09-15 00:00:00,EOS/BTC,7.287e-05,7.301e-05,6.949e-05,7.001e-05,7.296221174611655,104216.84294546
1663113600000,2022-09-14 00:00:00,EOS/BTC,7.29e-05,7.395e-05,7.138e-05,7.29e-05,7.495363990838708,102817.06434621
1663027200000,2022-09-13 00:00:00,EOS/BTC,7.412e-05,7.566e-05,7.249e-05,7.277e-05,11.348040614910275,155943.94138945
1662940800000,2022-09-12 00:00:00,EOS/BTC,7.837e-05,7.985e-05,7.365e-05,7.411e-05,5.053564009872742,68190.04196293
1662854400000,2022-09-11 00:00:00,EOS/BTC,8.08e-05,8.521e-05,7.753e-05,7.849e-05,10.967855236640625,139735.70183005
1662768000000,2022-09-10 00:00:00,EOS/BTC,7.777e-05,8.747e-05,7.649e-05,8.068e-05,17.21568461110523,213382.30802064
1662681600000,2022-09-09 00:00:00,EOS/BTC,8.303e-05,8.541e-05,7.684e-05,7.774e-05,12.003749508568289,154408.92087173
1662595200000,2022-09-08 00:00:00,EOS/BTC,8.641e-05,8.968e-05,8.251e-05,8.292e-05,14.752763564037215,177915.6242648
1662508800000,2022-09-07 00:00:00,EOS/BTC,7.422e-05,8.804e-05,7.32e-05,8.63e-05,26.405540914597506,305973.82288062
1662422400000,2022-09-06 00:00:00,EOS/BTC,7.922e-05,7.968e-05,7.344e-05,7.422e-05,7.955066800385295,107182.25276725
1662336000000,2022-09-05 00:00:00,EOS/BTC,7.473e-05,8.045e-05,7.24e-05,7.912e-05,13.24422199870673,167394.11019599
1662249600000,2022-09-04 00:00:00,EOS/BTC,7.644e-05,7.81e-05,7.434e-05,7.464e-05,6.241618891818596,83622.97550668
1662163200000,2022-09-03 00:00:00,EOS/BTC,7.755e-05,8.014e-05,7.571e-05,7.644e-05,17.76183338162186,232363.07406622
1662076800000,2022-09-02 00:00:00,EOS/BTC,7.349e-05,7.844e-05,7.347e-05,7.746e-05,27.884318920988235,359983.46141219
1661990400000,2022-09-01 00:00:00,EOS/BTC,6.858e-05,7.457e-05,6.727e-05,7.349e-05,12.153449939560556,165375.56047844
1661904000000,2022-08-31 00:00:00,EOS/BTC,7.047e-05,7.108e-05,6.798e-05,6.85e-05,8.98675250434669,131193.46721674
1661817600000,2022-08-30 00:00:00,EOS/BTC,7.37e-05,7.404e-05,6.88e-05,7.035e-05,11.325625890698763,160989.70704618
1661731200000,2022-08-29 00:00:00,EOS/BTC,7.276e-05,7.392e-05,7.161e-05,7.366e-05,6.56422886902111,89115.24394544
1661644800000,2022-08-28 00:00:00,EOS/BTC,7.687e-05,7.827e-05,7.165e-05,7.284e-05,9.163781705431656,125806.9976034
1661558400000,2022-08-27 00:00:00,EOS/BTC,7.637e-05,7.817e-05,7.359e-05,7.684e-05,12.238946785510672,159278.32880675
1661472000000,2022-08-26 00:00:00,EOS/BTC,8.025e-05,8.249e-05,7.481e-05,7.666e-05,22.498172877031823,293479.9488264
1661385600000,2022-08-25 00:00:00,EOS/BTC,8.293e-05,8.3e-05,7.689e-05,8.03e-05,20.488366150720875,255147.77273625
1661299200000,2022-08-24 00:00:00,EOS/BTC,8.379e-05,8.445e-05,7.78e-05,8.303e-05,14.812488918712242,178399.24025909
1661212800000,2022-08-23 00:00:00,EOS/BTC,8.584e-05,8.877e-05,8.008e-05,8.391e-05,36.10517280189218,430284.50484915
1661126400000,2022-08-22 00:00:00,EOS/BTC,7.288e-05,9.178e-05,6.962e-05,8.583e-05,95.89211645824487,1117233.09400262
1661040000000,2022-08-21 00:00:00,EOS/BTC,6.675e-05,7.348e-05,6.518e-05,7.297e-05,27.25632090502417,373527.76353329
1660953600000,2022-08-20 00:00:00,EOS/BTC,6.103e-05,6.724e-05,6.054e-05,6.683e-05,17.24225170526369,258001.67148382
1660867200000,2022-08-19 00:00:00,EOS/BTC,6.4e-05,6.427e-05,5.879e-05,6.11e-05,23.442429350880474,383673.14813225
1660780800000,2022-08-18 00:00:00,EOS/BTC,6.346e-05,6.682e-05,6.058e-05,6.402e-05,21.73447922805971,339495.1457054
1660694400000,2022-08-17 00:00:00,EOS/BTC,5.8e-05,6.897e-05,5.761e-05,6.346e-05,57.618674286875546,907952.63609952
1660608000000,2022-08-16 00:00:00,EOS/BTC,5.29e-05,5.797e-05,5.204e-05,5.792e-05,15.190367445803606,262264.63131567
1660521600000,2022-08-15 00:00:00,EOS/BTC,5.37e-05,5.45e-05,5.221e-05,5.282e-05,5.222564469049295,98874.75329514
1660435200000,2022-08-14 00:00:00,EOS/BTC,5.528e-05,5.621e-05,5.334e-05,5.375e-05,6.000168331712775,111631.03872954
1660348800000,2022-08-13 00:00:00,EOS/BTC,5.443e-05,5.778e-05,5.402e-05,5.531e-05,10.557333199025805,190875.66803518
1660262400000,2022-08-12 00:00:00,EOS/BTC,5.483e-05,5.483e-05,5.359e-05,5.444e-05,6.143433293083663,112847.78275319
1660176000000,2022-08-11 00:00:00,EOS/BTC,5.335e-05,5.507e-05,5.257e-05,5.486e-05,6.739775169942521,122854.08621842
1660089600000,2022-08-10 00:00:00,EOS/BTC,5.085e-05,5.4e-05,5.065e-05,5.329e-05,10.243703435297688,192225.6227303
1660003200000,2022-08-09 00:00:00,EOS/BTC,5.255e-05,5.269e-05,5.056e-05,5.086e-05,9.561689480453019,188000.18640293
1659916800000,2022-08-08 00:00:00,EOS/BTC,5.303e-05,5.379e-05,5.225e-05,5.257e-05,4.350859175614745,82763.15723064
1659830400000,2022-08-07 00:00:00,EOS/BTC,5.336e-05,5.396e-05,5.243e-05,5.295e-05,4.63498798537694,87535.18385981
1659744000000,2022-08-06 00:00:00,EOS/BTC,5.399e-05,5.449e-05,5.307e-05,5.346e-05,4.616857492760225,86360.97068388
1659657600000,2022-08-05 00:00:00,EOS/BTC,5.252e-05,5.441e-05,5.247e-05,5.404e-05,12.359592436803396,228711.92518141
1659571200000,2022-08-04 00:00:00,EOS/BTC,5.149e-05,5.271e-05,5.127e-05,5.25e-05,12.477545996099627,237667.54278285
1659484800000,2022-08-03 00:00:00,EOS/BTC,5.159e-05,5.245e-05,5.047e-05,5.144e-05,10.10665466451881,196474.62411584
1659398400000,2022-08-02 00:00:00,EOS/BTC,5.407e-05,5.431e-05,5.056e-05,5.167e-05,12.437844289953459,240716.94000297
1659312000000,2022-08-01 00:00:00,EOS/BTC,5.71e-05,5.84e-05,5.353e-05,5.398e-05,4.1448547926144625,76785.00912587
1659225600000,2022-07-31 00:00:00,EOS/BTC,5.526e-05,6.097e-05,5.424e-05,5.715e-05,15.447866302530787,270303.87231025
1659139200000,2022-07-30 00:00:00,EOS/BTC,5.471e-05,5.669e-05,5.337e-05,5.524e-05,10.789528511965376,195320.93613261
1659052800000,2022-07-29 00:00:00,EOS/BTC,5.518e-05,5.528e-05,5.302e-05,5.463e-05,14.842433436373332,271690.15991897
1658966400000,2022-07-28 00:00:00,EOS/BTC,5.463e-05,5.654e-05,5.407e-05,5.513e-05,18.217435839318952,330445.05422309
1658880000000,2022-07-27 00:00:00,EOS/BTC,5.236e-05,5.517e-05,5.171e-05,5.47e-05,14.778804404605358,270179.23957231
1658793600000,2022-07-26 00:00:00,EOS/BTC,5.199e-05,5.271e-05,5.111e-05,5.229e-05,11.75173474657406,224741.53273234
1658707200000,2022-07-25 00:00:00,EOS/BTC,5.334e-05,5.366e-05,5.184e-05,5.193e-05,12.685578161460551,244282.26769614
1658620800000,2022-07-24 00:00:00,EOS/BTC,5.185e-05,5.623e-05,5.161e-05,5.331e-05,34.46147250512778,646435.42496957
1658534400000,2022-07-23 00:00:00,EOS/BTC,5.176e-05,5.217e-05,5.043e-05,5.184e-05,13.257221846419123,255733.44611148
1658448000000,2022-07-22 00:00:00,EOS/BTC,4.554e-05,5.341e-05,4.499e-05,5.178e-05,57.120280988600115,1103134.04767478
1658361600000,2022-07-21 00:00:00,EOS/BTC,4.48e-05,4.561e-05,4.426e-05,4.548e-05,10.231727621746064,224972.02334534
1658275200000,2022-07-20 00:00:00,EOS/BTC,4.602e-05,4.651e-05,4.453e-05,4.479e-05,27.835942498042307,621476.72467163
1658188800000,2022-07-19 00:00:00,EOS/BTC,4.698e-05,4.782e-05,4.561e-05,4.601e-05,19.906099961399168,432647.24975873
1658102400000,2022-07-18 00:00:00,EOS/BTC,4.736e-05,4.823e-05,4.68e-05,4.696e-05,7.710341046832488,164189.5452903
1658016000000,2022-07-17 00:00:00,EOS/BTC,4.755e-05,4.774e-05,4.634e-05,4.731e-05,8.257161174645336,174533.10451586
1657929600000,2022-07-16 00:00:00,EOS/BTC,4.682e-05,4.759e-05,4.637e-05,4.752e-05,10.194008265544593,214520.37595843
1657843200000,2022-07-15 00:00:00,EOS/BTC,4.72e-05,4.774e-05,4.653e-05,4.68e-05,6.038257674202416,129022.59987612
1657756800000,2022-07-14 00:00:00,EOS/BTC,4.689e-05,4.741e-05,4.63e-05,4.723e-05,6.73612296287474,142623.81882013
1657670400000,2022-07-13 00:00:00,EOS/BTC,4.745e-05,4.79e-05,4.637e-05,4.693e-05,6.060245044913691,129133.71073756
1657584000000,2022-07-12 00:00:00,EOS/BTC,4.696e-05,4.776e-05,4.679e-05,4.737e-05,3.168976798431875,66898.39135385
1657497600000,2022-07-11 00:00:00,EOS/BTC,4.823e-05,4.834e-05,4.686e-05,4.704e-05,3.655885878510432,77718.6623833
1657411200000,2022-07-10 00:00:00,EOS/BTC,4.804e-05,4.836e-05,4.766e-05,4.811e-05,2.5816237376568067,53660.85507497
1657324800000,2022-07-09 00:00:00,EOS/BTC,4.693e-05,4.831e-05,4.69e-05,4.811e-05,3.2379754031635577,67303.58352034
1657238400000,2022-07-08 00:00:00,EOS/BTC,4.761e-05,4.828e-05,4.656e-05,4.687e-05,5.300995221660334,113099.96205804
1657152000000,2022-07-07 00:00:00,EOS/BTC,4.858e-05,4.912e-05,4.729e-05,4.771e-05,3.0070293962383823,63027.23530158
1657065600000,2022-07-06 00:00:00,EOS/BTC,4.82e-05,4.91e-05,4.816e-05,4.855e-05,3.290358238239106,67772.56927372
1656979200000,2022-07-05 00:00:00,EOS/BTC,4.88e-05,4.928e-05,4.749e-05,4.817e-05,7.2388210639274195,150276.54274294
1656892800000,2022-07-04 00:00:00,EOS/BTC,4.896e-05,4.921e-05,4.804e-05,4.874e-05,1.9638303049769321,40291.9635818
1656806400000,2022-07-03 00:00:00,EOS/BTC,4.869e-05,4.903e-05,4.814e-05,4.891e-05,2.086623898602664,42662.52092829
1656720000000,2022-07-02 00:00:00,EOS/BTC,4.727e-05,4.897e-05,4.699e-05,4.872e-05,1.725835202205089,35423.54684329
1656633600000,2022-07-01 00:00:00,EOS/BTC,4.64e-05,4.742e-05,4.567e-05,4.719e-05,4.739105535404226,100426.05499903
1656547200000,2022-06-30 00:00:00,EOS/BTC,4.653e-05,4.781e-05,4.573e-05,4.645e-05,4.297396312833632,92516.60522785
1656460800000,2022-06-29 00:00:00,EOS/BTC,4.659e-05,4.708e-05,4.62e-05,4.652e-05,5.94976485756458,127896.9229915
1656374400000,2022-06-28 00:00:00,EOS/BTC,4.757e-05,4.773e-05,4.637e-05,4.664e-05,3.129629149806148,67101.82568195
1656288000000,2022-06-27 00:00:00,EOS/BTC,4.7e-05,4.796e-05,4.691e-05,4.743e-05,7.2626075294099515,153122.65505819
1656201600000,2022-06-26 00:00:00,EOS/BTC,4.679e-05,4.811e-05,4.666e-05,4.701e-05,3.7096637243437436,78912.22557634
1656115200000,2022-06-25 00:00:00,EOS/BTC,4.739e-05,4.782e-05,4.623e-05,4.688e-05,10.117826270785491,215823.93922324
1656028800000,2022-06-24 00:00:00,EOS/BTC,4.62e-05,4.839e-05,4.614e-05,4.732e-05,20.820304198022203,439989.52235888
1655942400000,2022-06-23 00:00:00,EOS/BTC,4.634e-05,4.723e-05,4.587e-05,4.617e-05,11.02344778403714,238757.80342294
1655856000000,2022-06-22 00:00:00,EOS/BTC,4.65e-05,4.75e-05,4.572e-05,4.635e-05,26.34242250730795,568337.05517385
1655769600000,2022-06-21 00:00:00,EOS/BTC,4.681e-05,4.748e-05,4.583e-05,4.656e-05,14.847958204091755,318899.44596417
1655683200000,2022-06-20 00:00:00,EOS/BTC,4.701e-05,4.76e-05,4.614e-05,4.674e-05,9.547410670180296,204266.38147583
1655596800000,2022-06-19 00:00:00,EOS/BTC,4.674e-05,4.814e-05,4.64e-05,4.698e-05,9.85220050941382,209710.52595602
1655510400000,2022-06-18 00:00:00,EOS/BTC,4.582e-05,4.756e-05,4.5e-05,4.68e-05,21.101386188753935,450884.32027252
1655424000000,2022-06-17 00:00:00,EOS/BTC,4.458e-05,4.609e-05,4.447e-05,4.587e-05,37.026102843812986,807196.48667567
1655337600000,2022-06-16 00:00:00,EOS/BTC,4.465e-05,4.564e-05,4.361e-05,4.46e-05,20.3872816613535,457113.93859537
1655251200000,2022-06-15 00:00:00,EOS/BTC,4.26e-05,4.5e-05,4.174e-05,4.474e-05,31.747491606586916,709599.72299032
1655164800000,2022-06-14 00:00:00,EOS/BTC,4.085e-05,4.271e-05,4.044e-05,4.255e-05,19.21768681579228,451649.51388466
1655078400000,2022-06-13 00:00:00,EOS/BTC,3.882e-05,4.087e-05,3.666e-05,4.087e-05,22.199503195437067,543173.5550633
1654992000000,2022-06-12 00:00:00,EOS/BTC,3.933e-05,3.97e-05,3.79e-05,3.877e-05,13.739572466466175,354386.70277189
1654905600000,2022-06-11 00:00:00,EOS/BTC,4.066e-05,4.136e-05,3.888e-05,3.93e-05,18.120394017533343,461078.72818151
1654819200000,2022-06-10 00:00:00,EOS/BTC,4.118e-05,4.153e-05,4.004e-05,4.07e-05,18.189863599280603,446925.39555972
