https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VID,Volume USDT
1652227200,2022-05-11 00:00:00,VID/USDT,0.06037,0.0845,0.0467,0.054,3010863.92185083,175947.5436594932569
1652140800,2022-05-10 00:00:00,VID/USDT,0.05827,0.06203,0.05405,0.06038,1657675.03635658,96585.1929263903553
1652054400,2022-05-09 00:00:00,VID/USDT,0.07058,0.07933,0.05801,0.05844,1906847.51008168,132042.7111556552384
1651968000,2022-05-08 00:00:00,VID/USDT,0.06351,0.07999,0.061,0.07075,1588216.21049214,112011.7240200239906
1651881600,2022-05-07 00:00:00,VID/USDT,0.06184,0.07933,0.06056,0.06349,1951419.35729761,133482.5578984182701
1651795200,2022-05-06 00:00:00,VID/USDT,0.06881,0.07011,0.061,0.06192,1406538.75984842,91336.0104704416091
1651708800,2022-05-05 00:00:00,VID/USDT,0.06911,0.07566,0.0624,0.06885,956988.8322815,65412.4543513878935
1651622400,2022-05-04 00:00:00,VID/USDT,0.06261,0.07105,0.061,0.06916,1617566.67223211,107006.9107153335024
1651536000,2022-05-03 00:00:00,VID/USDT,0.07765,0.07778,0.06,0.06272,3732194.90462939,247947.9946661229383
1651449600,2022-05-02 00:00:00,VID/USDT,0.08637,0.08872,0.07765,0.07765,637803.18271815,54121.4612242862569
1651363200,2022-05-01 00:00:00,VID/USDT,0.08888,0.09176,0.08479,0.08636,1738124.85820552,154917.3304229951819
1651276800,2022-04-30 00:00:00,VID/USDT,0.1001,0.10157,0.08859,0.08888,1979561.64844541,189952.727511083004
1651190400,2022-04-29 00:00:00,VID/USDT,0.10471,0.11188,0.09562,0.10014,1386878.54374002,142587.9177043548925
1651104000,2022-04-28 00:00:00,VID/USDT,0.10234,0.11974,0.09421,0.10471,2723009.65362872,280525.6380987403821
1651017600,2022-04-27 00:00:00,VID/USDT,0.09054,0.12059,0.08784,0.10234,1274079.68861841,130944.583728916406
1650931200,2022-04-26 00:00:00,VID/USDT,0.09983,0.10494,0.09032,0.09061,592827.12155948,56999.191869329593
1650844800,2022-04-25 00:00:00,VID/USDT,0.10682,0.1095,0.08959,0.09983,1128696.17176098,110092.146867906578
1650758400,2022-04-24 00:00:00,VID/USDT,0.10398,0.12,0.1035,0.10686,1686661.46620687,185020.418802007171
1650672000,2022-04-23 00:00:00,VID/USDT,0.11772,0.12167,0.1035,0.10386,1464121.82600476,163821.5332950165139
1650585600,2022-04-22 00:00:00,VID/USDT,0.13048,0.13404,0.117,0.11772,1614043.03515023,202509.1108399878883
1650499200,2022-04-21 00:00:00,VID/USDT,0.13714,0.1509,0.12727,0.13048,1082757.80891082,150803.4544917611523
1650412800,2022-04-20 00:00:00,VID/USDT,0.14295,0.14709,0.13676,0.13714,771154.0464932,110207.992127253434
1650326400,2022-04-19 00:00:00,VID/USDT,0.14456,0.15534,0.1422,0.14295,1189457.10012852,173274.105586703464
1650240000,2022-04-18 00:00:00,VID/USDT,0.1489,0.14962,0.14203,0.14453,980939.95353294,143294.6230808592282
1650153600,2022-04-17 00:00:00,VID/USDT,0.14847,0.15277,0.14403,0.14866,603182.91816954,89182.5422207162711
1650067200,2022-04-16 00:00:00,VID/USDT,0.14667,0.14889,0.14569,0.14847,352970.64062105,52026.3395768995806
1649980800,2022-04-15 00:00:00,VID/USDT,0.15619,0.15629,0.14434,0.14667,519880.58389435,78175.9962975271075
1649894400,2022-04-14 00:00:00,VID/USDT,0.1538,0.1569,0.1505,0.15606,387698.46777612,59082.2955748927288
1649808000,2022-04-13 00:00:00,VID/USDT,0.15364,0.163,0.143,0.15377,1085974.79891896,164145.6283061005812
1649721600,2022-04-12 00:00:00,VID/USDT,0.15547,0.18,0.13498,0.1535,2727072.63701742,427745.6913526654174
1649635200,2022-04-11 00:00:00,VID/USDT,0.13802,0.16519,0.12939,0.15485,861593.89228835,121182.7794089425365
1649548800,2022-04-10 00:00:00,VID/USDT,0.14333,0.14507,0.13719,0.13818,661502.8528375,94106.8188187842609
1649462400,2022-04-09 00:00:00,VID/USDT,0.14191,0.14341,0.13722,0.14333,1107059.72203611,156112.8704404687614
1649376000,2022-04-08 00:00:00,VID/USDT,0.15256,0.15935,0.14119,0.14193,738513.63135759,110896.4418755627716
1649289600,2022-04-07 00:00:00,VID/USDT,0.14256,0.15703,0.14256,0.15258,421883.14024021,63520.526846503659
1649203200,2022-04-06 00:00:00,VID/USDT,0.16869,0.185,0.1389,0.14255,1053720.70196849,166402.7422660960246
1649116800,2022-04-05 00:00:00,VID/USDT,0.15731,0.1935,0.15706,0.16869,1516729.83856338,261946.3716510703085
1649030400,2022-04-04 00:00:00,VID/USDT,0.15774,0.15834,0.15345,0.15731,421041.96811352,65810.4984163774169
1648944000,2022-04-03 00:00:00,VID/USDT,0.14604,0.17,0.14395,0.15774,859425.68911371,137131.4099791251558
1648857600,2022-04-02 00:00:00,VID/USDT,0.14375,0.15669,0.14263,0.14597,445201.00698973,65583.4074191030169
1648771200,2022-04-01 00:00:00,VID/USDT,0.14224,0.14387,0.137,0.14375,470998.6988566,65888.8841011670032
1648684800,2022-03-31 00:00:00,VID/USDT,0.14874,0.1509,0.14175,0.14215,569917.78166578,83926.635662944406
1648598400,2022-03-30 00:00:00,VID/USDT,0.14376,0.15128,0.14233,0.14874,510167.60454598,74800.8785117952756
1648512000,2022-03-29 00:00:00,VID/USDT,0.15451,0.15821,0.14263,0.14382,796546.03653274,121432.3598238168763
1648425600,2022-03-28 00:00:00,VID/USDT,0.14304,0.216,0.1426,0.15456,2593086.969382,445477.957365368724
1648339200,2022-03-27 00:00:00,VID/USDT,0.14842,0.14943,0.13621,0.14304,1154855.62582273,161930.225259227542
1648252800,2022-03-26 00:00:00,VID/USDT,0.14874,0.151,0.14842,0.14842,192903.15117785,28689.8309700830532
1648166400,2022-03-25 00:00:00,VID/USDT,0.16917,0.16917,0.14395,0.14858,761861.04207192,114835.5376758724868
1648080000,2022-03-24 00:00:00,VID/USDT,0.14368,0.16918,0.14,0.16916,994760.54666598,151887.4483712128305
1647993600,2022-03-23 00:00:00,VID/USDT,0.13671,0.1436,0.13667,0.1436,404609.52374105,56916.880749879281
1647907200,2022-03-22 00:00:00,VID/USDT,0.125,0.1412,0.12486,0.13673,528690.98148552,70654.7049380842118
1647820800,2022-03-21 00:00:00,VID/USDT,0.13052,0.13081,0.1231,0.12501,751878.58407568,94038.2022298332309
1647734400,2022-03-20 00:00:00,VID/USDT,0.1481,0.14838,0.13,0.13052,586288.57713801,79776.8044664558471
1647648000,2022-03-19 00:00:00,VID/USDT,0.15264,0.15363,0.14792,0.14846,304389.04675973,45680.4277741334923
1647561600,2022-03-18 00:00:00,VID/USDT,0.1523,0.165,0.15031,0.15264,467931.43221799,73548.4275676655764
1647475200,2022-03-17 00:00:00,VID/USDT,0.1721,0.1751,0.131,0.1523,1257363.34548097,195810.3334502226703
1647388800,2022-03-16 00:00:00,VID/USDT,0.12272,0.1752,0.1227,0.1721,3148354.55305363,472082.678193665557
1647302400,2022-03-15 00:00:00,VID/USDT,0.12178,0.125,0.11655,0.12272,455980.60343491,54911.3289403296481
1647216000,2022-03-14 00:00:00,VID/USDT,0.13477,0.13858,0.1205,0.12177,445453.42688671,59037.7250620938279
1647129600,2022-03-13 00:00:00,VID/USDT,0.14295,0.14317,0.13238,0.13477,597798.27358354,81918.1433588924006
1647043200,2022-03-12 00:00:00,VID/USDT,0.14372,0.14526,0.14173,0.14295,334622.98101357,48254.0009804685618
1646956800,2022-03-11 00:00:00,VID/USDT,0.15907,0.15998,0.14371,0.14372,771993.53497966,116834.3016115853815
1646870400,2022-03-10 00:00:00,VID/USDT,0.18186,0.18186,0.15848,0.15934,561775.98764549,96247.7528387307381
1646784000,2022-03-09 00:00:00,VID/USDT,0.17772,0.18432,0.1712,0.18186,492818.54435857,86880.7603245532429
1646697600,2022-03-08 00:00:00,VID/USDT,0.17116,0.18116,0.17,0.17778,444207.64318404,78005.5409490237511
1646611200,2022-03-07 00:00:00,VID/USDT,0.17646,0.17851,0.17,0.1712,454153.02679211,79113.7660994136433
1646524800,2022-03-06 00:00:00,VID/USDT,0.18306,0.18788,0.17595,0.17647,395560.58545957,71613.8497547953537
1646438400,2022-03-05 00:00:00,VID/USDT,0.17964,0.18813,0.17744,0.18313,417032.98202941,75080.2268350131976
1646352000,2022-03-04 00:00:00,VID/USDT,0.19102,0.19122,0.1769,0.17957,695422.21238322,129336.5769627270788
1646265600,2022-03-03 00:00:00,VID/USDT,0.20889,0.20925,0.19079,0.19102,570171.27189223,114106.4798960644953
1646179200,2022-03-02 00:00:00,VID/USDT,0.19954,0.22819,0.19121,0.20891,314072.18603008,64184.3042639691958
1646092800,2022-03-01 00:00:00,VID/USDT,0.20979,0.21769,0.19952,0.19954,470316.36284185,97866.4570173879045
1646006400,2022-02-28 00:00:00,VID/USDT,0.18128,0.2259,0.17669,0.2098,380530.21751629,74168.6798744473036
1645920000,2022-02-27 00:00:00,VID/USDT,0.20447,0.2062,0.1801,0.18128,205507.79272282,39377.8862810586338
1645833600,2022-02-26 00:00:00,VID/USDT,0.20682,0.21161,0.20408,0.20586,210848.69218037,43971.5555359257551
1645747200,2022-02-25 00:00:00,VID/USDT,0.19501,0.21599,0.18871,0.20686,312959.54120128,63287.1552252282369
1645660800,2022-02-24 00:00:00,VID/USDT,0.21192,0.24244,0.16352,0.19501,946397.94845809,181675.1347774528929
1645574400,2022-02-23 00:00:00,VID/USDT,0.2304,0.24801,0.20636,0.21191,325204.84296594,72018.904882615309
1645488000,2022-02-22 00:00:00,VID/USDT,0.22072,0.24438,0.20511,0.2304,674222.09969141,149653.6208918857211
1645401600,2022-02-21 00:00:00,VID/USDT,0.24907,0.26399,0.21491,0.22073,773650.43321461,182574.759282330839
1645315200,2022-02-20 00:00:00,VID/USDT,0.23029,0.27599,0.22126,0.24737,1037152.82163826,250109.1614617644244
1645228800,2022-02-19 00:00:00,VID/USDT,0.2667,0.2667,0.22501,0.23029,685704.80062518,168913.3286435178013
1645142400,2022-02-18 00:00:00,VID/USDT,0.30232,0.30269,0.2568,0.2667,933715.57078096,258448.7779897584763
1645056000,2022-02-17 00:00:00,VID/USDT,0.33956,0.4,0.30119,0.30232,1172166.70252436,408512.4307963994833
1644969600,2022-02-16 00:00:00,VID/USDT,0.27682,0.39,0.27166,0.33956,1124177.91751513,383302.1789489303626
1644883200,2022-02-15 00:00:00,VID/USDT,0.26507,0.27818,0.2571,0.27682,387235.47066095,104049.9916585278165
1644796800,2022-02-14 00:00:00,VID/USDT,0.28745,0.28831,0.26427,0.26501,222222.53886271,60630.7709232118769
1644710400,2022-02-13 00:00:00,VID/USDT,0.29433,0.29649,0.28745,0.28745,148087.20882511,43370.5458650202863
1644624000,2022-02-12 00:00:00,VID/USDT,0.28383,0.30159,0.28383,0.29438,246226.36835418,73213.6408404276976
1644537600,2022-02-11 00:00:00,VID/USDT,0.29482,0.29527,0.2818,0.28405,152762.19420646,44075.5660094616484
1644451200,2022-02-10 00:00:00,VID/USDT,0.32319,0.32693,0.2933,0.29476,427004.6809602,131637.634637405778
1644364800,2022-02-09 00:00:00,VID/USDT,0.28489,0.375,0.28451,0.32319,1203116.76598147,404968.3125662634375
1644278400,2022-02-08 00:00:00,VID/USDT,0.27881,0.31547,0.26,0.28489,601038.92801925,162712.4539072045464
1644192000,2022-02-07 00:00:00,VID/USDT,0.28087,0.28637,0.27528,0.27884,589023.39645726,163790.2435145802126
1644105600,2022-02-06 00:00:00,VID/USDT,0.28942,0.29051,0.27876,0.28082,414424.91066844,117797.6280941363835
1644019200,2022-02-05 00:00:00,VID/USDT,0.29491,0.29681,0.28916,0.28926,353718.48474065,103936.1427502450799
1643932800,2022-02-04 00:00:00,VID/USDT,0.28946,0.29918,0.287,0.29471,386272.91818099,113149.8778626213125
1643846400,2022-02-03 00:00:00,VID/USDT,0.32031,0.32039,0.28217,0.2894,652760.09615723,196228.3166270887924
1643760000,2022-02-02 00:00:00,VID/USDT,0.3297,0.3329,0.31056,0.32031,521879.65668064,168071.3744455065758
1643673600,2022-02-01 00:00:00,VID/USDT,0.33317,0.33957,0.3275,0.32989,684994.05384126,227880.0891669651526
1643587200,2022-01-31 00:00:00,VID/USDT,0.3172,0.335,0.31364,0.33319,466293.51204237,151365.7418937431623
