https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VID,Volume USDT
1663459200,2022-09-18 00:00:00,VID/USDT,0.05274,0.05274,0.05237,0.05237,3941.0053,206.841433945
1663372800,2022-09-17 00:00:00,VID/USDT,0.0513,0.059,0.05014,0.0528,800394.8248,43330.790091173
1663286400,2022-09-16 00:00:00,VID/USDT,0.05195,0.05562,0.05116,0.05156,433267.5119,23002.829174263
1663200000,2022-09-15 00:00:00,VID/USDT,0.05122,0.05554,0.05119,0.05195,228384.8414,12033.591688672
1663113600,2022-09-14 00:00:00,VID/USDT,0.05252,0.05306,0.04979,0.05135,209482.7486,10769.174731196
1663027200,2022-09-13 00:00:00,VID/USDT,0.05685,0.05812,0.0525,0.05259,278994.6923,15458.269474298
1662940800,2022-09-12 00:00:00,VID/USDT,0.05353,0.05812,0.05191,0.05667,514491.4055,28640.307617728
1662854400,2022-09-11 00:00:00,VID/USDT,0.0543,0.05445,0.05302,0.05327,169279.9205,9046.117398261
1662768000,2022-09-10 00:00:00,VID/USDT,0.05415,0.05473,0.05302,0.05454,202225.2086,10894.289016324
1662681600,2022-09-09 00:00:00,VID/USDT,0.05062,0.05512,0.0505,0.05416,393944.2773,21035.440473894
1662595200,2022-09-08 00:00:00,VID/USDT,0.05119,0.05141,0.04993,0.05067,163884.7979,8295.282308346
1662508800,2022-09-07 00:00:00,VID/USDT,0.04983,0.05201,0.04971,0.05129,233821.8381,11732.878894083
1662422400,2022-09-06 00:00:00,VID/USDT,0.05159,0.05211,0.04803,0.04982,695517.2788,34649.726351431
1662336000,2022-09-05 00:00:00,VID/USDT,0.0534,0.05354,0.05143,0.05158,257271.9368,13499.622445551
1662249600,2022-09-04 00:00:00,VID/USDT,0.05363,0.05695,0.05168,0.05353,364145.869,19716.580924156
1662163200,2022-09-03 00:00:00,VID/USDT,0.05476,0.05598,0.05325,0.05374,324542.3132,17616.645284772
1662076800,2022-09-02 00:00:00,VID/USDT,0.0551,0.05701,0.05336,0.05495,398867.3581,22060.753524706
1661990400,2022-09-01 00:00:00,VID/USDT,0.05158,0.05698,0.05131,0.05511,425664.9525,22631.470035826
1661904000,2022-08-31 00:00:00,VID/USDT,0.05337,0.05762,0.05102,0.05173,506671.4908,26980.256387969
1661817600,2022-08-30 00:00:00,VID/USDT,0.05232,0.05467,0.04972,0.0531,388023.3523,20328.738002683
1661731200,2022-08-29 00:00:00,VID/USDT,0.05091,0.0533,0.0508,0.05238,265385.4272,13728.032365978
1661644800,2022-08-28 00:00:00,VID/USDT,0.05526,0.05588,0.05091,0.05091,196937.9397,10416.999492163
1661558400,2022-08-27 00:00:00,VID/USDT,0.05166,0.05789,0.05165,0.05539,492433.8392,26737.220823596
1661472000,2022-08-26 00:00:00,VID/USDT,0.05438,0.05678,0.04985,0.05143,315245.9701,16605.204678443
1661385600,2022-08-25 00:00:00,VID/USDT,0.0514,0.0563,0.05007,0.05439,240064.1478,12765.01363156
1661299200,2022-08-24 00:00:00,VID/USDT,0.05358,0.05375,0.05024,0.0514,76795.6134,3965.762099626
1661212800,2022-08-23 00:00:00,VID/USDT,0.05022,0.05422,0.04945,0.0541,191721.5371,9861.409920026
1661126400,2022-08-22 00:00:00,VID/USDT,0.05188,0.05298,0.04979,0.05002,143414.9243,7371.43260816
1661040000,2022-08-21 00:00:00,VID/USDT,0.05025,0.05276,0.05025,0.0523,210274.1711,10883.290833938
1660953600,2022-08-20 00:00:00,VID/USDT,0.0508,0.05399,0.05005,0.05012,230373.1747,11785.421055284
1660867200,2022-08-19 00:00:00,VID/USDT,0.06126,0.06126,0.04953,0.05099,1168501.01,62579.677142622
1660780800,2022-08-18 00:00:00,VID/USDT,0.06003,0.064,0.05641,0.06146,783271.5524,46688.597719594
1660694400,2022-08-17 00:00:00,VID/USDT,0.06122,0.06294,0.05804,0.06004,628192.6308,38420.354434578
1660608000,2022-08-16 00:00:00,VID/USDT,0.06368,0.06983,0.06057,0.06123,503491.5898,31889.805889595
1660521600,2022-08-15 00:00:00,VID/USDT,0.06479,0.06547,0.06102,0.06347,181382.9237,11477.806006009
1660435200,2022-08-14 00:00:00,VID/USDT,0.06644,0.06715,0.06423,0.065,223592.2268,14589.925502424
1660348800,2022-08-13 00:00:00,VID/USDT,0.06808,0.07,0.0641,0.0664,491412.4267,32494.904356843
1660262400,2022-08-12 00:00:00,VID/USDT,0.06593,0.06857,0.06381,0.06806,472363.7851,31186.612061599
1660176000,2022-08-11 00:00:00,VID/USDT,0.065,0.073,0.06386,0.0658,760136.0821,51062.329054859
1660089600,2022-08-10 00:00:00,VID/USDT,0.06105,0.069,0.06105,0.065,296081.3019,18830.585598143
1660003200,2022-08-09 00:00:00,VID/USDT,0.0621,0.07,0.06098,0.06145,438292.8489,28387.639133242
1659916800,2022-08-08 00:00:00,VID/USDT,0.06135,0.07009,0.05931,0.0621,864282.0099,54827.556600277
1659830400,2022-08-07 00:00:00,VID/USDT,0.06258,0.06476,0.06083,0.06119,288435.0219,18057.734675635
1659744000,2022-08-06 00:00:00,VID/USDT,0.06281,0.066,0.0602,0.0626,385166.5115,24133.170320241
1659657600,2022-08-05 00:00:00,VID/USDT,0.05725,0.071,0.05651,0.06298,1788956.9031,111101.480226001
1659571200,2022-08-04 00:00:00,VID/USDT,0.05626,0.0737,0.05622,0.05725,3632176.3166,235201.034903775
1659484800,2022-08-03 00:00:00,VID/USDT,0.05583,0.06223,0.05438,0.05621,1006791.69,56911.444736436
1659398400,2022-08-02 00:00:00,VID/USDT,0.06133,0.06139,0.05567,0.05583,928192.0186,53068.438121237
1659312000,2022-08-01 00:00:00,VID/USDT,0.06851,0.07155,0.05509,0.06171,1578376.5292,95744.448065908
1659225600,2022-07-31 00:00:00,VID/USDT,0.0683,0.06963,0.06394,0.06861,226664.4925,15057.675968073
1659139200,2022-07-30 00:00:00,VID/USDT,0.06388,0.0688,0.06118,0.06867,479377.5614,30810.52495634
1659052800,2022-07-29 00:00:00,VID/USDT,0.06403,0.06679,0.06081,0.06388,851304.7837,53221.560594169
1658966400,2022-07-28 00:00:00,VID/USDT,0.05968,0.0725,0.05942,0.06408,802056.05966193,53313.8708503444171
1658880000,2022-07-27 00:00:00,VID/USDT,0.05609,0.06178,0.05459,0.05976,447996.7398,25635.518854548
1658793600,2022-07-26 00:00:00,VID/USDT,0.05485,0.06898,0.05419,0.05624,698338.9768,42708.624348642
1658707200,2022-07-25 00:00:00,VID/USDT,0.05674,0.0585,0.05356,0.05486,303764.6589,17143.518818001
1658620800,2022-07-24 00:00:00,VID/USDT,0.05788,0.05873,0.0566,0.05683,290699.7749,16642.181970426
1658534400,2022-07-23 00:00:00,VID/USDT,0.05962,0.06015,0.05721,0.05779,282130.9784,16618.640891006
1658448000,2022-07-22 00:00:00,VID/USDT,0.06601,0.06666,0.05962,0.05962,409608.3595,25784.100304414
1658361600,2022-07-21 00:00:00,VID/USDT,0.06639,0.06692,0.063,0.06578,424469.3405,27648.950849463
1658275200,2022-07-20 00:00:00,VID/USDT,0.07393,0.08362,0.06566,0.06629,1637162.78928588,122343.9952322730845
1658188800,2022-07-19 00:00:00,VID/USDT,0.06896,0.07431,0.06793,0.07389,1162910.17349736,81712.9386676091572
1658102400,2022-07-18 00:00:00,VID/USDT,0.07074,0.07202,0.06814,0.06897,1110953.22062247,78010.328269648278
1658016000,2022-07-17 00:00:00,VID/USDT,0.07282,0.07307,0.07063,0.07063,528730.51611764,38092.6560487676409
1657929600,2022-07-16 00:00:00,VID/USDT,0.07381,0.07395,0.07233,0.07281,533947.4619359,39052.957736963641
1657843200,2022-07-15 00:00:00,VID/USDT,0.06848,0.07738,0.0683,0.07384,676793.7719795,49225.8724520598179
1657756800,2022-07-14 00:00:00,VID/USDT,0.06949,0.06987,0.06646,0.0685,538826.3375387,36990.2897563697908
1657670400,2022-07-13 00:00:00,VID/USDT,0.06928,0.07332,0.0679,0.06956,812263.20816263,56861.582611041694
1657584000,2022-07-12 00:00:00,VID/USDT,0.06888,0.0693,0.06699,0.0693,368110.91381639,24952.0484197198595
1657497600,2022-07-11 00:00:00,VID/USDT,0.07209,0.07231,0.069,0.069,392140.85404845,27641.1369072937765
1657411200,2022-07-10 00:00:00,VID/USDT,0.07526,0.07571,0.07197,0.07217,390797.76733797,28789.5555027827374
1657324800,2022-07-09 00:00:00,VID/USDT,0.07261,0.07976,0.07197,0.07534,590927.45253799,44623.9142201664816
1657238400,2022-07-08 00:00:00,VID/USDT,0.06817,0.08,0.06784,0.07261,1007995.2576119,72229.8941832729495
1657152000,2022-07-07 00:00:00,VID/USDT,0.07102,0.07102,0.06798,0.06807,497498.6727732,34567.8651794413496
1657065600,2022-07-06 00:00:00,VID/USDT,0.06909,0.0725,0.06709,0.07108,847513.4978245,58851.4832315604824
1656979200,2022-07-05 00:00:00,VID/USDT,0.07155,0.07215,0.0678,0.06913,612530.41173236,42754.3686252749932
1656892800,2022-07-04 00:00:00,VID/USDT,0.06506,0.07358,0.06501,0.07158,632876.86192476,43718.9601072673102
1656806400,2022-07-03 00:00:00,VID/USDT,0.06661,0.06691,0.06491,0.0652,436207.98259672,28678.7567601794327
1656720000,2022-07-02 00:00:00,VID/USDT,0.07067,0.0714,0.06646,0.06646,232290.07395759,16069.1471757252179
1656633600,2022-07-01 00:00:00,VID/USDT,0.07175,0.095,0.06916,0.07053,2662444.4992931,200266.560919220228
1656547200,2022-06-30 00:00:00,VID/USDT,0.07224,0.07282,0.06981,0.07166,1677978.1110488,118835.6631516728979
1656460800,2022-06-29 00:00:00,VID/USDT,0.07155,0.07277,0.07085,0.07211,2224062.6036259,159982.0549371616437
1656374400,2022-06-28 00:00:00,VID/USDT,0.07439,0.07469,0.07004,0.07144,870102.37617133,62431.3590169631006
1656288000,2022-06-27 00:00:00,VID/USDT,0.07608,0.07974,0.07396,0.07476,769225.61947805,58360.0691250152927
1656201600,2022-06-26 00:00:00,VID/USDT,0.07361,0.07811,0.07233,0.07608,138373.30982804,10399.1461320766746
1656115200,2022-06-25 00:00:00,VID/USDT,0.0774,0.07893,0.0734,0.07361,156692.25967379,11879.8585444096426
1656028800,2022-06-24 00:00:00,VID/USDT,0.0821,0.08262,0.073,0.07707,357421.91107699,27593.8451188687642
1655942400,2022-06-23 00:00:00,VID/USDT,0.07237,0.08364,0.07188,0.08222,512116.3361136,40622.9876838869313
1655856000,2022-06-22 00:00:00,VID/USDT,0.06847,0.09871,0.068,0.0717,2035633.91911079,164496.0599793765525
1655769600,2022-06-21 00:00:00,VID/USDT,0.07398,0.07817,0.06764,0.06809,775282.79911337,54906.7859931594014
1655683200,2022-06-20 00:00:00,VID/USDT,0.0702,0.07603,0.06,0.074,708949.22066008,47268.1679797175592
1655596800,2022-06-19 00:00:00,VID/USDT,0.06137,0.07604,0.05862,0.0705,591565.02833397,39614.5627340950091
1655510400,2022-06-18 00:00:00,VID/USDT,0.07201,0.07349,0.05943,0.06147,874329.09451136,56410.7298268096416
1655424000,2022-06-17 00:00:00,VID/USDT,0.07278,0.08822,0.06754,0.07279,2451974.30881412,184705.0471416758104
1655337600,2022-06-16 00:00:00,VID/USDT,0.06012,0.113,0.05745,0.07212,3634806.89221715,308638.5204493779319
1655251200,2022-06-15 00:00:00,VID/USDT,0.06154,0.06154,0.05358,0.05986,1939405.91302217,110958.1771989835584
1655164800,2022-06-14 00:00:00,VID/USDT,0.0594,0.06273,0.05637,0.06162,1663479.39343062,99122.9669693297847
1655078400,2022-06-13 00:00:00,VID/USDT,0.07008,0.07045,0.05933,0.05937,2352247.10320766,146901.7394848215997
1654992000,2022-06-12 00:00:00,VID/USDT,0.07685,0.07856,0.06419,0.07008,1320116.4434206,93755.4448193340938
1654905600,2022-06-11 00:00:00,VID/USDT,0.08509,0.08584,0.07646,0.07646,521777.75401887,42133.99009954395
1654819200,2022-06-10 00:00:00,VID/USDT,0.09063,0.09091,0.085,0.08505,487134.60132951,42402.7181179954801
1654732800,2022-06-09 00:00:00,VID/USDT,0.09417,0.09519,0.09016,0.09083,182601.66172744,16978.6110254382684
1654646400,2022-06-08 00:00:00,VID/USDT,0.0903,0.09799,0.08946,0.09402,417900.68394257,38693.5420800545005
1654560000,2022-06-07 00:00:00,VID/USDT,0.09071,0.095,0.08694,0.09032,357178.04842747,31999.0041024595435
1654473600,2022-06-06 00:00:00,VID/USDT,0.09729,0.10017,0.08982,0.09071,739895.96218224,70260.2768924765964
1654387200,2022-06-05 00:00:00,VID/USDT,0.08641,0.104,0.08641,0.09725,873771.4496011,82145.4637330217961
1654300800,2022-06-04 00:00:00,VID/USDT,0.08096,0.10639,0.08051,0.08638,1357168.57756109,117380.7021026653868
1654214400,2022-06-03 00:00:00,VID/USDT,0.08376,0.0865,0.08002,0.08101,1297173.03870596,106051.7516024435758
1654128000,2022-06-02 00:00:00,VID/USDT,0.08191,0.099,0.08002,0.08377,2210781.25408441,187359.542663414119
1654041600,2022-06-01 00:00:00,VID/USDT,0.07309,0.10699,0.07118,0.08189,5620412.64256772,484839.7602206922946
1653955200,2022-05-31 00:00:00,VID/USDT,0.06442,0.07432,0.06413,0.07294,976003.15688852,66549.1441220888667
1653868800,2022-05-30 00:00:00,VID/USDT,0.05704,0.07576,0.05447,0.06445,2017043.9787967,131019.0283149604445
1653782400,2022-05-29 00:00:00,VID/USDT,0.05407,0.05922,0.05286,0.05711,781824.29932235,43477.1187335650865
1653696000,2022-05-28 00:00:00,VID/USDT,0.05167,0.05503,0.05074,0.05415,622478.89106612,32754.2166191372948
1653609600,2022-05-27 00:00:00,VID/USDT,0.05543,0.05645,0.05043,0.05172,836697.22486991,44563.8583837793123
1653523200,2022-05-26 00:00:00,VID/USDT,0.05844,0.0608,0.05185,0.05543,1023088.45070151,56186.800011197608
1653436800,2022-05-25 00:00:00,VID/USDT,0.05473,0.05936,0.05473,0.05853,513647.08704084,29128.3056227561741
1653350400,2022-05-24 00:00:00,VID/USDT,0.05828,0.05848,0.05123,0.05482,642054.49101024,34935.8276960852683
1653264000,2022-05-23 00:00:00,VID/USDT,0.06548,0.06563,0.05815,0.05828,489374.65943126,29997.7274800152686
1653177600,2022-05-22 00:00:00,VID/USDT,0.05745,0.06814,0.05745,0.06548,433253.10872218,26869.6547054297213
1653091200,2022-05-21 00:00:00,VID/USDT,0.05693,0.06113,0.05446,0.05748,517006.87526384,29701.8926940987936
1653004800,2022-05-20 00:00:00,VID/USDT,0.0554,0.06145,0.05318,0.05697,915057.72645453,51851.5793915872888
1652918400,2022-05-19 00:00:00,VID/USDT,0.05779,0.0585,0.04918,0.0553,1609063.10763635,86776.2877713401886
1652832000,2022-05-18 00:00:00,VID/USDT,0.0696,0.0696,0.05432,0.05701,728658.25388179,44070.1929598280424
1652745600,2022-05-17 00:00:00,VID/USDT,0.06494,0.07176,0.06336,0.0696,742593.38920877,50189.330151052424
1652659200,2022-05-16 00:00:00,VID/USDT,0.06768,0.0705,0.06107,0.065,503363.15305236,33416.0516236526773
1652572800,2022-05-15 00:00:00,VID/USDT,0.06711,0.08014,0.06685,0.06768,1537258.37659884,108201.8539537350643
1652486400,2022-05-14 00:00:00,VID/USDT,0.06875,0.06977,0.06199,0.06711,725383.0022927,47874.415288538896
1652400000,2022-05-13 00:00:00,VID/USDT,0.05105,0.07011,0.04982,0.0686,1265494.23382642,69982.648145100325
1652313600,2022-05-12 00:00:00,VID/USDT,0.054,0.075,0.0408,0.051,1694799.06123765,85354.8165996826593
