https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HAPI,Volume USDT
1663149600,2022-09-14 10:00:00,HAPI/USDT,8.0468,8.065,7.9887,8.0321,440.6557,3539.03183411
1663146000,2022-09-14 09:00:00,HAPI/USDT,8.0373,8.0749,7.9821,8.0468,1058.7334,8510.58774788
1663142400,2022-09-14 08:00:00,HAPI/USDT,8.1264,8.2139,7.979,8.0615,941.7046,7627.97266557
1663138800,2022-09-14 07:00:00,HAPI/USDT,8.1346,8.2106,8.1219,8.1295,816.5905,6671.8847163
1663135200,2022-09-14 06:00:00,HAPI/USDT,8.1557,8.1821,8.085,8.1512,1110.104,9042.11884765
1663131600,2022-09-14 05:00:00,HAPI/USDT,8.0483,8.189,8.0483,8.1298,980.601,7969.20438749
1663128000,2022-09-14 04:00:00,HAPI/USDT,8.0647,8.1184,8.0044,8.0744,1041.9237,8423.51036031
1663124400,2022-09-14 03:00:00,HAPI/USDT,8.0837,8.1185,8.0185,8.0924,754.2624,6110.44907005
1663120800,2022-09-14 02:00:00,HAPI/USDT,8.0441,8.1185,8.005,8.1157,1085.7451,8760.04578213
1663117200,2022-09-14 01:00:00,HAPI/USDT,8.0792,8.098,8.0044,8.0683,962.9586,7760.51860922
1663113600,2022-09-14 00:00:00,HAPI/USDT,8.0483,8.1066,8.0067,8.0549,886.6858,7145.59689478
1663110000,2022-09-13 23:00:00,HAPI/USDT,8.0765,8.1108,8.003,8.0725,1277.4097,10297.79400347
1663106400,2022-09-13 22:00:00,HAPI/USDT,8.0542,8.1236,8.0033,8.1105,1227.9051,9892.23324724
1663102800,2022-09-13 21:00:00,HAPI/USDT,8.1487,8.2065,7.9779,8.0542,1376.2313,11138.61957775
1663099200,2022-09-13 20:00:00,HAPI/USDT,8.211,8.235,8.12,8.1732,1595.5907,13049.88913541
1663095600,2022-09-13 19:00:00,HAPI/USDT,8.0783,8.2317,8.0642,8.211,1091.5485,8880.31994395
1663092000,2022-09-13 18:00:00,HAPI/USDT,8.016,8.1172,7.9775,8.1007,1664.642,13419.47611634
1663088400,2022-09-13 17:00:00,HAPI/USDT,8.0648,8.0952,7.98,7.9863,1567.1594,12597.04043242
1663084800,2022-09-13 16:00:00,HAPI/USDT,8.1186,8.143,8.0377,8.0894,1274.8049,10326.98114182
1663081200,2022-09-13 15:00:00,HAPI/USDT,8.1293,8.156,8.1185,8.141,1252.2015,10182.8247781
1663077600,2022-09-13 14:00:00,HAPI/USDT,8.2003,8.2251,8.1185,8.1239,1507.8393,12315.08490962
1663074000,2022-09-13 13:00:00,HAPI/USDT,8.2257,8.2767,8.2,8.225,1127.7368,9270.73789651
1663070400,2022-09-13 12:00:00,HAPI/USDT,8.321,8.3676,8.2,8.2505,1530.3203,12665.68214517
1663066800,2022-09-13 11:00:00,HAPI/USDT,8.3488,8.3839,8.29,8.343,668.5015,5578.61126078
1663063200,2022-09-13 10:00:00,HAPI/USDT,8.2912,8.3838,8.2672,8.3488,688.0255,5738.684258
1663059600,2022-09-13 09:00:00,HAPI/USDT,8.3503,8.3849,8.2679,8.2933,1039.2512,8656.64127878
1663056000,2022-09-13 08:00:00,HAPI/USDT,8.3492,8.3782,8.265,8.3729,827.3546,6904.71509294
1663052400,2022-09-13 07:00:00,HAPI/USDT,8.3513,8.3845,8.3049,8.3811,586.3926,4899.10732786
1663048800,2022-09-13 06:00:00,HAPI/USDT,8.3325,8.3818,8.3,8.3764,1140.0722,9525.9706494
1663045200,2022-09-13 05:00:00,HAPI/USDT,8.3251,8.3801,8.2754,8.3576,846.3857,7058.7774513
1663041600,2022-09-13 04:00:00,HAPI/USDT,8.3247,8.3738,8.27,8.3502,908.0843,7567.03389372
1663038000,2022-09-13 03:00:00,HAPI/USDT,8.2986,8.3605,8.2558,8.3487,955.2629,7937.78429298
1663034400,2022-09-13 02:00:00,HAPI/USDT,8.3338,8.3713,8.2539,8.3236,1036.3248,8633.87909149
1663030800,2022-09-13 01:00:00,HAPI/USDT,8.2989,8.3599,8.2492,8.3599,814.4841,6771.62205518
1663027200,2022-09-13 00:00:00,HAPI/USDT,8.3437,8.3773,8.26,8.3218,858.5303,7146.34501481
1663023600,2022-09-12 23:00:00,HAPI/USDT,8.3419,8.3835,8.3,8.3688,1333.4686,11140.30255124
1663020000,2022-09-12 22:00:00,HAPI/USDT,8.3277,8.384,8.2718,8.367,1427.2537,11907.29423018
1663016400,2022-09-12 21:00:00,HAPI/USDT,8.511,8.5791,8.27,8.3079,1166.6036,9762.16600047
1663012800,2022-09-12 20:00:00,HAPI/USDT,8.3575,8.6059,8.3575,8.5099,1306.1701,11167.56496038
1663009200,2022-09-12 19:00:00,HAPI/USDT,8.3112,8.384,8.3,8.3762,1419.1339,11841.19289874
1663005600,2022-09-12 18:00:00,HAPI/USDT,8.3246,8.3812,8.3,8.3405,1228.0939,10221.93476096
1663002000,2022-09-12 17:00:00,HAPI/USDT,8.3165,8.4018,8.3083,8.3474,1372.2915,11436.34202315
1662998400,2022-09-12 16:00:00,HAPI/USDT,8.3321,8.3859,8.3083,8.3774,1314.2016,10957.39624623
1662994800,2022-09-12 15:00:00,HAPI/USDT,8.5269,8.5379,8.3083,8.3321,1349.2323,11432.54885379
1662991200,2022-09-12 14:00:00,HAPI/USDT,8.5684,8.6062,8.4614,8.4929,1485.5097,12692.56598457
1662987600,2022-09-12 13:00:00,HAPI/USDT,8.5749,8.6058,8.5533,8.5985,1060.9218,9102.7010939
1662984000,2022-09-12 12:00:00,HAPI/USDT,8.5635,8.6095,8.5521,8.605,1444.5758,12392.74335175
1662980400,2022-09-12 11:00:00,HAPI/USDT,8.5717,8.6094,8.5049,8.5873,1038.5828,8907.09113735
1662976800,2022-09-12 10:00:00,HAPI/USDT,8.5122,8.6037,8.4879,8.6018,701.3817,5986.81889973
1662973200,2022-09-12 09:00:00,HAPI/USDT,8.5409,8.6064,8.4924,8.5686,883.1173,7555.69470829
1662969600,2022-09-12 08:00:00,HAPI/USDT,8.6016,8.6115,8.5118,8.5828,809.6166,6934.75586264
1662966000,2022-09-12 07:00:00,HAPI/USDT,8.5723,8.614,8.51,8.6019,415.7395,3563.31043736
1662962400,2022-09-12 06:00:00,HAPI/USDT,8.4919,8.5998,8.4793,8.569,999.619,8507.81860427
1662958800,2022-09-12 05:00:00,HAPI/USDT,8.5264,8.5594,8.4793,8.5141,897.5343,7635.98074501
1662955200,2022-09-12 04:00:00,HAPI/USDT,8.4882,8.6139,8.4765,8.5591,1029.167,8787.89366738
1662951600,2022-09-12 03:00:00,HAPI/USDT,8.5101,8.5599,8.4793,8.518,951.766,8108.61885418
1662948000,2022-09-12 02:00:00,HAPI/USDT,8.5273,8.5648,8.4905,8.5406,882.0175,7523.60807362
1662944400,2022-09-12 01:00:00,HAPI/USDT,8.5165,8.5754,8.4972,8.5595,955.9826,8171.66389566
1662940800,2022-09-12 00:00:00,HAPI/USDT,8.5314,8.5755,8.5048,8.5469,943.4386,8067.67940088
1662937200,2022-09-11 23:00:00,HAPI/USDT,8.519,8.5674,8.4914,8.5656,1236.815,10551.15589534
1662933600,2022-09-11 22:00:00,HAPI/USDT,8.541,8.5595,8.4887,8.5489,1329.7456,11335.53901204
1662930000,2022-09-11 21:00:00,HAPI/USDT,8.4101,8.5475,8.4082,8.5434,1066.5527,9060.02419054
1662926400,2022-09-11 20:00:00,HAPI/USDT,8.5398,8.5754,8.3916,8.4468,1269.3794,10772.35101958
1662922800,2022-09-11 19:00:00,HAPI/USDT,8.5732,8.5755,8.49,8.5606,1199.2144,10262.52064412
1662919200,2022-09-11 18:00:00,HAPI/USDT,8.5412,8.5754,8.49,8.5732,1317.7085,11272.73792927
1662915600,2022-09-11 17:00:00,HAPI/USDT,8.5385,8.6133,8.49,8.5113,1263.6671,10812.80414181
1662912000,2022-09-11 16:00:00,HAPI/USDT,8.4113,8.5611,8.3954,8.5606,1573.1481,13327.51175602
1662908400,2022-09-11 15:00:00,HAPI/USDT,8.4946,8.5535,8.3932,8.4461,1331.685,11237.3622236
1662904800,2022-09-11 14:00:00,HAPI/USDT,8.4996,8.561,8.4766,8.4946,1568.602,13364.84195188
1662901200,2022-09-11 13:00:00,HAPI/USDT,8.4859,8.5583,8.4845,8.5416,1170.5146,9971.74933873
1662897600,2022-09-11 12:00:00,HAPI/USDT,8.4906,8.5467,8.4746,8.5183,956.5572,8142.80185865
1662894000,2022-09-11 11:00:00,HAPI/USDT,8.476,8.555,8.4525,8.5456,1042.3975,8864.95266622
1662890400,2022-09-11 10:00:00,HAPI/USDT,8.5631,8.5864,8.4525,8.5052,1161.5646,9873.93271042
1662886800,2022-09-11 09:00:00,HAPI/USDT,8.6042,8.6267,8.5508,8.5839,704.9285,6061.7685339
1662883200,2022-09-11 08:00:00,HAPI/USDT,8.5916,8.6318,8.522,8.6249,949.4354,8156.51072331
1662879600,2022-09-11 07:00:00,HAPI/USDT,8.5175,8.6086,8.51,8.6037,412.2029,3529.03132467
1662876000,2022-09-11 06:00:00,HAPI/USDT,8.5606,8.6071,8.503,8.5474,910.6039,7790.08620855
1662872400,2022-09-11 05:00:00,HAPI/USDT,8.5853,8.6304,8.5196,8.5907,958.2695,8237.12895388
1662868800,2022-09-11 04:00:00,HAPI/USDT,8.5905,8.6321,8.5699,8.6142,1013.4929,8720.98095999
1662865200,2022-09-11 03:00:00,HAPI/USDT,8.5746,8.6318,8.5675,8.6174,916.1399,7879.5744073
1662861600,2022-09-11 02:00:00,HAPI/USDT,8.5946,8.6283,8.5684,8.5974,845.5053,7270.98482305
1662858000,2022-09-11 01:00:00,HAPI/USDT,8.5843,8.6298,8.5694,8.6252,840.9138,7234.94663608
1662854400,2022-09-11 00:00:00,HAPI/USDT,8.6283,8.675,8.5708,8.6258,938.5981,8099.93034909
1662850800,2022-09-10 23:00:00,HAPI/USDT,8.5029,8.6703,8.45,8.6584,1380.3426,11879.70812794
1662847200,2022-09-10 22:00:00,HAPI/USDT,8.347,8.5376,8.3332,8.5359,1261.3383,10577.72289175
1662843600,2022-09-10 21:00:00,HAPI/USDT,8.3073,8.3827,8.3,8.3702,1245.4352,10379.44244957
1662840000,2022-09-10 20:00:00,HAPI/USDT,8.3001,8.3615,8.3,8.3365,1130.6585,9401.85806243
1662836400,2022-09-10 19:00:00,HAPI/USDT,8.4233,8.4582,8.3001,8.3001,1290.0669,10848.32231911
1662832800,2022-09-10 18:00:00,HAPI/USDT,8.4729,8.5258,8.2342,8.451,1127.58,9407.85070419
1662829200,2022-09-10 17:00:00,HAPI/USDT,8.3913,8.5232,8.3223,8.4978,1512.0752,12720.83253326
1662825600,2022-09-10 16:00:00,HAPI/USDT,8.2401,8.4245,8.225,8.4234,1305.1513,10880.90826757
1662822000,2022-09-10 15:00:00,HAPI/USDT,8.2249,8.3033,8.2197,8.269,1443.3127,11930.38662715
1662818400,2022-09-10 14:00:00,HAPI/USDT,8.329,8.3803,8.2195,8.2618,1289.0263,10719.00255527
1662814800,2022-09-10 13:00:00,HAPI/USDT,8.665,8.7136,8.2971,8.3347,1428.7279,12145.91548651
1662811200,2022-09-10 12:00:00,HAPI/USDT,8.7291,8.7831,8.6558,8.6954,1074.7396,9369.28745725
1662807600,2022-09-10 11:00:00,HAPI/USDT,8.7561,8.8301,8.6923,8.7607,943.3972,8269.18758535
1662804000,2022-09-10 10:00:00,HAPI/USDT,8.7257,8.8094,8.6607,8.8014,1095.2163,9580.70873272
1662800400,2022-09-10 09:00:00,HAPI/USDT,8.7396,8.75,8.6598,8.7499,899.0235,7843.55449025
1662796800,2022-09-10 08:00:00,HAPI/USDT,8.7084,8.7486,8.6583,8.7458,315.2035,2746.19854508
1662793200,2022-09-10 07:00:00,HAPI/USDT,8.5629,8.7499,8.5371,8.7114,992.5221,8614.64491541
1662789600,2022-09-10 06:00:00,HAPI/USDT,8.4945,8.6138,8.43,8.593,963.2056,8218.41718123
1662786000,2022-09-10 05:00:00,HAPI/USDT,8.5337,8.5688,8.4032,8.5182,769.3017,6537.91368677
1662782400,2022-09-10 04:00:00,HAPI/USDT,8.535,8.7473,8.5104,8.5595,1242.131,10708.21139055
1662778800,2022-09-10 03:00:00,HAPI/USDT,8.5332,8.6002,8.4944,8.5692,892.8154,7629.64963134
1662775200,2022-09-10 02:00:00,HAPI/USDT,8.5108,8.5792,8.4815,8.5558,868.5438,7392.04911688
1662771600,2022-09-10 01:00:00,HAPI/USDT,8.4873,8.599,8.4514,8.5047,712.4102,6075.63447375
1662768000,2022-09-10 00:00:00,HAPI/USDT,8.4841,8.5592,8.3698,8.4527,1046.4481,8902.43490144
1662764400,2022-09-09 23:00:00,HAPI/USDT,8.4941,8.5379,8.3916,8.4839,1429.9829,12142.59216411
1662760800,2022-09-09 22:00:00,HAPI/USDT,8.5736,8.6127,8.4599,8.532,1140.0068,9735.3275684
1662757200,2022-09-09 21:00:00,HAPI/USDT,8.5889,8.6421,8.55,8.6036,1274.9195,10969.4011423
1662753600,2022-09-09 20:00:00,HAPI/USDT,8.5885,8.6421,8.5723,8.6191,1079.6098,9294.0794716
1662750000,2022-09-09 19:00:00,HAPI/USDT,8.6069,8.6421,8.5383,8.6187,1320.252,11339.1858257
1662746400,2022-09-09 18:00:00,HAPI/USDT,8.5007,8.6421,8.3698,8.6069,1142.8838,9732.62592212
1662742800,2022-09-09 17:00:00,HAPI/USDT,8.5633,8.6149,8.4047,8.5361,1393.861,11911.21977327
1662739200,2022-09-09 16:00:00,HAPI/USDT,8.5313,8.6149,8.4909,8.6081,1205.2452,10302.38652551
1662735600,2022-09-09 15:00:00,HAPI/USDT,8.5087,8.5911,8.4754,8.5648,1095.3077,9355.68085915
1662732000,2022-09-09 14:00:00,HAPI/USDT,8.3619,8.5311,8.2365,8.475,1757.2609,14696.28349751
1662728400,2022-09-09 13:00:00,HAPI/USDT,8.3045,8.3813,8.3045,8.3615,1035.0611,8637.46462846
1662724800,2022-09-09 12:00:00,HAPI/USDT,8.2782,8.3073,8.2365,8.3066,1394.5263,11549.84799557
1662721200,2022-09-09 11:00:00,HAPI/USDT,8.2677,8.2976,8.2392,8.292,839.73,6952.06586876
1662717600,2022-09-09 10:00:00,HAPI/USDT,8.2522,8.2912,8.1004,8.2453,1388.7063,11408.15829634
1662714000,2022-09-09 09:00:00,HAPI/USDT,8.2708,8.3001,8.2455,8.282,979.364,8103.10335563
1662710400,2022-09-09 08:00:00,HAPI/USDT,8.273,8.3025,8.242,8.2971,500.7592,4145.57436471
1662706800,2022-09-09 07:00:00,HAPI/USDT,8.2863,8.3006,8.2389,8.2867,858.1973,7099.52510627
1662703200,2022-09-09 06:00:00,HAPI/USDT,8.2543,8.2948,8.1835,8.2573,920.0229,7592.6209838
1662699600,2022-09-09 05:00:00,HAPI/USDT,8.2724,8.302,8.19,8.275,956.1654,7891.8407696
1662696000,2022-09-09 04:00:00,HAPI/USDT,8.1725,8.3024,8.1299,8.2995,1017.4749,8382.48168665
1662692400,2022-09-09 03:00:00,HAPI/USDT,8.1355,8.1881,8.1206,8.1797,978.7093,7981.55950545
1662688800,2022-09-09 02:00:00,HAPI/USDT,8.1185,8.1886,8.103,8.1628,970.0613,7896.62711393
1662685200,2022-09-09 01:00:00,HAPI/USDT,8.1797,8.2589,8.1072,8.1459,937.2889,7687.02639785
1662681600,2022-09-09 00:00:00,HAPI/USDT,8.1155,8.2142,8.1038,8.2142,978.2034,7978.37199346
1662678000,2022-09-08 23:00:00,HAPI/USDT,8.1145,8.1774,8.0931,8.144,1304.7605,10599.72894985
1662674400,2022-09-08 22:00:00,HAPI/USDT,8.1337,8.1863,8.0908,8.1335,1440.7789,11711.93067689
1662670800,2022-09-08 21:00:00,HAPI/USDT,8.1442,8.2015,8.1041,8.1331,1276.876,10416.07946474
1662667200,2022-09-08 20:00:00,HAPI/USDT,8.1197,8.1751,8.0938,8.1714,1250.0317,10163.58932004
1662663600,2022-09-08 19:00:00,HAPI/USDT,8.1191,8.1537,8.0953,8.1436,1352.5132,10984.46524714
1662660000,2022-09-08 18:00:00,HAPI/USDT,8.0841,8.1514,8.06,8.1006,1272.5872,10329.14510743
1662656400,2022-09-08 17:00:00,HAPI/USDT,8.0925,8.1498,8.04,8.1084,1098.9435,8907.99045872
1662652800,2022-09-08 16:00:00,HAPI/USDT,8.0803,8.1191,8.0667,8.1129,1561.1404,12635.30321362
1662649200,2022-09-08 15:00:00,HAPI/USDT,8.0177,8.1247,8.0016,8.1087,1197.9442,9695.39067083
1662645600,2022-09-08 14:00:00,HAPI/USDT,8.1133,8.1913,7.9802,8.0459,1368.8771,11143.48114938
1662642000,2022-09-08 13:00:00,HAPI/USDT,7.9503,8.1541,7.8129,8.1482,1534.3136,12220.9805713
1662638400,2022-09-08 12:00:00,HAPI/USDT,7.8437,8.024,7.8437,7.9782,1376.6588,10936.93962944
1662634800,2022-09-08 11:00:00,HAPI/USDT,7.9139,7.9828,7.8437,7.8832,951.4492,7510.67930108
1662631200,2022-09-08 10:00:00,HAPI/USDT,7.9596,8.009,7.9,7.9417,1183.0939,9420.1823294
1662627600,2022-09-08 09:00:00,HAPI/USDT,7.9622,8.0161,7.9495,7.9808,1139.9408,9096.69802086
1662624000,2022-09-08 08:00:00,HAPI/USDT,7.9997,8.029,7.9495,7.9756,765.8614,6114.06842498
1662620400,2022-09-08 07:00:00,HAPI/USDT,8.0396,8.0866,7.9799,8.0149,570.296,4567.67618514
1662616800,2022-09-08 06:00:00,HAPI/USDT,8.0582,8.1064,8.0305,8.0698,1162.256,9365.29391534
