https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WAVES,Volume USDT
1663459200,2022-09-18 00:00:00,WAVES/USDT,4.37,4.3705,4.3331,4.3412,2227.41838721,9704.317233995921
1663372800,2022-09-17 00:00:00,WAVES/USDT,4.308,4.3759,4.2668,4.3714,100906.70450998,435438.745792528283
1663286400,2022-09-16 00:00:00,WAVES/USDT,4.224,4.3536,4.169,4.3052,90701.13573136,386342.033513651507
1663200000,2022-09-15 00:00:00,WAVES/USDT,4.4359,4.4423,4.1903,4.2187,207696.08500919,893557.122038705603
1663113600,2022-09-14 00:00:00,WAVES/USDT,4.3617,4.4536,4.2869,4.4384,111718.90164443,490526.638392128054
1663027200,2022-09-13 00:00:00,WAVES/USDT,4.8506,4.8598,4.3447,4.3708,244373.20094247,1116992.888112087516
1662940800,2022-09-12 00:00:00,WAVES/USDT,4.913,5.0142,4.6827,4.848,266223.86377645,1296207.310460142131
1662854400,2022-09-11 00:00:00,WAVES/USDT,4.9569,5.1787,4.8181,4.915,321496.06119065,1597982.943434347136
1662768000,2022-09-10 00:00:00,WAVES/USDT,4.7127,5.2628,4.6633,4.9557,456485.30572984,2264970.992919001267
1662681600,2022-09-09 00:00:00,WAVES/USDT,4.462,4.7787,4.4527,4.7081,230620.51520307,1073115.338565893527
1662595200,2022-09-08 00:00:00,WAVES/USDT,4.4098,4.4801,4.3213,4.4626,115809.35610854,509319.098575637968
1662508800,2022-09-07 00:00:00,WAVES/USDT,4.2615,4.4466,4.1569,4.4067,106849.39963258,459848.611593925275
1662422400,2022-09-06 00:00:00,WAVES/USDT,4.5837,4.6914,4.2,4.2646,187022.64688489,831757.740731720295
1662336000,2022-09-05 00:00:00,WAVES/USDT,4.6123,4.6782,4.445,4.5797,62074.0864901,282452.632357413759
1662249600,2022-09-04 00:00:00,WAVES/USDT,4.515,4.7089,4.5085,4.6084,106675.33789739,490707.238729775302
1662163200,2022-09-03 00:00:00,WAVES/USDT,4.4905,4.5276,4.4439,4.5111,95653.35393149,429284.566152025889
1662076800,2022-09-02 00:00:00,WAVES/USDT,4.5392,4.6008,4.425,4.4991,189693.44986256,857841.699032775382
1661990400,2022-09-01 00:00:00,WAVES/USDT,4.4926,4.6647,4.36,4.5433,241768.53486969,1084496.259724548175
1661904000,2022-08-31 00:00:00,WAVES/USDT,4.469,4.6145,4.4471,4.4979,274434.01621643,1242902.442651196281
1661817600,2022-08-30 00:00:00,WAVES/USDT,4.584,4.7183,4.3605,4.4645,195374.64808484,883684.301195638044
1661731200,2022-08-29 00:00:00,WAVES/USDT,4.3459,4.6122,4.2958,4.5833,252584.71157471,1129342.430895770432
1661644800,2022-08-28 00:00:00,WAVES/USDT,4.5247,4.5772,4.3208,4.3449,147500.04436185,664679.566065575589
1661558400,2022-08-27 00:00:00,WAVES/USDT,4.5535,4.5874,4.4168,4.5198,150648.78412123,677920.605501558025
1661472000,2022-08-26 00:00:00,WAVES/USDT,5.0877,5.0877,4.4873,4.5506,308845.78859031,1483543.266936045161
1661385600,2022-08-25 00:00:00,WAVES/USDT,5.0702,5.145,5.0068,5.0959,112360.30208237,570904.940571737882
1661299200,2022-08-24 00:00:00,WAVES/USDT,5.1432,5.2804,4.9594,5.0686,205036.74000145,1053951.364132245668
1661212800,2022-08-23 00:00:00,WAVES/USDT,4.8205,5.1479,4.6191,5.1404,313318.67152443,1551385.446557805656
1661126400,2022-08-22 00:00:00,WAVES/USDT,4.9339,4.9339,4.6084,4.8288,112256.8936674,532476.396716671034
1661040000,2022-08-21 00:00:00,WAVES/USDT,4.85,4.9865,4.771,4.9382,145512.27104642,712303.750794125025
1660953600,2022-08-20 00:00:00,WAVES/USDT,4.8896,5.0542,4.6913,4.8476,189303.91796364,930438.995034576112
1660867200,2022-08-19 00:00:00,WAVES/USDT,5.3841,5.3891,4.8168,4.8894,398001.98107795,2008787.623965999142
1660780800,2022-08-18 00:00:00,WAVES/USDT,5.6059,5.7587,5.1061,5.3863,321070.13186185,1766025.276582794851
1660694400,2022-08-17 00:00:00,WAVES/USDT,5.8659,5.995,5.5146,5.6052,306648.80383335,1743248.460198658245
1660608000,2022-08-16 00:00:00,WAVES/USDT,5.9514,6.028,5.805,5.8642,190588.57603085,1122715.130299178608
1660521600,2022-08-15 00:00:00,WAVES/USDT,6.0729,6.3046,5.8299,5.9481,394478.6491669,2374026.223433744474
1660435200,2022-08-14 00:00:00,WAVES/USDT,6.0997,6.4049,5.9163,6.0692,312361.16610341,1929855.601269070969
1660348800,2022-08-13 00:00:00,WAVES/USDT,6.1271,6.2117,6.0545,6.0929,221021.33639734,1356780.196261596933
1660262400,2022-08-12 00:00:00,WAVES/USDT,6.0712,6.162,5.8579,6.1297,209597.85971913,1256262.703738951841
1660176000,2022-08-11 00:00:00,WAVES/USDT,6.1052,6.228,6.0178,6.0721,248840.68414673,1527856.862320652881
1660089600,2022-08-10 00:00:00,WAVES/USDT,5.7938,6.17,5.6406,6.1049,361447.2142611,2144819.555063730751
1660003200,2022-08-09 00:00:00,WAVES/USDT,6.1336,6.1747,5.6396,5.8051,285644.34428119,1690038.014264608974
1659916800,2022-08-08 00:00:00,WAVES/USDT,6.0544,6.3828,6.0503,6.1376,464184.34658306,2883891.553927896581
1659830400,2022-08-07 00:00:00,WAVES/USDT,6.0902,6.1573,5.882,6.0491,208922.52526131,1261377.292172187629
1659744000,2022-08-06 00:00:00,WAVES/USDT,6.2328,6.34,6.054,6.092,328577.80667358,2033926.434735307098
1659657600,2022-08-05 00:00:00,WAVES/USDT,5.8917,6.6623,5.8105,6.234,1152259.37609648,7205472.86510256591
1659571200,2022-08-04 00:00:00,WAVES/USDT,5.6337,5.9487,5.5796,5.8909,378640.97839334,2175498.816547795301
1659484800,2022-08-03 00:00:00,WAVES/USDT,5.7262,5.8576,5.51,5.6343,383245.3603518,2196282.621781617918
1659398400,2022-08-02 00:00:00,WAVES/USDT,6.1086,6.3699,5.5562,5.7369,783089.91442109,4548064.333916523338
1659312000,2022-08-01 00:00:00,WAVES/USDT,5.6651,6.4979,5.6134,6.093,1260131.36968281,7704351.578082247202
1659225600,2022-07-31 00:00:00,WAVES/USDT,5.6454,5.982,5.5783,5.6687,468813.78511279,2711862.685317812969
1659139200,2022-07-30 00:00:00,WAVES/USDT,5.6324,6.0521,5.5181,5.6452,608114.36698927,3511057.034820949419
1659052800,2022-07-29 00:00:00,WAVES/USDT,5.7196,5.91,5.4629,5.6282,609182.81673257,3485468.007237999118
1658966400,2022-07-28 00:00:00,WAVES/USDT,5.3868,5.8158,5.3036,5.7241,668127.75629587,3736254.21351790984
1658880000,2022-07-27 00:00:00,WAVES/USDT,5.0003,5.4022,4.8893,5.3847,261508.71689158,1349920.452510709607
1658793600,2022-07-26 00:00:00,WAVES/USDT,4.9284,5.0071,4.8094,5.0065,211570.09157716,1037373.733324390323
1658707200,2022-07-25 00:00:00,WAVES/USDT,5.4588,5.484,4.8856,4.9279,377123.95191005,1945350.735695858779
1658620800,2022-07-24 00:00:00,WAVES/USDT,5.5283,5.6004,5.4169,5.4702,180777.01436059,997909.919479290545
1658534400,2022-07-23 00:00:00,WAVES/USDT,5.5121,5.6307,5.3351,5.5254,177802.06376749,975205.98522750827
1658448000,2022-07-22 00:00:00,WAVES/USDT,5.7136,5.8917,5.4087,5.5059,309351.64518802,1755792.992845156085
1658361600,2022-07-21 00:00:00,WAVES/USDT,5.6975,5.8229,5.3685,5.7033,363496.40574167,2036265.78982605616
1658275200,2022-07-20 00:00:00,WAVES/USDT,6.3015,6.6199,5.6062,5.6972,1077490.40375631,6675926.021056218018
1658188800,2022-07-19 00:00:00,WAVES/USDT,5.4169,6.37,5.3192,6.3014,1247303.38657654,7367286.353212429891
1658102400,2022-07-18 00:00:00,WAVES/USDT,5.0346,5.6279,4.9667,5.4125,681537.88387593,3642329.485220313937
1658016000,2022-07-17 00:00:00,WAVES/USDT,5.136,5.238,4.9852,5.0284,237910.52964277,1213160.187944717695
1657929600,2022-07-16 00:00:00,WAVES/USDT,5.0749,5.1657,4.9047,5.1357,190294.99562116,962911.448186791069
1657843200,2022-07-15 00:00:00,WAVES/USDT,5.0936,5.3156,4.9592,5.0712,321078.6904542,1642577.713946499116
1657756800,2022-07-14 00:00:00,WAVES/USDT,4.8823,5.2088,4.8107,5.0936,534029.09553411,2663545.511081394407
1657670400,2022-07-13 00:00:00,WAVES/USDT,4.711,4.8942,4.335,4.8795,418342.76403544,1940553.235192282116
1657584000,2022-07-12 00:00:00,WAVES/USDT,4.6882,4.9412,4.6536,4.703,416123.81210708,1989620.554085926228
1657497600,2022-07-11 00:00:00,WAVES/USDT,5.1053,5.1081,4.6246,4.6917,355183.22628479,1742796.061058068728
1657411200,2022-07-10 00:00:00,WAVES/USDT,5.4291,5.4293,5.0602,5.1061,329860.61778657,1718097.899051346881
1657324800,2022-07-09 00:00:00,WAVES/USDT,5.3545,5.5513,5.3498,5.4255,353786.2910042,1926347.225360687191
1657238400,2022-07-08 00:00:00,WAVES/USDT,5.604,5.7208,5.28,5.357,482025.34075934,2630957.716214417368
1657152000,2022-07-07 00:00:00,WAVES/USDT,5.3119,5.7362,5.197,5.6005,431907.49407888,2335046.875836084723
1657065600,2022-07-06 00:00:00,WAVES/USDT,5.2486,5.3534,5.155,5.3154,409567.59489658,2152293.475260174497
1656979200,2022-07-05 00:00:00,WAVES/USDT,5.5026,5.5397,5.0768,5.2552,788883.54985609,4200313.345026200923
1656892800,2022-07-04 00:00:00,WAVES/USDT,5.1413,5.5181,5.1227,5.5032,634804.33314943,3378094.06436216101
1656806400,2022-07-03 00:00:00,WAVES/USDT,5.1921,5.2095,5.0042,5.1515,372407.3233321,1900798.266257871132
1656720000,2022-07-02 00:00:00,WAVES/USDT,5.2421,5.3718,4.9615,5.1851,662033.48995424,3402983.809728480965
1656633600,2022-07-01 00:00:00,WAVES/USDT,5.0731,5.5101,4.8925,5.2416,1092066.57189333,5676473.138110586797
1656547200,2022-06-30 00:00:00,WAVES/USDT,5.4026,5.405,4.78,5.0687,626536.44909416,3119742.869468583679
1656460800,2022-06-29 00:00:00,WAVES/USDT,5.4085,5.5615,5.1519,5.401,564616.51534056,3010762.850974895612
1656374400,2022-06-28 00:00:00,WAVES/USDT,5.9005,5.951,5.3418,5.4053,517155.26798295,2941333.87164991048
1656288000,2022-06-27 00:00:00,WAVES/USDT,5.8964,6.3793,5.7023,5.9004,611341.43580832,3685240.258674196837
1656201600,2022-06-26 00:00:00,WAVES/USDT,6.4445,6.4803,5.8554,5.8943,539328.12578482,3347309.915332307646
1656115200,2022-06-25 00:00:00,WAVES/USDT,6.5734,6.7999,6.1386,6.447,713019.52254486,4597402.933319464974
