https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TUSD,Volume USDT,tradecount
1663437600000,2022-09-17 18:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,11064.00000000,11063.91480000,37
1663434000000,2022-09-17 17:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,12509.00000000,12508.19580000,40
1663430400000,2022-09-17 16:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,192612.00000000,192610.14970000,529
1663426800000,2022-09-17 15:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,150724.00000000,150723.00290000,409
1663423200000,2022-09-17 14:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,1.00000000,310411.00000000,310410.62770000,643
1663419600000,2022-09-17 13:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,149155.00000000,149151.62520000,313
1663416000000,2022-09-17 12:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,0.99990000,493388.00000000,493387.09050000,1100
1663412400000,2022-09-17 11:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,481745.00000000,481745.03460000,1335
1663408800000,2022-09-17 10:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,431951.00000000,431952.50220000,1260
1663405200000,2022-09-17 09:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,270668.00000000,270668.46380000,802
1663401600000,2022-09-17 08:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,92388.00000000,92392.38490000,301
1663398000000,2022-09-17 07:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,176129.00000000,176145.41850000,463
1663394400000,2022-09-17 06:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,135851.00000000,135864.54500000,419
1663390800000,2022-09-17 05:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,83054.00000000,83060.89530000,250
1663387200000,2022-09-17 04:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00010000,62983.00000000,62983.97020000,129
1663383600000,2022-09-17 03:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,48872.00000000,48876.58450000,149
1663380000000,2022-09-17 02:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,70937.00000000,70943.34530000,194
1663376400000,2022-09-17 01:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,8577.00000000,8577.64420000,42
1663372800000,2022-09-17 00:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,95177.00000000,95179.87110000,243
1663369200000,2022-09-16 23:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,420269.00000000,420269.08270000,839
1663365600000,2022-09-16 22:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,23456.00000000,23457.56260000,64
1663362000000,2022-09-16 21:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00010000,1128282.00000000,1128392.16070000,2159
1663358400000,2022-09-16 20:00:00,TUSD/USDT,1.00020000,1.00020000,1.00010000,1.00010000,775072.00000000,775149.62680000,1805
1663354800000,2022-09-16 19:00:00,TUSD/USDT,1.00010000,1.00020000,1.00010000,1.00010000,14104.00000000,14106.04990000,58
1663351200000,2022-09-16 18:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00020000,363792.00000000,363828.96250000,807
1663347600000,2022-09-16 17:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,871976.00000000,872059.87740000,1869
1663344000000,2022-09-16 16:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00010000,269166.00000000,269189.77570000,689
1663340400000,2022-09-16 15:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,187401.00000000,187414.57700000,551
1663336800000,2022-09-16 14:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,240913.00000000,240918.83180000,553
1663333200000,2022-09-16 13:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,123505.00000000,123514.12920000,433
1663329600000,2022-09-16 12:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,123183.00000000,123193.55630000,205
1663326000000,2022-09-16 11:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,51240.00000000,51244.69270000,295
1663322400000,2022-09-16 10:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,46414.00000000,46418.10980000,216
1663318800000,2022-09-16 09:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,6312.00000000,6312.19990000,156
1663315200000,2022-09-16 08:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,90208.00000000,90210.38700000,262
1663311600000,2022-09-16 07:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,12750.00000000,12750.91610000,140
1663308000000,2022-09-16 06:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,17708.00000000,17709.33680000,102
1663304400000,2022-09-16 05:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,62424.00000000,62424.16700000,36
1663300800000,2022-09-16 04:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,1.00000000,1235839.00000000,1235837.69620000,3098
1663297200000,2022-09-16 03:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,1.00000000,1524056.00000000,1524050.83860000,1216
1663293600000,2022-09-16 02:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,430396.00000000,430398.23020000,106
1663290000000,2022-09-16 01:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,26352.00000000,26352.46370000,88
1663286400000,2022-09-16 00:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,112787.00000000,112791.25500000,265
1663282800000,2022-09-15 23:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,205631.00000000,205649.79300000,408
1663279200000,2022-09-15 22:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00010000,375489.00000000,375525.45290000,951
1663275600000,2022-09-15 21:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,229569.00000000,229591.43560000,612
1663272000000,2022-09-15 20:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00010000,94117.00000000,94125.87590000,315
1663268400000,2022-09-15 19:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00010000,228731.00000000,228753.54730000,648
1663264800000,2022-09-15 18:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,172295.00000000,172311.49080000,483
1663261200000,2022-09-15 17:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,333653.00000000,333684.17660000,842
1663257600000,2022-09-15 16:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00000000,583405.00000000,583462.40400000,1475
1663254000000,2022-09-15 15:00:00,TUSD/USDT,1.00000000,1.00030000,1.00000000,1.00010000,2770260.00000000,2770757.89130000,6795
1663250400000,2022-09-15 14:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,434931.00000000,434945.41120000,1090
1663246800000,2022-09-15 13:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,1.00000000,590036.00000000,590036.13310000,1222
1663243200000,2022-09-15 12:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,250135.00000000,250133.53880000,609
1663239600000,2022-09-15 11:00:00,TUSD/USDT,0.99990000,1.00000000,0.99980000,1.00000000,612767.00000000,612707.26620000,429
1663236000000,2022-09-15 10:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99990000,661856.00000000,661788.21920000,1573
1663232400000,2022-09-15 09:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99990000,915656.00000000,915495.37070000,1221
1663228800000,2022-09-15 08:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,411296.00000000,411212.39800000,1204
1663225200000,2022-09-15 07:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,310871.00000000,310799.12460000,833
1663221600000,2022-09-15 06:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,442454.00000000,442358.82940000,1067
1663218000000,2022-09-15 05:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99980000,678826.00000000,678689.69370000,1742
1663214400000,2022-09-15 04:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,563598.00000000,563487.96660000,1715
1663210800000,2022-09-15 03:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,40492.00000000,40485.50920000,240
1663207200000,2022-09-15 02:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,30799.00000000,30793.45110000,178
1663203600000,2022-09-15 01:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,119668.00000000,119653.81750000,405
1663200000000,2022-09-15 00:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99980000,146450.00000000,146424.48470000,243
1663196400000,2022-09-14 23:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99990000,203949.00000000,203925.52680000,494
1663192800000,2022-09-14 22:00:00,TUSD/USDT,0.99990000,1.00000000,0.99980000,0.99980000,568311.00000000,568254.05880000,1240
1663189200000,2022-09-14 21:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,482461.00000000,482417.91120000,566
1663185600000,2022-09-14 20:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,1.00000000,16672.00000000,16671.40690000,82
1663182000000,2022-09-14 19:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,126654.00000000,126649.46280000,230
1663178400000,2022-09-14 18:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,1.00000000,145116.00000000,145114.12610000,366
1663174800000,2022-09-14 17:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,1.00000000,181089.00000000,181071.64680000,162
1663171200000,2022-09-14 16:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,79458.00000000,79453.75750000,186
1663167600000,2022-09-14 15:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,217416.00000000,217414.73360000,595
1663164000000,2022-09-14 14:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,411187.00000000,411177.98810000,1014
1663160400000,2022-09-14 13:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,32226.00000000,32224.18490000,105
1663156800000,2022-09-14 12:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,120547.00000000,120545.55800000,288
1663153200000,2022-09-14 11:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,1.00000000,204045.00000000,204044.37090000,539
1663149600000,2022-09-14 10:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00000000,1786726.00000000,1786856.90070000,1209
1663146000000,2022-09-14 09:00:00,TUSD/USDT,1.00010000,1.00020000,1.00000000,1.00010000,959440.00000000,959532.06790000,483
1663142400000,2022-09-14 08:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,122224.00000000,122234.72130000,77
1663138800000,2022-09-14 07:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,28407.00000000,28407.35640000,70
1663135200000,2022-09-14 06:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,4027.00000000,4027.20350000,26
1663131600000,2022-09-14 05:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00010000,195018.00000000,195033.10600000,48
1663128000000,2022-09-14 04:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,13308.00000000,13308.24220000,59
1663124400000,2022-09-14 03:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00000000,36844.00000000,36845.47730000,122
1663120800000,2022-09-14 02:00:00,TUSD/USDT,1.00010000,1.00010000,1.00000000,1.00000000,51243.00000000,51245.19450000,99
1663117200000,2022-09-14 01:00:00,TUSD/USDT,1.00000000,1.00010000,1.00000000,1.00010000,13738.00000000,13738.07750000,24
1663113600000,2022-09-14 00:00:00,TUSD/USDT,1.00000000,1.00010000,0.99990000,1.00010000,1085239.00000000,1085240.28110000,2484
1663110000000,2022-09-13 23:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,182048.00000000,182041.08950000,394
1663106400000,2022-09-13 22:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,61201.00000000,61196.91010000,184
1663102800000,2022-09-13 21:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,1.00000000,551623.00000000,551620.01160000,370
1663099200000,2022-09-13 20:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,153918.00000000,153912.44720000,321
1663095600000,2022-09-13 19:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,108889.00000000,108886.45210000,207
1663092000000,2022-09-13 18:00:00,TUSD/USDT,0.99990000,1.00000000,0.99990000,0.99990000,285547.00000000,285523.06460000,472
1663088400000,2022-09-13 17:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,0.99990000,55273.00000000,55272.16630000,133
1663084800000,2022-09-13 16:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,183779.00000000,183777.39090000,505
1663081200000,2022-09-13 15:00:00,TUSD/USDT,1.00000000,1.00000000,0.99990000,1.00000000,283939.00000000,283935.54910000,744
1663077600000,2022-09-13 14:00:00,TUSD/USDT,0.99990000,1.00010000,0.99980000,1.00000000,2654677.00000000,2654575.21510000,4539
1663074000000,2022-09-13 13:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99990000,2270708.00000000,2270312.01760000,2741
1663070400000,2022-09-13 12:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,1326757.00000000,1326464.61420000,2826
1663066800000,2022-09-13 11:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,221745.00000000,221681.45920000,516
1663063200000,2022-09-13 10:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,50998.00000000,50986.73590000,227
1663059600000,2022-09-13 09:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,46296.00000000,46285.15450000,149
1663056000000,2022-09-13 08:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,681110.00000000,680973.55860000,921
1663052400000,2022-09-13 07:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,494081.00000000,493982.85070000,1157
1663048800000,2022-09-13 06:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,543327.00000000,543219.51270000,1252
1663045200000,2022-09-13 05:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,149631.00000000,149601.14800000,398
1663041600000,2022-09-13 04:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99990000,144483.00000000,144454.51000000,459
1663038000000,2022-09-13 03:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99980000,1062969.00000000,1062756.60200000,423
1663034400000,2022-09-13 02:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,205791.00000000,205748.39870000,518
1663030800000,2022-09-13 01:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,180725.00000000,180688.33690000,454
1663027200000,2022-09-13 00:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,512446.00000000,512343.78030000,674
1663023600000,2022-09-12 23:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,164290.00000000,164257.18990000,394
1663020000000,2022-09-12 22:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,133900.00000000,133873.50680000,318
1663016400000,2022-09-12 21:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,198476.00000000,198436.92830000,484
1663012800000,2022-09-12 20:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,305515.00000000,305454.28100000,732
1663009200000,2022-09-12 19:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,444099.00000000,444010.40170000,911
1663005600000,2022-09-12 18:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99990000,133637.00000000,133613.78640000,300
1663002000000,2022-09-12 17:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99990000,260355.00000000,260328.11880000,482
1662998400000,2022-09-12 16:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99990000,353245.00000000,353192.48920000,586
1662994800000,2022-09-12 15:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99980000,726718.00000000,726579.63070000,1124
1662991200000,2022-09-12 14:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99980000,634067.00000000,633939.99050000,1496
1662987600000,2022-09-12 13:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,574744.00000000,574630.38150000,1513
1662984000000,2022-09-12 12:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,302506.00000000,302445.92380000,710
1662980400000,2022-09-12 11:00:00,TUSD/USDT,0.99980000,0.99990000,0.99970000,0.99980000,497891.00000000,497791.80760000,1257
1662976800000,2022-09-12 10:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,972454.00000000,972255.76090000,2248
1662973200000,2022-09-12 09:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,492383.00000000,492271.00630000,1011
1662969600000,2022-09-12 08:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,252094.00000000,252020.28710000,612
1662966000000,2022-09-12 07:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,203579.00000000,203521.01680000,579
1662962400000,2022-09-12 06:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,4654.00000000,4652.82970000,42
1662958800000,2022-09-12 05:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,59904.00000000,59890.08420000,148
1662955200000,2022-09-12 04:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,26556.00000000,26549.86580000,108
1662951600000,2022-09-12 03:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,273565.00000000,273506.93240000,464
1662948000000,2022-09-12 02:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,57808.00000000,57793.26720000,143
1662944400000,2022-09-12 01:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,186755.00000000,186713.15820000,416
1662940800000,2022-09-12 00:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,611920.00000000,611741.91500000,302
1662937200000,2022-09-11 23:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,15546.00000000,15542.14120000,172
1662933600000,2022-09-11 22:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,16717.00000000,16713.32640000,173
1662930000000,2022-09-11 21:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,169229.00000000,169190.68360000,428
1662926400000,2022-09-11 20:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99980000,51016.00000000,51003.52130000,127
1662922800000,2022-09-11 19:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,5131.00000000,5129.57480000,37
1662919200000,2022-09-11 18:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,8300.00000000,8297.56810000,43
1662915600000,2022-09-11 17:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,25244.00000000,25236.81490000,76
1662912000000,2022-09-11 16:00:00,TUSD/USDT,0.99970000,0.99980000,0.99970000,0.99970000,7901.00000000,7898.83130000,38
1662908400000,2022-09-11 15:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,6150.00000000,6148.40960000,38
1662904800000,2022-09-11 14:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,12710.00000000,12706.61780000,55
1662901200000,2022-09-11 13:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99970000,20019.00000000,20013.29280000,41
1662897600000,2022-09-11 12:00:00,TUSD/USDT,0.99980000,0.99980000,0.99970000,0.99980000,113051.00000000,113027.89200000,364
1662894000000,2022-09-11 11:00:00,TUSD/USDT,0.99960000,0.99980000,0.99960000,0.99970000,1018178.00000000,1017872.65870000,551
1662890400000,2022-09-11 10:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,517921.00000000,517757.69540000,1326
1662886800000,2022-09-11 09:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,295253.00000000,295163.85710000,931
1662883200000,2022-09-11 08:00:00,TUSD/USDT,0.99970000,0.99980000,0.99960000,0.99970000,1075685.00000000,1075363.18170000,677
1662879600000,2022-09-11 07:00:00,TUSD/USDT,0.99970000,0.99980000,0.99960000,0.99970000,647352.00000000,647161.43750000,1117
1662876000000,2022-09-11 06:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,368615.00000000,368501.83000000,885
1662872400000,2022-09-11 05:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,88761.00000000,88734.17900000,192
1662868800000,2022-09-11 04:00:00,TUSD/USDT,0.99960000,0.99970000,0.99960000,0.99970000,11118.00000000,11114.59030000,56
1662865200000,2022-09-11 03:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99960000,260405.00000000,260326.58480000,710
1662861600000,2022-09-11 02:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,293273.00000000,293180.03570000,811
1662858000000,2022-09-11 01:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,123961.00000000,123923.68480000,328
1662854400000,2022-09-11 00:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,294045.00000000,293956.65270000,873
1662850800000,2022-09-10 23:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99970000,79232.00000000,79208.06370000,327
1662847200000,2022-09-10 22:00:00,TUSD/USDT,0.99980000,0.99990000,0.99960000,0.99970000,575688.00000000,575559.12660000,1213
1662843600000,2022-09-10 21:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,288554.00000000,288498.50860000,830
1662840000000,2022-09-10 20:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,443401.00000000,443312.39090000,1104
1662836400000,2022-09-10 19:00:00,TUSD/USDT,0.99980000,0.99990000,0.99980000,0.99980000,441790.00000000,441701.77540000,963
1662832800000,2022-09-10 18:00:00,TUSD/USDT,0.99990000,0.99990000,0.99980000,0.99980000,227818.00000000,227772.55590000,627
1662829200000,2022-09-10 17:00:00,TUSD/USDT,0.99970000,0.99990000,0.99960000,0.99980000,1050464.00000000,1050189.47810000,444
1662825600000,2022-09-10 16:00:00,TUSD/USDT,0.99960000,0.99970000,0.99950000,0.99970000,1821128.00000000,1820401.34910000,2668
1662822000000,2022-09-10 15:00:00,TUSD/USDT,0.99960000,0.99970000,0.99960000,0.99960000,99473.00000000,99436.51310000,327
1662818400000,2022-09-10 14:00:00,TUSD/USDT,0.99970000,0.99970000,0.99960000,0.99960000,85559.00000000,85529.24900000,246
