https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNX,Volume USDT
1661472000,2022-08-26 00:00:00,BNX/USDT,129.79,129.881,123.6,124.521,97.5223,12456.360456
1661385600,2022-08-25 00:00:00,BNX/USDT,129.484,131.086,128.7,130.02,56.3305,7301.973502
1661299200,2022-08-24 00:00:00,BNX/USDT,132.887,133.278,129,129.225,18.1418,2377.2878275
1661212800,2022-08-23 00:00:00,BNX/USDT,141,141,132.817,133.463,5.8546,802.4663631
1661126400,2022-08-22 00:00:00,BNX/USDT,141.5,141.5,138.006,141.475,27.8929,3898.492716
1661040000,2022-08-21 00:00:00,BNX/USDT,136.8,142.302,133.526,141.5,77.2456,10669.1957726
1660953600,2022-08-20 00:00:00,BNX/USDT,128.4,138,128.4,137.1,69.5551,9346.8953045
1660867200,2022-08-19 00:00:00,BNX/USDT,138.375,138.723,121.401,127.592,251.42295335,32589.47974028155
1660780800,2022-08-18 00:00:00,BNX/USDT,137.208,140.6,137.208,138.591,33.5823,4680.7529859
1660694400,2022-08-17 00:00:00,BNX/USDT,138.705,140.698,136.634,136.934,104.3032,14455.6408475
1660608000,2022-08-16 00:00:00,BNX/USDT,137.2,140.04,136.2,138.485,26.883,3741.5197854
1660521600,2022-08-15 00:00:00,BNX/USDT,136.594,138.6,135.277,136.8,31.9721,4402.3716553
1660435200,2022-08-14 00:00:00,BNX/USDT,134.3,138.493,134.3,136.011,72.2858,9901.1950579
1660348800,2022-08-13 00:00:00,BNX/USDT,134.091,134.3,133.081,133.845,10.5403,1410.5061521
1660262400,2022-08-12 00:00:00,BNX/USDT,132.3,135.085,132.101,133.99,13.9342,1866.1697526
1660176000,2022-08-11 00:00:00,BNX/USDT,135.6,137.2,131.91,132.518,39.7491,5322.7097176
1660089600,2022-08-10 00:00:00,BNX/USDT,127.4,141,126.331,135.1,125.5162,17083.5840982
1660003200,2022-08-09 00:00:00,BNX/USDT,131.6,131.758,126.48,127.8,48.8424,6298.8297955
1659916800,2022-08-08 00:00:00,BNX/USDT,125.351,138,125.333,130.822,237.5895,31106.2576235
1659830400,2022-08-07 00:00:00,BNX/USDT,125.45,126.48,124.6,125.351,29.1514,3657.2134795
1659744000,2022-08-06 00:00:00,BNX/USDT,129.773,129.773,125,125.539,30.2988,3845.1219139
1659657600,2022-08-05 00:00:00,BNX/USDT,128.1,132.288,128.1,129.6,19.5537,2548.5472414
1659571200,2022-08-04 00:00:00,BNX/USDT,127.429,130.277,126.775,127.4,30.3346,3894.417517
1659484800,2022-08-03 00:00:00,BNX/USDT,126.629,130.8,126,127.629,20.5415,2656.3590726
1659398400,2022-08-02 00:00:00,BNX/USDT,128.982,129.6,124.297,127.2,83.8625,10627.5724006
1659312000,2022-08-01 00:00:00,BNX/USDT,133.964,135.006,127.541,129.311,36.1121,4745.1456607
1659225600,2022-07-31 00:00:00,BNX/USDT,134.4,136.294,130.528,134.4,100.6422,13499.9721425
1659139200,2022-07-30 00:00:00,BNX/USDT,135.18,137.091,134.185,134.4,25.5724,3458.7279312
1659052800,2022-07-29 00:00:00,BNX/USDT,139.803,139.803,133.925,135,36.4087,5010.2389639
1658966400,2022-07-28 00:00:00,BNX/USDT,125.975,143.69,121.443,139.8,225.8776,30325.5442739
1658880000,2022-07-27 00:00:00,BNX/USDT,122.207,125.967,121.109,125.878,23.4856,2916.3719414
1658793600,2022-07-26 00:00:00,BNX/USDT,122.69,123.424,117.849,122.159,24.462,2951.8527909
1658707200,2022-07-25 00:00:00,BNX/USDT,124.356,124.903,122.345,122.885,15.56028103,1927.65306182891
1658620800,2022-07-24 00:00:00,BNX/USDT,126.93,127.519,124.335,124.903,12.3476,1559.5641961
1658534400,2022-07-23 00:00:00,BNX/USDT,129.025,131.189,124.8,127.2,48.6903,6146.5026435
1658448000,2022-07-22 00:00:00,BNX/USDT,127.133,133.99,126.331,129.381,124.0354,16084.3736853
1658361600,2022-07-21 00:00:00,BNX/USDT,122.14,128.829,120.543,127.759,269.1328,33841.9718074
1658275200,2022-07-20 00:00:00,BNX/USDT,119.544,125.244,118.683,121.631,185.19122124,22965.57732554453
1658188800,2022-07-19 00:00:00,BNX/USDT,121.847,123.85,119.146,119.769,97.22621058,11821.00232605391
1658102400,2022-07-18 00:00:00,BNX/USDT,116.994,123,116.994,122.682,121.52909875,14606.40284470756
1658016000,2022-07-17 00:00:00,BNX/USDT,115.742,118.421,114.848,116.974,92.00898316,10774.63445110604
1657929600,2022-07-16 00:00:00,BNX/USDT,114.777,115.855,114,115.76,18.95419541,2181.40012576104
1657843200,2022-07-15 00:00:00,BNX/USDT,115.029,117.035,114.134,115.055,97.84745832,11230.70508031214
1657756800,2022-07-14 00:00:00,BNX/USDT,117.13,117.13,114.656,115.454,15.45779016,1789.63383149136
1657670400,2022-07-13 00:00:00,BNX/USDT,114.601,117.123,114.567,117.035,53.21299907,6179.55715693028
1657584000,2022-07-12 00:00:00,BNX/USDT,113.059,115.369,113.059,114.9,25.27873463,2898.8492292978
1657497600,2022-07-11 00:00:00,BNX/USDT,113.424,116.849,111.745,113.458,31.3780324,3594.31777217769
1657411200,2022-07-10 00:00:00,BNX/USDT,117.801,118.047,113.087,113.966,75.94659161,8732.25685691281
1657324800,2022-07-09 00:00:00,BNX/USDT,113.461,119.189,113.205,118.379,105.55425883,12231.50023593645
1657238400,2022-07-08 00:00:00,BNX/USDT,117.343,119.047,112.763,114.651,97.10974834,11127.28271460625
1657152000,2022-07-07 00:00:00,BNX/USDT,118.962,119.137,116.974,117.252,30.34977205,3578.82989050005
1657065600,2022-07-06 00:00:00,BNX/USDT,117.55,119.963,117.059,119.053,98.38953951,11712.43418344206
1656979200,2022-07-05 00:00:00,BNX/USDT,117.035,120.245,116.255,117.849,185.34084268,22064.89540867086
1656892800,2022-07-04 00:00:00,BNX/USDT,116.663,117.509,114.357,116.946,9.19166751,1061.20538625015
1656806400,2022-07-03 00:00:00,BNX/USDT,113.971,118.461,112.76,116.277,32.85648858,3806.1478250163
1656720000,2022-07-02 00:00:00,BNX/USDT,114.773,114.854,112.804,114.357,17.07268642,1938.32835045978
1656633600,2022-07-01 00:00:00,BNX/USDT,112.95,118.988,112.95,115.266,43.62406404,5040.19251825674
1656547200,2022-06-30 00:00:00,BNX/USDT,115.503,116.597,102.869,113.142,331.15222037,36975.02359851264
1656460800,2022-06-29 00:00:00,BNX/USDT,117.475,117.475,114.855,115.723,169.92878219,19681.3667928347
1656374400,2022-06-28 00:00:00,BNX/USDT,122.985,122.985,117.221,117.65,432.76532811,51734.83547310116
1656288000,2022-06-27 00:00:00,BNX/USDT,127.201,128.528,122.197,122.51,269.86464073,34048.30541655217
1656201600,2022-06-26 00:00:00,BNX/USDT,128.17,142.8,126.882,127.479,156.92452869,20412.90884178152
1656115200,2022-06-25 00:00:00,BNX/USDT,131.263,132.395,126.576,128.332,201.02851112,25919.22949474465
1656028800,2022-06-24 00:00:00,BNX/USDT,132.287,135,129.796,131.4,708.05106469,93360.23256285928
1655942400,2022-06-23 00:00:00,BNX/USDT,129.849,144.405,125.4,132.188,584.17271121,75840.31063037371
1655856000,2022-06-22 00:00:00,BNX/USDT,136.29,136.29,129.884,130.389,277.24758461,36535.92663194067
1655769600,2022-06-21 00:00:00,BNX/USDT,137.331,138.117,130.403,136.82,644.02182605,85923.45615720198
1655683200,2022-06-20 00:00:00,BNX/USDT,139.397,140.376,135.3,137.319,451.01905686,62578.48220765385
1655596800,2022-06-19 00:00:00,BNX/USDT,142.047,142.567,137.607,139.057,187.55255867,26067.82784880072
1655510400,2022-06-18 00:00:00,BNX/USDT,139.5,143.075,137.531,141.686,487.77796054,68281.37680951494
1655424000,2022-06-17 00:00:00,BNX/USDT,138.823,143.874,138.626,138.707,212.64993588,29848.63172448975
1655337600,2022-06-16 00:00:00,BNX/USDT,147.549,149.121,138.106,138.778,398.55304731,56903.71149094854
1655251200,2022-06-15 00:00:00,BNX/USDT,130.522,152.265,125.934,146.934,1084.41246589,151556.79830337446
1655164800,2022-06-14 00:00:00,BNX/USDT,124.076,134.713,112.949,130.815,1124.67716811,141779.50584518488
1655078400,2022-06-13 00:00:00,BNX/USDT,127.36,132.615,120.825,123.769,675.88593061,84706.00378909934
1654992000,2022-06-12 00:00:00,BNX/USDT,122.639,132.101,115.323,127.628,555.45086946,67686.6367719211
1654905600,2022-06-11 00:00:00,BNX/USDT,126.231,128.453,118.03,122.76,364.48486744,44942.833457718
1654819200,2022-06-10 00:00:00,BNX/USDT,128.453,130.886,125.433,126.648,179.9900148,22956.77927198752
1654732800,2022-06-09 00:00:00,BNX/USDT,130.695,136.99,127.279,128.227,101.44208757,13283.26673597282
1654646400,2022-06-08 00:00:00,BNX/USDT,131.829,133.644,129.207,131.5,287.64816363,38071.44039025112
1654560000,2022-06-07 00:00:00,BNX/USDT,131.001,136.665,124.5,132,402.06907841,51986.06791125284
1654473600,2022-06-06 00:00:00,BNX/USDT,121.753,133,121.753,131.206,882.64792214,111865.10612763408
1654387200,2022-06-05 00:00:00,BNX/USDT,119.284,126.5,117.001,121.183,1128.79892248,139086.15935733121
1654300800,2022-06-04 00:00:00,BNX/USDT,118.823,120.557,117.5,119.221,92.76670042,11031.10592928471
1654214400,2022-06-03 00:00:00,BNX/USDT,123,123.211,117.521,118.812,322.27691407,38499.99712092286
1654128000,2022-06-02 00:00:00,BNX/USDT,122.5,124.7,118.421,123.892,296.60985321,36105.22519388206
1654041600,2022-06-01 00:00:00,BNX/USDT,125.299,128,121.5,123.309,502.09859332,61840.27011206628
1653955200,2022-05-31 00:00:00,BNX/USDT,128,128.453,121.21,125.325,186.92243479,23399.41618121739
1653868800,2022-05-30 00:00:00,BNX/USDT,124.5,138,122.5,127.728,802.4256742,102096.65307621584
1653782400,2022-05-29 00:00:00,BNX/USDT,133.077,134.494,124.5,124.68,428.97272027,55707.90150460825
1653696000,2022-05-28 00:00:00,BNX/USDT,130.134,139.5,128.924,133,557.96904662,74215.40534172073
1653609600,2022-05-27 00:00:00,BNX/USDT,111.429,145.309,110.731,130.027,1809.99951578,231519.22347311035
1653523200,2022-05-26 00:00:00,BNX/USDT,117.615,117.615,109.225,112.24,234.303631,26504.20773588148
1653436800,2022-05-25 00:00:00,BNX/USDT,118.5,119.375,116.498,117.721,81.63268693,9650.52291632464
1653350400,2022-05-24 00:00:00,BNX/USDT,114.793,119.193,113.549,118.579,184.44001781,21298.64574311494
1653264000,2022-05-23 00:00:00,BNX/USDT,119.083,120.5,112.629,115.148,234.15789171,27606.37551886414
1653177600,2022-05-22 00:00:00,BNX/USDT,116.8,121.995,116.071,119.155,246.93852265,29393.79830201631
1653091200,2022-05-21 00:00:00,BNX/USDT,117.903,118.486,114.902,116.902,208.93910449,24318.95731010027
1653004800,2022-05-20 00:00:00,BNX/USDT,123.011,124.5,115.32,117.509,318.34562937,38354.22099215738
1652918400,2022-05-19 00:00:00,BNX/USDT,119.007,126.259,104.446,123.292,1005.04861013,114915.18094482822
1652832000,2022-05-18 00:00:00,BNX/USDT,128.247,130.5,117.775,119.306,776.9019236,94200.46134526017
1652745600,2022-05-17 00:00:00,BNX/USDT,129.479,133.575,123.5,128,1195.09376759,154320.36355716813
1652659200,2022-05-16 00:00:00,BNX/USDT,135,135.434,127.05,129.787,874.84951196,114175.9449525478
1652572800,2022-05-15 00:00:00,BNX/USDT,134.531,142.745,128.687,135.749,2158.54626973,288573.34988167846
1652486400,2022-05-14 00:00:00,BNX/USDT,134,139.397,122.7,134.131,948.49172986,122853.52369350615
1652400000,2022-05-13 00:00:00,BNX/USDT,101.038,144,100,133.715,2872.65237291,361853.0010707476
1652313600,2022-05-12 00:00:00,BNX/USDT,104.223,105.851,89.602,101.143,1683.63240028,164117.17165753192
1652227200,2022-05-11 00:00:00,BNX/USDT,106.995,109.664,98.4,104.34,1565.44013368,160807.95436097024
1652140800,2022-05-10 00:00:00,BNX/USDT,103.319,116,97.762,106.687,2991.73783491,325571.41610410071
1652054400,2022-05-09 00:00:00,BNX/USDT,104.397,109.593,102.087,103.676,2408.98396662,253712.30603815884
1651968000,2022-05-08 00:00:00,BNX/USDT,108.977,116.3,92.827,104.447,2252.28276067,241372.36528523598
1651881600,2022-05-07 00:00:00,BNX/USDT,115.66,116,106,109.301,2697.30334357,297886.67168106362
1651795200,2022-05-06 00:00:00,BNX/USDT,110.223,125,108.352,115.731,3309.28312532,377052.77575945763
1651708800,2022-05-05 00:00:00,BNX/USDT,116.078,116.198,106,110.383,2336.78772453,255323.65431683382
1651622400,2022-05-04 00:00:00,BNX/USDT,105.763,123.627,105.763,116.196,3598.92317363,409408.00841534612
1651536000,2022-05-03 00:00:00,BNX/USDT,108.227,113.596,105.014,105.546,394.68910839,42681.13373100311
1651449600,2022-05-02 00:00:00,BNX/USDT,115.785,122.654,105.001,108.551,1297.78599031,148607.78192193611
1651363200,2022-05-01 00:00:00,BNX/USDT,123.45,128.29,110.399,115.798,2586.99425567,300014.25743407591
1651276800,2022-04-30 00:00:00,BNX/USDT,104.171,130.5,103.746,123.451,8835.98654436,1069418.26657901324
1651190400,2022-04-29 00:00:00,BNX/USDT,106.899,113.2,83.868,104.168,817.96391471,87209.73565397337
1651104000,2022-04-28 00:00:00,BNX/USDT,105.299,109.465,77.427,106.4,1050.59529962,110986.75208762537
1651017600,2022-04-27 00:00:00,BNX/USDT,102.846,106.989,102.251,105.455,295.56296472,30735.11518596819
1650931200,2022-04-26 00:00:00,BNX/USDT,114,125.783,101.267,102.85,3127.28117994,347556.25314874997
1650844800,2022-04-25 00:00:00,BNX/USDT,104.531,113.796,100.236,113.796,508.8544304,53635.80357569484
1650758400,2022-04-24 00:00:00,BNX/USDT,101.297,106.7,101.297,104.091,689.70218078,71716.40824321543
1650672000,2022-04-23 00:00:00,BNX/USDT,102.199,102.499,100.349,101.297,226.10102134,22953.66369120374
1650585600,2022-04-22 00:00:00,BNX/USDT,100.832,102.457,99.348,101.995,391.78634779,39457.17056933754
1650499200,2022-04-21 00:00:00,BNX/USDT,104.998,106.784,100.219,100.457,355.94975134,36881.2728533025
1650412800,2022-04-20 00:00:00,BNX/USDT,106.995,114.999,103.607,104.999,1226.39359502,132276.5952143259
1650326400,2022-04-19 00:00:00,BNX/USDT,109.095,115,105.144,107.303,1052.5710893,114599.47333427942
1650240000,2022-04-18 00:00:00,BNX/USDT,100.746,112.657,98.771,108.903,2116.45925139,228599.48036360339
1650153600,2022-04-17 00:00:00,BNX/USDT,102.398,102.494,99.796,100.999,119.7926135,12083.94686214907
1650067200,2022-04-16 00:00:00,BNX/USDT,103.329,104.561,100.7,102.08,224.56495156,23027.47081411013
1649980800,2022-04-15 00:00:00,BNX/USDT,101.451,105,99,103.319,782.41509651,80043.75979902105
1649894400,2022-04-14 00:00:00,BNX/USDT,77.6,118.9,77.6,101.451,3275.81923607,349412.67358860935
