https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume USDT
1663459200,2022-09-18 00:00:00,ALGO/USDT,0.3112,0.3114,0.3066,0.3079,299084.7405365,92162.459441968227
1663372800,2022-09-17 00:00:00,ALGO/USDT,0.2977,0.3115,0.2975,0.3109,3649539.2775714,1114060.526458510849
1663286400,2022-09-16 00:00:00,ALGO/USDT,0.295,0.3004,0.2902,0.2977,5253347.57469436,1552101.851897353822
1663200000,2022-09-15 00:00:00,ALGO/USDT,0.303,0.303,0.2886,0.2948,6938659.45834379,2051550.749445829932
1663113600,2022-09-14 00:00:00,ALGO/USDT,0.2965,0.3047,0.295,0.3029,5216527.45313069,1566584.100852549797
1663027200,2022-09-13 00:00:00,ALGO/USDT,0.3236,0.3237,0.2946,0.2966,10741438.80251226,3315025.144900190877
1662940800,2022-09-12 00:00:00,ALGO/USDT,0.3261,0.3328,0.317,0.3234,7756914.36556059,2514284.312599277037
1662854400,2022-09-11 00:00:00,ALGO/USDT,0.3219,0.3307,0.3164,0.3266,6927813.82317563,2247032.377134931088
1662768000,2022-09-10 00:00:00,ALGO/USDT,0.3243,0.3278,0.3174,0.322,6131078.98739455,1977932.15409264884
1662681600,2022-09-09 00:00:00,ALGO/USDT,0.3078,0.3262,0.3073,0.3244,11608549.79470468,3692186.655195804197
1662595200,2022-09-08 00:00:00,ALGO/USDT,0.2991,0.3084,0.293,0.3078,10231851.62944466,3072151.085621886181
1662508800,2022-09-07 00:00:00,ALGO/USDT,0.2856,0.3017,0.2811,0.299,8703971.08699239,2546391.44559997706
1662422400,2022-09-06 00:00:00,ALGO/USDT,0.3043,0.3096,0.2808,0.2851,9907295.89833428,2916063.176955358796
1662336000,2022-09-05 00:00:00,ALGO/USDT,0.3125,0.3145,0.2973,0.3044,5099158.42664675,1548482.550185557944
1662249600,2022-09-04 00:00:00,ALGO/USDT,0.3031,0.3191,0.3031,0.3125,10028501.45369453,3124199.227237608521
1662163200,2022-09-03 00:00:00,ALGO/USDT,0.3022,0.3034,0.2955,0.3031,3794063.26156804,1141106.9461209751
1662076800,2022-09-02 00:00:00,ALGO/USDT,0.2937,0.3071,0.29,0.3022,6412667.25863975,1922261.969651200148
1661990400,2022-09-01 00:00:00,ALGO/USDT,0.2885,0.2937,0.2834,0.2935,3756914.08312672,1082369.919569605864
1661904000,2022-08-31 00:00:00,ALGO/USDT,0.2917,0.3011,0.2874,0.2886,4195477.95462053,1233387.983934618777
1661817600,2022-08-30 00:00:00,ALGO/USDT,0.298,0.3021,0.2841,0.2915,5393664.89194701,1582626.473434852112
1661731200,2022-08-29 00:00:00,ALGO/USDT,0.2824,0.2994,0.2801,0.2981,4874454.71411424,1414397.212217270274
1661644800,2022-08-28 00:00:00,ALGO/USDT,0.2887,0.2953,0.2812,0.2824,4852522.32191552,1405065.164816346579
1661558400,2022-08-27 00:00:00,ALGO/USDT,0.2827,0.2905,0.279,0.2887,5732267.6159721,1632699.557303339534
1661472000,2022-08-26 00:00:00,ALGO/USDT,0.307,0.3081,0.2797,0.2829,8967654.25075646,2649480.040739078346
1661385600,2022-08-25 00:00:00,ALGO/USDT,0.3023,0.3101,0.2994,0.3071,4848574.98596542,1478928.265629405334
1661299200,2022-08-24 00:00:00,ALGO/USDT,0.3078,0.3093,0.2982,0.3023,4747482.26343891,1447730.18791450835
1661212800,2022-08-23 00:00:00,ALGO/USDT,0.303,0.3096,0.293,0.3076,5080685.71884101,1536457.140556418109
1661126400,2022-08-22 00:00:00,ALGO/USDT,0.3062,0.3067,0.2903,0.3031,6212458.3220264,1845667.25003040102
1661040000,2022-08-21 00:00:00,ALGO/USDT,0.3002,0.309,0.2973,0.3063,4714954.76994925,1430886.032785931095
1660953600,2022-08-20 00:00:00,ALGO/USDT,0.3028,0.3129,0.294,0.3003,6321098.65674745,1922688.959925668986
1660867200,2022-08-19 00:00:00,ALGO/USDT,0.3338,0.3338,0.3,0.3028,11167307.28076599,3471986.548263861315
1660780800,2022-08-18 00:00:00,ALGO/USDT,0.3408,0.3477,0.3247,0.3336,5147353.12174359,1751108.172461779005
1660694400,2022-08-17 00:00:00,ALGO/USDT,0.3528,0.3649,0.337,0.3408,7154699.79802773,2494518.453204857341
1660608000,2022-08-16 00:00:00,ALGO/USDT,0.3574,0.3605,0.3493,0.3527,4367096.36721395,1547887.630474931644
1660521600,2022-08-15 00:00:00,ALGO/USDT,0.3639,0.3757,0.3501,0.3573,6767326.35136331,2436616.852732699822
1660435200,2022-08-14 00:00:00,ALGO/USDT,0.3686,0.3836,0.3584,0.3638,7739017.64872144,2879796.900967203919
1660348800,2022-08-13 00:00:00,ALGO/USDT,0.3655,0.3742,0.3641,0.3685,5340436.68805212,1972405.049583980662
1660262400,2022-08-12 00:00:00,ALGO/USDT,0.3612,0.3662,0.3526,0.3652,5180821.55044238,1865726.957911849947
1660176000,2022-08-11 00:00:00,ALGO/USDT,0.364,0.3708,0.3586,0.3611,5411624.74778282,1977690.744540917986
1660089600,2022-08-10 00:00:00,ALGO/USDT,0.3451,0.3656,0.3356,0.3642,9744259.47826046,3423463.668692434696
1660003200,2022-08-09 00:00:00,ALGO/USDT,0.3625,0.3766,0.3405,0.3451,9308513.07913933,3325303.441698415368
1659916800,2022-08-08 00:00:00,ALGO/USDT,0.3559,0.3722,0.3533,0.3628,7991515.52764753,2911002.25785767813
1659830400,2022-08-07 00:00:00,ALGO/USDT,0.3488,0.3655,0.3422,0.3559,7942534.76692888,2823935.408945833448
1659744000,2022-08-06 00:00:00,ALGO/USDT,0.3586,0.3593,0.3467,0.349,6999688.66957272,2468427.371991935813
1659657600,2022-08-05 00:00:00,ALGO/USDT,0.3362,0.3598,0.3344,0.3585,11209853.54291909,3884383.512038099688
1659571200,2022-08-04 00:00:00,ALGO/USDT,0.3264,0.3421,0.3257,0.3361,11314814.72448893,3773559.53207600889
1659484800,2022-08-03 00:00:00,ALGO/USDT,0.3266,0.339,0.3175,0.3267,9944860.47106642,3283722.547872821162
1659398400,2022-08-02 00:00:00,ALGO/USDT,0.3424,0.3482,0.32,0.3265,12574481.12440946,4130778.214569703953
1659312000,2022-08-01 00:00:00,ALGO/USDT,0.3359,0.3445,0.3304,0.3422,9881230.31546926,3346327.605942066826
1659225600,2022-07-31 00:00:00,ALGO/USDT,0.3379,0.3557,0.3314,0.3363,17279706.38759268,5977219.210623194831
1659139200,2022-07-30 00:00:00,ALGO/USDT,0.3368,0.3547,0.3292,0.3377,16379350.54488022,5594828.951922965091
1659052800,2022-07-29 00:00:00,ALGO/USDT,0.3364,0.345,0.3254,0.3368,19467678.55351072,6558255.261123228297
1658966400,2022-07-28 00:00:00,ALGO/USDT,0.3286,0.3425,0.3191,0.3364,15333668.88796734,5088551.706984863569
1658880000,2022-07-27 00:00:00,ALGO/USDT,0.3113,0.3289,0.3053,0.3285,12833276.37080871,4069789.843461505897
1658793600,2022-07-26 00:00:00,ALGO/USDT,0.3122,0.3126,0.3011,0.3112,8170704.85228479,2514694.752711665712
1658707200,2022-07-25 00:00:00,ALGO/USDT,0.3403,0.3435,0.3115,0.3121,11459407.39448287,3736829.49335239638
1658620800,2022-07-24 00:00:00,ALGO/USDT,0.3349,0.3479,0.3344,0.3401,6704262.16475629,2287236.908920398799
1658534400,2022-07-23 00:00:00,ALGO/USDT,0.3374,0.3442,0.3259,0.3348,6196532.85497789,2075854.454861146267
1658448000,2022-07-22 00:00:00,ALGO/USDT,0.3492,0.3576,0.3333,0.3374,7912063.84523115,2743101.944250514714
1658361600,2022-07-21 00:00:00,ALGO/USDT,0.3444,0.3516,0.3331,0.3491,9136645.1041968,3135413.96948824634
1658275200,2022-07-20 00:00:00,ALGO/USDT,0.372,0.3773,0.3415,0.3446,11429155.54445561,4148055.907121405936
1658188800,2022-07-19 00:00:00,ALGO/USDT,0.3593,0.3782,0.3464,0.3718,15173156.85232736,5518940.371793302636
1658102400,2022-07-18 00:00:00,ALGO/USDT,0.3364,0.3673,0.3363,0.3595,12139709.49708919,4287751.647893568207
1658016000,2022-07-17 00:00:00,ALGO/USDT,0.3403,0.3437,0.3325,0.3365,8775979.325304,2967855.283803437978
1657929600,2022-07-16 00:00:00,ALGO/USDT,0.3273,0.3515,0.3247,0.3403,11317538.02788017,3799319.579841725306
1657843200,2022-07-15 00:00:00,ALGO/USDT,0.3298,0.3326,0.3207,0.3274,7344724.0689206,2401145.876096178387
1657756800,2022-07-14 00:00:00,ALGO/USDT,0.3099,0.3326,0.3012,0.3298,8432608.902349,2669628.893113402291
1657670400,2022-07-13 00:00:00,ALGO/USDT,0.293,0.3115,0.2901,0.3099,10715263.92819958,3220831.370409505274
1657584000,2022-07-12 00:00:00,ALGO/USDT,0.2969,0.3046,0.2917,0.2926,6071451.28884862,1809967.784011683338
1657497600,2022-07-11 00:00:00,ALGO/USDT,0.3103,0.3103,0.2966,0.297,6490869.04027487,1967784.50766116635
1657411200,2022-07-10 00:00:00,ALGO/USDT,0.3214,0.3229,0.3059,0.3104,4581119.75241147,1435043.688994191449
1657324800,2022-07-09 00:00:00,ALGO/USDT,0.314,0.3241,0.314,0.3214,3943251.26212673,1260547.017524896773
1657238400,2022-07-08 00:00:00,ALGO/USDT,0.3225,0.3285,0.3096,0.3141,7405007.095587,2355713.178620296129
1657152000,2022-07-07 00:00:00,ALGO/USDT,0.3107,0.3256,0.31,0.3223,7411948.50290457,2350110.211179204711
1657065600,2022-07-06 00:00:00,ALGO/USDT,0.3076,0.3133,0.3022,0.3108,8061330.95147504,2484853.16518927628
1656979200,2022-07-05 00:00:00,ALGO/USDT,0.3196,0.3229,0.3014,0.3078,7525415.27657207,2347863.934734768895
1656892800,2022-07-04 00:00:00,ALGO/USDT,0.3098,0.3213,0.3001,0.3196,9487896.59024231,2951451.858393309323
1656806400,2022-07-03 00:00:00,ALGO/USDT,0.3078,0.3152,0.3012,0.3098,6908463.41867767,2124755.704396480626
1656720000,2022-07-02 00:00:00,ALGO/USDT,0.3066,0.312,0.2992,0.3076,13885339.9260325,4235611.660574243025
1656633600,2022-07-01 00:00:00,ALGO/USDT,0.315,0.3236,0.2996,0.3069,13911336.46249937,4288788.062633244653
1656547200,2022-06-30 00:00:00,ALGO/USDT,0.3015,0.3174,0.2839,0.3145,16983672.13782819,5067531.323714986643
1656460800,2022-06-29 00:00:00,ALGO/USDT,0.3128,0.3169,0.2951,0.3015,9036209.63006306,2755852.524660256315
1656374400,2022-06-28 00:00:00,ALGO/USDT,0.331,0.3377,0.3104,0.3126,10164385.84115579,3299433.897674933992
1656288000,2022-06-27 00:00:00,ALGO/USDT,0.3321,0.3467,0.3247,0.3312,9035643.30768871,3019675.124807657834
1656201600,2022-06-26 00:00:00,ALGO/USDT,0.3517,0.3603,0.3314,0.332,11750768.53429599,4059386.296876819985
1656115200,2022-06-25 00:00:00,ALGO/USDT,0.3497,0.3572,0.3347,0.3518,10203224.10611043,3546144.778187862679
1656028800,2022-06-24 00:00:00,ALGO/USDT,0.336,0.3583,0.3346,0.3497,11423336.64353242,3975526.456578183994
1655942400,2022-06-23 00:00:00,ALGO/USDT,0.3138,0.3377,0.3121,0.336,14411105.27366057,4674076.174318313407
1655856000,2022-06-22 00:00:00,ALGO/USDT,0.3258,0.332,0.3122,0.314,15054385.74444069,4818285.159786133363
1655769600,2022-06-21 00:00:00,ALGO/USDT,0.3186,0.3439,0.3147,0.3257,16987416.24770588,5578918.646030782713
1655683200,2022-06-20 00:00:00,ALGO/USDT,0.3145,0.3268,0.3016,0.3187,15072096.01520704,4752300.923564578269
1655596800,2022-06-19 00:00:00,ALGO/USDT,0.2956,0.319,0.285,0.3146,21093856.53192943,6387328.687263082966
1655510400,2022-06-18 00:00:00,ALGO/USDT,0.3102,0.3147,0.2751,0.2957,19780825.32160438,5832310.07232144267
1655424000,2022-06-17 00:00:00,ALGO/USDT,0.302,0.3178,0.2989,0.3103,16468416.84225794,5094280.162310355808
1655337600,2022-06-16 00:00:00,ALGO/USDT,0.3403,0.3445,0.296,0.3021,17831222.97018589,5612133.625333305594
1655251200,2022-06-15 00:00:00,ALGO/USDT,0.3085,0.3415,0.2785,0.3403,35862878.71009125,10959365.490498617852
1655164800,2022-06-14 00:00:00,ALGO/USDT,0.304,0.3112,0.2824,0.3086,33022700.05112172,9940304.094034112572
1655078400,2022-06-13 00:00:00,ALGO/USDT,0.3249,0.3379,0.2884,0.3041,45952685.77598205,14031449.803919900979
1654992000,2022-06-12 00:00:00,ALGO/USDT,0.3507,0.3518,0.3239,0.325,19485229.82760978,6537604.848660396852
1654905600,2022-06-11 00:00:00,ALGO/USDT,0.3689,0.3798,0.3383,0.3506,13637742.73447067,4861169.100023614641
1654819200,2022-06-10 00:00:00,ALGO/USDT,0.4039,0.405,0.3631,0.369,10561683.79235384,4023135.372684222396
1654732800,2022-06-09 00:00:00,ALGO/USDT,0.4166,0.4184,0.3997,0.4042,6900281.59058759,2826563.819586219431
1654646400,2022-06-08 00:00:00,ALGO/USDT,0.3991,0.4317,0.3987,0.4164,15922420.33646702,6571913.47687639062
1654560000,2022-06-07 00:00:00,ALGO/USDT,0.4127,0.4134,0.3767,0.3991,9815105.21048779,3851314.31866517727
1654473600,2022-06-06 00:00:00,ALGO/USDT,0.3918,0.4246,0.3908,0.4127,7713557.15691454,3155733.00044341001
1654387200,2022-06-05 00:00:00,ALGO/USDT,0.3884,0.4029,0.3793,0.3921,7969694.61140033,3129414.236431096268
1654300800,2022-06-04 00:00:00,ALGO/USDT,0.3812,0.3904,0.3672,0.3885,7658980.17439559,2877781.474613231882
1654214400,2022-06-03 00:00:00,ALGO/USDT,0.3949,0.3973,0.3714,0.3811,8071283.24044692,3080672.200868480801
