https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XDB,Volume BTC
1663459200,2022-09-18 00:00:00,XDB/BTC,0.000000225,0.00000023,0.00000022,0.000000226,1028139.0898,0.2330252083139
1663372800,2022-09-17 00:00:00,XDB/BTC,0.000000173,0.000000235,0.000000172,0.000000225,31331787.6039,6.5770991163239
1663286400,2022-09-16 00:00:00,XDB/BTC,0.000000195,0.000000195,0.000000166,0.000000174,16941031.6166,3.0112921150829
1663200000,2022-09-15 00:00:00,XDB/BTC,0.000000201,0.000000223,0.00000019,0.000000197,17118598.627,3.4963961346954
1663113600,2022-09-14 00:00:00,XDB/BTC,0.000000213,0.000000228,0.000000198,0.000000203,20331569.4584,4.2687409133043
1663027200,2022-09-13 00:00:00,XDB/BTC,0.000000237,0.000000243,0.000000197,0.000000213,15816110.207,3.365519629367
1662940800,2022-09-12 00:00:00,XDB/BTC,0.00000028,0.000000282,0.000000226,0.000000239,12857877.5608,3.131512792342
1662854400,2022-09-11 00:00:00,XDB/BTC,0.00000032,0.000000321,0.000000257,0.00000028,12745741.1765,3.560062261467
1662768000,2022-09-10 00:00:00,XDB/BTC,0.00000023,0.000000426,0.000000227,0.00000032,29491710.3654,9.6340114712997
1662681600,2022-09-09 00:00:00,XDB/BTC,0.000000255,0.000000275,0.00000022,0.000000232,20718862.6062,5.0260510234743
1662595200,2022-09-08 00:00:00,XDB/BTC,0.00000031,0.000000315,0.000000253,0.000000256,13984221.4085,3.9174116106537
1662508800,2022-09-07 00:00:00,XDB/BTC,0.000000326,0.000000332,0.000000281,0.00000031,13463239.363,4.0443069875888
1662422400,2022-09-06 00:00:00,XDB/BTC,0.000000385,0.000000393,0.00000032,0.00000033,6578515.6708,2.2472849866984
1662336000,2022-09-05 00:00:00,XDB/BTC,0.000000406,0.000000408,0.000000383,0.000000384,1457821.7523,0.5691130561815
1662249600,2022-09-04 00:00:00,XDB/BTC,0.000000408,0.000000415,0.000000398,0.000000406,847697.2036,0.3459570651919
1662163200,2022-09-03 00:00:00,XDB/BTC,0.0000004,0.000000428,0.00000039,0.000000409,2780285.7639,1.1465576321548
1662076800,2022-09-02 00:00:00,XDB/BTC,0.000000407,0.00000041,0.000000379,0.000000401,2809150.1691,1.1069502111257
1661990400,2022-09-01 00:00:00,XDB/BTC,0.00000044,0.000000447,0.000000389,0.000000402,5083733.2468,2.0846708173101
1661904000,2022-08-31 00:00:00,XDB/BTC,0.000000457,0.000000462,0.000000431,0.00000044,4874940.0088,2.1376116266634
1661817600,2022-08-30 00:00:00,XDB/BTC,0.000000468,0.000000473,0.000000449,0.000000455,2827759.9418,1.2983809490813
1661731200,2022-08-29 00:00:00,XDB/BTC,0.000000473,0.000000494,0.000000461,0.000000467,2682003.6464,1.2755866109268
1661644800,2022-08-28 00:00:00,XDB/BTC,0.00000046,0.000000477,0.000000445,0.000000476,2473160.719,1.1383795822367
1661558400,2022-08-27 00:00:00,XDB/BTC,0.000000494,0.0000005,0.000000436,0.000000462,7754631.8187,3.597287819228
1661472000,2022-08-26 00:00:00,XDB/BTC,0.000000504,0.00000052,0.000000478,0.000000496,1775108.5976,0.8855151973559
1661385600,2022-08-25 00:00:00,XDB/BTC,0.000000483,0.000000529,0.000000481,0.000000505,4329374.2944,2.1586245710284
1661299200,2022-08-24 00:00:00,XDB/BTC,0.000000582,0.000000646,0.000000467,0.000000485,16086051.0034,8.518994325781
