https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REQ,Volume USDT
1656633600,2022-07-01 00:00:00,REQ/USDT,0.1153,0.1186,0.1019,0.1028,9966264.87026155,1108181.973867613282
1656547200,2022-06-30 00:00:00,REQ/USDT,0.1186,0.158,0.1073,0.1156,36449574.54354198,4769198.114047443143
1656460800,2022-06-29 00:00:00,REQ/USDT,0.0835,0.139,0.0835,0.1181,21790610.27544925,2424394.781035379849
1656374400,2022-06-28 00:00:00,REQ/USDT,0.0894,0.0921,0.0835,0.0841,937030.31211881,82792.102429324866
1656288000,2022-06-27 00:00:00,REQ/USDT,0.0905,0.095,0.0872,0.0899,1366153.26164676,123977.029803155621
1656201600,2022-06-26 00:00:00,REQ/USDT,0.0972,0.1019,0.0901,0.0905,2359631.87947748,228682.073265831821
1656115200,2022-06-25 00:00:00,REQ/USDT,0.0895,0.1186,0.0882,0.0975,9689994.83456902,980415.113623791793
1656028800,2022-06-24 00:00:00,REQ/USDT,0.0851,0.092,0.0834,0.0896,2804534.20932437,246984.602125247737
1655942400,2022-06-23 00:00:00,REQ/USDT,0.079,0.0851,0.0783,0.0851,1114002.10641599,90759.600764155192
1655856000,2022-06-22 00:00:00,REQ/USDT,0.0814,0.083,0.0781,0.0791,1274136.42282234,102339.601164208066
1655769600,2022-06-21 00:00:00,REQ/USDT,0.0809,0.0865,0.0796,0.0812,3147712.86131846,263262.581058240648
1655683200,2022-06-20 00:00:00,REQ/USDT,0.0805,0.0833,0.0774,0.0807,1492315.19776269,120327.55819317086
1655596800,2022-06-19 00:00:00,REQ/USDT,0.0748,0.0826,0.0717,0.0805,1037690.06274088,80723.347808948934
1655510400,2022-06-18 00:00:00,REQ/USDT,0.0804,0.0814,0.068,0.0753,1305756.36483149,97525.091247097962
1655424000,2022-06-17 00:00:00,REQ/USDT,0.0814,0.0853,0.0802,0.0804,555549.29752635,46108.091205765825
1655337600,2022-06-16 00:00:00,REQ/USDT,0.0899,0.0916,0.08,0.0805,1266470.09786226,107312.292909432393
1655251200,2022-06-15 00:00:00,REQ/USDT,0.09,0.0903,0.0783,0.09,2795570.13927398,233536.107794606402
1655164800,2022-06-14 00:00:00,REQ/USDT,0.0888,0.0936,0.0822,0.0904,2697045.05340912,242240.150547534829
1655078400,2022-06-13 00:00:00,REQ/USDT,0.0994,0.1003,0.0828,0.0889,2540911.24233121,228756.926964126372
1654992000,2022-06-12 00:00:00,REQ/USDT,0.1081,0.1096,0.099,0.099,2464408.66592689,258495.380403196977
1654905600,2022-06-11 00:00:00,REQ/USDT,0.1153,0.1173,0.1073,0.1078,1974299.24630567,220203.692334127341
1654819200,2022-06-10 00:00:00,REQ/USDT,0.1221,0.1225,0.1139,0.1151,1620009.84397864,191566.658348735297
1654732800,2022-06-09 00:00:00,REQ/USDT,0.1206,0.1284,0.12,0.1221,1270654.42086189,157416.053928650833
1654646400,2022-06-08 00:00:00,REQ/USDT,0.1223,0.128,0.1187,0.1205,1371841.81076872,168311.863587788273
1654560000,2022-06-07 00:00:00,REQ/USDT,0.1235,0.1311,0.1177,0.1226,1040406.49148351,128214.507827742952
1654473600,2022-06-06 00:00:00,REQ/USDT,0.1217,0.1337,0.1217,0.1238,1466593.70627065,186307.179191818578
1654387200,2022-06-05 00:00:00,REQ/USDT,0.121,0.1387,0.1195,0.1217,2704771.04813543,350513.407530133329
1654300800,2022-06-04 00:00:00,REQ/USDT,0.1182,0.1283,0.1164,0.1212,1111423.77898222,135988.22116371319
1654214400,2022-06-03 00:00:00,REQ/USDT,0.1215,0.1222,0.1157,0.1184,622540.3109558,74051.60672386967
1654128000,2022-06-02 00:00:00,REQ/USDT,0.1178,0.1219,0.1155,0.1212,714499.92637931,84919.922461170233
1654041600,2022-06-01 00:00:00,REQ/USDT,0.1255,0.1281,0.1163,0.1188,1018958.57652293,121781.838169169706
1653955200,2022-05-31 00:00:00,REQ/USDT,0.1294,0.1313,0.1236,0.1255,818708.5615401,103923.019828453666
1653868800,2022-05-30 00:00:00,REQ/USDT,0.1207,0.1294,0.1201,0.1291,1185057.92860045,149321.648055771198
1653782400,2022-05-29 00:00:00,REQ/USDT,0.1225,0.1234,0.1185,0.1204,776825.39774538,94053.634758905907
1653696000,2022-05-28 00:00:00,REQ/USDT,0.1145,0.1366,0.1138,0.1226,4152025.38937826,524193.526246342001
1653609600,2022-05-27 00:00:00,REQ/USDT,0.1163,0.1186,0.1099,0.1142,1441221.1656204,164593.836146494618
1653523200,2022-05-26 00:00:00,REQ/USDT,0.1245,0.1326,0.1125,0.1154,1968442.32259602,241738.250006299113
1653436800,2022-05-25 00:00:00,REQ/USDT,0.1294,0.136,0.121,0.1245,3173701.71951274,404473.599116125541
1653350400,2022-05-24 00:00:00,REQ/USDT,0.1424,0.1494,0.126,0.1291,5765072.29737197,788804.977253534193
1653264000,2022-05-23 00:00:00,REQ/USDT,0.1142,0.1895,0.1136,0.1424,24272099.78343097,3805418.807374807018
1653177600,2022-05-22 00:00:00,REQ/USDT,0.1137,0.1167,0.1114,0.1141,1601676.62114985,182853.197060671335
1653091200,2022-05-21 00:00:00,REQ/USDT,0.1127,0.1159,0.1095,0.1135,1658362.09577327,187400.407082738585
1653004800,2022-05-20 00:00:00,REQ/USDT,0.1139,0.1211,0.1074,0.1124,2231810.63552764,252926.504592880849
1652918400,2022-05-19 00:00:00,REQ/USDT,0.1083,0.122,0.1072,0.1139,1894400.59785376,214715.539598703676
1652832000,2022-05-18 00:00:00,REQ/USDT,0.1196,0.123,0.1076,0.1085,1539382.39492953,175541.502088236853
1652745600,2022-05-17 00:00:00,REQ/USDT,0.1119,0.123,0.1117,0.1201,1023619.43607853,120076.462637475356
1652659200,2022-05-16 00:00:00,REQ/USDT,0.1178,0.118,0.1063,0.111,673535.38065519,74529.331654486123
1652572800,2022-05-15 00:00:00,REQ/USDT,0.1107,0.1242,0.1063,0.1186,1000305.16118583,113511.99737317097
1652486400,2022-05-14 00:00:00,REQ/USDT,0.113,0.119,0.1026,0.1109,1518302.69950014,165502.76238912139
1652400000,2022-05-13 00:00:00,REQ/USDT,0.0989,0.1226,0.0977,0.1128,2256434.56148854,246795.423551242142
1652313600,2022-05-12 00:00:00,REQ/USDT,0.1163,0.1292,0.09,0.0988,7077139.06376909,772290.962245267778
1652227200,2022-05-11 00:00:00,REQ/USDT,0.1555,0.1823,0.1068,0.1167,7578310.17721007,1078719.844142529383
1652140800,2022-05-10 00:00:00,REQ/USDT,0.1474,0.1674,0.1424,0.1554,2924130.47359372,457341.901033835556
1652054400,2022-05-09 00:00:00,REQ/USDT,0.17,0.172,0.1435,0.1473,3921360.02316157,614356.771560372123
1651968000,2022-05-08 00:00:00,REQ/USDT,0.1706,0.1943,0.162,0.1696,5913579.82864482,1057476.199900904834
1651881600,2022-05-07 00:00:00,REQ/USDT,0.1748,0.175,0.1669,0.1719,441164.11513555,75695.757648321921
1651795200,2022-05-06 00:00:00,REQ/USDT,0.1829,0.1833,0.172,0.1754,567404.95590993,100982.181121400634
1651708800,2022-05-05 00:00:00,REQ/USDT,0.1956,0.2081,0.1785,0.1835,2854826.19563223,564127.279440368163
1651622400,2022-05-04 00:00:00,REQ/USDT,0.1859,0.1985,0.1848,0.1955,2552940.88580333,486510.554503629825
1651536000,2022-05-03 00:00:00,REQ/USDT,0.1887,0.1891,0.1806,0.1857,952566.66115087,176201.382467172089
1651449600,2022-05-02 00:00:00,REQ/USDT,0.1886,0.1964,0.1836,0.1886,2069128.21070714,394086.263062561133
1651363200,2022-05-01 00:00:00,REQ/USDT,0.1855,0.1917,0.1824,0.1898,1294909.82098771,241892.275516349528
1651276800,2022-04-30 00:00:00,REQ/USDT,0.1975,0.2064,0.1856,0.1858,2122154.87051645,417635.884598685004
1651190400,2022-04-29 00:00:00,REQ/USDT,0.2027,0.2058,0.1937,0.1976,1864009.89244261,371339.632117967235
1651104000,2022-04-28 00:00:00,REQ/USDT,0.204,0.2116,0.2006,0.2027,794184.97980418,163464.544957272438
1651017600,2022-04-27 00:00:00,REQ/USDT,0.2032,0.2129,0.2011,0.2046,937067.9361476,194850.202262216599
1650931200,2022-04-26 00:00:00,REQ/USDT,0.2132,0.2171,0.2013,0.2034,1856667.7721129,388461.716831209468
1650844800,2022-04-25 00:00:00,REQ/USDT,0.2107,0.2215,0.201,0.2132,2291571.02889669,486880.029097305256
1650758400,2022-04-24 00:00:00,REQ/USDT,0.2166,0.2172,0.2103,0.2106,339946.3691163,72685.116461528338
1650672000,2022-04-23 00:00:00,REQ/USDT,0.2181,0.2223,0.213,0.2166,791718.01987506,172261.31422282172
1650585600,2022-04-22 00:00:00,REQ/USDT,0.2216,0.2291,0.2163,0.2181,1308330.85197939,290763.372986183372
1650499200,2022-04-21 00:00:00,REQ/USDT,0.2221,0.2532,0.2191,0.2217,6100123.42502312,1441516.200581325051
1650412800,2022-04-20 00:00:00,REQ/USDT,0.227,0.228,0.2174,0.2221,1633250.42904452,363654.90355403761
1650326400,2022-04-19 00:00:00,REQ/USDT,0.2243,0.2318,0.2221,0.2269,1074873.74206963,242702.687022333709
1650240000,2022-04-18 00:00:00,REQ/USDT,0.2145,0.2275,0.2087,0.2248,1924731.08991088,422179.013525236964
1650153600,2022-04-17 00:00:00,REQ/USDT,0.2209,0.2259,0.2135,0.2148,620568.27278483,136530.909703262956
1650067200,2022-04-16 00:00:00,REQ/USDT,0.221,0.2233,0.2181,0.2217,483486.51494496,106753.641222160465
1649980800,2022-04-15 00:00:00,REQ/USDT,0.2224,0.2315,0.2198,0.221,1042387.44139876,234235.813819868353
1649894400,2022-04-14 00:00:00,REQ/USDT,0.2253,0.2326,0.2185,0.2224,1167576.80619306,262107.380604035717
1649808000,2022-04-13 00:00:00,REQ/USDT,0.2199,0.2326,0.2177,0.2253,1409929.83120714,315696.646053178004
1649721600,2022-04-12 00:00:00,REQ/USDT,0.2107,0.2278,0.2105,0.2202,2225475.32884808,489694.179497168789
1649635200,2022-04-11 00:00:00,REQ/USDT,0.2394,0.2397,0.2085,0.2107,2294277.4202384,513904.336459528557
1649548800,2022-04-10 00:00:00,REQ/USDT,0.2468,0.2511,0.2393,0.2393,1509639.27558015,370536.043094500227
1649462400,2022-04-09 00:00:00,REQ/USDT,0.2363,0.2471,0.2348,0.2466,1565285.3590892,375435.833010627599
1649376000,2022-04-08 00:00:00,REQ/USDT,0.2512,0.2618,0.2347,0.2363,2728134.96031561,683595.402838366862
1649289600,2022-04-07 00:00:00,REQ/USDT,0.251,0.2585,0.2453,0.2517,2429846.97244743,611127.371101594228
1649203200,2022-04-06 00:00:00,REQ/USDT,0.2775,0.3043,0.2494,0.251,8934159.09241092,2448435.474986177436
1649116800,2022-04-05 00:00:00,REQ/USDT,0.2677,0.3528,0.2676,0.2775,15788290.62794586,4693172.729879471368
1649030400,2022-04-04 00:00:00,REQ/USDT,0.2723,0.3061,0.2333,0.268,5300207.63032458,1428210.00225492176
1648944000,2022-04-03 00:00:00,REQ/USDT,0.258,0.2854,0.2569,0.2722,5358549.48508329,1449055.038652975684
1648857600,2022-04-02 00:00:00,REQ/USDT,0.2615,0.2698,0.2564,0.258,3055587.93637882,801224.680066498687
1648771200,2022-04-01 00:00:00,REQ/USDT,0.2512,0.265,0.2372,0.262,2089468.26798251,529321.882903182609
1648684800,2022-03-31 00:00:00,REQ/USDT,0.2605,0.2756,0.2507,0.2507,3267026.21274861,861760.11109890441
1648598400,2022-03-30 00:00:00,REQ/USDT,0.2587,0.2658,0.2508,0.26,1370603.0961949,354803.174360899504
1648512000,2022-03-29 00:00:00,REQ/USDT,0.2605,0.269,0.2547,0.2588,1283347.3685954,336825.595510975342
1648425600,2022-03-28 00:00:00,REQ/USDT,0.267,0.284,0.2601,0.2601,2539938.8626132,682997.690090233733
1648339200,2022-03-27 00:00:00,REQ/USDT,0.2646,0.2722,0.2562,0.2672,1919910.03348292,505570.510604395607
1648252800,2022-03-26 00:00:00,REQ/USDT,0.2765,0.279,0.2595,0.2644,3650317.57489339,979842.128603432032
1648166400,2022-03-25 00:00:00,REQ/USDT,0.2516,0.3081,0.2451,0.2771,10393663.38130433,2899711.556534076871
1648080000,2022-03-24 00:00:00,REQ/USDT,0.2393,0.2793,0.2314,0.2513,5642504.21043664,1416836.83438091795
1647993600,2022-03-23 00:00:00,REQ/USDT,0.2208,0.264,0.2186,0.2395,9476836.1436658,2312267.835733532007
1647907200,2022-03-22 00:00:00,REQ/USDT,0.2164,0.227,0.2164,0.2204,906374.61875114,200805.043018360015
1647820800,2022-03-21 00:00:00,REQ/USDT,0.2112,0.2295,0.2104,0.2163,1368986.87976433,300559.654962411677
1647734400,2022-03-20 00:00:00,REQ/USDT,0.221,0.221,0.2098,0.2111,474021.61476543,101210.336030567628
1647648000,2022-03-19 00:00:00,REQ/USDT,0.2146,0.2233,0.2137,0.221,786616.73980025,173306.312520763314
1647561600,2022-03-18 00:00:00,REQ/USDT,0.2147,0.2205,0.2067,0.2143,1321600.26394633,281273.176989391425
1647475200,2022-03-17 00:00:00,REQ/USDT,0.2207,0.2296,0.2133,0.2144,1589754.89771459,350596.734914880062
1647388800,2022-03-16 00:00:00,REQ/USDT,0.2143,0.2274,0.2113,0.2213,2986911.72335892,653603.10858725973
1647302400,2022-03-15 00:00:00,REQ/USDT,0.2241,0.2593,0.1965,0.2143,15455643.86170629,3600129.048196875762
1647216000,2022-03-14 00:00:00,REQ/USDT,0.2095,0.2783,0.2024,0.224,18287667.32598946,4373101.273882315029
1647129600,2022-03-13 00:00:00,REQ/USDT,0.1887,0.236,0.1883,0.2088,7317933.40523577,1563511.133824513374
1647043200,2022-03-12 00:00:00,REQ/USDT,0.1887,0.1936,0.1887,0.189,328196.86764696,62715.928503097963
1646956800,2022-03-11 00:00:00,REQ/USDT,0.1922,0.196,0.1851,0.1892,1471159.83509503,281510.614182386175
1646870400,2022-03-10 00:00:00,REQ/USDT,0.2012,0.2013,0.1877,0.1924,823079.75449543,159579.241248174922
1646784000,2022-03-09 00:00:00,REQ/USDT,0.195,0.207,0.1941,0.2014,788383.84874588,159999.36270461037
1646697600,2022-03-08 00:00:00,REQ/USDT,0.1938,0.2,0.1922,0.1949,804337.55739421,158085.834053543004
1646611200,2022-03-07 00:00:00,REQ/USDT,0.2008,0.2039,0.1898,0.1937,1054666.53955344,207780.569262110771
1646524800,2022-03-06 00:00:00,REQ/USDT,0.2107,0.2133,0.1992,0.2012,1239438.95895481,257523.634844976919
1646438400,2022-03-05 00:00:00,REQ/USDT,0.2059,0.2251,0.202,0.2112,1138520.66571709,242076.157947837989
1646352000,2022-03-04 00:00:00,REQ/USDT,0.2192,0.2195,0.2028,0.2063,871949.70301276,183613.186863661413
1646265600,2022-03-03 00:00:00,REQ/USDT,0.2241,0.2258,0.2148,0.2187,874074.03742292,192563.973810060604
1646179200,2022-03-02 00:00:00,REQ/USDT,0.2268,0.2338,0.2207,0.2239,1413901.86140065,321129.208144979951
1646092800,2022-03-01 00:00:00,REQ/USDT,0.2206,0.2424,0.2195,0.2267,2838785.04683865,653716.338484239859
1646006400,2022-02-28 00:00:00,REQ/USDT,0.2025,0.2204,0.1985,0.2203,1408047.65900801,295383.247182151302
1645920000,2022-02-27 00:00:00,REQ/USDT,0.2162,0.2216,0.1996,0.2032,1389778.86479597,293215.368010863483
1645833600,2022-02-26 00:00:00,REQ/USDT,0.2128,0.2239,0.2121,0.2168,1266109.53495592,275400.080052506407
1645747200,2022-02-25 00:00:00,REQ/USDT,0.204,0.2172,0.199,0.2118,1600630.40875303,333712.319692165038
1645660800,2022-02-24 00:00:00,REQ/USDT,0.2141,0.2241,0.1775,0.2036,3564960.91132466,697545.757077865424
1645574400,2022-02-23 00:00:00,REQ/USDT,0.2166,0.2304,0.2125,0.2125,1638423.28040924,363926.315515719042
1645488000,2022-02-22 00:00:00,REQ/USDT,0.2206,0.2212,0.2042,0.2174,1588712.50709935,339625.44427275363
1645401600,2022-02-21 00:00:00,REQ/USDT,0.2201,0.2439,0.22,0.2205,3787984.23263148,877574.649250904977
1645315200,2022-02-20 00:00:00,REQ/USDT,0.2341,0.2408,0.2179,0.2209,2114852.98341805,477910.507162440038
1645228800,2022-02-19 00:00:00,REQ/USDT,0.2286,0.2441,0.2257,0.2339,1402301.0833877,329714.434303567039
1645142400,2022-02-18 00:00:00,REQ/USDT,0.235,0.2455,0.2265,0.2283,1306600.4840513,310228.983626365553
1645056000,2022-02-17 00:00:00,REQ/USDT,0.258,0.2587,0.2342,0.2348,1299293.8180207,318310.621858097553
1644969600,2022-02-16 00:00:00,REQ/USDT,0.2601,0.265,0.2505,0.2578,1340835.69122583,346776.433174769785
1644883200,2022-02-15 00:00:00,REQ/USDT,0.2521,0.2687,0.2505,0.2603,1895312.13711894,493887.759948919332
1644796800,2022-02-14 00:00:00,REQ/USDT,0.2506,0.2606,0.2447,0.2521,2056276.81475879,517346.070621214881
1644710400,2022-02-13 00:00:00,REQ/USDT,0.2444,0.275,0.2424,0.2503,4044492.82464998,1058078.143138112737
1644624000,2022-02-12 00:00:00,REQ/USDT,0.2469,0.2555,0.2421,0.2441,845837.67956298,210984.294699208766
1644537600,2022-02-11 00:00:00,REQ/USDT,0.2674,0.2771,0.2444,0.2472,1598335.74703961,418455.923546172545
1644451200,2022-02-10 00:00:00,REQ/USDT,0.2932,0.2932,0.2675,0.2679,1682840.66818901,473391.968142518697
1644364800,2022-02-09 00:00:00,REQ/USDT,0.2856,0.31,0.2759,0.2937,6171862.03360567,1816946.006748709382
1644278400,2022-02-08 00:00:00,REQ/USDT,0.2779,0.3157,0.2639,0.2856,7527261.28260022,2170243.589805609268
1644192000,2022-02-07 00:00:00,REQ/USDT,0.2654,0.2944,0.2583,0.2775,3838065.741876,1054752.904447356299
1644105600,2022-02-06 00:00:00,REQ/USDT,0.264,0.2805,0.2542,0.2649,1966257.52164616,514902.920175231633
1644019200,2022-02-05 00:00:00,REQ/USDT,0.258,0.2794,0.256,0.2639,4615677.33911509,1235040.971966342893
