https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume QTUM
1663545600000,2022-09-19 00:00:00,QTUM/ETH,0.00213598,0.00214807,0.00208681,0.00213645,0.85073439,398.2
1663459200000,2022-09-18 00:00:00,QTUM/ETH,0.00209689,0.00216189,0.0020893,0.00213902,16.384969875717335,7660.03584619
1663372800000,2022-09-17 00:00:00,QTUM/ETH,0.0020943,0.00213681,0.00207957,0.00209689,15.60715227,7443.0
1663286400000,2022-09-16 00:00:00,QTUM/ETH,0.00202763,0.00209803,0.00200658,0.00209289,15.738124444511918,7519.8048844
1663200000000,2022-09-15 00:00:00,QTUM/ETH,0.00186676,0.00203369,0.00185158,0.00203134,14.970372992298415,7369.70324628
1663113600000,2022-09-14 00:00:00,QTUM/ETH,0.00192403,0.00193758,0.00187764,0.00188624,11.608491157299218,6154.30229308
1663027200000,2022-09-13 00:00:00,QTUM/ETH,0.00192256,0.00199216,0.00187361,0.00192323,13.368190868316093,6950.90595941
1662940800000,2022-09-12 00:00:00,QTUM/ETH,0.00187404,0.0019445,0.00185977,0.00192514,14.132733985839506,7341.14609111
1662854400000,2022-09-11 00:00:00,QTUM/ETH,0.00189538,0.00190813,0.00186272,0.00187003,14.0662590682526,7521.94299998
1662768000000,2022-09-10 00:00:00,QTUM/ETH,0.00194769,0.00199513,0.00188354,0.00188471,14.307298255208222,7591.24653406
1662681600000,2022-09-09 00:00:00,QTUM/ETH,0.00193732,0.00196944,0.00191402,0.00194636,15.255180142458105,7837.79986357
1662595200000,2022-09-08 00:00:00,QTUM/ETH,0.00189592,0.00199984,0.0018694,0.00193457,12.83924956327604,6636.74592456
1662508800000,2022-09-07 00:00:00,QTUM/ETH,0.0019237,0.00199411,0.00187932,0.00190079,14.418939352733574,7585.76136908
1662422400000,2022-09-06 00:00:00,QTUM/ETH,0.00206756,0.0020714,0.00188559,0.00192221,14.496974102046362,7541.8263884
1662336000000,2022-09-05 00:00:00,QTUM/ETH,0.00204761,0.00211828,0.00197683,0.0020705,14.937034070497063,7214.21592393
1662249600000,2022-09-04 00:00:00,QTUM/ETH,0.00202201,0.00205976,0.00201473,0.00205061,15.42592167651935,7522.60140959
1662163200000,2022-09-03 00:00:00,QTUM/ETH,0.00198743,0.00204727,0.00198731,0.00202228,15.027360452,7430.9
1662076800000,2022-09-02 00:00:00,QTUM/ETH,0.00201427,0.00205402,0.001949,0.00198699,14.969435053245652,7533.72440387
1661990400000,2022-09-01 00:00:00,QTUM/ETH,0.00202153,0.00203173,0.00194763,0.00201144,15.254332352086342,7583.78691489
1661904000000,2022-08-31 00:00:00,QTUM/ETH,0.00204364,0.00209177,0.00199466,0.00200953,14.758126549017632,7344.06878674
1661817600000,2022-08-30 00:00:00,QTUM/ETH,0.00206248,0.00207983,0.00199545,0.0020417,15.352409828252663,7519.42490486
1661731200000,2022-08-29 00:00:00,QTUM/ETH,0.00208995,0.00210781,0.00205171,0.00206389,15.359278492857152,7441.90751099
1661644800000,2022-08-28 00:00:00,QTUM/ETH,0.00208379,0.00212192,0.00207043,0.00209063,15.692843831551963,7506.27506137
1661558400000,2022-08-27 00:00:00,QTUM/ETH,0.00207119,0.00210733,0.00205053,0.00209001,15.693290708879283,7508.71560848
1661472000000,2022-08-26 00:00:00,QTUM/ETH,0.00205185,0.00206705,0.00201734,0.00205849,15.396168325732251,7479.35055586
1661385600000,2022-08-25 00:00:00,QTUM/ETH,0.00209145,0.00210032,0.00201536,0.00205546,15.286540446621785,7437.04107432
1661299200000,2022-08-24 00:00:00,QTUM/ETH,0.00210439,0.00215845,0.00208433,0.00208593,15.536882185421337,7448.41973864
1661212800000,2022-08-23 00:00:00,QTUM/ETH,0.00213566,0.00217098,0.00210157,0.00210157,15.873723733912595,7553.26909592
1661126400000,2022-08-22 00:00:00,QTUM/ETH,0.00214568,0.00215076,0.00213078,0.00213853,0.826541845,386.5
1661040000000,2022-08-21 00:00:00,QTUM/ETH,0.00212828,0.00217086,0.00209961,0.00214657,16.659296317955064,7760.89124415
1660953600000,2022-08-20 00:00:00,QTUM/ETH,0.00208596,0.00213438,0.00204267,0.00212757,15.710698947003955,7384.33938578
1660867200000,2022-08-19 00:00:00,QTUM/ETH,0.00203489,0.00208669,0.00193799,0.00208175,17.662760921200586,8484.57351805
1660780800000,2022-08-18 00:00:00,QTUM/ETH,0.00218797,0.00219481,0.00201156,0.00203909,15.36506193523702,7535.25441998
1660694400000,2022-08-17 00:00:00,QTUM/ETH,0.00214082,0.0022216,0.00213549,0.0021939,16.658344175140265,7593.02802094
1660608000000,2022-08-16 00:00:00,QTUM/ETH,0.00215699,0.00218767,0.00212001,0.00214187,15.875548982827077,7412.00398849
1660521600000,2022-08-15 00:00:00,QTUM/ETH,0.00215342,0.00218822,0.00212212,0.00216385,16.593581322338306,7668.54510356
1660435200000,2022-08-14 00:00:00,QTUM/ETH,0.00216652,0.00219048,0.00212272,0.00215615,16.153497596153827,7491.82459298
1660348800000,2022-08-13 00:00:00,QTUM/ETH,0.00219237,0.00220218,0.00213526,0.00216378,16.04667960962167,7416.04026732
1660262400000,2022-08-12 00:00:00,QTUM/ETH,0.00223472,0.00224796,0.00218606,0.00218608,17.061130798995297,7804.4402762
1660176000000,2022-08-11 00:00:00,QTUM/ETH,0.00226795,0.00232516,0.00221091,0.0022428,15.557992305213709,6936.86120261
1660089600000,2022-08-10 00:00:00,QTUM/ETH,0.00240439,0.00240439,0.00223635,0.00226609,14.382500891675356,6346.83569129
1660003200000,2022-08-09 00:00:00,QTUM/ETH,0.00234037,0.00236834,0.00233961,0.0023559,0.9357634800000001,397.2
1659916800000,2022-08-08 00:00:00,QTUM/ETH,0.00241,0.00252619,0.00233873,0.00234302,18.13744412503856,7741.05390694
1659830400000,2022-08-07 00:00:00,QTUM/ETH,0.00243343,0.00246164,0.00241127,0.00241286,18.109479444,7505.4
1659744000000,2022-08-06 00:00:00,QTUM/ETH,0.00236444,0.00247898,0.00233855,0.00244205,18.126585456020383,7422.69218731
1659657600000,2022-08-05 00:00:00,QTUM/ETH,0.00245568,0.00247262,0.00236894,0.00236894,17.970888175535592,7586.04615378
1659571200000,2022-08-04 00:00:00,QTUM/ETH,0.00243046,0.00246305,0.00240633,0.0024541,19.114902916151248,7788.96659311
1659484800000,2022-08-03 00:00:00,QTUM/ETH,0.0024241,0.00255348,0.00240088,0.00242279,18.202032581751848,7512.83956998
1659398400000,2022-08-02 00:00:00,QTUM/ETH,0.00254157,0.00263707,0.00241763,0.00243016,18.343082397586837,7548.09658524
1659312000000,2022-08-01 00:00:00,QTUM/ETH,0.00242195,0.0026892,0.0023977,0.00253954,19.153891224786406,7542.26797955
1659225600000,2022-07-31 00:00:00,QTUM/ETH,0.00255145,0.00260346,0.00241181,0.00242271,18.80375100387308,7761.45349789
1659139200000,2022-07-30 00:00:00,QTUM/ETH,0.00270301,0.00279654,0.00253787,0.00254623,20.295115231787822,7970.65278148
1659052800000,2022-07-29 00:00:00,QTUM/ETH,0.00259828,0.00305019,0.00257191,0.00270988,20.961909518470453,7735.3644879
1658966400000,2022-07-28 00:00:00,QTUM/ETH,0.00252874,0.00283295,0.00250008,0.00259876,20.220874560196506,7780.97037056
1658880000000,2022-07-27 00:00:00,QTUM/ETH,0.00253492,0.00255909,0.00243161,0.00252618,19.150890216126104,7580.96818759
1658793600000,2022-07-26 00:00:00,QTUM/ETH,0.002288,0.002595,0.00223722,0.00254949,20.1392449437958,7899.32297981
1658707200000,2022-07-25 00:00:00,QTUM/ETH,0.00213152,0.0023522,0.00210759,0.00229054,18.139400570230034,7919.2681945
1658620800000,2022-07-24 00:00:00,QTUM/ETH,0.00222025,0.00222041,0.00209449,0.00213335,16.08333738171832,7539.0054992
1658534400000,2022-07-23 00:00:00,QTUM/ETH,0.0021201,0.00226341,0.00209244,0.00221939,17.007040894490906,7662.93481294
1658448000000,2022-07-22 00:00:00,QTUM/ETH,0.00196932,0.0022077,0.00196261,0.00212326,16.761607621239957,7894.27937287
1658361600000,2022-07-21 00:00:00,QTUM/ETH,0.00201,0.00205583,0.00194119,0.00197095,14.854441603341062,7536.69124196
1658275200000,2022-07-20 00:00:00,QTUM/ETH,0.00210329,0.00214026,0.0020029,0.00201157,15.398021716674744,7654.72825538
1658188800000,2022-07-19 00:00:00,QTUM/ETH,0.00201895,0.00211707,0.00201113,0.00209799,15.627745260671766,7448.91313146
1658102400000,2022-07-18 00:00:00,QTUM/ETH,0.00220359,0.00231011,0.00202165,0.00202373,15.27322112157991,7547.06463885
1658016000000,2022-07-17 00:00:00,QTUM/ETH,0.00212694,0.00225394,0.00210565,0.00220668,16.924553710856248,7669.69098866
1657929600000,2022-07-16 00:00:00,QTUM/ETH,0.00225254,0.00230936,0.002046,0.00213287,16.200672095669532,7595.71473914
