https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume EUR
1660694400,2022-08-17 00:00:00,SNX/EUR,3.66157,3.74726,3.42786,3.43157,9004.80440178,30900.616641016193
1660608000,2022-08-16 00:00:00,SNX/EUR,3.65026,3.74009,3.56981,3.61595,2253.62921715,8149.010567753543
1660521600,2022-08-15 00:00:00,SNX/EUR,3.78034,3.83532,3.53663,3.61186,2437.83314030,8805.112006123958
1660435200,2022-08-14 00:00:00,SNX/EUR,3.89657,4.01000,3.70854,3.70854,7555.74058763,28020.76619884936
1660348800,2022-08-13 00:00:00,SNX/EUR,3.99699,4.03466,3.88946,3.91531,2419.00288892,9471.146201017364
1660262400,2022-08-12 00:00:00,SNX/EUR,3.90001,4.04990,3.80100,4.04990,5690.93813149,23047.73033872135
1660176000,2022-08-11 00:00:00,SNX/EUR,4.05349,4.21571,3.88580,3.88580,10032.02417108,38982.43952398266
1660089600,2022-08-10 00:00:00,SNX/EUR,3.71000,4.05962,3.65459,4.05962,3672.68355343,14909.699607175495
1660003200,2022-08-09 00:00:00,SNX/EUR,4.01289,4.01519,3.64929,3.78055,13364.23878875,50524.17295280881
1659916800,2022-08-08 00:00:00,SNX/EUR,4.02449,4.15536,4.00000,4.02805,2418.72830587,9742.758552459654
1659830400,2022-08-07 00:00:00,SNX/EUR,4.16399,4.17453,3.98270,4.02360,5554.37303107,22348.575327813254
1659744000,2022-08-06 00:00:00,SNX/EUR,3.93882,4.32247,3.93882,4.22000,13847.71308838,58437.3492329636
1659657600,2022-08-05 00:00:00,SNX/EUR,3.70856,4.08640,3.70774,3.99980,11721.30661918,46882.88221539617
1659571200,2022-08-04 00:00:00,SNX/EUR,3.75005,3.86194,3.59740,3.67424,10145.10249845,37275.54140390493
1659484800,2022-08-03 00:00:00,SNX/EUR,3.82813,3.95360,3.63819,3.63819,10693.14099661,38903.678642456536
1659398400,2022-08-02 00:00:00,SNX/EUR,3.29226,4.00704,3.24247,3.84990,7486.53063394,28822.394287605606
1659312000,2022-08-01 00:00:00,SNX/EUR,3.48880,3.69162,3.33193,3.54357,9060.17986983,32105.381581333495
1659225600,2022-07-31 00:00:00,SNX/EUR,3.63024,3.73900,3.46960,3.46960,4771.75218754,16556.07138988878
1659139200,2022-07-30 00:00:00,SNX/EUR,3.87725,3.90466,3.53220,3.53220,16927.53918953,59791.45392525787
1659052800,2022-07-29 00:00:00,SNX/EUR,4.02923,4.14404,3.78268,4.07588,10322.82748192,42074.60607700809
1658966400,2022-07-28 00:00:00,SNX/EUR,3.67718,4.35675,3.58320,4.06088,43224.84648916,175530.91461090007
1658880000,2022-07-27 00:00:00,SNX/EUR,2.93688,3.68159,2.83887,3.68159,17276.11761312,63603.58184328646
1658793600,2022-07-26 00:00:00,SNX/EUR,2.96969,2.97679,2.78404,2.82184,2513.81960178,7093.596705086875
1658707200,2022-07-25 00:00:00,SNX/EUR,3.30003,3.32725,2.90781,2.90781,6896.88978139,20054.845075223657
1658620800,2022-07-24 00:00:00,SNX/EUR,3.17900,3.42985,3.14172,3.38736,8189.50488364,27740.801262646793
1658534400,2022-07-23 00:00:00,SNX/EUR,3.00186,3.20727,2.89328,3.16337,4299.50434424,13600.92305743849
1658448000,2022-07-22 00:00:00,SNX/EUR,3.23857,3.30000,2.94460,2.96478,8160.38624900,24193.74994331022
1658361600,2022-07-21 00:00:00,SNX/EUR,2.80453,3.29611,2.75000,3.22075,10219.77244046,32915.33208761154
1658275200,2022-07-20 00:00:00,SNX/EUR,2.90734,3.12000,2.81696,2.87991,6377.93079059,18367.866663128047
1658188800,2022-07-19 00:00:00,SNX/EUR,2.89722,2.96905,2.74705,2.95001,5343.98290856,15764.803020081086
1658102400,2022-07-18 00:00:00,SNX/EUR,2.64972,3.05068,2.64972,2.89563,6971.54779262,20187.02293474425
1658016000,2022-07-17 00:00:00,SNX/EUR,2.78303,2.78303,2.64310,2.65778,2405.63593230,6393.651068148294
1657929600,2022-07-16 00:00:00,SNX/EUR,2.53291,2.90999,2.53291,2.79274,15437.53908009,43113.03289053054
1657843200,2022-07-15 00:00:00,SNX/EUR,2.70964,2.71358,2.52966,2.52966,4516.97712716,11426.416359491564
1657756800,2022-07-14 00:00:00,SNX/EUR,2.51567,2.77279,2.51504,2.71064,18324.94332887,49672.324384968175
1657670400,2022-07-13 00:00:00,SNX/EUR,2.30094,2.52589,2.23571,2.50637,8579.13484863,21502.48621056077
1657584000,2022-07-12 00:00:00,SNX/EUR,2.38628,2.48024,2.34073,2.34311,4273.98480088,10014.416526789935
1657497600,2022-07-11 00:00:00,SNX/EUR,2.37737,2.44006,2.28920,2.33025,5421.28328262,12632.945369325254
1657411200,2022-07-10 00:00:00,SNX/EUR,2.54685,2.57520,2.36107,2.38057,3757.94670475,8946.055186926707
1657324800,2022-07-09 00:00:00,SNX/EUR,2.47585,2.56966,2.46840,2.56966,4066.44450501,10449.379786743995
1657238400,2022-07-08 00:00:00,SNX/EUR,2.62629,2.68129,2.46889,2.49246,8077.12756620,20131.91737365085
1657152000,2022-07-07 00:00:00,SNX/EUR,2.57106,2.78000,2.54534,2.67005,30805.51280800,82252.25947300039
1657065600,2022-07-06 00:00:00,SNX/EUR,2.57229,2.67056,2.51277,2.56967,6395.12908079,16433.37134503364
1656979200,2022-07-05 00:00:00,SNX/EUR,2.72508,2.72508,2.50577,2.56060,22329.89441603,57177.92764168642
1656892800,2022-07-04 00:00:00,SNX/EUR,2.39749,2.81504,2.37856,2.71775,45865.52426712,124651.0285769654
1656806400,2022-07-03 00:00:00,SNX/EUR,2.56300,2.69998,2.46879,2.53144,26807.10823757,67860.5860769142
1656720000,2022-07-02 00:00:00,SNX/EUR,2.13169,2.53163,2.13124,2.52263,23316.85713196,58819.80330679625
1656633600,2022-07-01 00:00:00,SNX/EUR,2.16508,2.21400,2.08616,2.11574,6097.40848178,12900.531021241219
1656547200,2022-06-30 00:00:00,SNX/EUR,2.27235,2.27235,2.02786,2.14429,23430.04304885,50240.80700921856
1656460800,2022-06-29 00:00:00,SNX/EUR,2.41302,2.53643,2.29225,2.29225,6975.66008728,15989.95683506758
1656374400,2022-06-28 00:00:00,SNX/EUR,2.33055,2.47123,2.20625,2.36675,14035.88452219,33219.42969289318
1656288000,2022-06-27 00:00:00,SNX/EUR,2.53686,2.63405,2.28472,2.29808,7641.57887191,17560.959573958935
1656201600,2022-06-26 00:00:00,SNX/EUR,2.75154,2.82288,2.52584,2.52584,3003.34594763,7585.971328361759
1656115200,2022-06-25 00:00:00,SNX/EUR,2.86098,2.86098,2.63563,2.71515,7446.81872976,20219.229874107863
1656028800,2022-06-24 00:00:00,SNX/EUR,2.94968,3.17118,2.81735,2.88152,14305.11112238,41220.46380136042
1655942400,2022-06-23 00:00:00,SNX/EUR,2.86563,3.06214,2.82400,2.96637,12202.52227580,36197.19600326484
1655856000,2022-06-22 00:00:00,SNX/EUR,3.00338,3.48000,2.80407,2.80407,38381.77494161,107625.18366052034
1655769600,2022-06-21 00:00:00,SNX/EUR,3.05370,3.14641,2.74912,3.01109,30376.81125667,91467.31260684646
1655683200,2022-06-20 00:00:00,SNX/EUR,1.97975,3.24838,1.88005,3.06980,66695.70994694,204742.4903951164
1655596800,2022-06-19 00:00:00,SNX/EUR,1.45638,2.07952,1.45012,1.96691,23543.17726250,46307.310789383875
1655510400,2022-06-18 00:00:00,SNX/EUR,1.65527,1.66504,1.37691,1.48139,13999.86101791,20739.254113321695
1655424000,2022-06-17 00:00:00,SNX/EUR,1.64908,1.70834,1.63000,1.65189,3783.34150521,6249.663999041347
1655337600,2022-06-16 00:00:00,SNX/EUR,1.87820,1.88965,1.62968,1.63002,7179.93899678,11703.444163531336
1655251200,2022-06-15 00:00:00,SNX/EUR,1.78275,1.88965,1.56625,1.86696,7919.79624137,14785.942790788135
1655164800,2022-06-14 00:00:00,SNX/EUR,1.65806,1.83995,1.62635,1.74076,16141.86512807,28099.113140339134
1655078400,2022-06-13 00:00:00,SNX/EUR,2.11123,2.16200,1.69042,1.80561,15910.91739398,28728.911555744227
1654992000,2022-06-12 00:00:00,SNX/EUR,2.20925,2.21304,2.09000,2.09919,14190.10443774,29787.72533465943
1654905600,2022-06-11 00:00:00,SNX/EUR,2.32766,2.41564,2.16467,2.21135,7217.74505060,15960.96051764431
1654819200,2022-06-10 00:00:00,SNX/EUR,2.50493,2.56843,2.32012,2.33154,9896.28394581,23073.58187101385
1654732800,2022-06-09 00:00:00,SNX/EUR,2.44012,2.62000,2.44012,2.53275,13109.99142888,33204.33079149582
1654646400,2022-06-08 00:00:00,SNX/EUR,2.53491,2.58522,2.42160,2.46459,5364.89993645,13222.278734375304
1654560000,2022-06-07 00:00:00,SNX/EUR,2.56628,2.58245,2.33110,2.56056,19152.86825312,49042.06833420895
1654473600,2022-06-06 00:00:00,SNX/EUR,2.42042,2.69199,2.42042,2.59164,9110.10796489,23610.120206127518
1654387200,2022-06-05 00:00:00,SNX/EUR,2.50410,2.57061,2.39222,2.42450,9912.53516840,24032.941515785802
1654300800,2022-06-04 00:00:00,SNX/EUR,2.49291,2.52464,2.44157,2.51512,4840.59766775,12174.68400611138
1654214400,2022-06-03 00:00:00,SNX/EUR,2.78732,2.78746,2.49676,2.52525,4842.52938197,12228.597321819743
1654128000,2022-06-02 00:00:00,SNX/EUR,2.63403,2.88071,2.58340,2.80497,6956.20263350,19511.939700888495
1654041600,2022-06-01 00:00:00,SNX/EUR,2.88382,3.06359,2.67363,2.69759,9559.76732894,25788.332748875255
1653955200,2022-05-31 00:00:00,SNX/EUR,3.05919,3.19671,2.84313,2.94352,34178.01506156,100603.67089400308
1653868800,2022-05-30 00:00:00,SNX/EUR,2.51844,3.14623,2.51844,3.11164,20158.54422591,62726.132555110584
1653782400,2022-05-29 00:00:00,SNX/EUR,2.30355,2.46269,2.26556,2.40420,9177.39631235,22064.29621415187
1653696000,2022-05-28 00:00:00,SNX/EUR,2.32744,2.34465,2.23660,2.31831,4351.75860427,10088.725489865184
1653609600,2022-05-27 00:00:00,SNX/EUR,2.20000,2.33631,2.15130,2.30607,56806.44903517,130999.64792653448
1653523200,2022-05-26 00:00:00,SNX/EUR,2.42777,2.46848,2.19394,2.23287,16601.09171161,37068.07965010262
1653436800,2022-05-25 00:00:00,SNX/EUR,2.42784,2.56448,2.37691,2.42893,16241.92432751,39450.49725681886
1653350400,2022-05-24 00:00:00,SNX/EUR,2.48615,2.61293,2.32531,2.42084,26490.71583832,64129.78453003859
1653264000,2022-05-23 00:00:00,SNX/EUR,2.61703,2.73492,2.42057,2.42270,20221.20588454,48989.91549647505
1653177600,2022-05-22 00:00:00,SNX/EUR,2.47008,2.64280,2.45374,2.53720,6639.55026824,16845.86694057853
1653091200,2022-05-21 00:00:00,SNX/EUR,2.41006,2.50978,2.39123,2.44894,4106.17651761,10055.779921035832
1653004800,2022-05-20 00:00:00,SNX/EUR,2.55383,2.62177,2.35000,2.44968,4449.31341443,10899.394085060881
1652918400,2022-05-19 00:00:00,SNX/EUR,2.34151,2.57303,2.25038,2.53709,7923.37384609,20102.31255117648
1652832000,2022-05-18 00:00:00,SNX/EUR,2.73512,2.76003,2.35600,2.35600,11240.02181835,26481.4914040326
1652745600,2022-05-17 00:00:00,SNX/EUR,2.60985,2.83675,2.54802,2.74784,21276.24747689,58463.72386689742
1652659200,2022-05-16 00:00:00,SNX/EUR,2.90634,2.97959,2.58511,2.59660,16620.98510693,43158.04992865444
1652572800,2022-05-15 00:00:00,SNX/EUR,2.61016,2.92475,2.49703,2.91958,4439.08611989,12960.267053908447
1652486400,2022-05-14 00:00:00,SNX/EUR,2.51751,2.62500,2.33999,2.60010,13928.77600468,36216.21048976846
1652400000,2022-05-13 00:00:00,SNX/EUR,2.40769,2.86000,2.29310,2.59949,24803.51400885,64476.48663086549
1652313600,2022-05-12 00:00:00,SNX/EUR,2.41320,2.47630,2.07037,2.26757,30004.75675870,68037.88628332537
1652227200,2022-05-11 00:00:00,SNX/EUR,3.16998,3.23103,2.22352,2.35159,66152.70670531,155564.04356113993
1652140800,2022-05-10 00:00:00,SNX/EUR,3.07461,3.57713,2.97000,3.12300,35865.13928013,112006.829971846
1652054400,2022-05-09 00:00:00,SNX/EUR,4.02221,4.02221,3.03986,3.03986,38409.56771061,116759.70850077491
1651968000,2022-05-08 00:00:00,SNX/EUR,4.11834,4.12406,3.96860,4.00058,7762.79092743,31055.666128457913
1651881600,2022-05-07 00:00:00,SNX/EUR,4.38375,4.49979,4.04174,4.11665,4112.78755815,16930.906901258197
1651795200,2022-05-06 00:00:00,SNX/EUR,4.32262,4.46250,4.10011,4.32133,17686.17374604,76427.79319397503
1651708800,2022-05-05 00:00:00,SNX/EUR,4.77534,4.95000,4.20968,4.29726,15680.45346499,67382.98545696292
1651622400,2022-05-04 00:00:00,SNX/EUR,4.40530,4.79349,4.38728,4.79349,11794.40409528,56536.35808668373
1651536000,2022-05-03 00:00:00,SNX/EUR,4.48108,4.69843,4.29036,4.32648,7701.91397231,33322.17676291977
1651449600,2022-05-02 00:00:00,SNX/EUR,4.53421,4.60615,4.18840,4.53609,6056.09047947,27470.971463019072
1651363200,2022-05-01 00:00:00,SNX/EUR,4.16993,4.52840,4.15742,4.52502,5336.55320608,24148.00998857612
1651276800,2022-04-30 00:00:00,SNX/EUR,4.79770,4.83165,4.11000,4.17358,16367.04824377,68309.1852092336
1651190400,2022-04-29 00:00:00,SNX/EUR,5.28982,5.44922,4.68996,4.69774,31977.20744497,150220.60650253337
1651104000,2022-04-28 00:00:00,SNX/EUR,5.41875,5.48646,5.23439,5.29998,17747.62447933,94062.05478795941
1651017600,2022-04-27 00:00:00,SNX/EUR,5.12511,5.67333,5.11869,5.61282,41390.21880225,232315.84789764482
1650931200,2022-04-26 00:00:00,SNX/EUR,5.84520,6.25000,5.09052,5.09700,26954.13316729,137385.21675367714
1650844800,2022-04-25 00:00:00,SNX/EUR,5.43537,5.81759,4.96059,5.81335,23527.06907914,136771.0870312185
1650758400,2022-04-24 00:00:00,SNX/EUR,5.40569,5.75037,5.20957,5.42728,19471.15149597,105675.39109104805
1650672000,2022-04-23 00:00:00,SNX/EUR,5.06697,5.46181,5.00000,5.38416,31632.44655504,170314.15344378413
1650585600,2022-04-22 00:00:00,SNX/EUR,5.41338,5.56156,5.03500,5.03500,62074.80008800,312546.61844308005
1650499200,2022-04-21 00:00:00,SNX/EUR,6.05768,6.36758,5.42483,5.43633,31223.70101988,169742.34256540425
1650412800,2022-04-20 00:00:00,SNX/EUR,5.71647,6.62241,5.58150,6.10248,73025.44547756,445636.32051790034
1650326400,2022-04-19 00:00:00,SNX/EUR,4.83628,5.83532,4.71321,5.67508,27323.61787096,155063.7173071277
1650240000,2022-04-18 00:00:00,SNX/EUR,4.64579,4.77319,4.42210,4.75851,19485.33765203,92721.17407056129
1650153600,2022-04-17 00:00:00,SNX/EUR,4.85566,4.92241,4.64554,4.64554,11225.00589569,52146.21388866371
1650067200,2022-04-16 00:00:00,SNX/EUR,4.95807,5.07247,4.81143,4.88587,3518.83991969,17192.59439841578
1649980800,2022-04-15 00:00:00,SNX/EUR,4.97667,5.34754,4.91086,5.00535,4262.88973208,21337.255120466627
1649894400,2022-04-14 00:00:00,SNX/EUR,4.74833,5.15942,4.74672,4.78510,8143.64150688,38968.138974571484
1649808000,2022-04-13 00:00:00,SNX/EUR,4.67000,4.77777,4.48531,4.63803,7893.32489606,36609.47766767316
1649721600,2022-04-12 00:00:00,SNX/EUR,4.15364,4.66986,4.09688,4.61111,28304.40599970,130514.72954927667
1649635200,2022-04-11 00:00:00,SNX/EUR,4.67511,4.67511,4.09000,4.11443,17592.15681764,72381.69777520254
1649548800,2022-04-10 00:00:00,SNX/EUR,4.98572,4.98572,4.66880,4.66880,5994.33273501,27986.340673214687
1649462400,2022-04-09 00:00:00,SNX/EUR,4.81527,5.00216,4.74014,4.97801,6937.99154816,34537.39130665596
1649376000,2022-04-08 00:00:00,SNX/EUR,5.28543,5.33506,4.77052,4.79595,12354.30951798,59250.650732756185
1649289600,2022-04-07 00:00:00,SNX/EUR,4.94393,5.30313,4.83396,5.25250,14924.79499536,78392.48571312841
1649203200,2022-04-06 00:00:00,SNX/EUR,5.51000,5.60858,4.93277,4.93277,26261.74906735,129543.16794695205
1649116800,2022-04-05 00:00:00,SNX/EUR,6.23791,6.33281,5.67042,5.68685,15861.68370102,90203.01595514559
1649030400,2022-04-04 00:00:00,SNX/EUR,6.50000,6.69991,6.08698,6.35345,14332.64754630,91061.75955303974
1648944000,2022-04-03 00:00:00,SNX/EUR,6.52274,6.75905,6.38532,6.66309,8265.51531528,55073.872442089014
1648857600,2022-04-02 00:00:00,SNX/EUR,6.90772,7.05155,6.45076,6.50887,22041.56762441,143465.6982634935
1648771200,2022-04-01 00:00:00,SNX/EUR,6.10935,7.40000,6.02998,6.97577,44024.30003587,307103.39146122086
1648684800,2022-03-31 00:00:00,SNX/EUR,5.93413,6.53117,5.90588,6.14600,47121.91820727,289611.3093018814
1648598400,2022-03-30 00:00:00,SNX/EUR,5.12190,6.00000,5.12190,5.93107,40426.58272785,239772.8920196693
1648512000,2022-03-29 00:00:00,SNX/EUR,4.85836,5.33335,4.85594,5.12345,15376.88240082,78782.68813648123
1648425600,2022-03-28 00:00:00,SNX/EUR,4.93809,5.25265,4.85902,4.85902,19324.03648673,93895.87976975081
