https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQX,Volume USDT
1663459200,2022-09-18 00:00:00,EQX/USDT,0.01546,0.01546,0.01532,0.01543,607085.1148,9362.625455935
1663372800,2022-09-17 00:00:00,EQX/USDT,0.01531,0.01563,0.01495,0.01546,19846995.7508,301655.967235378
1663286400,2022-09-16 00:00:00,EQX/USDT,0.01501,0.01679,0.015,0.01532,13883878.8143,214752.027648467
1663200000,2022-09-15 00:00:00,EQX/USDT,0.01497,0.01599,0.01476,0.015,16411649.5504,247871.184088785
1663113600,2022-09-14 00:00:00,EQX/USDT,0.01495,0.01654,0.01419,0.01498,19763093.0921,298508.259479518
1663027200,2022-09-13 00:00:00,EQX/USDT,0.01602,0.01635,0.01456,0.01498,17744266.8807,272919.321989428
1662940800,2022-09-12 00:00:00,EQX/USDT,0.01657,0.01719,0.0146,0.01618,21408135.9227,342089.676767122
1662854400,2022-09-11 00:00:00,EQX/USDT,0.01533,0.0175,0.01508,0.01653,24869034.4984,398204.763305082
1662768000,2022-09-10 00:00:00,EQX/USDT,0.01516,0.0164,0.01496,0.01533,16321501.1542,251070.950157281
1662681600,2022-09-09 00:00:00,EQX/USDT,0.01487,0.01618,0.01487,0.01516,14921694.8259,229792.440366419
1662595200,2022-09-08 00:00:00,EQX/USDT,0.0154,0.01542,0.0147,0.01487,15090018.825,229555.584164214
1662508800,2022-09-07 00:00:00,EQX/USDT,0.015,0.01572,0.01457,0.0154,9104327.2692,138873.897710478
1662422400,2022-09-06 00:00:00,EQX/USDT,0.01519,0.01572,0.01443,0.015,2864367.1825,43344.187313127
1662336000,2022-09-05 00:00:00,EQX/USDT,0.01565,0.01627,0.0149,0.01521,2954108.6261,46092.005167363
1662249600,2022-09-04 00:00:00,EQX/USDT,0.01559,0.0167,0.01535,0.0157,3790311.336,60089.801955762
1662163200,2022-09-03 00:00:00,EQX/USDT,0.01478,0.0161,0.01451,0.01555,3148742.6541,48054.411440648
1662076800,2022-09-02 00:00:00,EQX/USDT,0.01479,0.01553,0.01465,0.01482,2430020.9743,36656.584533692
1661990400,2022-09-01 00:00:00,EQX/USDT,0.01521,0.01541,0.01423,0.01479,2632685.621,39261.733794768
1661904000,2022-08-31 00:00:00,EQX/USDT,0.01584,0.01615,0.01503,0.0152,2383612.6771,37231.09205638
1661817600,2022-08-30 00:00:00,EQX/USDT,0.01657,0.01748,0.01572,0.01584,3356618.025,55495.25278279
1661731200,2022-08-29 00:00:00,EQX/USDT,0.01669,0.01699,0.0161,0.01651,819767.6484,13575.564693577
1661644800,2022-08-28 00:00:00,EQX/USDT,0.01722,0.01765,0.01633,0.01669,506893.7146,8556.515242731
1661558400,2022-08-27 00:00:00,EQX/USDT,0.017,0.01782,0.01679,0.01722,775890.8896,13410.819159379
1661472000,2022-08-26 00:00:00,EQX/USDT,0.01881,0.01936,0.017,0.017,1408074.7718,25735.58505283
1661385600,2022-08-25 00:00:00,EQX/USDT,0.01772,0.01903,0.01731,0.01881,1704598.2544,31060.420100759
1661299200,2022-08-24 00:00:00,EQX/USDT,0.01761,0.01816,0.01715,0.01779,783467.0307,13838.847866105
1661212800,2022-08-23 00:00:00,EQX/USDT,0.01801,0.0187,0.0175,0.01761,809942.5057,14595.03826462
1661126400,2022-08-22 00:00:00,EQX/USDT,0.01927,0.01952,0.0179,0.01812,847449.2014,15681.732722325
1661040000,2022-08-21 00:00:00,EQX/USDT,0.01858,0.01948,0.01856,0.01922,311616.3692,5943.837856453
1660953600,2022-08-20 00:00:00,EQX/USDT,0.01854,0.01877,0.01737,0.01877,1259042.7061,22753.31867859
1660867200,2022-08-19 00:00:00,EQX/USDT,0.01957,0.01957,0.01838,0.01854,1487638.5785,28177.074517787
1660780800,2022-08-18 00:00:00,EQX/USDT,0.01982,0.02022,0.01957,0.01957,435475.2018,8657.910924589
1660694400,2022-08-17 00:00:00,EQX/USDT,0.02075,0.02108,0.01978,0.01999,1335693.1077,27017.657730307
1660608000,2022-08-16 00:00:00,EQX/USDT,0.02023,0.0219,0.02023,0.02075,1055019.5136,22277.900029498
1660521600,2022-08-15 00:00:00,EQX/USDT,0.02219,0.02294,0.02019,0.02023,1774055.328,37754.681542152
1660435200,2022-08-14 00:00:00,EQX/USDT,0.02441,0.02459,0.02155,0.0224,1476389.8029,33456.468883807
1660348800,2022-08-13 00:00:00,EQX/USDT,0.02365,0.02442,0.02337,0.02442,481320.4777,11518.967018503
1660262400,2022-08-12 00:00:00,EQX/USDT,0.02305,0.0246,0.02283,0.02352,1657282.6966,39200.258211235
1660176000,2022-08-11 00:00:00,EQX/USDT,0.0257,0.02851,0.02139,0.02286,4367126.9563,108714.695638588
1660089600,2022-08-10 00:00:00,EQX/USDT,0.02246,0.0269,0.02224,0.0257,2605705.2024,63593.456266546
1660003200,2022-08-09 00:00:00,EQX/USDT,0.02129,0.02312,0.02125,0.02264,2550174.2116,56617.995747175
1659916800,2022-08-08 00:00:00,EQX/USDT,0.02354,0.02395,0.01992,0.02146,4377130.3069,95178.012189415
1659830400,2022-08-07 00:00:00,EQX/USDT,0.02064,0.02409,0.01993,0.02352,7923493.09217848,177604.7283553047608
1659744000,2022-08-06 00:00:00,EQX/USDT,0.0188,0.022,0.0187,0.02062,17148824.4791,331712.894809486
1659657600,2022-08-05 00:00:00,EQX/USDT,0.01885,0.0191,0.01827,0.01876,9705138.6123,180654.357449649
1659571200,2022-08-04 00:00:00,EQX/USDT,0.0181,0.01885,0.01783,0.01885,16872903.7252,310724.127261509
1659484800,2022-08-03 00:00:00,EQX/USDT,0.018,0.01829,0.01759,0.0181,10802686.0337,194836.175093505
1659398400,2022-08-02 00:00:00,EQX/USDT,0.01972,0.01975,0.01766,0.01814,6050922.227,114775.562429775
1659312000,2022-08-01 00:00:00,EQX/USDT,0.01913,0.0213,0.01825,0.01973,20859966.3216,405484.379501302
1659225600,2022-07-31 00:00:00,EQX/USDT,0.0172,0.01946,0.01696,0.01913,18406194.85235556,337380.127763105968
1659139200,2022-07-30 00:00:00,EQX/USDT,0.01705,0.01732,0.01696,0.01726,16445438.8899,281584.125554712
1659052800,2022-07-29 00:00:00,EQX/USDT,0.01697,0.01759,0.01691,0.01706,16189391.8183,276454.631379653
1658966400,2022-07-28 00:00:00,EQX/USDT,0.01676,0.0171,0.01631,0.01696,16228565.9611,271717.511521697
1658880000,2022-07-27 00:00:00,EQX/USDT,0.01623,0.01683,0.01613,0.01669,14551749.4247,239000.690984087
1658793600,2022-07-26 00:00:00,EQX/USDT,0.01605,0.0163,0.01592,0.01627,14443823.1033,231622.85901893
1658707200,2022-07-25 00:00:00,EQX/USDT,0.0164,0.01643,0.01597,0.01602,15753994.3029,255286.907960179
1658620800,2022-07-24 00:00:00,EQX/USDT,0.01627,0.0166,0.01624,0.01643,16187145.4295,265738.298112771
1658534400,2022-07-23 00:00:00,EQX/USDT,0.01651,0.01655,0.01618,0.01629,16887011.4154,276745.092461755
1658448000,2022-07-22 00:00:00,EQX/USDT,0.01666,0.01699,0.01637,0.01652,17663597.1211,295483.343682323
1658361600,2022-07-21 00:00:00,EQX/USDT,0.01676,0.0169,0.01633,0.01669,16505072.4749,274648.367613444
1658275200,2022-07-20 00:00:00,EQX/USDT,0.01727,0.01777,0.01672,0.01677,10300358.0291962,177587.6849819514113
1658188800,2022-07-19 00:00:00,EQX/USDT,0.01634,0.01771,0.01625,0.01727,18993001.47683338,320750.0032419969294
1658102400,2022-07-18 00:00:00,EQX/USDT,0.01574,0.01638,0.01565,0.01632,17364539.17783781,278410.5007482138424
1658016000,2022-07-17 00:00:00,EQX/USDT,0.01558,0.01591,0.01558,0.01565,16644494.41902429,261350.5973953817899
1657929600,2022-07-16 00:00:00,EQX/USDT,0.01584,0.01585,0.01509,0.0156,17226334.69845689,266939.654961731784
1657843200,2022-07-15 00:00:00,EQX/USDT,0.01576,0.01696,0.01569,0.01583,17173930.16424644,273470.4944389480116
1657756800,2022-07-14 00:00:00,EQX/USDT,0.01481,0.0164,0.01465,0.01575,18808965.16413486,282840.3105394443719
1657670400,2022-07-13 00:00:00,EQX/USDT,0.01457,0.01488,0.0135,0.01483,16339167.79140967,235788.1935869602176
1657584000,2022-07-12 00:00:00,EQX/USDT,0.01539,0.01539,0.0145,0.01457,15330738.1392078,227019.8261390753097
1657497600,2022-07-11 00:00:00,EQX/USDT,0.01505,0.01716,0.01504,0.01535,19421415.96835551,298402.8986443654087
1657411200,2022-07-10 00:00:00,EQX/USDT,0.01518,0.01519,0.01488,0.01506,15412422.79766205,231198.5595164208059
1657324800,2022-07-09 00:00:00,EQX/USDT,0.01541,0.01599,0.01489,0.01518,17471365.765946,267042.0679325360314
1657238400,2022-07-08 00:00:00,EQX/USDT,0.01571,0.01625,0.01519,0.01539,13230104.76502666,206409.1063201306738
1657152000,2022-07-07 00:00:00,EQX/USDT,0.01656,0.0176,0.01565,0.0157,10731067.34963279,179094.5281587189231
1657065600,2022-07-06 00:00:00,EQX/USDT,0.01655,0.01666,0.01624,0.01658,8303216.19539484,136728.1219468530344
1656979200,2022-07-05 00:00:00,EQX/USDT,0.01675,0.01693,0.0162,0.01658,9614492.50262239,159315.2044700032531
1656892800,2022-07-04 00:00:00,EQX/USDT,0.016,0.01761,0.016,0.01675,9225094.71463441,153210.4574486799982
1656806400,2022-07-03 00:00:00,EQX/USDT,0.0161,0.01621,0.01563,0.016,9436168.88912226,151051.1930080645006
1656720000,2022-07-02 00:00:00,EQX/USDT,0.01657,0.01686,0.0153,0.0161,9669986.43503343,156941.4773652735022
1656633600,2022-07-01 00:00:00,EQX/USDT,0.01665,0.01751,0.01635,0.01665,9953063.03510528,170283.3999958002853
1656547200,2022-06-30 00:00:00,EQX/USDT,0.01808,0.01815,0.01641,0.0166,9748793.37428534,169537.2502971390918
1656460800,2022-06-29 00:00:00,EQX/USDT,0.01835,0.01896,0.01747,0.01808,10078019.42432411,182370.6802377019683
1656374400,2022-06-28 00:00:00,EQX/USDT,0.01904,0.01917,0.01824,0.01827,10143830.56320996,190684.3589276354998
1656288000,2022-06-27 00:00:00,EQX/USDT,0.02,0.02011,0.01852,0.01907,10292159.05851471,200957.7521221801204
1656201600,2022-06-26 00:00:00,EQX/USDT,0.02025,0.02053,0.0199,0.02001,9525828.76877883,193096.4500321621773
1656115200,2022-06-25 00:00:00,EQX/USDT,0.02022,0.02081,0.0195,0.02026,9603768.15512642,194136.8700570554692
1656028800,2022-06-24 00:00:00,EQX/USDT,0.01973,0.02036,0.01943,0.0202,10256942.46048681,204328.4302311494514
1655942400,2022-06-23 00:00:00,EQX/USDT,0.01875,0.02193,0.01874,0.01976,10017599.45508541,194636.7801728581468
1655856000,2022-06-22 00:00:00,EQX/USDT,0.0204,0.0209,0.0186,0.01876,2066977.37988648,39942.8725777684435
