https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUKU,Volume USDT
1662908400,2022-09-11 15:00:00,SUKU/USDT,0.08706,0.08776,0.08706,0.08766,82619.5127,7224.137413741
1662904800,2022-09-11 14:00:00,SUKU/USDT,0.08693,0.08725,0.08661,0.08723,97229.5355,8443.967990606
1662901200,2022-09-11 13:00:00,SUKU/USDT,0.08703,0.08772,0.08674,0.08697,113127.216,9854.380734929
1662897600,2022-09-11 12:00:00,SUKU/USDT,0.08743,0.0877,0.0864,0.08689,134128.8736,11662.33429428
1662894000,2022-09-11 11:00:00,SUKU/USDT,0.08743,0.0885,0.0872,0.08741,288670.1587,25469.314916068
1662890400,2022-09-11 10:00:00,SUKU/USDT,0.08692,0.08751,0.08692,0.08748,97248.4046,8487.967599622
1662886800,2022-09-11 09:00:00,SUKU/USDT,0.08795,0.0881,0.08672,0.08696,98179.1754,8584.715801249
1662883200,2022-09-11 08:00:00,SUKU/USDT,0.08805,0.08822,0.0876,0.08801,94483.1139,8316.952888142
1662879600,2022-09-11 07:00:00,SUKU/USDT,0.08789,0.08822,0.0877,0.08807,96463.3182,8480.802295791
1662876000,2022-09-11 06:00:00,SUKU/USDT,0.08765,0.088,0.08751,0.08771,96364.3769,8450.252715986
1662872400,2022-09-11 05:00:00,SUKU/USDT,0.08764,0.08779,0.08735,0.08767,96907.2525,8487.936362694
1662868800,2022-09-11 04:00:00,SUKU/USDT,0.08737,0.08765,0.0873,0.08762,87100.5057,7618.752664362
1662865200,2022-09-11 03:00:00,SUKU/USDT,0.08825,0.08834,0.08734,0.08744,107117.1034,9405.982521798
1662861600,2022-09-11 02:00:00,SUKU/USDT,0.08848,0.08874,0.08825,0.08825,110571.1463,9785.923954062
1662858000,2022-09-11 01:00:00,SUKU/USDT,0.08874,0.0889,0.08847,0.08866,92136.2134,8172.536040785
1662854400,2022-09-11 00:00:00,SUKU/USDT,0.08964,0.09,0.0883,0.08874,146433.6472,13021.51878024
1662850800,2022-09-10 23:00:00,SUKU/USDT,0.08831,0.08999,0.08812,0.0896,102392.5154,9156.422889022
1662847200,2022-09-10 22:00:00,SUKU/USDT,0.08681,0.08837,0.0868,0.08823,135867.4514,11846.664238006
1662843600,2022-09-10 21:00:00,SUKU/USDT,0.08629,0.08741,0.08609,0.08692,103633.7046,8965.746886739
1662840000,2022-09-10 20:00:00,SUKU/USDT,0.08609,0.08638,0.08606,0.08627,81268.4677,7003.782167508
1662836400,2022-09-10 19:00:00,SUKU/USDT,0.0865,0.08679,0.08606,0.0861,93522.6007,8086.295257916
1662832800,2022-09-10 18:00:00,SUKU/USDT,0.08637,0.08678,0.0863,0.0865,116454.0603,10071.834844113
1662829200,2022-09-10 17:00:00,SUKU/USDT,0.08679,0.08693,0.08631,0.08635,67075.8136,5804.344384396
1662825600,2022-09-10 16:00:00,SUKU/USDT,0.08726,0.08748,0.08577,0.08688,126216.5482,10940.004048967
1662822000,2022-09-10 15:00:00,SUKU/USDT,0.0872,0.08751,0.08699,0.0873,93445.629,8153.382865004
1662818400,2022-09-10 14:00:00,SUKU/USDT,0.08627,0.08728,0.08614,0.08712,100866.9822,8735.577169493
1662814800,2022-09-10 13:00:00,SUKU/USDT,0.08843,0.08875,0.08621,0.08626,109739.3247,9552.887311179
1662811200,2022-09-10 12:00:00,SUKU/USDT,0.08952,0.08952,0.08846,0.08846,87431.6807,7784.410763749
1662807600,2022-09-10 11:00:00,SUKU/USDT,0.09148,0.09155,0.08944,0.08951,92348.2716,8348.544649423
1662804000,2022-09-10 10:00:00,SUKU/USDT,0.09244,0.09274,0.0915,0.0915,109993.1787,10149.818888951
1662800400,2022-09-10 09:00:00,SUKU/USDT,0.08894,0.0928,0.08893,0.09259,145736.5347,13344.28639471
1662796800,2022-09-10 08:00:00,SUKU/USDT,0.08856,0.08926,0.088,0.08926,101384.1895,8958.868199824
1662793200,2022-09-10 07:00:00,SUKU/USDT,0.089,0.08919,0.08843,0.08843,91416.8992,8111.755148095
1662789600,2022-09-10 06:00:00,SUKU/USDT,0.08941,0.08955,0.08887,0.08917,93475.4633,8349.649461462
1662786000,2022-09-10 05:00:00,SUKU/USDT,0.0887,0.08942,0.08859,0.08929,95379.355,8490.087699869
1662782400,2022-09-10 04:00:00,SUKU/USDT,0.08726,0.08879,0.08714,0.08871,99391.8291,8745.197957273
1662778800,2022-09-10 03:00:00,SUKU/USDT,0.08705,0.08728,0.087,0.08722,98301.7048,8566.980927688
1662775200,2022-09-10 02:00:00,SUKU/USDT,0.08612,0.08728,0.08568,0.08713,116407.8568,10097.196487248
1662771600,2022-09-10 01:00:00,SUKU/USDT,0.08684,0.08684,0.08605,0.08618,99976.5686,8633.580265038
1662768000,2022-09-10 00:00:00,SUKU/USDT,0.08861,0.0893,0.08673,0.0868,107743.1426,9486.111444777
1662764400,2022-09-09 23:00:00,SUKU/USDT,0.08602,0.09014,0.08565,0.08878,208328.4779,18242.396661279
1662760800,2022-09-09 22:00:00,SUKU/USDT,0.08658,0.08668,0.08565,0.08593,111423.6137,9586.006338357
1662757200,2022-09-09 21:00:00,SUKU/USDT,0.08989,0.08989,0.08655,0.08664,108972.6617,9560.91842572
1662753600,2022-09-09 20:00:00,SUKU/USDT,0.08576,0.093,0.08571,0.08996,340202.3872,30352.946667421
1662750000,2022-09-09 19:00:00,SUKU/USDT,0.08468,0.08597,0.08434,0.08592,126966.305,10769.788789324
1662746400,2022-09-09 18:00:00,SUKU/USDT,0.08526,0.08526,0.08455,0.0847,106074.8717,8989.617807235
1662742800,2022-09-09 17:00:00,SUKU/USDT,0.08481,0.0853,0.08476,0.08512,99953.4907,8497.585869209
1662739200,2022-09-09 16:00:00,SUKU/USDT,0.08502,0.0851,0.08474,0.08478,95797.4566,8134.003983687
1662735600,2022-09-09 15:00:00,SUKU/USDT,0.08543,0.08549,0.08497,0.08501,95007.3715,8099.64253159
1662732000,2022-09-09 14:00:00,SUKU/USDT,0.08529,0.08552,0.08518,0.08538,39892.9114,3406.864735077
1662728400,2022-09-09 13:00:00,SUKU/USDT,0.08499,0.08545,0.08491,0.08528,94045.7595,8008.337669823
1662724800,2022-09-09 12:00:00,SUKU/USDT,0.08502,0.08513,0.0849,0.08499,105840.471,8991.60876652
1662721200,2022-09-09 11:00:00,SUKU/USDT,0.08532,0.08572,0.08494,0.08497,97470.8943,8316.330506368
1662717600,2022-09-09 10:00:00,SUKU/USDT,0.08419,0.09332,0.08329,0.08559,275894.7513,23802.745492299
1662714000,2022-09-09 09:00:00,SUKU/USDT,0.08398,0.08421,0.08388,0.08407,98421.5781,8271.72697494
1662710400,2022-09-09 08:00:00,SUKU/USDT,0.08439,0.08442,0.0838,0.08394,112464.582,9458.790120764
1662706800,2022-09-09 07:00:00,SUKU/USDT,0.08464,0.08468,0.0843,0.08436,99665.2176,8416.251700969
1662703200,2022-09-09 06:00:00,SUKU/USDT,0.08451,0.08497,0.08425,0.08465,89620.7985,7582.831683976
1662699600,2022-09-09 05:00:00,SUKU/USDT,0.08376,0.08458,0.08357,0.08429,109701.7554,9265.119981196
1662696000,2022-09-09 04:00:00,SUKU/USDT,0.08383,0.08401,0.083,0.08388,95766.5592,8019.207037329
1662692400,2022-09-09 03:00:00,SUKU/USDT,0.08209,0.08386,0.08192,0.08386,88281.8926,7290.137625326
1662688800,2022-09-09 02:00:00,SUKU/USDT,0.08197,0.0821,0.0818,0.0821,100417.5026,8231.687553445
1662685200,2022-09-09 01:00:00,SUKU/USDT,0.08184,0.08203,0.08174,0.0819,102576.1701,8399.435291734
1662681600,2022-09-09 00:00:00,SUKU/USDT,0.08163,0.08201,0.08149,0.08183,83825.579,6848.937304196
1662678000,2022-09-08 23:00:00,SUKU/USDT,0.08153,0.08164,0.08147,0.08161,101304.2678,8264.225688541
1662674400,2022-09-08 22:00:00,SUKU/USDT,0.08168,0.08168,0.08141,0.08146,103557.1811,8444.522083074
1662670800,2022-09-08 21:00:00,SUKU/USDT,0.08177,0.08187,0.08132,0.08155,95806.8812,7815.187322172
1662667200,2022-09-08 20:00:00,SUKU/USDT,0.08193,0.08198,0.0815,0.08151,101036.6952,8267.90457349
1662663600,2022-09-08 19:00:00,SUKU/USDT,0.08159,0.082,0.0815,0.08193,100169.6632,8189.766979122
1662660000,2022-09-08 18:00:00,SUKU/USDT,0.08142,0.08175,0.08135,0.08147,104496.6451,8515.813030951
1662656400,2022-09-08 17:00:00,SUKU/USDT,0.08146,0.08159,0.08132,0.08137,101189.24,8239.61080884
1662652800,2022-09-08 16:00:00,SUKU/USDT,0.0819,0.08204,0.08135,0.08146,115402.1906,9435.035573823
1662649200,2022-09-08 15:00:00,SUKU/USDT,0.08205,0.08216,0.08169,0.08199,111903.7164,9173.208234706
1662645600,2022-09-08 14:00:00,SUKU/USDT,0.08232,0.08245,0.08121,0.0821,102441.0286,8395.78152811
1662642000,2022-09-08 13:00:00,SUKU/USDT,0.08255,0.08272,0.08227,0.08247,98119.9519,8093.001318472
1662638400,2022-09-08 12:00:00,SUKU/USDT,0.0825,0.0827,0.08225,0.08258,104997.4345,8659.239625545
1662634800,2022-09-08 11:00:00,SUKU/USDT,0.0824,0.08254,0.08206,0.08249,102142.0811,8407.649302844
1662631200,2022-09-08 10:00:00,SUKU/USDT,0.08163,0.0825,0.08159,0.08218,135083.5723,11088.242119358
1662627600,2022-09-08 09:00:00,SUKU/USDT,0.08164,0.08169,0.08151,0.08163,106962.307,8727.376858421
1662624000,2022-09-08 08:00:00,SUKU/USDT,0.0819,0.08194,0.08144,0.08163,105251.5397,8604.196975901
1662620400,2022-09-08 07:00:00,SUKU/USDT,0.0823,0.08251,0.08183,0.08188,103419.2194,8500.140297469
