https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUKU,Volume USDT
1663459200,2022-09-18 00:00:00,SUKU/USDT,0.08126,0.08127,0.0811,0.0811,163.0898,13.250980198
1663455600,2022-09-17 23:00:00,SUKU/USDT,0.08102,0.08127,0.08102,0.08127,5396.8069,437.295464599
1663452000,2022-09-17 22:00:00,SUKU/USDT,0.08035,0.08101,0.08035,0.081,8102.2203,653.986906318
1663448400,2022-09-17 21:00:00,SUKU/USDT,0.08029,0.08055,0.0793,0.08055,12810.2733,1021.134667438
1663444800,2022-09-17 20:00:00,SUKU/USDT,0.08003,0.08035,0.07985,0.08035,817.2996,65.447742541
1663441200,2022-09-17 19:00:00,SUKU/USDT,0.08071,0.08104,0.08014,0.08014,1124.4336,90.654536435
1663437600,2022-09-17 18:00:00,SUKU/USDT,0.08103,0.08111,0.08077,0.08105,98.432,7.981546096
1663434000,2022-09-17 17:00:00,SUKU/USDT,0.08055,0.08124,0.08006,0.0809,11769.7034,949.715740094
1663430400,2022-09-17 16:00:00,SUKU/USDT,0.08122,0.08165,0.07953,0.08031,59609.569,4795.760629891
1663426800,2022-09-17 15:00:00,SUKU/USDT,0.08054,0.08114,0.08054,0.08114,1304.7396,105.40795234
1663423200,2022-09-17 14:00:00,SUKU/USDT,0.08053,0.08053,0.08044,0.08044,1779.3718,143.292324145
1663419600,2022-09-17 13:00:00,SUKU/USDT,0.07994,0.08055,0.07987,0.08027,25689.574,2059.050892954
1663416000,2022-09-17 12:00:00,SUKU/USDT,0.08122,0.08129,0.07998,0.08005,6663.067,538.83185288
1663412400,2022-09-17 11:00:00,SUKU/USDT,0.08185,0.08185,0.0813,0.08153,28877.3681,2348.175550335
1663408800,2022-09-17 10:00:00,SUKU/USDT,0.0818,0.08205,0.08165,0.08188,1288.4014,105.30622383
1663405200,2022-09-17 09:00:00,SUKU/USDT,0.0822,0.08224,0.08183,0.08183,12382.346,1014.607339021
1663401600,2022-09-17 08:00:00,SUKU/USDT,0.0823,0.0823,0.0823,0.0823,1.8212,0.14988476
1663398000,2022-09-17 07:00:00,SUKU/USDT,0.08288,0.08288,0.0823,0.08256,276.6852,22.828556503
1663394400,2022-09-17 06:00:00,SUKU/USDT,0.08277,0.08322,0.08277,0.08282,64.5354,5.368022818
1663390800,2022-09-17 05:00:00,SUKU/USDT,0.08282,0.08318,0.08236,0.08261,3326.3998,275.012066833
1663387200,2022-09-17 04:00:00,SUKU/USDT,0.08086,0.08311,0.08086,0.08311,6640.3469,546.519714286
1663383600,2022-09-17 03:00:00,SUKU/USDT,0.08023,0.08101,0.08023,0.0807,17131.0869,1384.918336373
1663380000,2022-09-17 02:00:00,SUKU/USDT,0.08044,0.08054,0.08003,0.08007,8063.3116,646.10869124
1663376400,2022-09-17 01:00:00,SUKU/USDT,0.08064,0.08064,0.08007,0.08007,40122.6565,3220.148520028
1663372800,2022-09-17 00:00:00,SUKU/USDT,0.08154,0.08221,0.08049,0.08068,76122.1964,6151.55944686
1663369200,2022-09-16 23:00:00,SUKU/USDT,0.08144,0.08144,0.08144,0.08144,7.6276,0.621191744
1663365600,2022-09-16 22:00:00,SUKU/USDT,0.0813,0.08151,0.0813,0.08144,89.0075,7.241086294
1663362000,2022-09-16 21:00:00,SUKU/USDT,0.081,0.08127,0.081,0.08127,2967.3016,241.096932271
1663358400,2022-09-16 20:00:00,SUKU/USDT,0.08071,0.08124,0.08071,0.08086,11778.5757,954.02008061
1663354800,2022-09-16 19:00:00,SUKU/USDT,0.08024,0.0808,0.08024,0.08072,6384.2761,513.268711921
1663351200,2022-09-16 18:00:00,SUKU/USDT,0.07961,0.07966,0.07953,0.07953,2805.9864,223.164232133
1663347600,2022-09-16 17:00:00,SUKU/USDT,0.0803,0.0803,0.07975,0.07987,4128.7793,331.006952075
1663344000,2022-09-16 16:00:00,SUKU/USDT,0.0811,0.0811,0.0803,0.0804,13187.4836,1061.857094908
1663340400,2022-09-16 15:00:00,SUKU/USDT,0.08196,0.082,0.0811,0.0811,3189.7851,259.989781303
1663336800,2022-09-16 14:00:00,SUKU/USDT,0.0819,0.082,0.0819,0.08195,615.9466,50.49551757
1663333200,2022-09-16 13:00:00,SUKU/USDT,0.08244,0.08244,0.08166,0.08186,26855.0148,2200.548888664
1663329600,2022-09-16 12:00:00,SUKU/USDT,0.08318,0.08318,0.08242,0.08242,330.9717,27.40971938
1663326000,2022-09-16 11:00:00,SUKU/USDT,0.08245,0.08377,0.08237,0.08327,1542.0442,128.359947543
1663322400,2022-09-16 10:00:00,SUKU/USDT,0.08244,0.08326,0.08195,0.0825,37246.413,3087.794224683
1663318800,2022-09-16 09:00:00,SUKU/USDT,0.08207,0.08243,0.08207,0.08208,282.6465,23.266048867
1663315200,2022-09-16 08:00:00,SUKU/USDT,0.08202,0.08206,0.08158,0.08201,1936.4306,158.61653369
1663311600,2022-09-16 07:00:00,SUKU/USDT,0.08187,0.08209,0.08179,0.08179,134.808,11.050829066
1663308000,2022-09-16 06:00:00,SUKU/USDT,0.08083,0.082,0.08083,0.08182,10911.701,887.150896923
1663304400,2022-09-16 05:00:00,SUKU/USDT,0.08083,0.08094,0.08053,0.08083,1699.8243,137.218623496
1663300800,2022-09-16 04:00:00,SUKU/USDT,0.08009,0.08083,0.08009,0.08083,276.2493,22.308727501
1663297200,2022-09-16 03:00:00,SUKU/USDT,0.08,0.08009,0.0798,0.08009,8002.5101,639.416332663
1663293600,2022-09-16 02:00:00,SUKU/USDT,0.08,0.08008,0.0798,0.07983,8205.6777,656.776130745
1663290000,2022-09-16 01:00:00,SUKU/USDT,0.08056,0.08056,0.07995,0.08034,34128.3529,2748.913266949
1663286400,2022-09-16 00:00:00,SUKU/USDT,0.08062,0.08073,0.08057,0.08057,33325.8851,2689.482129008
1663282800,2022-09-15 23:00:00,SUKU/USDT,0.08122,0.08124,0.08055,0.08055,3282.9682,265.251858171
1663279200,2022-09-15 22:00:00,SUKU/USDT,0.08114,0.08126,0.08092,0.08092,463.5991,37.572276574
1663275600,2022-09-15 21:00:00,SUKU/USDT,0.08072,0.0811,0.08072,0.08094,3821.7794,309.662075506
1663272000,2022-09-15 20:00:00,SUKU/USDT,0.08031,0.08072,0.08016,0.08072,38.4869,3.093357107
1663268400,2022-09-15 19:00:00,SUKU/USDT,0.08006,0.08031,0.08006,0.08031,76.901,6.1720219
1663264800,2022-09-15 18:00:00,SUKU/USDT,0.08014,0.08025,0.08014,0.08025,5107.1022,409.844951539
1663261200,2022-09-15 17:00:00,SUKU/USDT,0.07972,0.08014,0.07972,0.08013,3159.7673,252.342822071
1663257600,2022-09-15 16:00:00,SUKU/USDT,0.07932,0.07961,0.07932,0.07961,13.5635,1.076684364
1663254000,2022-09-15 15:00:00,SUKU/USDT,0.07961,0.07965,0.07882,0.07901,57330.5189,4537.856206534
1663250400,2022-09-15 14:00:00,SUKU/USDT,0.08098,0.08112,0.0798,0.0798,40563.8876,3268.438780659
1663246800,2022-09-15 13:00:00,SUKU/USDT,0.08106,0.08126,0.08085,0.0812,812.5924,65.799088291
1663243200,2022-09-15 12:00:00,SUKU/USDT,0.08049,0.08126,0.08049,0.08126,1253.4839,101.575029932
1663239600,2022-09-15 11:00:00,SUKU/USDT,0.07945,0.08067,0.07945,0.08067,773.8804,62.221453813
1663236000,2022-09-15 10:00:00,SUKU/USDT,0.07917,0.07917,0.07917,0.07917,0,0
1663232400,2022-09-15 09:00:00,SUKU/USDT,0.0793,0.07931,0.0789,0.07917,6551.4994,519.196692165
1663228800,2022-09-15 08:00:00,SUKU/USDT,0.07945,0.07968,0.0793,0.07946,180.5371,14.344191991
1663225200,2022-09-15 07:00:00,SUKU/USDT,0.0801,0.08016,0.0801,0.08016,131.2473,10.513135516
1663221600,2022-09-15 06:00:00,SUKU/USDT,0.07998,0.08006,0.07949,0.07967,2040.6065,162.945348945
1663218000,2022-09-15 05:00:00,SUKU/USDT,0.07969,0.0799,0.07969,0.0799,6.0023,0.478928808
1663214400,2022-09-15 04:00:00,SUKU/USDT,0.07958,0.07969,0.0793,0.07969,31.5445,2.504605339
1663210800,2022-09-15 03:00:00,SUKU/USDT,0.0796,0.0801,0.07912,0.07939,46725.4769,3721.638530906
1663207200,2022-09-15 02:00:00,SUKU/USDT,0.0798,0.0798,0.0796,0.0796,408.5852,32.529693736
1663203600,2022-09-15 01:00:00,SUKU/USDT,0.08014,0.08014,0.0798,0.0799,1266.5193,101.34381576
1663200000,2022-09-15 00:00:00,SUKU/USDT,0.08083,0.08083,0.08015,0.08015,3063.1744,247.456110471
1663196400,2022-09-14 23:00:00,SUKU/USDT,0.08096,0.08211,0.0808,0.0808,15577.4893,1273.404443208
1663192800,2022-09-14 22:00:00,SUKU/USDT,0.0798,0.08099,0.07967,0.08094,18671.361,1510.678488623
1663189200,2022-09-14 21:00:00,SUKU/USDT,0.07999,0.0803,0.07962,0.07983,14966.3052,1198.043170944
1663185600,2022-09-14 20:00:00,SUKU/USDT,0.08045,0.08045,0.07976,0.07976,1195.0444,95.738567452
1663182000,2022-09-14 19:00:00,SUKU/USDT,0.08042,0.08063,0.08042,0.08056,143.3071,11.544832772
1663178400,2022-09-14 18:00:00,SUKU/USDT,0.08068,0.08109,0.08016,0.08068,44992.2202,3615.456208227
1663174800,2022-09-14 17:00:00,SUKU/USDT,0.08068,0.08109,0.08068,0.08068,13.3219,1.075355208
1663171200,2022-09-14 16:00:00,SUKU/USDT,0.0807,0.08117,0.0807,0.08099,1029.4233,83.430494678
1663167600,2022-09-14 15:00:00,SUKU/USDT,0.08061,0.08114,0.08046,0.08114,16081.3127,1300.068584776
1663164000,2022-09-14 14:00:00,SUKU/USDT,0.0807,0.08088,0.08046,0.08047,1684.0301,135.863785996
1663160400,2022-09-14 13:00:00,SUKU/USDT,0.08101,0.08102,0.08056,0.0806,228.7111,18.459889362
1663156800,2022-09-14 12:00:00,SUKU/USDT,0.08102,0.08112,0.0808,0.0808,672.2786,54.501799087
1663153200,2022-09-14 11:00:00,SUKU/USDT,0.0809,0.0809,0.0808,0.0808,3.7469,0.30298651
1663149600,2022-09-14 10:00:00,SUKU/USDT,0.08114,0.08133,0.08093,0.08109,1228.6328,99.607430795
1663146000,2022-09-14 09:00:00,SUKU/USDT,0.08153,0.08153,0.08115,0.08117,3492.8655,284.398701794
1663142400,2022-09-14 08:00:00,SUKU/USDT,0.08132,0.0817,0.08131,0.08132,3814.8568,310.785600466
1663138800,2022-09-14 07:00:00,SUKU/USDT,0.08059,0.08199,0.08036,0.0814,8186.3682,662.178561609
1663135200,2022-09-14 06:00:00,SUKU/USDT,0.08141,0.08141,0.08032,0.08033,17181.8054,1389.656066301
1663131600,2022-09-14 05:00:00,SUKU/USDT,0.08206,0.08206,0.08143,0.0815,1217.9354,99.425524089
1663128000,2022-09-14 04:00:00,SUKU/USDT,0.08165,0.0833,0.08165,0.08211,22511.7391,1851.167282292
1663124400,2022-09-14 03:00:00,SUKU/USDT,0.08108,0.08149,0.08108,0.08148,4175.7422,339.367425445
1663120800,2022-09-14 02:00:00,SUKU/USDT,0.08072,0.08127,0.08072,0.08127,805.2988,65.208513703
1663117200,2022-09-14 01:00:00,SUKU/USDT,0.08005,0.08069,0.08005,0.08053,2088.1278,168.16250202
1663113600,2022-09-14 00:00:00,SUKU/USDT,0.07987,0.08029,0.07876,0.08029,40513.6863,3217.156874162
1663110000,2022-09-13 23:00:00,SUKU/USDT,0.08023,0.08038,0.07991,0.08038,900.7545,72.239292712
1663106400,2022-09-13 22:00:00,SUKU/USDT,0.08085,0.08085,0.07953,0.07953,6507.7876,522.362078983
1663102800,2022-09-13 21:00:00,SUKU/USDT,0.08114,0.08119,0.08072,0.08085,149.5148,12.092017604
1663099200,2022-09-13 20:00:00,SUKU/USDT,0.08122,0.08155,0.0809,0.08114,3613.0353,293.03681141
1663095600,2022-09-13 19:00:00,SUKU/USDT,0.0826,0.0826,0.0811,0.08128,51958.8247,4251.334100247
1663092000,2022-09-13 18:00:00,SUKU/USDT,0.08247,0.08285,0.0823,0.0823,2966.0014,244.824080125
1663088400,2022-09-13 17:00:00,SUKU/USDT,0.08274,0.08281,0.08245,0.08245,6416.4558,530.977795698
1663084800,2022-09-13 16:00:00,SUKU/USDT,0.08276,0.08313,0.0827,0.0827,3685.9118,305.742423181
1663081200,2022-09-13 15:00:00,SUKU/USDT,0.08277,0.08303,0.08276,0.08301,5009.9935,415.088318499
1663077600,2022-09-13 14:00:00,SUKU/USDT,0.083,0.08327,0.0827,0.0828,6989.8199,579.240489476
1663074000,2022-09-13 13:00:00,SUKU/USDT,0.08374,0.08556,0.083,0.083,27328.2797,2301.816804673
1663070400,2022-09-13 12:00:00,SUKU/USDT,0.08734,0.08769,0.0838,0.0838,28021.7254,2403.781269798
1663066800,2022-09-13 11:00:00,SUKU/USDT,0.08705,0.08756,0.08697,0.08737,15796.0171,1380.446414845
1663063200,2022-09-13 10:00:00,SUKU/USDT,0.08712,0.08745,0.08701,0.08737,10782.0238,939.852809957
1663059600,2022-09-13 09:00:00,SUKU/USDT,0.08735,0.08751,0.08701,0.08713,7068.2549,616.664542572
1663056000,2022-09-13 08:00:00,SUKU/USDT,0.08716,0.08754,0.08696,0.08713,13292.6059,1159.830948887
1663052400,2022-09-13 07:00:00,SUKU/USDT,0.08716,0.08758,0.08709,0.08709,7668.9495,669.676748586
1663048800,2022-09-13 06:00:00,SUKU/USDT,0.08763,0.08763,0.08716,0.08746,6720.9853,587.226562718
1663045200,2022-09-13 05:00:00,SUKU/USDT,0.08736,0.08761,0.0872,0.0872,5018.4121,438.577652791
1663041600,2022-09-13 04:00:00,SUKU/USDT,0.08709,0.08772,0.08709,0.08767,4789.9912,419.077469289
1663038000,2022-09-13 03:00:00,SUKU/USDT,0.08603,0.087,0.08603,0.08698,5516.8634,478.011098438
1663034400,2022-09-13 02:00:00,SUKU/USDT,0.08597,0.08597,0.08546,0.0855,297.1965,25.439149196
1663030800,2022-09-13 01:00:00,SUKU/USDT,0.08586,0.08645,0.0857,0.0857,6334.2372,545.055914523
1663027200,2022-09-13 00:00:00,SUKU/USDT,0.08613,0.08657,0.08586,0.08632,7119.658,614.12009852
1663023600,2022-09-12 23:00:00,SUKU/USDT,0.08643,0.08655,0.08611,0.0865,3221.0864,278.034011229
1663020000,2022-09-12 22:00:00,SUKU/USDT,0.08608,0.08643,0.08608,0.08614,851.0986,73.428219858
1663016400,2022-09-12 21:00:00,SUKU/USDT,0.08644,0.08644,0.08594,0.0861,3423.3049,295.086526784
1663012800,2022-09-12 20:00:00,SUKU/USDT,0.08523,0.08636,0.08523,0.08636,3801.5933,325.209027942
1663009200,2022-09-12 19:00:00,SUKU/USDT,0.08444,0.08565,0.08434,0.08558,4435.5511,376.4164851
1663005600,2022-09-12 18:00:00,SUKU/USDT,0.086,0.08605,0.08433,0.08434,77795.0969,6652.557715634
1663002000,2022-09-12 17:00:00,SUKU/USDT,0.08895,0.08895,0.086,0.08621,35518.5458,3093.571926999
1662998400,2022-09-12 16:00:00,SUKU/USDT,0.08913,0.08935,0.0888,0.08885,6694.7392,596.628648779
1662994800,2022-09-12 15:00:00,SUKU/USDT,0.08951,0.08956,0.08911,0.08933,13383.6579,1195.321964118
1662991200,2022-09-12 14:00:00,SUKU/USDT,0.08881,0.08956,0.0888,0.08951,3538.9389,315.52237152
1662987600,2022-09-12 13:00:00,SUKU/USDT,0.08926,0.08929,0.08873,0.08891,9253.4394,822.550867699
1662984000,2022-09-12 12:00:00,SUKU/USDT,0.08869,0.08926,0.0885,0.08898,9234.0724,820.416561468
1662980400,2022-09-12 11:00:00,SUKU/USDT,0.08776,0.08869,0.08768,0.08869,11741.636,1034.298129283
1662976800,2022-09-12 10:00:00,SUKU/USDT,0.08763,0.08766,0.08742,0.08754,8609.257,753.879503131
1662973200,2022-09-12 09:00:00,SUKU/USDT,0.08773,0.08777,0.08734,0.08764,83983.9309,7366.482810978
1662969600,2022-09-12 08:00:00,SUKU/USDT,0.08809,0.08809,0.08757,0.08773,65706.9994,5769.100376277
1662966000,2022-09-12 07:00:00,SUKU/USDT,0.08708,0.0881,0.08701,0.08796,14706.2384,1284.771071621
1662962400,2022-09-12 06:00:00,SUKU/USDT,0.08717,0.08748,0.08701,0.08739,22791.3581,1987.137056751
1662958800,2022-09-12 05:00:00,SUKU/USDT,0.0881,0.0881,0.08717,0.08717,25064.4587,2192.431022053
1662955200,2022-09-12 04:00:00,SUKU/USDT,0.08813,0.08824,0.08785,0.0879,11755.6072,1035.406799983
1662951600,2022-09-12 03:00:00,SUKU/USDT,0.08791,0.08811,0.0878,0.08811,5397.861,474.585329052
1662948000,2022-09-12 02:00:00,SUKU/USDT,0.08776,0.08806,0.08766,0.08806,7648.3906,670.620291313
1662944400,2022-09-12 01:00:00,SUKU/USDT,0.08711,0.0878,0.08664,0.08762,17796.2702,1550.777153073
1662940800,2022-09-12 00:00:00,SUKU/USDT,0.08713,0.08779,0.0866,0.08697,32636.9341,2844.878973159
1662937200,2022-09-11 23:00:00,SUKU/USDT,0.08743,0.08769,0.08681,0.08738,47043.681,4102.120280267
1662933600,2022-09-11 22:00:00,SUKU/USDT,0.0873,0.08747,0.08683,0.08724,53341.7412,4648.743010793
1662930000,2022-09-11 21:00:00,SUKU/USDT,0.08763,0.08774,0.08731,0.0875,23089.5501,2020.26917709
1662926400,2022-09-11 20:00:00,SUKU/USDT,0.08806,0.08835,0.08733,0.08746,19843.7566,1741.989859548
1662922800,2022-09-11 19:00:00,SUKU/USDT,0.08846,0.08858,0.08804,0.08835,76030.2757,6716.813250005
1662919200,2022-09-11 18:00:00,SUKU/USDT,0.08862,0.08888,0.08832,0.08843,64435.0943,5713.085981327
1662915600,2022-09-11 17:00:00,SUKU/USDT,0.0879,0.08867,0.0877,0.08861,94318.7688,8302.560861852
1662912000,2022-09-11 16:00:00,SUKU/USDT,0.08767,0.08817,0.08749,0.08794,92289.8005,8103.674390365
