https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FET,Volume EUR
1663545600,2022-09-19 00:00:00,FET/EUR,0.08170,0.08170,0.08170,0.08170,0.00000000,0.0
1663459200,2022-09-18 00:00:00,FET/EUR,0.08675,0.08902,0.08170,0.08170,76909.44580113,6283.501721952321
1663372800,2022-09-17 00:00:00,FET/EUR,0.08765,0.08981,0.08765,0.08981,91369.89815434,8205.930553241276
1663286400,2022-09-16 00:00:00,FET/EUR,0.08965,0.08965,0.08655,0.08831,88413.32087436,7807.780366414731
1663200000,2022-09-15 00:00:00,FET/EUR,0.09096,0.09755,0.08910,0.09080,113932.22157475,10345.045718987301
1663113600,2022-09-14 00:00:00,FET/EUR,0.08746,0.09693,0.08427,0.09419,67791.09797497,6385.243518262425
1663027200,2022-09-13 00:00:00,FET/EUR,0.08907,0.08981,0.08756,0.08756,105317.00897819,9221.557306130317
1662940800,2022-09-12 00:00:00,FET/EUR,0.09311,0.09599,0.08913,0.09029,99641.09344496,8996.594327145438
1662854400,2022-09-11 00:00:00,FET/EUR,0.09838,0.09942,0.09534,0.09639,14817.79293468,1428.2870609738052
1662768000,2022-09-10 00:00:00,FET/EUR,0.09303,0.10242,0.09216,0.09809,138833.30184652,13618.158578125145
1662681600,2022-09-09 00:00:00,FET/EUR,0.09180,0.09484,0.09023,0.09218,99753.03910238,9195.235144457389
1662595200,2022-09-08 00:00:00,FET/EUR,0.09672,0.09878,0.09061,0.09265,90103.28320884,8348.069189299025
1662508800,2022-09-07 00:00:00,FET/EUR,0.07750,0.10408,0.07750,0.09627,200633.58833332,19314.995548848714
1662422400,2022-09-06 00:00:00,FET/EUR,0.08322,0.08343,0.07724,0.07895,139445.80972429,11009.246677732697
1662336000,2022-09-05 00:00:00,FET/EUR,0.08397,0.08398,0.08207,0.08257,28773.87161828,2375.85857952138
1662249600,2022-09-04 00:00:00,FET/EUR,0.08304,0.08347,0.08100,0.08347,75683.24771316,6317.280686617466
1662163200,2022-09-03 00:00:00,FET/EUR,0.08071,0.08435,0.08071,0.08287,164937.12868334,13668.339853988386
1662076800,2022-09-02 00:00:00,FET/EUR,0.08260,0.08533,0.08114,0.08114,118485.93480232,9613.948749860245
1661990400,2022-09-01 00:00:00,FET/EUR,0.08098,0.08205,0.08019,0.08205,305350.18067588,25053.982324455952
1661904000,2022-08-31 00:00:00,FET/EUR,0.08208,0.08276,0.08136,0.08157,82247.97889683,6708.967638614423
1661817600,2022-08-30 00:00:00,FET/EUR,0.08517,0.08517,0.08001,0.08001,30460.58966411,2437.151779025441
1661731200,2022-08-29 00:00:00,FET/EUR,0.07891,0.08407,0.07891,0.08375,63534.42819316,5321.00836117715
1661644800,2022-08-28 00:00:00,FET/EUR,0.08498,0.08554,0.08000,0.08000,213320.59752397,17065.6478019176
1661558400,2022-08-27 00:00:00,FET/EUR,0.08775,0.08775,0.08626,0.08655,82117.16842988,7107.2409276061135
1661472000,2022-08-26 00:00:00,FET/EUR,0.09097,0.09097,0.08542,0.08813,184126.48630258,16227.067237846375
1661385600,2022-08-25 00:00:00,FET/EUR,0.09268,0.09268,0.09023,0.09087,284060.42439676,25812.57076493358
1661299200,2022-08-24 00:00:00,FET/EUR,0.08997,0.09360,0.08997,0.09340,57142.02913128,5337.065520861552
1661212800,2022-08-23 00:00:00,FET/EUR,0.09429,0.09606,0.09119,0.09188,59878.11682674,5501.601374040872
1661126400,2022-08-22 00:00:00,FET/EUR,0.08857,0.08990,0.08550,0.08904,90437.29359503,8052.536621701471
1661040000,2022-08-21 00:00:00,FET/EUR,0.08505,0.09280,0.08505,0.08994,255197.31159250,22952.44620462945
1660953600,2022-08-20 00:00:00,FET/EUR,0.08363,0.08804,0.08272,0.08273,203636.04453146,16846.809964087686
1660867200,2022-08-19 00:00:00,FET/EUR,0.09149,0.09149,0.08387,0.08661,190257.40304682,16478.19367788508
1660780800,2022-08-18 00:00:00,FET/EUR,0.09920,0.09920,0.09439,0.09439,315938.31555880,29821.417605595132
1660694400,2022-08-17 00:00:00,FET/EUR,0.10658,0.11000,0.09800,0.09951,484377.50577220,48200.405599391626
1660608000,2022-08-16 00:00:00,FET/EUR,0.09926,0.11421,0.09926,0.10547,821148.55754856,86606.53836464662
1660521600,2022-08-15 00:00:00,FET/EUR,0.09613,0.10299,0.09480,0.10236,102653.95825675,10507.659167160931
1660435200,2022-08-14 00:00:00,FET/EUR,0.09854,0.10139,0.09438,0.09621,197610.29930524,19012.086896157143
1660348800,2022-08-13 00:00:00,FET/EUR,0.10191,0.10266,0.09913,0.09913,129401.02320741,12827.523430550553
1660262400,2022-08-12 00:00:00,FET/EUR,0.09368,0.10145,0.09368,0.10075,175751.79743422,17706.993591497667
1660176000,2022-08-11 00:00:00,FET/EUR,0.09934,0.09934,0.09365,0.09365,153699.26267416,14393.935949435085
1660089600,2022-08-10 00:00:00,FET/EUR,0.09147,0.09643,0.09079,0.09643,230402.69127249,22217.73151940621
1660003200,2022-08-09 00:00:00,FET/EUR,0.09882,0.09882,0.09304,0.09419,70502.75174548,6640.6541869067605
1659916800,2022-08-08 00:00:00,FET/EUR,0.10292,0.10292,0.10036,0.10091,41714.98273170,4209.458907455847
1659830400,2022-08-07 00:00:00,FET/EUR,0.10109,0.10109,0.10109,0.10109,0.00000000,0.0
1659744000,2022-08-06 00:00:00,FET/EUR,0.09901,0.10109,0.09877,0.10109,225536.32782504,22799.467379833295
1659657600,2022-08-05 00:00:00,FET/EUR,0.09658,0.09926,0.09604,0.09862,70091.30595067,6912.404592855075
1659571200,2022-08-04 00:00:00,FET/EUR,0.09508,0.10266,0.09162,0.09364,293804.80504916,27511.88194480334
1659484800,2022-08-03 00:00:00,FET/EUR,0.09038,0.09645,0.09038,0.09537,581908.97263793,55496.658720479376
1659398400,2022-08-02 00:00:00,FET/EUR,0.09040,0.09461,0.08948,0.09211,99975.20571739,9208.716198628792
1659312000,2022-08-01 00:00:00,FET/EUR,0.09593,0.10113,0.08899,0.09125,205704.55770663,18770.540890729986
1659225600,2022-07-31 00:00:00,FET/EUR,0.08724,0.10190,0.08724,0.09610,127743.87695433,12276.186575311114
1659139200,2022-07-30 00:00:00,FET/EUR,0.08668,0.09159,0.08570,0.08714,249635.97341212,21753.278723132134
1659052800,2022-07-29 00:00:00,FET/EUR,0.08561,0.08779,0.08301,0.08517,118056.21274516,10054.847639505277
1658966400,2022-07-28 00:00:00,FET/EUR,0.07952,0.08984,0.07908,0.08732,141834.17614774,12384.960261220658
1658880000,2022-07-27 00:00:00,FET/EUR,0.07465,0.08022,0.07462,0.07971,177634.80328912,14159.270170175756
1658793600,2022-07-26 00:00:00,FET/EUR,0.07447,0.07480,0.07296,0.07480,82988.43929561,6207.535259311629
1658707200,2022-07-25 00:00:00,FET/EUR,0.08106,0.08200,0.07489,0.07489,62955.27986588,4714.720909155753
1658620800,2022-07-24 00:00:00,FET/EUR,0.08194,0.08354,0.08194,0.08354,12085.13933481,1009.5925400300274
1658534400,2022-07-23 00:00:00,FET/EUR,0.08282,0.08462,0.08138,0.08138,62333.57309900,5072.7061787966195
1658448000,2022-07-22 00:00:00,FET/EUR,0.08283,0.08744,0.08084,0.08084,34220.99711988,2766.425407171099
1658361600,2022-07-21 00:00:00,FET/EUR,0.08175,0.08431,0.07865,0.08292,287352.32379611,23827.25468917344
1658275200,2022-07-20 00:00:00,FET/EUR,0.08511,0.08883,0.08171,0.08360,333664.73896999,27894.37217789116
1658188800,2022-07-19 00:00:00,FET/EUR,0.08480,0.08898,0.08338,0.08631,105557.35481607,9110.655294175001
1658102400,2022-07-18 00:00:00,FET/EUR,0.07938,0.08408,0.07938,0.08274,360090.54927043,29793.892046635377
1658016000,2022-07-17 00:00:00,FET/EUR,0.08033,0.08176,0.07026,0.07965,123564.67518288,9841.926378316391
1657929600,2022-07-16 00:00:00,FET/EUR,0.07893,0.08162,0.07859,0.08008,159347.75522034,12760.568238044827
1657843200,2022-07-15 00:00:00,FET/EUR,0.07579,0.07908,0.07578,0.07893,102347.23854634,8078.267538462616
1657756800,2022-07-14 00:00:00,FET/EUR,0.07538,0.08000,0.07318,0.07564,48551.69921531,3672.4505286460485
1657670400,2022-07-13 00:00:00,FET/EUR,0.06821,0.07317,0.06675,0.07317,114571.61247971,8383.204885140382
1657584000,2022-07-12 00:00:00,FET/EUR,0.07192,0.07248,0.06885,0.06896,178343.18497430,12298.546035827727
1657497600,2022-07-11 00:00:00,FET/EUR,0.07382,0.07509,0.07172,0.07172,11370.43485746,815.4875879770314
1657411200,2022-07-10 00:00:00,FET/EUR,0.07983,0.08013,0.07660,0.07660,31887.58224153,2442.588799701198
1657324800,2022-07-09 00:00:00,FET/EUR,0.07781,0.08199,0.07781,0.08129,93570.03165845,7606.3078735154
1657238400,2022-07-08 00:00:00,FET/EUR,0.08064,0.08153,0.07573,0.07787,220515.50433104,17171.542322258083
1657152000,2022-07-07 00:00:00,FET/EUR,0.07503,0.08110,0.07278,0.07931,188119.11259563,14919.726819959416
1657065600,2022-07-06 00:00:00,FET/EUR,0.07234,0.07585,0.07234,0.07585,7661.67509033,581.1380556015305
1656979200,2022-07-05 00:00:00,FET/EUR,0.07406,0.07406,0.06980,0.07373,256866.75210176,18938.785632462765
1656892800,2022-07-04 00:00:00,FET/EUR,0.07041,0.07468,0.07041,0.07263,58292.12267722,4233.756870046489
