https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KMD,Volume BTC
1663372800,2022-09-17 00:00:00,KMD/BTC,0.00001414,0.00001414,0.00001397,0.000013977,638.2577,0.0090132710804
1663286400,2022-09-16 00:00:00,KMD/BTC,0.00001359,0.000014999,0.00001328,0.00001414,22614.2327,0.3173664525116
1663200000,2022-09-15 00:00:00,KMD/BTC,0.00001388,0.000014576,0.00001295,0.000013579,30142.3058,0.4113632355538
1663113600,2022-09-14 00:00:00,KMD/BTC,0.00001278,0.000014583,0.000012705,0.00001388,91635.8495,1.24787256359
1663027200,2022-09-13 00:00:00,KMD/BTC,0.00001254,0.000013709,0.0000124,0.00001282,42226.7586,0.5467257695736
1662940800,2022-09-12 00:00:00,KMD/BTC,0.00001261,0.000012967,0.000012312,0.0000125,43623.4746,0.5534728195358
1662854400,2022-09-11 00:00:00,KMD/BTC,0.000012601,0.000012919,0.000012492,0.00001264,26017.2565,0.3327142747043
1662768000,2022-09-10 00:00:00,KMD/BTC,0.00001291,0.000013068,0.0000126,0.0000126,15604.5933,0.1976744085155
1662681600,2022-09-09 00:00:00,KMD/BTC,0.000013472,0.000014218,0.000012672,0.000012834,34978.6841,0.4520175783955
1662595200,2022-09-08 00:00:00,KMD/BTC,0.00001349,0.000013912,0.00001342,0.000013513,36705.1,0.5017695940148
1662508800,2022-09-07 00:00:00,KMD/BTC,0.00001355,0.000014198,0.000013211,0.000013521,22819.4944,0.3126654462523
1662422400,2022-09-06 00:00:00,KMD/BTC,0.000013245,0.000014482,0.000013211,0.000013526,94863.2516,1.3215648850979
1662336000,2022-09-05 00:00:00,KMD/BTC,0.00001314,0.00001363,0.000012911,0.00001327,23923.7486,0.3156396461616
1662249600,2022-09-04 00:00:00,KMD/BTC,0.000013,0.000013403,0.000013,0.000013132,16948.9605,0.2241273995022
1662163200,2022-09-03 00:00:00,KMD/BTC,0.000013211,0.000013237,0.000012811,0.000013012,13338.0044,0.1736571662429
1662076800,2022-09-02 00:00:00,KMD/BTC,0.000012866,0.000013573,0.00001261,0.000013317,86843.3216,1.1471119854948
1661990400,2022-09-01 00:00:00,KMD/BTC,0.000012815,0.000012902,0.000012635,0.000012833,11538.1804,0.1473893049558
1661904000,2022-08-31 00:00:00,KMD/BTC,0.00001299,0.000013169,0.00001276,0.000012815,18510.0828,0.2379207062074
1661817600,2022-08-30 00:00:00,KMD/BTC,0.000013573,0.000013595,0.0000128,0.000012941,38778.5274,0.51060773811
1661731200,2022-08-29 00:00:00,KMD/BTC,0.000013115,0.000014403,0.000012662,0.000013595,127695.3377,1.7272601490009
1661644800,2022-08-28 00:00:00,KMD/BTC,0.00001379,0.00001424,0.000012915,0.00001311,26421.6299,0.35735437993
1661558400,2022-08-27 00:00:00,KMD/BTC,0.00001808,0.000018779,0.000013526,0.00001379,182446.7435,2.906564129782
1661472000,2022-08-26 00:00:00,KMD/BTC,0.000012168,0.000019853,0.00001207,0.000017961,268859.7941,4.4641902515257
1661385600,2022-08-25 00:00:00,KMD/BTC,0.000012107,0.000013918,0.00001187,0.000012168,70622.1446,0.9059593959206
1661299200,2022-08-24 00:00:00,KMD/BTC,0.000011971,0.000012881,0.000011814,0.000011956,5833.657,0.07115680799
1661212800,2022-08-23 00:00:00,KMD/BTC,0.000011964,0.000012107,0.000011654,0.000011894,18387.6635,0.2180838818341
1661126400,2022-08-22 00:00:00,KMD/BTC,0.00001236,0.000012367,0.000011776,0.000011944,40115.1949,0.4746203993678
1661040000,2022-08-21 00:00:00,KMD/BTC,0.00001242,0.0000128,0.00001228,0.000012283,5307.0895,0.0661971931547
1660953600,2022-08-20 00:00:00,KMD/BTC,0.000011971,0.000012863,0.000011898,0.000012541,25130.8962,0.314413614925
1660867200,2022-08-19 00:00:00,KMD/BTC,0.000012,0.000012124,0.0000118,0.00001189,60275.4906,0.7182944095441
1660780800,2022-08-18 00:00:00,KMD/BTC,0.000012455,0.000012579,0.000012002,0.000012002,7927.8836,0.0980469817382
1660694400,2022-08-17 00:00:00,KMD/BTC,0.000013012,0.00001313,0.0000124,0.000012549,21464.812,0.2727121460229
1660608000,2022-08-16 00:00:00,KMD/BTC,0.00001288,0.000013157,0.00001282,0.000012999,9463.5037,0.1229340449002
1660521600,2022-08-15 00:00:00,KMD/BTC,0.000012765,0.000013376,0.000012412,0.000012862,33669.278,0.4360986745327
1660435200,2022-08-14 00:00:00,KMD/BTC,0.000013315,0.000013383,0.000012553,0.000012764,24351.0173,0.3133414394962
1660348800,2022-08-13 00:00:00,KMD/BTC,0.000013091,0.000014328,0.000012969,0.000013131,32601.1339,0.4336891097313
1660262400,2022-08-12 00:00:00,KMD/BTC,0.00001322,0.000013385,0.000013025,0.00001314,7945.936,0.1051807305255
1660176000,2022-08-11 00:00:00,KMD/BTC,0.00001331,0.000013426,0.000012814,0.000013102,11181.9729,0.1473418664606
1660089600,2022-08-10 00:00:00,KMD/BTC,0.000013641,0.000013862,0.000012513,0.000013388,127749.1804,1.6656423439325
1660003200,2022-08-09 00:00:00,KMD/BTC,0.000013595,0.000013767,0.000013225,0.000013644,5539.7602,0.0746455090091
1659916800,2022-08-08 00:00:00,KMD/BTC,0.00001363,0.000013888,0.000013165,0.00001354,28297.2899,0.377239501126
1659830400,2022-08-07 00:00:00,KMD/BTC,0.000013892,0.00001415,0.000013531,0.000013567,8228.5711,0.1125574561447
