https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAG,Volume BTC
1663459200,2022-09-18 00:00:00,DAG/BTC,0.0000037529,0.0000037764,0.0000037516,0.0000037516,97.165,0.00036588271409
1663455600,2022-09-17 23:00:00,DAG/BTC,0.0000037578,0.0000037644,0.0000037515,0.0000037644,10496.9811,0.03949404199117
1663452000,2022-09-17 22:00:00,DAG/BTC,0.0000037596,0.0000037633,0.0000037596,0.0000037596,1183.1878,0.00444935957368
1663448400,2022-09-17 21:00:00,DAG/BTC,0.0000037545,0.0000037613,0.0000037511,0.0000037613,5522.2242,0.02075598109636
1663444800,2022-09-17 20:00:00,DAG/BTC,0.0000037515,0.0000038782,0.0000037417,0.0000037567,37215.5666,0.14136259585582
1663441200,2022-09-17 19:00:00,DAG/BTC,0.0000037731,0.0000037731,0.0000037528,0.0000037528,1236.8655,0.00464467675779
1663437600,2022-09-17 18:00:00,DAG/BTC,0.0000037548,0.0000037746,0.00000375,0.0000037745,6691.033,0.0252424616042
1663434000,2022-09-17 17:00:00,DAG/BTC,0.0000037483,0.0000037712,0.0000037471,0.0000037502,974.7566,0.00365449506938
1663430400,2022-09-17 16:00:00,DAG/BTC,0.0000037515,0.000003783,0.00000375,0.00000375,10075.1566,0.03785835774836
1663426800,2022-09-17 15:00:00,DAG/BTC,0.0000037713,0.0000037731,0.0000037494,0.0000037731,5198.1812,0.01957086068803
1663423200,2022-09-17 14:00:00,DAG/BTC,0.0000037693,0.0000037946,0.0000037693,0.0000037905,1185.5583,0.0044965665764
1663419600,2022-09-17 13:00:00,DAG/BTC,0.0000037872,0.0000037944,0.0000037712,0.0000037712,6339.3066,0.02403790656345
1663416000,2022-09-17 12:00:00,DAG/BTC,0.0000037821,0.0000037906,0.0000037821,0.0000037906,266.3952,0.00100922824501
1663412400,2022-09-17 11:00:00,DAG/BTC,0.0000037843,0.0000037882,0.0000037843,0.0000037882,364.9167,0.00138176164561
1663408800,2022-09-17 10:00:00,DAG/BTC,0.0000037589,0.0000037831,0.0000037589,0.0000037831,4703.7432,0.01778247052562
1663405200,2022-09-17 09:00:00,DAG/BTC,0.0000037694,0.0000037813,0.0000037494,0.0000037552,7790.1256,0.02929898261376
1663401600,2022-09-17 08:00:00,DAG/BTC,0.0000037793,0.0000037847,0.0000037576,0.0000037841,7614.0547,0.02877477236263
1663398000,2022-09-17 07:00:00,DAG/BTC,0.0000037764,0.0000037895,0.0000037744,0.0000037895,6868.7292,0.02601133908779
1663394400,2022-09-17 06:00:00,DAG/BTC,0.0000037704,0.0000037831,0.0000037704,0.0000037814,6138.952,0.02315973589291
1663390800,2022-09-17 05:00:00,DAG/BTC,0.000003745,0.0000037755,0.000003745,0.000003768,17018.8342,0.064170453663
1663387200,2022-09-17 04:00:00,DAG/BTC,0.0000037452,0.0000037585,0.0000037317,0.0000037517,24218.3911,0.0908612063232
1663383600,2022-09-17 03:00:00,DAG/BTC,0.0000037288,0.0000037486,0.0000037086,0.0000037468,25261.1087,0.09408211590942
1663380000,2022-09-17 02:00:00,DAG/BTC,0.0000037075,0.0000038157,0.0000037075,0.0000037544,29833.6368,0.11197128938379
1663376400,2022-09-17 01:00:00,DAG/BTC,0.0000037006,0.0000037074,0.0000036902,0.0000036979,2122.8196,0.00785234812442
1663372800,2022-09-17 00:00:00,DAG/BTC,0.0000037516,0.0000037516,0.0000036652,0.0000036991,18276.2532,0.06745996663891
1663369200,2022-09-16 23:00:00,DAG/BTC,0.0000037485,0.0000037531,0.0000037485,0.0000037531,2369.058,0.00888640470676
1663365600,2022-09-16 22:00:00,DAG/BTC,0.0000037288,0.0000037305,0.0000037278,0.0000037305,1895.8302,0.00707022279859
1663362000,2022-09-16 21:00:00,DAG/BTC,0.0000037438,0.0000037438,0.0000037438,0.0000037438,928.427,0.0034758450026
1663358400,2022-09-16 20:00:00,DAG/BTC,0.0000037509,0.0000037693,0.0000037308,0.0000037308,2190.2962,0.0082140469991
1663354800,2022-09-16 19:00:00,DAG/BTC,0.000003776,0.000003776,0.0000037358,0.0000037358,11586.6302,0.04333528402165
1663351200,2022-09-16 18:00:00,DAG/BTC,0.0000038033,0.0000038145,0.0000037503,0.0000037677,20794.6099,0.07829509977405
1663347600,2022-09-16 17:00:00,DAG/BTC,0.0000038,0.0000038055,0.0000037825,0.000003805,12785.3774,0.04848912293274
1663344000,2022-09-16 16:00:00,DAG/BTC,0.0000038002,0.00000387,0.0000037232,0.0000038,80634.7816,0.30627814392979
1663340400,2022-09-16 15:00:00,DAG/BTC,0.0000037843,0.0000038082,0.0000037712,0.0000038082,10580.02,0.04000901600559
1663336800,2022-09-16 14:00:00,DAG/BTC,0.0000038244,0.0000038244,0.0000037551,0.0000037843,14161.8067,0.05353429589517
1663333200,2022-09-16 13:00:00,DAG/BTC,0.0000038019,0.0000038395,0.0000038019,0.0000038391,15253.8693,0.05845782198503
1663329600,2022-09-16 12:00:00,DAG/BTC,0.0000037644,0.0000037946,0.00000376,0.0000037946,3267.8467,0.01235687273869
1663326000,2022-09-16 11:00:00,DAG/BTC,0.0000037254,0.0000038071,0.0000037254,0.0000037643,19822.7752,0.0748227085781
1663322400,2022-09-16 10:00:00,DAG/BTC,0.0000037569,0.0000037569,0.0000037018,0.0000037161,8915.5052,0.03316994586463
1663318800,2022-09-16 09:00:00,DAG/BTC,0.0000037643,0.0000037712,0.0000037634,0.0000037691,2571.8692,0.00968579242365
1663315200,2022-09-16 08:00:00,DAG/BTC,0.0000037811,0.0000038,0.0000037267,0.000003763,31279.8443,0.11783025045964
1663311600,2022-09-16 07:00:00,DAG/BTC,0.0000037616,0.0000037773,0.0000037616,0.0000037773,4655.8759,0.0175482560346
1663308000,2022-09-16 06:00:00,DAG/BTC,0.0000037774,0.0000037774,0.0000037485,0.0000037486,578.857,0.0021705795985
1663304400,2022-09-16 05:00:00,DAG/BTC,0.0000037733,0.0000037777,0.0000037545,0.0000037732,4445.8636,0.01675674010518
1663300800,2022-09-16 04:00:00,DAG/BTC,0.0000037888,0.0000038011,0.0000037843,0.0000037843,2597.2069,0.00983651956389
1663297200,2022-09-16 03:00:00,DAG/BTC,0.0000037732,0.0000038149,0.0000037685,0.0000037924,7267.9208,0.0275507771514
1663293600,2022-09-16 02:00:00,DAG/BTC,0.0000037712,0.0000038351,0.0000037681,0.0000037868,82877.8601,0.31736284639535
1663290000,2022-09-16 01:00:00,DAG/BTC,0.0000037531,0.0000037946,0.0000037531,0.0000037721,29911.6865,0.11269779330981
1663286400,2022-09-16 00:00:00,DAG/BTC,0.000003807,0.000003807,0.0000037358,0.0000037417,17460.6978,0.06560000030988
1663282800,2022-09-15 23:00:00,DAG/BTC,0.0000038013,0.0000038136,0.0000037845,0.0000038059,18783.7731,0.07139196457263
1663279200,2022-09-15 22:00:00,DAG/BTC,0.0000038137,0.0000038137,0.0000037567,0.0000038071,32792.1752,0.12416327247947
1663275600,2022-09-15 21:00:00,DAG/BTC,0.0000038144,0.0000038434,0.0000038057,0.0000038349,6725.7135,0.0256924003924
1663272000,2022-09-15 20:00:00,DAG/BTC,0.000003801,0.000003859,0.0000038009,0.0000038138,36339.938,0.13944577781813
1663268400,2022-09-15 19:00:00,DAG/BTC,0.0000037763,0.0000038,0.0000037552,0.0000037782,8157.8315,0.03083103317326
1663264800,2022-09-15 18:00:00,DAG/BTC,0.0000037681,0.0000037924,0.0000037562,0.0000037568,11904.677,0.04486260816534
1663261200,2022-09-15 17:00:00,DAG/BTC,0.0000037251,0.0000038312,0.0000037251,0.0000037738,63901.7647,0.24230410975831
1663257600,2022-09-15 16:00:00,DAG/BTC,0.0000037417,0.0000037537,0.0000037086,0.0000037368,5835.8173,0.02174172730663
1663254000,2022-09-15 15:00:00,DAG/BTC,0.0000037831,0.0000037831,0.0000037086,0.0000037413,33191.1404,0.12398956019635
1663250400,2022-09-15 14:00:00,DAG/BTC,0.0000037041,0.0000037946,0.0000037041,0.0000037745,44917.5372,0.16880421981771
1663246800,2022-09-15 13:00:00,DAG/BTC,0.0000037471,0.0000038137,0.0000037041,0.0000037041,36723.3668,0.13866683765265
1663243200,2022-09-15 12:00:00,DAG/BTC,0.0000037415,0.0000037599,0.0000037399,0.0000037491,16457.1373,0.06179798065582
1663239600,2022-09-15 11:00:00,DAG/BTC,0.0000037417,0.0000037457,0.0000037143,0.0000037143,7122.4226,0.0265171634394
1663236000,2022-09-15 10:00:00,DAG/BTC,0.0000037312,0.0000037457,0.0000037312,0.00000374,368.9018,0.00137932258681
1663232400,2022-09-15 09:00:00,DAG/BTC,0.0000036938,0.0000037417,0.0000036938,0.0000037417,20200.4461,0.07504147657805
1663228800,2022-09-15 08:00:00,DAG/BTC,0.0000037308,0.0000037373,0.0000036908,0.0000036937,18901.458,0.06998101845316
1663225200,2022-09-15 07:00:00,DAG/BTC,0.0000037459,0.0000037694,0.0000037308,0.0000037418,3457.5982,0.01293760728239
1663221600,2022-09-15 06:00:00,DAG/BTC,0.0000037683,0.0000037694,0.0000037351,0.0000037694,7593.07,0.02845290686022
1663218000,2022-09-15 05:00:00,DAG/BTC,0.0000037843,0.0000037899,0.0000037545,0.0000037589,7399.1737,0.02788199542675
1663214400,2022-09-15 04:00:00,DAG/BTC,0.0000038075,0.0000038075,0.0000037792,0.0000037843,12549.9809,0.04756069404239
1663210800,2022-09-15 03:00:00,DAG/BTC,0.0000037924,0.0000038194,0.0000037884,0.0000038072,25035.8027,0.09528704487692
1663207200,2022-09-15 02:00:00,DAG/BTC,0.0000037854,0.0000038153,0.0000037854,0.000003795,1051.4986,0.00400921891061
1663203600,2022-09-15 01:00:00,DAG/BTC,0.0000037882,0.0000038149,0.000003776,0.000003783,14162.2246,0.05373243258367
1663200000,2022-09-15 00:00:00,DAG/BTC,0.0000037545,0.0000037856,0.0000037545,0.0000037856,1100.8953,0.00415968370908
1663196400,2022-09-14 23:00:00,DAG/BTC,0.0000037474,0.0000037745,0.0000037435,0.0000037745,4043.9899,0.01522152034003
1663192800,2022-09-14 22:00:00,DAG/BTC,0.000003753,0.0000037827,0.0000037284,0.0000037284,111442.4335,0.41803109318228
1663189200,2022-09-14 21:00:00,DAG/BTC,0.0000037794,0.0000037964,0.00000375,0.0000037502,20982.3277,0.07883825504218
1663185600,2022-09-14 20:00:00,DAG/BTC,0.0000037818,0.000003786,0.0000037567,0.0000037638,7417.8176,0.0279381948327
1663182000,2022-09-14 19:00:00,DAG/BTC,0.0000038177,0.0000038236,0.0000037828,0.0000037903,12557.7261,0.04772214620238
1663178400,2022-09-14 18:00:00,DAG/BTC,0.0000037946,0.0000038589,0.0000037,0.0000038174,138237.0144,0.51993447673042
1663174800,2022-09-14 17:00:00,DAG/BTC,0.0000037868,0.0000038059,0.0000037419,0.0000037946,59916.3518,0.22565024895521
1663171200,2022-09-14 16:00:00,DAG/BTC,0.0000037891,0.0000038208,0.0000037868,0.0000037869,5250.699,0.01996152871376
1663167600,2022-09-14 15:00:00,DAG/BTC,0.0000037675,0.0000038,0.0000037675,0.0000037776,16127.8651,0.06106523448073
1663164000,2022-09-14 14:00:00,DAG/BTC,0.0000037665,0.0000037871,0.0000037575,0.0000037575,109321.2519,0.41171811559921
1663160400,2022-09-14 13:00:00,DAG/BTC,0.0000037677,0.0000039178,0.0000037665,0.0000037665,265848.8908,1.00589925508216
1663156800,2022-09-14 12:00:00,DAG/BTC,0.0000037914,0.0000041613,0.0000037556,0.0000037671,346322.0663,1.31788376558818
1663153200,2022-09-14 11:00:00,DAG/BTC,0.0000037694,0.0000037946,0.0000037611,0.0000037946,5207.0899,0.01966921172404
1663149600,2022-09-14 10:00:00,DAG/BTC,0.0000037933,0.0000037933,0.0000037316,0.000003763,16508.9767,0.06211237495237
1663146000,2022-09-14 09:00:00,DAG/BTC,0.0000037732,0.0000038261,0.0000037732,0.0000037942,9242.913,0.03512606301711
1663142400,2022-09-14 08:00:00,DAG/BTC,0.0000037886,0.0000038221,0.0000037687,0.0000037687,11654.5087,0.04417401177133
1663138800,2022-09-14 07:00:00,DAG/BTC,0.0000037757,0.0000038269,0.0000037732,0.0000037887,40875.6121,0.15571262195516
1663135200,2022-09-14 06:00:00,DAG/BTC,0.0000037417,0.0000037843,0.0000037417,0.0000037843,11234.7758,0.04220341164771
1663131600,2022-09-14 05:00:00,DAG/BTC,0.0000037484,0.0000037493,0.0000037204,0.0000037218,2403.149,0.0089712563375
1663128000,2022-09-14 04:00:00,DAG/BTC,0.0000037256,0.00000375,0.0000037205,0.0000037205,2640.0191,0.00983314491189
1663124400,2022-09-14 03:00:00,DAG/BTC,0.0000037115,0.0000037544,0.0000037086,0.0000037307,8380.5911,0.03126535138446
1663120800,2022-09-14 02:00:00,DAG/BTC,0.0000037315,0.0000037617,0.0000037123,0.0000037123,10967.5388,0.04099372247293
1663117200,2022-09-14 01:00:00,DAG/BTC,0.0000037417,0.0000037666,0.0000037284,0.0000037284,12410.7207,0.04650078748132
1663113600,2022-09-14 00:00:00,DAG/BTC,0.0000037421,0.0000039364,0.0000036881,0.0000037435,163273.0783,0.61776381276565
1663110000,2022-09-13 23:00:00,DAG/BTC,0.0000037172,0.0000037643,0.0000037086,0.0000037435,13447.8829,0.05033583468959
1663106400,2022-09-13 22:00:00,DAG/BTC,0.0000036991,0.0000037566,0.00000369,0.0000037173,34934.6912,0.13020131014623
1663102800,2022-09-13 21:00:00,DAG/BTC,0.000003719,0.0000037288,0.0000036693,0.0000037104,30851.3201,0.1140282833733
1663099200,2022-09-13 20:00:00,DAG/BTC,0.0000037065,0.0000037204,0.000003686,0.0000037067,24710.9759,0.09147633558838
1663095600,2022-09-13 19:00:00,DAG/BTC,0.0000037001,0.0000037671,0.0000036991,0.0000036991,24166.2452,0.09040091996568
1663092000,2022-09-13 18:00:00,DAG/BTC,0.0000036352,0.0000037218,0.0000036259,0.0000037066,58776.5715,0.21576623865704
1663088400,2022-09-13 17:00:00,DAG/BTC,0.0000036338,0.0000036373,0.0000035732,0.0000036297,98091.8407,0.35473085529734
1663084800,2022-09-13 16:00:00,DAG/BTC,0.0000036352,0.00000365,0.0000036351,0.0000036447,13804.8459,0.05028004494981
1663081200,2022-09-13 15:00:00,DAG/BTC,0.0000035804,0.0000036348,0.0000035728,0.0000036219,18861.9631,0.06815569738439
1663077600,2022-09-13 14:00:00,DAG/BTC,0.0000035593,0.0000036058,0.0000035492,0.0000035818,19354.9545,0.06912365761256
1663074000,2022-09-13 13:00:00,DAG/BTC,0.0000035871,0.000003595,0.0000034955,0.0000035592,95200.173,0.33689795288398
1663070400,2022-09-13 12:00:00,DAG/BTC,0.0000035706,0.000003686,0.000003542,0.0000035988,110916.4498,0.40073422927265
1663066800,2022-09-13 11:00:00,DAG/BTC,0.0000035833,0.0000035911,0.00000357,0.0000035779,4399.9872,0.01572848670584
1663063200,2022-09-13 10:00:00,DAG/BTC,0.0000036136,0.000003617,0.0000035833,0.0000035833,3410.3171,0.01231155380588
1663059600,2022-09-13 09:00:00,DAG/BTC,0.000003625,0.000003625,0.0000035854,0.0000036014,7842.0498,0.02829879097452
1663056000,2022-09-13 08:00:00,DAG/BTC,0.0000036243,0.000003625,0.0000036183,0.000003625,5574.6565,0.02019855247604
1663052400,2022-09-13 07:00:00,DAG/BTC,0.0000035926,0.0000036228,0.0000035926,0.0000036228,1697.8923,0.00614036580736
1663048800,2022-09-13 06:00:00,DAG/BTC,0.0000035982,0.0000036139,0.0000035898,0.0000036139,357.7723,0.00128557676522
1663045200,2022-09-13 05:00:00,DAG/BTC,0.0000036235,0.000003633,0.0000035919,0.0000035919,14190.48,0.05129287921367
1663041600,2022-09-13 04:00:00,DAG/BTC,0.0000036122,0.0000036351,0.0000036122,0.0000036228,2257.6873,0.00818931162906
1663038000,2022-09-13 03:00:00,DAG/BTC,0.0000036139,0.0000036485,0.0000036016,0.0000036139,22456.3243,0.08154452523116
