https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GTC,Volume USDT
1663243200,2022-09-15 12:00:00,GTC/USDT,1.9807,1.998,1.977,1.9777,1667.4665,3306.75592086
1663239600,2022-09-15 11:00:00,GTC/USDT,1.9599,1.9833,1.9576,1.9833,582.1863,1143.06718892
1663236000,2022-09-15 10:00:00,GTC/USDT,1.9793,1.9873,1.955,1.9599,1676.7544,3294.60680591
1663232400,2022-09-15 09:00:00,GTC/USDT,1.9852,1.9852,1.9747,1.9823,320.807,635.12017107
1663228800,2022-09-15 08:00:00,GTC/USDT,1.9957,1.9972,1.9762,1.9762,292.2588,579.10210659
1663225200,2022-09-15 07:00:00,GTC/USDT,1.9924,2.028,1.9924,2.0002,562.8818,1130.15239893
1663221600,2022-09-15 06:00:00,GTC/USDT,1.9541,1.997,1.9188,1.9881,1830.9763,3566.34013664
1663218000,2022-09-15 05:00:00,GTC/USDT,1.9336,1.9611,1.9336,1.9611,3480.2869,6753.36605308
1663214400,2022-09-15 04:00:00,GTC/USDT,1.9521,1.9558,1.9163,1.937,4620.3,8913.98097008
1663210800,2022-09-15 03:00:00,GTC/USDT,1.9772,1.9772,1.9332,1.9461,4049.7713,7873.01566711
1663207200,2022-09-15 02:00:00,GTC/USDT,1.9957,1.9957,1.9646,1.9811,857.28,1689.3918122
1663203600,2022-09-15 01:00:00,GTC/USDT,2.0082,2.01,1.9825,2.0055,363.9913,731.09223973
1663200000,2022-09-15 00:00:00,GTC/USDT,2.0355,2.0355,1.9891,2.0082,1223.0374,2445.31349978
1663196400,2022-09-14 23:00:00,GTC/USDT,2.0469,2.0491,2.0381,2.0385,957.2193,1955.4374162
1663192800,2022-09-14 22:00:00,GTC/USDT,2.0332,2.0527,2.0297,2.0492,53.652,109.36735777
1663189200,2022-09-14 21:00:00,GTC/USDT,2.0091,2.0355,2.0091,2.0355,134.548,272.50356104
1663185600,2022-09-14 20:00:00,GTC/USDT,2.016,2.0182,2.0141,2.0159,16.2737,32.80547092
1663182000,2022-09-14 19:00:00,GTC/USDT,1.996,2.014,1.993,2.014,548.5058,1100.43812164
1663178400,2022-09-14 18:00:00,GTC/USDT,2.0053,2.0103,1.9653,1.9952,4440.9501,8862.41578413
1663174800,2022-09-14 17:00:00,GTC/USDT,2.0093,2.0173,2.0093,2.0093,1358.6202,2732.90426886
1663171200,2022-09-14 16:00:00,GTC/USDT,2.0232,2.0232,2.0029,2.0135,1048.9617,2108.58945159
1663167600,2022-09-14 15:00:00,GTC/USDT,2.0236,2.0255,2.0169,2.0247,877.1252,1772.48530297
1663164000,2022-09-14 14:00:00,GTC/USDT,2.0332,2.0406,2.016,2.0262,3187.8647,6480.105471
1663160400,2022-09-14 13:00:00,GTC/USDT,2.0402,2.0402,2.014,2.0301,997.4597,2021.03872585
1663156800,2022-09-14 12:00:00,GTC/USDT,2.0092,2.0574,1.99,2.0423,977.0067,1967.50968749
1663153200,2022-09-14 11:00:00,GTC/USDT,2.0303,2.0344,2.0053,2.0053,7675.5516,15548.63664317
1663149600,2022-09-14 10:00:00,GTC/USDT,2.0188,2.0344,2.0138,2.0344,4652.5081,9447.80390684
1663146000,2022-09-14 09:00:00,GTC/USDT,2.0049,2.0168,2.0049,2.0141,572.6056,1151.00351035
1663142400,2022-09-14 08:00:00,GTC/USDT,2.0002,2.0192,1.9762,2.0173,545.9334,1088.49533185
1663138800,2022-09-14 07:00:00,GTC/USDT,2.0443,2.0443,1.9936,1.9936,496.6726,996.80933638
1663135200,2022-09-14 06:00:00,GTC/USDT,2.0518,2.0533,2.03,2.03,155.5993,318.2107397
1663131600,2022-09-14 05:00:00,GTC/USDT,2.0678,2.0681,2.0629,2.0629,72.5551,149.99651713
1663128000,2022-09-14 04:00:00,GTC/USDT,2.0655,2.0655,2.0649,2.0649,724.8477,1496.90818592
1663124400,2022-09-14 03:00:00,GTC/USDT,2.056,2.066,2.0528,2.0643,174.0917,358.91205803
1663120800,2022-09-14 02:00:00,GTC/USDT,2.0441,2.0543,2.0441,2.0475,111.7182,229.06672504
1663117200,2022-09-14 01:00:00,GTC/USDT,2.042,2.0518,2.0329,2.0329,17.7118,36.19198166
1663113600,2022-09-14 00:00:00,GTC/USDT,2.0192,2.04,2.0156,2.0272,103.9897,211.36716164
1663110000,2022-09-13 23:00:00,GTC/USDT,2.0358,2.0358,2.02,2.0295,486.7894,989.7743659
1663106400,2022-09-13 22:00:00,GTC/USDT,2.0464,2.0464,2.0212,2.0441,233.3808,474.3244618
1663102800,2022-09-13 21:00:00,GTC/USDT,2.0485,2.0589,2.042,2.0464,1151.9821,2368.68321091
1663099200,2022-09-13 20:00:00,GTC/USDT,2.0554,2.0655,2.0513,2.0518,207.216,425.92369458
1663095600,2022-09-13 19:00:00,GTC/USDT,2.0333,2.0563,2.0052,2.0563,898.3621,1819.82710848
1663092000,2022-09-13 18:00:00,GTC/USDT,2.0703,2.0704,2.0353,2.0353,1454.3783,2997.37154592
1663088400,2022-09-13 17:00:00,GTC/USDT,2.0655,2.0773,2.0655,2.0705,456.5328,945.11441894
1663084800,2022-09-13 16:00:00,GTC/USDT,2.0682,2.0843,2.0682,2.07,1194.1167,2471.78389259
1663081200,2022-09-13 15:00:00,GTC/USDT,2.0673,2.0814,2.0601,2.0671,2003.9273,4160.64128164
1663077600,2022-09-13 14:00:00,GTC/USDT,2.0622,2.0927,2.0481,2.07,6214.2598,12916.80391962
1663074000,2022-09-13 13:00:00,GTC/USDT,2.0381,2.085,2.0331,2.0723,6597.7254,13473.88958297
1663070400,2022-09-13 12:00:00,GTC/USDT,2.175,2.1822,2.0089,2.0518,6138.3107,12928.54788962
1663066800,2022-09-13 11:00:00,GTC/USDT,2.1683,2.18,2.1683,2.1772,45.8663,99.59207054
1663063200,2022-09-13 10:00:00,GTC/USDT,2.1654,2.168,2.1624,2.168,31.3003,67.73371835
1663059600,2022-09-13 09:00:00,GTC/USDT,2.1838,2.1838,2.15,2.15,239.662,517.24497485
1663056000,2022-09-13 08:00:00,GTC/USDT,2.1938,2.1938,2.1751,2.1803,78.4661,171.45157488
1663052400,2022-09-13 07:00:00,GTC/USDT,2.19,2.1985,2.182,2.1963,37.4812,82.06549548
1663048800,2022-09-13 06:00:00,GTC/USDT,2.21,2.23,2.1852,2.1852,62.8309,138.85764302
1663045200,2022-09-13 05:00:00,GTC/USDT,2.1954,2.2113,2.1954,2.196,10.1291,22.27560097
1663041600,2022-09-13 04:00:00,GTC/USDT,2.2029,2.2069,2.1913,2.1925,22.6191,49.72182071
1663038000,2022-09-13 03:00:00,GTC/USDT,2.1745,2.22,2.168,2.2103,2059.1658,4516.96384609
1663034400,2022-09-13 02:00:00,GTC/USDT,2.1415,2.1822,2.1374,2.1822,107.0095,231.12839208
1663030800,2022-09-13 01:00:00,GTC/USDT,2.1457,2.1457,2.1277,2.1409,101.7605,217.61120303
1663027200,2022-09-13 00:00:00,GTC/USDT,2.1751,2.1751,2.1213,2.1465,973.5441,2089.56283899
1663023600,2022-09-12 23:00:00,GTC/USDT,2.1805,2.1865,2.1761,2.1865,5.7263,12.49282827
1663020000,2022-09-12 22:00:00,GTC/USDT,2.1805,2.1805,2.1805,2.1805,0.4672,1.0187296
1663016400,2022-09-12 21:00:00,GTC/USDT,2.1951,2.1951,2.1725,2.1937,454.9003,992.85688706
1663012800,2022-09-12 20:00:00,GTC/USDT,2.193,2.2025,2.182,2.2008,1428.0477,3124.91861845
1663009200,2022-09-12 19:00:00,GTC/USDT,2.2117,2.2117,2.187,2.2019,473.3184,1039.31843922
1663005600,2022-09-12 18:00:00,GTC/USDT,2.224,2.224,2.201,2.21,159.3765,352.25004889
1663002000,2022-09-12 17:00:00,GTC/USDT,2.241,2.241,2.2241,2.2289,339.7688,756.65923899
1662998400,2022-09-12 16:00:00,GTC/USDT,2.292,2.2944,2.2169,2.2474,1229.631,2748.15561489
1662994800,2022-09-12 15:00:00,GTC/USDT,2.351,2.351,2.292,2.292,2724.9414,6354.58732648
1662991200,2022-09-12 14:00:00,GTC/USDT,2.382,2.3844,2.3523,2.3523,52.0088,123.14088847
1662987600,2022-09-12 13:00:00,GTC/USDT,2.3943,2.395,2.376,2.3795,15.4564,36.79571597
1662984000,2022-09-12 12:00:00,GTC/USDT,2.3779,2.4082,2.3615,2.4082,2112.4599,5051.10477133
1662980400,2022-09-12 11:00:00,GTC/USDT,2.3884,2.4051,2.3683,2.3766,7117.9075,17038.64673813
1662976800,2022-09-12 10:00:00,GTC/USDT,2.3725,2.392,2.3669,2.392,9.0829,21.61013206
1662973200,2022-09-12 09:00:00,GTC/USDT,2.3984,2.3984,2.3735,2.3735,17.967,42.74721546
1662969600,2022-09-12 08:00:00,GTC/USDT,2.3803,2.4039,2.37,2.4039,37.0973,88.58486638
1662966000,2022-09-12 07:00:00,GTC/USDT,2.3819,2.3943,2.3714,2.3853,51.5454,122.64334923
1662962400,2022-09-12 06:00:00,GTC/USDT,2.3688,2.3806,2.364,2.3806,411.5231,975.84597708
1662958800,2022-09-12 05:00:00,GTC/USDT,2.3597,2.3784,2.3592,2.3784,22.0456,52.27170893
1662955200,2022-09-12 04:00:00,GTC/USDT,2.3569,2.3753,2.3564,2.3753,16.0005,37.81693078
1662951600,2022-09-12 03:00:00,GTC/USDT,2.3696,2.3852,2.3385,2.3569,103.1357,243.9489668
1662948000,2022-09-12 02:00:00,GTC/USDT,2.4104,2.4237,2.3592,2.3693,196.5247,470.55934669
1662944400,2022-09-12 01:00:00,GTC/USDT,2.3043,2.4096,2.294,2.403,718.4505,1676.73854857
1662940800,2022-09-12 00:00:00,GTC/USDT,2.3188,2.3523,2.3043,2.3043,6738.5464,15717.53611639
1662937200,2022-09-11 23:00:00,GTC/USDT,2.3121,2.3306,2.2947,2.3279,639.2114,1468.94698048
1662933600,2022-09-11 22:00:00,GTC/USDT,2.308,2.3306,2.308,2.3126,141.0603,327.79357431
1662930000,2022-09-11 21:00:00,GTC/USDT,2.3565,2.3565,2.292,2.2962,1236.467,2856.9322414
1662926400,2022-09-11 20:00:00,GTC/USDT,2.3735,2.3778,2.33,2.3569,423.5811,993.09646123
1662922800,2022-09-11 19:00:00,GTC/USDT,2.3625,2.3718,2.3592,2.369,135.4092,319.928162
1662919200,2022-09-11 18:00:00,GTC/USDT,2.3943,2.3943,2.364,2.364,659.868,1568.37064119
1662915600,2022-09-11 17:00:00,GTC/USDT,2.4305,2.436,2.397,2.397,241.3559,585.82205164
1662912000,2022-09-11 16:00:00,GTC/USDT,2.4013,2.4287,2.4013,2.4287,125.7457,304.19210093
1662908400,2022-09-11 15:00:00,GTC/USDT,2.4056,2.4126,2.4006,2.4006,78.8873,189.47708915
1662904800,2022-09-11 14:00:00,GTC/USDT,2.4021,2.4089,2.3878,2.4089,1238.2436,2969.81686675
1662901200,2022-09-11 13:00:00,GTC/USDT,2.4206,2.4206,2.4021,2.4021,9.9621,24.07432203
1662897600,2022-09-11 12:00:00,GTC/USDT,2.4196,2.423,2.397,2.4208,456.421,1104.99073868
1662894000,2022-09-11 11:00:00,GTC/USDT,2.4147,2.443,2.4147,2.42,19.9878,48.69946172
1662890400,2022-09-11 10:00:00,GTC/USDT,2.4039,2.4301,2.4039,2.4135,805.1443,1951.52610203
1662886800,2022-09-11 09:00:00,GTC/USDT,2.392,2.392,2.3882,2.3882,0.6254,1.495364
1662883200,2022-09-11 08:00:00,GTC/USDT,2.385,2.406,2.385,2.406,6.4982,15.5882153
1662879600,2022-09-11 07:00:00,GTC/USDT,2.3615,2.397,2.3604,2.3938,68.8529,163.91961622
1662876000,2022-09-11 06:00:00,GTC/USDT,2.3926,2.3926,2.332,2.36,168.8388,399.83771983
1662872400,2022-09-11 05:00:00,GTC/USDT,2.3905,2.4056,2.3905,2.4008,777.8361,1871.03637979
1662868800,2022-09-11 04:00:00,GTC/USDT,2.3771,2.406,2.3771,2.3886,258.5198,620.24055978
1662865200,2022-09-11 03:00:00,GTC/USDT,2.3878,2.3937,2.3752,2.3752,54.3325,129.17046693
1662861600,2022-09-11 02:00:00,GTC/USDT,2.384,2.3911,2.37,2.3721,16.2495,38.5941726
1662858000,2022-09-11 01:00:00,GTC/USDT,2.3797,2.3943,2.3797,2.3859,15.4819,36.98978987
1662854400,2022-09-11 00:00:00,GTC/USDT,2.3326,2.39,2.3326,2.3713,363.169,861.24943737
1662850800,2022-09-10 23:00:00,GTC/USDT,2.3408,2.347,2.3408,2.3441,26.1004,61.14347718
1662847200,2022-09-10 22:00:00,GTC/USDT,2.3162,2.3449,2.3148,2.3449,21.2923,49.67110977
1662843600,2022-09-10 21:00:00,GTC/USDT,2.3028,2.3258,2.3028,2.3121,263.8509,610.09188099
1662840000,2022-09-10 20:00:00,GTC/USDT,2.3259,2.3259,2.2968,2.3028,134.0732,309.31626836
1662836400,2022-09-10 19:00:00,GTC/USDT,2.3388,2.3431,2.3276,2.336,3817.2252,8909.82491777
1662832800,2022-09-10 18:00:00,GTC/USDT,2.336,2.3462,2.334,2.3462,50.3516,117.99008132
1662829200,2022-09-10 17:00:00,GTC/USDT,2.3571,2.3571,2.3385,2.3385,170.272,399.05763113
1662825600,2022-09-10 16:00:00,GTC/USDT,2.3545,2.364,2.3385,2.364,232.6619,546.00640117
1662822000,2022-09-10 15:00:00,GTC/USDT,2.3655,2.3655,2.355,2.355,68.0762,160.61528931
1662818400,2022-09-10 14:00:00,GTC/USDT,2.364,2.3784,2.3592,2.3592,24.6254,58.38832165
1662814800,2022-09-10 13:00:00,GTC/USDT,2.3898,2.3898,2.35,2.35,971.5634,2306.03380005
1662811200,2022-09-10 12:00:00,GTC/USDT,2.3972,2.406,2.3753,2.3929,71.4495,170.86974206
1662807600,2022-09-10 11:00:00,GTC/USDT,2.397,2.397,2.393,2.3934,7.8362,18.77946
1662804000,2022-09-10 10:00:00,GTC/USDT,2.392,2.3943,2.3715,2.3943,21.3426,50.85323667
1662800400,2022-09-10 09:00:00,GTC/USDT,2.392,2.406,2.392,2.4026,15.7774,37.81079217
1662796800,2022-09-10 08:00:00,GTC/USDT,2.3725,2.4039,2.3725,2.3753,103.2019,246.76308973
1662793200,2022-09-10 07:00:00,GTC/USDT,2.4121,2.4121,2.355,2.355,69.3274,165.02007082
1662789600,2022-09-10 06:00:00,GTC/USDT,2.381,2.4342,2.381,2.4148,1215.2179,2922.14607402
1662786000,2022-09-10 05:00:00,GTC/USDT,2.3882,2.3905,2.37,2.3882,3.5215,8.384603
1662782400,2022-09-10 04:00:00,GTC/USDT,2.4091,2.4217,2.37,2.3718,833.2505,2008.27376559
1662778800,2022-09-10 03:00:00,GTC/USDT,2.4039,2.408,2.4037,2.408,2.3182,5.57585268
1662775200,2022-09-10 02:00:00,GTC/USDT,2.3909,2.3909,2.3891,2.3891,1.0001,2.38963231
1662771600,2022-09-10 01:00:00,GTC/USDT,2.4,2.4156,2.3882,2.3882,39.209,94.30892936
1662768000,2022-09-10 00:00:00,GTC/USDT,2.36,2.4079,2.36,2.397,395.6642,947.63864215
1662764400,2022-09-09 23:00:00,GTC/USDT,2.364,2.3784,2.322,2.3598,214.3412,506.16688326
1662760800,2022-09-09 22:00:00,GTC/USDT,2.3467,2.3669,2.3467,2.35,14.6805,34.65490518
1662757200,2022-09-09 21:00:00,GTC/USDT,2.3427,2.3601,2.336,2.36,12593.6717,29707.51783587
1662753600,2022-09-09 20:00:00,GTC/USDT,2.355,2.3569,2.3385,2.3385,179.4641,422.5427294
1662750000,2022-09-09 19:00:00,GTC/USDT,2.3477,2.368,2.3476,2.3611,1687.3823,3974.75211548
1662746400,2022-09-09 18:00:00,GTC/USDT,2.334,2.35,2.334,2.35,23.3076,54.44414418
1662742800,2022-09-09 17:00:00,GTC/USDT,2.3701,2.3731,2.336,2.3384,887.8353,2090.91436608
1662739200,2022-09-09 16:00:00,GTC/USDT,2.3715,2.3806,2.3569,2.3657,73.5604,174.17202123
1662735600,2022-09-09 15:00:00,GTC/USDT,2.4197,2.4197,2.3725,2.377,66.267,158.16129729
1662732000,2022-09-09 14:00:00,GTC/USDT,2.4196,2.4287,2.408,2.4217,16.9757,41.05935253
1662728400,2022-09-09 13:00:00,GTC/USDT,2.4305,2.4305,2.4,2.4106,3571.2531,8627.95574147
1662724800,2022-09-09 12:00:00,GTC/USDT,2.4336,2.4575,2.4287,2.4316,603.9781,1481.64555165
1662721200,2022-09-09 11:00:00,GTC/USDT,2.3902,2.4504,2.3902,2.4301,223.3782,543.36567135
1662717600,2022-09-09 10:00:00,GTC/USDT,2.4259,2.4259,2.3874,2.3903,159.3094,383.71435238
1662714000,2022-09-09 09:00:00,GTC/USDT,2.4304,2.4305,2.4056,2.4305,76.2247,183.63560482
1662710400,2022-09-09 08:00:00,GTC/USDT,2.4155,2.439,2.4155,2.439,29.5903,71.87845218
1662706800,2022-09-09 07:00:00,GTC/USDT,2.4132,2.418,2.3897,2.418,105.3058,252.77306055
1662703200,2022-09-09 06:00:00,GTC/USDT,2.4079,2.439,2.4079,2.4168,123.6466,299.66414115
1662699600,2022-09-09 05:00:00,GTC/USDT,2.3759,2.4077,2.3737,2.4077,1630.9308,3911.54216023
1662696000,2022-09-09 04:00:00,GTC/USDT,2.3452,2.376,2.3452,2.3697,59.7095,141.21969783
1662692400,2022-09-09 03:00:00,GTC/USDT,2.302,2.3452,2.3016,2.3427,52.9853,123.34783857
1662688800,2022-09-09 02:00:00,GTC/USDT,2.3121,2.3121,2.295,2.295,7.6664,17.60968136
1662685200,2022-09-09 01:00:00,GTC/USDT,2.308,2.3141,2.2984,2.2984,53.3205,123.1072143
1662681600,2022-09-09 00:00:00,GTC/USDT,2.2626,2.304,2.2626,2.3009,79.4299,181.42210824
1662678000,2022-09-08 23:00:00,GTC/USDT,2.2573,2.2614,2.2568,2.2614,2.0289,4.58260112
1662674400,2022-09-08 22:00:00,GTC/USDT,2.26,2.26,2.2436,2.2469,21.051,47.39198588
1662670800,2022-09-08 21:00:00,GTC/USDT,2.271,2.2766,2.2448,2.2455,139.3777,313.70325675
1662667200,2022-09-08 20:00:00,GTC/USDT,2.28,2.292,2.2749,2.2749,17.9318,40.96962425
1662663600,2022-09-08 19:00:00,GTC/USDT,2.2641,2.2715,2.2641,2.2678,37.526,85.11319327
1662660000,2022-09-08 18:00:00,GTC/USDT,2.2745,2.276,2.2745,2.2748,7.4895,17.03653905
1662656400,2022-09-08 17:00:00,GTC/USDT,2.2573,2.2783,2.2573,2.278,35.6483,81.19218948
1662652800,2022-09-08 16:00:00,GTC/USDT,2.2854,2.2854,2.2557,2.271,1014.514,2301.53784571
1662649200,2022-09-08 15:00:00,GTC/USDT,2.313,2.3239,2.2868,2.2868,914.4193,2123.0231265
1662645600,2022-09-08 14:00:00,GTC/USDT,2.2768,2.313,2.271,2.313,190.0786,436.89155726
1662642000,2022-09-08 13:00:00,GTC/USDT,2.238,2.292,2.2258,2.292,246.6803,557.19401212
1662638400,2022-09-08 12:00:00,GTC/USDT,2.27,2.27,2.2391,2.2391,674.2328,1521.68275143
1662634800,2022-09-08 11:00:00,GTC/USDT,2.294,2.294,2.271,2.2778,31.7955,72.36178681
1662631200,2022-09-08 10:00:00,GTC/USDT,2.2795,2.2928,2.2795,2.2928,483.9375,1108.46423364
1662627600,2022-09-08 09:00:00,GTC/USDT,2.3012,2.3012,2.271,2.271,44.8495,102.56940141
1662624000,2022-09-08 08:00:00,GTC/USDT,2.2879,2.3,2.2879,2.3,26.919,61.70961161
1662620400,2022-09-08 07:00:00,GTC/USDT,2.3201,2.3201,2.2729,2.2799,1978.1724,4526.8422274
1662616800,2022-09-08 06:00:00,GTC/USDT,2.3398,2.3462,2.322,2.322,33.264,77.50675864
1662613200,2022-09-08 05:00:00,GTC/USDT,2.3599,2.3599,2.3398,2.3398,24.8689,58.46559283
1662609600,2022-09-08 04:00:00,GTC/USDT,2.3908,2.3947,2.36,2.36,25.9303,61.60592113
1662606000,2022-09-08 03:00:00,GTC/USDT,2.3808,2.3808,2.3753,2.3798,9.7241,23.12925209
1662602400,2022-09-08 02:00:00,GTC/USDT,2.378,2.3949,2.378,2.3949,9.7952,23.42688911
1662598800,2022-09-08 01:00:00,GTC/USDT,2.3926,2.3926,2.364,2.3663,1029.5539,2451.80504591
1662595200,2022-09-08 00:00:00,GTC/USDT,2.3882,2.414,2.385,2.385,301.776,724.5386239
1662591600,2022-09-07 23:00:00,GTC/USDT,2.3738,2.378,2.3716,2.3716,1.2119,2.87583164
1662588000,2022-09-07 22:00:00,GTC/USDT,2.3764,2.3817,2.3764,2.3808,13.2409,31.46817055
1662584400,2022-09-07 21:00:00,GTC/USDT,2.3947,2.3947,2.3677,2.3699,1105.756,2636.6879561
1662580800,2022-09-07 20:00:00,GTC/USDT,2.3172,2.4121,2.3172,2.4056,7951.1173,18867.29596407
