https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LBP,Volume USDT
1663459200,2022-09-18 00:00:00,LBP/USDT,0.002122,0.0022,0.001727,0.001949,20490038.2343,40684.076356866
1663372800,2022-09-17 00:00:00,LBP/USDT,0.00152,0.00212,0.00149,0.00212,34703857.0547,59008.7277806086
1663286400,2022-09-16 00:00:00,LBP/USDT,0.001526,0.001559,0.00149,0.00152,2685064.1383,4077.7426930863
1663200000,2022-09-15 00:00:00,LBP/USDT,0.001503,0.001617,0.00149,0.001524,6666600.0264,10192.3591881975
1663113600,2022-09-14 00:00:00,LBP/USDT,0.001513,0.0017,0.00149,0.001509,4681531.8962,7253.7331875624
1663027200,2022-09-13 00:00:00,LBP/USDT,0.0016,0.001663,0.001472,0.001526,4675396.7692,7364.2541399121
1662940800,2022-09-12 00:00:00,LBP/USDT,0.001616,0.002186,0.00151,0.001601,46140358.942,81758.5956945295
1662854400,2022-09-11 00:00:00,LBP/USDT,0.001572,0.001624,0.00149,0.001611,6118056.3801,9520.9874684144
1662768000,2022-09-10 00:00:00,LBP/USDT,0.001535,0.00159,0.001525,0.001561,2470641.9952,3838.4261846236
1662681600,2022-09-09 00:00:00,LBP/USDT,0.001506,0.001634,0.001489,0.001533,10231441.7354,15881.7692204082
1662595200,2022-09-08 00:00:00,LBP/USDT,0.001583,0.00172,0.001479,0.001511,15016610.5024,23655.9630833587
1662508800,2022-09-07 00:00:00,LBP/USDT,0.001444,0.00255,0.001416,0.001583,79865730.877,154464.7422194261
1662422400,2022-09-06 00:00:00,LBP/USDT,0.001693,0.001718,0.001431,0.001431,6761297.1729,10376.7092112967
1662336000,2022-09-05 00:00:00,LBP/USDT,0.001622,0.001766,0.001545,0.001693,3501931.9961,5636.3517951736
1662249600,2022-09-04 00:00:00,LBP/USDT,0.00157,0.001685,0.00154,0.001623,6160963.4791,9966.9377692375
1662163200,2022-09-03 00:00:00,LBP/USDT,0.00155,0.001712,0.001523,0.001567,11729896.5299,18821.834127637
1662076800,2022-09-02 00:00:00,LBP/USDT,0.001566,0.001593,0.001469,0.001548,4044380.4186,6226.6786696449
1661990400,2022-09-01 00:00:00,LBP/USDT,0.001663,0.002,0.001502,0.001566,20358413.7141,35020.5878339519
1661904000,2022-08-31 00:00:00,LBP/USDT,0.001524,0.001831,0.001515,0.001655,13553865.3933,22906.6957991835
1661817600,2022-08-30 00:00:00,LBP/USDT,0.001627,0.001791,0.001499,0.001526,10460840.5066,17205.4529110382
1661731200,2022-08-29 00:00:00,LBP/USDT,0.001626,0.001771,0.001562,0.001616,9431097.3588,15727.7001131154
1661644800,2022-08-28 00:00:00,LBP/USDT,0.001759,0.001782,0.001583,0.001619,5368780.7535,8930.9963685646
1661558400,2022-08-27 00:00:00,LBP/USDT,0.00179,0.00205,0.001725,0.001758,9065402.0794,17151.1124643614
1661472000,2022-08-26 00:00:00,LBP/USDT,0.001898,0.002079,0.001789,0.001796,6824557.7079,13287.9176530461
1661385600,2022-08-25 00:00:00,LBP/USDT,0.002108,0.002129,0.001886,0.001898,5943666.9292,12070.7523836722
1661299200,2022-08-24 00:00:00,LBP/USDT,0.00213,0.002132,0.002036,0.0021,4514904.0161,9367.1514094848
1661212800,2022-08-23 00:00:00,LBP/USDT,0.002144,0.002187,0.00205,0.002129,15957433.4148,33908.4864528443
1661126400,2022-08-22 00:00:00,LBP/USDT,0.002381,0.002653,0.002102,0.002144,34655786.1896,81039.8921617731
1661040000,2022-08-21 00:00:00,LBP/USDT,0.002221,0.002667,0.00222,0.002378,68778368.1935,168538.2998060541
1660953600,2022-08-20 00:00:00,LBP/USDT,0.0021,0.002392,0.002066,0.002229,15305299.9755,34841.8326783732
1660867200,2022-08-19 00:00:00,LBP/USDT,0.00238,0.00238,0.0021,0.002107,6180450.038,13709.1649946015
1660780800,2022-08-18 00:00:00,LBP/USDT,0.00228,0.002445,0.00225,0.002378,8586935.6346,20197.8801983453
1660694400,2022-08-17 00:00:00,LBP/USDT,0.002359,0.00238,0.002235,0.002294,6928452.0981,15891.7207603821
1660608000,2022-08-16 00:00:00,LBP/USDT,0.002372,0.002389,0.002247,0.002349,9556577.5611,22187.4482729952
1660521600,2022-08-15 00:00:00,LBP/USDT,0.00249,0.002599,0.002143,0.00237,38155323.2867,91228.5895724944
1660435200,2022-08-14 00:00:00,LBP/USDT,0.00223,0.0029,0.002188,0.002492,88201300.1105,226605.38712634189568
1660348800,2022-08-13 00:00:00,LBP/USDT,0.002263,0.0023,0.002217,0.00223,3100437.2158,6990.5832587867
1660262400,2022-08-12 00:00:00,LBP/USDT,0.002241,0.002374,0.002192,0.002262,9486653.64,21300.9955669965
1660176000,2022-08-11 00:00:00,LBP/USDT,0.002278,0.002388,0.002207,0.002246,9800276.7736,22624.1037996927
1660089600,2022-08-10 00:00:00,LBP/USDT,0.002335,0.002595,0.002231,0.002277,15630281.0842,36418.8464735515
1660003200,2022-08-09 00:00:00,LBP/USDT,0.0025,0.0025,0.002186,0.002335,20087205.4458,45966.3799616374
1659916800,2022-08-08 00:00:00,LBP/USDT,0.002529,0.002681,0.00231,0.002507,15041682.246,37294.8155678977
1659830400,2022-08-07 00:00:00,LBP/USDT,0.002458,0.002549,0.00224,0.002549,19802810.7905,46865.3957295993
1659744000,2022-08-06 00:00:00,LBP/USDT,0.002238,0.00295,0.002201,0.002447,44520644.84,112609.9286914272
1659657600,2022-08-05 00:00:00,LBP/USDT,0.002211,0.002391,0.002149,0.002237,15700098.7995,35427.6138395217
1659571200,2022-08-04 00:00:00,LBP/USDT,0.002141,0.002375,0.002098,0.00223,30297257.7716,67266.3889351196
1659484800,2022-08-03 00:00:00,LBP/USDT,0.0023,0.002611,0.002124,0.002149,18620422.8197,42600.3614517002
1659398400,2022-08-02 00:00:00,LBP/USDT,0.002781,0.002781,0.002,0.0023,75880790.8032,168975.8158954777
1659312000,2022-08-01 00:00:00,LBP/USDT,0.002654,0.003153,0.0025,0.002773,18427963.1241,51643.3376221246
1659225600,2022-07-31 00:00:00,LBP/USDT,0.002931,0.002948,0.002588,0.002665,8970434.53559355,24588.4946665396334
1659139200,2022-07-30 00:00:00,LBP/USDT,0.003238,0.003471,0.002877,0.00293,18071414.9909,56641.0822144719
1659052800,2022-07-29 00:00:00,LBP/USDT,0.002776,0.003556,0.002355,0.003257,43711768.9289,130625.1085392271
1658966400,2022-07-28 00:00:00,LBP/USDT,0.002265,0.003152,0.002248,0.002775,38438525.6295,100261.4600920469
1658880000,2022-07-27 00:00:00,LBP/USDT,0.002347,0.002439,0.002228,0.002265,12566144.6908,29068.5885533522
1658793600,2022-07-26 00:00:00,LBP/USDT,0.002491,0.002767,0.002211,0.002348,51109247.3235,121748.4982823741
1658707200,2022-07-25 00:00:00,LBP/USDT,0.002191,0.0033,0.002062,0.002487,132677902.7738,353205.3816954744
1658620800,2022-07-24 00:00:00,LBP/USDT,0.002323,0.002587,0.002112,0.002191,68272022.4851,154525.4990178634
1658534400,2022-07-23 00:00:00,LBP/USDT,0.001926,0.002724,0.001904,0.002323,139170789.3081,320589.5545130042
1658448000,2022-07-22 00:00:00,LBP/USDT,0.002094,0.00218,0.001868,0.001926,15636568.8143,31777.6042676551
1658361600,2022-07-21 00:00:00,LBP/USDT,0.001901,0.0022,0.001901,0.002093,20982868.1027,43185.8570462457
1658275200,2022-07-20 00:00:00,LBP/USDT,0.00215,0.002302,0.001709,0.0019,41418582.4576,81980.637068755
1658188800,2022-07-19 00:00:00,LBP/USDT,0.002129,0.002251,0.002019,0.002138,18205215.2924,38876.6666559625
1658102400,2022-07-18 00:00:00,LBP/USDT,0.002285,0.00255,0.001897,0.002127,44552033.5357,99272.6769359208
1658016000,2022-07-17 00:00:00,LBP/USDT,0.002129,0.00255,0.002109,0.002281,33687253.85670181,79650.22916892928608
