https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REP,Volume USDT
1662966000,2022-09-12 07:00:00,REP/USDT,8.254,8.371,8.254,8.371,9.2761,77.6304286
1662962400,2022-09-12 06:00:00,REP/USDT,8.212,8.212,8.212,8.212,0,0
1662958800,2022-09-12 05:00:00,REP/USDT,8.212,8.212,8.212,8.212,0.052,0.427024
1662955200,2022-09-12 04:00:00,REP/USDT,8.14,8.211,8.14,8.211,1.2632,10.3682981
1662951600,2022-09-12 03:00:00,REP/USDT,8.258,8.311,8.087,8.087,16.5974,137.8738276
1662948000,2022-09-12 02:00:00,REP/USDT,8.344,8.411,8.24,8.303,198.3962,1655.0807195
1662944400,2022-09-12 01:00:00,REP/USDT,8.254,8.364,8.18,8.364,19.2877,160.4462613
1662940800,2022-09-12 00:00:00,REP/USDT,8.321,8.321,8.268,8.268,3.7715,31.3780785
1662937200,2022-09-11 23:00:00,REP/USDT,8.315,8.364,8.31,8.364,0.0667,0.5553584
1662933600,2022-09-11 22:00:00,REP/USDT,8.361,8.361,8.33,8.33,6.0598,50.6642231
1662930000,2022-09-11 21:00:00,REP/USDT,8.389,8.411,8.332,8.332,7.2785,60.6554976
1662926400,2022-09-11 20:00:00,REP/USDT,8.359,8.368,8.339,8.339,7.7034,64.3957844
1662922800,2022-09-11 19:00:00,REP/USDT,8.37,8.37,8.358,8.358,0.1473,1.2325546
1662919200,2022-09-11 18:00:00,REP/USDT,8.422,8.438,8.378,8.395,1.6132,13.6052479
1662915600,2022-09-11 17:00:00,REP/USDT,8.427,8.533,8.422,8.422,25.0053,210.9918646
1662912000,2022-09-11 16:00:00,REP/USDT,8.326,8.462,8.313,8.393,442.279,3689.4433296
1662908400,2022-09-11 15:00:00,REP/USDT,8.242,8.357,8.242,8.347,129.1687,1075.3876656
1662904800,2022-09-11 14:00:00,REP/USDT,8.221,8.244,8.21,8.223,0.1508,1.2410062
1662901200,2022-09-11 13:00:00,REP/USDT,8.198,8.282,8.198,8.223,76.0871,629.4323789
1662897600,2022-09-11 12:00:00,REP/USDT,8.161,8.218,8.139,8.139,89.0466,730.3375139
1662894000,2022-09-11 11:00:00,REP/USDT,8.153,8.153,8.142,8.142,0.0669,0.5449583
1662890400,2022-09-11 10:00:00,REP/USDT,8.163,8.163,8.159,8.159,0.154,1.257003
1662886800,2022-09-11 09:00:00,REP/USDT,8.171,8.171,8.171,8.171,0.0173,0.1413583
1662883200,2022-09-11 08:00:00,REP/USDT,8.128,8.227,8.128,8.222,78.2115,642.0866861
1662879600,2022-09-11 07:00:00,REP/USDT,8.086,8.161,8.086,8.161,27.8854,227.5686698
1662876000,2022-09-11 06:00:00,REP/USDT,8.036,8.036,7.986,7.986,0.1207,0.9665348
1662872400,2022-09-11 05:00:00,REP/USDT,8.057,8.057,8.038,8.038,0.4211,3.3887823
1662868800,2022-09-11 04:00:00,REP/USDT,8.039,8.06,8.039,8.06,0.0357,0.2872611
1662865200,2022-09-11 03:00:00,REP/USDT,8.086,8.086,8.046,8.071,20.6128,166.4363483
1662861600,2022-09-11 02:00:00,REP/USDT,8.095,8.095,8.086,8.086,0.7136,5.7703946
1662858000,2022-09-11 01:00:00,REP/USDT,8.12,8.142,8.12,8.12,0.9205,7.4814318
1662854400,2022-09-11 00:00:00,REP/USDT,8.135,8.135,8.105,8.105,0.675,5.4743568
1662850800,2022-09-10 23:00:00,REP/USDT,8.168,8.18,8.168,8.18,0.2878,2.3536856
1662847200,2022-09-10 22:00:00,REP/USDT,8.123,8.181,8.123,8.181,6.171,50.4805904
1662843600,2022-09-10 21:00:00,REP/USDT,8.062,8.132,8.062,8.131,33.4057,271.5640393
1662840000,2022-09-10 20:00:00,REP/USDT,8.072,8.072,8.072,8.072,0.0281,0.2268232
1662836400,2022-09-10 19:00:00,REP/USDT,8.118,8.118,8.118,8.118,0.1336,1.0845648
1662832800,2022-09-10 18:00:00,REP/USDT,8.11,8.111,8.08,8.092,0.9127,7.3895689
1662829200,2022-09-10 17:00:00,REP/USDT,8.102,8.102,8.086,8.086,11.8721,95.9980678
1662825600,2022-09-10 16:00:00,REP/USDT,8.039,8.046,8.039,8.046,0.0362,0.291114
1662822000,2022-09-10 15:00:00,REP/USDT,8.068,8.118,8.034,8.065,57.1389,461.4314922
1662818400,2022-09-10 14:00:00,REP/USDT,8.067,8.068,8.067,8.067,0.1105,0.8914536
1662814800,2022-09-10 13:00:00,REP/USDT,8.098,8.098,8.037,8.037,0.6449,5.2169956
1662811200,2022-09-10 12:00:00,REP/USDT,8.03,8.101,8.03,8.054,2.7318,22.0645674
1662807600,2022-09-10 11:00:00,REP/USDT,8.067,8.067,8.024,8.024,3.3353,26.9045149
1662804000,2022-09-10 10:00:00,REP/USDT,8,8.062,8,8.06,51.146,412.2276484
1662800400,2022-09-10 09:00:00,REP/USDT,8.051,8.051,8.045,8.045,0.1733,1.3949605
1662796800,2022-09-10 08:00:00,REP/USDT,8.03,8.071,8.03,8.07,12.9833,104.3762484
1662793200,2022-09-10 07:00:00,REP/USDT,8.146,8.156,8.038,8.038,52.0738,421.9193211
1662789600,2022-09-10 06:00:00,REP/USDT,8.108,8.116,8.108,8.115,6.9322,56.2558032
1662786000,2022-09-10 05:00:00,REP/USDT,8.094,8.132,8.094,8.132,0.0713,0.5778622
1662782400,2022-09-10 04:00:00,REP/USDT,8.117,8.128,8.117,8.128,43.0775,349.8066092
1662778800,2022-09-10 03:00:00,REP/USDT,8.094,8.094,8.094,8.094,0.1497,1.2116718
1662775200,2022-09-10 02:00:00,REP/USDT,8.086,8.131,8.086,8.131,1.0051,8.167453
1662771600,2022-09-10 01:00:00,REP/USDT,8.141,8.171,8.116,8.152,16.9365,137.883639
1662768000,2022-09-10 00:00:00,REP/USDT,8.161,8.206,8.142,8.142,0.094,0.7671284
1662764400,2022-09-09 23:00:00,REP/USDT,8.146,8.198,8.146,8.198,0.1928,1.5738033
1662760800,2022-09-09 22:00:00,REP/USDT,8.126,8.139,8.126,8.139,0.1699,1.3820935
1662757200,2022-09-09 21:00:00,REP/USDT,8.144,8.196,8.144,8.196,40.8703,334.2821861
1662753600,2022-09-09 20:00:00,REP/USDT,8.1,8.14,8.1,8.14,0.3366,2.7282846
1662750000,2022-09-09 19:00:00,REP/USDT,8.092,8.142,8.092,8.142,1.1982,9.7022978
1662746400,2022-09-09 18:00:00,REP/USDT,8.056,8.08,8.056,8.08,10.1302,81.7612447
1662742800,2022-09-09 17:00:00,REP/USDT,8.142,8.142,8.091,8.12,0.0747,0.6063955
1662739200,2022-09-09 16:00:00,REP/USDT,8.086,8.111,8.062,8.111,0.2899,2.3418981
1662735600,2022-09-09 15:00:00,REP/USDT,8.172,8.172,8.172,8.172,0,0
1662732000,2022-09-09 14:00:00,REP/USDT,8.172,8.172,8.172,8.172,6.1361,50.1442092
1662728400,2022-09-09 13:00:00,REP/USDT,8.134,8.134,8.097,8.097,20.4559,166.3854009
1662724800,2022-09-09 12:00:00,REP/USDT,8.09,8.206,8.09,8.134,6.9375,56.6743847
1662721200,2022-09-09 11:00:00,REP/USDT,8.136,8.136,8.136,8.136,0.0282,0.2294352
1662717600,2022-09-09 10:00:00,REP/USDT,8.03,8.03,8.03,8.03,0,0
1662714000,2022-09-09 09:00:00,REP/USDT,8.086,8.086,8.03,8.03,0.0822,0.6624964
1662710400,2022-09-09 08:00:00,REP/USDT,7.994,8.142,7.994,8.142,33.4974,272.452458
1662706800,2022-09-09 07:00:00,REP/USDT,8.03,8.051,7.992,7.992,0.092,0.7358614
1662703200,2022-09-09 06:00:00,REP/USDT,8.011,8.03,8.011,8.011,0.3268,2.6186446
1662699600,2022-09-09 05:00:00,REP/USDT,8.001,8.001,7.973,7.973,0.8841,7.0498019
1662696000,2022-09-09 04:00:00,REP/USDT,7.974,8.001,7.892,7.984,21.1347,167.5692711
1662692400,2022-09-09 03:00:00,REP/USDT,7.91,7.951,7.864,7.949,165.8029,1308.1296665
1662688800,2022-09-09 02:00:00,REP/USDT,7.874,7.917,7.869,7.904,33.2681,261.9554479
1662685200,2022-09-09 01:00:00,REP/USDT,7.918,7.918,7.893,7.893,0.0608,0.4807819
1662681600,2022-09-09 00:00:00,REP/USDT,8.018,8.198,7.862,7.862,490.9451,3960.4679743
1662678000,2022-09-08 23:00:00,REP/USDT,7.918,7.974,7.909,7.974,21.6586,172.363966
1662674400,2022-09-08 22:00:00,REP/USDT,7.896,7.929,7.842,7.842,23.4432,184.8910072
1662670800,2022-09-08 21:00:00,REP/USDT,7.831,7.862,7.779,7.834,6.0335,47.2484563
1662667200,2022-09-08 20:00:00,REP/USDT,7.771,7.849,7.771,7.849,19.1242,149.7861018
1662663600,2022-09-08 19:00:00,REP/USDT,7.75,7.805,7.72,7.805,6.6087,51.5758815
1662660000,2022-09-08 18:00:00,REP/USDT,7.759,7.806,7.716,7.806,30.102,232.5682954
1662656400,2022-09-08 17:00:00,REP/USDT,7.75,8.87,7.703,7.703,2321.0905,19006.2046652
1662652800,2022-09-08 16:00:00,REP/USDT,7.759,7.759,7.659,7.669,238.0839,1843.9587362
1662649200,2022-09-08 15:00:00,REP/USDT,7.681,8.102,7.681,7.839,552.3226,4357.0525509
1662645600,2022-09-08 14:00:00,REP/USDT,7.616,7.649,7.601,7.649,1.7957,13.7303638
1662642000,2022-09-08 13:00:00,REP/USDT,7.526,7.672,7.475,7.672,146.5653,1096.8667027
1662638400,2022-09-08 12:00:00,REP/USDT,7.586,7.658,7.582,7.582,10.3642,78.6505634
1662634800,2022-09-08 11:00:00,REP/USDT,7.659,7.659,7.659,7.659,4.8,36.7632
1662631200,2022-09-08 10:00:00,REP/USDT,7.65,7.65,7.636,7.636,0.5952,4.5529704
1662627600,2022-09-08 09:00:00,REP/USDT,7.649,7.649,7.649,7.649,0,0
1662624000,2022-09-08 08:00:00,REP/USDT,7.615,7.65,7.595,7.649,0.6862,5.2444899
1662620400,2022-09-08 07:00:00,REP/USDT,7.586,7.59,7.577,7.59,0.2465,1.8699395
1662616800,2022-09-08 06:00:00,REP/USDT,7.574,7.574,7.574,7.574,0.0213,0.1613262
1662613200,2022-09-08 05:00:00,REP/USDT,7.613,7.613,7.563,7.573,13.0826,99.0894979
1662609600,2022-09-08 04:00:00,REP/USDT,7.616,7.62,7.616,7.62,0.5737,4.3693572
1662606000,2022-09-08 03:00:00,REP/USDT,7.58,7.58,7.58,7.58,0.0216,0.163728
1662602400,2022-09-08 02:00:00,REP/USDT,7.582,7.625,7.582,7.625,13.3416,101.7023815
1662598800,2022-09-08 01:00:00,REP/USDT,7.582,7.582,7.558,7.577,13.4518,101.9236692
1662595200,2022-09-08 00:00:00,REP/USDT,7.561,7.561,7.561,7.561,0.1322,0.9995642
1662591600,2022-09-07 23:00:00,REP/USDT,7.572,7.572,7.542,7.561,0.3185,2.4065946
1662588000,2022-09-07 22:00:00,REP/USDT,7.541,7.581,7.541,7.581,6.2846,47.5400846
1662584400,2022-09-07 21:00:00,REP/USDT,7.573,7.573,7.518,7.518,6.1195,46.2833322
1662580800,2022-09-07 20:00:00,REP/USDT,7.508,7.584,7.508,7.549,221.7205,1677.6120684
1662577200,2022-09-07 19:00:00,REP/USDT,7.463,7.485,7.431,7.431,138.1949,1032.9571079
1662573600,2022-09-07 18:00:00,REP/USDT,7.396,7.433,7.396,7.398,0.3733,2.7640277
1662570000,2022-09-07 17:00:00,REP/USDT,7.382,7.382,7.382,7.382,4.8678,35.9340996
1662566400,2022-09-07 16:00:00,REP/USDT,7.371,7.382,7.371,7.382,0.058,0.427705
1662562800,2022-09-07 15:00:00,REP/USDT,7.359,7.359,7.351,7.351,1.4522,10.6754086
1662559200,2022-09-07 14:00:00,REP/USDT,7.332,7.358,7.331,7.358,0.1718,1.2616595
1662555600,2022-09-07 13:00:00,REP/USDT,7.267,7.302,7.267,7.302,0.1055,0.7681875
1662552000,2022-09-07 12:00:00,REP/USDT,7.239,7.24,7.239,7.24,0.0727,0.5263249
1662548400,2022-09-07 11:00:00,REP/USDT,7.27,7.271,7.239,7.271,8.8582,64.217137
1662544800,2022-09-07 10:00:00,REP/USDT,7.311,7.311,7.291,7.291,0.0889,0.6487519
1662541200,2022-09-07 09:00:00,REP/USDT,7.291,7.348,7.291,7.302,12.3996,90.8203686
1662537600,2022-09-07 08:00:00,REP/USDT,7.246,7.274,7.246,7.273,0.0436,0.3170033
1662534000,2022-09-07 07:00:00,REP/USDT,7.245,7.246,7.245,7.246,0.0657,0.4760353
1662530400,2022-09-07 06:00:00,REP/USDT,7.222,7.242,7.209,7.219,10.0633,72.64389
1662526800,2022-09-07 05:00:00,REP/USDT,7.187,7.222,7.187,7.189,0.1264,0.9112693
1662523200,2022-09-07 04:00:00,REP/USDT,7.202,7.212,7.179,7.212,0.2685,1.9318787
1662519600,2022-09-07 03:00:00,REP/USDT,7.155,7.213,7.155,7.168,1.559,11.2087976
1662516000,2022-09-07 02:00:00,REP/USDT,7.19,7.19,7.155,7.155,0.1588,1.137733
1662512400,2022-09-07 01:00:00,REP/USDT,7.267,7.276,7.155,7.191,26.2892,190.324475
1662508800,2022-09-07 00:00:00,REP/USDT,7.31,7.311,7.25,7.25,117.9767,860.6701132
1662505200,2022-09-06 23:00:00,REP/USDT,7.356,7.356,7.31,7.31,33.7299,247.0654246
1662501600,2022-09-06 22:00:00,REP/USDT,7.394,7.394,7.356,7.356,1.5473,11.4215604
1662498000,2022-09-06 21:00:00,REP/USDT,7.417,7.417,7.356,7.399,0.4805,3.5396324
1662494400,2022-09-06 20:00:00,REP/USDT,7.389,7.389,7.379,7.379,6.5295,48.2461805
1662490800,2022-09-06 19:00:00,REP/USDT,7.375,7.45,7.375,7.379,33.3192,247.7393526
1662487200,2022-09-06 18:00:00,REP/USDT,7.447,7.457,7.414,7.414,0.4241,3.1528584
1662483600,2022-09-06 17:00:00,REP/USDT,7.71,7.716,7.447,7.447,35.7089,270.4750952
1662480000,2022-09-06 16:00:00,REP/USDT,7.733,7.733,7.733,7.733,0.0276,0.2134308
1662476400,2022-09-06 15:00:00,REP/USDT,7.734,7.793,7.734,7.757,45.5004,352.7466047
1662472800,2022-09-06 14:00:00,REP/USDT,7.732,7.732,7.732,7.732,4.4368,34.3053376
1662469200,2022-09-06 13:00:00,REP/USDT,7.786,7.786,7.75,7.75,12.3735,96.2859595
1662465600,2022-09-06 12:00:00,REP/USDT,7.817,7.823,7.809,7.809,9.8985,77.4157393
1662462000,2022-09-06 11:00:00,REP/USDT,7.771,7.771,7.771,7.771,2,15.542
1662458400,2022-09-06 10:00:00,REP/USDT,7.806,7.827,7.806,7.827,0.0774,0.6048984
1662454800,2022-09-06 09:00:00,REP/USDT,7.76,7.774,7.76,7.762,5.0226,38.9796924
1662451200,2022-09-06 08:00:00,REP/USDT,7.779,7.779,7.779,7.779,0.0172,0.1337988
1662447600,2022-09-06 07:00:00,REP/USDT,7.77,7.77,7.77,7.77,0.0178,0.138306
1662444000,2022-09-06 06:00:00,REP/USDT,7.76,7.803,7.76,7.77,0.2632,2.0513372
1662440400,2022-09-06 05:00:00,REP/USDT,7.789,7.789,7.77,7.77,0.0312,0.2424297
1662436800,2022-09-06 04:00:00,REP/USDT,7.783,7.793,7.749,7.749,0.1495,1.1618073
1662433200,2022-09-06 03:00:00,REP/USDT,7.768,7.768,7.766,7.766,0.0462,0.3588216
1662429600,2022-09-06 02:00:00,REP/USDT,7.76,7.76,7.694,7.717,11.6817,90.4545597
1662426000,2022-09-06 01:00:00,REP/USDT,7.862,7.862,7.76,7.76,60.2966,471.2771438
1662422400,2022-09-06 00:00:00,REP/USDT,7.783,7.843,7.763,7.843,0.3091,2.4134611
1662418800,2022-09-05 23:00:00,REP/USDT,7.76,7.806,7.76,7.806,0.0524,0.4078246
1662415200,2022-09-05 22:00:00,REP/USDT,7.731,7.732,7.731,7.732,6.1604,47.6272801
