https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UOS,Volume USDT
1663354800,2022-09-16 19:00:00,UOS/USDT,0.3844,0.40731,0.38394,0.39278,57056.5742,22357.536617048
1663351200,2022-09-16 18:00:00,UOS/USDT,0.38586,0.38927,0.38344,0.3844,53260.8008,20478.50121109
1663347600,2022-09-16 17:00:00,UOS/USDT,0.38544,0.3973,0.38344,0.38467,74453.7318,28725.679270623
1663344000,2022-09-16 16:00:00,UOS/USDT,0.38581,0.3884,0.38544,0.38544,31699.2607,12236.041844949
1663340400,2022-09-16 15:00:00,UOS/USDT,0.38853,0.38999,0.38545,0.38575,28733.8414,11150.45110927
1663336800,2022-09-16 14:00:00,UOS/USDT,0.38545,0.40121,0.38544,0.38848,92278.1953,36325.035744063
1663333200,2022-09-16 13:00:00,UOS/USDT,0.39,0.39121,0.38544,0.38545,99347.7518,38628.865863397
1663329600,2022-09-16 12:00:00,UOS/USDT,0.39303,0.39303,0.39,0.39,124749.1152,48671.222329371
1663326000,2022-09-16 11:00:00,UOS/USDT,0.39025,0.39623,0.39,0.39192,51049.4359,19976.50417402
1663322400,2022-09-16 10:00:00,UOS/USDT,0.3935,0.39378,0.39025,0.39025,15202.7376,5954.889388668
1663318800,2022-09-16 09:00:00,UOS/USDT,0.39015,0.39918,0.39015,0.39382,33941.3968,13376.063156411
1663315200,2022-09-16 08:00:00,UOS/USDT,0.39114,0.39511,0.39014,0.39118,20080.5094,7875.473914591
1663311600,2022-09-16 07:00:00,UOS/USDT,0.4005,0.40075,0.39114,0.39169,137556.6378,54108.388959308
1663308000,2022-09-16 06:00:00,UOS/USDT,0.40101,0.40215,0.3983,0.4005,125294.8589,50100.393822091
1663304400,2022-09-16 05:00:00,UOS/USDT,0.40019,0.40275,0.40001,0.40101,24481.9819,9821.209571509
1663300800,2022-09-16 04:00:00,UOS/USDT,0.40114,0.4027,0.4,0.40019,108647.1794,43505.869208715
1663297200,2022-09-16 03:00:00,UOS/USDT,0.40105,0.40294,0.40105,0.40114,10165.853,4082.170144004
1663293600,2022-09-16 02:00:00,UOS/USDT,0.40401,0.40459,0.40105,0.40105,22229.2837,8939.990474639
1663290000,2022-09-16 01:00:00,UOS/USDT,0.40554,0.40561,0.404,0.404,5472.2649,2211.893973675
1663286400,2022-09-16 00:00:00,UOS/USDT,0.40688,0.40711,0.40349,0.40402,4928.2633,1995.664849357
1663282800,2022-09-15 23:00:00,UOS/USDT,0.4056,0.40726,0.4044,0.40594,10239.3432,4155.180822466
1663279200,2022-09-15 22:00:00,UOS/USDT,0.41201,0.4124,0.405,0.40561,19706.9689,8053.488621836
1663275600,2022-09-15 21:00:00,UOS/USDT,0.41043,0.41441,0.41035,0.41201,11660.0064,4801.522171455
1663272000,2022-09-15 20:00:00,UOS/USDT,0.4102,0.41769,0.41014,0.41043,20578.9475,8518.28845606
1663268400,2022-09-15 19:00:00,UOS/USDT,0.42185,0.42185,0.41011,0.41022,30965.9802,12819.08718661
1663264800,2022-09-15 18:00:00,UOS/USDT,0.41276,0.43284,0.4109,0.42183,80727.97,34100.57721834
1663261200,2022-09-15 17:00:00,UOS/USDT,0.4164,0.42316,0.41139,0.41142,47054.3027,19596.338708717
1663257600,2022-09-15 16:00:00,UOS/USDT,0.41302,0.42076,0.40402,0.41631,77827.5589,31995.923439682
1663254000,2022-09-15 15:00:00,UOS/USDT,0.40218,0.41704,0.4,0.41297,119491.3984,48536.909858324
1663250400,2022-09-15 14:00:00,UOS/USDT,0.4077,0.41346,0.40161,0.40218,46342.0423,18898.655463358
1663246800,2022-09-15 13:00:00,UOS/USDT,0.40346,0.41582,0.40259,0.40648,50593.7258,20782.178419425
1663243200,2022-09-15 12:00:00,UOS/USDT,0.40441,0.40456,0.40243,0.40346,9475.4841,3822.999564135
1663239600,2022-09-15 11:00:00,UOS/USDT,0.40688,0.40688,0.4031,0.40371,11193.5795,4532.60121152
1663236000,2022-09-15 10:00:00,UOS/USDT,0.40706,0.40984,0.40676,0.40688,8794.6739,3584.218901624
1663232400,2022-09-15 09:00:00,UOS/USDT,0.40656,0.41093,0.40656,0.40708,11222.219,4575.76560273
1663228800,2022-09-15 08:00:00,UOS/USDT,0.41019,0.41178,0.40578,0.40656,20647.7309,8437.570135979
1663225200,2022-09-15 07:00:00,UOS/USDT,0.40972,0.41922,0.40972,0.41128,53367.3865,22069.676031313
1663221600,2022-09-15 06:00:00,UOS/USDT,0.40727,0.41386,0.401,0.40873,95119.7878,38878.683304079
1663218000,2022-09-15 05:00:00,UOS/USDT,0.40494,0.41,0.4031,0.4069,82188.296,33447.064935244
1663214400,2022-09-15 04:00:00,UOS/USDT,0.40501,0.40887,0.40499,0.40499,35444.2499,14362.070330503
1663210800,2022-09-15 03:00:00,UOS/USDT,0.40511,0.40646,0.405,0.40501,7616.3338,3088.544947923
1663207200,2022-09-15 02:00:00,UOS/USDT,0.40668,0.41082,0.4051,0.4063,6162.5877,2512.433526339
1663203600,2022-09-15 01:00:00,UOS/USDT,0.40998,0.40998,0.405,0.40654,9379.0373,3808.481778092
1663200000,2022-09-15 00:00:00,UOS/USDT,0.41292,0.41299,0.40933,0.41009,7329.1534,3009.421866028
1663196400,2022-09-14 23:00:00,UOS/USDT,0.41511,0.41701,0.41201,0.41296,15952.5992,6609.050323207
1663192800,2022-09-14 22:00:00,UOS/USDT,0.41174,0.41727,0.41174,0.41583,17279.3915,7162.051493427
1663189200,2022-09-14 21:00:00,UOS/USDT,0.4119,0.41485,0.406,0.4114,29588.1357,12137.936681161
1663185600,2022-09-14 20:00:00,UOS/USDT,0.41096,0.41416,0.407,0.41356,41864.3381,17161.725935885
1663182000,2022-09-14 19:00:00,UOS/USDT,0.41087,0.41473,0.40833,0.41089,28985.6685,11899.50987539
1663178400,2022-09-14 18:00:00,UOS/USDT,0.41708,0.4183,0.41,0.41094,102565.6652,42198.825909083
1663174800,2022-09-14 17:00:00,UOS/USDT,0.4171,0.41888,0.41681,0.41708,5561.861,2321.493826327
1663171200,2022-09-14 16:00:00,UOS/USDT,0.41879,0.41879,0.4168,0.4179,20542.9481,8571.74052439
1663167600,2022-09-14 15:00:00,UOS/USDT,0.41925,0.42372,0.41755,0.41895,14427.8669,6060.174127181
1663164000,2022-09-14 14:00:00,UOS/USDT,0.41914,0.42227,0.41729,0.41781,21794.912,9116.952114892
1663160400,2022-09-14 13:00:00,UOS/USDT,0.41859,0.4252,0.41774,0.41778,37480.4427,15740.089449656
1663156800,2022-09-14 12:00:00,UOS/USDT,0.42001,0.42249,0.4168,0.41873,59475.8817,24948.220799018
1663153200,2022-09-14 11:00:00,UOS/USDT,0.42,0.42169,0.42,0.42001,72409.6064,30412.549069651
1663149600,2022-09-14 10:00:00,UOS/USDT,0.4201,0.424,0.42,0.42,10036.3625,4224.009322646
1663146000,2022-09-14 09:00:00,UOS/USDT,0.42178,0.4244,0.42,0.42008,14988.0298,6301.777641932
1663142400,2022-09-14 08:00:00,UOS/USDT,0.42022,0.42232,0.42022,0.42023,5853.1708,2461.356545131
1663138800,2022-09-14 07:00:00,UOS/USDT,0.42494,0.42602,0.42019,0.42021,25954.4229,10963.891703814
1663135200,2022-09-14 06:00:00,UOS/USDT,0.427,0.42889,0.42491,0.42494,14188.1022,6045.924145367
1663131600,2022-09-14 05:00:00,UOS/USDT,0.4254,0.4318,0.4254,0.427,26277.9864,11273.50219503
1663128000,2022-09-14 04:00:00,UOS/USDT,0.427,0.431,0.4252,0.4254,16956.0902,7275.07856336
1663124400,2022-09-14 03:00:00,UOS/USDT,0.42052,0.42791,0.42051,0.427,41349.4316,17513.746118825
1663120800,2022-09-14 02:00:00,UOS/USDT,0.42002,0.43027,0.42002,0.42052,15678.9034,6648.383977646
1663117200,2022-09-14 01:00:00,UOS/USDT,0.42268,0.42268,0.42,0.42002,9476.3166,3984.753542693
1663113600,2022-09-14 00:00:00,UOS/USDT,0.42002,0.42678,0.42,0.42264,35501.7502,14941.78827338
1663110000,2022-09-13 23:00:00,UOS/USDT,0.42,0.422,0.42,0.42001,36693.2765,15452.088305051
1663106400,2022-09-13 22:00:00,UOS/USDT,0.42051,0.422,0.42,0.42,30260.6458,12726.536238547
1663102800,2022-09-13 21:00:00,UOS/USDT,0.42264,0.4243,0.42,0.42051,106904.9029,45010.426433156
1663099200,2022-09-13 20:00:00,UOS/USDT,0.42167,0.42348,0.42111,0.42253,33844.9421,14278.628347268
1663095600,2022-09-13 19:00:00,UOS/USDT,0.43,0.43074,0.421,0.42166,60175.6113,25630.088327643
1663092000,2022-09-13 18:00:00,UOS/USDT,0.43091,0.43092,0.43,0.43,34345.4575,14770.885024974
1663088400,2022-09-13 17:00:00,UOS/USDT,0.43,0.431,0.43,0.43017,74976.7659,32260.075359892
1663084800,2022-09-13 16:00:00,UOS/USDT,0.43002,0.431,0.43,0.43,54393.7659,23396.084355521
1663081200,2022-09-13 15:00:00,UOS/USDT,0.422,0.43147,0.422,0.43002,95193.0376,40903.598606336
1663077600,2022-09-13 14:00:00,UOS/USDT,0.43204,0.43233,0.42,0.422,83871.6749,35473.277343081
1663074000,2022-09-13 13:00:00,UOS/USDT,0.42496,0.43898,0.42,0.43228,153805.4562,65720.148631173
1663070400,2022-09-13 12:00:00,UOS/USDT,0.44279,0.4434,0.42496,0.425,136983.2172,58804.003390215
1663066800,2022-09-13 11:00:00,UOS/USDT,0.44047,0.4428,0.44012,0.442,11107.7747,4901.542763694
1663063200,2022-09-13 10:00:00,UOS/USDT,0.44131,0.44303,0.4404,0.44182,8621.6532,3805.091700692
1663059600,2022-09-13 09:00:00,UOS/USDT,0.43704,0.44611,0.43703,0.44043,55530.4941,24496.230781919
1663056000,2022-09-13 08:00:00,UOS/USDT,0.4401,0.44244,0.43643,0.43693,46764.1461,20567.407789214
1663052400,2022-09-13 07:00:00,UOS/USDT,0.44,0.44198,0.44,0.4401,9886.494,4351.190639434
1663048800,2022-09-13 06:00:00,UOS/USDT,0.43577,0.45098,0.43577,0.44024,27168.1725,12010.142344081
1663045200,2022-09-13 05:00:00,UOS/USDT,0.43646,0.43778,0.43533,0.43577,4496.1101,1960.535194138
1663041600,2022-09-13 04:00:00,UOS/USDT,0.43163,0.43831,0.4311,0.43646,10691.584,4652.083885746
1663038000,2022-09-13 03:00:00,UOS/USDT,0.43177,0.434,0.431,0.43114,8203.2482,3546.31493654
1663034400,2022-09-13 02:00:00,UOS/USDT,0.433,0.434,0.43162,0.43183,18184.9944,7874.112437127
1663030800,2022-09-13 01:00:00,UOS/USDT,0.4346,0.43827,0.43252,0.433,7542.0411,3276.49470497
1663027200,2022-09-13 00:00:00,UOS/USDT,0.44139,0.44139,0.4334,0.43344,23107.0946,10096.424974535
1663023600,2022-09-12 23:00:00,UOS/USDT,0.44609,0.44609,0.43877,0.44028,20372.6734,8990.393960645
1663020000,2022-09-12 22:00:00,UOS/USDT,0.44289,0.44865,0.4412,0.44608,21162.3199,9422.234086776
1663016400,2022-09-12 21:00:00,UOS/USDT,0.44403,0.44403,0.44,0.44164,12716.5915,5616.056096347
1663012800,2022-09-12 20:00:00,UOS/USDT,0.45419,0.45476,0.44,0.4427,43399.086,19297.180277749
1663009200,2022-09-12 19:00:00,UOS/USDT,0.44936,0.45517,0.446,0.45415,14845.5121,6676.079260076
1663005600,2022-09-12 18:00:00,UOS/USDT,0.43418,0.45679,0.43417,0.44936,33062.0449,14718.277396658
1663002000,2022-09-12 17:00:00,UOS/USDT,0.43444,0.4375,0.434,0.43418,14417.9569,6271.811922556
1662998400,2022-09-12 16:00:00,UOS/USDT,0.43425,0.43831,0.43,0.43453,59444.5727,25779.391025651
1662994800,2022-09-12 15:00:00,UOS/USDT,0.44572,0.447,0.43258,0.43272,80504.8001,35104.024553451
1662991200,2022-09-12 14:00:00,UOS/USDT,0.44596,0.46086,0.44572,0.44572,57752.2424,26129.839009396
1662987600,2022-09-12 13:00:00,UOS/USDT,0.44795,0.44973,0.44,0.44596,44397.6511,19783.417251489
1662984000,2022-09-12 12:00:00,UOS/USDT,0.46259,0.46542,0.44651,0.44928,48199.5013,21826.156664752
1662980400,2022-09-12 11:00:00,UOS/USDT,0.45469,0.46351,0.45464,0.46094,18869.1472,8656.454888014
1662976800,2022-09-12 10:00:00,UOS/USDT,0.45868,0.462,0.45422,0.4547,26405.4156,12128.863840314
1662973200,2022-09-12 09:00:00,UOS/USDT,0.46282,0.4655,0.4565,0.4569,13749.988,6320.560503882
1662969600,2022-09-12 08:00:00,UOS/USDT,0.45872,0.465,0.45872,0.46206,21842.2351,10103.055796926
1662966000,2022-09-12 07:00:00,UOS/USDT,0.457,0.46,0.45355,0.45738,10098.4416,4614.007160481
1662962400,2022-09-12 06:00:00,UOS/USDT,0.4496,0.46866,0.4492,0.45701,30403.0463,13934.952679995
1662958800,2022-09-12 05:00:00,UOS/USDT,0.44954,0.4509,0.44903,0.45084,6663.6344,2995.328067543
1662955200,2022-09-12 04:00:00,UOS/USDT,0.45102,0.45224,0.44903,0.44912,24834.3354,11196.660609267
1662951600,2022-09-12 03:00:00,UOS/USDT,0.45126,0.45303,0.451,0.45102,9883.8388,4463.939479023
1662948000,2022-09-12 02:00:00,UOS/USDT,0.46069,0.46212,0.4512,0.45125,27920.2854,12718.488325282
1662944400,2022-09-12 01:00:00,UOS/USDT,0.46488,0.46488,0.46,0.4607,10155.779,4682.816688536
1662940800,2022-09-12 00:00:00,UOS/USDT,0.45678,0.46878,0.45663,0.46386,14621.2374,6752.911504538
1662937200,2022-09-11 23:00:00,UOS/USDT,0.45538,0.46251,0.45527,0.45678,11569.0175,5285.728555207
1662933600,2022-09-11 22:00:00,UOS/USDT,0.45759,0.46,0.45288,0.45538,46177.8704,21041.364409469
1662930000,2022-09-11 21:00:00,UOS/USDT,0.45641,0.47493,0.45518,0.45663,37961.3492,17536.887127797
1662926400,2022-09-11 20:00:00,UOS/USDT,0.458,0.45933,0.4564,0.45641,12600.766,5767.466862105
1662922800,2022-09-11 19:00:00,UOS/USDT,0.45483,0.4623,0.45482,0.458,28970.8772,13255.365948867
1662919200,2022-09-11 18:00:00,UOS/USDT,0.45357,0.45768,0.45357,0.45483,15435.149,7026.16278136
1662915600,2022-09-11 17:00:00,UOS/USDT,0.45243,0.45708,0.45217,0.45357,19891.3327,9036.87887385
1662912000,2022-09-11 16:00:00,UOS/USDT,0.45203,0.45395,0.45101,0.45243,22680.8067,10248.940135088
1662908400,2022-09-11 15:00:00,UOS/USDT,0.45411,0.45606,0.45129,0.45202,94919.3033,43054.317618282
1662904800,2022-09-11 14:00:00,UOS/USDT,0.45951,0.45976,0.45402,0.45412,41939.611,19136.729988194
1662901200,2022-09-11 13:00:00,UOS/USDT,0.459,0.46036,0.45655,0.45951,22228.9941,10182.372870592
1662897600,2022-09-11 12:00:00,UOS/USDT,0.4617,0.46495,0.45736,0.4588,42722.9505,19664.711459561
1662894000,2022-09-11 11:00:00,UOS/USDT,0.46154,0.4668,0.46084,0.46084,16212.0473,7500.227455436
1662890400,2022-09-11 10:00:00,UOS/USDT,0.46205,0.46402,0.4608,0.46154,39112.4334,18085.028832714
1662886800,2022-09-11 09:00:00,UOS/USDT,0.46472,0.46512,0.4606,0.46202,58330.1557,26990.371622016
1662883200,2022-09-11 08:00:00,UOS/USDT,0.4656,0.46673,0.46023,0.46374,103534.9916,47883.198453266
1662879600,2022-09-11 07:00:00,UOS/USDT,0.46663,0.46906,0.45961,0.4656,112761.7516,52235.254314854
1662876000,2022-09-11 06:00:00,UOS/USDT,0.46833,0.47079,0.46663,0.46675,28169.3943,13190.829026921
1662872400,2022-09-11 05:00:00,UOS/USDT,0.46562,0.4704,0.46536,0.46833,9336.0407,4368.080439835
1662868800,2022-09-11 04:00:00,UOS/USDT,0.46704,0.46937,0.46561,0.46562,16703.8838,7791.106592268
1662865200,2022-09-11 03:00:00,UOS/USDT,0.47,0.47041,0.46704,0.46704,6733.2452,3151.672495414
1662861600,2022-09-11 02:00:00,UOS/USDT,0.4684,0.47221,0.46774,0.47041,6158.3397,2888.732151053
1662858000,2022-09-11 01:00:00,UOS/USDT,0.46637,0.47359,0.46634,0.4684,7940.0176,3725.868553219
1662854400,2022-09-11 00:00:00,UOS/USDT,0.46677,0.4704,0.46503,0.46637,8587.5175,4012.779500367
1662850800,2022-09-10 23:00:00,UOS/USDT,0.47486,0.47486,0.46447,0.46503,18735.3823,8780.97169153
1662847200,2022-09-10 22:00:00,UOS/USDT,0.46791,0.484,0.46765,0.47486,101320.6687,48408.168105969
1662843600,2022-09-10 21:00:00,UOS/USDT,0.46502,0.47147,0.4598,0.46791,29339.8579,13694.994727342
1662840000,2022-09-10 20:00:00,UOS/USDT,0.46341,0.475,0.45801,0.46502,47095.4996,21989.778390789
1662836400,2022-09-10 19:00:00,UOS/USDT,0.45998,0.46694,0.4524,0.4635,46444.3272,21259.061363247
1662832800,2022-09-10 18:00:00,UOS/USDT,0.45889,0.47599,0.45506,0.459,38921.0307,18021.553310134
1662829200,2022-09-10 17:00:00,UOS/USDT,0.4579,0.4616,0.45399,0.45899,29094.8064,13296.359312424
1662825600,2022-09-10 16:00:00,UOS/USDT,0.46641,0.46641,0.45411,0.45994,59720.6851,27318.788847467
1662822000,2022-09-10 15:00:00,UOS/USDT,0.45984,0.486,0.4574,0.46745,102154.4971,48467.348637339
1662818400,2022-09-10 14:00:00,UOS/USDT,0.45711,0.46166,0.45664,0.45831,32028.5433,14695.576072192
1662814800,2022-09-10 13:00:00,UOS/USDT,0.47,0.47,0.45151,0.45725,216060.0955,99575.766644196
1662811200,2022-09-10 12:00:00,UOS/USDT,0.45375,0.4972,0.45238,0.47,370933.6817,176606.539471577
1662807600,2022-09-10 11:00:00,UOS/USDT,0.46564,0.47373,0.45175,0.45487,251668.6439,116279.329040609
1662804000,2022-09-10 10:00:00,UOS/USDT,0.44197,0.4765,0.44098,0.46736,280081.36384714,128259.4968025724924
1662800400,2022-09-10 09:00:00,UOS/USDT,0.43809,0.46,0.43445,0.44123,124134.2396,55873.606538806
1662796800,2022-09-10 08:00:00,UOS/USDT,0.43482,0.44042,0.43482,0.43809,30693.2286,13458.247413635
1662793200,2022-09-10 07:00:00,UOS/USDT,0.43496,0.46,0.42748,0.43489,134857.9113,59306.258437441
1662789600,2022-09-10 06:00:00,UOS/USDT,0.42546,0.449,0.42511,0.43466,98334.4884,42758.266833425
1662786000,2022-09-10 05:00:00,UOS/USDT,0.42665,0.43,0.42519,0.42546,13466.5614,5756.991523766
1662782400,2022-09-10 04:00:00,UOS/USDT,0.42381,0.43,0.42201,0.42665,25905.5641,11070.41253547
1662778800,2022-09-10 03:00:00,UOS/USDT,0.42264,0.42448,0.42083,0.42201,7786.5091,3292.124046273
1662775200,2022-09-10 02:00:00,UOS/USDT,0.42879,0.43016,0.42264,0.42264,25569.5208,10919.564787406
1662771600,2022-09-10 01:00:00,UOS/USDT,0.41782,0.45,0.41727,0.42882,108938.948,47321.424646901
1662768000,2022-09-10 00:00:00,UOS/USDT,0.4161,0.42909,0.416,0.41782,36994.8267,15534.861462964
1662764400,2022-09-09 23:00:00,UOS/USDT,0.41781,0.41878,0.41501,0.4161,6421.4072,2675.356720766
1662760800,2022-09-09 22:00:00,UOS/USDT,0.4183,0.42502,0.41511,0.41756,54154.4237,22658.913255722
1662757200,2022-09-09 21:00:00,UOS/USDT,0.41311,0.42044,0.41258,0.4183,13164.7245,5493.32017364
1662753600,2022-09-09 20:00:00,UOS/USDT,0.424,0.42535,0.405,0.4142,88055.4346,36283.475299494
1662750000,2022-09-09 19:00:00,UOS/USDT,0.43003,0.43004,0.4207,0.424,164119.9208,70195.693126914
1662746400,2022-09-09 18:00:00,UOS/USDT,0.431,0.44293,0.43,0.43,350709.2294,151215.616354848
1662742800,2022-09-09 17:00:00,UOS/USDT,0.43102,0.43424,0.431,0.431,171120.3039,73821.4783983
1662739200,2022-09-09 16:00:00,UOS/USDT,0.41016,0.45,0.4061,0.43102,374703.5391,161297.590195761
1662735600,2022-09-09 15:00:00,UOS/USDT,0.4039,0.419,0.4039,0.41135,49250.6762,20262.778490904
1662732000,2022-09-09 14:00:00,UOS/USDT,0.405,0.423,0.40199,0.40388,125640.7738,52047.765144963
1662728400,2022-09-09 13:00:00,UOS/USDT,0.42021,0.4249,0.40199,0.40501,137919.0793,56449.446574778
1662724800,2022-09-09 12:00:00,UOS/USDT,0.39872,0.43,0.39414,0.42021,695955.7081,290286.5286020269266
1662721200,2022-09-09 11:00:00,UOS/USDT,0.39794,0.40585,0.39565,0.39719,32314.3705,12893.62490643
1662717600,2022-09-09 10:00:00,UOS/USDT,0.38786,0.39999,0.38786,0.39794,41746.1899,16444.974429776
1662714000,2022-09-09 09:00:00,UOS/USDT,0.39293,0.39293,0.38629,0.38786,20347.248,7921.589301718
1662710400,2022-09-09 08:00:00,UOS/USDT,0.38762,0.39295,0.38614,0.39284,22912.7444,8900.847545909
1662706800,2022-09-09 07:00:00,UOS/USDT,0.39313,0.39641,0.38613,0.38626,40340.0697,15825.344473844
1662703200,2022-09-09 06:00:00,UOS/USDT,0.39472,0.39701,0.39308,0.39308,31426.6882,12412.527358339
1662699600,2022-09-09 05:00:00,UOS/USDT,0.40237,0.40237,0.39225,0.39459,124457.3457,49295.643997557
1662696000,2022-09-09 04:00:00,UOS/USDT,0.38543,0.405,0.3837,0.40237,84021.3167,33168.243909918
1662692400,2022-09-09 03:00:00,UOS/USDT,0.38467,0.3913,0.38375,0.38375,18415.3207,7136.507044858
1662688800,2022-09-09 02:00:00,UOS/USDT,0.39152,0.39373,0.3836,0.38624,29708.924,11502.16228436
1662685200,2022-09-09 01:00:00,UOS/USDT,0.3991,0.4,0.38883,0.39129,47939.6966,18968.376596319
1662681600,2022-09-09 00:00:00,UOS/USDT,0.38274,0.4,0.38115,0.399,71823.1064,28301.54828162
1662678000,2022-09-08 23:00:00,UOS/USDT,0.38492,0.38824,0.38115,0.38118,10247.5464,3942.777848363
1662674400,2022-09-08 22:00:00,UOS/USDT,0.38329,0.40267,0.38206,0.38492,49226.6313,19290.757169332
1662670800,2022-09-08 21:00:00,UOS/USDT,0.38274,0.38585,0.38224,0.385,37972.8802,14562.31064622
1662667200,2022-09-08 20:00:00,UOS/USDT,0.38223,0.38407,0.38166,0.38395,17581.47364684,6723.05756583488
1662663600,2022-09-08 19:00:00,UOS/USDT,0.38668,0.39367,0.38109,0.38223,82288.1373,31685.982575641
1662660000,2022-09-08 18:00:00,UOS/USDT,0.37634,0.4,0.3726,0.38666,460665.3279,178684.570464743
1662656400,2022-09-08 17:00:00,UOS/USDT,0.36973,0.37796,0.36779,0.37545,58398.7153,21832.617746476
1662652800,2022-09-08 16:00:00,UOS/USDT,0.36783,0.3741,0.36526,0.36974,28417.1915,10472.689131719
1662649200,2022-09-08 15:00:00,UOS/USDT,0.36865,0.377,0.36731,0.36783,41954.1915,15658.456842959
1662645600,2022-09-08 14:00:00,UOS/USDT,0.36618,0.37043,0.36513,0.36862,21554.9164,7909.598615307
1662642000,2022-09-08 13:00:00,UOS/USDT,0.36676,0.37795,0.36515,0.36618,42455.2835,15679.168562873
1662638400,2022-09-08 12:00:00,UOS/USDT,0.36779,0.36856,0.36502,0.36697,23758.064,8696.583564201
1662634800,2022-09-08 11:00:00,UOS/USDT,0.36628,0.37227,0.36525,0.36718,22409.7439,8246.004102351
1662631200,2022-09-08 10:00:00,UOS/USDT,0.36681,0.36858,0.36517,0.3675,32680.4082,11979.12650903
1662627600,2022-09-08 09:00:00,UOS/USDT,0.36801,0.36876,0.36599,0.3668,13267.4245,4865.087978629
1662624000,2022-09-08 08:00:00,UOS/USDT,0.366,0.37796,0.366,0.36801,63671.9246,23794.533351527
1662620400,2022-09-08 07:00:00,UOS/USDT,0.3652,0.36799,0.36517,0.366,9505.2684,3481.991085469
1662616800,2022-09-08 06:00:00,UOS/USDT,0.36579,0.37,0.3651,0.36513,46968.2655,17235.967380833
1662613200,2022-09-08 05:00:00,UOS/USDT,0.36769,0.37084,0.3651,0.36579,62342.1573,22837.738014081
