https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WBTC,Volume USD
1663459200,2022-09-18,WBTC/USD,19355.2,19355.2,19355.2,19355.2,0.000891,17.2454832
1663027200,2022-09-13,WBTC/USD,22300.0,22464.0,20749.2,20749.2,0.007763,161.0760396
1662940800,2022-09-12,WBTC/USD,21800.0,22300.0,21800.0,21940.0,0.008552,187.63088000000002
1662854400,2022-09-11,WBTC/USD,21800.0,21803.3,21800.0,21803.3,0.003552,77.4453216
1662768000,2022-09-10,WBTC/USD,21600.0,21600.0,21579.2,21579.2,0.00076,16.400192
1662681600,2022-09-09,WBTC/USD,19970.4,20996.9,19970.4,20996.9,0.008052,169.0670388
1662595200,2022-09-08,WBTC/USD,18697.6,18697.6,18697.6,18697.6,0.009847,184.11526719999998
1662422400,2022-09-06,WBTC/USD,19380.1,19380.1,19202.3,19202.3,0.00076,14.593748
1661990400,2022-09-01,WBTC/USD,19970.4,19970.4,19970.4,19970.4,0.00038,7.588752000000001
1661904000,2022-08-31,WBTC/USD,20849.9,20849.9,20849.9,20849.9,0.001035,21.5796465
1661817600,2022-08-30,WBTC/USD,20849.9,20849.9,19970.4,19970.4,0.001131,22.586522400000003
1661558400,2022-08-27,WBTC/USD,21600.0,23734.7,20003.1,20003.1,0.008848,176.98742879999998
1661472000,2022-08-26,WBTC/USD,21800.0,21800.0,20769.2,21600.0,0.003736,80.69760000000001
1661299200,2022-08-24,WBTC/USD,20844.5,22442.4,20844.5,21556.1,0.008066,173.87150259999999
1660953600,2022-08-20,WBTC/USD,21799.9,21799.9,21799.9,21799.9,0.000382,8.327561800000002
1660867200,2022-08-19,WBTC/USD,22152.0,22152.0,20961.5,20961.5,0.00684,143.37666
1660521600,2022-08-15,WBTC/USD,22752.5,22752.5,22752.5,22752.5,0.002,45.505
1660435200,2022-08-14,WBTC/USD,25226.5,25226.5,25226.5,25226.5,0.002,50.453
1660348800,2022-08-13,WBTC/USD,25092.4,25092.4,23789.2,23789.2,0.002324,55.28610080000001
1660262400,2022-08-12,WBTC/USD,25449.9,25449.9,23255.6,23255.6,0.004,93.02239999999999
1660176000,2022-08-11,WBTC/USD,24705.3,24715.0,24705.3,24715.0,0.003412,84.32758
1659830400,2022-08-07,WBTC/USD,22875.0,23038.1,22875.0,23038.1,0.001519,34.994873899999995
1659744000,2022-08-06,WBTC/USD,23621.6,23621.6,23621.6,23621.6,0.000422,9.9683152
1659657600,2022-08-05,WBTC/USD,23250.0,27825.0,23250.0,27825.0,0.006402,178.13565
1659225600,2022-07-31,WBTC/USD,23084.8,23084.8,23084.8,23084.8,0.000458,10.5728384
1659139200,2022-07-30,WBTC/USD,24770.2,24770.2,23452.2,23452.2,0.000943,22.1154246
1659052800,2022-07-29,WBTC/USD,22861.7,22861.7,22861.7,22861.7,0.00046,10.516382
1658966400,2022-07-28,WBTC/USD,22821.8,22821.8,22821.8,22821.8,0.0019,43.361419999999995
1658880000,2022-07-27,WBTC/USD,21836.9,22152.0,21836.9,22152.0,0.00241,53.38632
1658793600,2022-07-26,WBTC/USD,21300.0,21300.0,21100.0,21100.0,0.00304,64.144
1658448000,2022-07-22,WBTC/USD,23142.3,23142.3,22173.5,22173.5,0.00173,38.360155
1658361600,2022-07-21,WBTC/USD,23024.4,23024.4,23024.4,23024.4,0.00045,10.36098
1658275200,2022-07-20,WBTC/USD,23299.6,23767.2,22871.6,23423.0,0.024807,581.054361
1658188800,2022-07-19,WBTC/USD,22442.4,23585.0,22442.4,22501.3,0.002782,62.5986166
1658102400,2022-07-18,WBTC/USD,21600.0,22672.0,21579.2,21600.0,0.007883,170.2728
1658016000,2022-07-17,WBTC/USD,21579.2,21579.2,21579.2,21579.2,0.000759,16.378612800000003
1657929600,2022-07-16,WBTC/USD,21579.2,21579.2,21100.0,21100.0,0.003501,73.8711
1657843200,2022-07-15,WBTC/USD,20769.2,21053.8,20769.2,20961.5,0.00114,23.89611
1657756800,2022-07-14,WBTC/USD,20769.2,20769.2,20769.2,20769.2,0.00038,7.892296000000001
1657584000,2022-07-12,WBTC/USD,19970.4,19970.4,19970.4,19970.4,0.00038,7.588752000000001
1657497600,2022-07-11,WBTC/USD,20769.2,20795.2,20749.2,20795.2,0.001309,27.2209168
1657411200,2022-07-10,WBTC/USD,21300.0,21300.0,21300.0,21300.0,0.00038,8.094000000000001
1657324800,2022-07-09,WBTC/USD,21834.9,21834.9,21834.9,21834.9,0.000549,11.987360100000002
1657238400,2022-07-08,WBTC/USD,21944.0,22152.0,21361.9,21361.9,0.004544,97.06847360000002
1657152000,2022-07-07,WBTC/USD,19667.4,21400.0,19667.0,21400.0,0.013338,285.4332
1656979200,2022-07-05,WBTC/USD,20288.5,20298.9,19508.2,20298.9,0.00342,69.42223800000001
1656806400,2022-07-03,WBTC/USD,19610.9,19610.9,19508.2,19508.2,0.00152,29.652464000000002
1656720000,2022-07-02,WBTC/USD,18077.3,18077.3,17444.0,17444.0,0.025975,453.10790000000003
1656547200,2022-06-30,WBTC/USD,18780.0,18780.0,18780.0,18780.0,0.004447,83.51466
1656460800,2022-06-29,WBTC/USD,20288.5,20288.5,19895.3,19895.3,0.00045,8.952885
1656288000,2022-06-27,WBTC/USD,20731.2,20731.2,20729.0,20729.0,0.00085,17.61965
1656201600,2022-06-26,WBTC/USD,20839.7,20839.7,20839.7,20839.7,0.00022,4.584734
1656028800,2022-06-24,WBTC/USD,21382.7,21849.9,20534.7,21594.9,0.00845,182.476905
1655942400,2022-06-23,WBTC/USD,20892.9,21100.0,19648.8,21100.0,0.00214,45.153999999999996
1655856000,2022-06-22,WBTC/USD,20480.8,20696.8,20288.5,20696.8,0.00338,69.955184
1655769600,2022-06-21,WBTC/USD,21105.3,21300.0,20681.7,21189.7,0.00915,193.88575500000002
1655683200,2022-06-20,WBTC/USD,19804.4,21149.2,19693.2,20927.9,0.123336,2581.1634744000003
1655596800,2022-06-19,WBTC/USD,19508.2,20480.8,18807.4,20480.8,0.013329,272.9885832
1655510400,2022-06-18,WBTC/USD,19999.4,20480.8,18463.4,20149.8,0.038636,778.5076727999999
1655424000,2022-06-17,WBTC/USD,20061.6,21849.8,19806.2,21849.5,0.024525,535.8589875
1655337600,2022-06-16,WBTC/USD,22823.6,22850.0,20453.5,20574.4,0.065088,1339.1465472
1655251200,2022-06-15,WBTC/USD,22363.8,22849.9,20002.8,22500.3,0.103396,2326.4410188
1655164800,2022-06-14,WBTC/USD,21779.0,22872.1,21635.0,22360.9,0.175107,3915.5501163000004
1655078400,2022-06-13,WBTC/USD,26117.0,26117.0,21779.2,21779.3,0.035511,773.4047223
1654992000,2022-06-12,WBTC/USD,28000.0,28000.0,26725.0,26725.0,0.001379,36.853775
1654905600,2022-06-11,WBTC/USD,29779.6,36127.2,28000.2,28000.6,0.016866,472.25811959999993
1654819200,2022-06-10,WBTC/USD,29181.0,29683.7,27532.9,28890.8,0.01047,302.486676
1654732800,2022-06-09,WBTC/USD,31210.0,31210.0,30292.9,30292.9,0.00121,36.654409
1654646400,2022-06-08,WBTC/USD,30009.6,32015.4,29000.0,31000.0,0.063448,1966.8880000000001
1654560000,2022-06-07,WBTC/USD,30784.0,31504.4,22275.0,30525.7,0.050415,1538.9531655
1654473600,2022-06-06,WBTC/USD,29838.5,31346.4,29838.5,31346.4,0.0009,28.21176
1654387200,2022-06-05,WBTC/USD,31288.4,34737.7,29500.1,29824.9,0.034855,1039.5468895
1654300800,2022-06-04,WBTC/USD,30085.0,72000.0,29558.4,30784.0,0.107271,3302.230464
1654214400,2022-06-03,WBTC/USD,30059.3,31311.8,30059.3,31311.8,0.002697,84.44792460000001
1654128000,2022-06-02,WBTC/USD,28912.0,31956.9,28912.0,31304.5,0.061217,1916.3675765
1654041600,2022-06-01,WBTC/USD,30883.5,30883.5,29693.8,29693.8,0.00252,74.828376
1653955200,2022-05-31,WBTC/USD,31198.1,32118.8,30913.2,31505.3,0.036915,1163.0181495000002
1653868800,2022-05-30,WBTC/USD,29695.7,33401.6,29444.9,31956.5,0.018904,604.105676
1653782400,2022-05-29,WBTC/USD,28439.9,30016.8,27815.4,28713.9,0.086371,2480.0482569
1653696000,2022-05-28,WBTC/USD,28909.4,29686.2,27887.1,29591.6,0.137891,4080.4153156
1653609600,2022-05-27,WBTC/USD,28652.2,29655.7,27815.3,29655.7,0.220267,6532.1720718999995
1653523200,2022-05-26,WBTC/USD,29866.8,30281.7,28551.7,29692.6,0.018946,562.5559996
1653436800,2022-05-25,WBTC/USD,29694.5,30594.6,29186.5,29660.6,0.00723,214.446138
1653350400,2022-05-24,WBTC/USD,29375.9,30047.8,28530.7,29549.7,0.127932,3780.3522203999996
1652659200,2022-05-16,WBTC/USD,29696.0,29696.0,29693.8,29693.8,0.00147,43.649885999999995
1652572800,2022-05-15,WBTC/USD,30197.8,30883.8,30197.8,30883.8,0.00168,51.884784
1652486400,2022-05-14,WBTC/USD,28927.9,28927.9,28927.9,28927.9,0.00021,6.074859000000001
1652400000,2022-05-13,WBTC/USD,29696.0,30883.8,29693.8,29693.8,0.014749,437.95385619999996
1652313600,2022-05-12,WBTC/USD,27782.1,29695.9,27782.1,28551.7,0.007491,213.88078470000002
1652227200,2022-05-11,WBTC/USD,31434.4,31484.2,28176.5,28176.5,0.063545,1790.4756925000002
1652140800,2022-05-10,WBTC/USD,30085.0,32539.9,30085.0,30598.6,0.059051,1806.8779286
1652054400,2022-05-09,WBTC/USD,33841.5,33841.5,30222.1,30222.1,0.011269,340.57284489999995
1651968000,2022-05-08,WBTC/USD,34737.6,34739.7,34690.2,34690.2,0.00147,50.99459399999999
