https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MSWAP,Volume USDT
1663297200,2022-09-16 03:00:00,MSWAP/USDT,0.0007652,0.0007785,0.0007639,0.0007639,2009483.0889,1548.88040461418
1663293600,2022-09-16 02:00:00,MSWAP/USDT,0.00076,0.000766,0.00076,0.000766,2834476.237,2165.50483575545
1663290000,2022-09-16 01:00:00,MSWAP/USDT,0.0007661,0.0007691,0.000762,0.000762,1095878.4448,835.09831744486
1663286400,2022-09-16 00:00:00,MSWAP/USDT,0.0007697,0.0007697,0.0007588,0.000765,958845.81,736.85511758815
1663282800,2022-09-15 23:00:00,MSWAP/USDT,0.0007661,0.0007699,0.0007629,0.0007697,3445215.9882,2651.70318364804
1663279200,2022-09-15 22:00:00,MSWAP/USDT,0.0007621,0.000766,0.0007605,0.000766,3063403.57,2333.40355940474
1663275600,2022-09-15 21:00:00,MSWAP/USDT,0.0007698,0.0007699,0.0007698,0.0007698,4876225.1946,3753.72847629814
1663272000,2022-09-15 20:00:00,MSWAP/USDT,0.000764,0.0007698,0.00076,0.0007698,1238287.2758,944.435064315
1663268400,2022-09-15 19:00:00,MSWAP/USDT,0.0007604,0.0007641,0.0007593,0.000764,2167267.517,1650.20697555241
1663264800,2022-09-15 18:00:00,MSWAP/USDT,0.0007604,0.0007605,0.0007591,0.0007605,9118486.4816,6932.756117844
1663261200,2022-09-15 17:00:00,MSWAP/USDT,0.0007591,0.0007605,0.0007591,0.0007604,10207727.2888,7757.76645409176
1663257600,2022-09-15 16:00:00,MSWAP/USDT,0.0007589,0.0007592,0.0007588,0.0007591,7815718.7913,5932.21426305784
1663254000,2022-09-15 15:00:00,MSWAP/USDT,0.0007937,0.0007937,0.0007479,0.000759,9777953.333,7430.9309967251
1663250400,2022-09-15 14:00:00,MSWAP/USDT,0.0007889,0.0007968,0.0007887,0.0007887,5016514.6033,3963.94182883497
1663246800,2022-09-15 13:00:00,MSWAP/USDT,0.000798,0.000798,0.00078,0.0007889,20288407.8992,16030.61363660513
1663243200,2022-09-15 12:00:00,MSWAP/USDT,0.0008066,0.0008098,0.0007901,0.000798,39788680.9829,31842.62798084634
1663239600,2022-09-15 11:00:00,MSWAP/USDT,0.0008055,0.0008101,0.0007986,0.0008066,25927989.9878,20880.18348153333
1663236000,2022-09-15 10:00:00,MSWAP/USDT,0.0008068,0.0008108,0.0008001,0.0008102,29038740.2258,23458.01152359073
1663232400,2022-09-15 09:00:00,MSWAP/USDT,0.0008153,0.0008153,0.0008001,0.0008001,8221730.6832,6640.69683329651
1663228800,2022-09-15 08:00:00,MSWAP/USDT,0.0008027,0.0008294,0.0008001,0.0008199,6189291.8094,5054.42442743743
1663225200,2022-09-15 07:00:00,MSWAP/USDT,0.0007957,0.0008026,0.0007957,0.0008026,708738.651,567.8322393486
1663221600,2022-09-15 06:00:00,MSWAP/USDT,0.0007957,0.0007957,0.0007957,0.0007957,853.0351,0.67876002907
1663218000,2022-09-15 05:00:00,MSWAP/USDT,0.0007944,0.00081,0.0007901,0.0007957,1141383.9612,914.87798684262
1663214400,2022-09-15 04:00:00,MSWAP/USDT,0.0007944,0.0008005,0.0007944,0.0008005,3016192.2419,2413.63940246762
1663210800,2022-09-15 03:00:00,MSWAP/USDT,0.0007985,0.0008004,0.0007901,0.0007901,176443.4447,140.67684767275
1663207200,2022-09-15 02:00:00,MSWAP/USDT,0.0007943,0.0008005,0.0007943,0.0007943,2712577.362,2158.13479363806
1663203600,2022-09-15 01:00:00,MSWAP/USDT,0.00079,0.0007943,0.00079,0.0007943,1250531.718,993.07410285739
1663200000,2022-09-15 00:00:00,MSWAP/USDT,0.00079,0.0007942,0.00079,0.0007942,880039.1072,695.35325783599
1663196400,2022-09-14 23:00:00,MSWAP/USDT,0.0007821,0.0007902,0.0007821,0.0007902,3313218.6415,2609.228289299
1663192800,2022-09-14 22:00:00,MSWAP/USDT,0.0007951,0.0007958,0.0007761,0.0007821,3020064.5389,2396.49156702018
1663189200,2022-09-14 21:00:00,MSWAP/USDT,0.0007978,0.0007978,0.00078,0.000795,5303975.422,4208.54486672323
1663185600,2022-09-14 20:00:00,MSWAP/USDT,0.0007903,0.0007979,0.000775,0.0007979,871380.3401,683.71424317657
1663182000,2022-09-14 19:00:00,MSWAP/USDT,0.0007618,0.0007947,0.0007618,0.0007947,1066434.6089,839.15226287289
1663178400,2022-09-14 18:00:00,MSWAP/USDT,0.0007864,0.0007899,0.00076,0.0007621,9597220.3673,7462.97171317704
1663174800,2022-09-14 17:00:00,MSWAP/USDT,0.0007869,0.0007947,0.0007726,0.0007864,9949996.5153,7833.50038732845
1663171200,2022-09-14 16:00:00,MSWAP/USDT,0.0007834,0.0007869,0.0007834,0.0007869,7499156.0642,5896.82675677337
1663167600,2022-09-14 15:00:00,MSWAP/USDT,0.0007818,0.0007835,0.0007818,0.0007835,9842277.3768,7710.04695698865
1663164000,2022-09-14 14:00:00,MSWAP/USDT,0.000774,0.0007819,0.000774,0.0007819,2403279.5096,1868.96503319753
1663160400,2022-09-14 13:00:00,MSWAP/USDT,0.0007862,0.0007948,0.00077,0.000774,22933910.1367,17831.37352668266
1663156800,2022-09-14 12:00:00,MSWAP/USDT,0.0007859,0.0007906,0.000766,0.0007906,31170654.9016,24322.94601686016
1663153200,2022-09-14 11:00:00,MSWAP/USDT,0.000776,0.0008006,0.0007712,0.0007859,35983087.8644,28196.20168816307
1663149600,2022-09-14 10:00:00,MSWAP/USDT,0.000775,0.0007768,0.0007701,0.0007761,30531639.5254,23688.77966106436
1663146000,2022-09-14 09:00:00,MSWAP/USDT,0.00075,0.000775,0.0007458,0.000775,8650381.542,6620.60714199477
1663142400,2022-09-14 08:00:00,MSWAP/USDT,0.000786,0.000786,0.0007458,0.00075,6582680.5355,5067.14469793255
1663138800,2022-09-14 07:00:00,MSWAP/USDT,0.0008031,0.00081,0.00078,0.0007862,1562785.8907,1228.42544224467
1663135200,2022-09-14 06:00:00,MSWAP/USDT,0.0008154,0.0008155,0.000803,0.000811,327588.678,265.07794092159
1663131600,2022-09-14 05:00:00,MSWAP/USDT,0.0008162,0.0008233,0.0008145,0.0008233,106576.4215,87.04885639623
1663128000,2022-09-14 04:00:00,MSWAP/USDT,0.0008191,0.0008191,0.0008145,0.0008154,3398607.2885,2772.03836176334
1663124400,2022-09-14 03:00:00,MSWAP/USDT,0.0008274,0.0008381,0.0008191,0.0008191,206681.5903,171.03824866077
1663120800,2022-09-14 02:00:00,MSWAP/USDT,0.0008281,0.0008281,0.000823,0.000823,18989.9354,15.65571221828
1663117200,2022-09-14 01:00:00,MSWAP/USDT,0.0008081,0.0008321,0.0008081,0.000822,3551916.4981,2948.33760914728
1663113600,2022-09-14 00:00:00,MSWAP/USDT,0.0008193,0.0008193,0.0008073,0.0008081,491166.9241,397.52838394473
1663110000,2022-09-13 23:00:00,MSWAP/USDT,0.00082,0.0008393,0.0008129,0.0008129,3238470.9226,2662.3508835286
1663106400,2022-09-13 22:00:00,MSWAP/USDT,0.0008324,0.0008324,0.000813,0.000813,2789123.9972,2271.86163824592
1663102800,2022-09-13 21:00:00,MSWAP/USDT,0.0008269,0.000861,0.000822,0.0008348,7749980.9392,6502.54030954368
1663099200,2022-09-13 20:00:00,MSWAP/USDT,0.0008195,0.0008308,0.000813,0.0008308,2015212.7474,1653.81077731292
1663095600,2022-09-13 19:00:00,MSWAP/USDT,0.0008083,0.0008195,0.0008002,0.000812,1215680.6263,986.31938373832
1663092000,2022-09-13 18:00:00,MSWAP/USDT,0.0008498,0.00086,0.0008045,0.0008111,4742203.0042,3891.80784635524
1663088400,2022-09-13 17:00:00,MSWAP/USDT,0.0008454,0.0008799,0.0008397,0.0008498,9371694.5634,8084.63524827174
1663084800,2022-09-13 16:00:00,MSWAP/USDT,0.0008201,0.00085,0.0008162,0.000838,7136459.9013,5894.37225451732
1663081200,2022-09-13 15:00:00,MSWAP/USDT,0.0007903,0.00084,0.0007903,0.0008159,4890620.415,4007.62085669095
1663077600,2022-09-13 14:00:00,MSWAP/USDT,0.0007873,0.0007902,0.0007873,0.0007902,6975495.2403,5509.01317081866
1663074000,2022-09-13 13:00:00,MSWAP/USDT,0.0007781,0.0007899,0.0007781,0.0007873,23404953.1786,18475.68873949886
1663070400,2022-09-13 12:00:00,MSWAP/USDT,0.00082,0.0008322,0.0007712,0.000772,28616580.5709,23531.04474256833
1663066800,2022-09-13 11:00:00,MSWAP/USDT,0.0007868,0.00082,0.0007781,0.00082,34745821.9153,27498.90523252727
1663063200,2022-09-13 10:00:00,MSWAP/USDT,0.0007855,0.0007869,0.0007781,0.0007868,31472415.8886,24723.21714581919
1663059600,2022-09-13 09:00:00,MSWAP/USDT,0.0007835,0.0007856,0.0007782,0.0007855,9836040.3128,7723.73385399088
1663056000,2022-09-13 08:00:00,MSWAP/USDT,0.000782,0.0007862,0.0007712,0.0007836,6708832.2255,5258.07450775707
1663052400,2022-09-13 07:00:00,MSWAP/USDT,0.0007978,0.0007978,0.0007781,0.0007781,2345415.9016,1864.15101925344
1663048800,2022-09-13 06:00:00,MSWAP/USDT,0.0007862,0.0007983,0.0007862,0.0007978,8141991.9024,6471.14954280936
1663045200,2022-09-13 05:00:00,MSWAP/USDT,0.0007983,0.0007984,0.0007801,0.0007861,950523.6437,749.74424816574
1663041600,2022-09-13 04:00:00,MSWAP/USDT,0.0007903,0.0008029,0.0007869,0.0007983,1151900.5242,916.15824685385
1663038000,2022-09-13 03:00:00,MSWAP/USDT,0.0007821,0.0007951,0.0007821,0.0007951,652089.0588,513.1264083055
1663034400,2022-09-13 02:00:00,MSWAP/USDT,0.0007781,0.000782,0.0007781,0.000782,1273267.4048,995.40529928365
1663030800,2022-09-13 01:00:00,MSWAP/USDT,0.0007742,0.0007781,0.0007647,0.0007781,340129.3154,261.43007985596
1663027200,2022-09-13 00:00:00,MSWAP/USDT,0.0007822,0.0007822,0.0007707,0.0007781,511973.3189,395.42117791634
1663023600,2022-09-12 23:00:00,MSWAP/USDT,0.0007862,0.0007897,0.0007756,0.0007897,566329.1829,444.73655851144
1663020000,2022-09-12 22:00:00,MSWAP/USDT,0.0007821,0.0007934,0.000782,0.0007934,451578.9038,354.64920520181
1663016400,2022-09-12 21:00:00,MSWAP/USDT,0.0008083,0.0008083,0.0007635,0.0007821,6383401.2762,4937.67072334494
1663012800,2022-09-12 20:00:00,MSWAP/USDT,0.0008069,0.0008086,0.0008,0.0008084,2632828.51,2123.90055015979
1663009200,2022-09-12 19:00:00,MSWAP/USDT,0.0008152,0.0008152,0.0008,0.0008117,2119262.8752,1717.4927156579
1663005600,2022-09-12 18:00:00,MSWAP/USDT,0.0008183,0.0008219,0.0008153,0.0008153,2574142.5855,2109.16040904901
1663002000,2022-09-12 17:00:00,MSWAP/USDT,0.0008197,0.0008208,0.0008183,0.0008208,11141165.0393,9132.15754307953
1662998400,2022-09-12 16:00:00,MSWAP/USDT,0.0008281,0.0008281,0.0008095,0.0008199,6464152.8995,5284.00783295029
1662994800,2022-09-12 15:00:00,MSWAP/USDT,0.0008663,0.0008663,0.000822,0.000828,4557427.4422,3798.03995045411
1662991200,2022-09-12 14:00:00,MSWAP/USDT,0.0008323,0.0008837,0.0008323,0.000867,6946289.5751,5899.44123536097
1662987600,2022-09-12 13:00:00,MSWAP/USDT,0.000803,0.0008397,0.000803,0.00083,22948161.2785,18797.20421750391
1662984000,2022-09-12 12:00:00,MSWAP/USDT,0.0008076,0.0008097,0.0008,0.0008094,26627112.5755,21518.83193181522
1662980400,2022-09-12 11:00:00,MSWAP/USDT,0.0008084,0.0008087,0.0008,0.0008076,30783882.3678,24880.95010729348
1662976800,2022-09-12 10:00:00,MSWAP/USDT,0.0008025,0.0008102,0.0008003,0.0008084,35091538.1578,28318.43699935326
1662973200,2022-09-12 09:00:00,MSWAP/USDT,0.0007984,0.0008145,0.00079,0.0008025,10057169.3431,8087.17939020707
1662969600,2022-09-12 08:00:00,MSWAP/USDT,0.0008358,0.0008358,0.00079,0.0007961,6426166.4595,5254.59293818049
1662966000,2022-09-12 07:00:00,MSWAP/USDT,0.0008367,0.0008409,0.0008257,0.0008358,2618508.6937,2172.45269874209
1662962400,2022-09-12 06:00:00,MSWAP/USDT,0.0008246,0.0008498,0.0008246,0.0008367,3861315.764,3224.68079492928
1662958800,2022-09-12 05:00:00,MSWAP/USDT,0.0008195,0.0008248,0.0008195,0.0008246,4756856.9455,3922.54158185269
1662955200,2022-09-12 04:00:00,MSWAP/USDT,0.0008111,0.0008265,0.0008111,0.0008194,1176055.4974,966.73000430159
1662951600,2022-09-12 03:00:00,MSWAP/USDT,0.0008268,0.0008269,0.0008028,0.0008028,825542.2314,671.42013316661
1662948000,2022-09-12 02:00:00,MSWAP/USDT,0.0008124,0.0008269,0.0008104,0.0008268,1263495.6008,1041.11758075764
1662944400,2022-09-12 01:00:00,MSWAP/USDT,0.0008294,0.0008294,0.0008127,0.000813,872468.7299,720.50177017109
1662940800,2022-09-12 00:00:00,MSWAP/USDT,0.000828,0.0008295,0.0008195,0.0008294,2625195.8911,2176.10933699671
1662937200,2022-09-11 23:00:00,MSWAP/USDT,0.0008269,0.0008281,0.0008269,0.0008281,1620904.4794,1340.33304087581
1662933600,2022-09-11 22:00:00,MSWAP/USDT,0.00083,0.00083,0.0008153,0.0008269,1583114.9289,1310.88765420332
1662930000,2022-09-11 21:00:00,MSWAP/USDT,0.0008269,0.0008303,0.0008269,0.0008301,995121.6267,825.28124408099
1662926400,2022-09-11 20:00:00,MSWAP/USDT,0.0008264,0.0008269,0.0008195,0.0008268,2337697.0389,1932.61151644467
1662922800,2022-09-11 19:00:00,MSWAP/USDT,0.0008262,0.0008264,0.0008137,0.0008264,2080125.5846,1713.71810166304
1662919200,2022-09-11 18:00:00,MSWAP/USDT,0.0008308,0.0008308,0.0008261,0.0008263,3269473.9255,2708.8316645138
1662915600,2022-09-11 17:00:00,MSWAP/USDT,0.0008312,0.0008313,0.0008258,0.0008309,10023556.8232,8328.62898187352
1662912000,2022-09-11 16:00:00,MSWAP/USDT,0.000833,0.000833,0.000827,0.0008312,6754680.2611,5617.22486534195
1662908400,2022-09-11 15:00:00,MSWAP/USDT,0.0008308,0.0008419,0.0008078,0.000833,6072016.6556,5053.48666307282
1662904800,2022-09-11 14:00:00,MSWAP/USDT,0.0008396,0.0008454,0.0008048,0.0008308,4667786.6365,3881.46535880349
1662901200,2022-09-11 13:00:00,MSWAP/USDT,0.0008661,0.0008661,0.0008396,0.0008396,22690896.8687,19456.21512371553
1662897600,2022-09-11 12:00:00,MSWAP/USDT,0.0008676,0.0008677,0.0008497,0.000866,23478971.6854,20156.63365493929
1662894000,2022-09-11 11:00:00,MSWAP/USDT,0.000878,0.0009012,0.0008538,0.0008676,29433066.497,26136.31123641606
1662890400,2022-09-11 10:00:00,MSWAP/USDT,0.0008669,0.000878,0.00086,0.0008779,22681973.7787,19791.04203896129
1662886800,2022-09-11 09:00:00,MSWAP/USDT,0.0008588,0.0008669,0.0008497,0.0008669,20526777.5211,17717.35840782186
1662883200,2022-09-11 08:00:00,MSWAP/USDT,0.0008519,0.0008632,0.0008499,0.0008632,4669030.0123,4006.12859375447
1662879600,2022-09-11 07:00:00,MSWAP/USDT,0.0008443,0.000861,0.0008443,0.0008519,5664789.0496,4852.54796437988
1662876000,2022-09-11 06:00:00,MSWAP/USDT,0.0008437,0.0008443,0.0008342,0.0008443,727415.6173,613.91079914817
1662872400,2022-09-11 05:00:00,MSWAP/USDT,0.0008382,0.0008442,0.000833,0.0008437,4842768.7682,4085.6692672329
1662868800,2022-09-11 04:00:00,MSWAP/USDT,0.0008414,0.0008444,0.0008358,0.0008441,1805423.2808,1523.86062314993
1662865200,2022-09-11 03:00:00,MSWAP/USDT,0.0008414,0.0008499,0.0008348,0.0008414,241123.3456,204.20317007556
1662861600,2022-09-11 02:00:00,MSWAP/USDT,0.0008414,0.0008498,0.000833,0.000833,1265034.9074,1062.35659526012
1662858000,2022-09-11 01:00:00,MSWAP/USDT,0.0008453,0.0008454,0.0008453,0.0008454,728045.532,615.4261341185
1662854400,2022-09-11 00:00:00,MSWAP/USDT,0.0008498,0.0008515,0.0008332,0.0008455,2586813.917,2192.96424380964
1662850800,2022-09-10 23:00:00,MSWAP/USDT,0.00086,0.00086,0.0008433,0.0008495,1536142.4739,1307.55974878741
1662847200,2022-09-10 22:00:00,MSWAP/USDT,0.0008552,0.0008628,0.0008497,0.00086,1588527.8193,1368.12989329491
1662843600,2022-09-10 21:00:00,MSWAP/USDT,0.0008632,0.0008723,0.0008543,0.0008552,956585.8533,821.6340203218
1662840000,2022-09-10 20:00:00,MSWAP/USDT,0.0008606,0.0008706,0.0008542,0.0008706,2150177.6984,1849.6347478297
1662836400,2022-09-10 19:00:00,MSWAP/USDT,0.0008612,0.0008612,0.0008543,0.0008607,2010971.7889,1731.571132792
1662832800,2022-09-10 18:00:00,MSWAP/USDT,0.0008586,0.0008619,0.0008543,0.0008543,3174221.0862,2732.47411972959
1662829200,2022-09-10 17:00:00,MSWAP/USDT,0.000833,0.00086,0.000833,0.0008543,9708895.6826,8230.55157089652
1662825600,2022-09-10 16:00:00,MSWAP/USDT,0.0008767,0.0008789,0.000833,0.000833,6661708.0484,5701.45855136155
1662822000,2022-09-10 15:00:00,MSWAP/USDT,0.0008238,0.0008789,0.0008238,0.0008722,5663968.6585,4815.17430008562
1662818400,2022-09-10 14:00:00,MSWAP/USDT,0.0008678,0.0008711,0.0008177,0.0008238,4330648.5195,3644.00436008584
1662814800,2022-09-10 13:00:00,MSWAP/USDT,0.0008631,0.0008789,0.00084,0.0008678,16111105.8102,13873.9354310207
1662811200,2022-09-10 12:00:00,MSWAP/USDT,0.0008705,0.00088,0.0008549,0.0008549,29252911.2306,25419.27258658994
1662807600,2022-09-10 11:00:00,MSWAP/USDT,0.0008521,0.0008749,0.0008521,0.0008705,27531122.1647,23939.81685382349
1662804000,2022-09-10 10:00:00,MSWAP/USDT,0.0008579,0.0008631,0.0008501,0.0008521,25524684.7884,22005.61871972109
1662800400,2022-09-10 09:00:00,MSWAP/USDT,0.000853,0.0008662,0.0008506,0.0008579,21430921.9487,18446.84044662341
1662796800,2022-09-10 08:00:00,MSWAP/USDT,0.0008721,0.0008721,0.0008534,0.0008543,4732084.734,4117.69670239521
1662793200,2022-09-10 07:00:00,MSWAP/USDT,0.0008595,0.0008798,0.0008549,0.0008721,6053163.1075,5283.98829113671
1662789600,2022-09-10 06:00:00,MSWAP/USDT,0.0008677,0.0008749,0.0008595,0.0008597,259681.8295,224.84784543616
1662786000,2022-09-10 05:00:00,MSWAP/USDT,0.0008573,0.0008736,0.00084,0.0008736,4671918.8115,4034.43078018303
1662782400,2022-09-10 04:00:00,MSWAP/USDT,0.0008582,0.0008587,0.0008485,0.0008584,2143869.8509,1839.94986153321
1662778800,2022-09-10 03:00:00,MSWAP/USDT,0.0008545,0.0008582,0.0008545,0.0008573,48114.3852,41.25378556449
1662775200,2022-09-10 02:00:00,MSWAP/USDT,0.0008587,0.0008637,0.0008439,0.0008544,1034936.9189,878.12314849582
1662771600,2022-09-10 01:00:00,MSWAP/USDT,0.0008502,0.0008587,0.0008486,0.0008582,675534.8578,574.50315106981
1662768000,2022-09-10 00:00:00,MSWAP/USDT,0.0008668,0.0008708,0.0008501,0.0008582,3124275.3261,2680.20391283426
1662764400,2022-09-09 23:00:00,MSWAP/USDT,0.0008631,0.0008786,0.0008591,0.0008668,1222984.3284,1059.08926709136
1662760800,2022-09-09 22:00:00,MSWAP/USDT,0.0008708,0.0008708,0.000855,0.0008631,1284918.1452,1105.9814310268
1662757200,2022-09-09 21:00:00,MSWAP/USDT,0.000871,0.0008767,0.000871,0.000871,1984377.6963,1736.85644281336
1662753600,2022-09-09 20:00:00,MSWAP/USDT,0.0008773,0.0008799,0.0008682,0.0008693,1058634.737,929.44442303652
1662750000,2022-09-09 19:00:00,MSWAP/USDT,0.0008767,0.000883,0.0008678,0.0008767,1771012.859,1559.35254790533
1662746400,2022-09-09 18:00:00,MSWAP/USDT,0.0008874,0.0008887,0.0008677,0.0008766,3453686.1048,3034.65940717359
1662742800,2022-09-09 17:00:00,MSWAP/USDT,0.0008859,0.0008888,0.0008799,0.0008874,9743613.7699,8622.68367950037
1662739200,2022-09-09 16:00:00,MSWAP/USDT,0.00088,0.0008895,0.0008786,0.00088,8470185.0208,7498.9151994003
1662735600,2022-09-09 15:00:00,MSWAP/USDT,0.000895,0.0008961,0.0008678,0.0008782,3948849.7996,3501.67236435251
1662732000,2022-09-09 14:00:00,MSWAP/USDT,0.0008612,0.0009014,0.0008612,0.0008895,5099233.9181,4499.43415308236
1662728400,2022-09-09 13:00:00,MSWAP/USDT,0.0009091,0.0009091,0.0008543,0.0008543,13595093.949,11950.54364220956
1662724800,2022-09-09 12:00:00,MSWAP/USDT,0.0009618,0.0009622,0.0009012,0.0009092,27085163.3696,25106.92497081864
1662721200,2022-09-09 11:00:00,MSWAP/USDT,0.0009863,0.0009866,0.0009357,0.0009618,24848433.3995,24289.04441062091
1662717600,2022-09-09 10:00:00,MSWAP/USDT,0.000967,0.0009866,0.0009634,0.0009863,17247393.586,16863.03907434612
1662714000,2022-09-09 09:00:00,MSWAP/USDT,0.00094,0.0009726,0.0009068,0.000967,25211649.5879,23970.56248890369
1662710400,2022-09-09 08:00:00,MSWAP/USDT,0.00092,0.0009461,0.0009171,0.00094,3730003.3131,3470.68072230712
1662706800,2022-09-09 07:00:00,MSWAP/USDT,0.000854,0.000925,0.0008511,0.000925,9217940.4582,8037.06522767179
1662703200,2022-09-09 06:00:00,MSWAP/USDT,0.000858,0.0008582,0.0008464,0.0008543,368091.0361,314.16219887165
