https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRX,Volume BTC
1663459200,2022-09-18 00:00:00,TRX/BTC,0.000003099,0.000003107,0.000003092,0.000003093,12463.57933189,0.03865004211188656
1663372800,2022-09-17 00:00:00,TRX/BTC,0.000003098,0.000003114,0.000003074,0.000003097,1963758.40843675,6.0779587854364269
1663286400,2022-09-16 00:00:00,TRX/BTC,0.000003111,0.000003139,0.000003081,0.000003098,1632561.45293549,5.07602739691986138
1663200000,2022-09-15 00:00:00,TRX/BTC,0.000003047,0.000003117,0.000003024,0.000003113,1543400.60899083,4.72996075971894526
1663113600,2022-09-14 00:00:00,TRX/BTC,0.000003007,0.0000031,0.000002985,0.000003049,2082236.8594462,6.34127442597806746
1663027200,2022-09-13 00:00:00,TRX/BTC,0.000002853,0.000003059,0.000002806,0.000003006,2901999.58808948,8.43411860560160318
1662940800,2022-09-12 00:00:00,TRX/BTC,0.000002941,0.00000296,0.000002831,0.000002853,2096484.99482375,6.06522960988616934
1662854400,2022-09-11 00:00:00,TRX/BTC,0.000002991,0.000003011,0.000002937,0.000002943,2119718.57388259,6.29024260994534352
1662768000,2022-09-10 00:00:00,TRX/BTC,0.000002969,0.000003024,0.000002943,0.00000299,3457770.58965038,10.33233788548444194
1662681600,2022-09-09 00:00:00,TRX/BTC,0.00000317,0.000003175,0.00000295,0.000002968,2711685.13845709,8.21437942962954128
1662595200,2022-09-08 00:00:00,TRX/BTC,0.000003205,0.000003205,0.000003124,0.00000317,2498012.25576496,7.89454502145358929
1662508800,2022-09-07 00:00:00,TRX/BTC,0.000003229,0.000003252,0.000003179,0.000003205,1540524.7770495,4.95586649549838558
1662422400,2022-09-06 00:00:00,TRX/BTC,0.000003181,0.000003247,0.000003144,0.000003231,2267314.5756462,7.27793677670488245
1662336000,2022-09-05 00:00:00,TRX/BTC,0.000003176,0.000003196,0.000003154,0.000003182,1567726.3259474,4.98035067753982779
1662249600,2022-09-04 00:00:00,TRX/BTC,0.000003184,0.000003207,0.00000316,0.000003178,1217209.6610822,3.87967840094623479
1662163200,2022-09-03 00:00:00,TRX/BTC,0.000003137,0.000003195,0.00000313,0.000003184,767147.89986694,2.43385246670554147
1662076800,2022-09-02 00:00:00,TRX/BTC,0.000003145,0.000003161,0.000003109,0.000003137,1118807.53869682,3.50468814449113028
1661990400,2022-09-01 00:00:00,TRX/BTC,0.00000316,0.000003177,0.000003131,0.000003143,1772047.00919658,5.58653779712243193
1661904000,2022-08-31 00:00:00,TRX/BTC,0.000003266,0.000003269,0.000003133,0.00000316,2746788.79851165,8.71850495081056441
1661817600,2022-08-30 00:00:00,TRX/BTC,0.000003125,0.000003359,0.000003082,0.000003268,3286146.85941751,10.54263614114948096
1661731200,2022-08-29 00:00:00,TRX/BTC,0.000003139,0.000003139,0.000003088,0.000003124,1459445.60799645,4.55420516517537861
1661644800,2022-08-28 00:00:00,TRX/BTC,0.00000314,0.000003149,0.000003112,0.00000314,1621160.34276382,5.07993290571890569
1661558400,2022-08-27 00:00:00,TRX/BTC,0.000003042,0.000003149,0.000003039,0.000003141,2083203.0286793,6.44630313876929355
1661472000,2022-08-26 00:00:00,TRX/BTC,0.000003038,0.00000308,0.000002995,0.00000304,2730344.90293716,8.28311144628311431
1661385600,2022-08-25 00:00:00,TRX/BTC,0.000003033,0.000003042,0.000003005,0.000003037,623145.91050764,1.88380863569190848
1661299200,2022-08-24 00:00:00,TRX/BTC,0.000003081,0.000003094,0.000002999,0.000003034,1898922.91493772,5.7749871484696796
1661212800,2022-08-23 00:00:00,TRX/BTC,0.000003067,0.000003134,0.000003053,0.000003081,1793238.11641095,5.53172507590357126
