https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume USDT
1663462800,2022-09-18 01:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,8.822,8.7399554
1663459200,2022-09-18 00:00:00,CEUR/USDT,0.9976,0.9986,0.9907,0.9907,501.1557,496.57341363
1663455600,2022-09-17 23:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,0,0
1663452000,2022-09-17 22:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,0,0
1663448400,2022-09-17 21:00:00,CEUR/USDT,0.9974,1.0008,0.9907,0.9907,3813.4191,3797.84502547
1663444800,2022-09-17 20:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,1.0798,1.06975786
1663441200,2022-09-17 19:00:00,CEUR/USDT,0.9911,0.9966,0.9908,0.9966,141.6443,140.93550938
1663437600,2022-09-17 18:00:00,CEUR/USDT,0.9914,0.9914,0.9914,0.9914,0,0
1663434000,2022-09-17 17:00:00,CEUR/USDT,0.9931,0.9931,0.9914,0.9914,584.8501,580.08763618
1663430400,2022-09-17 16:00:00,CEUR/USDT,0.9996,0.9997,0.9996,0.9997,106.2758,106.24099773
1663426800,2022-09-17 15:00:00,CEUR/USDT,0.999,0.999,0.9931,0.9931,501.7753,498.37389248
1663423200,2022-09-17 14:00:00,CEUR/USDT,0.9958,0.9958,0.9932,0.9933,403.2575,400.55744874
1663419600,2022-09-17 13:00:00,CEUR/USDT,0.9958,0.9958,0.9958,0.9958,0,0
1663416000,2022-09-17 12:00:00,CEUR/USDT,0.9958,0.9958,0.9958,0.9958,559.5368,557.18674544
1663412400,2022-09-17 11:00:00,CEUR/USDT,0.9935,1,0.9935,1,3327.8717,3317.22907282
1663408800,2022-09-17 10:00:00,CEUR/USDT,0.9944,0.9944,0.9936,0.9939,20.2115,20.08809623
1663405200,2022-09-17 09:00:00,CEUR/USDT,0.9868,0.9868,0.9868,0.9868,0,0
1663401600,2022-09-17 08:00:00,CEUR/USDT,0.989,0.989,0.9868,0.9868,146.2546,144.39401927
1663398000,2022-09-17 07:00:00,CEUR/USDT,0.995,0.995,0.995,0.995,0,0
1663394400,2022-09-17 06:00:00,CEUR/USDT,0.996,0.9964,0.995,0.995,98.3969,98.01991274
1663390800,2022-09-17 05:00:00,CEUR/USDT,0.989,0.9949,0.9881,0.9949,1000.4005,988.61320571
1663387200,2022-09-17 04:00:00,CEUR/USDT,0.992,0.9964,0.9909,0.9964,301.6837,299.14221176
1663383600,2022-09-17 03:00:00,CEUR/USDT,0.992,0.992,0.992,0.992,0,0
1663380000,2022-09-17 02:00:00,CEUR/USDT,0.992,0.9964,0.992,0.992,118.1554,117.63686988
1663376400,2022-09-17 01:00:00,CEUR/USDT,0.995,0.995,0.995,0.995,0,0
1663372800,2022-09-17 00:00:00,CEUR/USDT,0.995,0.995,0.995,0.995,111.7335,111.1748325
1663369200,2022-09-16 23:00:00,CEUR/USDT,0.992,0.992,0.992,0.992,0,0
1663365600,2022-09-16 22:00:00,CEUR/USDT,0.992,0.992,0.992,0.992,619.9592,614.9995264
1663362000,2022-09-16 21:00:00,CEUR/USDT,0.9948,0.9949,0.9948,0.9949,133.2542,132.56917014
1663358400,2022-09-16 20:00:00,CEUR/USDT,0.992,0.992,0.992,0.992,634.8647,629.7857824
1663354800,2022-09-16 19:00:00,CEUR/USDT,0.994,0.995,0.994,0.995,145.5739,144.8452675
1663351200,2022-09-16 18:00:00,CEUR/USDT,0.992,0.992,0.992,0.992,0,0
1663347600,2022-09-16 17:00:00,CEUR/USDT,0.9892,0.992,0.9892,0.992,850.7489,843.92037272
1663344000,2022-09-16 16:00:00,CEUR/USDT,0.9874,0.9874,0.9874,0.9874,0,0
1663340400,2022-09-16 15:00:00,CEUR/USDT,0.9878,0.9892,0.9874,0.9874,1054.4817,1042.9953313
1663336800,2022-09-16 14:00:00,CEUR/USDT,0.9895,0.9944,0.9875,0.9892,1771.83,1753.561294
1663333200,2022-09-16 13:00:00,CEUR/USDT,0.9943,0.9944,0.9943,0.9944,103.8955,103.30401699
1663329600,2022-09-16 12:00:00,CEUR/USDT,0.988,0.988,0.988,0.988,99.9812,98.7814256
1663326000,2022-09-16 11:00:00,CEUR/USDT,0.9889,0.9889,0.9889,0.9889,2.257,2.2319473
1663322400,2022-09-16 10:00:00,CEUR/USDT,0.9878,0.9879,0.9878,0.9879,27.7082,27.37017041
1663318800,2022-09-16 09:00:00,CEUR/USDT,0.9919,0.9943,0.9861,0.9943,2201.7904,2187.96063138
1663315200,2022-09-16 08:00:00,CEUR/USDT,0.9874,0.994,0.9851,0.9851,209.4896,207.3594972
1663311600,2022-09-16 07:00:00,CEUR/USDT,0.9854,0.9854,0.9854,0.9854,0.1158,0.11410932
1663308000,2022-09-16 06:00:00,CEUR/USDT,0.9864,0.9864,0.9864,0.9864,0.1219,0.12024216
1663304400,2022-09-16 05:00:00,CEUR/USDT,0.9891,0.9891,0.9854,0.9865,5.3605,5.2837653
1663300800,2022-09-16 04:00:00,CEUR/USDT,0.99,0.99,0.99,0.99,250,247.5
1663297200,2022-09-16 03:00:00,CEUR/USDT,0.9883,0.9883,0.9883,0.9883,383.361,378.8756763
1663293600,2022-09-16 02:00:00,CEUR/USDT,0.9882,0.9943,0.9852,0.9943,10.5818,10.46797803
1663290000,2022-09-16 01:00:00,CEUR/USDT,0.9916,0.9916,0.9916,0.9916,1.6376,1.62384416
1663286400,2022-09-16 00:00:00,CEUR/USDT,0.9873,0.9873,0.9873,0.9873,15.1715,14.97882195
1663282800,2022-09-15 23:00:00,CEUR/USDT,0.9907,0.9922,0.9907,0.9922,129.1582,128.13950492
1663279200,2022-09-15 22:00:00,CEUR/USDT,0.9884,0.9884,0.9835,0.9835,259.6508,256.59746162
1663275600,2022-09-15 21:00:00,CEUR/USDT,0.9851,0.9851,0.9851,0.9851,0.1281,0.12619131
1663272000,2022-09-15 20:00:00,CEUR/USDT,0.9852,0.9852,0.9851,0.9851,11.0649,10.90105758
1663268400,2022-09-15 19:00:00,CEUR/USDT,0.9863,0.9863,0.9863,0.9863,28.0031,27.61945753
1663264800,2022-09-15 18:00:00,CEUR/USDT,0.9901,0.9938,0.9848,0.9851,1136.7442,1122.29063298
1663261200,2022-09-15 17:00:00,CEUR/USDT,0.9965,0.997,0.981,0.9901,1053.5398,1037.59966749
1663257600,2022-09-15 16:00:00,CEUR/USDT,0.988,0.9973,0.988,0.9973,329.3479,327.82338618
1663254000,2022-09-15 15:00:00,CEUR/USDT,0.987,0.9879,0.9868,0.9879,1128.4405,1113.82907786
1663250400,2022-09-15 14:00:00,CEUR/USDT,0.9889,0.9889,0.9869,0.9872,257.3082,254.02056558
1663246800,2022-09-15 13:00:00,CEUR/USDT,0.996,0.9969,0.9889,0.9889,254.78,252.69304656
1663243200,2022-09-15 12:00:00,CEUR/USDT,0.996,0.9969,0.9889,0.9889,221.144,219.33660695
1663239600,2022-09-15 11:00:00,CEUR/USDT,0.989,0.989,0.9884,0.9884,81.8729,80.93584132
1663236000,2022-09-15 10:00:00,CEUR/USDT,0.99,0.9969,0.9891,0.9969,341.213,337.61640098
1663232400,2022-09-15 09:00:00,CEUR/USDT,0.9901,0.9901,0.9901,0.9901,0,0
1663228800,2022-09-15 08:00:00,CEUR/USDT,0.9908,0.9977,0.9901,0.9901,200.7145,199.15296976
1663225200,2022-09-15 07:00:00,CEUR/USDT,0.9978,0.9978,0.9905,0.9977,33.5562,33.43428115
1663221600,2022-09-15 06:00:00,CEUR/USDT,0.9908,0.9978,0.9908,0.9978,1.6949,1.68918672
1663218000,2022-09-15 05:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,14.565,14.532957
1663214400,2022-09-15 04:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,5.3642,5.35239876
1663210800,2022-09-15 03:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,0,0
1663207200,2022-09-15 02:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,5.0111,5.00007558
1663203600,2022-09-15 01:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,85.9252,85.73616456
1663200000,2022-09-15 00:00:00,CEUR/USDT,0.9969,0.9978,0.9969,0.9978,1453.301,1449.34943386
1663196400,2022-09-14 23:00:00,CEUR/USDT,0.9969,0.9976,0.9908,0.9974,90.8666,90.62505516
1663192800,2022-09-14 22:00:00,CEUR/USDT,0.9906,0.9906,0.9906,0.9906,0.1057,0.10470642
1663189200,2022-09-14 21:00:00,CEUR/USDT,0.992,0.9971,0.9901,0.9901,78.0108,77.52662054
1663185600,2022-09-14 20:00:00,CEUR/USDT,0.9978,0.9978,0.9978,0.9978,27.0333,26.97382674
1663182000,2022-09-14 19:00:00,CEUR/USDT,0.9924,0.9977,0.9902,0.9908,396.3575,393.78156222
1663178400,2022-09-14 18:00:00,CEUR/USDT,0.9924,0.9992,0.992,0.9991,87.0377,86.38273684
1663174800,2022-09-14 17:00:00,CEUR/USDT,0.9924,0.9924,0.9924,0.9924,0.1171,0.11621004
1663171200,2022-09-14 16:00:00,CEUR/USDT,0.9927,0.9927,0.9925,0.9925,281.843,279.72922064
1663167600,2022-09-14 15:00:00,CEUR/USDT,0.9928,0.9928,0.9927,0.9927,1995.9796,1981.40896109
1663164000,2022-09-14 14:00:00,CEUR/USDT,0.9932,1.0003,0.9927,0.9927,798.6824,794.03366116
1663160400,2022-09-14 13:00:00,CEUR/USDT,0.9931,1.0017,0.9931,1.0017,74.4492,74.45357226
