https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume USDT
1663156800,2022-09-14 12:00:00,CEUR/USDT,0.9928,1.0017,0.9928,1.0017,23.8513,23.85257561
1663153200,2022-09-14 11:00:00,CEUR/USDT,0.993,0.993,0.9927,0.9927,145.783,144.71943765
1663149600,2022-09-14 10:00:00,CEUR/USDT,1.0003,1.0003,0.993,0.993,104.69,104.72046019
1663146000,2022-09-14 09:00:00,CEUR/USDT,0.9928,0.9928,0.9928,0.9928,1.0587,1.05107736
1663142400,2022-09-14 08:00:00,CEUR/USDT,0.9929,0.9929,0.9929,0.9929,0,0
1663138800,2022-09-14 07:00:00,CEUR/USDT,1.0003,1.0003,0.9929,0.9929,250.0153,248.24143753
1663135200,2022-09-14 06:00:00,CEUR/USDT,1.0003,1.0003,1.0003,1.0003,0,0
1663131600,2022-09-14 05:00:00,CEUR/USDT,1.0017,1.0017,0.9928,1.0003,152.4396,151.41535261
1663128000,2022-09-14 04:00:00,CEUR/USDT,0.9962,1.0004,0.9962,1.0004,6.41,6.402904
1663124400,2022-09-14 03:00:00,CEUR/USDT,0.9984,0.9984,0.9941,0.9941,1217.9298,1212.22347048
1663120800,2022-09-14 02:00:00,CEUR/USDT,0.9984,0.9984,0.9984,0.9984,0,0
1663117200,2022-09-14 01:00:00,CEUR/USDT,0.9984,0.9984,0.9984,0.9984,0.11,0.109824
1663113600,2022-09-14 00:00:00,CEUR/USDT,0.9984,0.9984,0.9984,0.9984,6.8994,6.88836096
1663110000,2022-09-13 23:00:00,CEUR/USDT,0.9962,0.9984,0.9961,0.9984,215.5193,214.71868204
1663106400,2022-09-13 22:00:00,CEUR/USDT,1.0049,1.0049,0.9962,0.9962,343.8474,343.39536004
1663102800,2022-09-13 21:00:00,CEUR/USDT,0.998,0.998,0.998,0.998,13.2486,13.2221028
1663099200,2022-09-13 20:00:00,CEUR/USDT,0.9981,0.9981,0.998,0.998,489.2706,488.29208035
1663095600,2022-09-13 19:00:00,CEUR/USDT,0.998,0.9981,0.998,0.9981,400.4517,399.69080184
1663092000,2022-09-13 18:00:00,CEUR/USDT,0.9981,1.0055,0.998,0.998,75.2817,75.37982296
1663088400,2022-09-13 17:00:00,CEUR/USDT,0.9981,0.9981,0.9981,0.9981,18.3945,18.35955045
1663084800,2022-09-13 16:00:00,CEUR/USDT,1.0053,1.007,0.9981,0.9981,73.879,73.91916123
1663081200,2022-09-13 15:00:00,CEUR/USDT,0.9981,0.9981,0.9981,0.9981,138.4708,138.20770548
1663077600,2022-09-13 14:00:00,CEUR/USDT,1.0053,1.0053,0.9982,0.9982,302.6821,302.19194506
1663074000,2022-09-13 13:00:00,CEUR/USDT,1,1.0046,0.9981,1.0046,442.8604,442.58010492
1663070400,2022-09-13 12:00:00,CEUR/USDT,1.009,1.009,0.9992,1,581.7165,584.57314815
1663066800,2022-09-13 11:00:00,CEUR/USDT,1.0033,1.0091,1.0033,1.0089,402.5377,406.13801517
1663063200,2022-09-13 10:00:00,CEUR/USDT,1.0022,1.0022,1.0022,1.0022,0,0
1663059600,2022-09-13 09:00:00,CEUR/USDT,1.0068,1.0068,1.0022,1.0022,1.3186,1.32684612
1663056000,2022-09-13 08:00:00,CEUR/USDT,1.0011,1.0022,1.0011,1.0022,0.2,0.20033
1663052400,2022-09-13 07:00:00,CEUR/USDT,1.0076,1.0076,1.0076,1.0076,0.3887,0.39165412
1663048800,2022-09-13 06:00:00,CEUR/USDT,1.0037,1.0037,1.0037,1.0037,226.4577,227.29559349
1663045200,2022-09-13 05:00:00,CEUR/USDT,1,1,1,1,0,0
1663041600,2022-09-13 04:00:00,CEUR/USDT,1.0001,1.0001,1,1,0.4937,0.49373917
1663038000,2022-09-13 03:00:00,CEUR/USDT,1.0068,1.0068,1.0068,1.0068,0,0
1663034400,2022-09-13 02:00:00,CEUR/USDT,1.0068,1.0068,1.0068,1.0068,0,0
1663030800,2022-09-13 01:00:00,CEUR/USDT,1.0068,1.0068,1.0068,1.0068,1.419,1.4286492
1663027200,2022-09-13 00:00:00,CEUR/USDT,1.002,1.002,1,1.002,213.8537,214.24820945
1663023600,2022-09-12 23:00:00,CEUR/USDT,1.0086,1.0086,1.0019,1.0019,1.6111,1.61515738
1663020000,2022-09-12 22:00:00,CEUR/USDT,1.0068,1.0078,1.0068,1.0078,1.9834,1.99717052
1663016400,2022-09-12 21:00:00,CEUR/USDT,1.0019,1.0019,1.0015,1.0018,601.9655,602.92150698
1663012800,2022-09-12 20:00:00,CEUR/USDT,1.0051,1.0095,0.9977,1.0027,914.8872,919.72386615
1663009200,2022-09-12 19:00:00,CEUR/USDT,1.008,1.0088,0.9974,1.0051,3116.1118,3122.42072135
1663005600,2022-09-12 18:00:00,CEUR/USDT,1.0062,1.0081,1.0062,1.0081,36.6002,36.8802137
1663002000,2022-09-12 17:00:00,CEUR/USDT,1.0053,1.0071,1.0013,1.0013,1053.9778,1058.77379091
1662998400,2022-09-12 16:00:00,CEUR/USDT,1.0021,1.0021,0.9981,1.0004,6702.8986,6706.49015724
1662994800,2022-09-12 15:00:00,CEUR/USDT,1.0021,1.0021,1.002,1.0021,512.9002,513.97601553
1662991200,2022-09-12 14:00:00,CEUR/USDT,1.0093,1.0094,1.0021,1.0021,17.6406,17.74206649
1662987600,2022-09-12 13:00:00,CEUR/USDT,1.0024,1.0024,1.0024,1.0024,0,0
1662984000,2022-09-12 12:00:00,CEUR/USDT,1.0094,1.0094,1.0024,1.0024,6.105,6.15570697
1662980400,2022-09-12 11:00:00,CEUR/USDT,1.0028,1.0094,1.0028,1.0094,26.6452,26.88906488
1662976800,2022-09-12 10:00:00,CEUR/USDT,1.0033,1.0094,1.0021,1.0028,737.1563,739.10085256
1662973200,2022-09-12 09:00:00,CEUR/USDT,1.0089,1.0089,1.0089,1.0089,1292.0438,1303.54298982
1662969600,2022-09-12 08:00:00,CEUR/USDT,1.0083,1.0089,1.0031,1.0089,4881.8907,4920.83703435
1662966000,2022-09-12 07:00:00,CEUR/USDT,1.003,1.0083,1.003,1.0079,452.1867,455.32894574
1662962400,2022-09-12 06:00:00,CEUR/USDT,0.9997,0.9998,0.9997,0.9998,0.31,0.309918
1662958800,2022-09-12 05:00:00,CEUR/USDT,1.0029,1.003,0.9979,1.003,327.0145,327.98237611
1662955200,2022-09-12 04:00:00,CEUR/USDT,1.003,1.003,1.003,1.003,0,0
1662951600,2022-09-12 03:00:00,CEUR/USDT,1.0029,1.003,1.0029,1.003,77.0112,77.2363336
1662948000,2022-09-12 02:00:00,CEUR/USDT,1.003,1.003,1.003,1.003,392.85,394.02855
1662944400,2022-09-12 01:00:00,CEUR/USDT,1.0022,1.003,0.9979,1.003,1918.1391,1923.6056017
1662940800,2022-09-12 00:00:00,CEUR/USDT,0.9961,0.9961,0.9961,0.9961,0,0
1662937200,2022-09-11 23:00:00,CEUR/USDT,0.9961,0.9961,0.9961,0.9961,0,0
1662933600,2022-09-11 22:00:00,CEUR/USDT,1,1.0022,0.9961,0.9961,72.5674,72.46296879
1662930000,2022-09-11 21:00:00,CEUR/USDT,1,1,1,1,1.4791,1.4791
1662926400,2022-09-11 20:00:00,CEUR/USDT,1.002,1.0027,0.9961,0.9961,157.1575,156.63078396
1662922800,2022-09-11 19:00:00,CEUR/USDT,1.0028,1.0028,1.0028,1.0028,0.1,0.10028
1662919200,2022-09-11 18:00:00,CEUR/USDT,1.0029,1.0029,1.0029,1.0029,0,0
1662915600,2022-09-11 17:00:00,CEUR/USDT,0.9961,1.0029,0.9961,1.0029,1.1994,1.19607826
1662912000,2022-09-11 16:00:00,CEUR/USDT,1.003,1.003,0.9961,0.9961,502.4246,502.19850893
1662908400,2022-09-11 15:00:00,CEUR/USDT,0.9961,0.9961,0.9961,0.9961,0,0
1662904800,2022-09-11 14:00:00,CEUR/USDT,0.9976,0.998,0.9961,0.9961,1807.2494,1800.80467006
1662901200,2022-09-11 13:00:00,CEUR/USDT,0.9979,0.9979,0.9979,0.9979,2.9937,2.98741323
1662897600,2022-09-11 12:00:00,CEUR/USDT,0.9976,1.0044,0.9976,1.0044,0.3132,0.31312492
1662894000,2022-09-11 11:00:00,CEUR/USDT,0.9976,0.9976,0.9976,0.9976,0.4364,0.43535264
1662890400,2022-09-11 10:00:00,CEUR/USDT,0.9976,0.9976,0.9976,0.9976,0,0
1662886800,2022-09-11 09:00:00,CEUR/USDT,0.9976,0.9976,0.9976,0.9976,0.1153,0.11502328
1662883200,2022-09-11 08:00:00,CEUR/USDT,1.0036,1.0052,1.0036,1.0052,49.7488,49.9999247
1662879600,2022-09-11 07:00:00,CEUR/USDT,0.996,0.996,0.996,0.996,0.1214,0.1209144
1662876000,2022-09-11 06:00:00,CEUR/USDT,0.996,0.996,0.996,0.996,0.1278,0.1272888
1662872400,2022-09-11 05:00:00,CEUR/USDT,0.996,1.0036,0.996,1.0036,0.2341,0.23392056
1662868800,2022-09-11 04:00:00,CEUR/USDT,1.003,1.003,0.9971,0.9971,32.9836,33.00690513
1662865200,2022-09-11 03:00:00,CEUR/USDT,1.002,1.003,1.002,1.003,4.9802,4.99190052
1662861600,2022-09-11 02:00:00,CEUR/USDT,1.002,1.002,1.002,1.002,0.998,0.999996
1662858000,2022-09-11 01:00:00,CEUR/USDT,1.002,1.002,1.002,1.002,7.8393,7.8549786
1662854400,2022-09-11 00:00:00,CEUR/USDT,0.9986,0.9986,0.9986,0.9986,0.1017,0.10155762
1662850800,2022-09-10 23:00:00,CEUR/USDT,1.002,1.002,1.002,1.002,0.4915,0.492483
1662847200,2022-09-10 22:00:00,CEUR/USDT,0.9995,1.002,0.9995,1.002,5.089,5.0989105
1662843600,2022-09-10 21:00:00,CEUR/USDT,1.002,1.002,0.9999,0.9999,76.2749,76.26767718
1662840000,2022-09-10 20:00:00,CEUR/USDT,0.9957,1.002,0.9957,1.002,1842.85,1843.03027886
1662836400,2022-09-10 19:00:00,CEUR/USDT,0.9957,0.9957,0.9924,0.9957,197.4798,196.63026495
1662832800,2022-09-10 18:00:00,CEUR/USDT,0.9986,0.9998,0.9919,0.9924,1233.4088,1231.15681034
1662829200,2022-09-10 17:00:00,CEUR/USDT,1,1,0.9901,0.9979,560.7416,558.05618516
1662825600,2022-09-10 16:00:00,CEUR/USDT,1.0017,1.0017,0.9952,0.9952,1.4318,1.42958071
1662822000,2022-09-10 15:00:00,CEUR/USDT,0.9953,0.9953,0.9951,0.9951,1093.1843,1087.85062581
1662818400,2022-09-10 14:00:00,CEUR/USDT,0.9952,1.0026,0.9952,1.0026,158.2612,158.24489375
1662814800,2022-09-10 13:00:00,CEUR/USDT,1.0015,1.0019,0.995,0.9952,402.9198,400.91974776
1662811200,2022-09-10 12:00:00,CEUR/USDT,1.0018,1.0019,0.9951,0.9951,55.0707,54.83477924
1662807600,2022-09-10 11:00:00,CEUR/USDT,1.0029,1.003,0.995,0.995,498.1797,496.34921595
1662804000,2022-09-10 10:00:00,CEUR/USDT,0.9976,1.0048,0.9956,0.9956,577.7118,575.59288617
1662800400,2022-09-10 09:00:00,CEUR/USDT,1.0022,1.0051,0.9976,0.9976,102.6511,103.08900016
1662796800,2022-09-10 08:00:00,CEUR/USDT,1.0012,1.0027,1.0012,1.0027,200,200.52448779
1662793200,2022-09-10 07:00:00,CEUR/USDT,0.9961,1.002,0.995,0.995,137.8803,137.96664465
1662789600,2022-09-10 06:00:00,CEUR/USDT,0.9959,1.0019,0.9959,0.9962,495.8258,496.3535959
1662786000,2022-09-10 05:00:00,CEUR/USDT,1.002,1.002,1.0012,1.0019,642.85,644.07914758
1662782400,2022-09-10 04:00:00,CEUR/USDT,1.0018,1.0019,0.995,0.995,149.378,149.64545815
1662778800,2022-09-10 03:00:00,CEUR/USDT,1.0008,1.0008,1.0008,1.0008,0,0
1662775200,2022-09-10 02:00:00,CEUR/USDT,1.0008,1.0008,1.0008,1.0008,0,0
1662771600,2022-09-10 01:00:00,CEUR/USDT,1.0016,1.0016,1.0008,1.0008,5.4104,5.41506624
1662768000,2022-09-10 00:00:00,CEUR/USDT,0.9965,0.9965,0.9965,0.9965,0.1297,0.12924605
1662764400,2022-09-09 23:00:00,CEUR/USDT,0.9985,1.0017,0.9985,1.001,73.2582,73.22960176
1662760800,2022-09-09 22:00:00,CEUR/USDT,0.9985,0.9985,0.9985,0.9985,0,0
1662757200,2022-09-09 21:00:00,CEUR/USDT,0.9926,0.9985,0.9925,0.9985,98.241,97.51360967
1662753600,2022-09-09 20:00:00,CEUR/USDT,0.9926,0.993,0.9921,0.993,348.2691,345.69784241
1662750000,2022-09-09 19:00:00,CEUR/USDT,0.9919,0.9919,0.9919,0.9919,0.7622,0.75602618
1662746400,2022-09-09 18:00:00,CEUR/USDT,0.993,0.9976,0.9908,0.9976,2122.4225,2104.90573
1662742800,2022-09-09 17:00:00,CEUR/USDT,0.993,0.9938,0.993,0.993,166.9138,165.8787314
1662739200,2022-09-09 16:00:00,CEUR/USDT,0.9986,1.0018,0.9938,0.9938,702.529,700.92517341
1662735600,2022-09-09 15:00:00,CEUR/USDT,1.0012,1.0019,0.9914,0.9914,982.9774,979.03635884
1662732000,2022-09-09 14:00:00,CEUR/USDT,1.0012,1.0012,1.0012,1.0012,3.1698,3.17360376
1662728400,2022-09-09 13:00:00,CEUR/USDT,0.994,1.0087,0.9938,0.9951,7705.0105,7719.95689511
1662724800,2022-09-09 12:00:00,CEUR/USDT,0.9991,0.9991,0.994,0.994,204.9964,203.79190324
1662721200,2022-09-09 11:00:00,CEUR/USDT,0.9954,1.0017,0.99,0.9991,811.9156,806.12311992
1662717600,2022-09-09 10:00:00,CEUR/USDT,0.9947,1.0017,0.9947,1.0017,25.7948,25.83198122
1662714000,2022-09-09 09:00:00,CEUR/USDT,0.9958,1.0017,0.9938,1.0017,1341.3361,1340.24608096
1662710400,2022-09-09 08:00:00,CEUR/USDT,0.999,1,0.999,1,493.0313,492.79264964
1662706800,2022-09-09 07:00:00,CEUR/USDT,0.998,0.999,0.9919,0.999,3402.9504,3399.42814891
1662703200,2022-09-09 06:00:00,CEUR/USDT,0.998,0.998,0.9923,0.998,575.3946,574.2039108
1662699600,2022-09-09 05:00:00,CEUR/USDT,0.9979,0.998,0.9912,0.9912,535.8956,534.80604344
1662696000,2022-09-09 04:00:00,CEUR/USDT,0.9967,0.9979,0.9911,0.9911,480.2295,478.92634978
1662692400,2022-09-09 03:00:00,CEUR/USDT,0.99,0.9967,0.99,0.9967,526.4738,524.69674172
1662688800,2022-09-09 02:00:00,CEUR/USDT,0.9966,0.9966,0.9891,0.9891,644.3284,637.30635069
1662685200,2022-09-09 01:00:00,CEUR/USDT,0.989,0.989,0.989,0.989,0,0
1662681600,2022-09-09 00:00:00,CEUR/USDT,0.989,0.989,0.989,0.989,0.1242,0.1228338
1662678000,2022-09-08 23:00:00,CEUR/USDT,0.99,0.99,0.99,0.99,0,0
1662674400,2022-09-08 22:00:00,CEUR/USDT,0.99,0.99,0.99,0.99,0.1284,0.127116
1662670800,2022-09-08 21:00:00,CEUR/USDT,0.9894,0.9894,0.9894,0.9894,0.5121,0.50667174
1662667200,2022-09-08 20:00:00,CEUR/USDT,0.993,0.9967,0.9878,0.9967,1715.9847,1704.71942444
1662663600,2022-09-08 19:00:00,CEUR/USDT,0.9868,0.9868,0.9868,0.9868,0,0
1662660000,2022-09-08 18:00:00,CEUR/USDT,0.9868,0.9868,0.9868,0.9868,0.8485,0.8372998
1662656400,2022-09-08 17:00:00,CEUR/USDT,0.9862,0.9925,0.9862,0.9925,658.9799,653.37692496
1662652800,2022-09-08 16:00:00,CEUR/USDT,0.9852,0.9852,0.9852,0.9852,0,0
1662649200,2022-09-08 15:00:00,CEUR/USDT,0.9852,0.9852,0.9852,0.9852,0.1423,0.14019396
1662645600,2022-09-08 14:00:00,CEUR/USDT,0.9939,0.9941,0.985,0.9918,2020.6029,1992.2194635
1662642000,2022-09-08 13:00:00,CEUR/USDT,0.9873,0.9873,0.9873,0.9873,1.3163,1.29958299
1662638400,2022-09-08 12:00:00,CEUR/USDT,0.9884,0.9941,0.9873,0.9941,1.6903,1.67598046
1662634800,2022-09-08 11:00:00,CEUR/USDT,0.9929,0.9941,0.9887,0.9941,106.8749,106.20116441
1662631200,2022-09-08 10:00:00,CEUR/USDT,0.986,0.9929,0.986,0.9887,50.9629,50.25432638
1662627600,2022-09-08 09:00:00,CEUR/USDT,0.9865,0.9928,0.9865,0.9928,46.1223,45.78900039
1662624000,2022-09-08 08:00:00,CEUR/USDT,0.9924,0.9925,0.9854,0.9925,48.3868,47.85970031
1662620400,2022-09-08 07:00:00,CEUR/USDT,0.9917,0.9929,0.9856,0.9856,468.6818,463.52494149
1662616800,2022-09-08 06:00:00,CEUR/USDT,0.9906,0.9917,0.9906,0.9917,18.2244,18.06878548
1662613200,2022-09-08 05:00:00,CEUR/USDT,0.9858,0.9858,0.9852,0.9852,1289.5015,1270.9925378
1662609600,2022-09-08 04:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,0,0
1662606000,2022-09-08 03:00:00,CEUR/USDT,0.9907,0.9907,0.9907,0.9907,0.1168,0.11571376
1662602400,2022-09-08 02:00:00,CEUR/USDT,0.9906,0.9906,0.9906,0.9906,0,0
1662598800,2022-09-08 01:00:00,CEUR/USDT,0.9906,0.9906,0.9906,0.9906,0,0
1662595200,2022-09-08 00:00:00,CEUR/USDT,0.9901,0.9906,0.9901,0.9906,125,123.79075562
1662591600,2022-09-07 23:00:00,CEUR/USDT,0.9875,0.9875,0.9875,0.9875,0,0
1662588000,2022-09-07 22:00:00,CEUR/USDT,0.99,0.9901,0.9861,0.9875,459.4179,454.2562086
1662584400,2022-09-07 21:00:00,CEUR/USDT,0.9857,0.99,0.9821,0.99,4454.5374,4405.32340005
1662580800,2022-09-07 20:00:00,CEUR/USDT,0.9889,0.9899,0.9889,0.9899,873.4455,864.59068889
1662577200,2022-09-07 19:00:00,CEUR/USDT,0.9846,0.9889,0.9837,0.9845,254.5107,250.66513352
1662573600,2022-09-07 18:00:00,CEUR/USDT,0.9825,0.9885,0.9821,0.9821,1670.4538,1645.03672658
