https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FORM,Volume USDT
1663462800,2022-09-18 01:00:00,FORM/USDT,0.003021,0.003021,0.003021,0.003021,925.8795,2.7970819695
1663459200,2022-09-18 00:00:00,FORM/USDT,0.002983,0.003042,0.002963,0.003042,813730.1865,2446.1524287483
1663455600,2022-09-17 23:00:00,FORM/USDT,0.002983,0.002986,0.002983,0.002983,50641.9433,151.1231774159
1663452000,2022-09-17 22:00:00,FORM/USDT,0.002963,0.002986,0.002961,0.002986,2932.7431,8.7043932424
1663448400,2022-09-17 21:00:00,FORM/USDT,0.002984,0.002986,0.002965,0.002984,224835.5936,667.4057738719
1663444800,2022-09-17 20:00:00,FORM/USDT,0.002998,0.002998,0.002998,0.002998,545.5671,1.6356101658
1663441200,2022-09-17 19:00:00,FORM/USDT,0.002993,0.002993,0.002987,0.002987,17663.1044,52.8218940572
1663437600,2022-09-17 18:00:00,FORM/USDT,0.003021,0.003035,0.002982,0.003,216514.63,651.0625625988
1663434000,2022-09-17 17:00:00,FORM/USDT,0.003011,0.003021,0.003008,0.003021,12381.8663,37.3578982227
1663430400,2022-09-17 16:00:00,FORM/USDT,0.002977,0.003011,0.002977,0.003011,220159.3134,658.6936817401
1663426800,2022-09-17 15:00:00,FORM/USDT,0.00297,0.002984,0.00297,0.002984,54818.3377,163.2503694804
1663423200,2022-09-17 14:00:00,FORM/USDT,0.002979,0.003002,0.002957,0.002979,327575.4438,973.5384807257
1663419600,2022-09-17 13:00:00,FORM/USDT,0.002989,0.003,0.002972,0.002988,109381.6767,327.0816279881
1663416000,2022-09-17 12:00:00,FORM/USDT,0.002984,0.002985,0.002964,0.002985,59152.812,175.80047408
1663412400,2022-09-17 11:00:00,FORM/USDT,0.002982,0.002988,0.002964,0.002964,24121.309,71.584947568
1663408800,2022-09-17 10:00:00,FORM/USDT,0.003023,0.003023,0.002953,0.002979,1052001.3817,3131.1482034437
1663405200,2022-09-17 09:00:00,FORM/USDT,0.003021,0.003042,0.003021,0.003042,32999.4115,99.9999999712
1663401600,2022-09-17 08:00:00,FORM/USDT,0.003027,0.003029,0.003,0.003,29384.6364,88.2572109397
1663398000,2022-09-17 07:00:00,FORM/USDT,0.002989,0.003027,0.002989,0.003027,1997.1531,6.0310681582
1663394400,2022-09-17 06:00:00,FORM/USDT,0.002964,0.003028,0.002964,0.002989,87391.1643,261.8138115524
1663390800,2022-09-17 05:00:00,FORM/USDT,0.002961,0.003006,0.002954,0.002966,203942.146,606.280396146
1663387200,2022-09-17 04:00:00,FORM/USDT,0.00298,0.002981,0.00298,0.002981,183052.2683,545.4973339229
1663383600,2022-09-17 03:00:00,FORM/USDT,0.00296,0.002986,0.00296,0.002986,484301.9394,1439.2157300552
1663380000,2022-09-17 02:00:00,FORM/USDT,0.002938,0.00296,0.00292,0.002937,55879.1148,164.6710710001
1663376400,2022-09-17 01:00:00,FORM/USDT,0.002935,0.002935,0.002935,0.002935,599.0816,1.758304496
1663372800,2022-09-17 00:00:00,FORM/USDT,0.00289,0.002937,0.00289,0.002937,435341.4243,1267.1777810324
1663369200,2022-09-16 23:00:00,FORM/USDT,0.002884,0.002884,0.002866,0.002866,315316.0932,906.8843512634
1663365600,2022-09-16 22:00:00,FORM/USDT,0.002884,0.002884,0.002884,0.002884,164.9294,0.4756563896
1663362000,2022-09-16 21:00:00,FORM/USDT,0.002895,0.002895,0.002878,0.002878,24304.6137,70.0078290216
1663358400,2022-09-16 20:00:00,FORM/USDT,0.002912,0.002913,0.002895,0.002913,75275.3375,218.6258722738
1663354800,2022-09-16 19:00:00,FORM/USDT,0.002926,0.002926,0.002915,0.002916,100073.0844,291.8899627198
1663351200,2022-09-16 18:00:00,FORM/USDT,0.00294,0.002951,0.00294,0.002948,5698.4466,16.8129438187
1663347600,2022-09-16 17:00:00,FORM/USDT,0.002919,0.002919,0.002918,0.002918,883.4288,2.5779298205
1663344000,2022-09-16 16:00:00,FORM/USDT,0.002925,0.00294,0.002911,0.00294,116501.1845,339.7670609075
1663340400,2022-09-16 15:00:00,FORM/USDT,0.002917,0.00295,0.002916,0.002926,597240.7976,1750.2227922637
1663336800,2022-09-16 14:00:00,FORM/USDT,0.00288,0.002916,0.00288,0.002916,651501.9562,1895.8992075016
1663333200,2022-09-16 13:00:00,FORM/USDT,0.002872,0.002887,0.002857,0.00288,218863.4549,628.5315158889
1663329600,2022-09-16 12:00:00,FORM/USDT,0.002886,0.002886,0.002872,0.002872,102705.357,295.4247697122
1663326000,2022-09-16 11:00:00,FORM/USDT,0.002874,0.002887,0.002872,0.002872,164981.0774,473.9309708154
1663322400,2022-09-16 10:00:00,FORM/USDT,0.002874,0.002887,0.002874,0.002887,822.1095,2.3677741879
1663318800,2022-09-16 09:00:00,FORM/USDT,0.002876,0.00289,0.002876,0.002887,101681.8485,293.6203457426
1663315200,2022-09-16 08:00:00,FORM/USDT,0.002898,0.002938,0.002876,0.00289,829035.9531,2411.6192009083
1663311600,2022-09-16 07:00:00,FORM/USDT,0.00293,0.00293,0.002877,0.002877,625978.277,1814.9676766769
1663308000,2022-09-16 06:00:00,FORM/USDT,0.002938,0.002946,0.002937,0.002937,4731.9616,13.9032295075
1663304400,2022-09-16 05:00:00,FORM/USDT,0.002953,0.002953,0.002938,0.002938,1574.8952,4.6390229758
1663300800,2022-09-16 04:00:00,FORM/USDT,0.002944,0.002966,0.002932,0.002962,438715.8057,1290.7314207517
1663297200,2022-09-16 03:00:00,FORM/USDT,0.002962,0.002963,0.002962,0.002963,100890.8679,298.9224712564
1663293600,2022-09-16 02:00:00,FORM/USDT,0.002932,0.002962,0.002932,0.002962,22246.971,65.8470837161
1663290000,2022-09-16 01:00:00,FORM/USDT,0.002947,0.002947,0.002947,0.002947,0,0
1663286400,2022-09-16 00:00:00,FORM/USDT,0.002943,0.002952,0.002926,0.002947,138593.1327,407.0253157383
1663282800,2022-09-15 23:00:00,FORM/USDT,0.002943,0.002958,0.00294,0.002958,173549.3323,510.3447071805
1663279200,2022-09-15 22:00:00,FORM/USDT,0.002957,0.002961,0.002957,0.002957,4335.9069,12.8216150317
1663275600,2022-09-15 21:00:00,FORM/USDT,0.00294,0.002952,0.002938,0.002951,1976.9032,5.8266224324
1663272000,2022-09-15 20:00:00,FORM/USDT,0.002956,0.002956,0.002941,0.002941,65415.9049,192.4986122568
1663268400,2022-09-15 19:00:00,FORM/USDT,0.002957,0.002969,0.002956,0.002956,643.119,1.9032856307
1663264800,2022-09-15 18:00:00,FORM/USDT,0.002966,0.002976,0.002958,0.002958,208605.3215,619.107229692
1663261200,2022-09-15 17:00:00,FORM/USDT,0.002953,0.002955,0.002953,0.002955,65854.7402,194.5179883294
1663257600,2022-09-15 16:00:00,FORM/USDT,0.002951,0.00296,0.002943,0.002953,40211.0873,118.7771512898
1663254000,2022-09-15 15:00:00,FORM/USDT,0.002964,0.002965,0.002926,0.002957,392801.4435,1151.3283960668
1663250400,2022-09-15 14:00:00,FORM/USDT,0.003046,0.003046,0.00295,0.002952,444473.3187,1340.5290154108
1663246800,2022-09-15 13:00:00,FORM/USDT,0.003042,0.003066,0.003042,0.003066,117861.1433,359.221841576
1663243200,2022-09-15 12:00:00,FORM/USDT,0.003017,0.003017,0.003017,0.003017,0,0
1663239600,2022-09-15 11:00:00,FORM/USDT,0.003031,0.003031,0.003017,0.003017,18313.4398,55.2995527776
1663236000,2022-09-15 10:00:00,FORM/USDT,0.003045,0.003046,0.003031,0.003031,1665.4586,5.0718249976
1663232400,2022-09-15 09:00:00,FORM/USDT,0.003061,0.003063,0.003036,0.003036,90914.8029,277.4593650448
1663228800,2022-09-15 08:00:00,FORM/USDT,0.003073,0.003083,0.003045,0.003045,110533.2879,338.2132915833
1663225200,2022-09-15 07:00:00,FORM/USDT,0.00307,0.003099,0.003066,0.00308,72699.5598,223.8839022314
1663221600,2022-09-15 06:00:00,FORM/USDT,0.00308,0.003116,0.003062,0.003069,309076.7846,955.5709988761
1663218000,2022-09-15 05:00:00,FORM/USDT,0.003093,0.003093,0.003093,0.003093,0,0
1663214400,2022-09-15 04:00:00,FORM/USDT,0.00308,0.003093,0.003065,0.003093,1232.0462,3.7871794315
1663210800,2022-09-15 03:00:00,FORM/USDT,0.003077,0.003079,0.003065,0.003065,50856.8322,156.3084917569
