https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTM3L,Volume USDT
1663462800,2022-09-18 01:00:00,FTM3L/USDT,0.142518,0.142792,0.141553,0.142348,8220.766,1169.277672943
1663459200,2022-09-18 00:00:00,FTM3L/USDT,0.1446,0.1446,0.142012,0.142743,10569.0956,1513.5318417049
1663455600,2022-09-17 23:00:00,FTM3L/USDT,0.144999,0.146125,0.143942,0.1446,24708.4132,3585.017222132
1663452000,2022-09-17 22:00:00,FTM3L/USDT,0.143489,0.145164,0.143489,0.14502,11624.7136,1678.5362635814
1663448400,2022-09-17 21:00:00,FTM3L/USDT,0.141719,0.143511,0.141719,0.143479,50284.8914,7163.3811724578
1663444800,2022-09-17 20:00:00,FTM3L/USDT,0.140991,0.142138,0.140991,0.1414,30911.6531,4379.3523535748
1663441200,2022-09-17 19:00:00,FTM3L/USDT,0.140263,0.141179,0.140183,0.140992,18652.3937,2624.5192074306
1663437600,2022-09-17 18:00:00,FTM3L/USDT,0.142325,0.142348,0.140183,0.141191,26021.7162,3674.9821086548
1663434000,2022-09-17 17:00:00,FTM3L/USDT,0.144272,0.14478,0.141552,0.142348,7053.8391,1016.1777781644
1663430400,2022-09-17 16:00:00,FTM3L/USDT,0.141431,0.144736,0.141431,0.144252,58361.7875,8360.2547749167
1663426800,2022-09-17 15:00:00,FTM3L/USDT,0.140282,0.14198,0.139552,0.141941,60893.6405,8565.7909651972
1663423200,2022-09-17 14:00:00,FTM3L/USDT,0.138253,0.140222,0.138252,0.140083,47018.2922,6529.5011009417
1663419600,2022-09-17 13:00:00,FTM3L/USDT,0.136597,0.138253,0.136597,0.137454,22885.2864,3153.0410167179
1663416000,2022-09-17 12:00:00,FTM3L/USDT,0.135217,0.137307,0.134296,0.136293,27644.2236,3772.2634902876
1663412400,2022-09-17 11:00:00,FTM3L/USDT,0.135863,0.135877,0.134804,0.135217,10205.2193,1380.9626903162
1663408800,2022-09-17 10:00:00,FTM3L/USDT,0.138352,0.139177,0.13568,0.136702,6888.2253,947.4440508437
1663405200,2022-09-17 09:00:00,FTM3L/USDT,0.138,0.138847,0.137603,0.137857,11488.3118,1585.2726108462
1663401600,2022-09-17 08:00:00,FTM3L/USDT,0.137458,0.138847,0.137186,0.137186,51692.545,7150.2886687673
1663398000,2022-09-17 07:00:00,FTM3L/USDT,0.136129,0.137458,0.135269,0.137458,12828.463,1749.4810858692
1663394400,2022-09-17 06:00:00,FTM3L/USDT,0.135507,0.136129,0.13467,0.135883,1850.1123,250.7521527643
1663390800,2022-09-17 05:00:00,FTM3L/USDT,0.137884,0.137884,0.134762,0.135449,24664.8789,3341.4652733516
1663387200,2022-09-17 04:00:00,FTM3L/USDT,0.138034,0.141413,0.137916,0.137916,63102.4831,8748.6024190061
1663383600,2022-09-17 03:00:00,FTM3L/USDT,0.138253,0.13847,0.137187,0.137187,4581.4178,633.5391638811
1663380000,2022-09-17 02:00:00,FTM3L/USDT,0.138927,0.139496,0.137023,0.138229,62136.059,8570.0015239284
1663376400,2022-09-17 01:00:00,FTM3L/USDT,0.136873,0.140014,0.136728,0.139663,84351.3978,11706.7185266363
1663372800,2022-09-17 00:00:00,FTM3L/USDT,0.136384,0.141477,0.136384,0.136996,51787.3968,7187.8272303854
1663369200,2022-09-16 23:00:00,FTM3L/USDT,0.134634,0.136384,0.134482,0.136384,5726.4105,774.7262996627
1663365600,2022-09-16 22:00:00,FTM3L/USDT,0.1355,0.136826,0.133879,0.133879,8463.6273,1138.0858213226
1663362000,2022-09-16 21:00:00,FTM3L/USDT,0.135992,0.138979,0.135349,0.135349,138559.0022,18961.9102907429
1663358400,2022-09-16 20:00:00,FTM3L/USDT,0.133338,0.137199,0.133032,0.136114,46268.935,6230.7599533469
1663354800,2022-09-16 19:00:00,FTM3L/USDT,0.131592,0.13421,0.131245,0.133215,15740.9769,2082.859954106
1663351200,2022-09-16 18:00:00,FTM3L/USDT,0.130182,0.134224,0.128276,0.131669,14273.5299,1872.8921686333
1663347600,2022-09-16 17:00:00,FTM3L/USDT,0.131173,0.131931,0.127285,0.130111,65561.5907,8524.9551536754
1663344000,2022-09-16 16:00:00,FTM3L/USDT,0.134284,0.1345,0.126649,0.131173,71841.7359,9335.1221824691
1663340400,2022-09-16 15:00:00,FTM3L/USDT,0.132615,0.13972,0.131367,0.134513,42790.4902,5761.1910428426
1663336800,2022-09-16 14:00:00,FTM3L/USDT,0.126103,0.138723,0.126103,0.132857,98052.2052,12997.0424518722
1663333200,2022-09-16 13:00:00,FTM3L/USDT,0.130623,0.131015,0.125043,0.125447,66689.9243,8457.2268090109
1663329600,2022-09-16 12:00:00,FTM3L/USDT,0.133,0.13419,0.129811,0.13066,29017.527,3820.4718075663
