https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAKI,Volume BTC
1663462800,2022-09-18 01:00:00,MAKI/BTC,0.0000001354,0.0000001354,0.0000001354,0.0000001354,936.7903,0.00012684140662
1663459200,2022-09-18 00:00:00,MAKI/BTC,0.0000001348,0.0000001369,0.0000001348,0.0000001369,8322.7264,0.00112492888648
1663455600,2022-09-17 23:00:00,MAKI/BTC,0.0000001355,0.0000001357,0.0000001355,0.0000001357,442.3475,0.00006002366625
1663452000,2022-09-17 22:00:00,MAKI/BTC,0.0000001341,0.0000001341,0.0000001341,0.0000001341,105.4657,0.00001414295037
1663448400,2022-09-17 21:00:00,MAKI/BTC,0.0000001331,0.0000001331,0.0000001331,0.0000001331,0,0
1663444800,2022-09-17 20:00:00,MAKI/BTC,0.0000001331,0.0000001331,0.0000001331,0.0000001331,0,0
1663441200,2022-09-17 19:00:00,MAKI/BTC,0.0000001331,0.0000001331,0.0000001331,0.0000001331,0,0
1663437600,2022-09-17 18:00:00,MAKI/BTC,0.0000001331,0.0000001331,0.0000001331,0.0000001331,0,0
1663434000,2022-09-17 17:00:00,MAKI/BTC,0.0000001303,0.0000001331,0.0000001303,0.0000001331,1124.9584,0.00014961638296
1663430400,2022-09-17 16:00:00,MAKI/BTC,0.0000001345,0.0000001345,0.0000001345,0.0000001345,0,0
1663426800,2022-09-17 15:00:00,MAKI/BTC,0.0000001345,0.0000001345,0.0000001345,0.0000001345,207.71,0.000027936995
1663423200,2022-09-17 14:00:00,MAKI/BTC,0.0000001303,0.0000001303,0.0000001303,0.0000001303,0,0
1663419600,2022-09-17 13:00:00,MAKI/BTC,0.0000001313,0.0000001313,0.0000001303,0.0000001303,3467.7979,0.00045517087599
1663416000,2022-09-17 12:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,0,0
1663412400,2022-09-17 11:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,0,0
1663408800,2022-09-17 10:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,0,0
1663405200,2022-09-17 09:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,0,0
1663401600,2022-09-17 08:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,12.796,0.0000017057068
1663398000,2022-09-17 07:00:00,MAKI/BTC,0.0000001357,0.0000001357,0.0000001357,0.0000001357,0,0
1663394400,2022-09-17 06:00:00,MAKI/BTC,0.0000001357,0.0000001357,0.0000001357,0.0000001357,0,0
1663390800,2022-09-17 05:00:00,MAKI/BTC,0.0000001357,0.0000001357,0.0000001357,0.0000001357,1252.8767,0.00017001536819
1663387200,2022-09-17 04:00:00,MAKI/BTC,0.0000001321,0.0000001321,0.0000001307,0.0000001307,3632.8759,0.00047710175193
1663383600,2022-09-17 03:00:00,MAKI/BTC,0.0000001358,0.0000001365,0.0000001321,0.0000001321,7562.0397,0.0010169859345
1663380000,2022-09-17 02:00:00,MAKI/BTC,0.0000001327,0.0000001327,0.0000001327,0.0000001327,7164.0978,0.00095067577806
1663376400,2022-09-17 01:00:00,MAKI/BTC,0.0000001328,0.0000001328,0.0000001327,0.0000001327,18525.4953,0.0024593599507
1663372800,2022-09-17 00:00:00,MAKI/BTC,0.0000001329,0.0000001329,0.0000001329,0.0000001329,0,0
1663369200,2022-09-16 23:00:00,MAKI/BTC,0.0000001329,0.0000001329,0.0000001329,0.0000001329,0,0
1663365600,2022-09-16 22:00:00,MAKI/BTC,0.0000001329,0.0000001329,0.0000001329,0.0000001329,0,0
1663362000,2022-09-16 21:00:00,MAKI/BTC,0.0000001329,0.0000001329,0.0000001329,0.0000001329,0,0
1663358400,2022-09-16 20:00:00,MAKI/BTC,0.0000001329,0.0000001329,0.0000001329,0.0000001329,0,0
1663354800,2022-09-16 19:00:00,MAKI/BTC,0.0000001342,0.0000001342,0.0000001329,0.0000001329,2164.1488,0.00028845798365
1663351200,2022-09-16 18:00:00,MAKI/BTC,0.0000001344,0.0000001344,0.0000001344,0.0000001344,1356.1487,0.00018226638528
1663347600,2022-09-16 17:00:00,MAKI/BTC,0.0000001333,0.0000001363,0.0000001328,0.0000001363,5269.5224,0.00070470869908
1663344000,2022-09-16 16:00:00,MAKI/BTC,0.0000001327,0.0000001327,0.0000001327,0.0000001327,0,0
1663340400,2022-09-16 15:00:00,MAKI/BTC,0.0000001327,0.0000001327,0.0000001327,0.0000001327,0,0
1663336800,2022-09-16 14:00:00,MAKI/BTC,0.0000001363,0.0000001368,0.0000001327,0.0000001327,6030.104,0.00080693885935
1663333200,2022-09-16 13:00:00,MAKI/BTC,0.0000001327,0.0000001327,0.0000001327,0.0000001327,4382.2299,0.00058152190773
1663329600,2022-09-16 12:00:00,MAKI/BTC,0.0000001321,0.0000001368,0.0000001321,0.0000001321,9048.7872,0.00122557381397
1663326000,2022-09-16 11:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,0,0
1663322400,2022-09-16 10:00:00,MAKI/BTC,0.0000001333,0.0000001333,0.0000001333,0.0000001333,3876.5667,0.00051674634111
1663318800,2022-09-16 09:00:00,MAKI/BTC,0.0000001336,0.0000001336,0.0000001321,0.0000001321,1374.794,0.0001829575928
1663315200,2022-09-16 08:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.0000001363,0.0000001363,0,0
1663311600,2022-09-16 07:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.0000001363,0.0000001363,0,0
1663308000,2022-09-16 06:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.0000001363,0.0000001363,0,0
1663304400,2022-09-16 05:00:00,MAKI/BTC,0.0000001362,0.0000001363,0.0000001361,0.0000001363,3234.5751,0.00044047058346
1663300800,2022-09-16 04:00:00,MAKI/BTC,0.0000001342,0.0000001342,0.0000001327,0.0000001327,874.7599,0.00011705287888
1663297200,2022-09-16 03:00:00,MAKI/BTC,0.0000001346,0.0000001393,0.0000001327,0.0000001363,48355.9682,0.00651139228442
1663293600,2022-09-16 02:00:00,MAKI/BTC,0.0000001347,0.0000001347,0.0000001342,0.0000001342,1504.2476,0.00020233402197
1663290000,2022-09-16 01:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.0000001363,0.0000001363,0,0
1663286400,2022-09-16 00:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.0000001363,0.0000001363,648.1601,0.00008834422163
1663282800,2022-09-15 23:00:00,MAKI/BTC,0.0000001381,0.0000001393,0.0000001381,0.0000001393,2997.0793,0.00041577436857
1663279200,2022-09-15 22:00:00,MAKI/BTC,0.000000135,0.000000135,0.000000135,0.000000135,0,0
1663275600,2022-09-15 21:00:00,MAKI/BTC,0.000000135,0.000000135,0.000000135,0.000000135,365.4465,0.0000493352775
1663272000,2022-09-15 20:00:00,MAKI/BTC,0.0000001374,0.0000001374,0.0000001346,0.0000001357,114047.525,0.01537444769708
1663268400,2022-09-15 19:00:00,MAKI/BTC,0.0000001393,0.0000001393,0.0000001374,0.0000001374,1100.0054,0.00015167507535
1663264800,2022-09-15 18:00:00,MAKI/BTC,0.0000001385,0.0000001385,0.0000001385,0.0000001385,0,0
1663261200,2022-09-15 17:00:00,MAKI/BTC,0.000000139,0.000000139,0.0000001385,0.0000001385,4070.2657,0.00056486562502
1663257600,2022-09-15 16:00:00,MAKI/BTC,0.0000001407,0.0000001407,0.0000001407,0.0000001407,0,0
1663254000,2022-09-15 15:00:00,MAKI/BTC,0.0000001407,0.0000001407,0.0000001402,0.0000001407,2073.1455,0.0002912457801
1663250400,2022-09-15 14:00:00,MAKI/BTC,0.0000001453,0.0000001453,0.0000001453,0.0000001453,0,0
1663246800,2022-09-15 13:00:00,MAKI/BTC,0.0000001453,0.0000001453,0.0000001453,0.0000001453,635.1968,0.00009229409504
1663243200,2022-09-15 12:00:00,MAKI/BTC,0.0000001414,0.0000001476,0.000000139,0.000000143,9392.1962,0.00136494379229
1663239600,2022-09-15 11:00:00,MAKI/BTC,0.0000001395,0.000000148,0.0000001395,0.0000001428,51107.8169,0.00735010263233
1663236000,2022-09-15 10:00:00,MAKI/BTC,0.0000001363,0.0000001395,0.0000001363,0.0000001389,18077.1115,0.00251057846384
1663232400,2022-09-15 09:00:00,MAKI/BTC,0.0000001341,0.0000001357,0.0000001341,0.0000001357,9695.3373,0.00130904095722
1663228800,2022-09-15 08:00:00,MAKI/BTC,0.0000001342,0.0000001342,0.0000001321,0.0000001321,2191.8426,0.00029260503623
1663225200,2022-09-15 07:00:00,MAKI/BTC,0.0000001342,0.000000137,0.0000001342,0.000000137,39165.2481,0.00536077307893
1663221600,2022-09-15 06:00:00,MAKI/BTC,0.0000001341,0.0000001355,0.0000001305,0.0000001305,5502.5549,0.00073096270097
1663218000,2022-09-15 05:00:00,MAKI/BTC,0.0000001318,0.0000001318,0.0000001318,0.0000001318,1235.9074,0.00016289259532
1663214400,2022-09-15 04:00:00,MAKI/BTC,0.0000001342,0.0000001342,0.0000001342,0.0000001342,590.1395,0.0000791967209
1663210800,2022-09-15 03:00:00,MAKI/BTC,0.0000001321,0.0000001321,0.0000001312,0.0000001312,4240.4562,0.00055693119753
1663207200,2022-09-15 02:00:00,MAKI/BTC,0.0000001356,0.0000001356,0.0000001356,0.0000001356,0,0
1663203600,2022-09-15 01:00:00,MAKI/BTC,0.0000001321,0.0000001356,0.0000001321,0.0000001356,6322.9785,0.00085374753638
1663200000,2022-09-15 00:00:00,MAKI/BTC,0.0000001282,0.0000001282,0.0000001282,0.0000001282,0,0
1663196400,2022-09-14 23:00:00,MAKI/BTC,0.0000001321,0.0000001321,0.0000001282,0.0000001282,3232.3509,0.00041901815825
1663192800,2022-09-14 22:00:00,MAKI/BTC,0.0000001359,0.0000001359,0.0000001321,0.0000001321,7664.1044,0.00103908877996
1663189200,2022-09-14 21:00:00,MAKI/BTC,0.0000001363,0.0000001363,0.000000134,0.000000134,676.8509,0.00009205106391
1663185600,2022-09-14 20:00:00,MAKI/BTC,0.0000001342,0.0000001367,0.000000134,0.000000134,10385.8805,0.00140592319637
1663182000,2022-09-14 19:00:00,MAKI/BTC,0.0000001321,0.0000001342,0.0000001299,0.0000001342,5840.158,0.0007652004244
1663178400,2022-09-14 18:00:00,MAKI/BTC,0.0000001321,0.0000001342,0.0000001287,0.0000001342,5802.4151,0.00076424495593
1663174800,2022-09-14 17:00:00,MAKI/BTC,0.0000001348,0.0000001348,0.0000001348,0.0000001348,5786.3501,0.00077999999348
1663171200,2022-09-14 16:00:00,MAKI/BTC,0.0000001288,0.0000001342,0.0000001284,0.0000001321,7366.2717,0.00096028868706
1663167600,2022-09-14 15:00:00,MAKI/BTC,0.0000001316,0.0000001321,0.0000001316,0.0000001321,5127.5431,0.00067547262254
1663164000,2022-09-14 14:00:00,MAKI/BTC,0.0000001318,0.0000001321,0.00000013,0.00000013,4312.5101,0.00056741659103
