https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOUL,Volume BTC
1663459200,2022-09-18 00:00:00,SOUL/BTC,0.000012418,0.00001253,0.00001236,0.00001253,262.1758,0.0032634467169
1663372800,2022-09-17 00:00:00,SOUL/BTC,0.00001263,0.000012695,0.000012399,0.000012467,4620.8179,0.0578712927026
1663286400,2022-09-16 00:00:00,SOUL/BTC,0.000012274,0.000012927,0.000012201,0.000012639,18707.1585,0.2359470512615
1663200000,2022-09-15 00:00:00,SOUL/BTC,0.000012539,0.00001258,0.000012201,0.000012301,24749.4527,0.3040502887434
1663113600,2022-09-14 00:00:00,SOUL/BTC,0.000012623,0.000013035,0.000012467,0.000012524,15041.8808,0.1918492850704
1663027200,2022-09-13 00:00:00,SOUL/BTC,0.000012519,0.00001279,0.00001201,0.000012555,13437.3986,0.1674085863168
1662940800,2022-09-12 00:00:00,SOUL/BTC,0.0000121,0.000012895,0.000011887,0.000012502,35942.9694,0.4464950793117
1662854400,2022-09-11 00:00:00,SOUL/BTC,0.00001296,0.000013107,0.00001211,0.00001211,33274.9532,0.4158265748182
1662768000,2022-09-10 00:00:00,SOUL/BTC,0.000013187,0.000013515,0.00001268,0.000012959,16594.473,0.2181705501555
1662681600,2022-09-09 00:00:00,SOUL/BTC,0.000013634,0.000013749,0.000012987,0.000013187,29810.7297,0.3959100360769
1662595200,2022-09-08 00:00:00,SOUL/BTC,0.000013545,0.00001383,0.0000132,0.000013657,38610.506,0.5262487224265
1662508800,2022-09-07 00:00:00,SOUL/BTC,0.000012708,0.000013867,0.00001257,0.00001354,25896.1714,0.3409633048342
1662422400,2022-09-06 00:00:00,SOUL/BTC,0.000012621,0.000013037,0.00001215,0.000012706,27615.1804,0.3467503785549
1662336000,2022-09-05 00:00:00,SOUL/BTC,0.000012592,0.000013034,0.000012543,0.000012621,8284.4829,0.1055784538947
1662249600,2022-09-04 00:00:00,SOUL/BTC,0.00001212,0.000012645,0.000011996,0.000012518,12454.3914,0.1522949095711
1662163200,2022-09-03 00:00:00,SOUL/BTC,0.00001208,0.00001224,0.00001199,0.00001212,5484.903,0.0666275376756
1662076800,2022-09-02 00:00:00,SOUL/BTC,0.00001205,0.00001218,0.000011822,0.000012008,6514.8493,0.078331848437
1661990400,2022-09-01 00:00:00,SOUL/BTC,0.000012462,0.00001268,0.000012033,0.00001206,14016.4728,0.173067623646
1661904000,2022-08-31 00:00:00,SOUL/BTC,0.000013093,0.000013112,0.000012384,0.000012549,8789.3711,0.1123589717683
1661817600,2022-08-30 00:00:00,SOUL/BTC,0.000013301,0.000013509,0.00001286,0.000013153,16462.7418,0.2169904543882
1661731200,2022-08-29 00:00:00,SOUL/BTC,0.000014073,0.000014105,0.000013305,0.000013323,22129.4433,0.2999227624606
1661644800,2022-08-28 00:00:00,SOUL/BTC,0.000013959,0.000014105,0.000013725,0.000014105,30701.6705,0.431111554037
1661558400,2022-08-27 00:00:00,SOUL/BTC,0.000013345,0.000013959,0.000013258,0.000013959,30809.7069,0.4135622260425
1661472000,2022-08-26 00:00:00,SOUL/BTC,0.0000132,0.000013498,0.000012777,0.000013298,27506.1315,0.3636911974416
1661385600,2022-08-25 00:00:00,SOUL/BTC,0.000012619,0.000013218,0.00001235,0.000013161,8653.5762,0.1106429165797
1661299200,2022-08-24 00:00:00,SOUL/BTC,0.000012677,0.00001296,0.000012462,0.00001253,12935.4113,0.1646483660683
1661212800,2022-08-23 00:00:00,SOUL/BTC,0.00001215,0.000012738,0.000012068,0.000012738,32546.1588,0.401587209975
1661126400,2022-08-22 00:00:00,SOUL/BTC,0.00001304,0.000013041,0.000011775,0.00001215,38445.49,0.4701609488426
1661040000,2022-08-21 00:00:00,SOUL/BTC,0.000012746,0.000013032,0.000012437,0.000013005,14536.6207,0.1853643392116
1660953600,2022-08-20 00:00:00,SOUL/BTC,0.000013087,0.000013087,0.00001263,0.000012801,7610.1303,0.0976777658159
1660867200,2022-08-19 00:00:00,SOUL/BTC,0.000013438,0.000013466,0.00001259,0.000013037,46012.7779,0.5972437054417
1660780800,2022-08-18 00:00:00,SOUL/BTC,0.000013699,0.000013776,0.00001327,0.000013516,20432.5406,0.2756336921684
1660694400,2022-08-17 00:00:00,SOUL/BTC,0.000014337,0.000014759,0.00001368,0.000013748,34940.7069,0.495169111327
1660608000,2022-08-16 00:00:00,SOUL/BTC,0.000015159,0.000015159,0.00001435,0.000014449,44808.5083,0.6590785369235
1660521600,2022-08-15 00:00:00,SOUL/BTC,0.000015323,0.000015599,0.000015078,0.000015078,19559.3823,0.3009094425076
1660435200,2022-08-14 00:00:00,SOUL/BTC,0.000015394,0.000015613,0.000015004,0.0000153,10066.7992,0.1539969148071
1660348800,2022-08-13 00:00:00,SOUL/BTC,0.000014113,0.000016108,0.000013941,0.00001539,57274.4597,0.888396491331
1660262400,2022-08-12 00:00:00,SOUL/BTC,0.000014216,0.000014521,0.00001376,0.00001418,15793.1376,0.2233295177561
1660176000,2022-08-11 00:00:00,SOUL/BTC,0.00001456,0.000014886,0.00001403,0.000014144,20794.0556,0.3024509021143
1660089600,2022-08-10 00:00:00,SOUL/BTC,0.000013865,0.000014996,0.000013735,0.000014627,51496.7214,0.7357471814998
1660003200,2022-08-09 00:00:00,SOUL/BTC,0.000013874,0.000015734,0.00001354,0.000013846,165444.5753,2.3647464287066
1659916800,2022-08-08 00:00:00,SOUL/BTC,0.000014883,0.000015167,0.000013489,0.000013888,48514.8336,0.699170173128
1659830400,2022-08-07 00:00:00,SOUL/BTC,0.000014756,0.000015047,0.00001456,0.00001493,29457.2576,0.4356661646273
1659744000,2022-08-06 00:00:00,SOUL/BTC,0.000014461,0.00001488,0.000014315,0.000014828,28146.6544,0.4123214322331
1659657600,2022-08-05 00:00:00,SOUL/BTC,0.000013812,0.000015484,0.000013656,0.000014488,82894.1129,1.2201227359827
1659571200,2022-08-04 00:00:00,SOUL/BTC,0.000014076,0.000014341,0.000013692,0.000013692,24434.1443,0.3417200537627
1659484800,2022-08-03 00:00:00,SOUL/BTC,0.00001326,0.000014284,0.00001311,0.000013999,27424.3327,0.3799969531451
1659398400,2022-08-02 00:00:00,SOUL/BTC,0.000013399,0.000013718,0.000012673,0.000013186,42598.2207,0.5668193605164
1659312000,2022-08-01 00:00:00,SOUL/BTC,0.000013509,0.000015782,0.00001329,0.000013334,90944.2377,1.3024469629225
1659225600,2022-07-31 00:00:00,SOUL/BTC,0.000011415,0.000014768,0.000011181,0.000013483,101002.1783,1.3132344786986
1659139200,2022-07-30 00:00:00,SOUL/BTC,0.000010952,0.000011497,0.000010429,0.000011416,57908.3742,0.6320947058568
1659052800,2022-07-29 00:00:00,SOUL/BTC,0.000010901,0.000011079,0.000010791,0.000011007,13071.7073,0.1434219327496
1658966400,2022-07-28 00:00:00,SOUL/BTC,0.000011068,0.00001109,0.000010569,0.00001096,35783.7969,0.3895340281522
1658880000,2022-07-27 00:00:00,SOUL/BTC,0.0000111,0.000011525,0.000010795,0.000011124,34252.9447,0.383943843098
1658793600,2022-07-26 00:00:00,SOUL/BTC,0.000011096,0.00001128,0.000010784,0.0000111,48328.8903,0.5377480583919
1658707200,2022-07-25 00:00:00,SOUL/BTC,0.00001059,0.000011153,0.00001054,0.000011098,18594.815,0.204485515777
