https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume EUR
1663434000,2022-09-17 17:00:00,KNC/EUR,1.94618,1.94618,1.93128,1.93128,416.56494632,804.5035495288896
1663430400,2022-09-17 16:00:00,KNC/EUR,1.95377,1.95377,1.95377,1.95377,0.00000000,0.0
1663426800,2022-09-17 15:00:00,KNC/EUR,1.95377,1.95377,1.95377,1.95377,0.00000000,0.0
1663423200,2022-09-17 14:00:00,KNC/EUR,1.95377,1.95377,1.95377,1.95377,511.13146486,998.6333220995222
1663419600,2022-09-17 13:00:00,KNC/EUR,1.95126,1.95126,1.95126,1.95126,0.00000000,0.0
1663416000,2022-09-17 12:00:00,KNC/EUR,1.95126,1.95126,1.95126,1.95126,75.72614909,147.7614056733534
1663412400,2022-09-17 11:00:00,KNC/EUR,1.94927,1.94927,1.94927,1.94927,198.77703960,387.470119981092
1663408800,2022-09-17 10:00:00,KNC/EUR,1.97829,1.97829,1.97829,1.97829,0.00000000,0.0
1663405200,2022-09-17 09:00:00,KNC/EUR,1.97829,1.97829,1.97829,1.97829,0.00000000,0.0
1663401600,2022-09-17 08:00:00,KNC/EUR,1.97829,1.97829,1.97829,1.97829,101.56802000,200.93099828580003
1663398000,2022-09-17 07:00:00,KNC/EUR,1.90871,1.90871,1.90871,1.90871,0.00000000,0.0
1663394400,2022-09-17 06:00:00,KNC/EUR,1.90871,1.90871,1.90871,1.90871,0.00000000,0.0
1663390800,2022-09-17 05:00:00,KNC/EUR,1.90871,1.90871,1.90871,1.90871,26.13699864,49.8879506741544
1663387200,2022-09-17 04:00:00,KNC/EUR,1.91047,1.91047,1.91047,1.91047,15.85537415,30.291216652350496
1663383600,2022-09-17 03:00:00,KNC/EUR,1.89081,1.89081,1.89081,1.89081,0.00000000,0.0
1663380000,2022-09-17 02:00:00,KNC/EUR,1.89081,1.89081,1.89081,1.89081,1034.10907751,1955.3037848466831
1663376400,2022-09-17 01:00:00,KNC/EUR,1.89081,1.89081,1.89081,1.89081,0.00000000,0.0
1663372800,2022-09-17 00:00:00,KNC/EUR,1.91537,1.91538,1.89081,1.89081,283.92873300,536.8552876437301
1663369200,2022-09-16 23:00:00,KNC/EUR,1.88882,1.88882,1.88882,1.88882,0.00000000,0.0
1663365600,2022-09-16 22:00:00,KNC/EUR,1.88882,1.88882,1.88882,1.88882,0.00000000,0.0
1663362000,2022-09-16 21:00:00,KNC/EUR,1.88882,1.88882,1.88882,1.88882,158.57763000,299.5245990966
1663358400,2022-09-16 20:00:00,KNC/EUR,1.89562,1.89562,1.89562,1.89562,77.52902950,146.96557890079
1663354800,2022-09-16 19:00:00,KNC/EUR,1.89999,1.89999,1.89999,1.89999,0.00000000,0.0
1663351200,2022-09-16 18:00:00,KNC/EUR,1.89999,1.89999,1.89999,1.89999,100.00000000,189.999
1663347600,2022-09-16 17:00:00,KNC/EUR,1.91905,1.91905,1.90688,1.90972,365.55484483,698.1073982687476
1663344000,2022-09-16 16:00:00,KNC/EUR,1.93143,1.93143,1.93143,1.93143,58.07307471,112.1640786871353
1663340400,2022-09-16 15:00:00,KNC/EUR,1.93559,1.93559,1.93420,1.93420,500.00000000,967.0999999999999
1663336800,2022-09-16 14:00:00,KNC/EUR,1.93420,1.93420,1.93420,1.93420,0.00000000,0.0
1663333200,2022-09-16 13:00:00,KNC/EUR,1.93420,1.93420,1.93420,1.93420,0.00000000,0.0
1663329600,2022-09-16 12:00:00,KNC/EUR,1.93420,1.93420,1.93420,1.93420,0.00000000,0.0
1663326000,2022-09-16 11:00:00,KNC/EUR,1.93420,1.93420,1.93420,1.93420,153.94995346,297.76999998233197
1663322400,2022-09-16 10:00:00,KNC/EUR,1.94383,1.94383,1.94383,1.94383,0.00000000,0.0
1663318800,2022-09-16 09:00:00,KNC/EUR,1.94972,1.94972,1.94383,1.94383,444.19829408,863.4459699815263
1663315200,2022-09-16 08:00:00,KNC/EUR,1.93584,1.93584,1.93584,1.93584,59.62623992,115.4268602867328
1663311600,2022-09-16 07:00:00,KNC/EUR,1.92781,1.92781,1.92781,1.92781,0.00000000,0.0
1663308000,2022-09-16 06:00:00,KNC/EUR,1.96449,1.96449,1.92781,1.92781,116.86476736,225.2930671642816
1663304400,2022-09-16 05:00:00,KNC/EUR,1.95028,1.95028,1.95028,1.95028,78.49587468,153.0889344709104
1663300800,2022-09-16 04:00:00,KNC/EUR,1.99360,1.99360,1.99360,1.99360,0.00000000,0.0
1663297200,2022-09-16 03:00:00,KNC/EUR,1.99360,1.99360,1.99360,1.99360,0.00000000,0.0
1663293600,2022-09-16 02:00:00,KNC/EUR,1.99360,1.99360,1.99360,1.99360,0.00000000,0.0
1663290000,2022-09-16 01:00:00,KNC/EUR,1.99360,1.99360,1.99360,1.99360,0.00000000,0.0
1663286400,2022-09-16 00:00:00,KNC/EUR,1.99419,1.99419,1.99360,1.99360,831.11443103,1656.909729701408
1663282800,2022-09-15 23:00:00,KNC/EUR,2.01335,2.01335,2.01335,2.01335,0.00000000,0.0
1663279200,2022-09-15 22:00:00,KNC/EUR,2.01335,2.01335,2.01335,2.01335,75.34789111,151.7016765663185
1663275600,2022-09-15 21:00:00,KNC/EUR,2.03328,2.03328,2.03328,2.03328,0.00000000,0.0
1663272000,2022-09-15 20:00:00,KNC/EUR,2.03524,2.03524,2.03328,2.03328,146.33299539,297.53595286657924
1663268400,2022-09-15 19:00:00,KNC/EUR,2.03092,2.04999,2.03092,2.04999,121.47061377,249.0135435223623
1663264800,2022-09-15 18:00:00,KNC/EUR,2.03046,2.03046,2.02838,2.02838,180.92236752,366.97931183021757
1663261200,2022-09-15 17:00:00,KNC/EUR,2.05000,2.05000,2.01409,2.02316,824.24527548,1667.5800715401167
1663257600,2022-09-15 16:00:00,KNC/EUR,2.03884,2.03884,2.03884,2.03884,350.00000000,713.594
1663254000,2022-09-15 15:00:00,KNC/EUR,1.95836,1.95836,1.95709,1.95830,306.71918795,600.648185762485
1663250400,2022-09-15 14:00:00,KNC/EUR,2.01028,2.01029,2.01028,2.01029,2711.00000000,5449.8961899999995
1663246800,2022-09-15 13:00:00,KNC/EUR,1.99537,1.99537,1.99537,1.99537,117.85009296,235.1545399895952
1663243200,2022-09-15 12:00:00,KNC/EUR,1.98724,1.98724,1.98724,1.98724,69.73653000,138.5832218772
1663239600,2022-09-15 11:00:00,KNC/EUR,1.98708,1.98708,1.98708,1.98708,10.52279457,20.9096346341556
1663236000,2022-09-15 10:00:00,KNC/EUR,1.97441,1.97441,1.97441,1.97441,0.00000000,0.0
1663232400,2022-09-15 09:00:00,KNC/EUR,1.97441,1.97441,1.97441,1.97441,12.66201042,24.999999993352198
1663228800,2022-09-15 08:00:00,KNC/EUR,1.97926,1.97926,1.97926,1.97926,0.00000000,0.0
1663225200,2022-09-15 07:00:00,KNC/EUR,1.97926,1.97926,1.97926,1.97926,27.33356734,54.1002364933684
1663221600,2022-09-15 06:00:00,KNC/EUR,1.95190,1.98199,1.95190,1.98199,797.64587011,1580.926138099319
1663218000,2022-09-15 05:00:00,KNC/EUR,1.89787,1.89787,1.89787,1.89787,0.00000000,0.0
1663214400,2022-09-15 04:00:00,KNC/EUR,1.89787,1.89787,1.89787,1.89787,173.00041737,328.3323021140019
1663210800,2022-09-15 03:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,0.00000000,0.0
1663207200,2022-09-15 02:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,0.00000000,0.0
1663203600,2022-09-15 01:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,0.00000000,0.0
1663200000,2022-09-15 00:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,0.00000000,0.0
1663196400,2022-09-14 23:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,0.00000000,0.0
1663192800,2022-09-14 22:00:00,KNC/EUR,1.94047,1.94047,1.94047,1.94047,77.00520575,149.4262916017025
1663189200,2022-09-14 21:00:00,KNC/EUR,1.90121,1.90121,1.90121,1.90121,0.00000000,0.0
1663185600,2022-09-14 20:00:00,KNC/EUR,1.90121,1.90121,1.90121,1.90121,0.00000000,0.0
1663182000,2022-09-14 19:00:00,KNC/EUR,1.90121,1.90121,1.90121,1.90121,60.45000000,114.92814450000002
1663178400,2022-09-14 18:00:00,KNC/EUR,1.90019,1.90019,1.90019,1.90019,0.00000000,0.0
1663174800,2022-09-14 17:00:00,KNC/EUR,1.88294,1.90019,1.88294,1.90019,819.46683028,1557.142676229753
1663171200,2022-09-14 16:00:00,KNC/EUR,1.88301,1.89200,1.88301,1.89200,196.64407946,372.05059833831996
1663167600,2022-09-14 15:00:00,KNC/EUR,1.90117,1.90117,1.90117,1.90117,0.00000000,0.0
1663164000,2022-09-14 14:00:00,KNC/EUR,1.90117,1.90117,1.90117,1.90117,0.00000000,0.0
1663160400,2022-09-14 13:00:00,KNC/EUR,1.91972,1.91972,1.90117,1.90117,495.09749796,941.2645101966132
1663156800,2022-09-14 12:00:00,KNC/EUR,1.88652,1.88652,1.88652,1.88652,0.00000000,0.0
1663153200,2022-09-14 11:00:00,KNC/EUR,1.89237,1.89237,1.88652,1.88652,827.93613022,1561.9180683826344
1663149600,2022-09-14 10:00:00,KNC/EUR,1.91584,1.91613,1.91584,1.91613,66.51588451,127.45308178614631
1663146000,2022-09-14 09:00:00,KNC/EUR,1.91479,1.91479,1.91479,1.91479,27.15343153,51.9931191593287
1663142400,2022-09-14 08:00:00,KNC/EUR,1.89114,1.89114,1.87979,1.88223,128.71349221,242.2683964424283
1663138800,2022-09-14 07:00:00,KNC/EUR,1.92477,1.92477,1.92477,1.92477,0.00000000,0.0
1663135200,2022-09-14 06:00:00,KNC/EUR,1.92477,1.92477,1.92477,1.92477,75.31241294,144.9590730545238
1663131600,2022-09-14 05:00:00,KNC/EUR,1.94165,1.94165,1.94165,1.94165,30.91859134,60.033082875311
1663128000,2022-09-14 04:00:00,KNC/EUR,1.93058,1.93058,1.93058,1.93058,0.00000000,0.0
1663124400,2022-09-14 03:00:00,KNC/EUR,1.93058,1.93058,1.93058,1.93058,0.00000000,0.0
1663120800,2022-09-14 02:00:00,KNC/EUR,1.93058,1.93058,1.93058,1.93058,0.00000000,0.0
1663117200,2022-09-14 01:00:00,KNC/EUR,1.93058,1.93058,1.93058,1.93058,0.00000000,0.0
1663113600,2022-09-14 00:00:00,KNC/EUR,1.94238,1.94238,1.93058,1.93058,33.43217323,64.54348499437339
1663110000,2022-09-13 23:00:00,KNC/EUR,1.95447,1.95447,1.95447,1.95447,0.00000000,0.0
1663106400,2022-09-13 22:00:00,KNC/EUR,1.95447,1.95447,1.95447,1.95447,80.54753230,157.427735454381
1663102800,2022-09-13 21:00:00,KNC/EUR,1.97830,1.97830,1.97693,1.97693,158.61505250,313.570855738825
1663099200,2022-09-13 20:00:00,KNC/EUR,1.94970,1.97829,1.94970,1.97621,2558.15500122,5055.451494960977
1663095600,2022-09-13 19:00:00,KNC/EUR,1.94253,1.94536,1.91765,1.94536,693.97457991,1350.0303887737175
1663092000,2022-09-13 18:00:00,KNC/EUR,1.97830,1.97830,1.96201,1.96201,617.51723780,1211.574995735978
1663088400,2022-09-13 17:00:00,KNC/EUR,1.94726,1.95008,1.94726,1.95008,570.35996606,1112.2475626142848
1663084800,2022-09-13 16:00:00,KNC/EUR,1.96422,1.98769,1.95817,1.98769,240.91096108,478.8563082291052
1663081200,2022-09-13 15:00:00,KNC/EUR,1.89800,1.89800,1.89800,1.89800,13.69863013,25.999999986739997
1663077600,2022-09-13 14:00:00,KNC/EUR,1.85436,1.85436,1.85436,1.85436,0.00000000,0.0
1663074000,2022-09-13 13:00:00,KNC/EUR,1.85000,1.85436,1.85000,1.85436,96.28288109,178.5431233780524
1663070400,2022-09-13 12:00:00,KNC/EUR,1.84354,1.84354,1.81628,1.82605,3890.29474986,7103.872727981853
1663066800,2022-09-13 11:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,0.00000000,0.0
1663063200,2022-09-13 10:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,0.00000000,0.0
1663059600,2022-09-13 09:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,0.00000000,0.0
1663056000,2022-09-13 08:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,0.00000000,0.0
1663052400,2022-09-13 07:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,0.00000000,0.0
1663048800,2022-09-13 06:00:00,KNC/EUR,1.85230,1.85230,1.85230,1.85230,317.17338736,587.500265406928
1663045200,2022-09-13 05:00:00,KNC/EUR,1.82500,1.82500,1.82500,1.82500,0.00000000,0.0
1663041600,2022-09-13 04:00:00,KNC/EUR,1.82500,1.82500,1.82500,1.82500,0.00000000,0.0
1663038000,2022-09-13 03:00:00,KNC/EUR,1.82500,1.82500,1.82500,1.82500,0.00000000,0.0
1663034400,2022-09-13 02:00:00,KNC/EUR,1.82500,1.82500,1.82500,1.82500,0.00000000,0.0
1663030800,2022-09-13 01:00:00,KNC/EUR,1.82500,1.82500,1.82500,1.82500,13.69863013,24.99999998725
1663027200,2022-09-13 00:00:00,KNC/EUR,1.86976,1.86976,1.85000,1.85321,957.33247746,1774.1381205536466
1663023600,2022-09-12 23:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,0.00000000,0.0
1663020000,2022-09-12 22:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,0.00000000,0.0
1663016400,2022-09-12 21:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,0.00000000,0.0
1663012800,2022-09-12 20:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,0.00000000,0.0
1663009200,2022-09-12 19:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,0.00000000,0.0
1663005600,2022-09-12 18:00:00,KNC/EUR,1.90894,1.90894,1.90894,1.90894,324.45331440,619.3619099907361
1663002000,2022-09-12 17:00:00,KNC/EUR,1.89097,1.89097,1.89097,1.89097,74.38927082,140.66787944249538
1662998400,2022-09-12 16:00:00,KNC/EUR,1.91999,1.91999,1.91999,1.91999,0.00000000,0.0
1662994800,2022-09-12 15:00:00,KNC/EUR,1.92175,1.92175,1.91999,1.91999,1154.42955639,2216.493203973236
1662991200,2022-09-12 14:00:00,KNC/EUR,1.94500,1.94500,1.94500,1.94500,0.00000000,0.0
1662987600,2022-09-12 13:00:00,KNC/EUR,1.94500,1.94500,1.94500,1.94500,0.00000000,0.0
1662984000,2022-09-12 12:00:00,KNC/EUR,1.93151,1.94500,1.93151,1.94500,278.48632662,541.6559052759001
1662980400,2022-09-12 11:00:00,KNC/EUR,1.95847,1.95847,1.95847,1.95847,200.00000000,391.69399999999996
1662976800,2022-09-12 10:00:00,KNC/EUR,1.91975,1.91975,1.91975,1.91975,0.00000000,0.0
1662973200,2022-09-12 09:00:00,KNC/EUR,1.91975,1.91975,1.91975,1.91975,0.00000000,0.0
1662969600,2022-09-12 08:00:00,KNC/EUR,1.91975,1.91975,1.91975,1.91975,0.00000000,0.0
1662966000,2022-09-12 07:00:00,KNC/EUR,1.91975,1.91975,1.91975,1.91975,0.00000000,0.0
1662962400,2022-09-12 06:00:00,KNC/EUR,1.91975,1.91975,1.91975,1.91975,100.00000000,191.975
1662958800,2022-09-12 05:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,0.00000000,0.0
1662955200,2022-09-12 04:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,0.00000000,0.0
1662951600,2022-09-12 03:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,0.00000000,0.0
1662948000,2022-09-12 02:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,0.00000000,0.0
1662944400,2022-09-12 01:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,0.00000000,0.0
1662940800,2022-09-12 00:00:00,KNC/EUR,1.99276,1.99276,1.99276,1.99276,64.86006017,129.2505335043692
1662937200,2022-09-11 23:00:00,KNC/EUR,1.96912,1.97442,1.96912,1.97442,463.30346800,914.75563328856
1662933600,2022-09-11 22:00:00,KNC/EUR,1.99084,1.99084,1.99084,1.99084,19.06580000,37.956957272
1662930000,2022-09-11 21:00:00,KNC/EUR,1.99002,1.99002,1.99002,1.99002,0.00000000,0.0
1662926400,2022-09-11 20:00:00,KNC/EUR,1.99002,1.99002,1.99002,1.99002,0.00000000,0.0
1662922800,2022-09-11 19:00:00,KNC/EUR,1.98431,1.99002,1.98431,1.99002,35.10627350,69.86218639047
1662919200,2022-09-11 18:00:00,KNC/EUR,1.98605,1.98873,1.98565,1.98580,625.08555842,1241.294901910436
1662915600,2022-09-11 17:00:00,KNC/EUR,2.01821,2.01821,2.01821,2.01821,10.02868878,20.2399999826838
1662912000,2022-09-11 16:00:00,KNC/EUR,2.01644,2.01821,2.01644,2.01821,493.94737897,996.8895397110435
1662908400,2022-09-11 15:00:00,KNC/EUR,1.99247,1.99247,1.99247,1.99247,0.00000000,0.0
1662904800,2022-09-11 14:00:00,KNC/EUR,1.99247,1.99247,1.99247,1.99247,0.00000000,0.0
1662901200,2022-09-11 13:00:00,KNC/EUR,1.99535,1.99535,1.99247,1.99247,509.38430887,1014.9329538942088
1662897600,2022-09-11 12:00:00,KNC/EUR,2.00172,2.01291,2.00172,2.01291,311.11111111,626.2386666644302
1662894000,2022-09-11 11:00:00,KNC/EUR,2.00311,2.00311,2.00311,2.00311,0.00000000,0.0
1662890400,2022-09-11 10:00:00,KNC/EUR,2.00311,2.00311,2.00311,2.00311,0.00000000,0.0
1662886800,2022-09-11 09:00:00,KNC/EUR,1.99886,2.00311,1.99682,2.00311,535.17682505,1072.0180500259055
1662883200,2022-09-11 08:00:00,KNC/EUR,1.95185,1.95185,1.95185,1.95185,0.00000000,0.0
1662879600,2022-09-11 07:00:00,KNC/EUR,1.95185,1.95185,1.95185,1.95185,0.00000000,0.0
1662876000,2022-09-11 06:00:00,KNC/EUR,1.96533,1.96533,1.95185,1.95185,1343.49556044,2622.301809644814
1662872400,2022-09-11 05:00:00,KNC/EUR,2.00454,2.00454,2.00454,2.00454,245.08103506,491.2747380191724
1662868800,2022-09-11 04:00:00,KNC/EUR,2.03371,2.03371,2.03371,2.03371,5.03552620,10.240799988202
1662865200,2022-09-11 03:00:00,KNC/EUR,2.03371,2.03371,2.03371,2.03371,0.00000000,0.0
1662861600,2022-09-11 02:00:00,KNC/EUR,2.03371,2.03371,2.03371,2.03371,0.00000000,0.0
1662858000,2022-09-11 01:00:00,KNC/EUR,2.03371,2.03371,2.03371,2.03371,1219.94910991,2481.022704315066
1662854400,2022-09-11 00:00:00,KNC/EUR,2.05569,2.06634,2.04959,2.04959,216.15813393,443.03554972158867
1662850800,2022-09-10 23:00:00,KNC/EUR,2.04000,2.06346,2.03756,2.03756,1880.06164315,3830.738401616714
1662847200,2022-09-10 22:00:00,KNC/EUR,1.99900,2.05217,1.99900,2.04088,1091.47365360,2227.566750159168
1662843600,2022-09-10 21:00:00,KNC/EUR,1.97946,1.98931,1.97946,1.98324,2700.43106941,5355.602914096688
1662840000,2022-09-10 20:00:00,KNC/EUR,1.98994,1.98994,1.97571,1.97571,110.00100000,217.33007571000002
1662836400,2022-09-10 19:00:00,KNC/EUR,1.95435,1.95435,1.95435,1.95435,0.00000000,0.0
1662832800,2022-09-10 18:00:00,KNC/EUR,1.95435,1.95435,1.95435,1.95435,75.73158617,148.0060254313395
1662829200,2022-09-10 17:00:00,KNC/EUR,1.95500,1.95500,1.95500,1.95500,0.00000000,0.0
1662825600,2022-09-10 16:00:00,KNC/EUR,1.95500,1.95500,1.95500,1.95500,204.36063400,399.52503947
1662822000,2022-09-10 15:00:00,KNC/EUR,1.92158,1.92158,1.92158,1.92158,0.00000000,0.0
1662818400,2022-09-10 14:00:00,KNC/EUR,1.92158,1.92158,1.92158,1.92158,0.00000000,0.0
1662814800,2022-09-10 13:00:00,KNC/EUR,1.92158,1.92158,1.92158,1.92158,6.96792101,13.389417654395801
1662811200,2022-09-10 12:00:00,KNC/EUR,1.92529,1.92529,1.92529,1.92529,0.00000000,0.0
1662807600,2022-09-10 11:00:00,KNC/EUR,1.92545,1.92545,1.92529,1.92529,233.19511509,448.9682231316261
1662804000,2022-09-10 10:00:00,KNC/EUR,1.93431,1.93431,1.93431,1.93431,0.00000000,0.0
1662800400,2022-09-10 09:00:00,KNC/EUR,1.91083,1.93432,1.91083,1.93431,703.93554289,1361.629559967556
1662796800,2022-09-10 08:00:00,KNC/EUR,1.94260,1.98677,1.90669,1.90669,6000.10086119,11440.332311022361
1662793200,2022-09-10 07:00:00,KNC/EUR,1.91473,1.91473,1.91333,1.91333,114.05124054,218.21766006239818
1662789600,2022-09-10 06:00:00,KNC/EUR,1.86084,1.94000,1.86084,1.94000,2251.92874997,4368.7417749418
1662786000,2022-09-10 05:00:00,KNC/EUR,1.85389,1.85389,1.85389,1.85389,0.00000000,0.0
1662782400,2022-09-10 04:00:00,KNC/EUR,1.85389,1.85389,1.85389,1.85389,0.00000000,0.0
1662778800,2022-09-10 03:00:00,KNC/EUR,1.85389,1.85389,1.85389,1.85389,0.00000000,0.0
1662775200,2022-09-10 02:00:00,KNC/EUR,1.85389,1.85389,1.85389,1.85389,0.00000000,0.0
1662771600,2022-09-10 01:00:00,KNC/EUR,1.87000,1.87000,1.85389,1.85389,320.94425809,594.9953506304702
1662768000,2022-09-10 00:00:00,KNC/EUR,1.84799,1.84941,1.84707,1.84785,1995.39762250,3687.1954967366246
1662764400,2022-09-09 23:00:00,KNC/EUR,1.83265,1.83595,1.83265,1.83595,297.56386015,546.3123690423924
1662760800,2022-09-09 22:00:00,KNC/EUR,1.82956,1.82956,1.82956,1.82956,100.35417801,183.60398991997562
1662757200,2022-09-09 21:00:00,KNC/EUR,1.81704,1.81704,1.81704,1.81704,0.00000000,0.0
1662753600,2022-09-09 20:00:00,KNC/EUR,1.81704,1.81704,1.81704,1.81704,27.79411927,50.5030264783608
1662750000,2022-09-09 19:00:00,KNC/EUR,1.82220,1.82220,1.82220,1.82220,62.75161204,114.345987459288
1662746400,2022-09-09 18:00:00,KNC/EUR,1.82373,1.82373,1.82373,1.82373,62.88896167,114.69248606642911
1662742800,2022-09-09 17:00:00,KNC/EUR,1.83238,1.83238,1.83238,1.83238,63.89216028,117.07471665386639
1662739200,2022-09-09 16:00:00,KNC/EUR,1.86094,1.86094,1.86094,1.86094,0.00000000,0.0
1662735600,2022-09-09 15:00:00,KNC/EUR,1.86094,1.86094,1.86094,1.86094,0.00000000,0.0
1662732000,2022-09-09 14:00:00,KNC/EUR,1.86094,1.86094,1.86094,1.86094,367.53243915,683.9558173118011
1662728400,2022-09-09 13:00:00,KNC/EUR,1.85498,1.85498,1.85498,1.85498,0.00000000,0.0
1662724800,2022-09-09 12:00:00,KNC/EUR,1.85498,1.85498,1.85498,1.85498,828.52676325,1536.9005752934852
1662721200,2022-09-09 11:00:00,KNC/EUR,1.83970,1.83970,1.83970,1.83970,79.87591617,146.94772297794898
1662717600,2022-09-09 10:00:00,KNC/EUR,1.82366,1.83984,1.82366,1.83984,82.64949282,152.0618428699488
1662714000,2022-09-09 09:00:00,KNC/EUR,1.85000,1.85000,1.85000,1.85000,0.00000000,0.0
1662710400,2022-09-09 08:00:00,KNC/EUR,1.82208,1.85000,1.82208,1.85000,1464.16883594,2708.712346489
1662706800,2022-09-09 07:00:00,KNC/EUR,1.81368,1.81368,1.81368,1.81368,92.82970364,168.3633768977952
1662703200,2022-09-09 06:00:00,KNC/EUR,1.81024,1.81024,1.81024,1.81024,0.00000000,0.0
1662699600,2022-09-09 05:00:00,KNC/EUR,1.81000,1.81024,1.81000,1.81024,122.56637651,221.8745574134624
1662696000,2022-09-09 04:00:00,KNC/EUR,1.78900,1.78900,1.78900,1.78900,0.00000000,0.0
1662692400,2022-09-09 03:00:00,KNC/EUR,1.78900,1.78900,1.78900,1.78900,0.00000000,0.0
1662688800,2022-09-09 02:00:00,KNC/EUR,1.78900,1.78900,1.78900,1.78900,0.00000000,0.0
