https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEXE,Volume BTC
1663459200,2022-09-18 00:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001564,0.0001564,11.1908,0.00175024119
1663372800,2022-09-17 00:00:00,DEXE/BTC,0.0001504,0.0001654,0.000149,0.0001571,888.8755,0.14134604432
1663286400,2022-09-16 00:00:00,DEXE/BTC,0.0001504,0.0001535,0.0001503,0.0001519,139.2613,0.02114184789
1663200000,2022-09-15 00:00:00,DEXE/BTC,0.0001534,0.0001589,0.000151,0.000151,399.4576,0.06164497223
1663113600,2022-09-14 00:00:00,DEXE/BTC,0.0001503,0.0001558,0.000149,0.0001525,240.933,0.03670208061
1663027200,2022-09-13 00:00:00,DEXE/BTC,0.0001447,0.0001535,0.0001447,0.0001503,619.4503,0.09273240297
1662940800,2022-09-12 00:00:00,DEXE/BTC,0.0001495,0.0001499,0.000143,0.0001451,531.1303,0.07762500905
1662854400,2022-09-11 00:00:00,DEXE/BTC,0.0001515,0.000159,0.0001497,0.0001513,478.3505,0.07365074537
1662768000,2022-09-10 00:00:00,DEXE/BTC,0.000152,0.0001543,0.0001489,0.0001505,276.5075,0.04185038326
1662681600,2022-09-09 00:00:00,DEXE/BTC,0.0001597,0.0001614,0.000151,0.000151,1225.8818,0.1903867325
1662595200,2022-09-08 00:00:00,DEXE/BTC,0.0001631,0.0001721,0.00016,0.0001603,733.3748,0.12048400831
1662508800,2022-09-07 00:00:00,DEXE/BTC,0.0001525,0.0001864,0.0001503,0.0001625,3696.9202,0.62959170236
1662422400,2022-09-06 00:00:00,DEXE/BTC,0.0001521,0.0001574,0.0001488,0.0001543,405.8998,0.06192979627
1662336000,2022-09-05 00:00:00,DEXE/BTC,0.0001518,0.0001542,0.0001495,0.0001515,237.9426,0.03596322489
1662249600,2022-09-04 00:00:00,DEXE/BTC,0.0001505,0.0001836,0.0001488,0.0001525,4664.8749,0.77102063452
1662163200,2022-09-03 00:00:00,DEXE/BTC,0.000148,0.0001513,0.0001473,0.0001495,154.2334,0.02302811945
1662076800,2022-09-02 00:00:00,DEXE/BTC,0.0001476,0.0001558,0.0001476,0.0001481,913.0023,0.13872646223
1661990400,2022-09-01 00:00:00,DEXE/BTC,0.0001457,0.0001496,0.000143,0.000146,564.5676,0.08245150951
1661904000,2022-08-31 00:00:00,DEXE/BTC,0.0001567,0.0001622,0.0001444,0.0001457,1104.1364,0.16952649046
1661817600,2022-08-30 00:00:00,DEXE/BTC,0.0001614,0.0001687,0.0001567,0.0001588,627.9733,0.10105568058
