https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SWINGBY,Volume USDT
1663459200,2022-09-18 00:00:00,SWINGBY/USDT,0.00296,0.00305,0.00296,0.00302,257332.2123,779.042498986
1663372800,2022-09-17 00:00:00,SWINGBY/USDT,0.00288,0.00332,0.0027,0.00294,14202939.1469,41891.009617102
1663286400,2022-09-16 00:00:00,SWINGBY/USDT,0.00294,0.00319,0.00271,0.00288,20124296.1995,59171.640480459
1663200000,2022-09-15 00:00:00,SWINGBY/USDT,0.00265,0.00342,0.00254,0.00293,30515297.3464,91389.678607478
1663113600,2022-09-14 00:00:00,SWINGBY/USDT,0.00267,0.00286,0.00255,0.00267,8747221.4445,23414.698641089
1663027200,2022-09-13 00:00:00,SWINGBY/USDT,0.00299,0.003,0.00253,0.00267,8226738.1373,22715.389351452
1662940800,2022-09-12 00:00:00,SWINGBY/USDT,0.00307,0.00317,0.00288,0.00299,5245406.4031,15773.39741207
1662854400,2022-09-11 00:00:00,SWINGBY/USDT,0.00312,0.00319,0.00301,0.00309,5263006.1977,16156.777625318
1662768000,2022-09-10 00:00:00,SWINGBY/USDT,0.00316,0.00322,0.00295,0.00315,8663660.1901,26644.897576011
1662681600,2022-09-09 00:00:00,SWINGBY/USDT,0.00358,0.0036,0.003,0.00315,18825459.2432,60647.661608196
1662595200,2022-09-08 00:00:00,SWINGBY/USDT,0.00289,0.004,0.00276,0.00356,50301951.9115,170969.114260035
1662508800,2022-09-07 00:00:00,SWINGBY/USDT,0.00286,0.00309,0.00263,0.00291,20193268.6103,57587.677123212
1662422400,2022-09-06 00:00:00,SWINGBY/USDT,0.00298,0.0031,0.00273,0.00283,4958001.1145,14638.570680603
1662336000,2022-09-05 00:00:00,SWINGBY/USDT,0.00316,0.00319,0.00295,0.00298,5615250.4308,17095.594576351
1662249600,2022-09-04 00:00:00,SWINGBY/USDT,0.00293,0.00367,0.00293,0.00318,25617437.7164,83554.332651549
1662163200,2022-09-03 00:00:00,SWINGBY/USDT,0.00319,0.00322,0.00273,0.00293,6532317.5648,19341.2570288
1662076800,2022-09-02 00:00:00,SWINGBY/USDT,0.00291,0.00348,0.00291,0.00317,6272675.7014,19863.20474879
1661990400,2022-09-01 00:00:00,SWINGBY/USDT,0.00322,0.00324,0.00282,0.00292,6009026.3782,18186.072524592
1661904000,2022-08-31 00:00:00,SWINGBY/USDT,0.0032,0.00343,0.00317,0.00325,4126993.497,13635.224571844
1661817600,2022-08-30 00:00:00,SWINGBY/USDT,0.00332,0.0035,0.00318,0.0032,4365281.9036,14561.666950358
1661731200,2022-08-29 00:00:00,SWINGBY/USDT,0.0033,0.00387,0.00329,0.00336,12190857.0318,43098.338635796
1661644800,2022-08-28 00:00:00,SWINGBY/USDT,0.00334,0.00343,0.00302,0.0033,8838645.5699,28577.852248903
1661558400,2022-08-27 00:00:00,SWINGBY/USDT,0.00337,0.00368,0.00312,0.00335,7224039.8887,24635.448874259
1661472000,2022-08-26 00:00:00,SWINGBY/USDT,0.00343,0.00417,0.00325,0.00338,18048404.7894,65187.209016885
1661385600,2022-08-25 00:00:00,SWINGBY/USDT,0.00377,0.00423,0.0033,0.00343,13094029.7866,48425.836850698
1661299200,2022-08-24 00:00:00,SWINGBY/USDT,0.00402,0.0041,0.00367,0.0038,5978835.8276,22931.234472718
1661212800,2022-08-23 00:00:00,SWINGBY/USDT,0.00414,0.00419,0.00386,0.00402,6076311.6677,24537.519672249
1661126400,2022-08-22 00:00:00,SWINGBY/USDT,0.00425,0.00444,0.00399,0.00415,9598394.5709,40911.886018372
1661040000,2022-08-21 00:00:00,SWINGBY/USDT,0.00397,0.00458,0.00374,0.00425,19968318.2081,83760.253959782
1660953600,2022-08-20 00:00:00,SWINGBY/USDT,0.004,0.00465,0.00378,0.00397,17481466.1603,72588.992031798
1660867200,2022-08-19 00:00:00,SWINGBY/USDT,0.00435,0.00435,0.00366,0.004,9252396.2641,36596.429036629
1660780800,2022-08-18 00:00:00,SWINGBY/USDT,0.00477,0.00493,0.00415,0.00431,9867720.5623,44497.866419468
1660694400,2022-08-17 00:00:00,SWINGBY/USDT,0.00466,0.00539,0.00452,0.00477,19372159.2407,93394.244568278
1660608000,2022-08-16 00:00:00,SWINGBY/USDT,0.00526,0.00531,0.00453,0.0047,13851604.2393,67647.946207375
1660521600,2022-08-15 00:00:00,SWINGBY/USDT,0.00553,0.00593,0.00523,0.00526,75775006.7491,430027.506837094
1660435200,2022-08-14 00:00:00,SWINGBY/USDT,0.00625,0.007,0.00542,0.00552,74848590.18486156,479230.9038491721232
1660348800,2022-08-13 00:00:00,SWINGBY/USDT,0.00666,0.00672,0.00608,0.00624,64744414.7282,407525.687426402
1660262400,2022-08-12 00:00:00,SWINGBY/USDT,0.0057,0.00736,0.00545,0.00663,100462251.8937,644575.245933848
1660176000,2022-08-11 00:00:00,SWINGBY/USDT,0.00531,0.00616,0.0052,0.00569,30234081.9441,171098.185640738
1660089600,2022-08-10 00:00:00,SWINGBY/USDT,0.00516,0.00591,0.00489,0.00531,36316776.1494,190877.259517534
1660003200,2022-08-09 00:00:00,SWINGBY/USDT,0.00621,0.0065,0.00507,0.00515,45687016.9369,261201.426899837
1659916800,2022-08-08 00:00:00,SWINGBY/USDT,0.00487,0.0065,0.00454,0.00621,107404084.52215,627465.5689650955
1659830400,2022-08-07 00:00:00,SWINGBY/USDT,0.00454,0.007,0.00405,0.00487,97553699.8358,539930.744228201
1659744000,2022-08-06 00:00:00,SWINGBY/USDT,0.00438,0.00499,0.00385,0.00454,32628037.1608,144070.371689463
1659657600,2022-08-05 00:00:00,SWINGBY/USDT,0.00519,0.00524,0.0042,0.00438,39795612.0105,186488.215418208
1659571200,2022-08-04 00:00:00,SWINGBY/USDT,0.00743,0.00745,0.0051,0.00519,104044745.665525,616774.1740521515
1659484800,2022-08-03 00:00:00,SWINGBY/USDT,0.00572,0.00779,0.0048,0.00748,297754509.48277955,1903089.9981059671445
1659398400,2022-08-02 00:00:00,SWINGBY/USDT,0.00231,0.0066,0.00217,0.00572,212385933.19773035,933761.4820022792163
1659312000,2022-08-01 00:00:00,SWINGBY/USDT,0.00228,0.00256,0.00212,0.00231,12804147.4235,30051.001769577
1659225600,2022-07-31 00:00:00,SWINGBY/USDT,0.00219,0.0025,0.00218,0.00227,13130802.4291,30631.965999348
1659139200,2022-07-30 00:00:00,SWINGBY/USDT,0.00216,0.00239,0.00214,0.00218,8448735.2678,19240.052521865
1659052800,2022-07-29 00:00:00,SWINGBY/USDT,0.00234,0.00234,0.00211,0.00219,8263060.1637,18093.796162148
1658966400,2022-07-28 00:00:00,SWINGBY/USDT,0.00212,0.00241,0.00208,0.00235,8088613.7252,17926.980731932
1658880000,2022-07-27 00:00:00,SWINGBY/USDT,0.00206,0.00212,0.00203,0.00212,2319130.6872,4829.578814345
1658793600,2022-07-26 00:00:00,SWINGBY/USDT,0.00205,0.00218,0.00202,0.00207,6774377.2243,14275.98970799
1658707200,2022-07-25 00:00:00,SWINGBY/USDT,0.0021,0.0023,0.00199,0.00203,17281481.6944,36542.923336226
1658620800,2022-07-24 00:00:00,SWINGBY/USDT,0.0022,0.00222,0.00208,0.00211,2239178.6117,4756.058392637
1658534400,2022-07-23 00:00:00,SWINGBY/USDT,0.00223,0.00227,0.00209,0.0022,15835045.89736743,34936.6205432579516
1658448000,2022-07-22 00:00:00,SWINGBY/USDT,0.00233,0.0024,0.00217,0.00224,7975658.9807,18396.167990862
1658361600,2022-07-21 00:00:00,SWINGBY/USDT,0.00235,0.00242,0.00226,0.00237,5608135.9971,13111.723000799
1658275200,2022-07-20 00:00:00,SWINGBY/USDT,0.00253,0.00259,0.00235,0.00235,4216983.2157,10431.550612586
1658188800,2022-07-19 00:00:00,SWINGBY/USDT,0.00233,0.0026,0.00226,0.00255,4923368.8512204,11931.5785380540182
1658102400,2022-07-18 00:00:00,SWINGBY/USDT,0.00218,0.0024,0.00214,0.00235,7485120.76613012,17044.6111533046151
1658016000,2022-07-17 00:00:00,SWINGBY/USDT,0.00241,0.00263,0.00213,0.00219,15050473.64044268,35193.9741984664533
1657929600,2022-07-16 00:00:00,SWINGBY/USDT,0.00236,0.00248,0.00227,0.00244,5515240.7583529,13220.369421258571
1657843200,2022-07-15 00:00:00,SWINGBY/USDT,0.00221,0.00259,0.00217,0.00235,24964912.62902388,60721.0889730619634
1657756800,2022-07-14 00:00:00,SWINGBY/USDT,0.00206,0.00226,0.00198,0.0022,19926153.86940023,42442.0929513733648
1657670400,2022-07-13 00:00:00,SWINGBY/USDT,0.00203,0.00207,0.00191,0.00206,5325852.03511946,10676.2836362527898
1657584000,2022-07-12 00:00:00,SWINGBY/USDT,0.002,0.00208,0.00197,0.00197,7084895.70222888,14283.3313408113584
1657497600,2022-07-11 00:00:00,SWINGBY/USDT,0.0022,0.00225,0.002,0.00205,8607591.20162844,17916.8975905649456
1657411200,2022-07-10 00:00:00,SWINGBY/USDT,0.00221,0.00228,0.00208,0.0022,6006053.03814983,13124.8227629279617
1657324800,2022-07-09 00:00:00,SWINGBY/USDT,0.00226,0.00238,0.00215,0.00221,9028831.31954256,20332.7222993520713
1657238400,2022-07-08 00:00:00,SWINGBY/USDT,0.00224,0.0024,0.00214,0.00226,25037598.20397127,56571.6562666380647
1657152000,2022-07-07 00:00:00,SWINGBY/USDT,0.00225,0.00234,0.00209,0.00224,25331138.28307543,55289.9584693642127
1657065600,2022-07-06 00:00:00,SWINGBY/USDT,0.00214,0.00286,0.00201,0.00226,85552719.14013449,204655.9902349862662
1656979200,2022-07-05 00:00:00,SWINGBY/USDT,0.00202,0.00218,0.00195,0.00217,12042645.34273362,24839.8476546104178
1656892800,2022-07-04 00:00:00,SWINGBY/USDT,0.002,0.00222,0.00191,0.00202,26455810.35471775,54498.0297527784135
1656806400,2022-07-03 00:00:00,SWINGBY/USDT,0.00203,0.00237,0.00196,0.00205,20727551.3859104,43207.410134034184
1656720000,2022-07-02 00:00:00,SWINGBY/USDT,0.00201,0.00212,0.00192,0.00206,5336992.48001359,10735.3940607119336
1656633600,2022-07-01 00:00:00,SWINGBY/USDT,0.002,0.00219,0.00193,0.00205,8626058.80337349,17663.0481766371598
1656547200,2022-06-30 00:00:00,SWINGBY/USDT,0.0022,0.00227,0.00188,0.00198,15057810.32016805,29901.3078121776751
1656460800,2022-06-29 00:00:00,SWINGBY/USDT,0.00228,0.00236,0.00219,0.0022,8522757.19398538,19051.1617511018593
1656374400,2022-06-28 00:00:00,SWINGBY/USDT,0.00237,0.00255,0.00227,0.00233,16183997.62243966,39048.854346248994
1656288000,2022-06-27 00:00:00,SWINGBY/USDT,0.00219,0.00242,0.00211,0.00238,14450465.89792268,33522.5161842684515
1656201600,2022-06-26 00:00:00,SWINGBY/USDT,0.00224,0.00244,0.00219,0.00219,8680807.25649728,20031.1186613984367
