https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FXS,Volume USDT
1659312000,2022-08-01 00:00:00,FXS/USDT,7.365,7.583,7.246,7.255,62903.24534013,463716.60537229296
1659225600,2022-07-31 00:00:00,FXS/USDT,7.246,8.007,7.166,7.399,88749.74618731,675475.56942865831
1659139200,2022-07-30 00:00:00,FXS/USDT,6.777,8.15,6.74,7.245,45886.51692028,325706.71577162539
1659052800,2022-07-29 00:00:00,FXS/USDT,7.086,7.149,6.736,6.771,48952.14422802,340034.6529625158
1658966400,2022-07-28 00:00:00,FXS/USDT,6.293,7.401,6.192,7.07,90814.64229449,628554.43427451248
1658880000,2022-07-27 00:00:00,FXS/USDT,5.851,6.295,5.817,6.293,20702.75750431,124151.05876107843
1658793600,2022-07-26 00:00:00,FXS/USDT,6.11,6.135,5.787,5.859,25390.2243756,151814.12832144037
1658707200,2022-07-25 00:00:00,FXS/USDT,6.668,6.675,6.113,6.118,31663.52072201,199805.57097337938
1658620800,2022-07-24 00:00:00,FXS/USDT,6.539,6.762,6.525,6.664,27345.55358823,182003.59855717853
1658534400,2022-07-23 00:00:00,FXS/USDT,6.72,6.834,6.474,6.52,34485.11088013,229750.38122181004
1658448000,2022-07-22 00:00:00,FXS/USDT,6.66,7.1,6.66,6.729,62023.94286934,427088.33142719773
1658361600,2022-07-21 00:00:00,FXS/USDT,6.631,6.723,6.408,6.652,49220.12486384,322569.13885774574
1658275200,2022-07-20 00:00:00,FXS/USDT,6.69,6.983,6.133,6.634,93824.53128505,633637.73632091648
1658188800,2022-07-19 00:00:00,FXS/USDT,6.154,7.142,5.955,6.694,107907.03466518,693760.64116004974
1658102400,2022-07-18 00:00:00,FXS/USDT,5.571,6.209,5.566,6.186,76195.80265157,453712.3953317171
1658016000,2022-07-17 00:00:00,FXS/USDT,5.516,5.94,5.514,5.571,55487.84768723,309089.78227919561
1657929600,2022-07-16 00:00:00,FXS/USDT,5.263,5.55,5.156,5.526,33572.01349362,179247.71639659871
1657843200,2022-07-15 00:00:00,FXS/USDT,5.195,5.35,5.117,5.263,45903.04122954,240839.16594283791
1657756800,2022-07-14 00:00:00,FXS/USDT,4.843,5.233,4.828,5.195,35587.98001824,178815.78064672378
1657670400,2022-07-13 00:00:00,FXS/USDT,4.787,4.861,4.696,4.846,45417.86318106,217436.86851864714
1657584000,2022-07-12 00:00:00,FXS/USDT,5.059,5.077,4.777,4.787,15197.61004377,74702.81815420289
1657497600,2022-07-11 00:00:00,FXS/USDT,5.146,5.201,5.033,5.055,20369.43493748,104398.84962862959
1657411200,2022-07-10 00:00:00,FXS/USDT,5.219,5.235,5.118,5.135,10880.5488375,56260.1342491019
1657324800,2022-07-09 00:00:00,FXS/USDT,5.141,5.263,5.129,5.223,12868.46986325,66971.9846558533
1657238400,2022-07-08 00:00:00,FXS/USDT,5.247,5.524,5.119,5.144,38909.18214773,205908.02790146352
1657152000,2022-07-07 00:00:00,FXS/USDT,5.312,5.338,5.151,5.241,40355.55854372,211986.71563624285
1657065600,2022-07-06 00:00:00,FXS/USDT,5.285,5.383,5.19,5.315,62765.70789818,330812.31168911655
1656979200,2022-07-05 00:00:00,FXS/USDT,4.926,5.322,4.847,5.289,104796.19261202,526315.12575188694
1656892800,2022-07-04 00:00:00,FXS/USDT,4.792,4.936,4.769,4.925,37910.68680636,183634.63481341734
1656806400,2022-07-03 00:00:00,FXS/USDT,4.848,4.878,4.778,4.796,40341.63165882,194602.62048989572
1656720000,2022-07-02 00:00:00,FXS/USDT,4.895,4.949,4.766,4.85,59497.10211882,287428.31393793663
1656633600,2022-07-01 00:00:00,FXS/USDT,4.81,4.94,4.761,4.887,62450.50064142,302338.60989730896
1656547200,2022-06-30 00:00:00,FXS/USDT,4.689,4.875,4.589,4.803,74944.81166797,355453.8311983027
1656460800,2022-06-29 00:00:00,FXS/USDT,4.899,4.944,4.62,4.693,77533.83082862,368079.70122851862
1656374400,2022-06-28 00:00:00,FXS/USDT,5.38,5.384,4.881,4.888,65650.20187157,338448.37831761415
1656288000,2022-06-27 00:00:00,FXS/USDT,5.624,5.958,5.346,5.388,79323.9733221,445613.52491040986
1656201600,2022-06-26 00:00:00,FXS/USDT,5.415,5.88,5.372,5.623,91021.07406219,513758.30420585865
1656115200,2022-06-25 00:00:00,FXS/USDT,5.472,5.97,5.235,5.422,57096.56149891,307321.71759296987
1656028800,2022-06-24 00:00:00,FXS/USDT,5.226,5.525,5.1,5.463,60673.01380795,323221.63172968955
1655942400,2022-06-23 00:00:00,FXS/USDT,5.138,5.315,5.062,5.234,31812.7636625,164769.43151804368
1655856000,2022-06-22 00:00:00,FXS/USDT,5.213,5.254,4.996,5.139,95509.76822559,489679.15920510525
1655769600,2022-06-21 00:00:00,FXS/USDT,5.162,5.68,5.007,5.21,185044.77631932,980603.30146198017
1655683200,2022-06-20 00:00:00,FXS/USDT,4.218,5.376,4.094,5.153,180129.88180462,872461.19897066132
1655596800,2022-06-19 00:00:00,FXS/USDT,3.984,4.267,3.964,4.232,51044.53400535,208657.94362605928
1655510400,2022-06-18 00:00:00,FXS/USDT,4.064,4.124,3.881,3.986,33254.16312569,132334.13162083261
1655424000,2022-06-17 00:00:00,FXS/USDT,4.311,4.358,4.021,4.073,47242.69881567,197542.2456952053
1655337600,2022-06-16 00:00:00,FXS/USDT,4.541,4.566,4.284,4.31,36428.61181256,159864.52985481702
1655251200,2022-06-15 00:00:00,FXS/USDT,4.553,4.618,4.172,4.546,83557.30420674,365821.98853485821
1655164800,2022-06-14 00:00:00,FXS/USDT,4.85,4.87,4.506,4.565,45881.24341467,213130.76491431319
1655078400,2022-06-13 00:00:00,FXS/USDT,5.392,5.528,4.755,4.843,132298.76053462,674316.75729469149
1654992000,2022-06-12 00:00:00,FXS/USDT,5.149,5.579,5.081,5.384,54607.13858539,291464.46746599885
1654905600,2022-06-11 00:00:00,FXS/USDT,5.624,5.887,5.12,5.134,33600.13728585,179978.46838344392
1654819200,2022-06-10 00:00:00,FXS/USDT,6.059,6.153,5.583,5.634,73477.56213885,432693.84279029926
1654732800,2022-06-09 00:00:00,FXS/USDT,5.681,6.6,5.671,6.059,208588.15558899,1290131.25853445407
1654646400,2022-06-08 00:00:00,FXS/USDT,4.933,6.295,4.839,5.692,198747.36615715,1154182.51677812905
1654560000,2022-06-07 00:00:00,FXS/USDT,5.765,5.765,4.79,4.955,53135.13897235,270163.52680501363
1654473600,2022-06-06 00:00:00,FXS/USDT,5.66,6.191,5.629,5.774,51996.91418513,303284.06135836837
1654387200,2022-06-05 00:00:00,FXS/USDT,5.699,5.831,5.488,5.67,36629.78888578,205966.08996378619
1654300800,2022-06-04 00:00:00,FXS/USDT,6.471,6.506,5.526,5.698,135697.05621127,806130.50791641663
1654214400,2022-06-03 00:00:00,FXS/USDT,6.803,6.806,6.46,6.47,17949.54565832,118537.02837926525
1654128000,2022-06-02 00:00:00,FXS/USDT,6.607,6.817,6.553,6.794,17818.76351215,118619.45894618766
1654041600,2022-06-01 00:00:00,FXS/USDT,7.463,8.199,6.565,6.604,39511.37442819,280449.27262344062
1653955200,2022-05-31 00:00:00,FXS/USDT,7.456,8.35,7.17,7.478,33246.00985438,248011.61960600695
1653868800,2022-05-30 00:00:00,FXS/USDT,6.897,7.591,6.897,7.456,25762.96442885,186386.83168228405
1653782400,2022-05-29 00:00:00,FXS/USDT,6.824,6.997,6.655,6.895,14619.98622569,99084.55328686252
1653696000,2022-05-28 00:00:00,FXS/USDT,6.625,6.886,6.589,6.833,31252.69726218,209664.47647021453
1653609600,2022-05-27 00:00:00,FXS/USDT,6.743,6.85,6.569,6.621,38030.13809793,254064.64422737429
1653523200,2022-05-26 00:00:00,FXS/USDT,7.31,7.432,6.631,6.743,50247.08565185,349041.96058762291
1653436800,2022-05-25 00:00:00,FXS/USDT,6.966,7.534,6.9,7.31,48308.66918636,350957.27890142528
1653350400,2022-05-24 00:00:00,FXS/USDT,7.057,7.326,6.772,6.941,59644.08213514,421613.65554842738
1653264000,2022-05-23 00:00:00,FXS/USDT,8.249,8.3,7.014,7.035,153853.34374791,1173703.1144822615
1653177600,2022-05-22 00:00:00,FXS/USDT,6.434,8.31,6.423,8.249,161446.8858521,1181176.49873261736
1653091200,2022-05-21 00:00:00,FXS/USDT,6.272,6.497,6.176,6.43,46066.42837993,289559.77449855921
1653004800,2022-05-20 00:00:00,FXS/USDT,6.573,6.743,5.886,6.268,106807.64779281,670357.10724230583
1652918400,2022-05-19 00:00:00,FXS/USDT,7.018,7.246,6.314,6.573,59172.63178108,410099.91124202375
1652832000,2022-05-18 00:00:00,FXS/USDT,8.401,8.44,6.936,7.002,82341.89834312,627223.87335342789
1652745600,2022-05-17 00:00:00,FXS/USDT,8.288,8.678,8.226,8.402,54281.04568485,455609.47092050504
1652659200,2022-05-16 00:00:00,FXS/USDT,9.086,9.12,8.076,8.288,74538.43115743,633947.43648238844
1652572800,2022-05-15 00:00:00,FXS/USDT,8.67,9.739,8.319,9.085,121416.93690186,1089174.26070719661
1652486400,2022-05-14 00:00:00,FXS/USDT,11.462,11.665,8.308,8.677,111284.31124807,1041773.47451295454
1652400000,2022-05-13 00:00:00,FXS/USDT,10.763,12.561,10.082,11.461,118349.7647329,1355334.72235633124
1652313600,2022-05-12 00:00:00,FXS/USDT,11.767,12.115,10.461,10.753,85813.37798828,938901.65293756303
1652227200,2022-05-11 00:00:00,FXS/USDT,17.72,17.723,11.188,11.75,281329.43232896,3977532.85806930959
1652140800,2022-05-10 00:00:00,FXS/USDT,16.757,19.5,16.627,17.766,114466.79469889,2083108.62251968265
1652054400,2022-05-09 00:00:00,FXS/USDT,22.248,22.801,16.631,16.792,146871.95300201,2811211.57837238796
1651968000,2022-05-08 00:00:00,FXS/USDT,23.321,23.452,22.186,22.318,67365.9786348,1526593.08771838486
1651881600,2022-05-07 00:00:00,FXS/USDT,24.929,25.059,22.615,23.352,34775.79458654,839103.59229665265
1651795200,2022-05-06 00:00:00,FXS/USDT,25.715,26.045,23.569,24.931,83124.32694872,2056746.04459580428
1651708800,2022-05-05 00:00:00,FXS/USDT,29.164,29.903,24.648,25.74,78223.26393547,2123336.85995440391
1651622400,2022-05-04 00:00:00,FXS/USDT,25.4,29.674,25.295,29.156,148976.19513937,4123581.55470231726
1651536000,2022-05-03 00:00:00,FXS/USDT,22.297,26.869,22.127,25.453,158630.06616977,3962655.6404479736
1651449600,2022-05-02 00:00:00,FXS/USDT,22.588,24.947,22,22.3,61863.0809909,1408017.34917505357
1651363200,2022-05-01 00:00:00,FXS/USDT,23.535,24.072,22.177,22.58,27157.19791139,625034.16729742799
1651276800,2022-04-30 00:00:00,FXS/USDT,24.547,24.773,22.966,23.479,26646.57785219,642494.5484165029
1651190400,2022-04-29 00:00:00,FXS/USDT,26.517,26.784,24.434,24.583,60456.38239687,1547861.76389455302
1651104000,2022-04-28 00:00:00,FXS/USDT,27.53,27.594,26.114,26.514,54733.6296995,1476292.02311851993
1651017600,2022-04-27 00:00:00,FXS/USDT,27.849,28.92,26.53,27.529,40766.82155786,1132595.51101656822
1650931200,2022-04-26 00:00:00,FXS/USDT,28.733,29.777,26.848,27.816,56423.89827775,1580067.09179407347
1650844800,2022-04-25 00:00:00,FXS/USDT,28.477,29.161,26.91,28.698,102704.59130099,2857854.39919994465
1650758400,2022-04-24 00:00:00,FXS/USDT,30.497,30.916,28.478,28.487,52426.95356339,1542086.59377534848
1650672000,2022-04-23 00:00:00,FXS/USDT,30.014,31.479,29.585,30.5,41087.63738523,1238705.68151884411
1650585600,2022-04-22 00:00:00,FXS/USDT,32.567,33.012,30,30.057,78703.4447519,2472379.18685271433
1650499200,2022-04-21 00:00:00,FXS/USDT,35.986,36.534,32.171,32.567,105703.66157179,3667320.09800441246
1650412800,2022-04-20 00:00:00,FXS/USDT,34.174,37.623,33.731,36.012,120272.77609308,4303391.03906281383
1650326400,2022-04-19 00:00:00,FXS/USDT,35.148,35.77,33.624,34.132,99619.24368855,3432702.20900666956
1650240000,2022-04-18 00:00:00,FXS/USDT,30.602,36.459,29.151,35.163,154507.16137159,5108493.42408557991
1650153600,2022-04-17 00:00:00,FXS/USDT,28.813,33.394,28.2,30.608,110687.51762674,3338417.02405892716
1650067200,2022-04-16 00:00:00,FXS/USDT,28.615,29.115,27.88,28.855,29350.9884821,838874.68809574938
1649980800,2022-04-15 00:00:00,FXS/USDT,29.782,30.103,28.117,28.605,23776.82774051,687168.31728310942
1649894400,2022-04-14 00:00:00,FXS/USDT,33.348,33.356,29.433,29.732,33471.00209586,1030496.7900173653
1649808000,2022-04-13 00:00:00,FXS/USDT,27.565,33.418,27.157,33.332,87908.93078292,2676717.25798545466
1649721600,2022-04-12 00:00:00,FXS/USDT,26.061,28.817,25.77,27.612,46998.92274017,1285781.23545312778
1649635200,2022-04-11 00:00:00,FXS/USDT,30.659,30.89,25.8,26.048,51294.22427951,1419699.74711387904
1649548800,2022-04-10 00:00:00,FXS/USDT,30.978,31.52,30.374,30.715,29997.23233168,924017.47696981954
1649462400,2022-04-09 00:00:00,FXS/USDT,30.468,31.814,30.2,30.985,29680.61359384,923988.54190272342
1649376000,2022-04-08 00:00:00,FXS/USDT,32.869,36.68,30,30.468,84280.86554793,2838303.86359076924
1649289600,2022-04-07 00:00:00,FXS/USDT,30.61,33.613,29.428,32.947,72246.13524918,2270127.14530166676
1649203200,2022-04-06 00:00:00,FXS/USDT,32.953,33.176,30.147,30.615,77896.11939446,2458632.3373758436
1649116800,2022-04-05 00:00:00,FXS/USDT,34.619,39.249,32.77,33.026,79024.6008895,2815935.04074090867
1649030400,2022-04-04 00:00:00,FXS/USDT,38.411,39.943,33.491,34.669,103736.97229591,3788064.95133198211
1648944000,2022-04-03 00:00:00,FXS/USDT,37.751,44.056,34.787,38.489,212155.81115658,8359173.35271172179
1648857600,2022-04-02 00:00:00,FXS/USDT,25.63,42.154,25.5,37.765,371482.42518641,12884620.18267407462
1648771200,2022-04-01 00:00:00,FXS/USDT,22.383,27.1,21.81,25.637,47764.44293831,1144662.70472317625
1648684800,2022-03-31 00:00:00,FXS/USDT,22.737,23.096,21.394,22.371,19979.35395622,451061.04334714395
1648598400,2022-03-30 00:00:00,FXS/USDT,23.458,24.886,22.606,22.733,19669.94477017,457613.8189362006
1648512000,2022-03-29 00:00:00,FXS/USDT,21.425,24.042,21.371,23.458,20414.22728974,457975.83346616273
1648425600,2022-03-28 00:00:00,FXS/USDT,21.488,22.18,21.041,21.432,12318.63290755,264414.59308349001
1648339200,2022-03-27 00:00:00,FXS/USDT,20.885,21.761,20.398,21.488,17152.0891705,360737.05139469905
1648252800,2022-03-26 00:00:00,FXS/USDT,18.172,20.9,18.071,20.823,34526.99392987,677078.23404019637
1648166400,2022-03-25 00:00:00,FXS/USDT,18.216,18.474,17.832,18.127,7620.13274197,137797.70785862012
1648080000,2022-03-24 00:00:00,FXS/USDT,17.814,18.3,17.672,18.216,18434.90788005,332070.25473261364
1647993600,2022-03-23 00:00:00,FXS/USDT,17.741,17.99,16.94,17.812,30536.41271765,534574.9575571702
1647907200,2022-03-22 00:00:00,FXS/USDT,17.718,18.392,17.687,17.736,6618.98111878,120207.2090890228
1647820800,2022-03-21 00:00:00,FXS/USDT,17.715,17.904,17.5,17.731,2455.74776961,43570.37729667397
1647734400,2022-03-20 00:00:00,FXS/USDT,17.669,18.127,17.524,17.67,7212.01891052,128307.17071497147
1647648000,2022-03-19 00:00:00,FXS/USDT,17.826,17.944,17.561,17.707,2630.59749501,46710.85000758718
1647561600,2022-03-18 00:00:00,FXS/USDT,17.534,17.848,17.234,17.819,3488.15519331,61002.09820120018
1647475200,2022-03-17 00:00:00,FXS/USDT,17.848,17.969,17.509,17.534,2532.48784125,44845.94117869951
1647388800,2022-03-16 00:00:00,FXS/USDT,17.942,18.287,17.321,17.848,5699.14581676,101716.85876549099
1647302400,2022-03-15 00:00:00,FXS/USDT,17.824,18.41,17.493,17.988,8779.36917688,158750.16682706982
1647216000,2022-03-14 00:00:00,FXS/USDT,17.937,17.984,17.548,17.767,3003.23335199,53367.65297973028
1647129600,2022-03-13 00:00:00,FXS/USDT,17.861,18.486,17.861,17.964,7002.56091097,127516.86558354608
1647043200,2022-03-12 00:00:00,FXS/USDT,17.486,18.655,17.339,17.931,10418.26807631,187214.85802163455
1646956800,2022-03-11 00:00:00,FXS/USDT,16.707,17.511,16.159,17.511,7336.3795861,123474.78792367749
1646870400,2022-03-10 00:00:00,FXS/USDT,17.921,17.974,16.411,16.722,10497.52386611,180576.48839247075
1646784000,2022-03-09 00:00:00,FXS/USDT,17.868,19.751,17.55,17.964,17343.21506768,315909.71597633676
1646697600,2022-03-08 00:00:00,FXS/USDT,18.902,19.136,17.696,17.868,4063.61569369,74730.00133309094
1646611200,2022-03-07 00:00:00,FXS/USDT,20.556,20.577,18.833,18.894,4066.53271418,79271.43209044236
1646524800,2022-03-06 00:00:00,FXS/USDT,22.284,22.288,20.566,20.566,2568.42117138,55467.96850171984
1646438400,2022-03-05 00:00:00,FXS/USDT,22.3,22.466,21.415,22.222,6797.86168975,148994.10383821387
1646352000,2022-03-04 00:00:00,FXS/USDT,24.458,24.481,22.158,22.259,6295.72136801,148912.6315028423
1646265600,2022-03-03 00:00:00,FXS/USDT,23.567,26.022,23.102,24.458,22702.96906773,561170.68397701465
1646179200,2022-03-02 00:00:00,FXS/USDT,23.176,23.969,22.061,23.562,9794.68989788,223487.58906792765
1646092800,2022-03-01 00:00:00,FXS/USDT,22.588,25.109,22.588,23.168,13478.884845,316417.96791549072
1646006400,2022-02-28 00:00:00,FXS/USDT,20.536,22.74,20.415,22.588,13042.38628684,285535.7351992818
1645920000,2022-02-27 00:00:00,FXS/USDT,19.998,21.918,19.489,20.569,14971.50504872,312890.58309710524
1645833600,2022-02-26 00:00:00,FXS/USDT,20.378,21.113,19.827,19.998,5240.68906196,106458.83433248823
1645747200,2022-02-25 00:00:00,FXS/USDT,17.625,21.833,17.608,20.38,10450.03011913,201722.11260895982
1645660800,2022-02-24 00:00:00,FXS/USDT,18.085,19.642,16.331,17.61,15868.71352917,275444.75787468439
1645574400,2022-02-23 00:00:00,FXS/USDT,18.726,21.03,18.087,18.087,9160.65025419,174294.33755242837
1645488000,2022-02-22 00:00:00,FXS/USDT,19.132,19.867,18.031,18.629,8640.3690243,164011.11788137284
1645401600,2022-02-21 00:00:00,FXS/USDT,21.391,21.879,18.576,19.077,17532.82287068,359556.84217096387
1645315200,2022-02-20 00:00:00,FXS/USDT,22.475,22.52,20.093,21.388,21961.4509123,462925.00099869776
1645228800,2022-02-19 00:00:00,FXS/USDT,25.42,26.205,22.132,22.476,16694.54690713,392791.95839250221
1645142400,2022-02-18 00:00:00,FXS/USDT,24.567,26.943,24.222,25.524,29861.34750065,757440.46174325855
1645056000,2022-02-17 00:00:00,FXS/USDT,26.798,26.943,23.994,24.52,10488.2769639,267815.81211076799
1644969600,2022-02-16 00:00:00,FXS/USDT,26.522,27.34,25.756,26.704,18784.53785502,498397.03543303648
1644883200,2022-02-15 00:00:00,FXS/USDT,24.178,27.163,24.025,26.527,18962.84476753,487821.58592430473
1644796800,2022-02-14 00:00:00,FXS/USDT,24.349,24.662,23.143,24.178,8907.53603589,212206.61835711478
1644710400,2022-02-13 00:00:00,FXS/USDT,25.999,26.168,24.224,24.349,12934.09139172,321483.84829694062
1644624000,2022-02-12 00:00:00,FXS/USDT,22.447,27.85,22.193,26.051,74098.62158123,1910442.85031020123
1644537600,2022-02-11 00:00:00,FXS/USDT,20.975,25.638,20.39,22.383,64465.47435433,1437579.39208314478
1644451200,2022-02-10 00:00:00,FXS/USDT,21.523,22.313,20.225,20.975,15745.41167523,339110.64938235411
1644364800,2022-02-09 00:00:00,FXS/USDT,21.547,21.68,20.86,21.513,7234.62634295,153909.2135726515
1644278400,2022-02-08 00:00:00,FXS/USDT,21.225,23.9,20.317,21.623,47216.49480997,1031056.22758290826
1644192000,2022-02-07 00:00:00,FXS/USDT,20.132,21.96,19.905,21.158,15831.98967903,330908.27651802032
1644105600,2022-02-06 00:00:00,FXS/USDT,20.143,22.034,19.382,20.132,13178.77503024,264644.65718405364
1644019200,2022-02-05 00:00:00,FXS/USDT,20.304,22.092,19.505,20.143,8326.86350312,169344.17591124232
1643932800,2022-02-04 00:00:00,FXS/USDT,18.368,20.867,17.873,20.304,20360.4661725,389830.38317597901
1643846400,2022-02-03 00:00:00,FXS/USDT,20.424,20.536,17.541,18.27,16104.47600471,304140.3644936061
1643760000,2022-02-02 00:00:00,FXS/USDT,21.322,21.86,20.436,20.458,10070.37683368,211753.29774530745
1643673600,2022-02-01 00:00:00,FXS/USDT,21.632,22.29,21.012,21.435,7225.29267422,156420.03088093203
1643587200,2022-01-31 00:00:00,FXS/USDT,21.518,22.29,20.722,21.632,12626.04779411,271814.61447133369
1643500800,2022-01-30 00:00:00,FXS/USDT,22.76,22.788,21.228,21.503,12454.41899766,271373.17314678092
1643414400,2022-01-29 00:00:00,FXS/USDT,22.903,23.101,21.798,22.734,13540.65687081,306401.80135909118
1643328000,2022-01-28 00:00:00,FXS/USDT,19.546,24.8,19.37,22.91,48199.59389409,1078723.64595299365
1643241600,2022-01-27 00:00:00,FXS/USDT,18.763,19.977,17,19.543,21358.64655664,383333.89642430114
1643155200,2022-01-26 00:00:00,FXS/USDT,18.068,21.89,16.836,18.754,41879.09831453,794991.63231165127
1643068800,2022-01-25 00:00:00,FXS/USDT,17.928,20.952,16.749,18.096,37527.5550511,678333.74834155903
1642982400,2022-01-24 00:00:00,FXS/USDT,20.421,20.431,17.221,17.927,27401.77270883,499127.96563948738
1642896000,2022-01-23 00:00:00,FXS/USDT,19.52,22.313,19.37,20.454,16560.93026158,336862.89468207723
1642809600,2022-01-22 00:00:00,FXS/USDT,21.9,24.383,18.939,19.52,18336.9564702,376884.50200613017
1642723200,2022-01-21 00:00:00,FXS/USDT,26.695,27.485,21.338,21.9,23634.35037115,586823.51367613377
1642636800,2022-01-20 00:00:00,FXS/USDT,28.062,31.095,26.594,26.825,27727.94215336,796610.93046858144
1642550400,2022-01-19 00:00:00,FXS/USDT,30.753,31.995,27.623,28.062,14104.09629618,414784.55207315978
