https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUTER,Volume USDT
1663459200,2022-09-18 00:00:00,SUTER/USDT,0.0007848,0.000788,0.0007796,0.0007796,121743.7241,95.68058890328
1663372800,2022-09-17 00:00:00,SUTER/USDT,0.000756,0.0008488,0.0007441,0.0007796,71975411.6375,56888.79641558714
1663286400,2022-09-16 00:00:00,SUTER/USDT,0.0008511,0.0008558,0.0007401,0.0007593,101752351.2271,79969.65288806126
1663200000,2022-09-15 00:00:00,SUTER/USDT,0.0008707,0.0015908,0.000835,0.0008511,636438372.78644174,706762.798042694008924
1663113600,2022-09-14 00:00:00,SUTER/USDT,0.00073,0.0010763,0.00071,0.0008707,437989397.9548,382205.85210589111
1663027200,2022-09-13 00:00:00,SUTER/USDT,0.0008645,0.000957,0.0006626,0.000733,147513617.0653,118232.59404852627
1662940800,2022-09-12 00:00:00,SUTER/USDT,0.000932,0.0009517,0.0007913,0.0008617,85756637.1796,75118.25710645347
1662854400,2022-09-11 00:00:00,SUTER/USDT,0.0009854,0.0010222,0.00093,0.0009386,64383945.0294,62436.14560215907
1662768000,2022-09-10 00:00:00,SUTER/USDT,0.001,0.0014,0.00093,0.0009855,322034284.9736,354519.52039211677
1662681600,2022-09-09 00:00:00,SUTER/USDT,0.001306,0.0013785,0.0009622,0.001,388030202.2855,445433.30128547939
1662595200,2022-09-08 00:00:00,SUTER/USDT,0.0010604,0.00227,0.0010604,0.0012978,1716058879.14446204,2670082.50983554032005
1662508800,2022-09-07 00:00:00,SUTER/USDT,0.00057,0.0019999,0.0005004,0.0010604,2111051285.30442806,2154607.34415408042589
1662422400,2022-09-06 00:00:00,SUTER/USDT,0.000439,0.000914,0.0004237,0.00057,439749936.09913899,276377.39299490897069
1662336000,2022-09-05 00:00:00,SUTER/USDT,0.000485,0.0005325,0.0004007,0.000439,66485798.7252,30626.84774760757
1662249600,2022-09-04 00:00:00,SUTER/USDT,0.000488,0.0005009,0.0004703,0.0004848,17117381.9512,8273.18309547288
1662163200,2022-09-03 00:00:00,SUTER/USDT,0.0004848,0.00061,0.0004701,0.0004906,88652926.4594,46544.26454719642
1662076800,2022-09-02 00:00:00,SUTER/USDT,0.0004751,0.0005331,0.0004701,0.00048,11637742.0019,5627.98270571872
1661990400,2022-09-01 00:00:00,SUTER/USDT,0.0005113,0.0005199,0.0004729,0.0004751,8954025.8197,4405.3721249775
1661904000,2022-08-31 00:00:00,SUTER/USDT,0.0005045,0.000539,0.0005001,0.0005076,9295286.0929,4864.05419266614
1661817600,2022-08-30 00:00:00,SUTER/USDT,0.0005098,0.0005392,0.0005001,0.0005075,10565215.8529,5438.89241588825
